EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,LongMidRangePctBlocked,Usage,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,DefThreePtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,SecondChanceTurnovers,PenaltyTurnovers,LiveBallTurnoverPct,DefThreePtReboundPct,DefFGReboundPct,DefCorner3ReboundPct,ShortMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Steals,BadPassSteals,DefArc3ReboundPct,ShortMidRangeFrequency,Corner3Frequency,PenaltyCorner3Frequency,ShortMidRangeFGM,PtsAssisted2s,LostBallSteals,Loose Ball Fouls,Assisted2sPct,NonPutbacksAssisted2sPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefTwoPtRebounds,NonShootingPenaltyNonTakeFouls,DefTwoPtReboundPct,DefLongMidRangeReboundPct,SecondChanceAtRimFGA,SecondChanceFG2A,OffTwoPtRebounds,FTDefRebounds,OffRebounds,SelfOReb,AtRimPctBlocked,DefFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,SelfORebPct,SecondChanceAtRimFrequency,SecondChanceShotQualityAvg,on,SecondChanceAtRimFGM,LongMidRangeFGM,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,ShortMidRangeAssists,LongMidRangeAssists,BadPassOutOfBoundsTurnovers,LostBallTurnovers,Technical Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChancePointsPct,SecondChanceFtPoints,OffThreePtRebounds,Travels,ShortMidRangePctBlocked,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,ShortMidRangePctAssisted,FTOffRebounds,OffFTReboundPct,OffArc3ReboundPct,LostBallOutOfBoundsTurnovers,Defensive 3 Seconds Violations,SecondChanceAtRimPctAssisted,BlockedAtRim,Corner3Assists,BlockedLongMidRange,RecoveredBlocks,BlocksRecoveredPct
123,1610612750,Robert Pack,Robert Pack,123,MIN,615.0,10.0,-32.0,22,24,13,9,2.0,46,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,39.0,1.0,4.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,3.0,13,0.25,0.25,0.2,0.2,0.3,0.3,0.2,0.25,0.5,25.0,0.4,0.5,0.5,0.4,0.2,0.4,0.5,0.2,0.6,0.50379,0.50379,0.2,0.25,1.0,9.475000000000001,25.1,0.5909090909090909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1497,1610612750,Chauncey Billups,Chauncey Billups,1497,MIN,6.0,,,1,2,1,1,,3,,,,,,1.0,1.0,,,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,,1,,,,,,,1.0,,,100.0,,,,,1.0,,,1.0,1.0,0.207,0.207,,,,,27.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732,1610612750,Felipe Lopez,Felipe Lopez,1732,MIN,225.0,4.0,-16.0,8,10,5,5,,18,,,,,,,,,,,,,16.0,,,,,,,,,,,,1.0,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,0.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1887,1610612750,Wally Szczerbiak,Wally Szczerbiak,1887,MIN,379.0,6.0,-20.0,14,15,10,7,2.0,29,,,,,,,,,,,,,27.0,,,,,,,,,,1.0,,,,,,,,10,,,,,,,,,,6.25,,,,,,,,,,,,,,,,,0.7142857142857143,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,1610612750,Anthony Peeler,Anthony Peeler,324,MIN,347.0,6.0,-18.0,12,13,5,5,1.0,25,,,,,,,,,2.0,1.0,,,18.0,,,1.0,,,,,,,,,,,,,,,5,,,,,,,0.3333333333333333,,,23.076923076923077,,,,,,,,,0.3333333333333333,0.38635,0.36195,,,,10.149999999999999,25.0,0.4166666666666667,1.0,1.0,1.0,,,,,,1.0,0.5,,2.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,1610612750,Kevin Garnett,Kevin Garnett,708,MIN,467.0,8.0,-18.0,17,17,9,3,1.0,34,1.0,1.0,,,1.0,,,2.0,6.0,,,4.0,25.0,1.0,2.0,,,2.0,2.0,,,,,1.0,2.0,,,,,2.0,9,0.3333333333333333,0.5,0.3333333333333333,0.5,0.3333333333333333,0.5,,,,33.333333333333336,0.16666666666666666,1.0,1.0,0.16666666666666666,,,,,0.16666666666666666,0.3574833333333334,0.35395,,,0.5,10.850000000000001,,0.5294117647058824,,,,,,,,,,,,4.0,,,1.0,,,0.6666666666666666,,,1.0,2.0,1.0,1.0,0.5,0.5,1.0,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1725,1610612750,Rasho Nesterovic,Rasho Nesterovic,1725,MIN,228.0,4.0,-6.0,9,9,7,3,1.0,18,,,,,,,,,,,,,13.0,,,,,,,,,,,1.0,1.0,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7777777777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,1610612750,Joe Smith,Joe Smith,693,MIN,411.0,7.0,-24.0,14,16,9,5,2.0,30,,,,,1.0,,,,1.0,,,,31.0,,1.0,,,,,,,1.0,1.0,,2.0,1.0,,,,,9,,,,,,,,,,12.5,,,,1.0,,,,,,0.4121,0.4121,,,,20.0,,0.6428571428571429,,1.0,1.0,,,,,,,0.5,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,1610612750,Gary Trent,Gary Trent,718,MIN,397.0,7.0,-26.0,13,14,6,7,1.0,27,,2.0,,,1.0,,,,3.0,,,,26.0,,1.0,,,,,,1.0,,1.0,,2.0,,,,,,6,,,,,,,,0.3333333333333333,,28.57142857142857,0.6666666666666666,,,0.3333333333333333,,,,,0.6666666666666666,0.46316666666666667,0.3511,,,,6.333333333333333,,0.46153846153846156,,1.0,2.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.1,0.08333333333333333,0.5,0.5,1.0,0.5516,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1497,1610612750,Chauncey Billups,Chauncey Billups,1497,MIN,8025.0,134.0,,265,265,119,85,42.0,530,6.0,11.0,5.0,7.0,15.0,11.0,7.0,17.0,36.0,14.0,14.0,66.0,299.0,12.0,21.0,8.0,6.0,39.0,28.0,11.0,2.0,3.0,9.0,1.0,14.0,1.0,20.0,2.0,7.0,39.0,119,0.4722222222222222,0.5714285714285714,0.52,0.5689655172413793,0.5526315789473685,0.59375,0.28,0.05555555555555555,,21.221864951768488,0.22,0.5454545454545454,0.6666666666666666,0.3,0.22,0.2413793103448276,0.7142857142857143,0.2413793103448276,0.5,0.5016839999999999,0.4876655172413794,0.12727272727272726,0.17073170731707318,0.5909090909090909,10.369444444444447,24.385714285714283,0.4490566037735849,4.0,14.0,15.0,6.0,4.0,,8.0,0.6666666666666666,0.1111111111111111,0.10606060606060606,0.25,10.0,3.0,1.0,3.0,2.0,0.09375,0.2,0.06,0.034482758620689655,4.0,6.0,1.0,,0.17647058823529413,0.1875,0.16666666666666666,0.4,0.4,15.0,17.0,5.0,36.0,10.0,7.0,0.10416666666666667,0.16216216216216217,1.0,3.0,1.0,,1.0,,0.18181818181818182,,0.01020408163265306,0.00847457627118644,0.045454545454545456,,0.2,0.4780375,False,1.0,7.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,6.0,2.0,2.0,2.0,10.0,3.0,12.0,6.0,2.0,4.0,2.0,2.0,4.0,6.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,0.6666666666666666,0.42857142857142855,1.0,0.375,0.42857142857142855,0.6666666666666666,1.0,1.0,0.07142857142857142,0.06451612903225806,0.4666666666666667,0.4666666666666667,0.2857142857142857,0.6666666666666666,0.6666666666666666,1.0,0.36363636363636365,0.36363636363636365,0.5,1.0,0.2,1.0,1.0,0.2,1.0,1.0,1.0,0.2857142857142857,0.36363636363636365,0.15151515151515152,,,,,,,,,,,,,,,,,,,,
