EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,OpponentPoints,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,PenaltyOffPossExcludingTakeFouls,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,FTDefRebounds,OffRebounds,SelfOReb,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,ShortMidRangeFGM,LongMidRangeFGM,Arc3FGA,FG3A,PenaltyFtPoints,NonHeaveArc3FGA,ShortMidRangeAssists,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceTurnovers,FG3APct,DefCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Avg3ptShotDistance,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,SecondChanceArc3FGA,PenaltyArc3FGA,SecondChanceFG3A,PenaltyFG3A,Fg2aBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyArc3Frequency,SecondChanceShotQualityAvg,Corner3Assists,LongMidRangePctBlocked,OffAtRimReboundPct,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,FG3M,PenaltyFG3M,PtsAssisted3s,Offensive Fouls,Defensive 3 Seconds Violations,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,OffLongMidRangeReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Arc3FGM,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,NonHeaveArc3FGM,Blocked3s,BlockedArc3,SecondChanceFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,HeaveAttempts,ShortMidRangePctBlocked,LongMidRangePctAssisted,on,Fg3aBlocked,Travels,FG3APctBlocked,Arc3PctBlocked,Technical Free Throw Trips,BlockedLongMidRange,PtsUnassisted3s,FTOffRebounds,OffFTReboundPct,DefensiveGoaltends,3SecondViolations
1542,1610612760,Predrag Drobnjak,Predrag Drobnjak,1542,SEA,143.0,2,1.0,4,5,4.0,5,1.0,9,1,1.0,1,1,1.0,1.0,4.0,0.5,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1738,1610612760,Ansu Sesay,Ansu Sesay,1738,SEA,3558.0,59,18.0,105,105,45.0,48,9.0,210,103,8.0,12,14,,,45.0,0.15384615384615385,0.15873015873015872,0.20833333333333334,0.42857142857142855,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,8.0,1.0,7.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,2.0,4.0,2.0,3.0,1.0,4.0,1.0,1.0,2.0,9.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,8.0,2.0,1.0,1.0,1.0,4.0,2.0,2.0,4.0,2.0,2.0,0.3333333333333333,0.5,0.375,1.0,0.3333333333333333,0.375,1.0,0.3333333333333333,0.4375,1.5,0.3333333333333333,8.620689655172415,1.0,0.25,0.029411764705882353,0.18181818181818182,0.25,0.05263157894736842,0.058823529411764705,0.25,0.1,0.1111111111111111,0.3333333333333333,0.2,0.5,0.5,0.75,0.75,0.3333333333333333,0.25,0.25,1.0,1.0,0.3333333333333333,1.0,0.5,0.48675,0.45533333333333337,0.125,0.125,0.42857142857142855,0.2857142857142857,6.9875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1742,1610612760,Shammond Williams,Shammond Williams,1742,SEA,1145.0,19,2.0,31,31,7.0,9,5.0,62,29,1.0,2,3,2.0,,7.0,0.08333333333333333,0.14285714285714285,,0.22580645161290322,1.0,2.0,,,1.0,1.0,2.0,1.0,3.0,5.0,2.0,8.0,,,,,2.0,3.0,5.0,,6.0,,2.0,,2.0,,1.0,,4.0,,1.0,1.0,,1.0,,1.0,,4.0,,,,,3.0,1.0,2.0,,,,,,5.0,,,0.6,,0.6666666666666666,0.5,,0.6666666666666666,0.5714285714285714,,0.8333333333333334,28.94736842105263,0.25,,0.08333333333333333,0.5,,0.07142857142857142,0.2,,0.3333333333333333,,,,,0.3333333333333333,0.5,0.5,,0.3333333333333333,0.16666666666666666,,,0.3333333333333333,1.0,0.5,0.5062166666666666,0.5342666666666666,0.2857142857142857,0.3333333333333333,,0.625,7.780000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,0.16666666666666666,0.5,0.5,0.5,1.0,1.0,0.16666666666666666,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
2071,1610612760,Olumide Oyedeji,Olumide Oyedeji,2071,SEA,455.0,8,8.0,11,13,7.0,9,4.0,24,8,1.0,1,3,,,7.0,0.16666666666666666,0.125,0.5,0.6363636363636364,2.0,2.0,1.0,1.0,2.0,2.0,,,2.0,2.0,1.0,5.0,1.0,1.0,,2.0,2.0,2.0,4.0,2.0,2.0,2.0,,,,,,,,1.0,1.0,,,2.0,,1.0,1.0,1.0,,,1.0,,5.0,,1.0,,,,,,4.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,37.5,1.0,,0.2,,1.0,0.3333333333333333,0.25,1.0,,,,,,1.0,1.0,1.0,0.5,,,1.0,1.0,1.0,1.0,1.0,0.7914,0.7914,0.3333333333333333,0.3333333333333333,0.4,0.8,0.3,,,,,,,,,,,,,1.0,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
988,1610612760,Randy Livingston,Randy Livingston,988,SEA,1803.0,30,14.0,55,57,31.0,30,4.0,112,46,2.0,2,2,1.0,1.0,31.0,0.07692307692307693,0.0625,0.08333333333333333,0.5636363636363636,3.0,4.0,1.0,1.0,,,2.0,,4.0,6.0,,8.0,1.0,2.0,,2.0,1.0,1.0,2.0,8.0,,,5.0,,5.0,,3.0,1.0,10.0,,,,,,,1.0,1.0,1.0,1.0,2.0,3.0,,,,,,,,,,2.0,1.0,1.0,0.6666666666666666,0.5,1.0,0.5714285714285714,0.3333333333333333,0.5,0.5714285714285714,0.3333333333333333,0.5,13.114754098360656,1.0,,,,,,,,,0.14285714285714285,,,,0.5714285714285714,0.75,1.0,1.0,0.2857142857142857,,0.3333333333333333,1.0,,,0.7142857142857143,0.5348285714285714,0.42599999999999993,,,0.25,0.25,3.9166666666666665,1.0,,1.0,1.0,,1.0,1.0,,,,,,,0.14285714285714285,,0.5,0.5,,,0.14285714285714285,24.1,,,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.25,1.0,1.0,0.3333333333333333,0.5,0.4940333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1740,1610612760,Rashard Lewis,Rashard Lewis,1740,SEA,233.0,4,-6.0,7,7,,1,,14,10,1.0,1,1,,,,0.5,0.5,1.0,,,,,,,,1.0,1.0,1.0,2.0,,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,0.5,,,0.5,,,28.57142857142857,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,0.3583,,,,,,11.3,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
2046,1610612760,Desmond Mason,Desmond Mason,2046,SEA,2681.0,45,5.0,83,81,35.0,40,5.0,164,84,4.0,5,6,,,35.0,0.1,0.10204081632653061,0.16666666666666666,0.42168674698795183,2.0,2.0,,,,,5.0,6.0,5.0,13.0,2.0,12.0,,,,,2.0,5.0,6.0,4.0,6.0,,1.0,2.0,3.0,,,1.0,8.0,,1.0,1.0,,1.0,,3.0,2.0,3.0,1.0,3.0,4.0,,4.0,,1.0,1.0,1.0,,1.0,1.0,6.0,0.4,0.4,0.38461538461538464,,0.4,0.38461538461538464,,0.4,0.4,,0.42857142857142855,20.224719101123597,1.0,,0.03571428571428571,0.1111111111111111,,0.03225806451612903,,,0.16666666666666666,,0.2,,1.0,0.15384615384615385,1.0,1.0,0.5,0.38461538461538464,0.46153846153846156,,,,,0.15384615384615385,0.4272769230769231,0.3562,0.07142857142857142,0.07142857142857142,,0.5,10.876923076923076,1.0,2.0,,,2.0,,,,,,,1.0,,,,0.2,0.2,0.3333333333333333,0.4,,,1.0,1.0,,,,,1.0,0.07692307692307693,,1.0,,,,,2.0,0.16666666666666666,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
452,1610612760,Vin Baker,Vin Baker,452,SEA,1550.0,26,16.0,45,44,19.0,13,3.0,89,40,2.0,3,4,1.0,,19.0,0.08,0.07142857142857142,0.07142857142857142,0.4222222222222222,2.0,4.0,,,1.0,2.0,1.0,2.0,4.0,7.0,4.0,15.0,,,,,1.0,2.0,7.0,6.0,2.0,,,,,,,,,,1.0,,1.0,1.0,1.0,,,1.0,1.0,,2.0,,4.0,,2.0,1.0,1.0,,1.0,1.0,7.0,0.75,0.75,0.5714285714285714,,0.5,0.6875,,0.8333333333333334,0.75,,0.875,22.916666666666668,,0.5,0.06666666666666667,,,0.06666666666666667,,,,0.16666666666666666,,0.5,1.0,0.5,0.5,0.6666666666666666,1.0,0.125,0.25,,,0.6666666666666666,0.5,0.625,0.53095,0.6051666666666666,0.2,0.2222222222222222,,0.4666666666666667,6.3,1.0,1.0,,1.0,2.0,,,1.0,,1.0,,,,0.125,,1.0,1.0,0.5,0.5,,22.5,,,,,,1.0,1.0,0.14285714285714285,0.25,1.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,0.125,1.0,1.0,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
699,1610612760,Brent Barry,Brent Barry,699,SEA,1465.0,24,7.0,42,42,21.0,15,3.0,84,46,3.0,5,5,,,21.0,0.13043478260869565,0.10714285714285714,0.2,0.5,,,,,,,,,,,,6.0,,,,3.0,,,6.0,,,,2.0,,2.0,,1.0,,4.0,,,,2.0,,,,,,,1.0,2.0,,,,,1.0,,1.0,2.0,1.0,6.0,,,,,,1.0,1.5,1.5,1.0,1.5,1.5,6.666666666666666,,0.5,,,,,,,,0.1111111111111111,,,0.5,,,,,,,,,,,1.0,0.5750500000000001,0.595125,,,0.5,1.0,,,,2.0,3.0,,2.0,1.0,,,,,,,1.0,,,,,,0.6666666666666666,25.366666666666664,,1.0,1.0,1.0,1.0,2.0,,,,,,1.0,0.5,0.6189,,,,1.0,1.0,1.0,1.0,2.0,2.0,6.0,,,1.0,0.6666666666666666,1.0,0.6666666666666666,,0.3333333333333333,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,0.5,,,,True,,,,,,,,,,,
1744,1610612760,Jerome James,Jerome James,1744,SEA,1073.0,18,,34,32,15.0,20,4.0,66,34,,3,3,,,15.0,,0.14285714285714285,,0.4411764705882353,,,,,,,4.0,,1.0,4.0,,2.0,,,,,,3.0,,2.0,,,,,,,,,,,,2.0,1.0,,,,,,,3.0,5.0,,2.0,,1.0,3.0,2.0,1.0,3.0,1.0,,1.0,1.0,0.25,,,0.25,,,0.2,,,12.5,,0.2,,1.0,,,,,,,1.0,,0.3333333333333333,,,,,1.0,,,,,,,0.357325,0.33579999999999993,0.2,0.2,,,9.1,1.0,,,,,,,,,,,,,,1.0,0.25,0.25,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
