EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PenaltyFG2A,PtsAssisted2s,Fg2aBlocked,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,OffTwoPtRebounds,OffRebounds,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,AtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FtPoints,SecondChanceFG2A,PtsUnassisted2s,ThreePtAssists,Arc3Assists,AtRimAssists,OffThreePtRebounds,FTDefRebounds,SelfOReb,Steals,BadPassSteals,BadPassTurnovers,SecondChanceTurnovers,Loose Ball Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,DefFTReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,DeadBallTurnovers,Travels,Offensive Fouls,BlockedAtRim,SecondChanceAtRimFGM,PenaltyAtRimFGA,Arc3FGA,FG3A,SecondChanceFG2M,SecondChancePoints,NonHeaveArc3FGA,ShortMidRangeAssists,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,PenaltyTurnovers,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,Arc3Frequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,SecondChancePointsPct,Avg3ptShotDistance,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG2M,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGM,Fg3aBlocked,Technical Free Throw Trips,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG3APctBlocked,Arc3PctBlocked,DefCorner3ReboundPct,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyPointsPct,PenaltyAtRimFGM,SecondChanceFtPoints,PtsPutbacks,3SecondViolations,ShortMidRangePctBlocked,PenaltyAtRimAccuracy,PtsUnassisted3s,on,Corner3FGM,PenaltyCorner3FGA,Blocked3s,BlockedArc3,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,OffCorner3ReboundPct,Corner3Assists,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,PenaltyCorner3FGM,FTOffRebounds,OffFTReboundPct,PenaltyCorner3Accuracy
1500,1610612754,Ron Mercer,Ron Mercer,1500,IND,5640.0,94.0,3.0,177,182,67.0,65,6.0,359,4.0,13.0,27.0,17.0,32.0,37.0,183.0,8.0,22.0,1.0,2.0,3.0,2.0,7.0,2.0,4.0,6.0,6.0,1.0,,2.0,6.0,8.0,67.0,0.6470588235294118,0.6470588235294118,0.53125,0.53125,0.5441176470588235,0.03125,0.25,19.45945945945946,0.5,0.05714285714285714,0.16666666666666666,0.07317073170731707,0.10526315789473684,0.06896551724137931,0.25,0.125,0.84375,0.48148148148148145,0.48148148148148145,0.6923076923076923,0.125,0.42266562500000004,0.375375,16.034374999999997,0.3785310734463277,,,,,,3.0,1.0,1.0,1.0,3.0,1.0,12.0,1.0,1.0,,,,,1.0,1.0,1.0,,,4.0,,1.0,1.0,,1.0,,1.0,,,,,,,,,0.75,1.0,0.3333333333333333,0.03125,1.0,1.0,1.0,1.0,0.5895,0.030303030303030304,0.030303030303030304,1.0,,1.0,1.0,1.0,,,,1.0,2.0,,,,,,,1.0,1.0,1.0,,,1.0,,,0.05405405405405406,,,,,,,,,,,,3.0,,,2.0,8.0,,,,,1.0,8.0,,,,,,0.375,0.375,0.4444444444444444,,,,,,,,,,,,,,,0.21621621621621623,,,,,,,,False,,,,,,,,,,,,,,,,
1506,1610612754,Austin Croshere,Austin Croshere,1506,IND,3394.0,57.0,27.0,107,106,33.0,32,10.0,213,5.0,4.0,6.0,6.0,13.0,24.0,81.0,4.0,6.0,1.0,1.0,2.0,1.0,5.0,1.0,7.0,10.0,13.0,4.0,3.0,6.0,2.0,7.0,33.0,0.5,0.6,0.46153846153846156,0.47368421052631576,0.5217391304347826,0.07692307692307693,0.2,24.576271186440678,0.6666666666666666,0.175,0.125,0.16666666666666666,0.375,0.17647058823529413,,0.2631578947368421,0.3157894736842105,0.6666666666666666,0.6666666666666666,0.75,0.5789473684210527,0.4691157894736842,0.4946285714285715,10.961538461538462,0.308411214953271,3.0,3.0,0.07692307692307693,0.06382978723404255,0.06666666666666667,2.0,2.0,,2.0,6.0,3.0,6.0,1.0,1.0,,,2.0,,1.0,1.0,1.0,2.0,,8.0,,4.0,,,1.0,1.0,,0.3333333333333333,,0.08333333333333333,0.08333333333333333,,0.06666666666666667,,1.0,0.4,0.5,,0.10526315789473684,,,,0.6666666666666666,0.535,0.17391304347826086,0.23529411764705882,2.0,,1.0,,1.0,3.0,3.0,6.0,2.0,5.0,3.0,,,,,,0.6666666666666666,0.6666666666666666,0.625,0.3157894736842105,0.15789473684210525,0.5,,0.42857142857142855,0.20833333333333334,24.25,3.0,,1.0,,,,1.0,2.0,,,3.0,,3.0,2.0,8.0,6.0,1.0,1.0,,,8.0,1.0,0.3333333333333333,,,0.3333333333333333,0.75,0.42857142857142855,0.5,0.16666666666666666,0.3333333333333333,0.5,0.15789473684210525,0.3333333333333333,0.5,1.0,,,,,0.14285714285714285,,0.3333333333333333,0.3333333333333333,2.0,1.0,2.0,,,0.6666666666666666,,False,1.0,2.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.2857142857142857,,,,,,,,
1563,1610612754,Kevin Ollie,Kevin Ollie,1563,IND,7062.0,118.0,-4.0,220,218,64.0,64,19.0,438,11.0,6.0,10.0,10.0,24.0,29.0,210.0,5.0,18.0,4.0,19.0,23.0,13.0,50.0,2.0,10.0,12.0,12.0,3.0,,5.0,4.0,6.0,64.0,0.9,0.9,0.4166666666666667,0.4423076923076923,0.5,0.16666666666666666,0.36363636363636365,14.225941422594142,0.6,0.12048192771084337,0.14285714285714285,0.12371134020618557,0.09523809523809523,0.16216216216216217,0.18181818181818182,0.4230769230769231,0.38461538461538464,0.6,0.6,1.0,0.5,0.46951153846153854,0.5229583333333333,9.783333333333335,0.2909090909090909,,,,,,3.0,,1.0,3.0,6.0,1.0,2.0,4.0,4.0,5.0,,,,3.0,2.0,3.0,,,6.0,,3.0,,,,,2.0,,,,,,0.08,,,0.2727272727272727,0.42857142857142855,0.6666666666666666,0.11538461538461539,0.3333333333333333,0.3333333333333333,1.0,,0.3586,0.10344827586206896,0.1111111111111111,2.0,,,,,3.0,2.0,2.0,,,2.0,1.0,1.0,,1.0,1.0,,,,0.07692307692307693,0.07692307692307693,,,0.5,,26.1,,,1.0,,,1.0,1.0,1.0,,,2.0,1.0,1.0,,7.0,3.0,1.0,,,,7.0,1.0,0.5,,1.0,0.5,0.4,0.5833333333333334,0.5833333333333334,,,,,0.5,0.5,1.0,,,,,0.16666666666666666,1.0,0.5,0.2413793103448276,1.0,,,,,0.3333333333333333,,False,,,,,,,,,,,,,,,,
1802,1610612754,Brad Miller,Brad Miller,1802,IND,6076.0,101.0,-2.0,185,188,52.0,75,18.0,373,4.0,5.0,9.0,11.0,21.0,36.0,186.0,2.0,12.0,4.0,2.0,3.0,,7.0,4.0,14.0,18.0,26.0,1.0,1.0,4.0,5.0,10.0,52.0,0.5454545454545454,0.6,0.5238095238095238,0.5238095238095238,0.6206896551724138,0.19047619047619047,0.5,16.176470588235293,0.25,0.1728395061728395,0.2857142857142857,0.18947368421052632,0.16666666666666666,0.16666666666666666,0.2727272727272727,0.19047619047619047,0.42857142857142855,0.5555555555555556,0.5555555555555556,0.8,0.19047619047619047,0.4120380952380952,0.42624999999999996,10.828571428571431,0.2810810810810811,5.0,8.0,0.08196721311475409,0.10666666666666667,0.10344827586206896,2.0,1.0,4.0,8.0,14.0,1.0,10.0,1.0,1.0,1.0,3.0,,,3.0,2.0,,,,17.0,1.0,6.0,1.0,,1.0,1.0,,,0.21428571428571427,0.0625,0.0625,0.18181818181818182,0.18518518518518517,,1.0,0.5,1.0,0.5,0.38095238095238093,0.5,0.6666666666666666,0.25,1.0,0.5472,0.23076923076923078,0.23076923076923078,3.0,1.0,1.0,1.0,1.0,1.0,,,1.0,3.0,,1.0,1.0,,,1.0,1.0,1.0,0.75,,,1.0,,0.5,0.08333333333333333,,,,,,,,,,,,,,,8.0,8.0,,,,,3.0,8.0,,,,,,,,0.5714285714285714,,,0.3333333333333333,,,,,,,,,,,,0.2222222222222222,,1.0,2.0,1.0,0.25,,,False,,,,,,,,,0.3333333333333333,,,,,,,
1886,1610612754,Jonathan Bender,Jonathan Bender,1886,IND,1980.0,33.0,-1.0,72,70,26.0,31,4.0,142,,2.0,2.0,2.0,3.0,4.0,61.0,1.0,,,2.0,2.0,,4.0,,3.0,3.0,3.0,2.0,2.0,3.0,1.0,4.0,26.0,,,0.6666666666666666,0.5,0.5,,,9.09090909090909,0.6666666666666666,0.11538461538461539,,0.09090909090909091,,0.3333333333333333,,,0.5,1.0,1.0,,0.25,0.42464999999999997,0.4075,12.766666666666666,0.3611111111111111,,,,,,,,,1.0,,,4.0,,,2.0,,,,2.0,1.0,,,,,,,2.0,,2.0,2.0,2.0,,,,,,,,1.0,,,,0.25,,,,,,,,1.0,,1.0,2.0,,,1.0,1.0,,,1.0,,1.0,,,,,,,0.25,0.25,,,,,24.3,,,,,,,,,,,1.0,,,,2.0,,,,,,2.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,0.5,,,,,,,,False,,,,,,,,,,,,,,,,
1897,1610612754,Metta World Peace,Metta World Peace,1897,IND,5624.0,94.0,6.0,171,174,55.0,46,14.0,345,12.0,3.0,13.0,11.0,27.0,33.0,175.0,7.0,10.0,3.0,11.0,12.0,6.0,25.0,,6.0,9.0,12.0,2.0,2.0,6.0,4.0,14.0,55.0,0.45454545454545453,0.5,0.4074074074074074,0.42424242424242425,0.4583333333333333,0.1111111111111111,0.16666666666666666,22.58064516129032,0.3333333333333333,0.08571428571428572,,0.07317073170731707,,0.06060606060606061,,0.36363636363636365,0.3939393939393939,0.23076923076923078,0.23076923076923078,0.6666666666666666,0.5454545454545454,0.46990757575757575,0.4478428571428571,10.151851851851852,0.3216374269005848,3.0,3.0,0.05555555555555555,0.046153846153846156,0.04,8.0,2.0,,2.0,5.0,4.0,12.0,1.0,1.0,3.0,,3.0,,7.0,5.0,,,2.0,7.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,0.6,,0.0625,0.07692307692307693,,0.2222222222222222,,0.6666666666666666,0.6666666666666666,0.8,0.375,0.06060606060606061,,,,0.4,0.5159750000000001,0.058823529411764705,0.07142857142857142,4.0,1.0,2.0,1.0,1.0,4.0,3.0,6.0,2.0,4.0,3.0,2.0,2.0,1.0,,3.0,0.5,0.4,0.4,0.18181818181818182,0.09090909090909091,0.5,,0.5714285714285714,0.12121212121212122,24.433333333333337,3.0,1.0,1.0,,,,,2.0,,1.0,4.0,,,3.0,11.0,,1.0,,,2.0,11.0,,0.3333333333333333,,,0.3333333333333333,0.5714285714285714,0.5714285714285714,0.6111111111111112,,,,0.09090909090909091,0.3333333333333333,0.3333333333333333,,0.2,,,,,,0.3333333333333333,0.3333333333333333,4.0,,2.0,,0.5,1.0,6.0,False,1.0,,,,0.3333333333333333,0.3333333333333333,,,,,,,,,,
397,1610612754,Reggie Miller,Reggie Miller,397,IND,7722.0,129.0,6.0,244,246,75.0,90,20.0,490,10.0,7.0,12.0,18.0,26.0,70.0,234.0,8.0,26.0,,10.0,11.0,3.0,23.0,3.0,8.0,11.0,11.0,5.0,2.0,11.0,1.0,6.0,75.0,0.7222222222222222,0.7222222222222222,0.6923076923076923,0.6627906976744186,0.6938775510204082,,,22.641509433962266,0.45454545454545453,0.0784313725490196,0.15789473684210525,0.09090909090909091,,0.13636363636363635,0.15384615384615385,0.23255813953488372,0.27906976744186046,0.5833333333333334,0.5833333333333334,0.7142857142857143,0.627906976744186,0.4685690476190476,0.41139166666666666,10.319230769230769,0.3073770491803279,,,,,,9.0,1.0,2.0,4.0,13.0,1.0,10.0,1.0,,4.0,,,,6.0,3.0,3.0,1.0,,15.0,,2.0,1.0,,1.0,1.0,1.0,,,,,,0.06060606060606061,,1.0,0.9,0.9,0.7777777777777778,0.09302325581395349,0.5,0.5,0.5,1.0,0.781,0.06521739130434782,0.07142857142857142,6.0,,1.0,1.0,1.0,4.0,16.0,17.0,1.0,2.0,16.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,0.3953488372093023,0.37209302325581395,1.0,1.0,0.3076923076923077,0.02857142857142857,26.123529411764707,1.0,,7.0,,,1.0,4.0,7.0,,,6.0,1.0,5.0,8.0,23.0,15.0,7.0,1.0,2.0,3.0,23.0,0.7142857142857143,0.4117647058823529,,0.2,0.4117647058823529,0.75,0.5769230769230769,0.6764705882352942,0.058823529411764705,0.0625,0.16666666666666666,0.023255813953488372,0.4375,0.4666666666666667,0.7142857142857143,,,,,0.3076923076923077,0.25,0.4375,0.32857142857142857,3.0,,,,,0.75,6.0,False,,1.0,,,,,,0.07692307692307693,,1.0,1.0,0.05555555555555555,,,,
979,1610612754,Jermaine O'Neal,Jermaine O'Neal,979,IND,6777.0,113.0,10.0,208,212,63.0,59,17.0,420,11.0,2.0,6.0,19.0,39.0,49.0,202.0,15.0,20.0,4.0,5.0,5.0,4.0,10.0,3.0,9.0,15.0,17.0,4.0,2.0,11.0,5.0,18.0,63.0,0.5263157894736842,0.5263157894736842,0.48717948717948717,0.48717948717948717,0.532608695652174,0.10256410256410256,0.2727272727272727,25.2212389380531,0.36363636363636365,0.10465116279069768,0.1875,0.11764705882352941,0.16666666666666666,0.07894736842105263,0.18181818181818182,0.28205128205128205,0.15384615384615385,0.3333333333333333,0.3333333333333333,1.0,0.28205128205128205,0.4099641025641026,0.42568666666666666,8.600000000000001,0.30288461538461536,2.0,2.0,0.029850746268656716,0.024691358024691357,0.03125,7.0,,10.0,22.0,11.0,3.0,18.0,,,1.0,,3.0,,2.0,2.0,2.0,,,14.0,,2.0,5.0,1.0,5.0,1.0,1.0,0.2727272727272727,,0.0625,,,0.08333333333333333,,0.2,0.6363636363636364,0.875,0.5714285714285714,0.5641025641025641,0.45454545454545453,0.47619047619047616,0.4,,0.40853333333333336,0.04878048780487805,0.04878048780487805,7.0,,7.0,4.0,,6.0,,,,1.0,,,,,,5.0,,,0.125,,,,,0.4,0.02040816326530612,,,,,,,,,,,,10.0,,,7.0,27.0,,,,,5.0,27.0,,,,,,0.6666666666666666,0.6666666666666666,0.675,,,0.2,,,,,,,,,,,,0.5510204081632653,5.0,1.0,,,0.045454545454545456,0.8333333333333334,,False,,,,,,,,,,,,,,,,
1902,1610612754,Jeff Foster,Jeff Foster,1902,IND,3579.0,60.0,-7.0,111,119,37.0,58,5.0,230,4.0,,1.0,3.0,6.0,16.0,116.0,3.0,4.0,1.0,7.0,7.0,2.0,14.0,1.0,16.0,18.0,20.0,5.0,2.0,8.0,3.0,11.0,37.0,0.6666666666666666,0.6666666666666666,0.5,0.6,0.5714285714285714,0.16666666666666666,0.25,18.803418803418804,0.625,0.3076923076923077,0.125,0.2833333333333333,0.2222222222222222,0.2857142857142857,,0.4,0.1,,,,0.8,0.4804666666666667,0.4661375,4.916666666666667,0.3333333333333333,1.0,2.0,0.03125,0.02702702702702703,,3.0,2.0,,1.0,4.0,3.0,2.0,,,4.0,,1.0,,2.0,,3.0,,4.0,8.0,,4.0,1.0,1.0,1.0,1.0,1.0,0.25,,0.125,,,0.46153846153846156,,1.0,0.75,1.0,0.6666666666666666,0.1,,,,0.6666666666666666,0.41825,0.2857142857142857,0.4,3.0,,2.0,,1.0,1.0,3.0,4.0,1.0,2.0,3.0,1.0,2.0,,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4,0.3,0.5,1.0,0.2,0.125,28.225,1.0,,1.0,,,,1.0,2.0,,,1.0,1.0,2.0,2.0,7.0,3.0,1.0,,,,7.0,0.5,0.5,,0.5,0.5,0.3333333333333333,0.5,0.5833333333333334,,,0.5,0.1,0.3333333333333333,0.3333333333333333,1.0,,,,,0.2,,0.3333333333333333,0.4375,1.0,,,,,1.0,3.0,False,1.0,1.0,,,1.0,1.0,,0.2,,,,,1.0,1.0,0.2,1.0
2249,1610612754,Jamison Brewer,Jamison Brewer,2249,IND,339.0,6.0,2.0,14,14,7.0,14,2.0,28,1.0,,1.0,,2.0,1.0,11.0,1.0,,,1.0,1.0,,2.0,1.0,1.0,2.0,4.0,1.0,,1.0,,3.0,7.0,,,,,0.16666666666666666,,,23.52941176470588,1.0,0.25,0.3333333333333333,0.2857142857142857,0.5,,0.3333333333333333,0.5,0.5,,,,0.5,0.46985,0.5784,7.9,0.5,1.0,2.0,0.2,0.3333333333333333,,,1.0,,,1.0,1.0,,,,1.0,1.0,,,,,1.0,,,2.0,,,,,,,2.0,,1.0,,1.0,1.0,,,,,,,,,,,1.0,0.5784,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,0.25,,,,,,,,,,,,,,,1.0,,,,,,,,False,,,,,,,,,,,,,,,,
1743,1610612754,Bruno Sundov,Bruno Sundov,1743,IND,127.0,2.0,,6,6,6.0,6,,12,1.0,,,1.0,1.0,2.0,6.0,1.0,2.0,,,,,,,,,,,,,,,6.0,1.0,1.0,1.0,1.0,1.0,,,16.666666666666668,,,,,,,,1.0,,,,,1.0,0.6091,0.6091,1.7,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,2.0,,,,,,2.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,False,,,,,,,,,,,,,,,,
