EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3A,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,SecondChanceFtPoints,SecondChancePoints,PtsUnassisted2s,Fg2aBlocked,OffTwoPtRebounds,OffRebounds,LostBallSteals,DeadBallTurnovers,LostBallTurnovers,Travels,SecondChanceTurnovers,ShootingFouls,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,SecondChancePointsPct,SecondChanceAtRimFGM,SecondChanceFG2M,PtsPutbacks,2pt And 1 Free Throw Trips,SecondChanceFg2Pct,SecondChanceEfgPct,OffAtRimReboundPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFGM,ShortMidRangeFGM,PenaltyFG2M,FTDefRebounds,SelfOReb,Defensive 3 Seconds Violations,PenaltyFg2Pct,DefFTReboundPct,DefArc3ReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,PenaltyAtRimAccuracy,PenaltyArc3FGM,HeaveAttempts,ShortMidRangeAssists,OffThreePtRebounds,BadPassOutOfBoundsTurnovers,LongMidRangePctBlocked,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,Corner3PctAssisted,PenaltyArc3Accuracy,Loose Ball Fouls,Offensive Fouls,3SecondViolations,ShortMidRangePctAssisted,FTOffRebounds,OffFTReboundPct,OffCorner3ReboundPct,Technical Free Throw Trips,on,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Clear Path Fouls,LostBallOutOfBoundsTurnovers,OffensiveGoaltends
1601,1610612762,Rusty LaRue,Rusty LaRue,1601,UTA,1933.0,32,-6,64,66,29.0,34,10.0,130,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,7.0,2.0,4.0,2.0,10.0,74,1.0,1.0,2.0,1.0,3.0,1.0,4.0,2.0,3.0,3.0,3.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,10.0,1.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,4.0,29.0,3.0,1.0,1.0,0.5,0.5,0.3333333333333333,0.5,0.14285714285714285,0.36363636363636365,0.3,0.38461538461538464,0.3333333333333333,0.36363636363636365,17.5,1.0,0.125,0.14285714285714285,0.12903225806451613,0.125,0.5,0.07142857142857142,0.3333333333333333,0.09090909090909091,0.5454545454545454,0.16666666666666666,0.16666666666666666,1.0,0.09090909090909091,1.0,1.0,0.2727272727272727,0.3333333333333333,0.3333333333333333,1.0,0.5,0.2,1.0,0.4,0.36363636363636365,0.3333333333333333,0.4285545454545454,0.3976,0.40459999999999996,0.08333333333333333,0.125,0.4,17.914285714285715,24.025,0.453125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1905,1610612762,Andrei Kirilenko,Andrei Kirilenko,1905,UTA,5334.0,89,-6,157,159,40.0,39,22.0,316,4.0,1.0,5.0,,,,,,3.0,,,5.0,17.0,,3.0,9.0,19.0,170,1.0,,2.0,,,1.0,1.0,6.0,,,3.0,,2.0,1.0,3.0,1.0,,1.0,1.0,7.0,1.0,6.0,7.0,9.0,5.0,1.0,2.0,,3.0,1.0,9.0,10.0,4.0,1.0,1.0,40.0,3.0,0.6,0.6,,,,,0.29411764705882354,0.25,,0.38,0.16666666666666666,0.15,15.217391304347826,0.6666666666666666,0.11320754716981132,0.05263157894736842,0.09722222222222222,,,0.2727272727272727,0.14285714285714285,0.2,0.25,0.2,0.2,1.0,,,,0.15,,,,,,,,0.55,,0.4906675,0.5996,0.38615,0.16666666666666666,0.19047619047619047,0.05263157894736842,7.188235294117646,24.366666666666664,0.25477707006369427,4.0,8.0,1.0,1.0,3.0,3.0,4.0,2.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,3.0,7.0,5.0,2.0,7.0,2.0,0.5,0.11764705882352941,0.125,0.25,0.028985507246376812,0.025,0.05714285714285714,0.2857142857142857,0.4,0.5,0.5714285714285714,0.5,1.0,0.5,0.15789473684210525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1909,1610612762,Scott Padgett,Scott Padgett,1909,UTA,836.0,14,3,29,28,17.0,16,12.0,57,,,2.0,,1.0,,1.0,,1.0,,1.0,3.0,6.0,,2.0,1.0,7.0,24,4.0,,3.0,,2.0,,,4.0,,,1.0,,,1.0,1.0,1.0,,,,3.0,1.0,1.0,2.0,5.0,1.0,,,,,,2.0,1.0,1.0,,,17.0,,0.6666666666666666,1.0,,,,,0.5,0.375,,0.4375,,0.25,17.391304347826086,,0.14285714285714285,1.0,0.25,,0.5,,1.0,,0.25,,,,0.125,,,0.125,,,,,0.2,,0.2,0.75,,0.49941874999999997,0.5055,0.41064999999999996,0.125,0.16666666666666666,,5.533333333333334,24.05,0.5862068965517241,3.0,4.0,3.0,1.0,,4.0,2.0,,3.0,3.0,1.0,,,,,1.0,1.0,1.0,,1.0,,0.5,,,,0.15,0.1111111111111111,0.3333333333333333,,0.5,0.75,0.75,0.6666666666666666,0.75,0.2,0.5714285714285714,2.0,2.0,2.0,1.0,0.5,0.5,0.09090909090909091,0.6666666666666666,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
252,1610612762,Karl Malone,Karl Malone,252,UTA,6861.0,114,-35,208,208,66.0,71,33.0,416,4.0,10.0,35.0,,,,,,,,,17.0,51.0,,,8.0,42.0,237,3.0,,16.0,,,2.0,16.0,28.0,,,,,9.0,3.0,12.0,3.0,,4.0,5.0,27.0,2.0,10.0,14.0,16.0,3.0,2.0,6.0,4.0,6.0,2.0,5.0,15.0,7.0,1.0,16.0,66.0,1.0,0.8235294117647058,0.8235294117647058,,,,,0.3333333333333333,0.3333333333333333,0.4375,0.3620689655172414,0.4444444444444444,,25.910931174089068,1.0,0.14705882352941177,0.09523809523809523,0.1348314606741573,,0.3333333333333333,0.14285714285714285,0.16666666666666666,0.0784313725490196,0.6862745098039216,0.2857142857142857,0.2857142857142857,0.9,,,,,,,,,,,,0.23529411764705882,,0.4438294117647059,0.45599999999999996,0.48046249999999996,0.12280701754385964,0.12280701754385964,0.38095238095238093,13.445098039215685,,0.3173076923076923,6.0,12.0,1.0,6.0,4.0,6.0,6.0,1.0,2.0,2.0,1.0,,2.0,,1.0,2.0,3.0,2.0,1.0,3.0,,0.5,0.0196078431372549,0.08333333333333333,,0.020618556701030927,0.017241379310344827,,,0.23529411764705882,0.5,0.5454545454545454,0.8333333333333334,0.3333333333333333,0.375,0.14285714285714285,,1.0,,1.0,0.3333333333333333,0.3333333333333333,0.08,,,3.0,1.0,7.0,2.0,1.0,2.0,0.4375,0.6666666666666666,0.06666666666666667,0.030303030303030304,0.25,0.25,0.5,,,,,,,,,,,,,,,,,,,,True,,,,,,
935,1610612762,Bryon Russell,Bryon Russell,935,UTA,7184.0,120,-28,219,219,70.0,77,38.0,438,3.0,1.0,10.0,2.0,5.0,2.0,3.0,4.0,10.0,,5.0,3.0,21.0,6.0,15.0,4.0,28.0,242,2.0,,5.0,4.0,8.0,2.0,16.0,4.0,18.0,,9.0,4.0,6.0,1.0,7.0,,1.0,,4.0,15.0,3.0,8.0,11.0,17.0,4.0,3.0,5.0,3.0,9.0,1.0,15.0,4.0,2.0,,16.0,70.0,5.0,0.6666666666666666,1.0,1.0,0.4,0.5,0.42857142857142855,0.14285714285714285,0.3333333333333333,0.5384615384615384,0.3684210526315789,0.5714285714285714,0.4166666666666667,17.60299625468165,0.5555555555555556,0.11267605633802817,0.13043478260869565,0.11702127659574468,0.09090909090909091,0.05263157894736842,0.16666666666666666,,0.08333333333333333,0.2777777777777778,0.1,0.1111111111111111,1.0,0.1388888888888889,0.4,0.4,0.2777777777777778,0.4,0.4,1.0,,0.23076923076923078,0.6666666666666666,0.38461538461538464,0.6388888888888888,0.4444444444444444,0.49745285714285714,0.49595,0.5194166666666666,0.05263157894736842,0.08695652173913043,0.5714285714285714,10.833333333333334,25.673333333333336,0.319634703196347,2.0,8.0,1.0,4.0,,2.0,2.0,1.0,5.0,6.0,1.0,4.0,2.0,,1.0,4.0,,,,,,0.5,0.047619047619047616,,,0.046296296296296294,0.046875,0.018518518518518517,,0.2222222222222222,0.25,0.25,0.5,0.5,0.3076923076923077,0.07142857142857142,1.0,1.0,2.0,,0.5,0.5,0.06451612903225806,1.0,,1.0,,1.0,,1.0,,0.2,,0.2,0.04,,,0.25,2.0,1.0,2.0,1.0,3.0,0.1,0.05,0.08695652173913043,0.06666666666666667,1.0,0.4,,,,,,,,,True,,,,,,
2260,1610612762,Jarron Collins,Jarron Collins,2260,UTA,2835.0,47,-22,79,79,,6,9.0,158,5.0,4.0,7.0,,,,,,,,,10.0,18.0,,,2.0,22.0,92,5.0,,,,,,,16.0,,,,,,,,,,,,,1.0,2.0,3.0,7.0,,,1.0,1.0,4.0,,11.0,2.0,1.0,,,,1.0,0.8,0.8888888888888888,,,,,0.5555555555555556,0.5555555555555556,,0.5789473684210527,,,25.274725274725274,0.25,0.08333333333333333,0.09090909090909091,0.08571428571428572,0.1111111111111111,,0.1111111111111111,,0.2777777777777778,0.3888888888888889,0.5714285714285714,0.6666666666666666,1.0,,,,,,,,,,,,0.3333333333333333,,0.43199444444444446,0.43748000000000004,,0.05263157894736842,0.05263157894736842,,8.88888888888889,,,5.0,6.0,2.0,,,4.0,4.0,4.0,4.0,4.0,,3.0,,,,3.0,,,,,,0.4,0.2222222222222222,0.16666666666666666,0.4,0.1,0.08888888888888889,0.045454545454545456,,0.3333333333333333,0.8333333333333334,1.0,0.6,0.4,,0.18181818181818182,2.0,2.0,2.0,,0.4,0.4,0.16666666666666666,1.0,,,1.0,,,1.0,,,,0.125,0.25,0.2,0.3333333333333333,,,,,,,0.14285714285714285,,0.16666666666666666,,,,2.0,1.0,1.0,1.0,,,,,True,,,,,,
731,1610612762,Greg Ostertag,Greg Ostertag,731,UTA,2126.0,35,-16,68,69,27.0,33,16.0,137,4.0,,,,,,,,,,,9.0,16.0,,,1.0,19.0,79,9.0,,7.0,,,1.0,13.0,10.0,,,,,1.0,,1.0,,,1.0,,2.0,,5.0,5.0,19.0,1.0,,3.0,2.0,3.0,1.0,6.0,2.0,1.0,,13.0,27.0,1.0,0.5555555555555556,1.0,,,,,0.5625,0.5625,0.8571428571428571,0.5588235294117647,0.8125,,22.22222222222222,1.0,0.19230769230769232,,0.14705882352941177,0.2857142857142857,,0.23076923076923078,,0.25,,,,,,,,,,,,,,,,0.75,,0.53208125,0.578225,0.5766,0.058823529411764705,0.058823529411764705,0.6842105263157895,2.1375,,0.39705882352941174,7.0,12.0,9.0,7.0,1.0,9.0,8.0,1.0,13.0,14.0,1.0,,1.0,,,3.0,4.0,3.0,1.0,4.0,3.0,0.45,0.0625,0.08333333333333333,,0.3170731707317073,0.30434782608695654,0.23809523809523808,0.75,0.75,0.5833333333333334,0.6363636363636364,0.42857142857142855,1.0,1.0,0.47368421052631576,4.0,4.0,8.0,,0.4444444444444444,0.4444444444444444,0.4,0.4444444444444444,,6.0,2.0,6.0,,1.0,1.0,0.8571428571428571,,,0.16666666666666666,0.5,0.5,0.8571428571428571,,,,1.0,,,0.2,0.4,0.5,,,1.0,,,1.0,,,,,True,,,,,,
923,1610612762,Donyell Marshall,Donyell Marshall,923,UTA,3519.0,59,-3,115,112,59.0,64,22.0,227,7.0,2.0,6.0,1.0,2.0,1.0,1.0,1.0,2.0,,2.0,11.0,24.0,2.0,4.0,5.0,33.0,119,7.0,,13.0,2.0,3.0,3.0,21.0,16.0,6.0,,2.0,1.0,5.0,,5.0,,,3.0,1.0,10.0,,3.0,3.0,10.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,8.0,5.0,,21.0,59.0,2.0,0.7272727272727273,0.8,1.0,0.5,0.6666666666666666,0.5,0.4583333333333333,0.5,0.5625,0.532258064516129,0.5833333333333334,0.14285714285714285,22.535211267605636,1.0,0.08571428571428572,,0.06818181818181818,0.1111111111111111,0.1,0.0625,,0.25,0.21428571428571427,0.3333333333333333,0.3333333333333333,1.0,0.07142857142857142,0.5,0.5,0.07142857142857142,0.5,0.5,1.0,,0.0625,1.0,0.125,0.5357142857142857,0.5,0.4855142857142858,0.46471999999999997,0.535665625,0.16129032258064516,0.18518518518518517,0.6363636363636364,6.529166666666668,24.200000000000003,0.5130434782608696,6.0,11.0,5.0,10.0,4.0,8.0,6.0,3.0,3.0,7.0,1.0,,,,1.0,1.0,3.0,2.0,1.0,3.0,1.0,0.4444444444444444,0.125,0.18181818181818182,0.14285714285714285,0.05357142857142857,0.08695652173913043,,0.3333333333333333,0.39285714285714285,0.5454545454545454,0.6666666666666666,0.6666666666666666,0.7142857142857143,0.625,0.24242424242424243,2.0,2.0,2.0,2.0,0.2857142857142857,0.2857142857142857,0.15789473684210525,0.4,,5.0,3.0,6.0,,,,0.46153846153846156,,,,0.42857142857142855,0.5,0.5,1.0,,1.0,3.0,,,0.23076923076923078,,0.2222222222222222,1.0,0.5,,,,0.6666666666666666,1.0,0.2,0.25,,True,,,,,,
1900,1610612762,Quincy Lewis,Quincy Lewis,1900,UTA,41.0,1,-5,1,2,1.0,2,,3,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
304,1610612762,John Stockton,John Stockton,304,UTA,5251.0,88,-22,155,153,41.0,43,28.0,308,5.0,7.0,10.0,,,,,2.0,6.0,1.0,4.0,11.0,19.0,2.0,6.0,6.0,34.0,168,2.0,1.0,4.0,1.0,4.0,2.0,11.0,6.0,3.0,3.0,6.0,2.0,21.0,2.0,23.0,1.0,1.0,10.0,9.0,48.0,2.0,6.0,8.0,8.0,8.0,5.0,,,2.0,,10.0,6.0,2.0,,11.0,41.0,2.0,0.2727272727272727,0.2727272727272727,0.5,0.3333333333333333,0.25,0.3333333333333333,0.5789473684210527,0.56,0.5625,0.5925925925925926,0.6111111111111112,0.24,15.508021390374331,,0.1276595744680851,0.125,0.12698412698412698,0.14285714285714285,0.11764705882352941,0.125,0.2,0.2,0.4,0.7,0.7777777777777778,0.42857142857142855,,,,0.24,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,,,0.5,0.4,0.3333333333333333,0.43621304347826084,0.4053,0.4093642857142857,0.07407407407407407,0.09523809523809523,0.3235294117647059,12.089473684210526,31.583333333333332,0.2645161290322581,1.0,4.0,,1.0,,2.0,16.0,2.0,,,3.0,2.0,,,,3.0,1.0,,1.0,1.0,1.0,0.3333333333333333,0.10526315789473684,,0.2,,,,1.0,0.16,0.25,0.25,,,0.125,0.058823529411764705,,1.0,,,0.5,0.3333333333333333,,,,,3.0,3.0,,,,0.75,,0.09090909090909091,,0.6,0.75,,1.0,,2.0,,,0.1,,,,,0.25,,2.0,,,,,,2.0,True,,,,,,
