EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,Fg2aBlocked,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,ShootingFouls,Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,AtRimFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG3A,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,ThreePtAssists,Arc3Assists,OffTwoPtRebounds,DefThreePtRebounds,FTDefRebounds,OffRebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,Offensive Fouls,Blocked3s,BlockedArc3,Blocks,RecoveredBlocks,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,FG3APct,FG3APctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg3ptShotDistance,ShortMidRangeFGM,PenaltyArc3FGM,PenaltyFG3M,AtRimAssists,ShortMidRangeAssists,LostBallSteals,NonShootingPenaltyNonTakeFouls,PenaltyFg3Pct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,PenaltyArc3Accuracy,OffThreePtRebounds,PenaltyTurnovers,2pt And 1 Free Throw Trips,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,AtRimPctAssisted,Blocked2s,BlockedAtRim,Loose Ball Fouls,BlockedShortMidRange,PtsUnassisted3s,Corner3Assists,LostBallOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SelfOReb,SelfORebPct,FTOffRebounds,OffFTReboundPct,SecondChanceAtRimPctAssisted,on,Travels,3SecondViolations,ShortMidRangePctBlocked,PenaltyCorner3FGM,PenaltyCorner3Accuracy,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,BadPassOutOfBoundsTurnovers,Technical Free Throw Trips,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted
2249,1610612754,Jamison Brewer,Jamison Brewer,2249,IND,198.0,3,2.0,7,8,1,8,2.0,15,1.0,,1.0,,2.0,1.0,1.0,5,1.0,1.0,1.0,,,,1.0,1.0,,2.0,,1.0,3.0,,,,1.0,2.0,,1.0,1.0,1,,,,,0.16666666666666666,0.25,,,30.0,,0.25,,0.5,0.5,,,,0.5,0.46985,0.5784,,,1.0,7.9,0.14285714285714285,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.2,1.0,0.3333333333333333,,1.0,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,0.5784,,,,,,1.0,,,1.0,,,,,,1.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
1500,1610612754,Ron Mercer,Ron Mercer,1500,IND,5212.0,87,-18.0,159,168,54,57,7.0,327,4.0,8.0,20.0,12.0,25.0,,24.0,177,7.0,,6.0,16.0,8.0,1.0,2.0,3.0,2.0,7.0,6.0,9.0,9.0,,,5.0,7.0,,,,6.0,54,0.6666666666666666,0.6666666666666666,0.48,0.48,0.48,0.42857142857142855,0.04,0.25,16.568047337278106,0.09090909090909091,0.10843373493975904,0.14285714285714285,0.16,0.8,0.4,0.4,0.75,0.16,0.43179199999999995,0.3749714285714286,,,0.25,15.42,0.33962264150943394,3.0,1.0,1.0,,,1.0,,,,,,,,,1.0,1.0,,2.0,3.0,,,,,,,1.0,1.0,,3.0,,,2.0,1.0,1.0,1.0,3.0,,1.0,,,1.0,,,,,1.0,0.42857142857142855,1.0,0.42857142857142855,1.0,,,,0.6666666666666666,,,0.17647058823529413,,,,,,0.11538461538461539,,,0.75,1.0,0.04,,,,,,,,,1.0,1.0,,,,,,0.5895,0.08333333333333333,,1.0,,,,,,1.0,,1.0,1.0,1.0,,,,,,,,0.23076923076923078,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,
1563,1610612754,Kevin Ollie,Kevin Ollie,1563,IND,3880.0,65,-28.0,122,121,34,41,11.0,243,8.0,3.0,4.0,6.0,13.0,2.0,14.0,134,3.0,,4.0,10.0,2.0,3.0,7.0,10.0,6.0,23.0,7.0,9.0,9.0,1.0,1.0,1.0,1.0,2.0,1.0,,4.0,34,0.8333333333333334,0.8333333333333334,0.46153846153846156,0.42857142857142855,0.4666666666666667,0.6666666666666666,0.23076923076923078,0.375,13.533834586466165,0.15217391304347827,0.16981132075471697,0.14285714285714285,0.5714285714285714,0.2857142857142857,0.75,0.75,1.0,0.6428571428571429,0.5158607142857143,0.5881666666666666,0.06666666666666667,0.07142857142857142,0.2857142857142857,7.092307692307693,0.2786885245901639,3.0,,,1.0,2.0,1.0,,,,,1.0,,,1.0,,,,,2.0,,,,1.0,,,3.0,3.0,,2.0,,,1.0,1.0,2.0,,3.0,,,,,,,,,,,0.6666666666666666,,0.6666666666666666,,0.07142857142857142,,,0.3333333333333333,,,0.2857142857142857,,,,,0.09090909090909091,0.19047619047619047,,,0.375,0.6,0.07142857142857142,,,,,0.07142857142857142,,,,,,0.6666666666666666,0.5,,,,,,27.1,,,,1.0,,,,,,,,,,1.0,,,,,0.3333333333333333,0.6666666666666666,,,,,,,1.0,,,,,,,,False,,,,,,,,,,,,,,,,,
1743,1610612754,Bruno Sundov,Bruno Sundov,1743,IND,127.0,2,,6,6,6,6,,12,1.0,,,1.0,1.0,,2.0,6,1.0,,2.0,2.0,,,,,,,,,,,,,,,,,2.0,6,1.0,1.0,1.0,1.0,1.0,1.0,,,16.666666666666668,,,,1.0,,,,,1.0,0.6091,0.6091,,,1.0,1.7,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,
1886,1610612754,Jonathan Bender,Jonathan Bender,1886,IND,2007.0,33,-8.0,70,68,18,21,1.0,138,,1.0,1.0,1.0,2.0,,2.0,63,,,,2.0,,,2.0,2.0,,4.0,2.0,3.0,3.0,2.0,1.0,1.0,4.0,,,,,18,1.0,1.0,0.5,0.5,0.5,,,,8.450704225352114,0.06896551724137931,0.08571428571428572,,,0.5,1.0,1.0,1.0,,0.41255,,,,,16.75,0.2571428571428571,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,3.0,1.0,4.0,,2.0,,,2.0,2.0,,,,,,,,,,,,0.25,,,0.16666666666666666,,,,,,0.2222222222222222,,1.0,,,0.5,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,1.0,,,,,,,,,,,,0.16666666666666666,,2.0,2.0,,,,,,,,,,,,,False,1.0,,,,,,,,,,,,,,,,
2249,1610612754,Jamison Brewer,Jamison Brewer,2249,IND,141.0,2,,7,6,6,6,,13,,,,,,,,6,,,,,,,,,,,1.0,1.0,1.0,,,,2.0,,,,,6,,,,,,,,,14.285714285714285,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,0.8571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,
979,1610612754,Jermaine O'Neal,Jermaine O'Neal,979,IND,9787.0,163,-11.0,303,306,61,57,31.0,609,15.0,5.0,16.0,28.0,62.0,16.0,72.0,309,15.0,8.0,22.0,24.0,32.0,10.0,4.0,4.0,3.0,8.0,20.0,27.0,31.0,3.0,3.0,7.0,20.0,22.0,7.0,5.0,22.0,61,0.42857142857142855,0.4444444444444444,0.45161290322580644,0.4444444444444444,0.4931506849315068,0.5238095238095238,0.16129032258064516,0.26666666666666666,25.222551928783382,0.15151515151515152,0.15822784810126583,0.21621621621621623,0.23809523809523808,0.25396825396825395,0.3125,0.3125,0.6,0.25396825396825395,0.41445,0.4358666666666667,0.10294117647058823,0.1044776119402985,0.3055555555555556,9.42258064516129,0.20132013201320131,10.0,1.0,1.0,4.0,5.0,31.0,,1.0,,,,,,1.0,1.0,7.0,2.0,4.0,7.0,,,2.0,,,,,,4.0,5.0,2.0,4.0,5.0,3.0,7.0,2.0,12.0,,5.0,,,7.0,3.0,,,,0.14285714285714285,0.4666666666666667,0.14285714285714285,0.4666666666666667,0.2222222222222222,0.015873015873015872,,,0.4166666666666667,0.2857142857142857,0.036036036036036036,0.19230769230769232,0.029850746268656716,,0.06451612903225806,0.03571428571428571,0.10810810810810811,0.13793103448275862,0.2,0.42857142857142855,0.6666666666666666,0.9090909090909091,0.49206349206349204,0.015873015873015872,,,,,,,,0.14285714285714285,1.0,0.3333333333333333,0.8,,,,0.4098571428571428,0.05555555555555555,23.2,13.0,,,1.0,,,1.0,,0.41935483870967744,0.52,0.3076923076923077,,,5.0,2.0,,,,0.19047619047619047,0.5,7.0,6.0,1.0,1.0,,,,,,1.0,0.04,,,,False,1.0,1.0,0.1935483870967742,,,,,,,,,,,,,,
1802,1610612754,Brad Miller,Brad Miller,1802,IND,9023.0,150,-20.0,275,281,52,68,30.0,556,8.0,9.0,19.0,19.0,39.0,12.0,50.0,297,3.0,7.0,7.0,26.0,12.0,5.0,3.0,5.0,1.0,12.0,19.0,24.0,38.0,4.0,3.0,6.0,14.0,15.0,6.0,2.0,7.0,52,0.6842105263157895,0.7222222222222222,0.48717948717948717,0.48717948717948717,0.5434782608695652,0.5,0.1282051282051282,0.375,16.828478964401295,0.1623931623931624,0.15602836879432624,0.21875,0.20512820512820512,0.48717948717948717,0.47368421052631576,0.47368421052631576,0.8888888888888888,0.20512820512820512,0.41483846153846154,0.33213333333333334,0.13636363636363635,0.13636363636363635,0.14,11.430769230769233,0.1890909090909091,4.0,1.0,3.0,,,12.0,,,,,,,,,1.0,3.0,1.0,3.0,,,,2.0,,,,2.0,2.0,9.0,3.0,2.0,14.0,4.0,2.0,2.0,2.0,6.0,2.0,,,,2.0,2.0,,,,0.3333333333333333,,0.3333333333333333,,0.375,,,,0.6666666666666666,0.3333333333333333,0.08823529411764706,0.125,0.112,0.09523809523809523,0.10714285714285714,0.07547169811320754,0.16666666666666666,0.12727272727272726,0.3333333333333333,1.0,0.5,0.8,0.3076923076923077,,,,,,,,,1.0,0.3333333333333333,,,,,,0.4497333333333334,0.06,,6.0,,,2.0,,1.0,1.0,,0.5,0.6,0.3333333333333333,,5.0,,1.0,0.21739130434782608,0.2631578947368421,,0.09523809523809523,0.75,2.0,1.0,2.0,1.0,,,,,,1.0,0.06666666666666667,,,,False,1.0,1.0,0.16666666666666666,,,,,,,,,,,,,,
1902,1610612754,Jeff Foster,Jeff Foster,1902,IND,3971.0,66,-32.0,124,129,38,49,9.0,253,5.0,,2.0,4.0,7.0,3.0,17.0,140,2.0,2.0,7.0,2.0,6.0,1.0,7.0,7.0,2.0,14.0,13.0,15.0,19.0,2.0,1.0,3.0,12.0,7.0,4.0,,7.0,38,0.25,0.5,0.5714285714285714,0.6363636363636364,0.6071428571428571,0.7,0.14285714285714285,0.2,17.293233082706767,0.24074074074074073,0.2222222222222222,0.15,0.45454545454545453,0.18181818181818182,,,,0.8181818181818182,0.46663000000000004,0.47685,0.2857142857142857,0.4,0.4117647058823529,5.414285714285714,0.3064516129032258,4.0,2.0,3.0,1.0,1.0,,1.0,1.0,1.0,1.0,3.0,1.0,2.0,4.0,2.0,3.0,,4.0,1.0,2.0,3.0,4.0,3.0,1.0,,,,4.0,1.0,1.0,4.0,5.0,3.0,4.0,2.0,9.0,,3.0,,,1.0,1.0,0.5,0.5,0.5,0.6666666666666666,0.5,0.6666666666666666,0.625,0.6666666666666666,0.36363636363636365,,,0.5555555555555556,0.2,0.08888888888888889,0.1111111111111111,0.08333333333333333,0.16666666666666666,0.1,0.043478260869565216,0.46153846153846156,0.19047619047619047,0.5,1.0,0.8,1.0,,0.09090909090909091,1.0,1.0,,0.2727272727272727,0.3333333333333333,0.3333333333333333,1.0,1.0,0.6666666666666666,0.25,1.0,0.25,0.25,0.3333333333333333,0.5353333333333333,0.23529411764705882,28.225,,,1.0,4.0,1.0,1.0,1.0,0.5,,,,,,1.0,1.0,,,,,0.25,1.0,,4.0,1.0,3.0,,1.0,,,,,,,,False,,,,1.0,1.0,,,,,,,,,,,,
397,1610612754,Reggie Miller,Reggie Miller,397,IND,9668.0,161,-10.0,308,309,75,81,29.0,617,12.0,13.0,26.0,25.0,44.0,17.0,100.0,315,9.0,7.0,20.0,36.0,14.0,1.0,10.0,10.0,4.0,20.0,6.0,9.0,9.0,7.0,5.0,3.0,9.0,19.0,4.0,4.0,20.0,75,0.72,0.72,0.5681818181818182,0.5845070422535211,0.6153846153846154,0.5555555555555556,0.022727272727272728,0.08333333333333333,25.88235294117647,0.046511627906976744,0.05921052631578947,,0.16901408450704225,0.36619718309859156,0.5,0.5,0.6153846153846154,0.5492957746478874,0.4724323943661971,0.41982857142857144,0.05405405405405406,0.0851063829787234,0.2,12.320454545454545,0.2435064935064935,10.0,1.0,1.0,2.0,4.0,6.0,,2.0,,11.0,25.0,5.0,11.0,27.0,1.0,4.0,,5.0,5.0,5.0,30.0,,25.0,11.0,2.0,,,,3.0,,,3.0,2.0,7.0,1.0,10.0,2.0,2.0,,,1.0,1.0,0.9090909090909091,0.4074074074074074,0.4074074074074074,0.25,0.5555555555555556,0.4166666666666667,0.4642857142857143,0.4166666666666667,0.38028169014084506,0.07407407407407407,0.08,0.3,,,0.13043478260869565,,,,,,0.1016949152542373,0.2,1.0,0.8333333333333334,0.9090909090909091,0.08450704225352113,0.028169014084507043,,,,0.352112676056338,0.44,0.4782608695652174,0.9090909090909091,0.16666666666666666,1.0,0.2857142857142857,0.5,,0.35714285714285715,0.44,0.5004083333333333,0.05,25.485185185185188,2.0,1.0,1.0,4.0,2.0,2.0,1.0,0.2,0.3333333333333333,0.3333333333333333,0.5,0.2,,4.0,1.0,,,,0.1111111111111111,0.9,1.0,1.0,,,3.0,,1.0,,,,,,,1.0,False,,,,,,1.0,1.0,1.0,1.0,2.0,3.0,4.0,0.5,0.16666666666666666,0.16666666666666666,1.0,1.0
1897,1610612754,Metta World Peace,Metta World Peace,1897,IND,8154.0,136,-12.0,254,255,52,50,31.0,509,14.0,4.0,15.0,12.0,33.0,7.0,46.0,265,6.0,4.0,14.0,6.0,18.0,2.0,12.0,13.0,5.0,27.0,16.0,20.0,26.0,8.0,4.0,3.0,14.0,11.0,3.0,3.0,14.0,52,0.25,0.2727272727272727,0.36363636363636365,0.4431818181818182,0.46938775510204084,0.7777777777777778,0.06060606060606061,0.07142857142857142,20.0,0.14814814814814814,0.13740458015267176,0.13333333333333333,0.3181818181818182,0.3409090909090909,0.26666666666666666,0.26666666666666666,0.5,0.5681818181818182,0.4792738636363636,0.4298333333333333,0.06521739130434782,0.08571428571428572,0.30434782608695654,9.763636363636364,0.2047244094488189,8.0,1.0,3.0,5.0,5.0,4.0,1.0,2.0,,4.0,9.0,,5.0,11.0,2.0,5.0,,4.0,5.0,,6.0,2.0,9.0,4.0,,1.0,1.0,6.0,2.0,2.0,6.0,4.0,1.0,4.0,3.0,8.0,,1.0,,,1.0,1.0,0.4,0.45454545454545453,0.45454545454545453,0.4,0.8333333333333334,0.3333333333333333,0.8333333333333334,0.3333333333333333,0.25,,,0.5,0.5,0.06521739130434782,0.08695652173913043,0.05309734513274336,0.13043478260869565,0.045454545454545456,0.0425531914893617,0.14814814814814814,0.1568627450980392,,1.0,0.5714285714285714,0.6153846153846154,0.09090909090909091,0.045454545454545456,0.5,0.5,,0.20454545454545456,0.4444444444444444,0.4444444444444444,0.5,0.5,0.3333333333333333,0.8333333333333334,1.0,,,0.4444444444444444,0.52096,0.08695652173913043,24.954545454545453,,,,5.0,2.0,4.0,3.0,,,,,,,3.0,1.0,,,,0.10526315789473684,0.125,1.0,1.0,4.0,,9.0,,,,,2.0,0.08,,,,False,1.0,,0.25,,,1.0,,,,1.0,2.0,,,0.16666666666666666,,,
2224,1610612754,Jamaal Tinsley,Jamaal Tinsley,2224,IND,5155.0,86,-11.0,162,161,19,14,21.0,323,9.0,4.0,9.0,8.0,18.0,2.0,18.0,163,1.0,,,6.0,10.0,1.0,18.0,24.0,9.0,54.0,5.0,8.0,10.0,2.0,1.0,6.0,11.0,3.0,2.0,,,19,0.375,0.375,0.4444444444444444,0.42105263157894735,0.45,,0.05555555555555555,0.1111111111111111,17.297297297297295,0.07462686567164178,0.0963855421686747,,0.47368421052631576,0.47368421052631576,0.4444444444444444,0.4444444444444444,0.25,0.5263157894736842,0.497078947368421,0.5938,0.1,0.10526315789473684,,10.216666666666665,0.11728395061728394,4.0,1.0,2.0,,1.0,,,,,,1.0,,,1.0,1.0,2.0,,2.0,,,,,1.0,,,6.0,6.0,2.0,3.0,,2.0,6.0,6.0,6.0,,12.0,1.0,1.0,,,,,,,,0.5,,0.5,,0.5,0.05263157894736842,,,0.5,,0.028169014084507043,0.1875,0.023809523809523808,0.0625,,0.02857142857142857,0.17647058823529413,0.06666666666666667,,,0.4444444444444444,0.5,,,,,,0.05263157894736842,,,,1.0,0.5,1.0,,,,,0.5228999999999999,0.1111111111111111,24.9,,,,6.0,3.0,1.0,1.0,,,,,,,1.0,1.0,,,,0.2,0.5,,,,,,,1.0,,,1.0,0.1,,,1.0,False,,,,,,,,,,,2.0,,,,,,
