EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,SecondChanceAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FTA,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,AtRimFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,SecondChanceAtRimFrequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,SecondChanceAtRimFGM,PenaltyAtRimFGA,SecondChanceFtPoints,PtsPutbacks,DefThreePtRebounds,FTDefRebounds,TwoPtShootingFoulsDrawn,DefFTReboundPct,DefThreePtReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyAtRimFGM,ShortMidRangeFGM,ShortMidRangeFGA,Arc3Assists,OffThreePtRebounds,BadPassSteals,LostBallTurnovers,Loose Ball Fouls,Offensive Fouls,DefensiveGoaltends,NonShootingPenaltyNonTakeFouls,LongMidRangePctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,PenaltyAtRimAccuracy,SecondChanceCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,SelfOReb,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,OffShortMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Corner3FGM,PenaltyCorner3FGM,OffCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,ShortMidRangePctBlocked,FTOffRebounds,OffFTReboundPct,SecondChanceTurnovers,on,LostBallOutOfBoundsTurnovers,Travels,Technical Free Throw Trips,2pt And 1 Free Throw Trips,BlockedShortMidRange,3SecondViolations,Defensive 3 Seconds Violations,SecondChanceAtRimPctAssisted,HeaveAttempts,BlockedLongMidRange,OffensiveGoaltends
133,1610612766,David Wesley,David Wesley,133,CHH,2036.0,34,-17,67,68,29.0,33.0,11.0,135,2.0,1.0,5.0,11.0,1.0,1.0,2.0,1.0,5.0,13.0,3.0,2.0,12.0,76,1.0,2.0,2.0,2.0,4.0,2.0,2.0,6.0,6.0,4.0,2.0,1.0,6.0,1.0,7.0,1.0,2.0,2.0,2.0,15.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,29.0,0.6,0.6,0.38461538461538464,0.5,0.5,0.3125,0.5,0.3333333333333333,0.35294117647058826,0.5,0.42857142857142855,0.1875,0.07692307692307693,0.5,22.35294117647059,0.5,0.1,0.05405405405405406,0.06896551724137931,0.045454545454545456,0.07142857142857142,0.05555555555555555,0.14285714285714285,0.08333333333333333,1.0,0.125,0.6875,0.45454545454545453,0.45454545454545453,0.6,0.0625,0.125,0.5,0.16666666666666666,0.16666666666666666,0.3125,0.42578750000000004,0.553,0.3814666666666667,0.16666666666666666,0.5,15.646153846153847,24.933333333333337,0.43283582089552236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
136,1610612766,P.J. Brown,P.J. Brown,136,CHH,848.0,14,-4,24,25,11.0,6.0,7.0,49,3.0,2.0,1.0,1.0,,,,,2.0,4.0,,3.0,7.0,30,1.0,2.0,5.0,1.0,2.0,,1.0,3.0,2.0,2.0,,1.0,1.0,,1.0,,,,1.0,2.0,1.0,1.0,3.0,1.0,4.0,,,,,,,,,1.0,1.0,4.0,1.0,2.0,2.0,2.0,1.0,3.0,11.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5833333333333334,0.625,0.5,,0.25,0.3333333333333333,17.64705882352941,,0.14285714285714285,0.06666666666666667,0.2222222222222222,0.058823529411764705,0.16666666666666666,,,,0.5,0.75,0.25,1.0,1.0,1.0,,,1.0,,,0.75,0.5484,0.5491,0.447,0.7142857142857143,0.42857142857142855,4.175,,0.4583333333333333,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.3333333333333333,0.5,0.5,0.5,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1714,1610612766,Robert Traylor,Robert Traylor,1714,CHH,3755.0,63,-4,122,121,46.0,51.0,18.0,243,9.0,3.0,1.0,4.0,,,1.0,1.0,7.0,19.0,1.0,4.0,18.0,130,1.0,3.0,2.0,4.0,6.0,1.0,1.0,9.0,10.0,4.0,1.0,3.0,2.0,1.0,3.0,,,1.0,1.0,7.0,3.0,7.0,12.0,4.0,16.0,2.0,,1.0,,,3.0,4.0,1.0,6.0,15.0,6.0,,2.0,2.0,2.0,,9.0,46.0,0.7142857142857143,0.8333333333333334,0.3684210526315789,0.3333333333333333,0.6666666666666666,0.35,0.3333333333333333,0.5714285714285714,0.391304347826087,0.3333333333333333,0.5625,0.05,0.15789473684210525,0.2222222222222222,18.0,0.25,0.1794871794871795,0.057692307692307696,0.19230769230769232,0.06557377049180328,0.09090909090909091,0.047619047619047616,0.07692307692307693,0.2608695652173913,,0.45,0.2,0.25,0.3333333333333333,,,0.05,1.0,,0.14285714285714285,0.5,0.4724125,0.53465,0.5138071428571428,0.1111111111111111,0.5,5.873684210526315,24.8,0.3770491803278688,4.0,1.0,4.0,,2.0,3.0,2.0,3.0,0.25,0.23076923076923078,,0.2727272727272727,0.4444444444444444,0.5714285714285714,0.3333333333333333,0.5714285714285714,0.13043478260869565,0.13636363636363635,3.0,2.0,6.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,4.0,0.25,0.1111111111111111,0.14285714285714285,0.75,0.3,0.3333333333333333,0.3333333333333333,1.0,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1884,1610612766,Baron Davis,Baron Davis,1884,CHH,2835.0,47,4,89,90,20.0,30.0,14.0,179,9.0,2.0,2.0,6.0,1.0,,8.0,4.0,5.0,18.0,9.0,5.0,24.0,91,,4.0,4.0,2.0,4.0,4.0,4.0,14.0,2.0,8.0,8.0,2.0,9.0,,9.0,,5.0,1.0,3.0,18.0,3.0,4.0,6.0,4.0,10.0,3.0,1.0,3.0,,3.0,,3.0,,3.0,4.0,8.0,2.0,,,,,14.0,20.0,0.2,0.2,0.2777777777777778,,0.5,0.35185185185185186,0.25,0.625,0.3870967741935484,0.2857142857142857,0.6363636363636364,0.3333333333333333,0.1111111111111111,0.1111111111111111,30.357142857142854,1.0,0.12903225806451613,0.07894736842105263,0.14634146341463414,0.08695652173913043,0.1111111111111111,,,0.2222222222222222,,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.4,,0.037037037037037035,0.2962962962962963,0.3333333333333333,,0.5,0.6666666666666666,0.49037407407407413,0.5157333333333333,0.44241874999999997,0.16666666666666666,0.5833333333333334,7.7444444444444445,25.61111111111111,0.2247191011235955,3.0,,2.0,1.0,,2.0,,2.0,,0.2,,0.1111111111111111,0.3333333333333333,0.375,,0.25,0.06896551724137931,0.1,1.0,,3.0,,1.0,2.0,,,,,,0.16666666666666666,0.125,0.14285714285714285,0.3333333333333333,0.1111111111111111,,,,0.5,1.0,3.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,6.0,3.0,3.0,1.0,0.6666666666666666,0.3333333333333333,0.5,0.5,0.3333333333333333,0.14285714285714285,1.0,0.058823529411764705,0.375,0.375,0.6666666666666666,0.16666666666666666,0.16666666666666666,1.0,1.0,0.5,0.375,,,,,,,,,,,,True,,,,,,,,,,,
248,1610612766,George Lynch,George Lynch,248,CHH,1422.0,24,-12,45,45,22.0,19.0,8.0,90,1.0,,,1.0,1.0,1.0,,,,2.0,1.0,,3.0,49,,,,,,1.0,,3.0,,,,1.0,,,,,,,,,,2.0,2.0,1.0,3.0,1.0,,,,,,,,1.0,1.0,,,,,,,3.0,22.0,,,,,,0.5,,1.5,0.5,,1.5,0.3333333333333333,0.5,1.0,5.084745762711865,,0.15384615384615385,,0.09090909090909091,0.03333333333333333,,,0.25,,,0.3333333333333333,0.3333333333333333,,,,0.3333333333333333,,,1.0,,0.6666666666666666,0.4553833333333333,,0.45495,,1.0,9.8,23.5,0.4888888888888889,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,0.16666666666666666,,,,,,,,,,,,,1.0,,,1.0,3.0,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,True,,,,,,,,,,,
278,1610612766,Stacey Augmon,Stacey Augmon,278,CHH,2326.0,39,6,75,73,27.0,28.0,11.0,148,4.0,,1.0,5.0,,,,,4.0,10.0,,2.0,10.0,74,,,,1.0,4.0,,,2.0,8.0,,,1.0,2.0,,2.0,,1.0,,1.0,4.0,,5.0,5.0,,5.0,1.0,,1.0,,,3.0,4.0,2.0,1.0,6.0,2.0,,,,,,2.0,27.0,1.0,1.0,0.4,,0.25,0.4,,0.25,0.45454545454545453,,0.25,,0.1,,16.666666666666668,0.25,0.18518518518518517,,0.16129032258064516,,,,0.3333333333333333,0.125,,0.4,0.5,0.2,0.2,1.0,,,,,,0.4,0.48502,,0.349925,,0.2,8.510000000000002,,0.36,3.0,,,,,,,1.0,,,,,0.75,0.75,,,0.09090909090909091,0.09090909090909091,,,1.0,,,1.0,1.0,2.0,2.0,,1.0,,,,1.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,True,,,,,,,,,,,
1724,1610612766,Bryce Drew,Bryce Drew,1724,CHH,221.0,4,-1,9,8,9.0,8.0,,17,,,,,,,,,1.0,1.0,,,2.0,11,,,,1.0,1.0,,,2.0,2.0,,,,2.0,,2.0,,1.0,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,,2.0,9.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,,,,11.11111111111111,,,,,,,,,,,,,,,,,,,,,,0.3766,,0.3766,,1.0,11.8,,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1924,1610612766,Lee Nailon,Lee Nailon,1924,CHH,2277.0,38,9,75,73,25.0,29.0,10.0,148,6.0,3.0,1.0,5.0,,,,,6.0,14.0,,1.0,13.0,80,2.0,3.0,4.0,1.0,4.0,,,2.0,8.0,4.0,,1.0,1.0,,1.0,,1.0,,,2.0,4.0,3.0,5.0,5.0,10.0,1.0,,1.0,,1.0,1.0,2.0,1.0,2.0,6.0,4.0,,,,,,2.0,25.0,0.6666666666666666,1.0,0.42857142857142855,0.6666666666666666,0.25,0.42857142857142855,0.6666666666666666,0.25,0.40625,0.6666666666666666,0.25,,0.07142857142857142,0.16666666666666666,20.224719101123597,0.5,0.125,0.15384615384615385,0.17857142857142858,0.1724137931034483,0.25,,0.2,0.11764705882352941,,0.42857142857142855,0.35714285714285715,0.2,0.2,1.0,,,1.0,,,0.42857142857142855,0.4595214285714285,0.5388333333333333,0.4266,0.3076923076923077,0.15384615384615385,8.092857142857143,,0.3333333333333333,3.0,2.0,1.0,,4.0,2.0,,2.0,,0.5,,0.3333333333333333,0.5,0.6,0.6666666666666666,0.25,0.125,0.125,,2.0,3.0,,1.0,1.0,,,,,1.0,,0.3333333333333333,0.5,0.3333333333333333,0.21428571428571427,0.6666666666666666,0.6666666666666666,1.0,,,,,,,,,,,,,,,,,,,,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
2048,1610612766,Jamaal Magloire,Jamaal Magloire,2048,CHH,1919.0,32,3,66,67,34.0,45.0,6.0,133,5.0,3.0,,1.0,,,,,4.0,7.0,,13.0,21.0,71,1.0,3.0,8.0,1.0,2.0,,6.0,8.0,4.0,4.0,,,,1.0,1.0,,,,,3.0,4.0,2.0,5.0,5.0,10.0,,,2.0,,1.0,,2.0,1.0,1.0,3.0,13.0,2.0,,,,,8.0,34.0,0.5,0.6666666666666666,0.5714285714285714,0.3333333333333333,0.5,0.5714285714285714,0.3333333333333333,0.5,0.75,0.6666666666666666,0.8,,,,20.0,1.0,0.09523809523809523,0.19047619047619047,0.07407407407407407,0.16,0.25,0.1111111111111111,0.2,0.06666666666666667,,0.7142857142857143,0.14285714285714285,,,,,,1.0,,,0.7142857142857143,0.5232571428571429,0.5106666666666667,0.4002,0.38095238095238093,0.38095238095238093,3.414285714285714,,0.5151515151515151,3.0,1.0,1.0,6.0,2.0,,3.0,5.0,0.5,,,,0.6,0.6,0.3333333333333333,0.5,0.4166666666666667,0.4166666666666667,,1.0,1.0,1.0,,,1.0,1.0,,,2.0,,,,0.6666666666666666,0.14285714285714285,1.0,1.0,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,1.0,0.3333333333333333,,True,,,,,,,,,,,
922,1610612766,Elden Campbell,Elden Campbell,922,CHH,967.0,16,-3,31,29,,,5.0,60,4.0,,2.0,2.0,,,,,7.0,7.0,,,14.0,29,,,,,,,,,4.0,10.0,,,,,,,,,,,,1.0,1.0,,1.0,,,3.0,,1.0,,3.0,,1.0,2.0,,,1.0,1.0,1.0,1.0,,,0.2857142857142857,0.2857142857142857,1.0,,,1.0,,,1.0,,,,,,25.0,1.0,0.09090909090909091,,0.0625,,,,,0.2,1.0,0.5714285714285714,0.2857142857142857,1.0,1.0,1.0,,,,,,0.5714285714285714,0.46758571428571427,,,,,6.385714285714286,,,4.0,,,,,,,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,2.0,1.0,,,,,,,,0.14285714285714285,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,True,,,,,,,,,,,
