EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGA,Arc3FGA,FG3A,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,FG3APct,Corner3Frequency,Arc3Frequency,Avg3ptShotDistance,ShortMidRangeFGA,LongMidRangeFGM,PenaltyFtPoints,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,LostBallSteals,LostBallTurnovers,NonShootingFoulsDrawn,ShortMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,ShortMidRangeFGM,Corner3FGM,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGM,Fg2aBlocked,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,SecondChanceTurnovers,Offensive Fouls,Technical Free Throw Trips,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG2APctBlocked,LongMidRangePctBlocked,DefLongMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyCorner3FGA,FTDefRebounds,Blocked2s,BlockedAtRim,Blocks,DefFTReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,PenaltyCorner3Frequency,OffThreePtRebounds,3SecondViolations,AtRimPctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,Loose Ball Fouls,RecoveredBlocks,BlocksRecoveredPct,SecondChanceCorner3FGA,PtsUnassisted3s,SecondChanceCorner3Frequency,on,SecondChanceFtPoints,PenaltyTurnovers,ShortMidRangePctBlocked,SecondChanceArc3FGM,SecondChanceFG3M,SelfOReb,LostBallOutOfBoundsTurnovers,SecondChanceFg3Pct,SelfORebPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3FGM,Travels,PenaltyCorner3Accuracy,BlockedShortMidRange,Defensive 3 Seconds Violations,Blocked3s,BlockedArc3,FTOffRebounds,ThreePtShootingFoulsDrawn,OffFTReboundPct,ThreePtShootingFoulsDrawnPct
1723,1610612755,Matt Harpring,Matt Harpring,1723,PHI,721.0,12.0,10.0,22.0,24.0,7.0,9.0,3.0,46.0,3.0,4.0,1.0,2.0,2.0,2.0,1.0,3.0,5.0,1.0,7.0,18.0,1.0,2.0,2.0,2.0,2.0,4.0,6.0,2.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,7.0,1.0,1.0,1.0,0.6,0.5,1.0,0.6,0.5,1.0,0.7,0.5,1.0,23.076923076923077,1.0,0.2,0.3333333333333333,0.2,0.2,0.2222222222222222,0.3333333333333333,0.3333333333333333,1.0,0.25,0.8,0.75,0.75,1.0,0.2,1.0,0.5,1.0,1.0,1.0,0.8,0.56946,0.59555,0.657,0.2,0.2,0.2857142857142857,0.5714285714285714,4.34,0.3181818181818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1952,1610612755,Raja Bell,Raja Bell,1952,PHI,407.0,7.0,-2.0,12.0,12.0,7.0,12.0,1.0,24.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,2.0,14.0,1.0,1.0,2.0,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,7.0,,,,1.0,1.0,,0.3333333333333333,1.0,,0.3333333333333333,1.0,,21.428571428571427,,,0.25,,,0.14285714285714285,,0.3333333333333333,,,0.3333333333333333,1.0,1.0,,,1.0,1.0,,,,1.0,0.5334833333333333,0.5659,,,,1.0,,1.5,0.5833333333333334,1.0,1.0,2.0,2.0,2.0,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
2049,1610612755,Speedy Claxton,Speedy Claxton,2049,PHI,2952.0,49.0,-12.0,89.0,94.0,24.0,38.0,11.0,183.0,,1.0,,,,,9.0,4.0,11.0,4.0,12.0,99.0,,,,,1.0,1.0,4.0,1.0,,,,1.0,1.0,5.0,2.0,3.0,2.0,3.0,1.0,8.0,6.0,,2.0,1.0,24.0,2.0,0.5,0.5,0.36363636363636365,,,0.3333333333333333,,,0.4,,0.25,17.307692307692307,1.0,,0.030303030303030304,,,0.02127659574468085,,0.05555555555555555,,,0.08333333333333333,,,,0.75,,,,,,0.16666666666666666,0.4286125,,0.3359,0.14285714285714285,0.15384615384615385,,0.08333333333333333,15.190909090909093,0.2696629213483146,,1.0,1.0,4.0,,1.0,0.08333333333333333,,0.08333333333333333,24.7,1.0,4.0,1.0,11.0,3.0,14.0,1.0,2.0,7.0,2.0,2.0,31.0,3.0,1.0,1.0,0.08333333333333333,0.4444444444444444,0.4444444444444444,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
243,1610612755,Aaron McKie,Aaron McKie,243,PHI,2932.0,49.0,-10.0,88.0,93.0,23.0,37.0,11.0,181.0,,3.0,,,,1.0,6.0,4.0,12.0,1.0,18.0,97.0,,2.0,,2.0,3.0,7.0,6.0,,2.0,2.0,4.0,,4.0,3.0,2.0,2.0,1.0,5.0,1.0,4.0,2.0,,,7.0,23.0,,0.75,0.75,0.3333333333333333,,0.6666666666666666,0.4722222222222222,,0.875,0.4722222222222222,,0.875,22.33009708737864,0.4,0.08695652173913043,,0.13333333333333333,0.10526315789473684,,,,0.14285714285714285,0.16666666666666666,0.16666666666666666,,,,0.3333333333333333,,,,0.25,,0.5,0.47726666666666656,0.3886,0.46449999999999997,,,,0.3888888888888889,10.966666666666667,0.26136363636363635,2.0,4.0,6.0,2.0,,4.0,0.3333333333333333,0.1111111111111111,0.2222222222222222,24.933333333333334,3.0,2.0,,5.0,2.0,7.0,2.0,,3.0,,2.0,16.0,1.0,1.0,,0.16666666666666666,0.3333333333333333,0.4,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,0.5,1.0,0.5,0.08333333333333333,0.16666666666666666,0.25,0.6666666666666666,0.6666666666666666,0.5,1.0,1.0,1.0,0.25,0.25,1.0,0.3333333333333333,0.25,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
934,1610612755,Derrick Coleman,Derrick Coleman,934,PHI,1609.0,27.0,-1.0,46.0,50.0,20.0,22.0,4.0,96.0,4.0,4.0,2.0,2.0,1.0,1.0,,4.0,6.0,2.0,13.0,51.0,2.0,2.0,4.0,1.0,1.0,5.0,4.0,2.0,1.0,2.0,4.0,2.0,6.0,,,,,,1.0,1.0,2.0,,1.0,5.0,20.0,,0.5,0.6666666666666666,0.6666666666666666,1.0,1.0,0.5,1.0,0.5,0.5416666666666666,1.0,0.5,23.52941176470588,,0.15384615384615385,0.11764705882352941,0.1111111111111111,0.13636363636363635,0.09090909090909091,,0.1111111111111111,0.25,,0.36363636363636365,1.0,1.0,0.5,,1.0,1.0,,0.2,1.0,0.8181818181818182,0.5098272727272728,0.58795,0.47505,0.08333333333333333,0.14285714285714285,0.3076923076923077,0.38461538461538464,4.733333333333333,0.43478260869565216,1.0,4.0,5.0,4.0,2.0,4.0,0.45454545454545453,0.09090909090909091,0.36363636363636365,25.279999999999998,2.0,,,,,,,,,,,,,,,0.18181818181818182,,,,,,1.0,,1.0,3.0,1.0,,1.0,4.0,3.0,1.0,,,,,,,1.0,0.2,0.25,0.2,,,,,,,,,,0.25,0.25,1.0,,0.6,0.3333333333333333,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.125,0.5,0.2,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
365,1610612755,Derrick McKey,Derrick McKey,365,PHI,979.0,16.0,-11.0,30.0,31.0,1.0,2.0,3.0,61.0,,,,,,,2.0,1.0,3.0,,2.0,34.0,,,,,,,2.0,,,1.0,1.0,,1.0,1.0,,,,,2.0,2.0,,,,,1.0,,1.0,1.0,0.3333333333333333,,,0.3333333333333333,,,0.3333333333333333,,,8.823529411764705,,0.1111111111111111,,,0.07142857142857142,,,,0.2,,,,,,0.6666666666666666,,,,,,,0.32303333333333334,,,,,,,12.9,0.03333333333333333,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,0.3333333333333333,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
87,1610612755,Dikembe Mutombo,Dikembe Mutombo,87,PHI,1216.0,20.0,-5.0,38.0,38.0,3.0,9.0,7.0,76.0,3.0,5.0,2.0,3.0,,,,3.0,5.0,,6.0,39.0,2.0,3.0,4.0,,,,4.0,3.0,3.0,6.0,9.0,5.0,14.0,,,,,1.0,1.0,1.0,,,,,3.0,,0.6666666666666666,1.0,0.6,0.6666666666666666,,0.6,0.6666666666666666,,0.6,0.6666666666666666,,12.5,,0.75,0.1875,0.42857142857142855,0.6,0.21739130434782608,,0.375,0.3333333333333333,0.5,1.0,0.6,0.75,0.6666666666666666,,1.0,0.6666666666666666,0.5,,,1.0,0.6440400000000001,0.6256999999999999,,,,0.6666666666666666,,0.72,0.07894736842105263,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,0.2,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,1.0,0.2,0.2857142857142857,0.16666666666666666,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
727,1610612755,Eric Snow,Eric Snow,727,PHI,289.0,5.0,-6.0,8.0,10.0,3.0,9.0,1.0,18.0,1.0,1.0,,,,,,1.0,1.0,2.0,4.0,15.0,,,,,,,2.0,,,,,,,,,1.0,,1.0,1.0,2.0,2.0,,1.0,,3.0,1.0,1.0,1.0,1.0,,,1.0,,,1.0,,,33.333333333333336,1.0,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,1.0,0.6839,,,0.5,0.5,,,1.2,0.375,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
916,1610612755,Corie Blount,Corie Blount,916,PHI,2081.0,35.0,-22.0,63.0,66.0,15.0,26.0,7.0,129.0,,1.0,,1.0,,,3.0,,4.0,,,77.0,,1.0,,,,,,3.0,,1.0,1.0,4.0,5.0,1.0,1.0,1.0,,1.0,3.0,5.0,,,,,15.0,,,,,,,,,,,,,6.944444444444445,1.0,0.05555555555555555,0.125,,0.037037037037037035,0.11764705882352941,0.25,0.07692307692307693,,,0.25,,,,0.75,1.0,,,,,0.25,0.4265,0.5721,,,,,,12.100000000000001,0.23809523809523808,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,0.1,,,1.0,,,0.1,0.125,,1.0,1.0,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,
947,1610612755,Allen Iverson,Allen Iverson,947,PHI,1337.0,22.0,5.0,42.0,45.0,15.0,19.0,6.0,87.0,4.0,7.0,,,,2.0,4.0,6.0,12.0,5.0,23.0,40.0,,,,2.0,5.0,9.0,8.0,,,1.0,1.0,,1.0,3.0,1.0,1.0,1.0,1.0,,,8.0,2.0,3.0,9.0,15.0,,0.6666666666666666,0.6666666666666666,0.5,,0.4,0.5,,0.5,0.525,,0.5625,42.0,1.0,0.1111111111111111,,,0.058823529411764705,,,,0.5,,0.3888888888888889,0.5714285714285714,0.5714285714285714,0.75,0.2222222222222222,,,,0.2857142857142857,,0.7222222222222222,0.5128333333333335,0.5637,0.43265714285714285,0.15789473684210525,0.23076923076923078,,0.391304347826087,7.191666666666666,0.35714285714285715,1.0,5.0,6.0,4.0,,5.0,0.3333333333333333,0.05555555555555555,0.2777777777777778,25.433333333333337,1.0,1.0,2.0,2.0,,2.0,,,1.0,,1.0,4.0,2.0,,1.0,0.05555555555555555,0.25,0.3333333333333333,1.0,1.0,,2.0,,1.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,,,,,2.0,0.5,0.3333333333333333,0.5,0.3333333333333333,0.08333333333333333,0.25,,1.0,1.0,,,,,0.4,0.4,0.5,,0.2857142857142857,0.5,0.4,,,,,,,,,,,,,,,,,,,,1.0,3.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,
