EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,Fouls,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,OffThreePtRebounds,FTDefRebounds,ShootingFouls,ShortMidRangePctBlocked,DefFTReboundPct,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,AtRimPctAssisted,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,Loose Ball Fouls,NonShootingPenaltyNonTakeFouls,Corner3FGA,PenaltyCorner3FGA,PtsAssisted3s,SelfOReb,Assisted3sPct,OffShortMidRangeReboundPct,SelfORebPct,Corner3Frequency,Arc3PctAssisted,PenaltyCorner3Frequency,Blocked2s,BlockedAtRim,Blocks,Defensive 3 Seconds Violations,SecondChanceFtPoints,Travels,2pt And 1 Free Throw Trips,on,Offensive Fouls,LongMidRangePctBlocked,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,LostBallSteals,BlockedShortMidRange,SecondChanceFg3Pct,PenaltyFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,SecondChanceTurnovers,OffCorner3ReboundPct,FTOffRebounds,OffFTReboundPct,Corner3Assists,LostBallOutOfBoundsTurnovers,BlockedLongMidRange,RecoveredBlocks,BlocksRecoveredPct
1497,1610612750,Chauncey Billups,Chauncey Billups,1497,MIN,2064.0,34,2,67,67,20,7,11.0,134,2.0,6.0,1.0,1.0,2.0,3.0,1.0,3.0,2.0,4.0,1.0,3.0,1.0,5.0,13.0,1.0,3.0,5.0,18.0,72,2.0,2.0,4.0,3.0,7.0,1.0,2.0,8.0,2.0,8.0,3.0,2.0,3.0,1.0,2.0,4.0,1.0,5.0,1.0,1.0,1.0,2.0,11.0,1.0,1.0,3.0,4.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,6.0,2.0,1.0,1.0,8.0,20,0.2,0.25,0.3333333333333333,0.3333333333333333,0.38461538461538464,1.0,0.42857142857142855,0.40625,1.0,0.375,0.4722222222222222,1.0,0.4444444444444444,0.1875,0.15384615384615385,0.3333333333333333,26.25,0.6666666666666666,0.10714285714285714,0.03225806451612903,0.1111111111111111,0.10810810810810811,0.02857142857142857,0.16666666666666666,0.1,0.2,0.5,0.375,0.3333333333333333,0.5,0.1875,0.3333333333333333,0.3333333333333333,0.25,0.5,0.5,0.5,0.1875,0.3333333333333333,0.3333333333333333,0.5,1.0,0.375,0.6666666666666666,0.125,0.5625,0.3333333333333333,0.511728125,0.486,0.46368125,0.058823529411764705,0.07142857142857142,0.2222222222222222,0.4444444444444444,8.246153846153847,24.733333333333334,0.29850746268656714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1725,1610612750,Rasho Nesterovic,Rasho Nesterovic,1725,MIN,2064.0,34,2,67,67,20,7,11.0,134,3.0,4.0,2.0,2.0,,,3.0,7.0,1.0,2.0,,,,7.0,13.0,,,1.0,15.0,72,2.0,4.0,4.0,1.0,2.0,,,2.0,10.0,4.0,,2.0,,,1.0,,,,,,,,,2.0,2.0,7.0,10.0,3.0,13.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,4.0,4.0,,2.0,,2.0,20,0.7142857142857143,0.8333333333333334,,,0.5384615384615384,0.5,0.5,0.5384615384615384,0.5,0.5,0.5,0.5,0.5,,0.07692307692307693,,20.0,1.0,0.25,0.06451612903225806,0.2222222222222222,0.24324324324324326,0.08571428571428572,0.16666666666666666,0.4,0.1,,0.3076923076923077,0.75,0.75,0.5384615384615384,0.42857142857142855,0.5,0.15384615384615385,0.5,0.5,1.0,,,,0.5,1.0,,,,0.3076923076923077,,0.43790769230769233,0.469025,0.38705,0.13333333333333333,0.13333333333333333,0.26666666666666666,0.13333333333333333,6.607692307692308,,0.29850746268656714,1.0,1.0,4.0,0.14285714285714285,0.5,0.25,0.1,0.3333333333333333,0.25,0.2857142857142857,0.6666666666666666,0.6666666666666666,0.5,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732,1610612750,Felipe Lopez,Felipe Lopez,1732,MIN,71.0,1,-2,3,2,3,2,,5,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1887,1610612750,Wally Szczerbiak,Wally Szczerbiak,1887,MIN,2064.0,34,2,67,67,20,7,11.0,134,1.0,1.0,,,,,5.0,10.0,2.0,2.0,1.0,2.0,,8.0,13.0,1.0,3.0,,19.0,72,3.0,3.0,6.0,1.0,2.0,1.0,,2.0,4.0,12.0,,2.0,2.0,1.0,,1.0,,1.0,,,1.0,,2.0,3.0,2.0,1.0,3.0,3.0,6.0,,,1.0,,1.0,,,1.0,,2.0,,,,,2.0,20,0.25,0.2857142857142857,0.3333333333333333,0.3333333333333333,0.6153846153846154,1.0,0.5,0.59375,1.0,0.3333333333333333,0.59375,1.0,0.3333333333333333,0.1875,,,21.25,1.0,0.03571428571428571,0.0967741935483871,0.2222222222222222,0.08108108108108109,0.08571428571428572,,0.1,,0.5,0.0625,1.0,1.0,0.625,0.5,0.5,0.125,1.0,1.0,0.5,0.125,0.5,0.5,,,,,,0.25,0.5,0.45156874999999996,0.4203333333333333,0.44648333333333334,,,0.3157894736842105,0.10526315789473684,9.330769230769231,24.133333333333336,0.29850746268656714,,,,,,,0.1,,,0.14285714285714285,1.0,,,,,1.0,1.0,3.0,1.0,1.0,0.13333333333333333,0.14285714285714285,0.0625,1.0,0.3333333333333333,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,1610612750,Sam Mitchell,Sam Mitchell,417,MIN,2064.0,34,2,67,67,20,7,11.0,134,1.0,1.0,,,,,,2.0,2.0,6.0,,,,3.0,9.0,,,2.0,8.0,72,,,,,1.0,,,,6.0,,,,,,1.0,3.0,,3.0,,1.0,,2.0,6.0,,,2.0,2.0,,2.0,1.0,1.0,,,,,,,,5.0,2.0,,1.0,,,20,1.0,1.0,,,0.3333333333333333,,,0.3333333333333333,,,0.4,,,,0.1111111111111111,,12.5,,0.07142857142857142,,,0.05405405405405406,,,0.1,0.1,,0.1111111111111111,1.0,1.0,0.2222222222222222,,,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,0.1111111111111111,,0.4442111111111111,,0.4122,0.1,0.1,,,14.91111111111111,,0.29850746268656714,,,2.0,0.5,,,,,,,1.0,,,1.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,1610612750,Kevin Garnett,Kevin Garnett,708,MIN,1993.0,33,4,64,65,17,5,11.0,129,3.0,4.0,1.0,2.0,,1.0,1.0,3.0,,3.0,,,,4.0,10.0,,,6.0,14.0,68,1.0,2.0,3.0,,2.0,,3.0,3.0,2.0,6.0,,2.0,,,1.0,4.0,,4.0,,2.0,1.0,1.0,8.0,5.0,1.0,6.0,8.0,5.0,13.0,,,,,,1.0,,1.0,,,9.0,,4.0,1.0,3.0,17,0.25,0.3333333333333333,,,0.4,0.5,,0.4,0.5,,0.5,0.5,0.375,,0.1,0.25,19.48051948051948,,0.2222222222222222,0.16666666666666666,0.1111111111111111,0.19444444444444445,0.14705882352941177,0.16666666666666666,0.2,0.3333333333333333,,0.4,0.75,1.0,0.3,0.3333333333333333,0.3333333333333333,0.3,,,,,,,1.0,0.5,0.5,,,0.4,,0.46736000000000005,0.58485,0.50575,0.3076923076923077,0.3076923076923077,0.21428571428571427,0.21428571428571427,7.68,,0.265625,,1.0,,,0.5,,,,0.125,0.14285714285714285,,1.0,,,,,,,,,0.2857142857142857,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,1610612750,Robert Pack,Robert Pack,123,MIN,615.0,10,-32,22,24,13,9,2.0,46,1.0,2.0,,,1.0,2.0,,,,2.0,,1.0,1.0,1.0,4.0,,1.0,1.0,3.0,39,,,,1.0,4.0,1.0,1.0,3.0,,2.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,5.0,1.0,,1.0,,3.0,13,,,,,0.25,,0.25,0.2,,0.2,0.3,,0.3,0.2,0.25,,25.0,,,,,,,,,,,0.4,0.5,0.5,,,,0.4,,,,0.2,,,,,0.4,0.5,0.2,0.6,,0.50379,,0.50379,0.2,0.25,,1.0,9.475000000000001,25.1,0.5909090909090909,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,False,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1497,1610612750,Chauncey Billups,Chauncey Billups,1497,MIN,5967.0,99,-2,199,200,100,79,31.0,399,4.0,5.0,,,3.0,4.0,3.0,7.0,5.0,11.0,3.0,9.0,7.0,12.0,23.0,5.0,12.0,9.0,48.0,227,,1.0,6.0,9.0,14.0,8.0,4.0,31.0,4.0,20.0,3.0,,9.0,3.0,,11.0,1.0,12.0,1.0,4.0,3.0,4.0,25.0,,3.0,7.0,10.0,,10.0,2.0,1.0,4.0,1.0,3.0,2.0,1.0,6.0,5.0,12.0,14.0,2.0,6.0,1.0,31.0,100,0.16666666666666666,0.16666666666666666,0.4166666666666667,0.4166666666666667,0.5217391304347826,,0.6428571428571429,0.5571428571428572,1.0,0.6136363636363636,0.575,1.0,0.625,0.34285714285714286,,,19.82758620689655,0.6666666666666666,0.10294117647058823,,0.1111111111111111,0.10526315789473684,,,0.047619047619047616,0.14814814814814814,,0.14285714285714285,0.8,0.8,0.2,0.42857142857142855,0.42857142857142855,0.3142857142857143,0.45454545454545453,0.45454545454545453,0.2,0.2571428571428571,0.3333333333333333,0.3333333333333333,,,0.18181818181818182,0.75,0.3181818181818182,0.4857142857142857,0.3333333333333333,0.4886728571428571,0.470075,0.4836295454545455,0.15384615384615385,0.2222222222222222,0.125,0.6458333333333334,11.569565217391302,24.53333333333333,0.5025125628140703,,,1.0,,,,,,0.1,0.12,0.25,,,,7.0,3.0,1.0,12.0,,0.8,,,0.08571428571428572,0.6666666666666666,0.045454545454545456,1.0,,1.0,,,,2.0,False,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,0.375,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.2857142857142857,,,,,,,,,
1732,1610612750,Felipe Lopez,Felipe Lopez,1732,MIN,1703.0,28,-8,54,58,24,27,7.0,112,,2.0,,,,,,,,,,,,,2.0,1.0,2.0,1.0,4.0,68,,,,,,,,,,,3.0,,,,,1.0,,1.0,,,1.0,,2.0,1.0,,,,1.0,1.0,1.0,1.0,,,,1.0,,1.0,,5.0,2.0,,1.0,,,24,,,0.5,0.5,,,,0.375,,,0.4,,,0.5,,,9.836065573770492,,,0.045454545454545456,,,0.038461538461538464,,,,,0.5,,,,,,,,,,,,,,,,,,1.0,,0.5508,,,0.2,0.3333333333333333,,,,23.9,0.4444444444444444,,,1.0,,,,,,,,,,,,,2.0,,,,,0.14285714285714285,,0.5,,,,,,,,,,False,1.0,,1.0,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,
1887,1610612750,Wally Szczerbiak,Wally Szczerbiak,1887,MIN,5734.0,96,-28,194,194,109,79,30.0,388,5.0,7.0,1.0,2.0,3.0,3.0,2.0,6.0,4.0,9.0,1.0,3.0,2.0,11.0,22.0,1.0,6.0,16.0,41.0,237,2.0,3.0,6.0,5.0,10.0,4.0,12.0,25.0,10.0,12.0,,2.0,3.0,1.0,1.0,4.0,1.0,5.0,1.0,2.0,1.0,1.0,11.0,5.0,5.0,3.0,9.0,6.0,15.0,2.0,1.0,4.0,1.0,3.0,3.0,1.0,7.0,4.0,6.0,18.0,,6.0,3.0,25.0,109,0.45454545454545453,0.5,0.16666666666666666,0.16666666666666666,0.5,0.6666666666666666,0.5,0.44642857142857145,0.5,0.4642857142857143,0.5540540540540541,0.5,0.5952380952380952,0.21428571428571427,0.045454545454545456,,19.469026548672566,0.5714285714285714,0.046153846153846156,0.07352941176470588,0.21739130434782608,0.09090909090909091,0.07058823529411765,,,0.04,0.3333333333333333,0.25,0.7142857142857143,0.7142857142857143,0.21428571428571427,0.3333333333333333,0.4,0.32142857142857145,0.4444444444444444,0.4444444444444444,0.5,0.10714285714285714,0.3333333333333333,0.3333333333333333,0.5,0.5,0.21428571428571427,1.0,0.14285714285714285,0.4642857142857143,0.3333333333333333,0.5100714285714286,0.5207999999999999,0.5240714285714286,0.17647058823529413,0.21428571428571427,0.14634146341463414,0.6097560975609756,8.886363636363637,24.399999999999995,0.5618556701030928,1.0,1.0,2.0,0.16666666666666666,0.5,0.058823529411764705,0.045454545454545456,,0.10526315789473684,0.2,0.4,0.5,,1.0,,3.0,2.0,3.0,,1.0,0.13793103448275862,,0.10714285714285714,1.0,0.14285714285714285,,,,,2.0,1.0,,False,1.0,,,,,,,1.0,1.0,,1.0,1.0,1.0,,,0.25,,,,,,,0.25,,,,0.5,2.0,0.14285714285714285,,,,,,,
