EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,DeadBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Fouls,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedLongMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,ShortMidRangeFrequency,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,ShortMidRangeFGM,LongMidRangeFGM,FG2M,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFtPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,LongMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,FTDefRebounds,OffRebounds,SelfOReb,LiveBallTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,ShootingFouls,Loose Ball Fouls,Offensive Fouls,NonShootingFoulsDrawn,BlockedAtRim,BlockedShortMidRange,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,ShortMidRangeAssists,2pt And 1 Free Throw Trips,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,BadPassOutOfBoundsTurnovers,SecondChanceFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGA,HeaveAttempts,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,LongMidRangePctBlocked,SecondChanceCorner3Frequency,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,OffensiveGoaltends,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Clear Path Fouls,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,on,Corner3PctBlocked,HeaveMakes
1065,1610612738,Erick Strickland,Erick Strickland,1065,BOS,2510.0,42,-9,79,83,32,34,7.0,162,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,5,1.0,3.0,2.0,5.0,92,2.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,4.0,7.0,3.0,1.0,3.0,18.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,32,2.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.1875,0.5,0.2777777777777778,0.5,0.375,11.627906976744185,0.06060606060606061,0.25,0.08108108108108109,0.125,0.25,1.0,0.25,0.125,0.25,0.375,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,0.625,0.3333333333333333,0.5185624999999999,0.5253833333333333,0.1111111111111111,0.16666666666666666,0.6,7.840000000000001,26.099999999999998,0.4050632911392405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1499,1610612738,Tony Battie,Tony Battie,1499,BOS,19407.0,323,-27,603,601,103,70,80.0,1204,24.0,3.0,19.0,25.0,,,,,68,,,7.0,69.0,575,14.0,,,11.0,,,,5.0,5.0,10.0,5.0,,2.0,25.0,14.0,41.0,63.0,93.0,7.0,6.0,1.0,3.0,1.0,8.0,1.0,1.0,39.0,14.0,6.0,21.0,2.0,21.0,12.0,11.0,103,1.0,,,,,0.45588235294117646,0.2857142857142857,0.46,0.3235294117647059,,11.99421965317919,0.1729957805907173,0.17073170731707318,0.1724137931034483,0.18181818181818182,0.21428571428571427,0.5714285714285714,0.35294117647058826,0.27941176470588236,0.36764705882352944,,,,,0.21428571428571427,,,0.35294117647058826,,0.46524411764705886,0.3927785714285714,0.08108108108108109,0.08108108108108109,0.15942028985507245,9.029411764705882,,0.17081260364842454,17.0,7.0,12.0,2.0,6.0,8.0,31.0,8.0,19.0,1.0,17.0,4.0,3.0,48.0,14.0,14.0,3.0,3.0,4.0,24.0,2.0,8.0,30.0,2.0,5.0,2.0,1.0,3.0,24.0,4.0,1.0,1.0,16.0,3.0,0.7741935483870968,1.0,0.45588235294117646,0.42105263157894735,0.2857142857142857,0.42105263157894735,0.425,0.04411764705882353,0.041666666666666664,0.10526315789473684,0.625,0.5333333333333333,0.14285714285714285,0.0967741935483871,0.046511627906976744,0.08383233532934131,0.1827956989247312,0.016666666666666666,0.06315789473684211,0.015384615384615385,0.14285714285714285,0.16666666666666666,0.16,0.07692307692307693,0.06060606060606061,0.7083333333333334,0.7391304347826086,0.6470588235294118,0.3157894736842105,0.35294117647058826,0.8333333333333334,0.32,0.32,1.0,0.631578947368421,0.5833333333333334,0.14285714285714285,0.6666666666666666,0.4792444444444445,0.2463768115942029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1548,1610612738,Mark Blount,Mark Blount,1548,BOS,1102.0,18,-3,35,36,11,19,3.0,71,,,2.0,,,,,,2,,,,,36,1.0,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,2.0,1.0,1.0,,,1.0,,,5.0,,,1.0,,1.0,,,11,,,,,,,,,,,8.108108108108109,0.07142857142857142,0.3333333333333333,0.11764705882352941,0.14285714285714285,0.3333333333333333,,,1.0,,,,,,,,,,,0.3678,0.37,,,,10.9,,0.3142857142857143,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,4.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
677,1610612738,Eric Williams,Eric Williams,677,BOS,29294.0,488,27,907,904,231,171,111.0,1811,35.0,5.0,15.0,14.0,2.0,5.0,,,64,14.0,30.0,17.0,125.0,876,17.0,4.0,5.0,33.0,42.0,5.0,2.0,13.0,8.0,21.0,7.0,1.0,4.0,50.0,15.0,34.0,52.0,70.0,25.0,9.0,16.0,10.0,3.0,11.0,3.0,1.0,53.0,23.0,9.0,4.0,,4.0,2.0,33.0,231,7.0,1.0,0.4666666666666667,0.8,0.4666666666666667,0.574468085106383,0.6818181818181818,0.5952380952380952,0.6875,0.3191489361702128,11.207729468599034,0.09826589595375723,0.12605042016806722,0.1053763440860215,0.10857142857142857,0.08045977011494253,0.5,0.3723404255319149,0.1595744680851064,0.14893617021276595,0.05319148936170213,0.4,0.4,1.0,0.22727272727272727,,,0.6914893617021277,0.4,0.5108989361702129,0.44376818181818173,0.08823529411764706,0.125,0.264,6.0843750000000005,23.89,0.25468577728776187,22.0,5.0,8.0,4.0,6.0,5.0,33.0,6.0,9.0,3.0,15.0,9.0,3.0,46.0,20.0,8.0,5.0,6.0,5.0,13.0,,3.0,18.0,1.0,1.0,,1.0,1.0,27.0,5.0,5.0,3.0,3.0,1.0,0.696969696969697,0.7931034482758621,0.515625,0.6666666666666666,0.5294117647058824,0.6666666666666666,0.6818181818181818,0.078125,0.14285714285714285,,0.09090909090909091,0.11538461538461539,,0.03857566765578635,0.03676470588235294,0.03805496828752643,0.06153846153846154,0.023529411764705882,0.02459016393442623,0.03773584905660377,0.03333333333333333,0.09433962264150944,0.07692307692307693,0.25,0.023809523809523808,0.6285714285714286,0.7333333333333333,0.6818181818181818,0.4,0.4,0.5,0.35714285714285715,0.35714285714285715,1.0,0.8888888888888888,0.625,0.2,0.8,0.53768,0.12,12.0,25.0,4.0,5.0,3.0,1.0,0.26595744680851063,0.48,0.48,1.0,0.22727272727272727,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
960,1610612738,Tony Delk,Tony Delk,960,BOS,5427.0,90,16,171,172,73,71,24.0,343,7.0,3.0,2.0,5.0,5.0,11.0,2.0,5.0,14,5.0,11.0,3.0,30.0,147,7.0,2.0,5.0,11.0,6.0,11.0,5.0,2.0,4.0,6.0,2.0,2.0,1.0,16.0,5.0,4.0,9.0,12.0,4.0,3.0,1.0,3.0,,8.0,,1.0,5.0,6.0,2.0,3.0,,3.0,1.0,11.0,73,2.0,0.4,0.45454545454545453,0.4,0.45454545454545453,0.54,0.3333333333333333,0.5357142857142857,0.36666666666666664,0.44,18.461538461538463,0.0625,0.17857142857142858,0.09782608695652174,0.037037037037037035,0.14285714285714285,0.3333333333333333,0.28,0.08,0.2,0.44,0.45454545454545453,0.45454545454545453,0.4,0.25,0.4166666666666667,0.4,0.72,0.45454545454545453,0.50101,0.48204166666666665,0.07407407407407407,0.125,0.36666666666666664,8.921428571428573,26.136363636363637,0.4269005847953216,4.0,2.0,2.0,1.0,1.0,1.0,6.0,2.0,4.0,,7.0,1.0,3.0,6.0,6.0,2.0,2.0,,3.0,,,,3.0,2.0,5.0,4.0,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,0.5,0.6,0.42857142857142855,0.5,0.14285714285714285,0.7,0.7,0.14285714285714285,0.2857142857142857,,0.625,,,,0.10714285714285714,0.03260869565217391,,,,0.14285714285714285,,0.08333333333333333,0.07692307692307693,0.2857142857142857,0.18181818181818182,0.5714285714285714,0.8,0.5,0.5,0.5,,0.2,0.2,1.0,0.4,1.0,0.5,0.3333333333333333,0.5129666666666667,0.23333333333333334,,,,,1.0,,,,,,,,1.0,1.0,1.0,1.0,9.0,1.0,1.0,0.2,1.0,1.0,,,,,,,,,,,,,,,,,,,,,True,,
1718,1610612738,Paul Pierce,Paul Pierce,1718,BOS,24910.0,415,48,775,767,166,128,99.0,1542,56.0,12.0,15.0,57.0,19.0,64.0,3.0,15.0,128,19.0,69.0,62.0,233.0,732,25.0,3.0,15.0,59.0,33.0,63.0,19.0,25.0,15.0,40.0,13.0,2.0,16.0,95.0,16.0,53.0,69.0,85.0,14.0,7.0,7.0,20.0,3.0,38.0,3.0,12.0,32.0,85.0,31.0,14.0,6.0,15.0,14.0,59.0,166,2.0,0.5789473684210527,0.2753623188405797,0.2,0.27941176470588236,0.434010152284264,0.4125,0.49356223175965663,0.5,0.350253807106599,30.44943820224719,0.18213058419243985,0.1568627450980392,0.17557251908396945,0.1986754966887417,0.16216216216216217,0.9333333333333333,0.28426395939086296,0.07614213197969544,0.2893401015228426,0.3248730964467005,0.296875,0.296875,0.5789473684210527,0.3,0.375,0.2,0.6345177664974619,0.30158730158730157,0.4942260204081634,0.4533679487179488,0.14864864864864866,0.2052980132450331,0.2532188841201717,8.8453125,25.997101449275366,0.21419354838709678,32.0,8.0,11.0,8.0,4.0,21.0,57.0,9.0,15.0,4.0,25.0,12.0,26.0,44.0,70.0,10.0,10.0,6.0,1.0,14.0,1.0,,16.0,3.0,18.0,7.0,3.0,11.0,15.0,1.0,10.0,11.0,7.0,1.0,0.38596491228070173,0.4230769230769231,0.4453125,0.6,0.48,0.45652173913043476,0.5208333333333334,0.078125,0.14285714285714285,0.06666666666666667,0.47368421052631576,,0.05555555555555555,0.04844290657439446,0.008403361344537815,0.03676470588235294,0.07207207207207207,0.05714285714285714,0.018518518518518517,0.010752688172043012,,0.13095238095238096,0.21428571428571427,0.14285714285714285,0.027522935779816515,0.5714285714285714,0.6666666666666666,0.3125,0.26666666666666666,0.2857142857142857,0.5,0.3684210526315789,0.375,0.47619047619047616,0.4782608695652174,0.7272727272727273,0.125,0.6666666666666666,0.5129227272727273,0.1072961373390558,,5.0,,,3.0,8.0,0.025380710659898477,,,,,,1.0,7.0,1.0,8.0,24.0,3.0,0.125,0.30434782608695654,0.14285714285714285,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,0.017543859649122806,0.043478260869565216,0.028169014084507043,,,,,,,,,True,,
952,1610612738,Antoine Walker,Antoine Walker,952,BOS,27231.0,454,39,847,839,195,131,102.0,1686,80.0,15.0,38.0,20.0,29.0,62.0,10.0,18.0,138,34.0,76.0,23.0,237.0,815,23.0,11.0,20.0,64.0,90.0,62.0,29.0,33.0,4.0,37.0,3.0,1.0,20.0,78.0,14.0,57.0,77.0,93.0,14.0,8.0,6.0,12.0,2.0,35.0,1.0,7.0,29.0,29.0,9.0,4.0,1.0,4.0,1.0,64.0,195,5.0,0.8823529411764706,0.4473684210526316,0.55,0.4473684210526316,0.5,0.6162790697674418,0.5197368421052632,0.64,0.35514018691588783,27.22567287784679,0.17484662576687116,0.1320754716981132,0.16435185185185186,0.2275449101796407,0.11538461538461539,0.25,0.37383177570093457,0.17757009345794392,0.09345794392523364,0.2897196261682243,0.46774193548387094,0.46774193548387094,0.8620689655172413,0.3488372093023256,0.4186046511627907,0.5555555555555556,0.7289719626168224,0.46774193548387094,0.5180179906542055,0.513017441860465,0.04054054054054054,0.06164383561643835,0.270042194092827,5.330434782608695,25.372368421052627,0.23022432113341204,37.0,10.0,16.0,8.0,13.0,6.0,56.0,11.0,18.0,4.0,50.0,10.0,11.0,48.0,64.0,18.0,19.0,11.0,3.0,13.0,,6.0,16.0,5.0,23.0,10.0,3.0,13.0,10.0,1.0,3.0,6.0,2.0,1.0,0.42857142857142855,0.5106382978723404,0.4057971014492754,0.6111111111111112,0.43478260869565216,0.6388888888888888,0.6578947368421053,0.13768115942028986,0.1875,0.07894736842105263,0.6571428571428571,0.25,,0.04126984126984127,0.024,0.03636363636363636,0.056451612903225805,0.05063291139240506,0.017857142857142856,0.03125,,0.10416666666666667,0.14285714285714285,0.17857142857142858,0.04807692307692308,0.4625,0.5692307692307692,0.4594594594594595,0.34210526315789475,0.37142857142857144,0.38461538461538464,0.3,0.3157894736842105,0.3333333333333333,0.4444444444444444,0.625,,0.5333333333333333,0.5610359374999999,0.2109704641350211,5.0,14.0,1.0,2.0,2.0,1.0,0.06542056074766354,0.35714285714285715,0.35714285714285715,1.0,0.046511627906976744,0.5,7.0,14.0,8.0,18.0,12.0,2.0,0.4444444444444444,0.3888888888888889,0.5,0.8571428571428571,4.0,,,,,,1.0,,2.0,0.05,0.1111111111111111,,1.0,1.0,0.25,1.0,,,,,True,,
72,1610612738,Kenny Anderson,Kenny Anderson,72,BOS,23725.0,395,20,733,728,164,104,89.0,1461,63.0,16.0,22.0,64.0,,,,,149,,,14.0,136.0,715,35.0,,,40.0,,,,29.0,24.0,53.0,13.0,11.0,14.0,130.0,9.0,14.0,23.0,27.0,13.0,7.0,6.0,3.0,,17.0,1.0,5.0,39.0,15.0,7.0,,,,,40.0,164,2.0,,,,,0.40939597315436244,0.4857142857142857,0.43506493506493504,0.527027027027027,,20.357142857142858,0.05,0.09278350515463918,0.0610079575596817,0.041379310344827586,0.11594202898550725,,0.4228187919463087,0.1476510067114094,0.42953020134228187,,,,,0.45714285714285713,,,0.4228187919463087,,0.48403221476510067,0.48866857142857145,0.0457516339869281,0.0457516339869281,0.29411764705882354,9.554362416107384,,0.22373806275579808,33.0,,2.0,9.0,4.0,24.0,61.0,,6.0,3.0,3.0,17.0,6.0,34.0,88.0,,12.0,11.0,,4.0,,,4.0,1.0,14.0,11.0,,3.0,17.0,,,1.0,,,0.2786885245901639,0.2786885245901639,0.40939597315436244,,0.4857142857142857,,0.14285714285714285,0.08053691275167785,0.12698412698412698,0.13636363636363635,0.8235294117647058,,,0.014285714285714285,,0.010471204188481676,0.00909090909090909,,0.02912621359223301,,,0.07058823529411765,0.04,0.03571428571428571,0.013157894736842105,0.5238095238095238,0.6,0.18181818181818182,0.18181818181818182,0.21052631578947367,,0.375,0.38095238095238093,0.4583333333333333,0.3333333333333333,,,0.5625,0.40286,0.022058823529411766,,,,,4.0,3.0,,,,,,,,,,,,2.0,,,,,,,2.0,,,,,,,0.015625,,,,,,,2.0,,,,True,,
915,1610612738,Rodney Rogers,Rodney Rogers,915,BOS,10745.0,179,32,322,327,139,110,35.0,649,19.0,8.0,6.0,3.0,7.0,26.0,2.0,11.0,28,9.0,31.0,7.0,62.0,327,10.0,2.0,12.0,19.0,24.0,26.0,7.0,11.0,3.0,14.0,2.0,1.0,7.0,31.0,8.0,19.0,31.0,46.0,5.0,1.0,4.0,4.0,,7.0,1.0,1.0,17.0,9.0,4.0,3.0,1.0,3.0,3.0,19.0,139,4.0,0.8888888888888888,0.2903225806451613,0.16666666666666666,0.2903225806451613,0.4661016949152542,0.4090909090909091,0.49206349206349204,0.41304347826086957,0.5254237288135594,19.12568306010929,0.16101694915254236,0.18181818181818182,0.16666666666666666,0.125,0.14705882352941177,1.0,0.3220338983050847,0.1016949152542373,0.05084745762711865,0.4406779661016949,0.2692307692307692,0.28,0.8571428571428571,0.36363636363636365,0.5,0.18181818181818182,0.847457627118644,0.2692307692307692,0.5139991525423729,0.5241227272727272,0.06451612903225806,0.12903225806451613,0.3064516129032258,3.8214285714285716,25.545161290322582,0.43167701863354035,10.0,1.0,4.0,4.0,2.0,2.0,14.0,3.0,6.0,4.0,10.0,6.0,1.0,14.0,14.0,6.0,5.0,2.0,2.0,11.0,2.0,4.0,15.0,2.0,3.0,1.0,1.0,2.0,6.0,3.0,2.0,1.0,2.0,,0.5,0.6363636363636364,0.5,0.5,0.6,0.5,0.5555555555555556,0.17857142857142858,0.2631578947368421,,0.42857142857142855,0.3076923076923077,0.18181818181818182,0.10679611650485436,0.03636363636363636,0.08227848101265822,0.13953488372093023,0.07407407407407407,0.09090909090909091,0.045454545454545456,,0.17391304347826086,0.25,0.3,0.06666666666666667,0.5263157894736842,0.7142857142857143,0.6,0.3333333333333333,0.3333333333333333,,0.6666666666666666,0.6666666666666666,0.5,0.6666666666666666,0.25,,0.5,0.48819999999999997,0.16129032258064516,2.0,5.0,,1.0,2.0,1.0,0.0847457627118644,0.4,0.4,1.0,0.045454545454545456,,,,,,3.0,1.0,,,,,,,,,,,,,2.0,,,,,,,,,1.0,0.03225806451612903,0.038461538461538464,True,,
962,1610612738,Walter McCarty,Walter McCarty,962,BOS,2119.0,35,-8,63,63,41,17,5.0,126,,,2.0,1.0,1.0,2.0,1.0,2.0,3,1.0,2.0,1.0,6.0,65,1.0,1.0,2.0,5.0,3.0,2.0,1.0,,,,,,,,2.0,2.0,5.0,6.0,,,,,,1.0,,,3.0,2.0,1.0,,,,,5.0,41,,1.0,0.5,0.5,0.5,0.5,0.8333333333333334,0.5,0.8333333333333334,0.4,10.294117647058822,0.09523809523809523,0.2,0.12903225806451613,0.2,0.2222222222222222,,,0.4,0.2,0.4,0.5,0.5,1.0,,0.6666666666666666,0.5,0.4,0.5,0.44344,0.4608666666666667,0.16666666666666666,0.25,0.8333333333333334,11.600000000000001,25.35,0.6507936507936508,,,,,,1.0,1.0,,1.0,1.0,1.0,1.0,,2.0,,,,,1.0,,,1.0,1.0,,1.0,1.0,,,2.0,,,,,,1.0,1.0,0.3333333333333333,,1.0,,0.25,,,,1.0,0.5,,,0.1111111111111111,0.034482758620689655,,,,0.1111111111111111,,,,,,,,,,,,1.0,1.0,1.0,,,,,,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
