EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,FTDefRebounds,RecoveredBlocks,DefFTReboundPct,BlocksRecoveredPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PtsPutbacks,OffThreePtRebounds,LostBallOutOfBoundsTurnovers,Travels,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls,Blocked3s,BlockedAtRim,BlockedCorner3,DefensiveGoaltends,AtRimPctBlocked,ShortMidRangePctBlocked,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,ShortMidRangePctAssisted,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,BlockedLongMidRange,SecondChanceFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,Technical Free Throw Trips,Defensive 3 Seconds Violations,SecondChanceArc3FGM,Corner3Assists,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,3SecondViolations,on,SelfOReb,SelfORebPct,HeaveAttempts,Clear Path Fouls
1541,1610612761,Alvin Williams,Alvin Williams,1541,TOR,8622.0,144,9.0,258,254,60.0,57,33.0,512,8.0,12.0,2.0,3.0,2.0,9.0,10.0,32.0,1.0,3.0,7.0,1.0,1.0,20.0,53.0,3.0,8.0,7.0,56.0,245,1.0,4.0,2.0,4.0,3.0,9.0,1.0,1.0,6.0,15.0,22.0,18.0,3.0,6.0,7.0,3.0,2.0,16.0,3.0,19.0,3.0,11.0,2.0,3.0,41.0,1.0,5.0,13.0,18.0,1.0,19.0,6.0,2.0,4.0,5.0,2.0,4.0,2.0,1.0,7.0,3.0,5.0,12.0,7.0,1.0,1.0,3.0,2.0,2.0,2.0,15.0,60.0,1.0,0.55,0.55,0.3333333333333333,0.375,1.0,0.375,0.37735849056603776,0.25,0.3333333333333333,0.4016393442622951,0.25,0.45,0.4375,0.4,0.5769230769230769,0.13114754098360656,0.03773584905660377,0.0625,23.825503355704697,0.7142857142857143,0.13402061855670103,0.009345794392523364,0.125,0.13138686131386862,0.008,0.04,0.2,0.11428571428571428,0.09375,0.1724137931034483,0.19672131147540983,0.6666666666666666,0.6666666666666666,0.625,0.14754098360655737,0.2222222222222222,0.2222222222222222,0.5245901639344263,0.3125,0.3333333333333333,0.6,0.01639344262295082,0.11475409836065574,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.3,0.6666666666666666,0.1,1.0,0.32786885245901637,0.42857142857142855,0.44834590163934424,0.409475,0.4492,0.01639344262295082,0.018867924528301886,0.07142857142857142,0.26785714285714285,12.984905660377358,26.0625,0.23255813953488372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1565,1610612761,Michael Stewart,Michael Stewart,1565,TOR,155.0,3,-2.0,4,5,1.0,4,1.0,9,1.0,1.0,,,,,,,,,,,,1.0,1.0,,,,2.0,6,1.0,1.0,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,,2.0,,2.0,,,,1.0,,1.0,,,1.0,,1.0,1.0,,,,,1.0,1.0,1.0,,1.0,,1.0,1.0,,,,,1.0,1.0,,1.0,1.0,,1.0,1.0,,,,,40.0,1.0,,,1.0,0.3333333333333333,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,0.5559,0.5559,,,,1.0,,,,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1721,1610612761,Keon Clark,Keon Clark,1721,TOR,10416.0,174,,310,308,88.0,87,43.0,618,13.0,19.0,5.0,7.0,6.0,15.0,7.0,14.0,,,,,,26.0,48.0,,,15.0,67.0,307,3.0,7.0,,6.0,9.0,13.0,,,8.0,26.0,32.0,20.0,,,,,5.0,7.0,1.0,8.0,1.0,6.0,,1.0,17.0,10.0,8.0,13.0,26.0,14.0,40.0,2.0,,2.0,4.0,4.0,1.0,10.0,3.0,14.0,3.0,14.0,19.0,16.0,3.0,8.0,1.0,7.0,5.0,8.0,26.0,88.0,1.0,0.6153846153846154,0.6666666666666666,,,,,0.5416666666666666,0.42857142857142855,0.6923076923076923,0.5416666666666666,0.42857142857142855,0.6923076923076923,0.6203703703703703,0.42857142857142855,0.7647058823529411,,0.10416666666666667,0.14285714285714285,18.528610354223435,0.2857142857142857,0.11403508771929824,0.07575757575757576,0.18181818181818182,0.13291139240506328,0.08974358974358974,0.058823529411764705,0.05714285714285714,0.1590909090909091,0.11428571428571428,0.22580645161290322,0.3958333333333333,0.6842105263157895,0.7647058823529411,0.5384615384615384,0.3125,0.4,0.42857142857142855,0.2916666666666667,0.5,0.5833333333333334,0.8571428571428571,,,,,,0.5384615384615384,0.7142857142857143,,,0.3958333333333333,,0.4666645833333333,0.483825,0.533476923076923,0.1509433962264151,0.1509433962264151,0.08955223880597014,0.3880597014925373,7.775000000000001,,0.2838709677419355,3.0,5.0,5.0,6.0,0.35714285714285715,0.75,0.7142857142857143,0.6,,4.0,4.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,0.10526315789473684,0.06666666666666667,0.16666666666666666,0.12121212121212122,0.06153846153846154,0.19047619047619047,0.07692307692307693,0.5,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
2050,1610612761,Morris Peterson,Morris Peterson,2050,TOR,7454.0,124,8.0,222,218,55.0,49,33.0,440,8.0,11.0,1.0,1.0,3.0,8.0,3.0,9.0,3.0,1.0,10.0,,2.0,14.0,28.0,2.0,13.0,8.0,42.0,211,1.0,4.0,1.0,6.0,2.0,7.0,,3.0,2.0,6.0,14.0,14.0,3.0,3.0,10.0,1.0,1.0,7.0,3.0,10.0,3.0,3.0,2.0,2.0,23.0,3.0,6.0,3.0,9.0,3.0,12.0,5.0,2.0,3.0,6.0,,4.0,1.0,2.0,7.0,,5.0,15.0,10.0,,5.0,,3.0,,3.0,6.0,55.0,2.0,0.5,0.5384615384615384,0.5,0.15384615384615385,,0.15384615384615385,0.5,0.25,0.2857142857142857,0.4146341463414634,0.3125,0.2,0.45652173913043476,0.3333333333333333,0.2727272727272727,0.3170731707317073,0.03571428571428571,,19.924812030075188,0.8571428571428571,0.034482758620689655,0.03296703296703297,0.1935483870967742,0.07627118644067797,0.02727272727272727,0.045454545454545456,,0.030303030303030304,0.07407407407407407,0.23809523809523808,0.2682926829268293,0.7272727272727273,0.8,0.75,0.1951219512195122,0.375,0.375,0.21951219512195122,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.07317073170731707,0.24390243902439024,0.1,0.1,,0.1,1.0,0.2,,0.5853658536585366,0.1,0.48874024390243903,0.44315999999999994,0.441535,0.10869565217391304,0.15151515151515152,0.14285714285714285,0.14285714285714285,8.992857142857142,24.93846153846154,0.24774774774774774,1.0,1.0,,1.0,,0.3333333333333333,0.125,1.0,,2.0,,,,1.0,,1.0,,2.0,,,0.09090909090909091,,,0.043478260869565216,0.021739130434782608,,0.1,,1.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,0.25,0.3333333333333333,0.3333333333333333,1.0,0.125,1.0,1.0,0.375,0.1,,,,,,,,True,,,,
213,1610612761,Antonio Davis,Antonio Davis,213,TOR,8555.0,143,5.0,261,256,79.0,72,35.0,517,7.0,15.0,3.0,5.0,10.0,18.0,3.0,15.0,,,,,,20.0,48.0,,,15.0,55.0,255,3.0,15.0,,6.0,6.0,13.0,,,1.0,13.0,30.0,10.0,,,,,6.0,5.0,1.0,6.0,1.0,,,5.0,13.0,10.0,4.0,23.0,32.0,11.0,43.0,2.0,2.0,,2.0,2.0,2.0,4.0,,6.0,,3.0,12.0,25.0,,12.0,,5.0,2.0,5.0,13.0,79.0,2.0,0.75,0.7894736842105263,,,,,0.4166666666666667,0.2,0.46153846153846156,0.4166666666666667,0.2,0.46153846153846156,0.4583333333333333,0.2,0.43333333333333335,,0.125,0.06666666666666667,21.56862745098039,0.3333333333333333,0.23469387755102042,0.09090909090909091,0.11764705882352941,0.20454545454545456,0.0859375,0.1724137931034483,0.25806451612903225,0.2857142857142857,0.15625,0.08695652173913043,0.3125,0.4666666666666667,0.7,0.7142857142857143,0.375,0.5555555555555556,0.5555555555555556,0.3125,0.2,0.21428571428571427,1.0,,,,,,0.38461538461538464,0.6,,,0.3125,,0.4470416666666667,0.4690466666666666,0.4346538461538461,0.2,0.2,0.10909090909090909,0.23636363636363636,9.039583333333331,,0.30268199233716475,2.0,6.0,5.0,4.0,0.35714285714285715,0.8,0.4,0.3333333333333333,0.5,2.0,1.0,1.0,,,2.0,1.0,,3.0,,1.0,0.3333333333333333,,0.05555555555555555,0.03571428571428571,0.07547169811320754,0.058823529411764705,0.18181818181818182,0.7,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,True,,,,
164,1610612761,Chris Childs,Chris Childs,164,TOR,6982.0,116,5.0,210,207,64.0,70,30.0,417,5.0,9.0,1.0,2.0,1.0,4.0,4.0,13.0,,6.0,13.0,2.0,4.0,10.0,26.0,6.0,13.0,6.0,44.0,209,1.0,2.0,,5.0,3.0,10.0,2.0,4.0,3.0,15.0,8.0,12.0,15.0,3.0,13.0,6.0,2.0,20.0,2.0,22.0,1.0,5.0,6.0,9.0,46.0,2.0,4.0,10.0,14.0,2.0,16.0,3.0,1.0,2.0,7.0,4.0,6.0,6.0,1.0,13.0,,6.0,11.0,6.0,,1.0,1.0,,,,15.0,64.0,3.0,0.4,0.4,0.8333333333333334,0.46153846153846156,0.5,0.46153846153846156,0.38461538461538464,0.5,0.3,0.48717948717948717,0.8333333333333334,0.42857142857142855,0.5121951219512195,0.8333333333333334,0.4666666666666667,0.3333333333333333,0.07692307692307693,,21.686746987951807,0.5384615384615384,0.12195121951219512,0.021739130434782608,0.18181818181818182,0.1346153846153846,0.018518518518518517,0.043478260869565216,0.15384615384615385,0.06666666666666667,0.15384615384615385,0.125,0.23076923076923078,0.5555555555555556,0.625,0.6,0.10256410256410256,0.25,0.3333333333333333,0.3333333333333333,0.3076923076923077,0.3076923076923077,0.25,,0.3333333333333333,0.46153846153846156,0.46153846153846156,0.8333333333333334,0.14285714285714285,0.5,0.2857142857142857,0.5,0.5641025641025641,0.46153846153846156,0.4769179487179488,0.40565,0.424475,0.025,0.037037037037037035,0.11363636363636363,0.3409090909090909,10.880769230769232,25.407692307692308,0.3047619047619048,,,,,,,,,,,,,1.0,6.0,,,,,,,0.1111111111111111,0.25,,0.041666666666666664,,,0.3333333333333333,,,,,,1.0,1.0,1.0,,1.0,,,,,,,0.3333333333333333,,2.0,,1.0,1.0,1.0,1.0,,True,,,,
165,1610612761,Hakeem Olajuwon,Hakeem Olajuwon,165,TOR,2012.0,34,-4.0,57,56,13.0,14,7.0,113,2.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,,,4.0,7.0,,,2.0,10.0,61,1.0,1.0,,2.0,2.0,2.0,,,2.0,6.0,8.0,,,,,,,1.0,,1.0,,,,1.0,2.0,1.0,,4.0,4.0,1.0,5.0,2.0,1.0,1.0,,,,2.0,,2.0,,2.0,3.0,2.0,,1.0,,1.0,1.0,1.0,6.0,13.0,,1.0,1.0,,,,,0.5714285714285714,1.0,1.0,0.5714285714285714,1.0,1.0,0.625,1.0,1.0,,,,14.925373134328357,,0.2222222222222222,0.045454545454545456,,0.14814814814814814,0.03571428571428571,0.2,,0.3333333333333333,0.2,,0.42857142857142855,0.6666666666666666,0.6666666666666666,1.0,0.42857142857142855,0.3333333333333333,0.3333333333333333,0.14285714285714285,1.0,1.0,1.0,,,,,,0.5,1.0,,,0.42857142857142855,,0.41740000000000005,0.3872,0.41545,0.125,0.125,0.2,0.6,6.9142857142857155,,0.22807017543859648,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,True,,,,
966,1610612761,Jerome Williams,Jerome Williams,966,TOR,4856.0,81,-22.0,138,144,50.0,48,22.0,282,2.0,7.0,,3.0,,1.0,1.0,5.0,,,,,,3.0,13.0,,,2.0,8.0,158,1.0,7.0,,2.0,1.0,5.0,,,2.0,4.0,4.0,2.0,,,,,1.0,5.0,,5.0,,4.0,,1.0,10.0,9.0,2.0,6.0,8.0,11.0,19.0,3.0,3.0,,1.0,,1.0,1.0,,2.0,1.0,4.0,12.0,4.0,,,2.0,1.0,,1.0,4.0,50.0,2.0,0.6666666666666666,1.0,,,,,0.23076923076923078,0.14285714285714285,0.2,0.23076923076923078,0.14285714285714285,0.2,0.26666666666666666,0.14285714285714285,0.2857142857142857,,0.07692307692307693,,9.941520467836257,0.5,0.13953488372093023,0.140625,0.1,0.12698412698412698,0.14285714285714285,0.15789473684210525,0.21428571428571427,0.05263157894736842,0.2,0.07692307692307693,0.5384615384615384,0.2857142857142857,0.3333333333333333,0.5,0.07692307692307693,,,0.38461538461538464,0.2,0.2,1.0,,,,,,0.6,,,,0.5384615384615384,,0.4764846153846154,0.5201666666666667,0.47038,,,0.25,0.5,7.738461538461538,,0.36231884057971014,1.0,5.0,,1.0,,1.0,0.7142857142857143,0.2,,2.0,2.0,,,,1.0,1.0,,1.0,,,0.14285714285714285,,0.15384615384615385,0.1875,0.10344827586206896,0.15384615384615385,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1983,1610612761,Jermaine Jackson,Jermaine Jackson,1983,TOR,268.0,4,-12.0,7,11,,6,2.0,18,,1.0,,,,,,,,,,,,,1.0,,,,,14,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,1.0,,1.0,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,20.0,1.0,,,0.5,0.16666666666666666,,,,,,0.5,1.0,,,,,,,,,,,,,,,,,,,,1.0,,0.5701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
209,1610612761,Dell Curry,Dell Curry,209,TOR,2760.0,46,13.0,83,81,30.0,28,9.0,164,,2.0,,2.0,,,6.0,13.0,,3.0,4.0,1.0,1.0,6.0,15.0,3.0,4.0,2.0,23.0,69,1.0,1.0,2.0,4.0,2.0,5.0,1.0,1.0,2.0,9.0,8.0,4.0,9.0,,4.0,3.0,,3.0,,3.0,,1.0,1.0,1.0,6.0,,2.0,1.0,3.0,,3.0,4.0,2.0,2.0,2.0,,2.0,,,2.0,,,3.0,2.0,,1.0,,1.0,,1.0,9.0,30.0,,0.6666666666666666,0.6666666666666666,1.0,0.75,1.0,0.75,0.4,1.0,0.4,0.5526315789473685,1.0,0.5833333333333334,0.575,1.0,0.6428571428571429,0.21052631578947367,,,22.916666666666668,1.0,0.04,,0.11764705882352941,0.07142857142857142,,,,,0.125,,0.10526315789473684,,,,,,,0.6842105263157895,0.46153846153846156,0.46153846153846156,0.6666666666666666,,0.21052631578947367,0.75,0.75,1.0,0.3333333333333333,,0.16666666666666666,1.0,0.3157894736842105,0.75,0.4279921052631579,0.3567,0.4487333333333334,0.05,0.0625,0.17391304347826086,0.391304347826087,16.053333333333335,26.6,0.3614457831325301,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,0.4,,,,,,,,,1.0,,,,,,,,,,,,,,,,,True,,,,
