EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,Travels,BlockedLongMidRange,3SecondViolations,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,LongMidRangePctBlocked,DefCorner3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,HeaveAttempts,LostBallOutOfBoundsTurnovers,Blocked3s,BlockedCorner3,DefensiveGoaltends,OffensiveGoaltends,Technical Free Throw Trips,Fg3aBlocked,BlockedArc3,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3FGM,Clear Path Fouls,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Defensive 3 Seconds Violations,on
1425,1610612751,Aaron Williams,Aaron Williams,1425,NJN,16600.0,277.0,-8.0,543.0,539.0,248.0,262.0,72.0,1082.0,11.0,23.0,6.0,11.0,6.0,13.0,13.0,24.0,5.0,12.0,1.0,1.0,29.0,59.0,1.0,19.0,77.0,521.0,9.0,14.0,18.0,12.0,29.0,1.0,11.0,35.0,36.0,22.0,10.0,1.0,3.0,8.0,8.0,6.0,2.0,16.0,2.0,12.0,1.0,4.0,24.0,5.0,33.0,15.0,48.0,2.0,5.0,3.0,2.0,10.0,1.0,3.0,5.0,7.0,15.0,4.0,5.0,27.0,50.0,1.0,4.0,24.0,6.0,12.0,3.0,15.0,11.0,4.0,15.0,8.0,35.0,248.0,8.0,0.6206896551724138,0.75,0.4915254237288136,0.6428571428571429,0.41379310344827586,0.48333333333333334,0.6428571428571429,0.4,0.5579710144927537,0.6428571428571429,0.4861111111111111,0.016666666666666666,0.05084745762711865,0.08695652173913043,0.041666666666666664,13.5702746365105,0.6666666666666666,0.21739130434782608,0.037037037037037035,0.13793103448275862,0.06030150753768844,0.05714285714285714,0.03278688524590164,0.11475409836065574,0.05384615384615385,0.07407407407407407,0.07407407407407407,0.04395604395604396,0.0196078431372549,0.1,0.18032786885245902,0.12195121951219512,0.1111111111111111,0.07692307692307693,0.07407407407407407,0.5333333333333333,0.38333333333333336,0.4782608695652174,0.5238095238095238,0.45454545454545453,0.4,0.5416666666666666,0.5652173913043478,0.6153846153846154,0.2,0.4166666666666667,0.4166666666666667,1.0,0.016666666666666666,0.7857142857142857,0.5454545454545454,0.16666666666666666,0.43333333333333335,0.46153846153846156,0.03333333333333333,0.4,0.4583108333333334,0.5046818181818181,0.4525983333333333,0.18181818181818182,0.18461538461538463,0.23376623376623376,0.45454545454545453,7.0508474576271185,25.3,0.4567219152854512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1496,1610612751,Keith Van Horn,Keith Van Horn,1496,NJN,29969.0,499.0,-2.0,968.0,963.0,240.0,263.0,139.0,1931.0,25.0,48.0,4.0,11.0,8.0,11.0,11.0,37.0,10.0,39.0,48.0,16.0,46.0,124.0,65.0,26.0,205.0,1007.0,6.0,21.0,25.0,9.0,26.0,21.0,10.0,55.0,70.0,22.0,10.0,48.0,13.0,30.0,36.0,21.0,5.0,78.0,3.0,19.0,2.0,18.0,54.0,7.0,79.0,24.0,103.0,5.0,10.0,6.0,4.0,15.0,4.0,7.0,11.0,8.0,26.0,3.0,5.0,24.0,48.0,2.0,2.0,40.0,4.0,17.0,5.0,8.0,5.0,2.0,8.0,6.0,55.0,240.0,6.0,0.7608695652173914,0.8536585365853658,0.3709677419354839,0.2857142857142857,0.34615384615384615,0.47354497354497355,0.34615384615384615,0.4787234042553192,0.49516908212560384,0.4166666666666667,0.49107142857142855,0.3439153439153439,0.10483870967741936,0.16666666666666666,0.10810810810810811,20.510563380281692,0.5769230769230769,0.21875,0.05714285714285714,0.1529745042492918,0.04785894206549118,0.16216216216216217,0.028037383177570093,0.15517241379310345,0.04365079365079365,0.03676470588235294,0.05128205128205128,0.05555555555555555,0.022222222222222223,0.058823529411764705,0.08264462809917356,0.18811881188118812,0.19083969465648856,0.16455696202531644,0.04950495049504951,0.75,0.25396825396825395,0.5208333333333334,0.625,0.8,0.19576719576719576,0.2972972972972973,0.3333333333333333,0.5454545454545454,0.20634920634920634,0.2564102564102564,0.2631578947368421,0.9,0.25396825396825395,0.4230769230769231,0.36363636363636365,0.25,0.23404255319148937,0.7272727272727273,0.3404255319148936,0.5978835978835979,0.5074328042328042,0.5245260869565218,0.5066436170212766,0.08415841584158416,0.12408759124087591,0.12195121951219512,0.2682926829268293,8.576612903225806,24.696923076923078,0.24793388429752067,7.0,17.0,1.0,2.0,5.0,22.0,2.0,4.0,7.0,29.0,2.0,5.0,7.0,9.0,81.0,6.0,22.0,6.0,2.0,4.0,4.0,2.0,1.0,1.0,0.9310344827586207,0.4461538461538462,0.4,0.42857142857142855,0.4461538461538462,0.02564102564102564,0.15625,0.08994708994708994,0.4117647058823529,0.4117647058823529,0.8571428571428571,0.4583333333333333,0.4583333333333333,0.9545454545454546,0.038461538461538464,0.15384615384615385,0.5,1.0,0.10638297872340426,0.4,0.4375,0.4583333333333333,,,,,,,,,,,,,,,,,True
1533,1610612751,Anthony Johnson,Anthony Johnson,1533,NJN,2318.0,39.0,-3.0,69.0,70.0,19.0,21.0,6.0,139.0,,2.0,,,,,,4.0,3.0,5.0,2.0,1.0,3.0,11.0,2.0,2.0,8.0,60.0,,1.0,,1.0,1.0,1.0,2.0,4.0,2.0,4.0,,2.0,2.0,6.0,6.0,,1.0,12.0,,1.0,,3.0,4.0,,7.0,1.0,8.0,,,,,,1.0,,1.0,,1.0,,,5.0,11.0,,,2.0,,,1.0,,,,,,4.0,19.0,1.0,0.3333333333333333,0.3333333333333333,0.2727272727272727,,1.0,0.23076923076923078,,0.5,0.2857142857142857,,0.6666666666666666,0.15384615384615385,0.18181818181818182,0.5,0.25,19.23076923076923,,,,0.15384615384615385,0.03225806451612903,0.375,,0.20588235294117646,0.027777777777777776,,,0.09090909090909091,,,0.25,,0.23076923076923078,0.5,,,0.15384615384615385,,,,0.3076923076923077,,,,0.38461538461538464,0.6,0.6,0.3333333333333333,0.15384615384615385,,,,,,0.5,0.3076923076923077,0.44296153846153846,0.4627,0.474875,,,,0.5,11.109090909090908,24.950000000000003,0.2753623188405797,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2030,1610612751,Kenyon Martin,Kenyon Martin,2030,NJN,45011.0,750.0,21.0,1454.0,1450.0,450.0,485.0,193.0,2904.0,61.0,105.0,19.0,26.0,21.0,35.0,39.0,96.0,27.0,94.0,9.0,9.0,127.0,295.0,9.0,76.0,336.0,1473.0,20.0,37.0,54.0,34.0,84.0,9.0,35.0,109.0,146.0,108.0,26.0,8.0,28.0,50.0,57.0,25.0,17.0,121.0,5.0,25.0,,21.0,58.0,7.0,86.0,30.0,116.0,6.0,24.0,12.0,12.0,33.0,4.0,17.0,19.0,16.0,52.0,1.0,11.0,35.0,86.0,5.0,10.0,110.0,12.0,45.0,16.0,24.0,20.0,4.0,25.0,13.0,109.0,450.0,12.0,0.5748031496062992,0.6403508771929824,0.43050847457627117,0.5405405405405406,0.40476190476190477,0.4276315789473684,0.5263157894736842,0.3978494623655914,0.47592067988668557,0.574468085106383,0.4698275862068966,0.029605263157894735,0.09491525423728814,0.2,0.052083333333333336,24.064171122994654,0.6346153846153846,0.12280701754385964,,0.11284046692607004,0.043782837127845885,0.12138728323699421,0.033783783783783786,0.11499272197962154,0.04172461752433936,0.03763440860215054,0.06832298136645963,0.03125,0.0390625,,0.060109289617486336,0.15217391304347827,0.13471502590673576,0.144,0.041379310344827586,0.52,0.34539473684210525,0.580952380952381,0.7261904761904762,0.5737704918032787,0.3157894736842105,0.40625,0.42857142857142855,0.46153846153846156,0.3092105263157895,0.2872340425531915,0.29347826086956524,0.7407407407407407,0.029605263157894735,0.6842105263157895,0.7307692307692307,0.21052631578947367,0.3763440860215054,0.6,0.0967741935483871,0.375,0.4530722772277227,0.5227828571428571,0.46111956521739134,0.13353115727002968,0.13719512195121952,0.16071428571428573,0.3244047619047619,8.585423728813561,31.64444444444444,0.30949105914718017,,,,,,2.0,,1.0,2.0,2.0,,1.0,14.0,2.0,6.0,,2.0,7.0,4.0,3.0,8.0,2.0,,,1.0,0.2222222222222222,,0.2222222222222222,0.25,0.02127659574468085,0.0625,,,,,0.2222222222222222,0.2222222222222222,1.0,,0.02631578947368421,,,,,0.2222222222222222,0.25,1.0,2.0,1.0,1.0,3.0,1.0,,,,,,,,,,,True
446,1610612751,Lucious Harris,Lucious Harris,446,NJN,14676.0,245.0,71.0,469.0,460.0,196.0,202.0,62.0,929.0,11.0,19.0,3.0,6.0,3.0,6.0,6.0,12.0,20.0,37.0,12.0,3.0,37.0,68.0,12.0,22.0,111.0,436.0,5.0,11.0,10.0,13.0,24.0,3.0,17.0,46.0,46.0,28.0,2.0,11.0,4.0,13.0,14.0,5.0,7.0,29.0,1.0,8.0,,7.0,20.0,,27.0,9.0,36.0,1.0,9.0,2.0,7.0,2.0,,,4.0,2.0,6.0,,3.0,4.0,12.0,,1.0,29.0,2.0,8.0,7.0,,,,,,46.0,196.0,4.0,0.6216216216216216,0.6388888888888888,0.5441176470588235,0.45454545454545453,0.5416666666666666,0.55625,0.45454545454545453,0.5370370370370371,0.5913978494623656,0.45454545454545453,0.6216216216216216,0.15,0.058823529411764705,0.15789473684210525,0.08333333333333333,18.435754189944134,0.3333333333333333,,,0.13333333333333333,0.047619047619047616,0.109375,0.02631578947368421,0.1261682242990654,0.043689320388349516,0.038461538461538464,0.043478260869565216,0.05714285714285714,0.029411764705882353,,0.11320754716981132,0.13513513513513514,0.15,0.08163265306122448,0.03125,,0.2375,0.5789473684210527,0.6875,0.7272727272727273,0.15,0.5,0.5454545454545454,0.5,0.4625,0.5405405405405406,0.5405405405405406,0.6,0.15,0.5454545454545454,0.5,0.3333333333333333,0.2222222222222222,0.5,0.1111111111111111,0.3875,0.4579632911392405,0.44791818181818177,0.4385788461538462,0.09302325581395349,0.10810810810810811,0.09009009009009009,0.4144144144144144,11.627941176470587,26.558333333333337,0.417910447761194,,,,,,5.0,,,1.0,5.0,,,,1.0,12.0,3.0,5.0,1.0,1.0,,1.0,1.0,,,0.8,0.4166666666666667,,0.3333333333333333,0.45454545454545453,,0.2,,,,,0.4166666666666667,0.4166666666666667,0.8,,,,,,,0.3333333333333333,0.45454545454545453,1.0,1.0,,,,,1.0,,,,,,,,,,True
954,1610612751,Kerry Kittles,Kerry Kittles,954,NJN,31479.0,525.0,-43.0,1027.0,1031.0,285.0,307.0,137.0,2058.0,36.0,56.0,2.0,5.0,7.0,11.0,7.0,20.0,27.0,57.0,54.0,9.0,70.0,133.0,61.0,30.0,221.0,1075.0,4.0,11.0,18.0,14.0,30.0,13.0,18.0,58.0,100.0,40.0,2.0,54.0,9.0,27.0,41.0,11.0,12.0,96.0,3.0,15.0,,12.0,28.0,,40.0,18.0,58.0,6.0,26.0,14.0,12.0,9.0,5.0,8.0,5.0,1.0,14.0,3.0,2.0,8.0,31.0,,,40.0,2.0,16.0,5.0,8.0,5.0,3.0,9.0,5.0,58.0,285.0,7.0,0.7142857142857143,0.7246376811594203,0.5263157894736842,0.36363636363636365,0.4666666666666667,0.49226804123711343,0.3888888888888889,0.46511627906976744,0.5187793427230047,0.45,0.5471698113207547,0.31443298969072164,0.06766917293233082,0.08928571428571429,0.15,19.01172529313233,0.6428571428571429,,,0.07506702412868632,0.03614457831325301,0.10084033613445378,0.02586206896551724,0.08130081300813008,0.03389830508474576,0.029197080291970802,0.04201680672268908,0.03773584905660377,0.03,,0.0661764705882353,0.058823529411764705,0.0962962962962963,0.10588235294117647,0.0625,0.5555555555555556,0.28865979381443296,0.6428571428571429,0.7058823529411765,0.7777777777777778,0.10309278350515463,0.35,0.4117647058823529,0.5714285714285714,0.29381443298969073,0.47368421052631576,0.48214285714285715,0.6666666666666666,0.27835051546391754,0.2777777777777778,0.4,0.5,0.2558139534883721,0.6363636363636364,0.20930232558139536,0.6030927835051546,0.5255920103092784,0.4664607142857143,0.4970848837209303,0.07692307692307693,0.10884353741496598,0.08144796380090498,0.26244343891402716,9.349624060150378,24.595081967213115,0.2775073028237585,5.0,7.0,,3.0,4.0,12.0,2.0,7.0,1.0,17.0,2.0,7.0,4.0,4.0,51.0,,12.0,14.0,12.0,2.0,4.0,,,,1.0,0.2786885245901639,0.2857142857142857,0.3076923076923077,0.2786885245901639,0.017543859649122806,0.08823529411764706,0.03608247422680412,0.7142857142857143,0.7142857142857143,1.0,0.2222222222222222,0.23076923076923078,1.0,,0.3888888888888889,0.2857142857142857,1.0,0.09302325581395349,0.75,0.1111111111111111,0.2222222222222222,,,1.0,,,,,2.0,1.0,0.03278688524590164,0.037037037037037035,,,,,,True
467,1610612751,Jason Kidd,Jason Kidd,467,NJN,42672.0,711.0,21.0,1385.0,1379.0,427.0,461.0,187.0,2764.0,49.0,80.0,7.0,13.0,18.0,26.0,15.0,41.0,49.0,106.0,63.0,27.0,113.0,227.0,73.0,57.0,328.0,1413.0,12.0,23.0,35.0,42.0,78.0,28.0,22.0,115.0,72.0,154.0,10.0,61.0,14.0,132.0,161.0,74.0,30.0,351.0,11.0,23.0,1.0,32.0,66.0,8.0,106.0,35.0,141.0,10.0,31.0,20.0,11.0,41.0,11.0,30.0,18.0,11.0,59.0,4.0,20.0,15.0,34.0,3.0,3.0,70.0,6.0,22.0,10.0,4.0,3.0,1.0,6.0,5.0,115.0,427.0,9.0,0.3185840707964602,0.3333333333333333,0.4977973568281938,0.5217391304347826,0.5384615384615384,0.45166666666666666,0.5,0.4386792452830189,0.48773006134969327,0.5645161290322581,0.4829059829059829,0.24333333333333335,0.06167400881057269,0.1375,0.07317073170731707,23.98753894080997,0.6949152542372882,0.14814814814814814,0.018867924528301886,0.1346938775510204,0.042435424354243544,0.19875776397515527,0.0763888888888889,0.15053763440860216,0.04956268221574344,0.05056179775280899,0.046357615894039736,0.03286384976525822,0.08064516129032258,0.05,0.10674157303370786,0.14615384615384616,0.15384615384615385,0.15517241379310345,0.06578947368421052,0.8333333333333334,0.26666666666666666,0.6125,0.7101449275362319,0.3877551020408163,0.13666666666666666,0.36585365853658536,0.39473684210526316,0.13333333333333333,0.35333333333333333,0.46226415094339623,0.46226415094339623,0.30612244897959184,0.21,0.48148148148148145,0.5384615384615384,,0.24528301886792453,0.6923076923076923,0.25471698113207547,0.51,0.4834097643097643,0.46126578947368424,0.4615735576923077,0.06962025316455696,0.09053497942386832,0.10670731707317073,0.35060975609756095,10.373568281938327,25.738356164383564,0.3083032490974729,3.0,10.0,1.0,,1.0,12.0,,3.0,3.0,15.0,1.0,4.0,8.0,3.0,36.0,9.0,12.0,29.0,24.0,5.0,28.0,1.0,,1.0,0.8,0.2054794520547945,0.25,0.10714285714285714,0.2112676056338028,,0.3111111111111111,0.03333333333333333,0.3,0.3,1.0,0.19047619047619047,0.19047619047619047,0.75,0.037037037037037035,0.1111111111111111,,,0.009433962264150943,,0.1111111111111111,0.19672131147540983,2.0,,2.0,1.0,,,12.0,,1.0,,,1.0,1.0,1.0,1.0,,True
2210,1610612751,Richard Jefferson,Richard Jefferson,2210,NJN,14000.0,233.0,21.0,450.0,451.0,189.0,203.0,49.0,901.0,16.0,20.0,3.0,3.0,5.0,7.0,2.0,4.0,7.0,22.0,1.0,,25.0,46.0,2.0,15.0,65.0,430.0,4.0,4.0,13.0,9.0,14.0,,4.0,22.0,36.0,14.0,2.0,1.0,2.0,13.0,16.0,5.0,6.0,35.0,,1.0,,8.0,21.0,17.0,46.0,1.0,47.0,,3.0,2.0,1.0,7.0,,5.0,4.0,2.0,11.0,1.0,5.0,6.0,18.0,2.0,,26.0,,11.0,2.0,1.0,1.0,,1.0,,22.0,189.0,6.0,0.72,0.75,0.5434782608695652,1.0,0.6428571428571429,0.5208333333333334,1.0,0.6428571428571429,0.5327868852459017,0.9285714285714286,0.5789473684210527,0.041666666666666664,0.043478260869565216,0.05,0.25,14.229249011857709,0.6363636363636364,0.68,,0.1390728476821192,0.00625,0.14285714285714285,,0.14009661835748793,0.00510204081632653,,0.02631578947368421,,,,0.10344827586206896,0.05714285714285714,0.22413793103448276,0.15,,,0.4166666666666667,0.8,0.8421052631578947,0.75,0.08333333333333333,0.5,0.6666666666666666,0.5,0.4583333333333333,0.3181818181818182,0.3181818181818182,0.7142857142857143,0.020833333333333332,0.75,1.0,0.6666666666666666,0.5,0.7142857142857143,,0.4583333333333333,0.4982708333333333,0.5685,0.5284428571428571,0.1864406779661017,0.19298245614035087,0.2,0.3384615384615385,9.369565217391305,24.6,0.42,,1.0,,,,,,,,,,,5.0,,,,,3.0,3.0,,2.0,,,,,,,,,,0.125,0.020833333333333332,,,,,,,,,,,,,,,,3.0,,,1.0,,,,,,,,,,,,True
1928,1610612751,Todd MacCulloch,Todd MacCulloch,1928,NJN,21881.0,365.0,8.0,705.0,707.0,119.0,120.0,88.0,1412.0,40.0,77.0,17.0,34.0,6.0,13.0,10.0,25.0,,,,,50.0,102.0,,18.0,118.0,744.0,17.0,35.0,38.0,7.0,18.0,,8.0,22.0,68.0,32.0,24.0,,19.0,10.0,11.0,3.0,5.0,23.0,4.0,37.0,,13.0,40.0,2.0,55.0,41.0,96.0,4.0,4.0,1.0,3.0,13.0,1.0,3.0,8.0,10.0,21.0,3.0,5.0,33.0,48.0,5.0,2.0,29.0,5.0,12.0,5.0,26.0,24.0,2.0,26.0,14.0,22.0,119.0,5.0,0.68,0.8947368421052632,0.49019607843137253,0.4857142857142857,0.3888888888888889,0.49019607843137253,0.4857142857142857,0.3888888888888889,0.5175438596491229,0.48717948717948717,0.4782608695652174,,0.18627450980392157,0.2077922077922078,0.12,16.503667481662593,0.6190476190476191,0.1111111111111111,,0.14492753623188406,0.12416107382550336,0.1625,0.06779661016949153,0.14887640449438203,0.11484593837535013,0.16037735849056603,0.10714285714285714,0.10185185185185185,0.06,0.1111111111111111,0.1782178217821782,0.1780821917808219,0.08823529411764706,0.17857142857142858,0.12121212121212122,0.5384615384615384,0.7549019607843137,0.5194805194805194,0.6557377049180327,0.6,0.24509803921568626,0.4,0.45454545454545453,1.0,,,,,,0.9714285714285714,0.5,0.23529411764705882,0.7222222222222222,0.46153846153846156,,0.7549019607843137,0.5410088235294117,0.584515625,0.5349777777777778,0.11009174311926606,0.11009174311926606,0.3220338983050847,0.1864406779661017,2.1431372549019603,,0.16879432624113475,,,,,,,,,,,,,4.0,,,,,1.0,1.0,,2.0,1.0,,2.0,,,,,,,0.125,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,2.0,True
2215,1610612751,Jason Collins,Jason Collins,2215,NJN,6446.0,107.0,19.0,200.0,200.0,77.0,101.0,32.0,400.0,2.0,7.0,2.0,5.0,,2.0,2.0,4.0,2.0,3.0,,,6.0,14.0,,13.0,25.0,206.0,2.0,5.0,9.0,1.0,3.0,,7.0,9.0,8.0,4.0,4.0,,4.0,3.0,4.0,1.0,2.0,9.0,1.0,11.0,,,6.0,1.0,7.0,12.0,19.0,1.0,3.0,2.0,1.0,3.0,,3.0,1.0,,4.0,1.0,1.0,9.0,26.0,2.0,,20.0,,5.0,5.0,3.0,3.0,,3.0,2.0,9.0,77.0,9.0,0.6666666666666666,1.0,0.42857142857142855,0.4,0.3333333333333333,0.42857142857142855,0.4,0.3333333333333333,0.5208333333333334,0.5,0.5625,,0.2857142857142857,0.5714285714285714,,11.715481171548117,0.75,0.06666666666666667,,0.09523809523809523,0.14864864864864866,,0.038461538461538464,0.06976744186046512,0.12,0.15384615384615385,0.17391304347826086,0.12,0.04,,0.1,0.041666666666666664,0.15789473684210525,,0.25,0.6666666666666666,0.5,0.2857142857142857,0.6666666666666666,,0.2857142857142857,0.5,0.5,1.0,0.21428571428571427,0.6666666666666666,0.6666666666666666,1.0,,1.0,0.4,,0.6666666666666666,,,0.5,0.49092142857142856,0.5822,0.5354333333333333,0.2631578947368421,0.2631578947368421,0.36,0.36,7.064285714285714,,0.385,,,,,,,,,,,,,5.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,True
