EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,Fg2aBlocked,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,PtsPutbacks,AtRimAssists,OffThreePtRebounds,DefThreePtRebounds,SelfOReb,LostBallSteals,SecondChanceTurnovers,Loose Ball Fouls,BlockedShortMidRange,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,DefThreePtReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,Travels,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,NonHeaveArc3Accuracy,Avg3ptShotDistance,PenaltyArc3FGM,BlockedLongMidRange,PenaltyArc3Accuracy,SecondChanceArc3FGA,HeaveAttempts,FTOffRebounds,Technical Free Throw Trips,Blocked3s,BlockedArc3,OffFTReboundPct,SecondChanceArc3Frequency,DefensiveGoaltends,3SecondViolations,on,PtsUnassisted3s,Defensive 3 Seconds Violations,LongMidRangePctBlocked,SecondChanceAtRimPctAssisted,Clear Path Fouls,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,BlockedCorner3,Corner3PctBlocked
124,1610612758,Vlade Divac,Vlade Divac,124,SAC,1542.0,26,2,44,45,19,13.0,9.0,89,1.0,2.0,1.0,4.0,1.0,2.0,3.0,8.0,6.0,12.0,46.0,1.0,2.0,4.0,6.0,1.0,2.0,4.0,6.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,5.0,1.0,6.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,5.0,2.0,2.0,4,1.0,8.0,2.0,4.0,1.0,1.0,1.0,1.0,6.0,19,0.3333333333333333,0.3333333333333333,0.375,0.5,0.5,0.375,0.5,0.5,0.5454545454545454,0.75,0.75,0.25,0.5,0.25,28.57142857142857,0.4,1.0,0.07692307692307693,0.05,0.06896551724137931,0.04,0.1,0.13333333333333333,0.25,0.5,1.0,0.5,0.25,0.3333333333333333,0.25,0.5,0.5,1.0,0.25,0.44043750000000004,0.3495,0.37329999999999997,0.4,0.4,0.5,0.5,7.9125,0.4318181818181818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
1513,1610612758,Scot Pollard,Scot Pollard,1513,SAC,11581.0,193,9,367,368,130,129.0,55.0,735,19.0,31.0,2.0,8.0,,1.0,21.0,40.0,8.0,50.0,373.0,9.0,17.0,,18.0,8.0,16.0,5.0,21.0,22.0,20.0,6.0,3.0,3.0,2.0,6.0,23.0,14.0,2.0,24.0,29.0,53.0,7.0,6.0,2.0,,1.0,1.0,,1.0,3.0,,25.0,36,1.0,12.0,3.0,5.0,2.0,5.0,3.0,5.0,21.0,130,0.5238095238095238,0.8461538461538461,0.525,0.5294117647058824,0.5,0.525,0.5294117647058824,0.5,0.5681818181818182,0.5294117647058824,0.5526315789473685,0.15,0.0967741935483871,0.375,10.755148741418765,0.6666666666666666,0.1111111111111111,0.09859154929577464,0.15753424657534246,0.11578947368421053,0.15425531914893617,0.11475409836065574,0.09615384615384616,0.775,0.6129032258064516,0.6785714285714286,0.2,0.25,0.4,0.025,,,,0.775,0.5301400000000001,0.5588875,0.52805,0.11904761904761904,0.11904761904761904,0.36,0.42,1.8800000000000001,0.3542234332425068,8.0,15.0,7.0,15.0,16.0,1.0,6.0,8.0,2.0,1.0,1.0,4.0,2.0,5.0,4.0,0.16666666666666666,0.14285714285714285,0.18604651162790697,0.19047619047619047,0.125,0.16666666666666666,0.2,0.03636363636363636,0.15789473684210525,0.2,0.15384615384615385,1.0,0.5263157894736842,0.5,0.8823529411764706,0.5333333333333333,0.9375,0.4666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
1517,1610612758,Bobby Jackson,Bobby Jackson,1517,SAC,8253.0,138,10,259,257,79,78.0,41.0,516,12.0,23.0,6.0,9.0,8.0,16.0,26.0,48.0,7.0,80.0,253.0,5.0,8.0,1.0,14.0,4.0,9.0,2.0,19.0,16.0,36.0,6.0,5.0,8.0,2.0,19.0,6.0,7.0,,12.0,6.0,18.0,5.0,4.0,2.0,,,1.0,,2.0,3.0,,5.0,12,,10.0,6.0,8.0,,1.0,1.0,1.0,19.0,79,0.3076923076923077,0.3333333333333333,0.5416666666666666,0.625,0.4444444444444444,0.5615384615384615,0.65,0.4722222222222222,0.5970149253731343,0.7,0.5,0.125,0.21739130434782608,0.1111111111111111,22.508038585209004,0.6666666666666666,,0.07142857142857142,0.05504587155963303,0.08888888888888889,0.04195804195804196,0.06666666666666667,0.06451612903225806,0.35384615384615387,0.5217391304347826,0.6666666666666666,0.13846153846153847,0.6666666666666666,0.75,0.24615384615384617,0.5,0.5,0.375,0.6153846153846154,0.5251769230769231,0.48755,0.5129611111111111,0.11940298507462686,0.16,0.175,0.2375,7.972916666666666,0.305019305019305,3.0,3.0,2.0,5.0,4.0,2.0,,5.0,1.0,1.0,,2.0,,1.0,2.0,0.13513513513513514,,0.0625,0.03125,,,0.047619047619047616,0.08695652173913043,0.1724137931034483,,0.038461538461538464,1.0,0.3333333333333333,0.16666666666666666,0.3,1.0,0.2777777777777778,0.4,6.0,14.0,1.0,2.0,3.0,7.0,1.0,3.0,2.0,7.0,17.0,1.0,2.0,3.0,9.0,21.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,0.4117647058823529,0.5,0.3333333333333333,0.4117647058823529,0.26153846153846155,0.2153846153846154,0.42857142857142855,0.42857142857142855,1.0,0.046153846153846156,0.3333333333333333,0.3333333333333333,1.0,0.2,0.5,1.0,0.3888888888888889,0.42857142857142855,0.1111111111111111,0.3333333333333333,23.552941176470593,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
2045,1610612758,Hedo Turkoglu,Hedo Turkoglu,2045,SAC,6068.0,101,-3,194,192,80,82.0,31.0,386,4.0,8.0,2.0,10.0,,12.0,6.0,30.0,6.0,27.0,185.0,2.0,5.0,3.0,7.0,3.0,13.0,3.0,18.0,4.0,8.0,3.0,6.0,8.0,1.0,18.0,3.0,11.0,2.0,14.0,4.0,18.0,3.0,2.0,6.0,1.0,4.0,5.0,1.0,2.0,11.0,5.0,6.0,10,3.0,12.0,,4.0,2.0,5.0,1.0,5.0,18.0,80,0.3333333333333333,0.3333333333333333,0.2,0.4,0.23076923076923078,0.2625,0.4,0.4411764705882353,0.29347826086956524,0.5,0.47368421052631576,0.1,,0.3,23.949579831932773,0.5454545454545454,0.16666666666666666,0.14285714285714285,0.03409090909090909,0.125,0.035398230088495575,,0.09375,0.2,0.5,0.5,0.25,0.2,0.2857142857142857,0.3,,,,0.45,0.46619874999999994,0.48628,0.47073235294117644,0.09090909090909091,0.11764705882352941,0.25925925925925924,0.6666666666666666,10.306666666666667,0.41237113402061853,1.0,2.0,2.0,4.0,,3.0,1.0,1.0,2.0,1.0,,,2.0,3.0,,0.05263157894736842,0.04,0.038461538461538464,0.08695652173913043,,0.08333333333333333,0.2,0.16,0.06666666666666667,,0.07407407407407407,0.6,0.25,0.5,0.4,0.5,0.23529411764705882,0.5,1.0,5.0,,,1.0,2.0,2.0,5.0,2.0,3.0,10.0,,,3.0,4.0,9.0,5.0,2.0,2.0,,2.0,2.0,,1.0,0.3,,0.75,0.3,0.25,0.125,0.2,0.2,1.0,0.125,0.4,0.4,1.0,,,,0.11764705882352941,0.5,0.11764705882352941,0.4,24.15,2.0,2.0,1.0,,,,,,,,,,,True,,,,,,,,,,,,,,,
57,1610612758,Doug Christie,Doug Christie,57,SAC,8029.0,134,23,254,257,99,104.0,34.0,511,5.0,5.0,,2.0,1.0,4.0,6.0,11.0,14.0,29.0,246.0,,,6.0,9.0,1.0,3.0,11.0,13.0,6.0,6.0,,10.0,11.0,4.0,23.0,2.0,7.0,,12.0,5.0,17.0,5.0,2.0,7.0,1.0,6.0,3.0,1.0,1.0,10.0,2.0,3.0,9,1.0,18.0,1.0,4.0,5.0,,,1.0,13.0,99,0.5,0.5,0.5454545454545454,,0.3333333333333333,0.32608695652173914,0.375,0.1,0.45161290322580644,0.5625,0.38235294117647056,,,,13.666666666666666,0.7,,0.06422018348623854,0.02,0.08391608391608392,0.031007751937984496,0.04878048780487805,0.13157894736842105,0.21739130434782608,1.0,1.0,0.08695652173913043,,,0.17391304347826086,0.25,0.25,1.0,0.7391304347826086,0.5305833333333333,0.5628,0.46669375,0.15384615384615385,0.2857142857142857,0.3103448275862069,0.4482758620689655,8.954545454545455,0.38976377952755903,,,1.0,1.0,,5.0,2.0,5.0,1.0,3.0,1.0,,,1.0,,0.14705882352941177,0.06896551724137931,,,0.13333333333333333,,0.03225806451612903,0.025,0.17857142857142858,,0.08333333333333333,1.0,0.4,,,,0.1,1.0,1.0,4.0,1.0,2.0,,2.0,,8.0,5.0,1.0,12.0,1.0,4.0,,7.0,3.0,6.0,,1.0,,1.0,1.0,,1.0,0.08333333333333333,0.25,,0.1,0.5217391304347826,0.17391304347826086,0.25,0.25,1.0,0.34782608695652173,,,,0.5,0.5,1.0,0.2,,0.5,,27.71666666666667,,,,2.0,2.0,1.0,1.0,1.0,1.0,0.1111111111111111,0.5,,,True,,,,,,,,,,,,,,,
978,1610612758,Peja Stojakovic,Peja Stojakovic,978,SAC,5607.0,93,-10,177,182,65,55.0,28.0,359,5.0,9.0,1.0,5.0,3.0,14.0,9.0,28.0,20.0,53.0,195.0,2.0,2.0,4.0,8.0,4.0,10.0,10.0,30.0,8.0,10.0,3.0,1.0,3.0,,8.0,3.0,12.0,2.0,15.0,4.0,19.0,3.0,1.0,2.0,,,2.0,1.0,2.0,4.0,1.0,4.0,7,1.0,20.0,1.0,5.0,5.0,,,,30.0,65,0.4444444444444444,0.5714285714285714,0.32142857142857145,1.0,0.4,0.375,0.4,0.5555555555555556,0.49056603773584906,0.5714285714285714,0.6521739130434783,0.10714285714285714,0.2222222222222222,0.2,27.272727272727273,0.5,0.25,0.1935483870967742,0.046153846153846156,0.15294117647058825,0.046511627906976744,0.03571428571428571,0.16666666666666666,0.20454545454545456,0.5555555555555556,0.7142857142857143,0.11363636363636363,0.2,0.25,0.3181818181818182,0.21428571428571427,0.21428571428571427,0.6666666666666666,0.5681818181818182,0.49886477272727275,0.5787375,0.49396944444444446,0.10416666666666667,0.15625,0.1509433962264151,0.5660377358490566,11.546428571428573,0.3672316384180791,2.0,2.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,,,,,,0.043478260869565216,0.047619047619047616,0.1111111111111111,,0.07142857142857142,,,0.34782608695652173,0.0625,,0.038461538461538464,,0.4,,0.4,1.0,0.1111111111111111,0.5,1.0,3.0,,1.0,1.0,2.0,4.0,13.0,6.0,5.0,16.0,,3.0,4.0,8.0,15.0,13.0,4.0,2.0,1.0,1.0,,,1.0,0.3125,,0.5,0.3125,0.36363636363636365,0.06818181818181818,0.3333333333333333,0.3333333333333333,1.0,0.29545454545454547,0.3076923076923077,0.3076923076923077,1.0,0.2,,,0.1111111111111111,0.5,0.3333333333333333,0.3076923076923077,24.775,3.0,,0.5,2.0,,,1.0,,,,0.4,,,True,,,,,,,,,,,,,,,
2222,1610612758,Gerald Wallace,Gerald Wallace,2222,SAC,522.0,9,-3,18,16,2,,4.0,34,,1.0,,,,,,1.0,2.0,2.0,22.0,,1.0,,,,,2.0,2.0,,,,1.0,1.0,,2.0,1.0,,,,1.0,1.0,,,2.0,,1.0,,,1.0,2.0,,1.0,1,,2.0,,1.0,,1.0,,1.0,2.0,2,,,,,,,,,0.5,,1.0,,,,17.391304347826086,1.0,,,0.1,,0.09090909090909091,,,1.0,,,,,,,,,,1.0,0.5584,0.5584,,0.5,0.5,,1.0,,0.1111111111111111,,1.0,,,,1.0,,,,,,,1.0,,,,,,0.25,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
1710,1610612758,Mike Bibby,Mike Bibby,1710,SAC,7926.0,132,8,253,253,104,103.0,40.0,506,8.0,13.0,3.0,6.0,12.0,26.0,23.0,45.0,12.0,70.0,274.0,1.0,2.0,2.0,4.0,8.0,15.0,3.0,22.0,16.0,30.0,2.0,10.0,17.0,6.0,41.0,2.0,6.0,,8.0,3.0,11.0,3.0,2.0,4.0,2.0,2.0,5.0,,2.0,9.0,4.0,2.0,5,2.0,14.0,1.0,5.0,2.0,,,,22.0,104,0.34782608695652173,0.34782608695652173,0.5111111111111111,0.5,0.5333333333333333,0.5,0.14285714285714285,0.475,0.546875,0.25,0.5,0.044444444444444446,0.15384615384615385,,23.934426229508198,0.4444444444444444,,0.0625,0.02040816326530612,0.05970149253731343,0.024193548387096774,0.02702702702702703,0.09090909090909091,0.22413793103448276,0.6153846153846154,0.7272727272727273,0.10344827586206896,0.5,0.5,0.4482758620689655,0.46153846153846156,0.46153846153846156,0.4166666666666667,0.4482758620689655,0.47171724137931037,0.5162100000000001,0.5036674999999999,0.08064516129032258,0.10204081632653061,0.05714285714285714,0.3142857142857143,11.782222222222224,0.41106719367588934,,,4.0,7.0,,3.0,1.0,2.0,1.0,1.0,,,,,,0.05263157894736842,0.038461538461538464,0.030303030303030304,,0.0625,,0.04,0.05263157894736842,0.03225806451612903,0.14285714285714285,0.034482758620689655,,0.25,0.3333333333333333,,,0.35,0.5714285714285714,1.0,2.0,,1.0,,1.0,3.0,11.0,4.0,4.0,13.0,,5.0,1.0,5.0,12.0,11.0,3.0,7.0,4.0,3.0,1.0,1.0,1.0,0.3076923076923077,,0.2,0.3076923076923077,0.22413793103448276,0.034482758620689655,0.5,0.5,1.0,0.1896551724137931,0.2727272727272727,0.2727272727272727,1.0,0.14285714285714285,,,0.05,,0.2,0.2727272727272727,25.0,1.0,,0.25,4.0,,,,,,,0.5714285714285714,,,True,,,,,,,,,,,,,,,
185,1610612758,Chris Webber,Chris Webber,185,SAC,8377.0,140,9,269,270,72,81.0,33.0,539,8.0,13.0,4.0,17.0,11.0,22.0,23.0,52.0,13.0,59.0,271.0,2.0,4.0,,4.0,6.0,13.0,3.0,15.0,30.0,16.0,2.0,15.0,20.0,5.0,45.0,4.0,19.0,4.0,30.0,5.0,35.0,4.0,4.0,2.0,1.0,1.0,10.0,2.0,1.0,12.0,5.0,2.0,9,4.0,18.0,,8.0,1.0,3.0,,3.0,15.0,72,0.6521739130434783,0.7142857142857143,0.4423076923076923,0.5,0.46153846153846156,0.4423076923076923,0.5,0.46153846153846156,0.48360655737704916,0.5,0.46875,0.038461538461538464,0.15384615384615385,,23.856209150326798,0.16666666666666666,0.3333333333333333,0.20212765957446807,0.0425531914893617,0.1984732824427481,0.04132231404958678,0.05128205128205128,0.15151515151515152,0.25,0.6153846153846154,0.7272727272727273,0.3269230769230769,0.23529411764705882,0.23529411764705882,0.4230769230769231,0.5,0.5,0.8181818181818182,0.25,0.45108269230769227,0.5096666666666666,0.4407615384615384,0.13333333333333333,0.13333333333333333,0.06779661016949153,0.2542372881355932,9.946153846153846,0.26765799256505574,2.0,3.0,1.0,2.0,4.0,8.0,1.0,7.0,3.0,,1.0,,3.0,2.0,,0.1891891891891892,0.037037037037037035,0.03571428571428571,0.037037037037037035,,0.08333333333333333,0.15,0.2682926829268293,0.1935483870967742,0.16666666666666666,0.1111111111111111,0.6666666666666666,0.375,0.75,0.75,0.6666666666666666,0.15384615384615385,0.5,,,,,,,,,,,,,,,,,,,5.0,3.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,True,,,,,,,,,,,,,,,
124,1610612758,Vlade Divac,Vlade Divac,124,SAC,30631.0,511,52,991,992,354,265.0,115.0,1983,37.0,60.0,16.0,45.0,12.0,31.0,65.0,136.0,68.0,204.0,1019.0,17.0,37.0,10.0,44.0,21.0,42.0,32.0,80.0,64.0,66.0,15.0,20.0,26.0,3.0,58.0,34.0,71.0,14.0,98.0,45.0,143.0,17.0,12.0,17.0,5.0,9.0,15.0,4.0,8.0,32.0,16.0,35.0,72,3.0,90.0,4.0,35.0,12.0,19.0,13.0,19.0,80.0,354,0.49230769230769234,0.6037735849056604,0.47794117647058826,0.4594594594594595,0.5,0.4755244755244755,0.4473684210526316,0.5217391304347826,0.5483870967741935,0.5,0.6060606060606061,0.11029411764705882,0.11666666666666667,0.15555555555555556,19.190140845070424,0.53125,0.5,0.18489583333333334,0.09631728045325778,0.16247582205029013,0.09619686800894854,0.05521472392638037,0.18620689655172415,0.4195804195804196,0.6166666666666667,0.6981132075471698,0.3146853146853147,0.35555555555555557,0.42105263157894735,0.21678321678321677,0.3870967741935484,0.4,0.9166666666666666,0.46853146853146854,0.4646223776223776,0.5127513888888888,0.46818586956521735,0.20114942528735633,0.20958083832335328,0.21568627450980393,0.39215686274509803,6.291911764705882,0.35721493440968716,14.0,26.0,17.0,21.0,24.0,11.0,9.0,13.0,5.0,5.0,4.0,10.0,6.0,10.0,10.0,0.09774436090225563,0.09574468085106383,0.16831683168316833,0.0898876404494382,0.14035087719298245,0.02702702702702703,0.17073170731707318,0.1910828025477707,0.11578947368421053,0.05263157894736842,0.08333333333333333,0.5263157894736842,0.4594594594594595,0.25,0.6842105263157895,0.5384615384615384,0.45652173913043476,0.8095238095238095,,1.0,,,,,2.0,6.0,4.0,2.0,7.0,,1.0,2.0,4.0,3.0,6.0,2.0,6.0,3.0,3.0,6.0,1.0,0.5,0.2857142857142857,,0.5,0.2857142857142857,0.04895104895104895,0.006993006993006993,,,,0.04195804195804196,0.3333333333333333,0.3333333333333333,0.5,,,,,,0.08695652173913043,0.3333333333333333,22.47142857142857,2.0,,0.5,1.0,,2.0,,,,0.05,0.02631578947368421,1.0,2.0,False,3.0,5.0,0.03225806451612903,0.14285714285714285,,,,,,,,,,,
