EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,Points,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsUnassisted2s,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Usage,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,FTDefRebounds,DefRebounds,Rebounds,Fouls,NonShootingPenaltyNonTakeFouls,DefFTReboundPct,on,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,FtPoints,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PtsAssisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg3ptShotDistance,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFG3M,Clear Path Fouls,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,SecondChanceFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGM,BlockedLongMidRange,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,HeaveAttempts,BlockedCorner3,Corner3PctBlocked
1444,1610612758,Lawrence Funderburke,Lawrence Funderburke,1444,SAC,47.0,1,4,2,2,2,2,4,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,2.0,4.0,4.0,4.0,2,1.0,1.0,1.0,1.0,1.0,1.0,100.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.32555,0.32555,1.0,5.85,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1517,1610612758,Bobby Jackson,Bobby Jackson,1517,SAC,47.0,1,4,2,2,2,2,4,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2045,1610612758,Hedo Turkoglu,Hedo Turkoglu,2045,SAC,47.0,1,4,2,2,2,2,4,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2222,1610612758,Gerald Wallace,Gerald Wallace,2222,SAC,47.0,1,4,2,2,2,2,4,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,1610612758,Chucky Brown,Chucky Brown,359,SAC,47.0,1,4,2,2,2,2,4,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,1610612758,Vlade Divac,Vlade Divac,124,SAC,32173.0,536,54,1035,1037,373,278,2072,38.0,62.0,17.0,21.0,17.0,49.0,68.0,144.0,216.0,22.0,44.0,86.0,70.0,86.0,373,0.4722222222222222,0.5,0.47019867549668876,0.5208333333333334,0.5482233502538071,0.6142857142857143,19.630872483221477,0.4105960264900662,0.6129032258064516,0.7037037037037037,0.32450331125827814,0.3469387755102041,0.4146341463414634,0.4375,0.8095238095238095,0.45695364238410596,0.463341059602649,0.46423229166666663,0.39814814814814814,6.3819444444444455,0.36038647342995167,17.0,103.0,149.0,76.0,10.0,0.5483870967741935,False,124.0,14.0,26.0,13.0,33.0,1.0,2.0,6.0,1.0,2.0,4.0,2.0,7.0,74.0,1065.0,18.0,39.0,1.0,14.0,50.0,2.0,4.0,36.0,66.0,3.0,3.0,24.0,6.0,2.0,17.0,21.0,6.0,27.0,3.0,3.0,11.0,6.0,4.0,60.0,9.0,35.0,2.0,13.0,73.0,46.0,5.0,18.0,13.0,5.0,19.0,6.0,10.0,18.0,5.0,9.0,1.0,37.0,4.0,18.0,37.0,10.0,4.0,98.0,6.0,39.0,13.0,20.0,14.0,6.0,20.0,10.0,1.0,2.0,5.0,0.4852941176470588,0.5892857142857143,0.5,0.2857142857142857,0.5,0.2857142857142857,0.46153846153846156,0.45,0.5208333333333334,0.046357615894039736,0.11805555555555555,0.12903225806451613,0.16326530612244897,0.030303030303030304,0.5135135135135135,0.047619047619047616,0.17804878048780487,0.0938337801608579,0.09558823529411764,0.09090909090909091,0.1575091575091575,0.09322033898305085,0.1619047619047619,0.08421052631578947,0.057803468208092484,0.13559322033898305,0.025,0.15730337078651685,0.18633540372670807,0.18125,0.11458333333333333,0.05,0.07936507936507936,0.5,0.4473684210526316,0.23529411764705882,0.2185430463576159,0.3939393939393939,0.40625,0.9230769230769231,0.006622516556291391,0.039735099337748346,0.3333333333333333,0.3333333333333333,0.5,0.65,0.5384615384615384,0.14285714285714285,0.025,0.08333333333333333,0.5,0.3333333333333333,0.5083391891891892,0.21195652173913043,0.22033898305084745,0.23148148148148148,22.47142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1444,1610612758,Lawrence Funderburke,Lawrence Funderburke,1444,SAC,1165.0,19,-17,36,38,14,21,74,,1.0,,,,,,1.0,2.0,,,2.0,,2.0,14,,,,,0.5,1.0,4.878048780487805,1.0,,,,,,,,1.0,0.5123,,1.0,,0.3888888888888889,1.0,1.0,2.0,5.0,4.0,0.3333333333333333,False,5.0,,,,,,,,,,,,,2.0,49.0,,,,,,,,2.0,,,,,,,1.0,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,1.0,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,0.14285714285714285,,0.045454545454545456,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1517,1610612758,Bobby Jackson,Bobby Jackson,1517,SAC,22386.0,373,-42,733,741,296,282,1474,29.0,51.0,10.0,19.0,9.0,17.0,54.0,103.0,175.0,18.0,35.0,61.0,68.0,61.0,296,0.5242718446601942,0.5142857142857142,0.4828767123287671,0.4166666666666667,0.5337423312883436,0.46875,20.949074074074073,0.3493150684931507,0.5686274509803921,0.6904761904761905,0.11643835616438356,0.5294117647058824,0.5625,0.35185185185185186,0.5263157894736842,0.6438356164383562,0.5196811643835616,0.5135388888888889,0.3485714285714286,7.774757281553398,0.4038199181446112,2.0,37.0,52.0,31.0,10.0,0.06451612903225806,False,103.0,5.0,6.0,16.0,35.0,31.0,2.0,12.0,2.0,,7.0,11.0,43.0,34.0,787.0,9.0,16.0,7.0,5.0,26.0,3.0,19.0,16.0,40.0,30.0,3.0,10.0,12.0,2.0,10.0,24.0,8.0,32.0,6.0,2.0,11.0,4.0,9.0,72.0,2.0,13.0,,14.0,21.0,15.0,3.0,14.0,9.0,5.0,7.0,,4.0,11.0,4.0,3.0,3.0,18.0,1.0,7.0,9.0,2.0,2.0,43.0,7.0,17.0,6.0,2.0,1.0,1.0,3.0,3.0,,,,0.37037037037037035,0.40816326530612246,0.9090909090909091,0.2558139534883721,0.15789473684210525,0.2558139534883721,0.5625,0.45652173913043476,0.52,0.2945205479452055,0.0970873786407767,0.17647058823529413,0.058823529411764705,,0.3888888888888889,,0.07636363636363637,0.04905660377358491,0.13333333333333333,0.019801980198019802,0.09210526315789473,0.040983606557377046,0.05747126436781609,0.027777777777777776,0.05660377358490566,0.03333333333333333,,0.029411764705882353,0.07874015748031496,0.1125,0.1566265060240964,0.045454545454545456,0.04285714285714286,1.0,0.4482758620689655,0.1111111111111111,0.23972602739726026,0.45714285714285713,0.45714285714285713,0.375,0.21232876712328766,0.0821917808219178,0.16666666666666666,0.16666666666666666,1.0,0.2608695652173913,0.8333333333333334,,0.08695652173913043,0.12962962962962962,,0.16666666666666666,0.4943052631578948,0.11464968152866242,0.1504424778761062,0.14857142857142858,23.7953488372093,9.0,1.0,5.0,3.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,0.2903225806451613,0.2903225806451613,0.8888888888888888,0.21739130434782608,0.2,1.0,0.2222222222222222,0.25,0.022727272727272728,,,,,,,,,,
1710,1610612758,Mike Bibby,Mike Bibby,1710,SAC,39618.0,660,48,1309,1307,483,413,2616,29.0,53.0,11.0,18.0,15.0,26.0,89.0,198.0,324.0,25.0,58.0,110.0,112.0,110.0,483,0.4494949494949495,0.43103448275862066,0.49221789883268485,0.4276315789473684,0.5436241610738255,0.5339805825242718,22.06851119894598,0.20622568093385213,0.5471698113207547,0.6744186046511628,0.10116731517509728,0.5769230769230769,0.6521739130434783,0.23684210526315788,0.6111111111111112,0.4357976653696498,0.47400194552529173,0.4669940789473684,0.3395061728395062,12.398484848484847,0.3689839572192513,1.0,46.0,60.0,30.0,5.0,0.023809523809523808,False,163.0,2.0,2.0,45.0,119.0,14.0,17.0,45.0,6.0,4.0,15.0,25.0,59.0,71.0,1366.0,5.0,8.0,7.0,4.0,17.0,5.0,18.0,45.0,66.0,66.0,9.0,,45.0,17.0,15.0,60.0,20.0,80.0,9.0,11.0,31.0,3.0,26.0,180.0,3.0,11.0,,17.0,28.0,14.0,2.0,23.0,14.0,9.0,27.0,4.0,15.0,10.0,1.0,12.0,1.0,37.0,1.0,14.0,11.0,,3.0,86.0,3.0,25.0,19.0,3.0,1.0,1.0,3.0,3.0,,,,0.3707865168539326,0.3707865168539326,0.88,0.423728813559322,0.2777777777777778,0.423728813559322,0.625,0.43333333333333335,0.4722222222222222,0.22957198443579765,0.07575757575757576,0.18867924528301888,0.11538461538461539,0.01680672268907563,0.7297297297297297,,0.05761316872427984,0.023504273504273504,0.09826589595375723,0.022058823529411766,0.06828528072837632,0.023178807947019868,0.03496503496503497,0.00847457627118644,0.024154589371980676,0.024096385542168676,0.018867924528301886,0.07272727272727272,0.055,0.05113636363636364,0.0859375,0.13333333333333333,0.015625,1.0,0.3103448275862069,0.3333333333333333,0.46303501945525294,0.37815126050420167,0.38461538461538464,0.4222222222222222,0.054474708171206226,0.17509727626459143,0.37777777777777777,0.37777777777777777,0.8235294117647058,0.13333333333333333,1.0,1.0,0.4,0.19736842105263158,0.26666666666666666,0.37777777777777777,0.5120615384615385,0.08960573476702509,0.11363636363636363,0.05246913580246913,24.81186440677966,8.0,,1.0,1.0,3.0,1.0,,,,,,0.14285714285714285,0.5714285714285714,0.5714285714285714,1.0,0.06666666666666667,,,0.039473684210526314,0.3333333333333333,,1.0,1.0,0.16666666666666666,1.0,,,,,,
2045,1610612758,Hedo Turkoglu,Hedo Turkoglu,2045,SAC,26568.0,443,4,874,874,337,288,1748,19.0,34.0,7.0,12.0,10.0,22.0,43.0,103.0,138.0,16.0,36.0,59.0,38.0,59.0,337,0.4174757281553398,0.4444444444444444,0.44525547445255476,0.47959183673469385,0.45394736842105265,0.5175438596491229,17.241379310344826,0.24817518248175183,0.5588235294117647,0.6129032258064516,0.16058394160583941,0.45454545454545453,0.5263157894736842,0.24489795918367346,0.5833333333333334,0.49635036496350365,0.48025766423357663,0.4753295918367347,0.427536231884058,10.505825242718446,0.38558352402745993,6.0,66.0,83.0,49.0,6.0,0.17142857142857143,False,113.0,4.0,9.0,14.0,47.0,11.0,8.0,23.0,4.0,3.0,9.0,12.0,34.0,16.0,908.0,6.0,13.0,4.0,3.0,21.0,5.0,13.0,12.0,48.0,36.0,,6.0,23.0,8.0,6.0,16.0,7.0,23.0,2.0,5.0,4.0,3.0,9.0,53.0,5.0,11.0,1.0,11.0,49.0,17.0,3.0,6.0,2.0,4.0,7.0,3.0,5.0,16.0,4.0,2.0,,23.0,3.0,9.0,18.0,5.0,8.0,31.0,1.0,11.0,5.0,9.0,2.0,4.0,9.0,7.0,,,,0.5581395348837209,0.6,1.0,0.35294117647058826,0.38461538461538464,0.35294117647058826,0.46153846153846156,0.5294117647058824,0.5526315789473685,0.24817518248175183,0.05825242718446602,0.08823529411764706,0.13636363636363635,,0.30434782608695654,0.023809523809523808,0.1484848484848485,0.03481012658227848,0.10476190476190476,0.04950495049504951,0.13793103448275862,0.03836930455635491,0.03614457831325301,0.02631578947368421,0.03821656050955414,0.031746031746031744,0.07894736842105263,0.1891891891891892,0.14492753623188406,0.1271186440677966,0.13157894736842105,0.034482758620689655,0.04054054054054054,0.7777777777777778,0.47368421052631576,0.5,0.34306569343065696,0.2978723404255319,0.2978723404255319,0.7142857142857143,0.08029197080291971,0.1678832116788321,0.34782608695652173,0.36363636363636365,1.0,0.5294117647058824,0.4444444444444444,,0.23529411764705882,0.1836734693877551,0.3333333333333333,0.34782608695652173,0.5236607142857143,0.07482993197278912,0.09734513274336283,0.15217391304347827,24.644117647058824,4.0,,,2.0,4.0,2.0,,,,,,0.5,0.36363636363636365,0.36363636363636365,1.0,,,,0.08163265306122448,0.5,,2.0,3.0,0.5,1.0,1.0,0.029411764705882353,0.043478260869565216,,,
