EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGA,FG2A,FtPoints,Points,OpponentPoints,PenaltyFG2A,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,FTDefRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,ShootingFouls,Fouls,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,Defensive 3 Seconds Violations,PenaltyOffPossExcludingTakeFouls,TsPct,Usage,DefFTReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,ShortMidRangeFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,FG2M,PenaltyFG2M,PenaltyPoints,PtsUnassisted2s,Fg2aBlocked,PenaltyPointsExcludingTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,PenaltyPointsPct,LongMidRangeFGA,Arc3FGA,FG3A,NonHeaveArc3FGA,DefTwoPtRebounds,FG3APct,DefTwoPtReboundPct,DefShortMidRangeReboundPct,LongMidRangeFrequency,Arc3Frequency,Avg3ptShotDistance,SecondChanceAtRimFGA,SecondChanceFG2A,PenaltyFtPoints,AtRimAssists,OffTwoPtRebounds,OffRebounds,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,BlockedShortMidRange,LiveBallTurnoverPct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,SecondChanceAtRimFrequency,SecondChanceShotQualityAvg,PtsAssisted2s,Assisted2sPct,NonPutbacksAssisted2sPct,AtRimPctAssisted,LostBallSteals,OffAtRimReboundPct,SecondChanceAtRimFGM,LongMidRangeFGM,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,PtsPutbacks,SelfOReb,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,RecoveredBlocks,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffLongMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimAccuracy,SecondChancePointsPct,FTOffRebounds,OffFTReboundPct,Offensive Fouls,DefAtRimReboundPct,DefLongMidRangeReboundPct,NonShootingPenaltyNonTakeFouls,on,Corner3FGA,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,OffThreePtRebounds,BadPassOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,Loose Ball Fouls,NonShootingFoulsDrawn,DefensiveGoaltends,3SecondViolations,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,ShortMidRangePctBlocked,LongMidRangePctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,ShortMidRangePctAssisted,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFG3M,Clear Path Fouls,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGM,BlockedLongMidRange,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,HeaveAttempts,BlockedCorner3,Corner3PctBlocked
124,1610612758,Vlade Divac,Vlade Divac,124,SAC,332.0,6,-2.0,11,9,3,1.0,20,1.0,1.0,2.0,2.0,14.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3,0.5,16.666666666666668,1.0,0.5,0.25,1.0,1.0,0.3971,0.3971,0.5,0.5,6.2,0.2727272727272727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1444,1610612758,Lawrence Funderburke,Lawrence Funderburke,1444,SAC,150.0,2,-2.0,5,6,2,,11,1.0,3.0,,4.0,8.0,2.0,,,,,,,,,,,,,,,,,,,2,0.6666666666666666,60.0,,,,,0.3333333333333333,0.3878,0.32555,,,3.9,0.4,3.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,1.0,4.0,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,0.3333333333333333,0.5,0.6666666666666666,0.5,1.0,1.0,1.0,0.5,1.0,0.6666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710,1610612758,Mike Bibby,Mike Bibby,1710,SAC,477.0,8,-9.0,17,18,2,5.0,35,,5.0,,2.0,22.0,,,,,,1.0,,2.0,2.0,,,,,,,,,,,2,0.16666666666666666,27.272727272727273,,0.5,0.25,0.5,,0.4594333333333333,,,,16.220000000000002,0.11764705882352941,4.0,1.0,1.0,,,,1.0,,,2.0,,,0.2,,0.16666666666666666,,,,,0.16666666666666666,1.0,1.0,,,,,0.3333333333333333,,4.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.16666666666666666,0.5,0.6666666666666666,0.16666666666666666,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2222,1610612758,Gerald Wallace,Gerald Wallace,2222,SAC,759.0,13,-4.0,27,26,7,6.0,53,,1.0,4.0,4.0,31.0,,1.0,1.0,,2.0,,,,1.0,,,2.0,3.0,4.0,2.0,1.0,,1.0,,7,0.6666666666666666,15.15151515151515,,,,,,0.5584,,0.6666666666666666,0.6666666666666666,,0.25925925925925924,6.0,,1.0,,,,,,2.0,,,2.0,,,,,1.0,,,1.0,,,,,,,1.0,0.5,,,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.07692307692307693,0.07142857142857142,0.25,1.0,0.5584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,1610612758,Doug Christie,Doug Christie,57,SAC,347.0,6,,13,12,5,3.0,25,,1.0,,2.0,14.0,,,,,,,,,,,,,,,,,,,,5,1.0,6.666666666666667,,,,,,0.6148,,,,,0.38461538461538464,3.0,1.0,1.0,,,,1.0,,,,,,1.0,,1.0,,,,,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1513,1610612758,Scot Pollard,Scot Pollard,1513,SAC,522.0,9,-3.0,18,16,2,4.0,34,2.0,2.0,,,22.0,,,,,,,,,1.0,1.0,,1.0,1.0,,,,,,,2,,8.695652173913043,,,,,1.0,0.42025,,,,5.8,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,0.1,0.09090909090909091,,,0.3991,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1517,1610612758,Bobby Jackson,Bobby Jackson,1517,SAC,534.0,9,1.0,19,19,7,6.0,38,1.0,7.0,2.0,10.0,21.0,1.0,,,,,,,,2.0,,,,1.0,3.0,3.0,,,1.0,,7,0.7142857142857143,32.0,,,,,0.14285714285714285,0.4747571428571428,0.5976,0.42857142857142855,0.42857142857142855,7.8999999999999995,0.3684210526315789,6.0,2.0,3.0,,1.0,1.0,4.0,,,6.0,,,0.5714285714285714,,0.5714285714285714,,,,,0.42857142857142855,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,,0.42857142857142855,,3.0,,,,,,,,0.42857142857142855,,,2.0,3.0,,,2.0,2.0,,,,1.0,,,0.2,0.18181818181818182,0.25,0.6666666666666666,0.5286333333333334,2.0,0.25,0.3333333333333333,,,,2.0,1.0,2.0,1.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.25,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,1610612758,Chris Webber,Chris Webber,185,SAC,349.0,6,1.0,12,10,2,2.0,22,,1.0,1.0,3.0,10.0,1.0,,,,,,,1.0,3.0,,,,,2.0,1.0,,,,,2,0.75,14.285714285714285,,,0.125,,,0.37,0.37,0.5,0.5,,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,2.0,2.0,,2.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,1.0,1.0,1.0,0.6666666666666666,,,,,1.0,,0.25,0.5,,,,1.0,1.0,,,1.0,2.0,,,,,,,0.3333333333333333,0.25,,1.0,0.37,,,,,,,1.0,,1.0,,2.0,2.0,,,,,,,,1.0,1.0,1.0,0.5,,,,,,1.0,0.6666666666666666,1.0,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2045,1610612758,Hedo Turkoglu,Hedo Turkoglu,2045,SAC,278.0,5,-6.0,11,12,3,3.0,23,1.0,1.0,,,13.0,,,,,,,,3.0,3.0,,,1.0,2.0,,,,,,,3,,14.285714285714285,,,0.75,,1.0,0.3869,,,,5.9,0.2727272727272727,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,1610612758,Chucky Brown,Chucky Brown,359,SAC,47.0,1,4.0,2,2,2,,4,,,,,,,,,,,,1.0,1.0,1.0,,,,1.0,,,,,,,2,,,1.0,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
