EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,OpponentPoints,PenaltyOffPossExcludingTakeFouls,PenaltyOffPossPct,Arc3FGM,Arc3FGA,FG3M,FG3A,Points,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,Fg3Pct,NonHeaveFg3Pct,EfgPct,TsPct,FG3APct,Usage,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,Avg3ptShotDistance,PtsAssisted3s,DefThreePtRebounds,DeadBallTurnovers,Turnovers,Fouls,Offensive Fouls,Assisted3sPct,DefThreePtReboundPct,DefCorner3ReboundPct,Arc3PctAssisted,on,SecondChanceOffPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FtPoints,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,Fg2aBlocked,TwoPtAssists,Corner3Assists,AtRimAssists,LongMidRangeAssists,OffTwoPtRebounds,FTDefRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg3Pct,PenaltyFg3Pct,Fg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,PtsPutbacks,OffThreePtRebounds,Loose Ball Fouls,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,BadPassOutOfBoundsTurnovers,BlockedAtRim,DefensiveGoaltends,OffShortMidRangeReboundPct,ShortMidRangePctAssisted,ShortMidRangeAssists,Technical Free Throw Trips,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,LongMidRangePctBlocked,SecondChanceAtRimPctAssisted,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct
1507,1610612757,Derek Anderson,Derek Anderson,1507,POR,31.0,1.0,-3.0,1.0,2,1.0,2.0,3,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1594,1610612757,Rick Brunson,Rick Brunson,1594,POR,98.0,2.0,1.0,4.0,4,1.0,2.0,8,5.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1719,1610612757,Bonzi Wells,Bonzi Wells,1719,POR,3.0,,-3.0,,1,,1.0,1,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739,1610612757,Ruben Patterson,Ruben Patterson,1739,POR,98.0,2.0,1.0,4.0,4,1.0,2.0,8,5.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937,1610612757,Scottie Pippen,Scottie Pippen,937,POR,98.0,2.0,1.0,4.0,4,1.0,2.0,8,5.0,1.0,0.25,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.5,1.5,1.0,25.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.50625,25.6,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2216,1610612757,Zach Randolph,Zach Randolph,2216,POR,28.0,,,1.0,1,1.0,1.0,2,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1610612757,Steve Kerr,Steve Kerr,70,POR,67.0,1.0,4.0,3.0,2,,,5,2.0,,,1.0,1.0,1.0,1.0,3.0,,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,1.5,1.5,1.0,66.66666666666667,,0.5,,1.0,1.0,1.0,1.0,1.0,0.52665,26.1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,1610612757,Rasheed Wallace,Rasheed Wallace,739,POR,67.0,1.0,4.0,3.0,2,,,5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1507,1610612757,Derek Anderson,Derek Anderson,1507,POR,4506.0,75.0,-10.0,141.0,140,56.0,56.0,281,156.0,56.0,0.3971631205673759,,4.0,2.0,6.0,44.0,,4.0,,1.0,7.0,,15.0,1.0,4.0,7.0,0.3333333333333333,0.3333333333333333,0.4666666666666667,0.5945945945945946,0.2,26.219512195121954,0.024390243902439025,0.046875,,0.13333333333333333,,,0.5333333333333333,,0.47426666666666667,24.433333333333334,6.0,2.0,2.0,6.0,1.0,,1.0,0.08695652173913043,,,False,22.0,3.0,10.0,2.0,4.0,2.0,7.0,6.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,11.0,24.0,16.0,1.0,2.0,3.0,2.0,8.0,6.0,12.0,2.0,5.0,9.0,27.0,16.0,6.0,4.0,6.0,1.0,4.0,2.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,3.0,2.0,3.0,1.0,18.0,4.0,10.0,1.0,27.0,0.7272727272727273,0.7272727272727273,0.6666666666666666,0.4,0.4583333333333333,0.5,0.75,0.5294117647058824,0.8,0.675,0.16666666666666666,0.3,0.14285714285714285,0.6666666666666666,0.14285714285714285,0.05084745762711865,0.04,0.09523809523809523,0.05263157894736842,0.0625,0.11764705882352941,0.08333333333333333,0.3333333333333333,0.3,0.42857142857142855,0.6666666666666666,0.23333333333333334,0.2857142857142857,0.3333333333333333,0.23333333333333334,0.8571428571428571,0.8571428571428571,1.0,0.06666666666666667,1.0,1.0,1.0,0.5,1.0,1.0,0.25,0.23529411764705882,0.5,0.11764705882352941,1.0,0.17647058823529413,0.49502500000000005,0.4587705882352941,0.2777777777777778,0.3333333333333333,0.18181818181818182,0.6136363636363636,8.3125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1719,1610612757,Bonzi Wells,Bonzi Wells,1719,POR,6337.0,106.0,-20.0,198.0,201,69.0,55.0,399,213.0,69.0,0.3484848484848485,,6.0,,7.0,37.0,,6.0,,5.0,13.0,4.0,31.0,5.0,8.0,12.0,,,0.3684210526315789,0.43023255813953487,0.18421052631578946,22.689075630252102,0.08064516129032258,0.08235294117647059,,0.15789473684210525,,,0.631578947368421,,0.5066473684210525,25.24285714285714,,2.0,2.0,11.0,11.0,2.0,,0.08695652173913043,,,False,30.0,12.0,17.0,3.0,4.0,2.0,6.0,,8.0,,1.0,,,,1.0,1.0,4.0,14.0,31.0,9.0,5.0,,1.0,1.0,7.0,3.0,9.0,,5.0,4.0,10.0,14.0,14.0,3.0,8.0,1.0,4.0,4.0,2.0,1.0,4.0,2.0,6.0,5.0,1.0,9.0,5.0,,4.0,,1.0,3.0,13.0,3.0,7.0,1.0,10.0,0.5,0.5384615384615384,,,0.45161290322580644,0.3333333333333333,0.5,0.21428571428571427,0.5,0.3125,0.0967741935483871,0.058823529411764705,0.3333333333333333,0.8181818181818182,0.09090909090909091,0.023255813953488372,0.03669724770642202,0.05263157894736842,0.02702702702702703,0.10344827586206896,0.1111111111111111,0.09523809523809523,0.4473684210526316,0.7058823529411765,0.75,0.5833333333333334,0.15789473684210525,0.3333333333333333,0.5,0.21052631578947367,,,,0.02631578947368421,,,,,,,0.16666666666666666,0.2857142857142857,0.75,0.07142857142857142,,0.2857142857142857,0.47574000000000005,0.4812357142857143,0.16666666666666666,0.2,0.1891891891891892,0.2702702702702703,6.316129032258065,2.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,0.6,0.08695652173913043,0.058823529411764705,0.16666666666666666,0.1111111111111111,1.0,0.5,0.6666666666666666,,,,,,,,,,,,,,,,
