EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,PenaltyFG3M,PenaltyFG3A,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,ShortMidRangeAssists,DefThreePtRebounds,Steals,LostBallSteals,DeadBallTurnovers,PenaltyTurnovers,Loose Ball Fouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,FG3APctBlocked,Arc3PctBlocked,DefThreePtReboundPct,DefCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,Corner3FGA,ThreePtAssists,Arc3Assists,Corner3Assists,FTDefRebounds,BadPassSteals,LostBallTurnovers,Travels,2pt And 1 Free Throw Trips,Technical Free Throw Trips,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,AtRimPctBlocked,LongMidRangePctBlocked,DefFTReboundPct,OffAtRimReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceTurnovers,Offensive Fouls,BlockedLongMidRange,BlockedShortMidRange,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceArc3FGA,SecondChanceFG3A,PtsUnassisted3s,HeaveAttempts,OffThreePtRebounds,LostBallOutOfBoundsTurnovers,OffThreePtReboundPct,OffArc3ReboundPct,SecondChanceArc3Frequency,BadPassOutOfBoundsTurnovers,FTOffRebounds,OffFTReboundPct,DefensiveGoaltends,3SecondViolations,SecondChanceArc3FGM,SecondChanceFG3M,Blocked3s,BlockedArc3,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,on
1542,1610612760,Predrag Drobnjak,Predrag Drobnjak,1542,SEA,2128.0,35,-24.0,58,58,9,10,7,116,1.0,1.0,1.0,1.0,2.0,3.0,9.0,4.0,12.0,2.0,10.0,81,1.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,8.0,1.0,2.0,2.0,1.0,1.0,4.0,3.0,4.0,4.0,3.0,7,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,3.0,9,1.0,1.0,0.3333333333333333,0.5,0.5,0.3333333333333333,0.5,0.5,0.35714285714285715,0.5,0.5,0.08333333333333333,0.5,22.727272727272727,1.0,0.3076923076923077,0.1,0.23529411764705882,0.09090909090909091,0.1111111111111111,0.13333333333333333,0.6666666666666666,0.25,0.16666666666666666,0.14285714285714285,0.08333333333333333,1.0,1.0,1.0,0.16666666666666666,0.75,0.3333333333333333,0.3333333333333333,1.0,0.5,1.0,1.0,0.08333333333333333,0.3758166666666667,0.44745,0.2993,0.07692307692307693,0.07692307692307693,0.3,0.3,15.433333333333332,0.15517241379310345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1740,1610612760,Rashard Lewis,Rashard Lewis,1740,SEA,3649.0,61,-17.0,118,116,32,42,20,234,2.0,3.0,,1.0,6.0,3.0,7.0,7.0,16.0,12.0,29.0,132,1.0,4.0,2.0,4.0,1.0,2.0,8.0,13.0,6.0,1.0,2.0,2.0,,1.0,4.0,3.0,3.0,4.0,3.0,7,1.0,,,1.0,3.0,9.0,12.0,3.0,3.0,13.0,32,0.42857142857142855,0.5,0.4375,0.25,0.5,0.40476190476190477,0.25,0.8333333333333334,0.5370370370370371,0.4,0.9285714285714286,0.0625,0.16666666666666666,19.71830985915493,,0.07894736842105263,0.05172413793103448,0.08333333333333333,0.045454545454545456,0.041666666666666664,0.09090909090909091,,,0.16666666666666666,0.09090909090909091,0.14285714285714285,0.6666666666666666,0.6666666666666666,,0.2857142857142857,0.3333333333333333,0.42857142857142855,0.42857142857142855,1.0,0.25,,,0.38095238095238093,0.46021428571428574,0.4577,0.4664,0.125,0.15789473684210525,0.13793103448275862,0.4482758620689655,11.45625,0.2711864406779661,2.0,1.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,8.0,3.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,0.2,1.0,0.2,0.23809523809523808,0.2,0.2,0.1,0.3333333333333333,0.3333333333333333,0.4,0.23809523809523808,0.2,0.25,1.0,0.3333333333333333,1.0,0.2,24.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2046,1610612760,Desmond Mason,Desmond Mason,2046,SEA,12326.0,205,-46.0,374,367,98,131,44,741,8.0,12.0,3.0,3.0,8.0,13.0,34.0,23.0,54.0,10.0,59.0,415,5.0,7.0,,10.0,7.0,16.0,5.0,19.0,24.0,4.0,6.0,9.0,2.0,3.0,21.0,5.0,19.0,26.0,5.0,31,,4.0,2.0,5.0,8.0,11.0,17.0,5.0,4.0,19.0,98,0.5217391304347826,0.6,0.42592592592592593,0.7142857142857143,0.4375,0.4298245614035088,0.7142857142857143,0.4375,0.4461538461538462,0.7142857142857143,0.475,0.07407407407407407,,16.121495327102803,0.8,0.1417910447761194,0.029940119760479042,0.14035087719298245,0.025380710659898477,0.029850746268656716,0.015151515151515152,0.034482758620689655,0.18,0.16363636363636364,,0.21052631578947367,0.6666666666666666,0.8,0.375,0.14035087719298245,0.5964912280701754,0.38235294117647056,0.40625,0.6153846153846154,0.42857142857142855,1.0,,0.2631578947368421,0.4497587719298246,0.5156285714285714,0.43755,0.08196721311475409,0.08620689655172414,0.1694915254237288,0.3220338983050847,12.437037037037037,0.2620320855614973,2.0,,2.0,,,1.0,3.0,,,22.0,3.0,6.0,2.0,,,1.0,5.0,4.0,1.0,1.0,1.0,,1.0,1.0,0.3333333333333333,,0.3333333333333333,0.05263157894736842,,,0.13513513513513514,0.1875,0.25,0.25,0.03508771929824561,,,,,,,24.366666666666664,3.0,4.0,1.0,1.0,3.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,0.16666666666666666,0.058823529411764705,0.14285714285714285,0.058823529411764705,0.09523809523809523,1.0,0.5,0.017543859649122806,1.0,1.0,1.0,0.25,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
452,1610612760,Vin Baker,Vin Baker,452,SEA,7534.0,126,-41.0,226,220,55,76,32,446,11.0,20.0,2.0,5.0,23.0,1.0,7.0,23.0,50.0,3.0,52.0,253,2.0,7.0,1.0,5.0,5.0,14.0,1.0,14.0,18.0,9.0,3.0,4.0,2.0,1.0,9.0,9.0,8.0,13.0,9.0,22,1.0,,,4.0,12.0,20.0,5.0,3.0,,14.0,55,0.391304347826087,0.42857142857142855,0.46,0.2857142857142857,0.35714285714285715,0.4803921568627451,0.2857142857142857,0.43333333333333335,0.49056603773584906,0.3125,0.4375,0.18,0.21739130434782608,21.673003802281368,,0.09302325581395349,0.07894736842105263,0.08653846153846154,0.06870229007633588,0.046511627906976744,0.08695652173913043,0.1,0.06060606060606061,0.12121212121212122,0.05555555555555555,0.39215686274509803,0.55,0.6470588235294118,0.45454545454545453,0.45098039215686275,0.13725490196078433,0.14285714285714285,0.16666666666666666,1.0,0.7142857142857143,0.4,,0.4117647058823529,0.4760490196078432,0.5105285714285714,0.5052733333333334,0.05660377358490566,0.057692307692307696,0.09615384615384616,0.2692307692307692,6.554000000000001,0.24336283185840707,11.0,,,,,1.0,1.0,1.0,1.0,28.0,3.0,4.0,,,,,1.0,2.0,,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0196078431372549,,,0.05555555555555555,,0.4782608695652174,0.6111111111111112,,,,,,,,22.5,3.0,8.0,1.0,1.0,1.0,1.0,,4.0,2.0,,1.0,1.0,,4.0,2.0,4.0,2.0,1.0,0.15,0.14285714285714285,0.4444444444444444,0.12,0.1,0.5,0.2727272727272727,0.0196078431372549,1.0,1.0,1.0,0.5333333333333333,0.375,1.0,1.0,1.0,3.0,1.0,1.0,0.06666666666666667,1.0,,,,,,,,,,,,,,,,,,,,,,True
56,1610612760,Gary Payton,Gary Payton,56,SEA,11107.0,185,-54.0,336,329,84,114,40,665,12.0,21.0,1.0,2.0,30.0,17.0,35.0,40.0,86.0,15.0,104.0,385,5.0,10.0,,10.0,9.0,18.0,6.0,27.0,30.0,10.0,19.0,27.0,10.0,7.0,62.0,8.0,20.0,31.0,9.0,40,3.0,8.0,4.0,11.0,4.0,12.0,23.0,10.0,2.0,27.0,84,0.375,0.38461538461538464,0.46511627906976744,0.5,0.5,0.445,0.45454545454545453,0.5,0.46846846846846846,0.45454545454545453,0.5192307692307693,0.11627906976744186,0.13333333333333333,31.770833333333336,0.7272727272727273,0.1652892561983471,0.052980132450331126,0.18064516129032257,0.05027932960893855,0.04838709677419355,0.05172413793103448,0.18518518518518517,0.10638297872340426,0.2127659574468085,0.06666666666666667,0.21,0.5714285714285714,0.75,0.4166666666666667,0.3,0.35,0.4857142857142857,0.5,0.5294117647058824,0.18181818181818182,0.5,,0.35,0.44553636363636373,0.40713333333333335,0.443115,0.09174311926605505,0.10526315789473684,0.09615384615384616,0.25961538461538464,10.317441860465117,0.25,11.0,2.0,11.0,,2.0,3.0,14.0,1.0,3.0,50.0,6.0,2.0,10.0,2.0,,2.0,8.0,3.0,1.0,3.0,3.0,,2.0,0.6666666666666666,0.21428571428571427,0.3333333333333333,0.23076923076923078,0.14,,,0.23529411764705882,0.26666666666666666,0.36666666666666664,0.4230769230769231,0.11,0.18181818181818182,0.18181818181818182,0.5,0.09523809523809523,,0.2,25.814285714285713,4.0,4.0,1.0,3.0,8.0,5.0,3.0,3.0,2.0,4.0,1.0,1.0,,1.0,1.0,1.0,1.0,,0.23809523809523808,0.02857142857142857,0.25,0.06451612903225806,0.21052631578947367,1.0,0.09090909090909091,0.03,0.3333333333333333,0.3333333333333333,1.0,0.19047619047619047,1.0,1.0,1.0,,1.0,,,0.047619047619047616,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.03571428571428571,0.04,0.09090909090909091,,,,,,,,,,,,,True
1742,1610612760,Shammond Williams,Shammond Williams,1742,SEA,1429.0,24,1.0,40,39,4,12,6,79,1.0,1.0,,,3.0,,2.0,2.0,6.0,1.0,11.0,42,,,,,,,,,,,3.0,3.0,2.0,,6.0,,2.0,3.0,,3,,1.0,,3.0,,1.0,2.0,1.0,,,4,,,0.3333333333333333,,,0.5555555555555556,,,0.55,,,,,26.53061224489796,0.3333333333333333,0.15384615384615385,,0.1875,,,,0.5,,0.1,,0.1111111111111111,1.0,1.0,,0.3333333333333333,0.2222222222222222,,,,,,,0.4444444444444444,0.4767222222222222,,,0.1,0.14285714285714285,,,11.833333333333334,0.1,1.0,2.0,3.0,,,2.0,3.0,,,4.0,3.0,,3.0,2.0,,1.0,1.0,,,2.0,,,,0.5,0.6666666666666666,,0.6666666666666666,0.3333333333333333,,,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,,,0.6666666666666666,24.366666666666664,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,3.0,,,1.0,,,,1.0,,,,,,,,,,,,True
2071,1610612760,Olumide Oyedeji,Olumide Oyedeji,2071,SEA,614.0,10,1.0,19,21,4,8,4,40,2.0,3.0,2.0,2.0,,,,2.0,3.0,,4.0,22,2.0,2.0,,4.0,,,,,,,1.0,1.0,1.0,,2.0,2.0,1.0,1.0,2.0,3,,,,,1.0,1.0,,,,,4,,,0.6666666666666666,1.0,,0.6666666666666666,1.0,,0.6666666666666666,1.0,,,,12.5,,0.2,0.2,0.14285714285714285,0.15384615384615385,0.5,,,0.5,,,1.0,0.6666666666666666,0.6666666666666666,,,,,,,1.0,1.0,,1.0,0.7399,0.70325,,,,1.0,,0.9666666666666667,0.21052631578947367,,,,,,,,,,4.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
988,1610612760,Randy Livingston,Randy Livingston,988,SEA,3223.0,54,15.0,105,105,42,57,9,210,3.0,4.0,,,3.0,,2.0,4.0,9.0,5.0,16.0,95,,1.0,,,2.0,4.0,2.0,6.0,8.0,1.0,5.0,7.0,1.0,3.0,16.0,,3.0,4.0,1.0,5,,1.0,1.0,1.0,2.0,4.0,5.0,2.0,1.0,6.0,42,1.0,1.0,0.4444444444444444,,0.5,0.5,,0.5,0.6153846153846154,,0.6,0.1111111111111111,,12.06896551724138,1.0,0.0967741935483871,,0.08,,,,,0.1111111111111111,0.11764705882352941,,0.36363636363636365,0.75,1.0,1.0,0.2727272727272727,0.18181818181818182,,,,,,,0.5454545454545454,0.48258181818181817,0.3389,0.410825,0.16666666666666666,0.2,,0.375,7.611111111111111,0.4,1.0,1.0,2.0,,,1.0,2.0,,,,3.0,,2.0,1.0,,1.0,1.0,2.0,,,1.0,,,1.0,0.5,,0.5,0.18181818181818182,,,0.05263157894736842,0.14285714285714285,0.3333333333333333,0.3333333333333333,0.18181818181818182,0.5,0.5,1.0,,,0.5,24.950000000000003,1.0,1.0,,,2.0,2.0,,,2.0,,,1.0,,,,,,1.0,0.25,,,,,,1.0,,,,,0.25,1.0,,,,,,,,,,,,,,,,,,,1.0,0.3333333333333333,,,,,,,,,,True
1744,1610612760,Jerome James,Jerome James,1744,SEA,3423.0,57,-14.0,101,100,19,32,6,201,2.0,4.0,,2.0,14.0,,,7.0,18.0,,14.0,120,,2.0,,,1.0,5.0,,2.0,4.0,1.0,3.0,4.0,,3.0,9.0,1.0,3.0,5.0,2.0,7,,2.0,1.0,4.0,7.0,14.0,2.0,1.0,,2.0,19,0.2857142857142857,0.2857142857142857,0.3888888888888889,,0.2,0.3888888888888889,,0.2,0.3684210526315789,,0.16666666666666666,0.05555555555555555,0.07142857142857142,20.535714285714285,0.5,0.1,0.02702702702702703,0.10810810810810811,0.044444444444444446,0.045454545454545456,,,,0.2,,0.2222222222222222,0.5,0.5,0.5,0.7777777777777778,,,,,1.0,,,0.2222222222222222,0.4090888888888889,0.6043499999999999,0.40136000000000005,0.05263157894736842,0.05263157894736842,,0.14285714285714285,7.633333333333334,0.18811881188118812,5.0,,,,,,,,,10.0,,,,,,,1.0,,,2.0,,1.0,1.0,,,,,,,,0.14285714285714285,,0.35714285714285715,0.38461538461538464,,,,,,,,,1.0,1.0,,,1.0,1.0,,1.0,,1.0,,,,3.0,3.0,3.0,2.0,,,,0.2,,0.3333333333333333,0.6666666666666666,0.2,,,,,0.2,1.0,,,1.0,1.0,,,,,,,,,1.0,,0.125,0.125,,,,,1.0,1.0,,,,,,,,True
699,1610612760,Brent Barry,Brent Barry,699,SEA,7995.0,133,-48.0,237,232,62,71,32,469,3.0,5.0,1.0,2.0,7.0,3.0,5.0,6.0,17.0,4.0,34.0,272,1.0,4.0,,8.0,,,,12.0,8.0,3.0,11.0,13.0,4.0,6.0,28.0,4.0,11.0,14.0,5.0,19,,4.0,4.0,8.0,3.0,12.0,4.0,1.0,,12.0,62,0.6666666666666666,0.8,0.35294117647058826,0.25,,0.4838709677419355,0.5714285714285714,1.0,0.5,0.5714285714285714,1.0,0.17647058823529413,0.42857142857142855,14.492753623188406,0.5,0.11956521739130435,0.03571428571428571,0.11926605504587157,0.03731343283582089,,0.09523809523809523,0.2727272727272727,0.05128205128205128,0.0967741935483871,,0.16129032258064516,0.6,0.6,0.6666666666666666,0.22580645161290322,0.16129032258064516,0.6,0.6,0.6666666666666666,0.2857142857142857,0.5,,0.6129032258064516,0.5097612903225807,0.569075,0.5976,0.03125,0.05555555555555555,0.23529411764705882,0.35294117647058826,10.058823529411766,0.2616033755274262,,5.0,12.0,3.0,5.0,6.0,14.0,4.0,6.0,4.0,18.0,2.0,12.0,5.0,,1.0,2.0,3.0,1.0,4.0,,,2.0,1.0,0.42857142857142855,0.6666666666666666,0.42857142857142855,0.45161290322580644,,,0.11764705882352941,0.14285714285714285,,,0.3870967741935484,0.4166666666666667,0.4166666666666667,1.0,0.8333333333333334,0.6,0.4166666666666667,25.049999999999994,,,1.0,2.0,2.0,1.0,1.0,1.0,2.0,,,,2.0,3.0,1.0,4.0,2.0,,,,0.1,,0.1,0.5,,0.06451612903225806,0.5,0.5,1.0,,,1.0,1.0,,2.0,,2.0,0.16666666666666666,1.0,3.0,3.0,,,1.0,1.0,0.045454545454545456,0.05263157894736842,0.42857142857142855,1.0,,,,,2.0,2.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,True
