EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,FG3M,FG3A,PenaltyFG3A,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,OffTwoPtRebounds,FTDefRebounds,OffRebounds,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,FG3APctBlocked,Arc3PctBlocked,DefFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,NonHeaveArc3Accuracy,Avg3ptShotDistance,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,AtRimAssists,ShortMidRangeAssists,LostBallSteals,PenaltyTurnovers,PenaltyFg3Pct,DefShortMidRangeReboundPct,PenaltyArc3Frequency,PenaltyArc3Accuracy,OffThreePtRebounds,Travels,SecondChanceTurnovers,2pt And 1 Free Throw Trips,ShortMidRangePctBlocked,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,RecoveredBlocks,BlocksRecoveredPct,Corner3FGM,PtsUnassisted3s,SelfOReb,BadPassOutOfBoundsTurnovers,Loose Ball Fouls,SelfORebPct,Corner3Accuracy,UnblockedCorner3Accuracy,Technical Free Throw Trips,SecondChanceFtPoints,OffShortMidRangeReboundPct,PenaltyCorner3FGM,FTOffRebounds,BlockedShortMidRange,OffFTReboundPct,PenaltyCorner3Accuracy,on,Blocked3s,BlockedArc3,Corner3PctAssisted,LostBallOutOfBoundsTurnovers,3SecondViolations,OffCorner3ReboundPct,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,Corner3Assists,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct
1500,1610612754,Ron Mercer,Ron Mercer,1500,IND,7031.0,117,-8.0,216,224,71.0,69,10.0,440,3.0,5.0,1.0,1.0,1.0,1.0,14.0,30.0,18.0,36.0,3.0,39.0,226,1.0,1.0,2.0,3.0,9.0,2.0,8.0,24.0,12.0,2.0,3.0,1.0,4.0,1.0,3.0,9.0,3.0,7.0,10.0,10.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,7.0,9.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,8.0,71.0,1.0,0.6666666666666666,0.6666666666666666,0.5,1.0,0.3333333333333333,0.5,1.0,0.3333333333333333,0.5131578947368421,1.0,0.4,0.05555555555555555,0.4,17.826086956521742,0.6666666666666666,0.08235294117647059,0.16666666666666666,0.0970873786407767,0.15384615384615385,0.08823529411764706,0.21428571428571427,0.1388888888888889,0.6,1.0,0.3333333333333333,0.027777777777777776,1.0,1.0,1.0,0.8333333333333334,0.4666666666666667,0.4666666666666667,0.7142857142857143,1.0,1.0,0.1388888888888889,0.42313888888888884,0.5895,0.37202222222222225,0.02702702702702703,0.02702702702702703,0.05128205128205128,0.20512820512820512,15.599999999999998,0.3287037037037037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
1506,1610612754,Austin Croshere,Austin Croshere,1506,IND,1819.0,30,10.0,57,56,17.0,12,3.0,113,2.0,5.0,1.0,1.0,,,2.0,3.0,4.0,8.0,,11.0,49,1.0,1.0,2.0,2.0,2.0,,4.0,4.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,,3.0,5.0,6.0,,,3.0,1.0,,2.0,3.0,2.0,5.0,,,,,,,,4.0,17.0,,0.5,0.6666666666666666,0.5,1.0,1.0,0.5,1.0,0.6666666666666666,0.5,1.0,0.6666666666666666,0.125,0.2,22.950819672131146,1.0,0.15789473684210525,,0.15,0.4,0.125,,0.45454545454545453,0.4,0.5,,,,,,0.2727272727272727,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.7272727272727273,0.4963818181818182,0.535,0.5276833333333334,,,0.18181818181818182,0.36363636363636365,7.25,0.2982456140350877,2.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.2727272727272727,0.3333333333333333,0.5,0.5,0.05,0.043478260869565216,0.1111111111111111,0.09090909090909091,0.18181818181818182,0.5,1.0,1.0,0.6666666666666666,1.0,0.3333333333333333,0.5,24.53333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
1563,1610612754,Kevin Ollie,Kevin Ollie,1563,IND,3159.0,53,-8.0,100,101,38.0,29,3.0,201,2.0,4.0,,,,2.0,4.0,6.0,6.0,12.0,4.0,19.0,106,,1.0,,2.0,4.0,,7.0,10.0,2.0,,10.0,2.0,12.0,2.0,7.0,26.0,2.0,5.0,7.0,7.0,3.0,2.0,2.0,2.0,1.0,,3.0,3.0,5.0,,4.0,2.0,,,,,7.0,38.0,2.0,0.8333333333333334,0.8333333333333334,0.5,,0.5,0.5357142857142857,,0.7,0.59375,,0.7,,,18.446601941747574,0.6666666666666666,0.14705882352941177,0.5,0.18421052631578946,,0.2,0.6666666666666666,0.2857142857142857,0.5,0.5,0.5,0.14285714285714285,,,,0.42857142857142855,0.6666666666666666,0.6666666666666666,1.0,,,0.42857142857142855,0.44777142857142854,0.3586,0.46371,0.125,0.14285714285714285,,0.3684210526315789,11.883333333333333,0.38,1.0,2.0,,,1.0,2.0,1.0,2.0,1.0,3.0,,2.0,1.0,,,,,1.0,0.5,0.5,0.14285714285714285,,,,,,,,0.14285714285714285,0.5,0.5,1.0,0.4,0.5,,0.5,26.1,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.18181818181818182,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
1802,1610612754,Brad Miller,Brad Miller,1802,IND,3855.0,64,-12.0,112,117,31.0,40,8.0,229,1.0,3.0,,,3.0,6.0,3.0,5.0,7.0,14.0,8.0,22.0,129,,,,,,5.0,5.0,6.0,8.0,2.0,2.0,1.0,3.0,1.0,1.0,7.0,3.0,11.0,16.0,19.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,1.0,4.0,1.0,10.0,5.0,1.0,,,,5.0,31.0,,0.42857142857142855,0.42857142857142855,0.5,,,0.5,,,0.6111111111111112,,0.8333333333333334,0.14285714285714285,0.3333333333333333,17.88617886178862,0.5,0.2391304347826087,0.3,0.25,0.4,0.25,0.25,0.21428571428571427,0.3333333333333333,0.5,1.0,0.42857142857142855,0.5,0.6,,0.35714285714285715,0.6,0.6,0.6666666666666666,,,0.21428571428571427,0.41710714285714284,,,0.29411764705882354,0.29411764705882354,,0.22727272727272727,10.821428571428571,0.2767857142857143,,,,,,,,,,,,,,,2.0,2.0,3.0,,,,,,,0.5,0.05128205128205128,0.06521739130434782,0.058823529411764705,,,,,,,,,,,,,,1.0,,,1.0,,0.125,,,1.0,1.0,1.0,2.0,0.16666666666666666,0.14285714285714285,0.09090909090909091,0.14285714285714285,0.5,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
1886,1610612754,Jonathan Bender,Jonathan Bender,1886,IND,2229.0,37,-14.0,77,77,21.0,24,3.0,154,,,,,,1.0,2.0,2.0,2.0,3.0,,4.0,70,,,,,,,,2.0,2.0,,2.0,,2.0,,,4.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,,3.0,1.0,4.0,1.0,5.0,2.0,,,,3.0,3.0,3.0,,21.0,2.0,0.5,0.5,0.6666666666666666,,,0.6666666666666666,,,0.6666666666666666,,,,,8.641975308641975,0.25,0.037037037037037035,0.14285714285714285,0.058823529411764705,,0.1111111111111111,0.14285714285714285,,,,,0.3333333333333333,,,,0.6666666666666666,1.0,1.0,0.5,,,,0.40573333333333333,,,,,,,16.400000000000002,0.2727272727272727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,,,,,,,1.0,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
1897,1610612754,Metta World Peace,Metta World Peace,1897,IND,2935.0,49,12.0,85,90,35.0,24,5.0,175,3.0,6.0,,2.0,,,2.0,4.0,5.0,10.0,6.0,19.0,95,1.0,3.0,2.0,3.0,4.0,3.0,9.0,4.0,6.0,,6.0,1.0,7.0,1.0,2.0,15.0,1.0,3.0,6.0,8.0,2.0,2.0,1.0,,2.0,1.0,3.0,3.0,9.0,1.0,9.0,3.0,2.0,,,,9.0,35.0,1.0,0.4,0.4,0.5,0.3333333333333333,0.75,0.5416666666666666,0.3333333333333333,0.75,0.59375,0.3333333333333333,0.75,,,20.87912087912088,0.3333333333333333,0.08333333333333333,0.1111111111111111,0.08888888888888889,,0.0625,0.16666666666666666,0.5,0.5,0.5,0.3333333333333333,,,,,0.3333333333333333,0.5,0.5,0.5,0.6666666666666666,,0.6666666666666666,0.4744291666666667,0.5668,0.4221,0.21428571428571427,0.25,0.10526315789473684,0.47368421052631576,8.84,0.4117647058823529,3.0,3.0,1.0,,,1.0,1.0,2.0,,,,1.0,,,2.0,2.0,2.0,,0.5,0.5,0.16666666666666666,,,0.6666666666666666,0.1,0.08695652173913043,0.1,0.08333333333333333,0.08333333333333333,,,,0.75,1.0,,,24.85,,,,2.0,2.0,,1.0,,0.2222222222222222,,,,,,1.0,,,0.125,,,,,1.0,3.0,1.0,1.0,2.0,0.16666666666666666,1.0,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
397,1610612754,Reggie Miller,Reggie Miller,397,IND,3986.0,66,4.0,126,131,49.0,50,3.0,257,5.0,6.0,,,1.0,2.0,3.0,4.0,9.0,12.0,5.0,38.0,132,,,,5.0,7.0,2.0,15.0,10.0,8.0,,5.0,,5.0,,2.0,10.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,6.0,1.0,3.0,,6.0,1.0,1.0,1.0,1.0,1.0,15.0,49.0,1.0,0.5555555555555556,0.5555555555555556,0.75,,0.7142857142857143,0.717391304347826,,0.65,0.72,,0.6818181818181818,,,23.484848484848484,0.5,0.019230769230769232,0.1111111111111111,0.03278688524590164,,0.047619047619047616,0.2,0.2608695652173913,0.8333333333333334,0.8333333333333334,0.6,0.08695652173913043,0.5,0.5,,0.17391304347826086,0.75,0.75,0.6666666666666666,,,0.7391304347826086,0.43717954545454546,,0.3747333333333333,0.041666666666666664,0.07692307692307693,,0.39473684210526316,8.016666666666667,0.3888888888888889,3.0,4.0,,,5.0,11.0,5.0,11.0,3.0,9.0,,11.0,5.0,1.0,,,,0.6,0.45454545454545453,0.45454545454545453,0.4782608695652174,0.09090909090909091,0.09090909090909091,,,,,,0.4782608695652174,0.45454545454545453,0.5,0.6,0.4,0.75,,0.45454545454545453,27.254545454545454,1.0,3.0,1.0,2.0,1.0,,3.0,0.3333333333333333,,0.3,0.3333333333333333,,,,,,,,,,1.0,1.0,,6.0,,2.0,,,,,2.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
979,1610612754,Jermaine O'Neal,Jermaine O'Neal,979,IND,4800.0,80,,144,150,48.0,38,5.0,294,7.0,10.0,,,7.0,16.0,1.0,4.0,15.0,30.0,11.0,41.0,150,,2.0,1.0,9.0,14.0,7.0,25.0,20.0,10.0,3.0,3.0,,3.0,,3.0,6.0,1.0,6.0,8.0,10.0,1.0,1.0,3.0,2.0,5.0,1.0,8.0,4.0,15.0,5.0,15.0,4.0,4.0,3.0,3.0,3.0,25.0,48.0,1.0,0.6666666666666666,0.6666666666666666,0.5,,0.6428571428571429,0.5,,0.6428571428571429,0.5540540540540541,0.16666666666666666,0.6578947368421053,0.1,0.2,29.605263157894736,0.375,0.09836065573770492,0.08333333333333333,0.0958904109589041,0.15789473684210525,0.09090909090909091,,0.3333333333333333,0.7,0.875,0.7142857142857143,0.5333333333333333,0.4375,0.4666666666666667,0.5714285714285714,0.13333333333333333,0.25,0.25,1.0,,,0.3333333333333333,0.41381333333333337,0.37844999999999995,0.42961428571428567,0.12121212121212122,0.12121212121212122,0.024390243902439025,0.6097560975609756,7.670000000000001,0.3333333333333333,5.0,6.0,,,,,,,,,,,,,2.0,1.0,2.0,,,,,,,0.125,0.045454545454545456,0.0392156862745098,,,,,,,0.42857142857142855,0.8333333333333334,,,,,,,,,,3.0,,0.05,,,,,,1.0,0.0625,,,,0.25,1.0,0.3333333333333333,,,1.0,,,0.08333333333333333,,,,1.0,0.16666666666666666,,,,,,True,,,,,,,,,,,,,,,,,,,,
1902,1610612754,Jeff Foster,Jeff Foster,1902,IND,3538.0,59,-14.0,106,114,28.0,37,5.0,220,2.0,2.0,1.0,1.0,,1.0,,2.0,2.0,5.0,2.0,12.0,114,1.0,2.0,2.0,1.0,3.0,,5.0,2.0,2.0,,7.0,,7.0,,2.0,14.0,1.0,10.0,12.0,14.0,1.0,1.0,4.0,3.0,3.0,1.0,7.0,2.0,11.0,3.0,5.0,3.0,,1.0,,1.0,5.0,28.0,1.0,0.5,1.0,0.4,0.5,0.3333333333333333,0.625,0.5,0.625,0.6,0.5,0.625,,,15.178571428571427,0.5714285714285714,0.21739130434782608,0.1111111111111111,0.2,0.11764705882352941,0.15789473684210525,,0.25,1.0,1.0,0.5,0.125,,,,0.25,,,,0.5,1.0,0.625,0.4523875,0.5339,0.4661375,0.3,0.42857142857142855,0.16666666666666666,0.4166666666666667,8.7,0.2641509433962264,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,1.0,,1.0,1.0,2.0,0.5,0.6666666666666666,0.6666666666666666,0.375,,,0.16666666666666666,0.02631578947368421,0.024390243902439025,,0.125,0.25,0.5,0.5,1.0,0.25,1.0,0.25,0.5,24.933333333333334,,,1.0,4.0,1.0,,1.0,1.0,0.5,,,,,,1.0,,,,,0.5,1.0,1.0,1.0,3.0,,,5.0,,1.0,1.0,,,0.125,1.0,1.0,1.0,0.16666666666666666,1.0,True,,,,,,,,,,,,,,,,,,,,
2224,1610612754,Jamaal Tinsley,Jamaal Tinsley,2224,IND,1391.0,23,-11.0,39,42,4.0,4,4.0,81,2.0,5.0,,1.0,,,3.0,6.0,5.0,11.0,,10.0,43,,1.0,,,1.0,,,2.0,8.0,1.0,4.0,,4.0,,3.0,8.0,1.0,1.0,2.0,2.0,,,,,1.0,,1.0,2.0,3.0,,1.0,1.0,,,,,,4.0,,0.2,0.2,0.45454545454545453,,,0.45454545454545453,,,0.45454545454545453,,,0.09090909090909091,0.2,26.666666666666664,,0.06666666666666667,0.16666666666666666,0.09523809523809523,,0.2,0.16666666666666666,0.45454545454545453,0.4,0.5,,,,,,0.5454545454545454,0.5,0.5,0.3333333333333333,1.0,,0.45454545454545453,0.46664545454545453,0.5136,0.5938,0.09090909090909091,0.09090909090909091,,,10.799999999999999,0.10256410256410256,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
