EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2A,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PlusMinus,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsUnassisted3s,Fg2aBlocked,Fg3aBlocked,FTOffRebounds,LostBallTurnovers,Travels,Loose Ball Fouls,Offensive Fouls,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,PenaltyFg3Pct,PenaltyEfgPct,PenaltyTsPct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,OffFTReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyPointsPct,PenaltyAtRimFGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG2M,SecondChanceFg3Pct,PenaltyFg2Pct,LongMidRangePctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimAccuracy,SecondChanceCorner3FGA,BadPassOutOfBoundsTurnovers,LongMidRangePctBlocked,SecondChanceCorner3Frequency,PenaltyFtPoints,NonShootingFoulsDrawn,3SecondViolations,ShortMidRangePctAssisted,PenaltyCorner3FGM,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,HeaveAttempts,on,SecondChanceCorner3FGM,BlockedLongMidRange,Defensive 3 Seconds Violations,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Blocked3s,BlockedArc3,BlockedCorner3,Corner3PctBlocked,OffensiveGoaltends
109,1610612747,Robert Horry,Robert Horry,109,LAL,5199.0,87,157,159,23,32,29.0,316,2.0,3.0,1.0,2.0,4.0,1.0,2.0,1.0,3.0,1.0,7.0,5.0,9.0,2.0,10.0,5.0,21.0,161,3.0,3.0,2.0,8.0,1.0,4.0,6.0,6.0,4.0,7.0,1.0,8.0,3.0,11.0,2.0,1.0,4.0,2.0,2.0,25.0,2.0,6.0,3.0,6.0,3.0,12,8.0,20,1.0,3.0,1.0,2.0,2.0,2.0,3.0,1.0,5.0,1.0,1.0,4.0,5.0,5.0,1.0,3.0,3.0,2.0,1.0,3.0,1.0,23,0.4,0.6666666666666666,1.0,0.2,0.2,0.5555555555555556,1.0,0.42105263157894735,1.0,0.5,1.0,0.5263157894736842,13.471502590673575,0.4,0.375,0.08695652173913043,0.10526315789473684,0.25,0.06666666666666667,0.1111111111111111,0.09195402298850575,0.06666666666666667,0.16,0.058823529411764705,0.043478260869565216,0.14285714285714285,0.14285714285714285,0.0625,0.0625,0.125,0.5,0.08333333333333333,0.3333333333333333,0.15789473684210525,0.6666666666666666,0.6666666666666666,1.0,0.21052631578947367,0.5,0.5,0.10526315789473684,0.5,0.5,0.15789473684210525,0.3333333333333333,0.3333333333333333,1.0,0.3684210526315789,0.14285714285714285,0.14285714285714285,1.0,1.0,0.6842105263157895,0.14285714285714285,0.5036894736842106,0.39349999999999996,0.6127,0.14285714285714285,0.2727272727272727,0.38095238095238093,6.844444444444444,24.34,0.1464968152866242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
1904,1610612747,Devean George,Devean George,1904,LAL,5880.0,98,180,181,44,53,31.0,361,6.0,12.0,2.0,,5.0,2.0,3.0,1.0,4.0,3.0,8.0,8.0,20.0,4.0,12.0,1.0,29.0,194,3.0,7.0,,6.0,2.0,8.0,8.0,9.0,4.0,8.0,3.0,2.0,,2.0,,,1.0,1.0,,4.0,3.0,6.0,1.0,6.0,4.0,11,10.0,21,1.0,2.0,2.0,,4.0,2.0,4.0,,8.0,1.0,,11.0,20.0,2.0,,1.0,2.0,,2.0,2.0,1.0,44,0.5,0.6666666666666666,0.75,0.3333333333333333,0.3333333333333333,0.4,0.42857142857142855,0.4375,0.42857142857142855,0.4393939393939394,0.42857142857142855,0.375,18.385650224215247,0.5,0.3076923076923077,0.08695652173913043,0.08823529411764706,0.0625,0.08571428571428572,0.08235294117647059,0.08737864077669903,,0.09090909090909091,0.17647058823529413,0.1111111111111111,,0.05,0.05263157894736842,0.13333333333333333,0.1111111111111111,,0.0625,0.5,0.375,0.5,0.5454545454545454,0.6666666666666666,0.15625,,,0.09375,0.6666666666666666,0.6666666666666666,0.125,0.25,0.25,1.0,0.25,0.375,0.42857142857142855,0.6666666666666666,0.2857142857142857,0.75,0.375,0.5165796874999999,0.5655666666666667,0.5467928571428572,0.030303030303030304,0.047619047619047616,0.20689655172413793,5.17,24.85833333333333,0.24444444444444444,8.0,3.0,7.0,1.0,3.0,4.0,3.0,5.0,9.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,9.0,1.0,0.6,0.6428571428571429,0.6428571428571429,0.08333333333333333,0.1,0.08333333333333333,0.2,0.125,0.16666666666666666,1.0,0.42857142857142855,0.3333333333333333,0.14285714285714285,0.5714285714285714,0.75,0.3103448275862069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
216,1610612747,Brian Shaw,Brian Shaw,216,LAL,2663.0,44,82,80,30,42,14.0,162,2.0,4.0,2.0,,2.0,1.0,3.0,,,4.0,6.0,3.0,9.0,4.0,6.0,,18.0,90,1.0,3.0,,8.0,4.0,4.0,2.0,12.0,2.0,6.0,4.0,8.0,3.0,11.0,3.0,,4.0,3.0,1.0,25.0,,2.0,1.0,2.0,,3,2.0,5,,2.0,2.0,,,,,,,,,,4.0,,,,3.0,2.0,1.0,3.0,1.0,30,0.6666666666666666,1.0,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6,0.6666666666666666,0.6,0.6666666666666666,0.4,14.851485148514852,,,0.0625,0.07407407407407407,0.1,,0.07142857142857142,0.046511627906976744,0.09090909090909091,0.1,,,,0.1,,0.08333333333333333,,0.25,,0.3333333333333333,0.26666666666666666,0.5,0.6666666666666666,0.5,0.13333333333333333,,,0.2,0.3333333333333333,0.3333333333333333,,,,,0.4,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5101266666666666,0.5345166666666666,0.5142249999999999,,,0.4444444444444444,8.100000000000001,25.666666666666668,0.36585365853658536,17.0,1.0,2.0,,1.0,2.0,1.0,2.0,7.0,,1.0,,,,,,,,7.0,2.0,0.5,0.5833333333333334,0.5833333333333334,,0.1111111111111111,0.25,,,,0.3333333333333333,0.5,,,0.3333333333333333,0.5,0.3888888888888889,2.0,2.0,3.0,2.0,3.0,2.0,0.6666666666666666,0.5,1.0,0.5,0.6666666666666666,1.0,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,
283,1610612747,Lindsey Hunter,Lindsey Hunter,283,LAL,7865.0,131,240,243,56,83,38.0,483,,1.0,,,2.0,6.0,13.0,2.0,7.0,6.0,22.0,6.0,16.0,8.0,29.0,,36.0,262,,,,,3.0,10.0,2.0,21.0,,22.0,6.0,7.0,3.0,10.0,2.0,1.0,2.0,4.0,1.0,23.0,1.0,1.0,1.0,4.0,,5,2.0,7,,2.0,,2.0,3.0,3.0,2.0,1.0,5.0,,1.0,6.0,19.0,,,,,,,,,56,0.8333333333333334,0.8333333333333334,0.875,0.27586206896551724,0.27586206896551724,0.375,,0.4,,0.4,,0.6444444444444445,17.301038062283737,0.6,,0.04395604395604396,0.012048192771084338,0.043478260869565216,0.023809523809523808,0.043859649122807015,0.016,0.047619047619047616,,,,0.09090909090909091,0.037037037037037035,,0.07317073170731707,0.06666666666666667,,,,0.022222222222222223,,,,0.044444444444444446,,,0.28888888888888886,0.46153846153846156,0.5,0.15555555555555556,0.2857142857142857,0.2857142857142857,1.0,0.4888888888888889,0.2727272727272727,0.2727272727272727,0.8333333333333334,,0.6666666666666666,0.2727272727272727,0.48671666666666674,0.6045375,0.44829545454545455,,,,16.23125,24.94137931034483,0.23333333333333334,9.0,,,1.0,3.0,7.0,3.0,8.0,13.0,3.0,1.0,,,,,1.0,,,13.0,4.0,0.375,0.5909090909090909,0.5909090909090909,,0.0625,,,,,,,,0.09090909090909091,0.6363636363636364,0.42857142857142855,0.3611111111111111,,,3.0,,5.0,2.0,,0.6666666666666666,0.8333333333333334,0.6,,,,2.0,1.0,0.07692307692307693,0.4,,,,,,,,,,,,True,,,,,,,,,,
406,1610612747,Shaquille O'Neal,Shaquille O'Neal,406,LAL,6010.0,100,183,181,47,70,27.0,364,16.0,22.0,6.0,14.0,30.0,,,,,,,30.0,52.0,,,16.0,76.0,206,5.0,10.0,2.0,12.0,11.0,32.0,28.0,,6.0,,,5.0,7.0,12.0,7.0,,4.0,,1.0,31.0,1.0,9.0,6.0,18.0,2.0,26,10.0,36,4.0,,,,1.0,,6.0,,7.0,1.0,1.0,1.0,5.0,23.0,5.0,12.0,4.0,2.0,2.0,4.0,3.0,47,0.5333333333333333,0.5925925925925926,,,,0.5769230769230769,0.5,0.5769230769230769,0.5,0.6229508196721312,0.5,,31.19266055045871,0.14285714285714285,0.25,0.2647058823529412,0.15,0.3,0.03333333333333333,0.2727272727272727,0.1111111111111111,0.3888888888888889,0.06060606060606061,,0.045454545454545456,,0.1,0.4444444444444444,0.26666666666666666,0.25,0.375,0.19047619047619047,0.75,0.4230769230769231,0.7272727272727273,0.7619047619047619,0.5,0.5769230769230769,0.4666666666666667,0.4666666666666667,,,,,,,,,,,,0.5454545454545454,0.4230769230769231,,0.47980000000000006,0.4994111111111111,0.5013000000000001,0.2033898305084746,0.2033898305084746,0.15789473684210525,4.190384615384615,,0.2568306010928962,23.0,3.0,5.0,,,,,,14.0,,1.0,,,1.0,1.0,,2.0,,14.0,1.0,,0.45454545454545453,0.5,,0.019230769230769232,0.045454545454545456,,,,0.5,0.6,,,,,0.18421052631578946,4.0,,,,,5.0,,0.45454545454545453,,,,,0.6666666666666666,,,,,4.0,2.0,3.0,0.5714285714285714,,,,,,,,True,,,,,,,,,,
955,1610612747,Samaki Walker,Samaki Walker,955,LAL,2609.0,43,77,82,11,19,11.0,159,3.0,3.0,1.0,,3.0,1.0,1.0,,,,,4.0,7.0,,,1.0,9.0,93,2.0,2.0,,4.0,1.0,4.0,4.0,,2.0,,,,,,,,,,,,1.0,7.0,2.0,8.0,3.0,13,8.0,21,,,,,,,3.0,,3.0,1.0,,6.0,10.0,4.0,,2.0,,,,,,11,0.5,0.6666666666666666,,,,0.5714285714285714,1.0,0.5714285714285714,1.0,0.5,1.0,,13.186813186813186,,0.42857142857142855,0.2962962962962963,0.22580645161290322,0.6666666666666666,0.09090909090909091,0.3333333333333333,0.19047619047619047,0.6666666666666666,0.14285714285714285,0.21428571428571427,0.125,,0.2857142857142857,0.3333333333333333,0.2857142857142857,0.6666666666666666,,,,0.42857142857142855,1.0,1.0,0.3333333333333333,0.42857142857142855,,,0.14285714285714285,1.0,1.0,,,,,,,,,1.0,0.42857142857142855,,0.46559999999999996,0.6433,0.6878,0.2222222222222222,0.2222222222222222,0.4444444444444444,6.028571428571429,,0.14285714285714285,-19.0,2.0,2.0,,,,,,2.0,,2.0,,,,2.0,2.0,1.0,,2.0,1.0,,1.0,1.0,,0.2857142857142857,,0.6666666666666666,,,1.0,1.0,,,,,0.2222222222222222,1.0,,,,,1.0,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,
977,1610612747,Kobe Bryant,Kobe Bryant,977,LAL,5841.0,97,182,184,46,62,24.0,366,6.0,10.0,5.0,4.0,14.0,5.0,16.0,1.0,2.0,4.0,7.0,15.0,40.0,5.0,9.0,9.0,54.0,198,3.0,5.0,,6.0,13.0,6.0,24.0,12.0,4.0,7.0,4.0,7.0,5.0,12.0,2.0,3.0,5.0,,2.0,29.0,,1.0,1.0,6.0,,7,2.0,9,1.0,4.0,3.0,1.0,3.0,1.0,4.0,,7.0,1.0,1.0,2.0,10.0,13.0,3.0,5.0,1.0,1.0,,1.0,,46,0.2,0.23076923076923078,0.8,0.5555555555555556,0.5555555555555556,0.375,0.6,0.45918367346938777,0.6,0.5,0.6,0.1836734693877551,27.44186046511628,0.42857142857142855,,0.0967741935483871,0.016129032258064516,0.0625,,0.08974358974358974,0.010526315789473684,,0.034482758620689655,,,,0.16666666666666666,0.07692307692307693,0.06451612903225806,0.1111111111111111,,0.038461538461538464,,0.20408163265306123,0.6,0.6,0.16666666666666666,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.32653061224489793,0.3125,0.3333333333333333,0.04081632653061224,0.5,0.5,,0.14285714285714285,0.5714285714285714,0.5714285714285714,1.0,0.25,0.3877551020408163,0.5714285714285714,0.4479397959183674,0.418775,0.44064,0.1346153846153846,0.11904761904761904,0.1111111111111111,10.6375,25.17777777777778,0.25274725274725274,9.0,2.0,3.0,1.0,3.0,6.0,4.0,7.0,22.0,3.0,1.0,,1.0,2.0,2.0,,1.0,,22.0,2.0,0.5714285714285714,0.5,0.525,,0.025,,,,0.14285714285714285,0.6,0.6666666666666666,,0.05,0.3,0.5,0.4074074074074074,2.0,,,,,4.0,,0.3076923076923077,,,,,0.4,,1.0,0.0625,,2.0,,,0.5,1.0,1.0,2.0,2.0,1.0,0.2,,True,,,,,,,,,,
296,1610612747,Rick Fox,Rick Fox,296,LAL,2544.0,42,75,77,10,36,10.0,152,6.0,7.0,,,1.0,2.0,3.0,2.0,2.0,1.0,1.0,8.0,11.0,3.0,3.0,1.0,26.0,79,1.0,1.0,,2.0,,10.0,6.0,9.0,2.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,,,10.0,1.0,,,3.0,,3,1.0,4,,,,,2.0,2.0,1.0,,3.0,1.0,1.0,4.0,8.0,3.0,1.0,2.0,,,,,,10,0.625,0.7142857142857143,1.0,1.0,1.0,0.7272727272727273,1.0,0.8928571428571429,1.0,0.8666666666666667,1.0,0.21428571428571427,21.176470588235293,0.6666666666666666,,0.09375,,,0.1,0.075,0.03333333333333333,,,,0.14285714285714285,,,0.1111111111111111,0.15384615384615385,,,,,0.5,0.8571428571428571,1.0,0.8333333333333334,0.07142857142857142,,,0.21428571428571427,0.6666666666666666,0.6666666666666666,0.14285714285714285,1.0,1.0,1.0,0.07142857142857142,1.0,1.0,1.0,,0.7142857142857143,1.0,0.49802857142857143,,0.438,0.13333333333333333,0.16666666666666666,0.07692307692307693,5.918181818181818,23.8,0.13333333333333333,8.0,1.0,1.0,1.0,,,1.0,1.0,3.0,,1.0,,,,,,1.0,,3.0,1.0,1.0,1.5,1.5,,0.09090909090909091,0.14285714285714285,,,,1.0,1.0,,1.0,,,0.11538461538461539,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,True,,,,,,,,,,
965,1610612747,Derek Fisher,Derek Fisher,965,LAL,404.0,7,16,16,10,11,4.0,32,,,,,,,,,,,1.0,,,,1.0,2.0,2.0,18,,,2.0,2.0,,,,,,1.0,,,,,,,,,,,,,1.0,,,1,,1,,,,,,,,,,,,,1.0,2.0,,,,,,,,10,,,,,,,,,,0.5,0.5,1.0,10.0,,,,,0.3333333333333333,,0.2,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,0.59145,0.59145,,,,1.0,,25.1,0.625,-7.0,,,,,,,,2.0,,,,,,,,,,2.0,1.0,,,1.0,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,1.0,,,,,,,,2.0,1.0,,,,,,,,,,True,,,,,,,,,,
2058,1610612747,Mark Madsen,Mark Madsen,2058,LAL,45.0,1,1,3,1,3,,4,,,,,,,,,,,1.0,,,,1.0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1,,1,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,1,,,,,,,,,,,,1.0,200.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,59.2,1.0,-1.0,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,True,,,,,,,,,,
