EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2A,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,OffensiveGoaltends,Defensive 3 Seconds Violations,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,PenaltyFtPoints,PenaltyPoints,PenaltyPointsExcludingTakeFouls,PenaltyTsPct,ShortMidRangePctBlocked,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,PenaltyPointsPct,PenaltyAtRimFGM,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG2M,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Arc3Assists,ShortMidRangeAssists,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,FG3APct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,LostBallOutOfBoundsTurnovers,Technical Free Throw Trips,BlockedShortMidRange,LongMidRangePctBlocked,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,FTOffRebounds,Clear Path Fouls,OffFTReboundPct,on,HeaveAttempts,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends,3SecondViolations,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,SecondChanceAtRimPctAssisted
1112,1610612765,Ben Wallace,Ben Wallace,1112,DET,8514.0,142,-14.0,247,252,44,61,30.0,499,9.0,19.0,5.0,11.0,2.0,3.0,9.0,22.0,6.0,24.0,251.0,5.0,12.0,2.0,12.0,2.0,6.0,12.0,10.0,2.0,5.0,3.0,8.0,3.0,4.0,1.0,19.0,9.0,9.0,9.0,33.0,1.0,43.0,18.0,61.0,1.0,5.0,2.0,3.0,5.0,1.0,4.0,4.0,1.0,1.0,9.0,1.0,2.0,3.0,7.0,1.0,1.0,14.0,2.0,7.0,1.0,12.0,11.0,1.0,12.0,4.0,1.0,1.0,44,0.3333333333333333,0.75,0.4090909090909091,0.4166666666666667,0.4090909090909091,0.4166666666666667,0.42857142857142855,0.4,0.09090909090909091,0.10526315789473684,13.261648745519713,0.5555555555555556,0.16666666666666666,0.3142857142857143,0.13846153846153847,0.2727272727272727,0.17647058823529413,0.30434782608695654,0.15517241379310345,0.15,0.14285714285714285,0.125,0.2,0.125,0.12903225806451613,0.3333333333333333,0.425531914893617,0.2413793103448276,0.5,0.1,0.3333333333333333,0.8636363636363636,0.47368421052631576,0.5294117647058824,0.3333333333333333,0.13636363636363635,0.9166666666666666,0.45454545454545453,1.0,0.8636363636363636,0.5549318181818182,0.5667428571428571,0.4923,0.25925925925925924,0.25925925925925924,0.5,1.7454545454545454,0.17813765182186234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
1442,1610612765,Zeljko Rebraca,Zeljko Rebraca,1442,DET,2701.0,45,-10.0,77,76,10,4,10.0,153,2.0,3.0,,,,7.0,5.0,10.0,4.0,14.0,83.0,,,,,1.0,6.0,4.0,,3.0,,,,,,,,2.0,,,1.0,1.0,2.0,2.0,4.0,,1.0,1.0,,1.0,,1.0,1.0,,1.0,2.0,,1.0,6.0,10.0,,,4.0,,1.0,1.0,1.0,1.0,,1.0,,,,10,0.6,0.6,0.5,,0.5,,0.5833333333333334,,0.3,0.3333333333333333,16.091954022988507,0.5,0.2,0.034482758620689655,,,0.2222222222222222,0.02702702702702703,0.05714285714285714,,,,0.14285714285714285,0.5,,0.16666666666666666,,,,,,0.3,0.6666666666666666,1.0,1.0,0.7,,,,0.3,0.43704,,0.365,0.09090909090909091,0.09090909090909091,,6.470000000000001,0.12987012987012986,3.0,2.0,2.0,2.0,0.5,0.2857142857142857,0.42857142857142855,0.6,0.3333333333333333,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
1800,1610612765,Damon Jones,Damon Jones,1800,DET,10889.0,181,-11.0,319,322,57,78,39.0,641,4.0,8.0,,,2.0,,8.0,15.0,3.0,43.0,316.0,1.0,2.0,,5.0,3.0,6.0,10.0,,1.0,15.0,10.0,25.0,1.0,5.0,6.0,60.0,1.0,,3.0,16.0,1.0,20.0,1.0,21.0,,5.0,3.0,2.0,4.0,1.0,1.0,2.0,3.0,,6.0,,2.0,2.0,14.0,1.0,1.0,4.0,,2.0,,,,,,,,,57,0.375,0.375,0.5333333333333333,0.5,0.47619047619047616,0.8333333333333334,0.48863636363636365,0.8333333333333334,0.06666666666666667,0.125,13.88888888888889,0.6666666666666666,0.1,0.12598425196850394,,0.07142857142857142,0.014925373134328358,0.11242603550295859,0.006493506493506494,,,,0.02040816326530612,,0.10526315789473684,0.17647058823529413,0.10909090909090909,0.05714285714285714,0.14285714285714285,,,0.19047619047619047,0.5,0.5714285714285714,0.25,,,,0.2222222222222222,0.8333333333333334,0.4981654761904762,0.528125,0.4884166666666666,0.045454545454545456,0.11764705882352941,0.11627906976744186,8.886666666666665,0.1786833855799373,,,10.0,10.0,0.5555555555555556,,,,,0.23255813953488372,1.0,4.0,7.0,3.0,12.0,1.0,1.0,1.0,3.0,5.0,15.0,1.0,3.0,8.0,27.0,1.0,1.0,2.0,2.0,6.0,21.0,3.0,15.0,5.0,9.0,4.0,1.0,0.875,0.2962962962962963,1.0,0.3333333333333333,0.2962962962962963,0.6666666666666666,0.5555555555555556,0.6428571428571429,0.16666666666666666,0.5714285714285714,0.5714285714285714,0.5,0.2857142857142857,0.25,0.25,1.0,0.35714285714285715,0.3333333333333333,0.3333333333333333,0.8,0.3333333333333333,1.0,1.0,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,25.04074074074074,,,,,,,,,,,,,True,,,,,,,,,
468,1610612765,Jon Barry,Jon Barry,468,DET,6468.0,108,-24.0,187,190,26,34,23.0,377,1.0,1.0,,,,2.0,5.0,11.0,2.0,42.0,196.0,,,,,,6.0,4.0,,2.0,12.0,3.0,15.0,2.0,8.0,2.0,33.0,,2.0,2.0,9.0,,11.0,2.0,13.0,,2.0,1.0,1.0,7.0,1.0,3.0,4.0,4.0,,11.0,1.0,2.0,3.0,7.0,1.0,,3.0,,1.0,,1.0,,,1.0,1.0,,,26,0.6,0.6,0.45454545454545453,,0.5405405405405406,,0.5394736842105263,,0.18181818181818182,,23.333333333333332,0.6363636363636364,,0.11392405063291139,0.037037037037037035,0.10526315789473684,,0.11224489795918367,0.021505376344086023,,0.08695652173913043,,,,0.11538461538461539,0.1,0.12121212121212122,0.13333333333333333,,,1.0,0.02702702702702703,1.0,1.0,1.0,0.05405405405405406,,,,0.7297297297297297,0.4698175675675676,,0.5166,0.02631578947368421,0.08333333333333333,,15.118181818181819,0.13903743315508021,,,,,,0.5,,,,,,4.0,8.0,2.0,3.0,,,,1.0,8.0,23.0,,,10.0,26.0,,,,,1.0,21.0,9.0,23.0,8.0,1.0,2.0,1.0,0.7,0.38461538461538464,,,0.38461538461538464,,,0.7027027027027027,0.21621621621621623,0.5,0.5714285714285714,0.5,0.08108108108108109,0.6666666666666666,0.6666666666666666,1.0,0.6216216216216216,0.34782608695652173,0.34782608695652173,0.625,,,,,1.0,,,,0.34782608695652173,26.411538461538466,1.0,1.0,1.0,0.125,,,,,,,,,True,,,,,,,,,
722,1610612765,Corliss Williamson,Corliss Williamson,722,DET,9111.0,152,-8.0,270,270,50,54,31.0,540,18.0,31.0,2.0,4.0,10.0,26.0,31.0,66.0,15.0,77.0,259.0,4.0,9.0,4.0,12.0,11.0,42.0,20.0,2.0,4.0,4.0,,4.0,,3.0,1.0,8.0,4.0,5.0,5.0,10.0,2.0,17.0,9.0,26.0,5.0,5.0,5.0,,6.0,2.0,2.0,9.0,4.0,1.0,15.0,1.0,3.0,6.0,21.0,1.0,6.0,21.0,3.0,11.0,1.0,,,,,,,1.0,50,0.6774193548387096,0.7,0.4696969696969697,0.4444444444444444,0.45588235294117646,0.4444444444444444,0.5,0.5454545454545454,0.06060606060606061,0.03225806451612903,30.56478405315615,0.4,0.2,0.08928571428571429,0.06944444444444445,0.15625,0.07272727272727272,0.10416666666666667,0.07086614173228346,0.13043478260869565,0.03571428571428571,0.047619047619047616,0.07894736842105263,0.058823529411764705,0.06060606060606061,0.03125,0.14893617021276595,0.15384615384615385,0.16666666666666666,0.15625,,0.45588235294117646,0.5806451612903226,0.6,0.7222222222222222,0.38235294117647056,0.4444444444444444,0.5,0.9090909090909091,0.4852941176470588,0.4810588235294117,0.46179999999999993,0.5696454545454546,0.14473684210526316,0.14864864864864866,0.15584415584415584,6.418181818181819,0.18518518518518517,10.0,4.0,14.0,14.0,0.5,0.11538461538461539,0.38461538461538464,0.43478260869565216,0.5,0.18181818181818182,5.0,3.0,9.0,,2.0,,,,,,,,,,2.0,,,5.0,,,,,,,,,2.0,,,,,,0.45454545454545453,0.45454545454545453,0.029411764705882353,0.1323529411764706,0.3333333333333333,0.3333333333333333,1.0,0.029411764705882353,,,,,,,,,,,0.5,,,,,,23.75,,,,,,,,,,,,,True,,,,,,,,,
711,1610612765,Jerry Stackhouse,Jerry Stackhouse,711,DET,5352.0,89,11.0,162,163,42,59,24.0,325,3.0,4.0,,,1.0,4.0,6.0,20.0,11.0,38.0,149.0,1.0,2.0,3.0,11.0,3.0,8.0,4.0,,2.0,7.0,3.0,10.0,,3.0,4.0,23.0,,,6.0,4.0,,10.0,,10.0,,,,,5.0,,3.0,1.0,2.0,,6.0,,1.0,1.0,4.0,,1.0,14.0,2.0,7.0,1.0,,,,,,,,42,0.6666666666666666,0.6666666666666666,0.3,0.5,0.34615384615384615,1.0,0.4222222222222222,1.1,0.1,,27.127659574468087,0.8333333333333334,,0.06666666666666667,,0.23076923076923078,,0.11627906976744186,,,,,,,,0.11764705882352941,0.08333333333333333,0.13636363636363635,0.75,,,0.10256410256410256,0.75,0.75,1.0,0.10256410256410256,,,0.14285714285714285,0.5897435897435898,0.47719102564102567,0.4931,0.4937142857142857,0.1590909090909091,0.28,0.2894736842105263,12.305,0.25925925925925924,1.0,4.0,11.0,11.0,0.6111111111111112,,0.25,0.25,,0.2894736842105263,1.0,2.0,12.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,16.0,,3.0,5.0,19.0,2.0,2.0,2.0,1.0,4.0,15.0,,16.0,4.0,3.0,,1.0,1.0,0.2631578947368421,1.0,0.25,0.2631578947368421,0.6666666666666666,0.5,0.48717948717948717,0.3076923076923077,0.16666666666666666,0.2,0.5,0.07692307692307693,0.3333333333333333,0.3333333333333333,1.0,0.41025641025641024,0.25,0.25,1.0,0.25,1.0,1.0,1.0,0.14285714285714285,1.0,0.42857142857142855,,0.25,25.63684210526316,,,,0.16666666666666666,1.0,1.0,0.25,1.0,1.0,,,,True,,,,,,,,,
361,1610612765,Clifford Robinson,Clifford Robinson,361,DET,8016.0,134,-1.0,237,238,46,70,28.0,475,3.0,3.0,,,1.0,6.0,14.0,22.0,4.0,53.0,231.0,1.0,1.0,,5.0,5.0,14.0,14.0,,2.0,5.0,5.0,10.0,,2.0,2.0,25.0,1.0,1.0,,3.0,3.0,6.0,3.0,9.0,,2.0,2.0,,5.0,2.0,3.0,2.0,2.0,,7.0,,1.0,4.0,10.0,,,6.0,,2.0,1.0,6.0,5.0,,6.0,3.0,,,46,0.5,0.5,0.6363636363636364,1.0,0.5975609756097561,0.8333333333333334,0.6022727272727273,0.8333333333333334,0.09090909090909091,,19.10112359550562,0.7142857142857143,0.42857142857142855,0.03409090909090909,0.01639344262295082,,0.018518518518518517,0.024,0.017391304347826087,,,0.045454545454545456,0.025,,0.03225806451612903,,0.06060606060606061,,,,0.5,0.07317073170731707,1.0,1.0,0.6666666666666666,0.14634146341463414,,,0.09090909090909091,0.5365853658536586,0.4708158536585365,,0.43224545454545454,0.046511627906976744,0.08333333333333333,0.09433962264150944,13.654545454545454,0.1940928270042194,3.0,3.0,10.0,10.0,0.38461538461538464,0.16666666666666666,0.5,0.6,0.3333333333333333,0.18867924528301888,1.0,8.0,13.0,1.0,4.0,1.0,1.0,,,6.0,15.0,1.0,6.0,7.0,19.0,1.0,2.0,2.0,1.0,6.0,21.0,,15.0,6.0,5.0,1.0,1.0,1.0,0.3684210526315789,0.5,0.16666666666666666,0.3684210526315789,0.4,0.3181818181818182,0.4634146341463415,0.3170731707317073,0.6153846153846154,0.6666666666666666,0.5,0.0975609756097561,0.25,0.25,1.0,0.36585365853658536,0.4,0.4,1.0,0.3333333333333333,1.0,1.0,1.0,,,0.5454545454545454,0.16666666666666666,0.4,25.46842105263158,,,1.0,0.07692307692307693,,1.0,0.3333333333333333,,,1.0,1.0,0.1111111111111111,True,,,,,,,,,
688,1610612765,Michael Curry,Michael Curry,688,DET,3360.0,56,,95,98,9,29,10.0,193,2.0,2.0,,,,,6.0,7.0,2.0,14.0,95.0,,1.0,,,1.0,10.0,2.0,,,1.0,2.0,3.0,1.0,1.0,,8.0,,1.0,1.0,1.0,,2.0,1.0,3.0,,,,,1.0,1.0,1.0,1.0,,,2.0,,,,8.0,,,3.0,1.0,2.0,,,,,,,,,9,0.8333333333333334,0.8333333333333334,0.8571428571428571,,0.5454545454545454,,0.5833333333333334,,,,13.084112149532709,0.5,,0.02857142857142857,0.037037037037037035,0.07692307692307693,,0.041666666666666664,0.020833333333333332,,,0.08333333333333333,,,0.14285714285714285,,,0.1,,,,0.18181818181818182,1.0,1.0,0.5,,,,,0.5454545454545454,0.5100363636363636,,0.3731,0.16666666666666666,0.25,,14.157142857142857,0.09473684210526316,,,2.0,2.0,1.0,,,,,0.14285714285714285,,4.0,5.0,,1.0,,,,,,3.0,,,,4.0,,,1.0,,,,,3.0,,1.0,,,,,,,,1.0,1.0,0.36363636363636365,0.45454545454545453,0.8,0.8,1.0,0.09090909090909091,,,,0.2727272727272727,,,,,,,,,,,,,24.375,,,,,,,,,,,,,True,,,,,,,,,
344,1610612765,Dana Barros,Dana Barros,344,DET,34.0,1,2.0,1,1,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
1088,1610612765,Chucky Atkins,Chucky Atkins,1088,DET,17677.0,295,8.0,531,528,175,169,68.0,1059,18.0,40.0,1.0,2.0,18.0,11.0,29.0,79.0,13.0,113.0,508.0,5.0,13.0,,19.0,26.0,14.0,44.0,2.0,6.0,19.0,15.0,34.0,7.0,13.0,4.0,83.0,,5.0,6.0,12.0,1.0,19.0,5.0,24.0,3.0,6.0,2.0,4.0,10.0,1.0,8.0,4.0,2.0,,14.0,,6.0,8.0,25.0,1.0,1.0,17.0,1.0,5.0,2.0,1.0,,,1.0,1.0,,,175,0.2413793103448276,0.25,0.3670886075949367,0.38461538461538464,0.423728813559322,0.5588235294117647,0.452,0.5588235294117647,0.0759493670886076,0.125,22.824302134646963,0.7142857142857143,0.14285714285714285,0.05741626794258373,0.024752475247524754,0.10714285714285714,,0.06792452830188679,0.01824817518248175,0.056338028169014086,,0.011904761904761904,,,0.029850746268656716,0.04081632653061224,0.08602150537634409,0.13157894736842105,0.05555555555555555,0.046153846153846156,1.0,0.3389830508474576,0.45,0.5142857142857142,0.16666666666666666,0.09322033898305085,0.11764705882352941,0.5,0.45,0.6694915254237288,0.4827775862068966,0.410453125,0.4710605263157895,0.04878048780487805,0.060240963855421686,0.168141592920354,7.788607594936711,0.3295668549905838,4.0,5.0,41.0,41.0,0.47674418604651164,0.09090909090909091,0.36363636363636365,0.4,0.25,0.36283185840707965,9.0,7.0,28.0,4.0,7.0,1.0,1.0,1.0,2.0,10.0,32.0,3.0,12.0,14.0,39.0,3.0,4.0,12.0,4.0,14.0,42.0,,31.0,10.0,8.0,2.0,5.0,1.0,0.358974358974359,0.75,0.2857142857142857,0.3684210526315789,0.46153846153846156,0.45,0.3305084745762712,0.23728813559322035,0.25,0.25,0.42857142857142855,0.059322033898305086,0.5714285714285714,0.5714285714285714,1.0,0.2711864406779661,0.3125,0.3125,1.0,0.058823529411764705,1.0,1.0,0.5,0.05,0.5,0.3,0.25,0.3225806451612903,27.553846153846152,2.0,,1.0,,2.0,3.0,0.17647058823529413,0.6666666666666666,1.0,,,,False,1.0,1.0,0.025,,,,,,
