EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,Corner3FGM,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,FG3M,FtPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFtPoints,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGM,ShortMidRangeAssists,SelfOReb,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Offensive Fouls,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,BlockedLongMidRange,BlockedShortMidRange,DefensiveGoaltends,3SecondViolations,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,NonHeaveArc3Accuracy,SecondChanceCorner3FGA,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,Arc3Assists,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,Loose Ball Fouls,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Defensive 3 Seconds Violations,PenaltyFg3Pct,LongMidRangePctBlocked,SecondChanceCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,PenaltyCorner3FGM,HeaveAttempts,PenaltyCorner3Accuracy,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,on,FTOffRebounds,OffFTReboundPct
1559,1610612742,Adrian Griffin,Adrian Griffin,1559,DAL,3310.0,55,-15.0,106,109,37.0,58,13.0,215,3.0,4.0,1.0,2.0,2.0,7.0,9.0,1.0,1.0,1.0,10.0,15.0,2.0,20.0,133,2.0,3.0,4.0,3.0,5.0,1.0,6.0,12.0,8.0,1.0,2.0,3.0,1.0,4.0,1.0,1.0,2.0,9.0,1.0,1.0,1.0,4.0,1.0,6.0,2.0,8.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,37.0,2.0,0.6,0.6,0.6666666666666666,0.6666666666666666,0.6,0.5882352941176471,0.6666666666666666,0.5,0.5555555555555556,0.6666666666666666,0.42857142857142855,0.11764705882352941,0.13333333333333333,0.25,0.5,17.647058823529413,1.0,0.5,0.0975609756097561,0.030303030303030304,0.14285714285714285,0.0625,0.10416666666666667,0.04081632653061224,0.058823529411764705,0.25,0.06666666666666667,0.06666666666666667,0.18181818181818182,0.5,1.0,0.23529411764705882,0.75,1.0,0.3333333333333333,0.11764705882352941,0.5294117647058824,0.7777777777777778,0.7777777777777778,0.7142857142857143,0.058823529411764705,0.058823529411764705,0.3333333333333333,0.5,0.16666666666666666,0.35294117647058826,0.48470882352941175,0.39890000000000003,0.5406833333333333,0.05555555555555555,0.0625,0.2,0.3,12.28,23.549999999999997,0.3490566037735849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1711,1610612742,Raef LaFrentz,Raef LaFrentz,1711,DAL,13305.0,222,4.0,437,437,82.0,106,57.0,874,21.0,30.0,3.0,4.0,10.0,4.0,13.0,2.0,,13.0,31.0,53.0,15.0,82.0,495,12.0,17.0,28.0,3.0,5.0,,9.0,46.0,16.0,13.0,3.0,4.0,1.0,5.0,1.0,,1.0,11.0,3.0,14.0,8.0,26.0,3.0,37.0,17.0,54.0,2.0,2.0,,1.0,1.0,5.0,22.0,33.0,10.0,4.0,20.0,12.0,20.0,11.0,9.0,82.0,2.0,0.7419354838709677,0.92,0.5849056603773585,0.7058823529411765,0.6,0.5661764705882353,0.75,0.6,0.5694444444444444,0.7368421052631579,0.5625,0.22058823529411764,0.05660377358490566,0.1,,15.4,0.2,0.15789473684210525,0.1566265060240964,0.0915032679738562,0.2222222222222222,0.04285714285714286,0.16831683168316833,0.07623318385650224,0.03389830508474576,,0.16326530612244897,0.16666666666666666,0.14035087719298245,0.23076923076923078,0.55,0.4411764705882353,0.7,0.7777777777777778,0.6666666666666666,0.14705882352941177,0.19117647058823528,0.3076923076923077,0.3076923076923077,1.0,0.029411764705882353,0.19117647058823528,0.8,0.75,,0.6617647058823529,0.5166389705882353,0.5238615384615385,0.5285,0.05714285714285714,0.07272727272727272,0.34146341463414637,0.10975609756097561,6.041509433962265,24.473333333333336,0.18764302059496568,10.0,13.0,6.0,1.0,4.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,3.0,12.0,3.0,12.0,4.0,3.0,4.0,1.0,4.0,2.0,2.0,2.0,1.0,7.0,1.0,1.0,0.8,0.3333333333333333,1.0,0.3333333333333333,0.09090909090909091,0.16,0.05454545454545454,0.21739130434782608,0.13793103448275862,0.6,0.6,0.8333333333333334,0.5,0.5,1.0,0.3076923076923077,0.3076923076923077,0.75,0.7222222222222222,0.7692307692307693,0.4,0.05555555555555555,1.0,1.0,0.3076923076923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1717,1610612742,Dirk Nowitzki,Dirk Nowitzki,1717,DAL,21411.0,357,-10.0,716,717,201.0,266,79.0,1433,21.0,41.0,6.0,12.0,37.0,26.0,58.0,6.0,1.0,22.0,57.0,136.0,28.0,227.0,802,10.0,15.0,31.0,15.0,32.0,8.0,72.0,62.0,52.0,22.0,9.0,12.0,6.0,18.0,1.0,6.0,4.0,42.0,9.0,8.0,8.0,63.0,17.0,88.0,17.0,105.0,16.0,13.0,3.0,15.0,10.0,22.0,16.0,27.0,74.0,30.0,6.0,2.0,6.0,4.0,72.0,201.0,5.0,0.543859649122807,0.5849056603773585,0.41911764705882354,0.6666666666666666,0.46875,0.49390243902439024,0.7222222222222222,0.525,0.5790816326530612,0.775,0.6545454545454545,0.17073170731707318,0.0661764705882353,0.12195121951219512,0.08108108108108109,27.04714640198511,0.6818181818181818,0.5483870967741935,0.23863636363636365,0.03278688524590164,0.11594202898550725,0.09183673469387756,0.2132132132132132,0.049707602339181284,0.01098901098901099,,0.18055555555555555,0.2857142857142857,0.2376237623762376,0.08695652173913043,0.6666666666666666,0.25,0.5121951219512195,0.5833333333333334,0.6190476190476191,0.22560975609756098,0.35365853658536583,0.4482758620689655,0.45614035087719296,0.5769230769230769,0.036585365853658534,0.13414634146341464,0.3,0.5,0.025,0.42073170731707316,0.473604268292683,0.52665,0.462725,0.1657754010695187,0.189873417721519,0.13656387665198239,0.31718061674008813,9.995588235294118,24.65,0.2807262569832402,5.0,7.0,10.0,4.0,12.0,2.0,2.0,16.0,65.0,2.0,3.0,5.0,30.0,42.0,6.0,8.0,12.0,2.0,3.0,2.0,7.0,1.0,8.0,9.0,,4.0,,,0.875,0.5714285714285714,0.6666666666666666,0.5714285714285714,0.04477611940298507,0.046511627906976744,0.11688311688311688,0.13043478260869565,0.036585365853658534,0.2702702702702703,0.29411764705882354,0.3,0.6666666666666666,0.6666666666666666,0.75,0.5454545454545454,0.5454545454545454,0.9166666666666666,0.3888888888888889,0.7142857142857143,0.2,0.1111111111111111,1.0,0.5,0.5454545454545454,1.0,4.0,7.0,4.0,5.0,1.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,0.5,0.017241379310344827,0.05555555555555555,0.175,0.5714285714285714,0.034482758620689655,,,,,,,,True,,
1761,1610612742,Greg Buckner,Greg Buckner,1761,DAL,5140.0,86,-13.0,171,182,54.0,85,19.0,353,5.0,10.0,1.0,3.0,7.0,,1.0,1.0,,,11.0,18.0,1.0,23.0,201,,3.0,,3.0,7.0,,6.0,14.0,8.0,,,3.0,1.0,4.0,,1.0,1.0,9.0,1.0,6.0,4.0,7.0,,11.0,7.0,18.0,2.0,,2.0,1.0,1.0,3.0,4.0,11.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,54.0,5.0,0.6363636363636364,0.6363636363636364,0.6111111111111112,,0.42857142857142855,0.5789473684210527,,0.42857142857142855,0.575,,0.42857142857142855,0.05263157894736842,,,,11.794871794871796,0.3333333333333333,,0.1076923076923077,0.10714285714285714,0.2222222222222222,0.05263157894736842,0.13253012048192772,0.09333333333333334,0.16666666666666666,,0.125,0.14285714285714285,0.07142857142857142,0.25,1.0,0.5263157894736842,0.5,0.5,0.6,0.3684210526315789,0.05263157894736842,,,,0.05263157894736842,,0.42857142857142855,0.3333333333333333,,0.5789473684210527,0.4896210526315789,0.5877666666666667,0.42791428571428575,0.05,0.05263157894736842,,0.2608695652173913,3.0,23.8,0.3157894736842105,,3.0,6.0,,,,,,1.0,,,,,,,,,1.0,,1.0,2.0,,,,,,,,,,,,,0.15789473684210525,0.07692307692307693,0.2,,0.8571428571428571,0.8571428571428571,0.6666666666666666,,,,,,,1.0,,,,,,,,,,,1.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,True,,
89,1610612742,Nick Van Exel,Nick Van Exel,89,DAL,14091.0,235,29.0,476,473,165.0,215,55.0,949,8.0,17.0,4.0,8.0,26.0,9.0,14.0,8.0,3.0,22.0,26.0,57.0,30.0,78.0,518,3.0,7.0,6.0,6.0,21.0,12.0,22.0,10.0,42.0,21.0,3.0,18.0,8.0,26.0,1.0,11.0,3.0,60.0,3.0,2.0,6.0,7.0,1.0,14.0,5.0,19.0,7.0,4.0,3.0,5.0,5.0,10.0,9.0,23.0,9.0,1.0,,,,,22.0,165.0,5.0,0.19230769230769232,0.19230769230769232,0.45614035087719296,0.42857142857142855,0.2857142857142857,0.41954022988505746,0.42857142857142855,0.2727272727272727,0.42857142857142855,0.42857142857142855,0.2972972972972973,0.3448275862068966,0.05263157894736842,0.058823529411764705,0.07692307692307693,18.634686346863468,0.5,0.037037037037037035,0.043209876543209874,0.012422360248447204,0.10714285714285714,0.046153846153846156,0.05963302752293578,0.022123893805309734,,0.07142857142857142,0.0196078431372549,0.0625,0.047619047619047616,0.10526315789473684,,0.19540229885057472,0.47058823529411764,0.5,,0.2988505747126437,0.16091954022988506,0.6428571428571429,0.6428571428571429,0.3333333333333333,0.09195402298850575,0.25287356321839083,0.24242424242424243,0.5,0.09090909090909091,0.5402298850574713,0.48449360465116287,0.46104,0.48035,0.011494252873563218,0.017543859649122806,0.07692307692307693,0.28205128205128205,8.005263157894737,25.266666666666662,0.34663865546218486,1.0,3.0,9.0,3.0,4.0,,,7.0,5.0,,,,4.0,15.0,6.0,,4.0,4.0,,3.0,5.0,1.0,1.0,4.0,,,,,0.7142857142857143,0.23333333333333334,,0.2413793103448276,0.02127659574468085,0.014705882352941176,0.0392156862745098,0.10810810810810811,,0.34615384615384615,0.375,0.2222222222222222,0.375,0.375,1.0,0.18181818181818182,0.18181818181818182,0.5,0.42857142857142855,0.3333333333333333,,,,,0.19047619047619047,,,9.0,2.0,7.0,,,,2.0,4.0,3.0,,,,0.16666666666666666,,,0.2727272727272727,,,2.0,1.0,0.6666666666666666,,,,,True,,
959,1610612742,Steve Nash,Steve Nash,959,DAL,17976.0,300,23.0,609,605,167.0,203,64.0,1214,7.0,18.0,2.0,7.0,20.0,9.0,29.0,2.0,1.0,40.0,28.0,67.0,42.0,142.0,656,1.0,3.0,9.0,7.0,18.0,8.0,35.0,4.0,52.0,40.0,1.0,48.0,16.0,64.0,4.0,21.0,17.0,144.0,1.0,5.0,5.0,16.0,1.0,22.0,6.0,28.0,3.0,3.0,,18.0,12.0,28.0,8.0,19.0,30.0,4.0,,,,,35.0,167.0,3.0,0.07142857142857142,0.07142857142857142,0.417910447761194,0.3333333333333333,0.3888888888888889,0.518348623853211,0.5714285714285714,0.38461538461538464,0.5508474576271186,0.5714285714285714,0.484375,0.3853211009174312,0.014925373134328358,,,21.43906020558003,0.6428571428571429,0.037037037037037035,0.07048458149779736,0.024509803921568627,0.09090909090909091,0.012048192771084338,0.07446808510638298,0.020905923344947737,0.05,,0.04918032786885246,0.02631578947368421,0.12222222222222222,,,0.1651376146788991,0.3888888888888889,0.3888888888888889,0.14285714285714285,0.1834862385321101,0.26605504587155965,0.3103448275862069,0.32142857142857145,0.1111111111111111,0.01834862385321101,0.3669724770642202,0.2692307692307692,0.2857142857142857,0.038461538461538464,0.5504587155963303,0.4859389908256881,0.42692500000000005,0.4646942307692307,0.035398230088495575,0.056338028169014086,0.06338028169014084,0.24647887323943662,10.950746268656717,25.178571428571427,0.2742200328407225,,1.0,12.0,,19.0,2.0,3.0,19.0,29.0,2.0,4.0,1.0,15.0,21.0,36.0,,19.0,10.0,,5.0,10.0,,,5.0,,,,,0.3684210526315789,0.4523809523809524,0.5,0.4523809523809524,0.017543859649122806,,0.014705882352941176,0.13157894736842105,,0.6,0.6,,,,,0.475,0.475,0.3684210526315789,0.14285714285714285,,,0.42857142857142855,0.6666666666666666,0.5,0.475,1.0,2.0,7.0,2.0,12.0,4.0,6.0,,2.0,6.0,,12.0,,,0.25,0.034482758620689655,0.14285714285714285,0.2692307692307692,0.2857142857142857,,,,,,,,,True,,
714,1610612742,Michael Finley,Michael Finley,714,DAL,20507.0,342,-14.0,687,682,195.0,243,77.0,1369,22.0,28.0,5.0,8.0,39.0,10.0,30.0,8.0,3.0,26.0,48.0,97.0,34.0,164.0,772,5.0,11.0,12.0,11.0,27.0,13.0,54.0,34.0,62.0,24.0,7.0,10.0,7.0,17.0,2.0,4.0,5.0,41.0,5.0,6.0,10.0,23.0,1.0,34.0,11.0,45.0,11.0,8.0,3.0,7.0,2.0,14.0,13.0,20.0,39.0,19.0,4.0,2.0,4.0,,54.0,195.0,2.0,0.3541666666666667,0.37777777777777777,0.4948453608247423,0.45454545454545453,0.4074074074074074,0.49236641221374045,0.45454545454545453,0.5,0.5503355704697986,0.5,0.574468085106383,0.2595419847328244,0.07216494845360824,0.10714285714285714,0.07692307692307693,21.059431524547804,0.5,0.03571428571428571,0.09090909090909091,0.025423728813559324,0.14925373134328357,0.054945054945054944,0.103125,0.03363914373088685,0.023255813953488372,,0.04477611940298507,0.10227272727272728,0.11224489795918367,0.13636363636363635,,0.21374045801526717,0.7857142857142857,0.88,0.45454545454545453,0.29770992366412213,0.22900763358778625,0.3333333333333333,0.3448275862068966,0.4,0.061068702290076333,0.1984732824427481,0.2,0.625,0.075,0.4732824427480916,0.4852844961240311,0.45520000000000005,0.45693717948717943,0.1292517006802721,0.168141592920354,0.07317073170731707,0.32926829268292684,8.673195876288661,25.89411764705882,0.2838427947598253,1.0,2.0,16.0,3.0,8.0,,,11.0,35.0,,,2.0,14.0,27.0,6.0,6.0,8.0,1.0,,2.0,7.0,2.0,3.0,2.0,1.0,1.0,,,0.8181818181818182,0.3235294117647059,,0.34375,0.030303030303030304,0.023809523809523808,0.07042253521126761,0.15555555555555556,,0.41025641025641024,0.4444444444444444,0.1875,0.375,0.42857142857142855,1.0,0.3076923076923077,0.32,0.75,0.18181818181818182,0.5,,,,,0.3333333333333333,,4.0,10.0,6.0,5.0,2.0,5.0,,1.0,7.0,1.0,,,,0.46153846153846156,0.03333333333333333,,0.25,0.4,,2.0,2.0,0.6666666666666666,2.0,0.058823529411764705,0.125,0.038461538461538464,True,,
1915,1610612742,Evan Eschmeyer,Evan Eschmeyer,1915,DAL,391.0,7,-5.0,13,14,,5,1.0,27,,1.0,,,,,,,,,,1.0,,,15,,,,,,,,,,,1.0,1.0,,1.0,,1.0,,2.0,,1.0,,1.0,,1.0,1.0,2.0,,,,,,,2.0,2.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,7.142857142857142,,,0.16666666666666666,0.25,,,0.14285714285714285,0.16666666666666666,,,,,1.0,,,1.0,,,,,,,,,,,,,,1.0,0.5646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,True,,
2059,1610612742,Eduardo Najera,Eduardo Najera,2059,DAL,6114.0,102,-10.0,207,204,51.0,76,16.0,411,5.0,6.0,3.0,3.0,7.0,2.0,5.0,,,,12.0,18.0,,27.0,228,3.0,3.0,6.0,3.0,5.0,,7.0,16.0,8.0,,1.0,1.0,,1.0,,,1.0,2.0,,2.0,2.0,4.0,1.0,7.0,2.0,9.0,3.0,1.0,2.0,,,2.0,4.0,18.0,6.0,3.0,,,,,7.0,51.0,3.0,0.6666666666666666,0.8,0.6666666666666666,1.0,0.6,0.6666666666666666,1.0,0.6,0.6428571428571429,1.0,0.5833333333333334,,0.05555555555555555,,0.14285714285714285,10.176991150442479,,0.1111111111111111,0.047058823529411764,0.02631578947368421,0.11764705882352941,,0.058823529411764705,0.02,,,,0.027777777777777776,0.1,0.14285714285714285,,0.3333333333333333,0.8333333333333334,0.8333333333333334,0.8,0.3888888888888889,0.2777777777777778,0.4,0.4,0.5,,,0.6,1.0,,0.3333333333333333,0.45272222222222225,0.5019333333333333,0.5219199999999999,0.14285714285714285,0.14285714285714285,0.2222222222222222,0.25925925925925924,8.366666666666667,,0.2463768115942029,1.0,1.0,5.0,,,,,,3.0,,,,1.0,,,4.0,,,,1.0,2.0,1.0,,,,,1.0,,,,,,0.07142857142857142,0.04,,0.1,,0.7142857142857143,0.8333333333333334,0.6,,,,,,,0.3333333333333333,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,True,,
1917,1610612742,Wang Zhi-zhi,Wang Zhi-zhi,1917,DAL,2299.0,38,-7.0,77,77,31.0,44,8.0,154,2.0,6.0,1.0,3.0,1.0,2.0,3.0,1.0,,5.0,4.0,10.0,6.0,20.0,81,2.0,5.0,4.0,2.0,5.0,,4.0,4.0,4.0,5.0,,1.0,2.0,3.0,1.0,1.0,,8.0,1.0,4.0,,,2.0,2.0,5.0,7.0,,,,,,,5.0,9.0,4.0,2.0,1.0,1.0,1.0,,4.0,31.0,1.0,0.5,1.0,0.4,0.4,0.4,0.53125,0.4,0.4,0.5555555555555556,0.4,0.4,0.375,,,,20.930232558139537,,0.5,,0.14285714285714285,,0.09090909090909091,,0.1282051282051282,,0.3333333333333333,,,,,,0.375,0.3333333333333333,0.3333333333333333,,0.0625,0.1875,0.6666666666666666,0.6666666666666666,1.0,0.0625,0.3125,0.6,0.3333333333333333,,0.75,0.522665625,0.55045,0.47492,0.1111111111111111,0.16666666666666666,0.2,0.2,7.51,24.599999999999998,0.4025974025974026,2.0,5.0,,1.0,2.0,,,3.0,3.0,,,,,9.0,,4.0,2.0,,1.0,,,,,,,,,,1.0,0.5,,0.5,0.18181818181818182,0.2857142857142857,,,0.1111111111111111,,,,1.0,1.0,1.0,0.4,0.4,1.0,1.0,0.4,,,,,0.4,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,True,,
