EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,FTDefRebounds,SelfOReb,LostBallOutOfBoundsTurnovers,Technical Free Throw Trips,NonShootingFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,FG3APct,LongMidRangePctBlocked,DefFTReboundPct,SelfORebPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Frequency,NonHeaveArc3Accuracy,Avg3ptShotDistance,PenaltyCorner3FGM,PenaltyFG3M,PenaltyFtPoints,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,PenaltyFg3Pct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,PenaltyCorner3Accuracy,SecondChanceAtRimFGM,PtsPutbacks,SecondChanceAtRimAccuracy,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,BlocksRecoveredPct,PtsUnassisted3s,Blocked3s,BlockedArc3,PenaltyArc3FGM,FTOffRebounds,OffFTReboundPct,PenaltyArc3Accuracy,on,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGA,ThreePtShootingFoulsDrawn,SecondChanceCorner3Frequency,ThreePtShootingFoulsDrawnPct
1723,1610612755,Matt Harpring,Matt Harpring,1723,PHI,5900.0,98.0,-21.0,180.0,179.0,29.0,23.0,27.0,359.0,4.0,11.0,4.0,2.0,7.0,2.0,6.0,12.0,20.0,18.0,37.0,6.0,42.0,201.0,4.0,11.0,1.0,9.0,4.0,10.0,8.0,34.0,2.0,4.0,6.0,6.0,1.0,5.0,12.0,2.0,7.0,2.0,7.0,9.0,9.0,18.0,4.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,11.0,1.0,1.0,8.0,2.0,5.0,8.0,29.0,2.0,0.9444444444444444,0.9444444444444444,0.4864864864864865,0.36363636363636365,0.4,0.4864864864864865,0.36363636363636365,0.4,0.525,0.375,0.4,0.10810810810810811,0.18181818181818182,0.3333333333333333,20.37914691943128,0.6666666666666666,0.11290322580645161,0.08536585365853659,0.07692307692307693,0.2,0.10227272727272728,0.09782608695652174,0.15789473684210525,0.15,0.023255813953488372,0.1111111111111111,1.0,0.15789473684210525,0.18181818181818182,0.08695652173913043,0.2972972972972973,0.36363636363636365,0.4444444444444444,1.0,0.16216216216216217,0.3333333333333333,0.5,0.5,0.5405405405405406,0.6,0.6,1.0,0.36363636363636365,0.7,0.2857142857142857,0.2972972972972973,0.44644324324324325,0.43842,0.5547700000000001,0.125,0.125,0.21428571428571427,0.19047619047619047,10.95135135135135,0.16111111111111112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
2049,1610612755,Speedy Claxton,Speedy Claxton,2049,PHI,289.0,5.0,-6.0,8.0,10.0,3.0,9.0,1.0,18.0,,,,,,,1.0,,,,1.0,,,15.0,,,,,,,,,,,1.0,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,3.0,1.0,,,,,,,,,,,,,,,11.11111111111111,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.3898,,,,,,,11.3,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
243,1610612755,Aaron McKie,Aaron McKie,243,PHI,4667.0,78.0,-15.0,147.0,147.0,95.0,56.0,21.0,294.0,2.0,3.0,,1.0,1.0,,2.0,5.0,9.0,7.0,14.0,6.0,26.0,165.0,1.0,1.0,2.0,7.0,4.0,10.0,8.0,10.0,4.0,2.0,2.0,2.0,1.0,1.0,4.0,,1.0,1.0,2.0,4.0,1.0,5.0,7.0,1.0,6.0,3.0,1.0,1.0,2.0,4.0,3.0,2.0,8.0,1.0,,8.0,1.0,3.0,8.0,95.0,2.0,0.7142857142857143,0.7142857142857143,0.5,1.0,0.4,0.47619047619047616,1.25,0.3076923076923077,0.5208333333333334,1.1666666666666667,0.2857142857142857,0.14285714285714285,,0.5,16.666666666666668,0.75,0.047619047619047616,0.0196078431372549,0.047619047619047616,,0.047619047619047616,0.015151515151515152,,,0.05555555555555555,,,,0.15384615384615385,0.05555555555555555,0.14285714285714285,0.6666666666666666,0.6666666666666666,1.0,0.09523809523809523,,,,0.42857142857142855,0.5555555555555556,0.625,0.6,,0.07692307692307693,1.0,0.47619047619047616,0.4742690476190476,0.5739,0.4348923076923077,0.13043478260869565,0.1875,0.2692307692307692,0.3076923076923077,12.178571428571429,0.6462585034013606,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,2.0,7.0,1.0,1.0,3.0,6.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2857142857142857,1.0,0.2857142857142857,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.1,0.09523809523809523,0.5,0.5,1.0,0.23809523809523808,0.2,0.2,1.0,0.5,1.0,1.0,0.07692307692307693,0.15384615384615385,0.2,24.885714285714283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
727,1610612755,Eric Snow,Eric Snow,727,PHI,10248.0,171.0,-41.0,315.0,312.0,116.0,77.0,44.0,627.0,2.0,7.0,1.0,,1.0,5.0,12.0,10.0,31.0,17.0,50.0,17.0,54.0,355.0,1.0,5.0,,2.0,4.0,14.0,19.0,20.0,14.0,5.0,23.0,27.0,8.0,13.0,58.0,1.0,2.0,5.0,14.0,19.0,3.0,22.0,6.0,3.0,3.0,10.0,8.0,5.0,2.0,15.0,2.0,7.0,13.0,,1.0,22.0,,6.0,19.0,116.0,2.0,0.5882352941176471,0.5882352941176471,0.34,0.2,0.2857142857142857,0.33035714285714285,0.2,0.3055555555555556,0.40298507462686567,0.2,0.3958333333333333,0.1,0.42857142857142855,0.08333333333333333,22.58953168044077,0.6666666666666666,0.1414141414141414,0.015873015873015872,0.10869565217391304,0.041666666666666664,0.1310344827586207,0.02,,,0.03278688524590164,0.047619047619047616,,0.11428571428571428,0.12121212121212122,0.05,0.125,0.2857142857142857,0.5,0.5,0.21428571428571427,0.4166666666666667,0.45454545454545453,,0.5535714285714286,0.3225806451612903,0.3333333333333333,0.9,0.2,0.05555555555555555,,0.23214285714285715,0.41816249999999994,0.41945,0.40451666666666664,0.0967741935483871,0.10714285714285714,0.037037037037037035,0.35185185185185186,12.964,0.3682539682539683,1.0,2.0,1.0,,4.0,,,3.0,1.0,6.0,,,4.0,3.0,4.0,,,3.0,,,5.0,1.0,0.16666666666666666,,0.16666666666666666,0.10714285714285714,0.03225806451612903,,0.09090909090909091,0.03571428571428571,0.5,0.5,1.0,0.07142857142857142,,,,,,,0.05555555555555555,0.16666666666666666,,25.266666666666666,1.0,1.0,8.0,4.0,3.0,1.0,2.0,3.0,1.0,1.0,0.25,0.1935483870967742,0.5,1.0,,,,,,,,,,,,,,,,,,,True,,,,,
916,1610612755,Corie Blount,Corie Blount,916,PHI,2588.0,43.0,-10.0,81.0,75.0,46.0,28.0,12.0,156.0,2.0,2.0,1.0,1.0,1.0,,,,1.0,2.0,3.0,1.0,5.0,100.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,,,1.0,,,3.0,,4.0,,1.0,1.0,4.0,5.0,2.0,1.0,1.0,,,2.0,,2.0,1.0,,4.0,,2.0,2.0,,,3.0,46.0,,0.5,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,1.0,0.625,0.75,0.75,,,,6.451612903225806,,0.058823529411764705,0.16,,,0.03571428571428571,0.12903225806451613,0.25,0.16666666666666666,0.13333333333333333,,,,0.16666666666666666,,0.6666666666666666,1.0,1.0,0.5,,,,,0.3333333333333333,,,,1.0,1.0,1.0,0.6666666666666666,0.5161666666666668,0.5864,0.5856,,,0.6,0.6,5.3999999999999995,0.5679012345679012,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,True,,,,,
87,1610612755,Dikembe Mutombo,Dikembe Mutombo,87,PHI,8220.0,137.0,-35.0,248.0,250.0,81.0,38.0,34.0,498.0,8.0,13.0,8.0,2.0,4.0,2.0,9.0,,1.0,10.0,23.0,10.0,30.0,277.0,5.0,10.0,,10.0,2.0,6.0,7.0,8.0,12.0,2.0,3.0,3.0,,3.0,6.0,1.0,8.0,7.0,20.0,28.0,9.0,37.0,1.0,1.0,,1.0,,7.0,1.0,8.0,3.0,6.0,15.0,2.0,5.0,16.0,,7.0,7.0,81.0,,0.4,0.8,0.43478260869565216,0.5,0.3333333333333333,0.43478260869565216,0.5,0.3333333333333333,0.4838709677419355,0.5,0.4375,0.08695652173913043,0.15384615384615385,,13.68421052631579,0.125,0.24390243902439024,0.07920792079207921,0.1891891891891892,0.05263157894736842,0.226890756302521,0.075,0.13043478260869565,0.10344827586206896,0.04081632653061224,0.058823529411764705,,0.18518518518518517,0.21428571428571427,0.20588235294117646,0.5652173913043478,0.6153846153846154,0.7272727272727273,0.375,0.391304347826087,0.2222222222222222,0.2222222222222222,0.5,0.043478260869565216,,,,0.8,0.6666666666666666,0.5,0.5652173913043478,0.5084304347826086,0.5371888888888888,0.5222,0.23333333333333334,0.23333333333333334,0.3333333333333333,0.23333333333333334,4.526086956521739,0.32661290322580644,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,3.0,,,,,,1.0,3.0,,0.3333333333333333,,,5.0,10.0,0.625,9.0,7.0,2.0,9.0,7.0,1.0,1.0,0.7777777777777778,,,,,,,,True,,,,,
934,1610612755,Derrick Coleman,Derrick Coleman,934,PHI,9077.0,151.0,-30.0,279.0,275.0,87.0,71.0,36.0,554.0,7.0,9.0,4.0,4.0,4.0,3.0,6.0,3.0,6.0,13.0,21.0,12.0,47.0,306.0,3.0,4.0,1.0,7.0,6.0,7.0,18.0,20.0,6.0,2.0,7.0,8.0,2.0,4.0,17.0,1.0,11.0,10.0,16.0,27.0,12.0,39.0,1.0,,1.0,4.0,,1.0,4.0,5.0,3.0,3.0,8.0,3.0,,16.0,,5.0,18.0,87.0,,0.7692307692307693,1.0,0.6190476190476191,0.75,0.8571428571428571,0.625,0.75,0.6666666666666666,0.6527777777777778,0.7,0.6923076923076923,0.09523809523809523,0.1111111111111111,0.16666666666666666,12.893081761006288,0.8,0.17777777777777778,0.0990990990990991,0.22727272727272727,0.05,0.19402985074626866,0.0916030534351145,0.038461538461538464,0.10344827586206896,0.125,0.05555555555555555,,0.21875,0.12903225806451613,0.2564102564102564,0.32142857142857145,0.7777777777777778,0.875,0.5714285714285714,0.21428571428571427,0.5,0.6,1.0,0.21428571428571427,0.5,0.5,1.0,1.0,0.4444444444444444,1.0,0.5714285714285714,0.4915660714285715,0.60195,0.4855055555555556,0.15151515151515152,0.19230769230769232,0.14893617021276595,0.3829787234042553,8.40952380952381,0.3118279569892473,,1.0,1.0,3.0,6.0,,,1.0,3.0,7.0,,,2.0,6.0,6.0,3.0,1.0,,1.0,,3.0,0.6666666666666666,0.42857142857142855,,0.42857142857142855,0.25,,0.25,,0.03571428571428571,,,,0.21428571428571427,0.5,0.5,0.6666666666666666,,,,0.1111111111111111,0.1111111111111111,0.5,25.27142857142857,,,6.0,1.0,,1.0,1.0,,,,,0.18518518518518517,,,3.0,6.0,0.75,4.0,1.0,3.0,5.0,4.0,,,0.8,3.0,1.0,1.0,,,,,True,,,,,
947,1610612755,Allen Iverson,Allen Iverson,947,PHI,9800.0,163.0,-44.0,303.0,298.0,114.0,71.0,41.0,601.0,8.0,18.0,1.0,4.0,7.0,5.0,15.0,14.0,37.0,27.0,70.0,44.0,110.0,340.0,1.0,1.0,2.0,7.0,13.0,26.0,55.0,16.0,38.0,4.0,13.0,15.0,4.0,7.0,32.0,,,7.0,7.0,14.0,1.0,15.0,8.0,2.0,6.0,8.0,6.0,3.0,2.0,11.0,4.0,3.0,8.0,,1.0,51.0,1.0,19.0,55.0,114.0,1.0,0.2962962962962963,0.2962962962962963,0.38571428571428573,1.0,0.5,0.38823529411764707,1.25,0.5303030303030303,0.5,1.1666666666666667,0.6395348837209303,0.05714285714285714,0.16666666666666666,,34.38395415472779,0.7272727272727273,0.07291666666666667,,0.15555555555555556,,0.09929078014184398,,,,,,,0.058823529411764705,0.09375,0.1282051282051282,0.21176470588235294,0.4444444444444444,0.5333333333333333,0.25,0.17647058823529413,0.3333333333333333,0.3333333333333333,,0.43529411764705883,0.3783783783783784,0.3888888888888889,0.42857142857142855,0.5,0.21212121212121213,0.5714285714285714,0.38823529411764707,0.4604380952380953,0.5875,0.45504090909090905,0.18446601941747573,0.2159090909090909,0.06363636363636363,0.5,11.588571428571427,0.37623762376237624,1.0,1.0,1.0,3.0,14.0,1.0,1.0,6.0,4.0,15.0,1.0,1.0,7.0,12.0,14.0,3.0,,,,2.0,6.0,1.0,0.26666666666666666,1.0,0.26666666666666666,0.17647058823529413,0.02702702702702703,,,0.011764705882352941,1.0,1.0,1.0,0.16470588235294117,0.21428571428571427,0.21428571428571427,1.0,0.5,1.0,1.0,0.030303030303030304,0.18181818181818182,0.21428571428571427,26.85333333333333,1.0,3.0,20.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,0.42857142857142855,0.06666666666666667,0.3333333333333333,1.0,1.0,,1.0,,,,,,,,,,,,2.0,1.0,0.09090909090909091,0.3333333333333333,True,,,,,
365,1610612755,Derrick McKey,Derrick McKey,365,PHI,451.0,8.0,-3.0,14.0,14.0,9.0,12.0,4.0,28.0,,1.0,1.0,,1.0,,,,,,1.0,,,16.0,,1.0,,,,1.0,,,,,,1.0,,,3.0,,2.0,,,,2.0,2.0,,,,,,,,,,,1.0,,,,,,,9.0,,,,,,,,,,,,,,,,5.2631578947368425,,,0.2222222222222222,,,,0.18181818181818182,0.25,0.3333333333333333,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,1.0,0.5847,0.5847,0.5847,,,,,,0.6428571428571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,2.0,2.0,,2.0,1.0,,,0.5,,,,,,,,True,,,,,
1723,1610612755,Matt Harpring,Matt Harpring,1723,PHI,1179.0,20.0,22.0,37.0,38.0,18.0,7.0,5.0,75.0,4.0,5.0,2.0,2.0,2.0,,,,2.0,4.0,7.0,1.0,9.0,29.0,1.0,2.0,,2.0,2.0,3.0,4.0,8.0,,,1.0,1.0,,1.0,2.0,,4.0,2.0,2.0,4.0,4.0,8.0,1.0,1.0,,2.0,1.0,,1.0,2.0,1.0,1.0,1.0,,,1.0,1.0,1.0,4.0,18.0,,1.0,1.0,0.5714285714285714,0.5,0.6666666666666666,0.5714285714285714,0.5,0.6666666666666666,0.6428571428571429,0.5,0.6666666666666666,,,,20.930232558139537,1.0,0.2,0.4,0.2857142857142857,,0.23529411764705882,0.2857142857142857,0.5,,0.25,,,,,0.2,0.7142857142857143,0.8,0.8,1.0,,,,,0.2857142857142857,,,,1.0,0.6666666666666666,1.0,0.7142857142857143,0.5410285714285713,0.59555,0.5663666666666667,0.14285714285714285,0.14285714285714285,0.2222222222222222,0.4444444444444444,5.371428571428572,0.4864864864864865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.6666666666666666,0.5,,1.0,,0.5,,,,,,,,,,,,,,,,False,1.0,,,,
