EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyAtRimFrequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG2M,PenaltyFG3M,PtsAssisted3s,Corner3Assists,Travels,PenaltyTurnovers,Technical Free Throw Trips,Assisted3sPct,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,AtRimPctBlocked,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,DefCorner3ReboundPct,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PtsPutbacks,FTDefRebounds,SelfOReb,LostBallOutOfBoundsTurnovers,BlockedAtRim,RecoveredBlocks,DefensiveGoaltends,DefFTReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,Loose Ball Fouls,Offensive Fouls,SecondChanceAtRimPctAssisted,OffThreePtRebounds,OffThreePtReboundPct,OffArc3ReboundPct,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,HeaveAttempts,BlockedLongMidRange,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,Defensive 3 Seconds Violations,on,Blocked3s,BlockedCorner3,3SecondViolations,Clear Path Fouls
1541,1610612761,Alvin Williams,Alvin Williams,1541,TOR,7736.0,129,-3.0,231,229.0,60,80.0,33.0,460,4.0,7.0,1.0,2.0,7.0,7.0,27.0,2.0,1.0,3.0,1.0,13.0,41.0,1.0,5.0,5.0,34.0,228,2.0,2.0,2.0,5.0,1.0,4.0,4.0,14.0,12.0,3.0,3.0,1.0,2.0,10.0,2.0,12.0,2.0,4.0,3.0,3.0,26.0,2.0,4.0,14.0,18.0,2.0,20.0,4.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,4.0,2.0,3.0,7.0,7.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,60,1.0,0.5384615384615384,0.5384615384615384,0.2,0.2,0.3170731707317073,0.31521739130434784,0.3469387755102041,0.3333333333333333,0.25,0.10869565217391304,0.04878048780487805,0.07407407407407407,19.62962962962963,0.75,0.16470588235294117,0.019801980198019802,0.16,0.16363636363636364,0.017094017094017096,0.038461538461538464,0.02040816326530612,0.1875,0.19230769230769232,0.1111111111111111,0.2,0.15217391304347827,0.5714285714285714,0.5714285714285714,0.5,0.15217391304347827,0.2857142857142857,0.2857142857142857,0.5869565217391305,0.25925925925925924,0.28,0.7142857142857143,0.043478260869565216,0.06521739130434782,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.2608695652173913,0.3333333333333333,0.4391065217391304,0.4074,0.4013916666666666,0.0425531914893617,0.047619047619047616,0.058823529411764705,0.11764705882352941,14.126829268292685,25.080000000000002,0.2597402597402597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1565,1610612761,Michael Stewart,Michael Stewart,1565,TOR,31.0,1,,1,,1,,1.0,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
164,1610612761,Chris Childs,Chris Childs,164,TOR,9820.0,164,2.0,291,291.0,90,117.0,46.0,582,6.0,11.0,2.0,1.0,4.0,6.0,22.0,,8.0,17.0,6.0,13.0,37.0,8.0,17.0,9.0,59.0,292,3.0,,5.0,14.0,6.0,6.0,26.0,8.0,18.0,3.0,17.0,8.0,3.0,35.0,2.0,37.0,1.0,12.0,8.0,15.0,76.0,2.0,6.0,11.0,17.0,2.0,19.0,4.0,2.0,2.0,10.0,7.0,8.0,10.0,2.0,20.0,1.0,8.0,15.0,10.0,,1.0,3.0,,,,26.0,90,3.0,0.3076923076923077,0.3076923076923077,0.47058823529411764,0.47058823529411764,0.35135135135135137,0.46296296296296297,0.49137931034482757,0.625,0.5434782608695652,0.3148148148148148,0.08108108108108109,0.045454545454545456,22.413793103448278,0.5,0.10784313725490197,0.015748031496062992,0.1875,0.12686567164179105,0.013422818791946308,0.02857142857142857,,0.13513513513513514,0.06060606060606061,0.125,0.16666666666666666,0.2037037037037037,0.5454545454545454,0.6,0.5,0.07407407407407407,0.25,0.3333333333333333,0.4074074074074074,0.2727272727272727,0.2857142857142857,0.16666666666666666,,0.3148148148148148,0.47058823529411764,0.47058823529411764,0.1,0.3,0.5185185185185185,0.47058823529411764,0.4635972222222222,0.4042875,0.423285,0.01818181818181818,0.02631578947368421,0.0847457627118644,0.4406779661016949,12.035135135135134,25.78235294117647,0.30927835051546393,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,4.0,21.0,1.0,1.0,8.0,2.0,0.875,1.0,0.6666666666666666,0.3333333333333333,0.2857142857142857,0.625,0.5,0.09090909090909091,0.25,0.03333333333333333,0.25,0.875,0.25,1.0,1.0,0.5,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
165,1610612761,Hakeem Olajuwon,Hakeem Olajuwon,165,TOR,3237.0,54,3.0,90,91.0,27,41.0,17.0,181,3.0,4.0,2.0,3.0,6.0,2.0,3.0,,,,,8.0,13.0,,,4.0,20.0,89,3.0,2.0,8.0,4.0,,4.0,10.0,12.0,4.0,,,,1.0,1.0,,1.0,,,,1.0,2.0,6.0,1.0,5.0,7.0,6.0,13.0,6.0,3.0,3.0,1.0,,1.0,1.0,,2.0,1.0,3.0,7.0,6.0,,3.0,,4.0,2.0,4.0,10.0,27,1.0,0.75,1.0,,,0.6153846153846154,0.6153846153846154,0.625,0.8,0.7142857142857143,,0.07692307692307693,,16.216216216216214,0.5,0.2,0.16666666666666666,0.125,0.18181818181818182,0.13953488372093023,0.2727272727272727,0.06666666666666667,,0.42857142857142855,0.25,,0.3076923076923077,0.75,1.0,0.3333333333333333,0.46153846153846156,0.5,0.5,0.23076923076923078,0.6666666666666666,0.6666666666666666,1.0,,,,,0.5,,0.3076923076923077,,0.4260461538461539,0.4996333333333333,0.432275,0.1875,0.1875,0.4,0.5,9.223076923076922,,0.3,2.0,,,,3.0,,,3.0,,,,,,,,,,1.0,0.75,1.0,0.75,0.25,,0.2,0.5,,,,,1.0,,2.0,2.0,4.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,0.25,0.75,1.0,0.6666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,True,,,,
966,1610612761,Jerome Williams,Jerome Williams,966,TOR,5073.0,85,-20.0,143,150.0,62,80.0,27.0,293,6.0,11.0,6.0,,2.0,4.0,8.0,,,,,10.0,21.0,,,6.0,26.0,160,7.0,3.0,9.0,11.0,,3.0,11.0,18.0,2.0,,,,2.0,3.0,,3.0,,1.0,,2.0,6.0,8.0,3.0,7.0,10.0,8.0,18.0,6.0,5.0,1.0,1.0,,,2.0,1.0,3.0,1.0,3.0,12.0,8.0,,3.0,1.0,1.0,,1.0,11.0,62,2.0,0.9,0.9,,,0.47619047619047616,0.47619047619047616,0.52,0.5,0.4230769230769231,,0.09523809523809523,,15.730337078651685,0.3333333333333333,0.175,0.11594202898550725,0.25,0.19230769230769232,0.09876543209876543,0.25,0.058823529411764705,0.21052631578947367,,0.3,0.3333333333333333,0.5238095238095238,0.5454545454545454,0.6666666666666666,0.8333333333333334,0.09523809523809523,,,0.38095238095238093,0.5,0.5,1.0,,,,,0.5454545454545454,,0.5238095238095238,,0.5197190476190476,0.5869166666666666,0.5357545454545455,0.125,0.125,0.34615384615384615,0.4230769230769231,7.776190476190477,,0.43356643356643354,1.0,,,,3.0,,,4.0,,,,,1.0,,,,,0.42857142857142855,0.36363636363636365,0.42857142857142855,0.36363636363636365,0.18181818181818182,,0.06666666666666667,,,,,,0.16666666666666666,,3.0,6.0,,,2.0,,1.0,1.0,,,0.25,1.0,,0.8571428571428571,0.5,1.0,2.0,0.6666666666666666,,,,,,,,,,,,,,,,,,True,,,,
1721,1610612761,Keon Clark,Keon Clark,1721,TOR,6982.0,116,5.0,210,207.0,64,70.0,30.0,417,11.0,15.0,5.0,3.0,10.0,6.0,11.0,,,,,20.0,36.0,,,12.0,52.0,209,6.0,,6.0,11.0,,8.0,22.0,24.0,16.0,,,,4.0,4.0,1.0,5.0,1.0,3.0,,1.0,11.0,6.0,2.0,11.0,17.0,9.0,26.0,,,,1.0,3.0,,7.0,1.0,8.0,3.0,11.0,14.0,12.0,3.0,6.0,1.0,5.0,3.0,5.0,22.0,64,1.0,0.6,0.6666666666666666,,,0.5555555555555556,0.5555555555555556,0.65,0.5,0.7333333333333333,,0.1111111111111111,0.18181818181818182,19.277108433734938,0.125,0.13414634146341464,0.06521739130434782,0.09090909090909091,0.125,0.08333333333333333,,0.044444444444444446,0.07692307692307693,0.2,0.11538461538461539,0.125,0.4166666666666667,0.7333333333333333,0.7857142857142857,0.45454545454545453,0.2777777777777778,0.3,0.3333333333333333,0.3055555555555556,0.5454545454545454,0.6666666666666666,0.8333333333333334,,,,,0.45454545454545453,,0.4166666666666667,,0.4624777777777777,0.483825,0.48626363636363634,0.15384615384615385,0.15384615384615385,0.11538461538461539,0.4230769230769231,7.394444444444444,,0.3047619047619048,3.0,,,,3.0,,,7.0,,,,1.0,1.0,,,,,0.5,0.6363636363636364,0.5,0.6363636363636364,0.06666666666666667,0.1,0.16666666666666666,,,,,,0.6,,3.0,4.0,4.0,4.0,,2.0,2.0,4.0,2.0,0.36363636363636365,,0.8,0.6666666666666666,0.6666666666666666,0.75,1.0,,,3.0,0.1875,0.21428571428571427,,,,,,,,,,,,,,,True,,,,
2050,1610612761,Morris Peterson,Morris Peterson,2050,TOR,6157.0,103,24.0,183,183.0,45,64.0,32.0,366,4.0,6.0,,2.0,5.0,1.0,5.0,3.0,1.0,9.0,3.0,7.0,16.0,2.0,12.0,8.0,28.0,173,4.0,1.0,6.0,5.0,5.0,2.0,4.0,4.0,10.0,3.0,8.0,1.0,1.0,5.0,3.0,8.0,3.0,1.0,2.0,2.0,19.0,3.0,4.0,3.0,7.0,3.0,10.0,5.0,2.0,3.0,3.0,,1.0,1.0,2.0,4.0,,4.0,13.0,10.0,,5.0,,2.0,,2.0,4.0,45,2.0,0.2857142857142857,0.3333333333333333,0.16666666666666666,0.18181818181818182,0.4375,0.35714285714285715,0.42424242424242425,0.42857142857142855,0.18181818181818182,0.42857142857142855,0.0625,,16.591928251121075,0.75,0.04285714285714286,0.038461538461538464,0.16666666666666666,0.07446808510638298,0.031578947368421054,0.043478260869565216,0.02631578947368421,,0.043478260869565216,0.08695652173913043,0.23529411764705882,0.21428571428571427,0.6666666666666666,0.8,0.5,0.17857142857142858,0.4,0.4,0.17857142857142858,0.2,0.2,,0.10714285714285714,0.32142857142857145,0.1111111111111111,0.1111111111111111,,0.3,0.6428571428571429,0.125,0.4845611111111111,0.44315999999999994,0.4361944444444445,0.15151515151515152,0.23809523809523808,0.21428571428571427,0.14285714285714285,8.787500000000001,26.25833333333333,0.2459016393442623,,,1.0,,1.0,1.0,2.0,1.0,,3.0,,,,,0.5,0.5,,0.25,0.2,0.4166666666666667,0.1,0.16666666666666666,,0.058823529411764705,,,0.16666666666666666,,,,,1.0,1.0,2.0,,,,1.0,1.0,,,,0.5,,0.16666666666666666,1.0,,1.0,,,,,1.0,1.0,1.0,2.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.16666666666666666,1.0,1.0,0.2,,True,,,,
213,1610612761,Antonio Davis,Antonio Davis,213,TOR,8965.0,149,3.0,270,267.0,80,105.0,40.0,537,5.0,17.0,7.0,11.0,18.0,10.0,21.0,,,,,26.0,56.0,,,12.0,64.0,268,14.0,,10.0,15.0,,,8.0,42.0,10.0,,,,9.0,3.0,1.0,4.0,1.0,,,3.0,9.0,11.0,3.0,18.0,27.0,13.0,40.0,1.0,1.0,,3.0,1.0,2.0,5.0,1.0,8.0,,3.0,12.0,19.0,1.0,10.0,,3.0,1.0,3.0,8.0,80,3.0,0.8076923076923077,0.84,,,0.4642857142857143,0.4642857142857143,0.49230769230769234,0.35714285714285715,0.26666666666666666,,0.16071428571428573,0.047619047619047616,22.884012539184955,0.375,0.1875,0.09401709401709402,0.0967741935483871,0.16535433070866143,0.09558823529411764,0.15625,0.08771929824561403,0.2,0.26666666666666666,0.0967741935483871,0.08695652173913043,0.30357142857142855,0.29411764705882354,0.5555555555555556,0.8,0.32142857142857145,0.6111111111111112,0.6111111111111112,0.375,0.47619047619047616,0.5,0.9,,,,,0.4666666666666667,,0.30357142857142855,,0.44018571428571424,0.4645428571428572,0.46301333333333333,0.15384615384615385,0.15384615384615385,0.15625,0.125,9.476785714285713,,0.2962962962962963,2.0,,,,5.0,,,4.0,,,,,,,,,,0.35714285714285715,0.26666666666666666,0.35714285714285715,0.26666666666666666,0.47058823529411764,,0.03571428571428571,0.125,,,,,0.2857142857142857,,2.0,6.0,2.0,6.0,1.0,3.0,2.0,2.0,1.0,0.46153846153846156,0.047619047619047616,0.6666666666666666,0.7272727272727273,0.42857142857142855,0.3333333333333333,2.0,1.0,0.5,2.0,0.10526315789473684,0.125,,,,,,,,,,,,,,1.0,True,,,,
1983,1610612761,Jermaine Jackson,Jermaine Jackson,1983,TOR,73.0,1,-7.0,3,4.0,3,4.0,1.0,7,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
209,1610612761,Dell Curry,Dell Curry,209,TOR,1026.0,17,3.0,33,33.0,18,24.0,3.0,66,,3.0,2.0,,,2.0,5.0,,1.0,1.0,1.0,2.0,8.0,1.0,1.0,4.0,11.0,30,1.0,2.0,4.0,4.0,1.0,2.0,7.0,2.0,2.0,,1.0,1.0,,1.0,,1.0,,1.0,,,2.0,,1.0,1.0,2.0,,2.0,,,,1.0,,1.0,,,1.0,,,,4.0,,2.0,,,,,7.0,18,,0.5,0.5,1.0,1.0,0.25,0.3888888888888889,0.5,1.0,0.5833333333333334,0.1111111111111111,,,31.57894736842105,1.0,0.1,,0.16666666666666666,0.125,,,,,,0.3333333333333333,,0.3333333333333333,,,,,,,0.5555555555555556,0.4,0.4,0.5,,0.1111111111111111,1.0,1.0,0.4,0.2,0.4444444444444444,1.0,0.4517111111111112,0.3567,0.4535,0.18181818181818182,0.2,0.36363636363636365,0.6363636363636364,12.087499999999999,26.4,0.5454545454545454,,,,1.0,1.0,,,1.0,1.0,3.0,,,1.0,,1.0,,1.0,1.0,0.25,1.0,0.5,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
