EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,DefThreePtRebounds,SelfOReb,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Loose Ball Fouls,ThreePtShootingFoulsDrawn,BlockedLongMidRange,DefensiveGoaltends,Defensive 3 Seconds Violations,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,DefThreePtReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,SelfORebPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,DefArc3ReboundPct,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,LostBallSteals,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,SecondChanceCorner3FGA,PenaltyCorner3FGM,PtsUnassisted3s,3pt And 1 Free Throw Trips,Technical Free Throw Trips,LongMidRangePctBlocked,SecondChanceCorner3Frequency,PenaltyCorner3Accuracy,LostBallOutOfBoundsTurnovers,Travels,OffCorner3ReboundPct,on,FTOffRebounds,OffFTReboundPct
121,1610612753,Patrick Ewing,Patrick Ewing,121,ORL,1880.0,31,-16,60,62,27.0,31,6.0,122,2.0,6.0,1.0,2.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,3.0,12.0,1.0,7.0,13.0,76,1.0,3.0,1.0,3.0,1.0,6.0,1.0,3.0,5.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,6.0,2.0,8.0,3.0,11.0,1.0,1.0,1.0,3.0,7.0,11.0,1.0,5.0,1.0,4.0,3.0,1.0,4.0,3.0,5.0,27.0,3.0,0.6666666666666666,1.0,0.25,0.3333333333333333,0.16666666666666666,0.23076923076923078,0.3333333333333333,0.14285714285714285,0.3611111111111111,0.5,0.2777777777777778,0.07692307692307693,0.16666666666666666,0.16666666666666666,0.5,28.35820895522388,1.0,0.5,0.2,0.125,0.1935483870967742,0.1,0.1,0.3333333333333333,0.09090909090909091,0.1111111111111111,0.35714285714285715,0.75,0.46153846153846156,0.3333333333333333,0.4,0.5,0.15384615384615385,0.5,1.0,1.0,0.3076923076923077,0.07692307692307693,0.6666666666666666,0.5,0.5714285714285714,0.25,0.14285714285714285,0.5384615384615384,0.49929615384615383,0.4997,0.5239214285714285,0.29411764705882354,0.3125,0.23076923076923078,0.38461538461538464,6.408333333333334,24.7,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1503,1610612753,Tracy McGrady,Tracy McGrady,1503,ORL,8960.0,149,-7,274,277,86.0,123,29.0,551,14.0,23.0,2.0,2.0,2.0,4.0,5.0,10.0,32.0,13.0,8.0,33.0,65.0,13.0,32.0,110.0,292,2.0,3.0,7.0,14.0,2.0,10.0,8.0,14.0,27.0,32.0,34.0,2.0,13.0,3.0,13.0,18.0,4.0,41.0,2.0,18.0,,19.0,4.0,23.0,11.0,9.0,12.0,4.0,10.0,44.0,5.0,17.0,6.0,7.0,3.0,2.0,7.0,4.0,27.0,86.0,2.0,0.48484848484848486,0.5,0.5076923076923077,0.6666666666666666,0.2,0.5,0.875,0.3611111111111111,0.5670103092783505,0.875,0.48214285714285715,0.16666666666666666,0.046153846153846156,0.08695652173913043,0.1,35.973597359735976,0.9166666666666666,,0.13432835820895522,0.02197802197802198,0.12837837837837837,0.031496062992125984,0.038461538461538464,,0.0196078431372549,0.14285714285714285,0.1206896551724138,0.5714285714285714,0.2948717948717949,0.6086956521739131,0.6666666666666666,0.5,0.1282051282051282,0.5,0.5555555555555556,0.2,0.41025641025641024,0.16666666666666666,0.5,1.0,0.2222222222222222,0.5,0.4444444444444444,0.46153846153846156,0.46377307692307695,0.55575,0.45360555555555554,0.1978021978021978,0.22077922077922077,0.12727272727272726,0.24545454545454545,10.266153846153845,25.16153846153846,0.31386861313868614,14.0,4.0,1.0,1.0,3.0,4.0,1.0,1.0,3.0,12.0,4.0,5.0,2.0,3.0,3.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,0.3076923076923077,1.0,0.375,0.3076923076923077,0.07142857142857142,0.05555555555555555,0.06896551724137931,0.14634146341463414,0.3333333333333333,0.02702702702702703,0.4375,0.4375,0.5714285714285714,0.3076923076923077,0.3076923076923077,1.0,0.5,0.25,1.0,1.0,0.375,0.3076923076923077,0.07142857142857142,,,,,,,,,,,,,,,,,,,,,,True,,
1607,1610612753,Troy Hudson,Troy Hudson,1607,ORL,3869.0,64,-12,129,125,65.0,75,12.0,254,4.0,6.0,,,3.0,3.0,1.0,3.0,12.0,3.0,2.0,9.0,21.0,3.0,13.0,31.0,129,,,1.0,1.0,6.0,11.0,2.0,9.0,21.0,10.0,8.0,,3.0,2.0,3.0,4.0,1.0,9.0,,2.0,,3.0,,3.0,4.0,1.0,4.0,3.0,3.0,14.0,,4.0,3.0,,,,,,21.0,65.0,,0.5555555555555556,0.5555555555555556,0.42857142857142855,,0.5454545454545454,0.375,,0.46153846153846156,0.5,0.25,0.5833333333333334,0.125,0.09523809523809523,0.3333333333333333,,24.822695035460995,1.0,,0.037037037037037035,,0.05,,,,,0.06666666666666667,0.045454545454545456,,0.25,0.6666666666666666,1.0,0.5,0.125,0.3333333333333333,0.3333333333333333,,0.5,0.125,,,0.23076923076923078,1.0,0.15384615384615385,0.375,0.4545625,0.53175,0.4353653846153846,0.14285714285714285,0.16,0.03225806451612903,0.6774193548387096,11.399999999999999,26.366666666666664,0.5038759689922481,4.0,,,1.0,,,,1.0,,,,1.0,1.0,,,2.0,,1.0,,,,,3.0,,,1.0,,,,,,,,,,,0.16666666666666666,,,,,,0.3333333333333333,0.3333333333333333,0.75,,,,,1.0,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,True,,
1727,1610612753,Pat Garrity,Pat Garrity,1727,ORL,7869.0,131,3,248,237,77.0,90,21.0,485,1.0,1.0,,,1.0,1.0,,1.0,10.0,10.0,4.0,4.0,12.0,14.0,3.0,26.0,242,,1.0,,3.0,1.0,1.0,5.0,3.0,5.0,6.0,2.0,,10.0,,9.0,9.0,3.0,18.0,3.0,16.0,2.0,23.0,3.0,26.0,1.0,1.0,3.0,6.0,15.0,4.0,,,2.0,,,,,,5.0,77.0,3.0,0.75,0.75,0.3333333333333333,,1.0,0.4423076923076923,0.75,0.16666666666666666,0.4642857142857143,0.75,0.3125,0.5384615384615384,,,,11.567164179104477,0.3333333333333333,0.25,0.14414414414414414,0.03896103896103896,0.168,0.02702702702702703,0.05,,0.045454545454545456,0.11538461538461539,0.13043478260869565,,0.038461538461538464,1.0,1.0,,0.038461538461538464,,,,0.38461538461538464,0.38461538461538464,,,0.16666666666666666,1.0,0.6666666666666666,0.5769230769230769,0.475076923076923,0.3903,0.44310833333333327,,,0.11538461538461539,0.19230769230769232,15.424999999999999,25.385714285714283,0.31048387096774194,3.0,4.0,1.0,1.0,,5.0,1.0,1.0,,15.0,4.0,,,,1.0,5.0,,5.0,,2.0,1.0,1.0,,2.0,,2.0,1.0,,,,1.0,1.0,0.35714285714285715,1.0,,0.35714285714285715,0.35714285714285715,,,0.1794871794871795,,,0.3,0.3,1.0,0.4,0.4,1.0,,0.5,1.0,1.0,,0.4,,0.45454545454545453,1.0,4.0,1.0,1.0,0.15384615384615385,0.25,0.25,1.0,0.16666666666666666,,,,,,,,,,,,True,,
353,1610612753,Darrell Armstrong,Darrell Armstrong,353,ORL,9463.0,158,-11,292,293,98.0,127,29.0,585,7.0,9.0,,,2.0,2.0,2.0,3.0,13.0,11.0,3.0,16.0,25.0,17.0,17.0,61.0,306,,,5.0,5.0,4.0,7.0,5.0,13.0,30.0,20.0,12.0,,11.0,1.0,11.0,13.0,3.0,28.0,2.0,6.0,1.0,8.0,3.0,11.0,5.0,3.0,7.0,1.0,14.0,21.0,,1.0,7.0,,,,,,30.0,98.0,7.0,0.625,0.625,0.64,,0.5714285714285714,0.5238095238095238,,0.7083333333333334,0.57,0.5,0.7631578947368421,0.40476190476190477,0.04,,,17.757009345794394,0.7142857142857143,0.09090909090909091,0.04285714285714286,0.020833333333333332,0.04516129032258064,0.022222222222222223,,,0.03773584905660377,0.05405405405405406,0.05,,0.21428571428571427,0.7777777777777778,0.7777777777777778,0.2857142857142857,0.07142857142857142,0.6666666666666666,0.6666666666666666,1.0,0.30952380952380953,0.2619047619047619,,,0.16666666666666666,1.0,0.25,0.6190476190476191,0.5184726190476191,,0.4996791666666667,0.046511627906976744,0.038461538461538464,0.08196721311475409,0.4918032786885246,10.784,24.517647058823528,0.3356164383561644,7.0,2.0,,,2.0,4.0,,2.0,3.0,9.0,2.0,2.0,2.0,,,8.0,1.0,1.0,,5.0,4.0,1.0,2.0,2.0,1.0,4.0,,1.0,,1.0,,0.75,0.23529411764705882,,0.6,0.23529411764705882,0.06666666666666667,0.02564102564102564,0.03125,0.023255813953488372,0.3333333333333333,,0.5384615384615384,0.5833333333333334,0.8571428571428571,0.18181818181818182,0.18181818181818182,0.5,,,,,0.6666666666666666,0.18181818181818182,0.058823529411764705,,2.0,6.0,2.0,1.0,0.14285714285714285,0.3333333333333333,0.3333333333333333,1.0,0.16666666666666666,2.0,1.0,3.0,1.0,4.0,0.07692307692307693,1.0,0.5,,,,True,,
2034,1610612753,Mike Miller,Mike Miller,2034,ORL,2840.0,47,-24,87,87,35.0,37,11.0,174,1.0,1.0,,,,,1.0,3.0,7.0,6.0,3.0,6.0,11.0,6.0,,12.0,103,,,,,,2.0,3.0,,,8.0,4.0,,6.0,,5.0,5.0,2.0,10.0,,2.0,,3.0,,3.0,,,1.0,3.0,6.0,,,,,,,,,,,35.0,2.0,0.6666666666666666,0.6666666666666666,0.5454545454545454,,,0.35294117647058826,,,0.35294117647058826,,,0.35294117647058826,,,,18.367346938775512,,,0.05263157894736842,,0.07317073170731707,,,,,0.2222222222222222,,,0.058823529411764705,1.0,1.0,,0.17647058823529413,0.3333333333333333,0.3333333333333333,1.0,0.4117647058823529,0.35294117647058826,,,,,0.6,0.4117647058823529,0.44815000000000005,,0.4241,,,,,15.20909090909091,25.083333333333332,0.40229885057471265,4.0,,,,,,,,,,,,,,2.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,0.3333333333333333,,,,,,0.5714285714285714,0.5714285714285714,0.75,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,True,,
42,1610612753,Monty Williams,Monty Williams,42,ORL,4105.0,68,14,121,127,27.0,39,11.0,248,9.0,18.0,1.0,4.0,1.0,1.0,1.0,2.0,,,,10.0,20.0,,6.0,26.0,123,1.0,4.0,,2.0,1.0,1.0,,3.0,5.0,10.0,10.0,2.0,,6.0,5.0,6.0,,13.0,4.0,9.0,,10.0,4.0,14.0,,,4.0,2.0,5.0,8.0,,2.0,2.0,,,,,,5.0,27.0,,0.5,0.5555555555555556,0.5,0.25,1.0,0.5,0.25,1.0,0.5416666666666666,0.25,0.8333333333333334,,0.3,0.2777777777777778,0.5,21.052631578947366,,,0.13846153846153847,0.1,0.1388888888888889,0.08,0.2,0.2,,0.10526315789473684,0.10714285714285714,,0.9,0.5,0.6923076923076923,0.4444444444444444,0.1,0.5,1.0,1.0,,,1.0,0.25,1.0,1.0,,0.9,0.56632,0.5407,0.7109,0.09090909090909091,0.09090909090909091,0.07692307692307693,0.19230769230769232,0.905,,0.2231404958677686,,,,,,,,,,,,1.0,1.0,,,5.0,,1.0,,3.0,3.0,,,4.0,,2.0,,,,,,,,,,,0.14285714285714285,,,0.2222222222222222,,,,,,,,,,,,,,,,0.16666666666666666,,,,,,,,,,,,,,,,,,1.0,2.0,,True,,
690,1610612753,Don Reid,Don Reid,690,ORL,837.0,14,-11,24,32,16.0,22,5.0,56,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,1.0,3.0,,,,4.0,6.0,,,,,,,,,,,16.0,2.0,,,,,,,,,,,,,,,,,,0.5,0.1,0.1,0.1,0.08333333333333333,,0.5,,,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
270,1610612753,Horace Grant,Horace Grant,270,ORL,7229.0,120,12,217,217,59.0,84,21.0,434,1.0,2.0,1.0,2.0,,,,3.0,14.0,,,7.0,19.0,,2.0,16.0,212,3.0,5.0,,6.0,,1.0,,,,14.0,,,,3.0,5.0,8.0,3.0,19.0,2.0,19.0,2.0,22.0,7.0,29.0,1.0,1.0,2.0,2.0,7.0,2.0,,1.0,,1.0,1.0,,1.0,,,59.0,1.0,1.0,1.0,0.3684210526315789,0.6,,0.3684210526315789,0.6,,0.4,0.6,,,0.15789473684210525,0.5,0.3333333333333333,9.282700421940929,0.5,0.3333333333333333,0.16666666666666666,0.029411764705882353,0.15625,0.0707070707070707,,,0.05128205128205128,0.12903225806451613,0.19148936170212766,,0.10526315789473684,0.5,1.0,1.0,0.15789473684210525,,,,0.7368421052631579,,0.4,0.5,,,,0.10526315789473684,0.4140894736842105,0.43463333333333337,0.3882,0.05,0.05,0.375,,13.642105263157895,,0.271889400921659,6.0,,,,,,,,,,,3.0,3.0,,,2.0,5.0,1.0,1.0,3.0,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,,,0.07142857142857142,0.16129032258064516,0.16666666666666666,0.16666666666666666,,0.1111111111111111,0.42857142857142855,0.46153846153846156,1.0,,,,1.0,,,,,,,0.09090909090909091,,,,2.0,,,,,,,,,,,0.07142857142857142,,,,,0.14285714285714285,True,,
692,1610612753,Andrew DeClercq,Andrew DeClercq,692,ORL,263.0,4,-3,8,8,,7,,16,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
