EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,PenaltyOffPossExcludingTakeFouls,PenaltyOffPossPct,Minutes,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PlusMinus,Loose Ball Fouls,OffShortMidRangeReboundPct,SecondChanceFtPoints,OffThreePtRebounds,FTDefRebounds,SelfOReb,Travels,SecondChanceTurnovers,ShortMidRangePctBlocked,DefFTReboundPct,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,SelfORebPct,ShortMidRangePctAssisted,FTOffRebounds,OffFTReboundPct,Corner3Assists,LostBallOutOfBoundsTurnovers,BlockedAtRim,BlockedLongMidRange,RecoveredBlocks,Defensive 3 Seconds Violations,BlocksRecoveredPct,OffArc3ReboundPct,SecondChanceAtRimPctAssisted,on,LongMidRangePctBlocked
123,1610612750,Robert Pack,Robert Pack,123,MIN,6.0,1,2,1,1,3,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1497,1610612750,Chauncey Billups,Chauncey Billups,1497,MIN,8031.0,266,267,120,86,533,120,0.45112781954887216,134.0,42.0,6.0,11.0,1.0,1.0,5.0,7.0,4.0,10.0,7.0,15.0,2.0,3.0,1.0,1.0,1.0,1.0,4.0,12.0,1.0,1.0,2.0,8.0,17.0,36.0,6.0,15.0,14.0,66.0,299.0,2.0,3.0,2.0,2.0,10.0,12.0,21.0,3.0,9.0,6.0,39.0,6.0,28.0,12.0,6.0,2.0,12.0,4.0,2.0,15.0,2.0,17.0,2.0,5.0,4.0,6.0,36.0,1.0,4.0,10.0,14.0,1.0,15.0,3.0,2.0,1.0,6.0,2.0,4.0,3.0,2.0,9.0,8.0,1.0,14.0,1.0,20.0,2.0,4.0,7.0,2.0,1.0,1.0,1.0,39.0,7.0,0.17647058823529413,0.1875,0.6666666666666666,0.4,1.0,0.3333333333333333,0.4,0.4722222222222222,0.6666666666666666,0.5714285714285714,0.5098039215686274,1.0,0.55,0.5431034482758621,1.0,0.5757575757575758,0.29411764705882354,0.05555555555555555,0.18181818181818182,21.474358974358974,0.6666666666666666,0.10416666666666667,0.01020408163265306,0.1111111111111111,0.10606060606060606,0.00847457627118644,0.045454545454545456,0.07142857142857142,0.06451612903225806,0.16216216216216217,0.09375,0.25,0.21568627450980393,0.5454545454545454,0.6666666666666666,0.16666666666666666,0.19607843137254902,0.4,0.4,0.29411764705882354,0.4666666666666667,0.4666666666666667,0.2857142857142857,0.058823529411764705,0.6666666666666666,0.6666666666666666,1.0,0.23529411764705882,0.3333333333333333,0.3333333333333333,0.5,0.2,1.0,0.2,1.0,1.0,0.2,1.0,1.0,0.23333333333333334,0.7142857142857143,0.03333333333333333,1.0,0.26666666666666666,0.25,0.5098039215686274,0.3333333333333333,0.4959058823529411,0.4780375,0.47831000000000007,0.125,0.17073170731707318,0.15151515151515152,0.5909090909090909,10.369444444444447,24.57333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1732,1610612750,Felipe Lopez,Felipe Lopez,1732,MIN,1555.0,50,52,23,25,102,23,0.46,26.0,7.0,,2.0,,,,,,,,,1.0,2.0,,,,,,,,,,,,2.0,1.0,2.0,1.0,4.0,56.0,,,,,,,,,,,,,,,3.0,,,,,1.0,,1.0,,,1.0,,2.0,1.0,,,,1.0,1.0,1.0,1.0,,,,,1.0,,1.0,,1.0,5.0,1.0,2.0,,,1.0,,,,,,1.0,,,,0.5,,,0.5,,,,0.375,,,0.4,,,0.5,,,10.526315789473685,,,0.05555555555555555,,,0.045454545454545456,,,,,,,0.5,,,,,,,,,,,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,,1.0,,0.5508,,,0.2,0.3333333333333333,,,,23.9,6.0,1.0,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,True,
1887,1610612750,Wally Szczerbiak,Wally Szczerbiak,1887,MIN,7422.0,247,247,119,80,494,119,0.4817813765182186,124.0,39.0,6.0,8.0,1.0,2.0,3.0,3.0,7.0,16.0,6.0,11.0,,4.0,,,,3.0,2.0,5.0,,1.0,1.0,2.0,19.0,35.0,2.0,9.0,16.0,60.0,282.0,5.0,6.0,,1.0,12.0,6.0,12.0,1.0,5.0,12.0,27.0,14.0,24.0,6.0,,4.0,5.0,2.0,1.0,5.0,1.0,6.0,1.0,2.0,2.0,1.0,13.0,8.0,6.0,4.0,11.0,9.0,20.0,2.0,1.0,1.0,4.0,1.0,3.0,3.0,1.0,7.0,3.0,2.0,8.0,1.0,18.0,,,6.0,3.0,,,,27.0,,0.3684210526315789,0.4117647058823529,1.0,0.2222222222222222,,0.2,0.2222222222222222,0.5428571428571428,0.8333333333333334,0.5,0.5,0.7142857142857143,0.4411764705882353,0.5660377358490566,0.6666666666666666,0.5625,0.20454545454545456,0.02857142857142857,,20.689655172413794,0.5714285714285714,0.043010752688172046,0.08791208791208792,0.1935483870967742,0.08064516129032258,0.08108108108108109,,0.07407407407407407,0.03225806451612903,0.02857142857142857,0.18518518518518517,0.25,0.18181818181818182,0.75,0.75,0.5,0.36363636363636365,0.4375,0.4666666666666667,0.25,0.5454545454545454,0.5454545454545454,0.5,0.09090909090909091,,,,0.11363636363636363,0.4,0.4,1.0,0.2857142857142857,0.5,,,,0.14285714285714285,,,0.17647058823529413,1.0,0.17647058823529413,,0.11764705882352941,0.5,0.38636363636363635,0.4,0.48879772727272724,0.47774285714285714,0.5103794117647058,0.12,0.14634146341463414,0.2,0.45,9.051428571428572,24.311111111111114,-6.0,1.0,0.13953488372093023,2.0,1.0,1.0,1.0,1.0,1.0,0.0625,0.3333333333333333,0.05,0.07142857142857142,0.14285714285714285,0.045454545454545456,0.14285714285714285,,,,,,,,,,,,True,
324,1610612750,Anthony Peeler,Anthony Peeler,324,MIN,3675.0,122,123,62,58,245,62,0.5081967213114754,61.0,22.0,2.0,3.0,,,2.0,2.0,,1.0,2.0,5.0,2.0,3.0,,,1.0,2.0,3.0,5.0,,,2.0,2.0,4.0,9.0,5.0,8.0,4.0,27.0,127.0,1.0,1.0,,,2.0,2.0,5.0,3.0,4.0,3.0,16.0,6.0,2.0,9.0,6.0,,5.0,3.0,1.0,1.0,1.0,2.0,1.0,,1.0,,5.0,,4.0,7.0,11.0,1.0,12.0,4.0,2.0,2.0,4.0,,4.0,2.0,,6.0,4.0,,5.0,2.0,6.0,,,2.0,1.0,,,,16.0,2.0,0.75,0.75,0.6,0.625,,0.75,0.625,0.4444444444444444,1.0,0.4,0.6764705882352942,1.0,0.7222222222222222,0.675,1.0,0.7272727272727273,0.47058823529411764,0.1111111111111111,0.3333333333333333,17.808219178082194,0.6666666666666666,0.1590909090909091,,0.25,0.18333333333333332,,,0.08333333333333333,0.15384615384615385,0.21052631578947367,0.25,,0.17647058823529413,0.6666666666666666,1.0,0.5,0.058823529411764705,,,0.29411764705882354,0.4,0.4,1.0,0.17647058823529413,0.6666666666666666,0.6666666666666666,1.0,0.29411764705882354,0.6,0.6,0.3333333333333333,,,,,,,,,0.2222222222222222,1.0,0.2222222222222222,0.5,0.2222222222222222,1.0,0.6470588235294118,0.6,0.4945382352941176,,0.49622777777777777,0.10526315789473684,0.18181818181818182,0.07407407407407407,0.5925925925925926,11.988888888888889,24.862499999999997,6.0,,,,,,,,,,,,,,,,1.0,0.1111111111111111,,,,,,,,,,True,
708,1610612750,Kevin Garnett,Kevin Garnett,708,MIN,7312.0,242,242,103,67,484,103,0.4256198347107438,122.0,38.0,9.0,18.0,4.0,8.0,3.0,10.0,9.0,20.0,3.0,10.0,,,,,,,1.0,2.0,,,1.0,2.0,21.0,48.0,1.0,2.0,23.0,68.0,270.0,6.0,10.0,,,16.0,6.0,19.0,1.0,2.0,18.0,33.0,16.0,26.0,,3.0,10.0,2.0,1.0,4.0,10.0,5.0,15.0,1.0,5.0,2.0,3.0,35.0,15.0,12.0,26.0,40.0,16.0,56.0,5.0,4.0,1.0,2.0,1.0,1.0,10.0,1.0,12.0,3.0,3.0,9.0,2.0,32.0,2.0,,12.0,5.0,5.0,1.0,5.0,33.0,1.0,0.38095238095238093,0.5,,0.5,,0.5,0.5,0.4375,0.6,0.3157894736842105,0.45,0.6,0.35714285714285715,0.5230769230769231,0.6153846153846154,0.5,0.04,0.08333333333333333,0.16666666666666666,27.112676056338028,0.16666666666666666,0.3023255813953488,0.1724137931034483,0.34285714285714286,0.3140495867768595,0.15384615384615385,0.18181818181818182,0.25,0.2413793103448276,0.3939393939393939,0.3548387096774194,0.25,0.36,0.5,0.6,0.1111111111111111,0.4,0.45,0.47368421052631576,0.2,0.3,0.3,1.0,,,,,0.04,0.5,0.5,,0.8,0.5,,,,,,,0.47619047619047616,0.3,,,0.09523809523809523,0.5,0.4,0.5,0.46104999999999996,0.5260111111111111,0.4818952380952381,0.2,0.20689655172413793,0.23529411764705882,0.4852941176470588,7.227083333333334,24.75,4.0,,0.21621621621621623,4.0,1.0,2.0,3.0,4.0,,0.05,0.6666666666666666,0.058823529411764705,0.10714285714285714,0.16666666666666666,0.125,0.4444444444444444,,,4.0,1.0,3.0,1.0,4.0,1.0,0.8,,,True,
1531,1610612750,Marc Jackson,Marc Jackson,1531,MIN,82.0,2,2,2,2,4,2,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
693,1610612750,Joe Smith,Joe Smith,693,MIN,2167.0,73,75,37,20,148,37,0.5068493150684932,36.0,9.0,2.0,3.0,2.0,2.0,1.0,1.0,,1.0,1.0,2.0,,,,,,,,,,,,,3.0,6.0,,,7.0,13.0,90.0,2.0,2.0,,,8.0,1.0,2.0,,,2.0,4.0,2.0,4.0,,,4.0,,,1.0,,,,,,,,,3.0,1.0,5.0,6.0,4.0,10.0,,,,,,,,,,,2.0,6.0,,8.0,,,3.0,1.0,1.0,1.0,1.0,4.0,2.0,0.3333333333333333,1.0,,,,,,0.5,1.0,0.5,0.5,1.0,0.5,0.65,1.0,0.6666666666666666,,0.16666666666666666,0.3333333333333333,12.345679012345679,,0.2,0.125,0.09090909090909091,0.16666666666666666,0.13793103448275862,0.3333333333333333,0.25,,0.2727272727272727,,1.0,0.5,0.6666666666666666,1.0,,0.16666666666666666,,,0.3333333333333333,0.5,0.5,1.0,,,,,,,,,1.0,1.0,,,,,,,0.5,1.0,,,,,0.5,,0.4773,0.58615,0.48329999999999995,0.3333333333333333,0.3333333333333333,0.6153846153846154,0.3076923076923077,7.733333333333334,,-16.0,3.0,0.07692307692307693,4.0,1.0,,,,,,,0.2,0.125,,,,,,,,,,,,,0.3333333333333333,,True,
1725,1610612750,Rasho Nesterovic,Rasho Nesterovic,1725,MIN,5335.0,179,177,81,35,356,81,0.45251396648044695,89.0,27.0,8.0,10.0,4.0,4.0,1.0,2.0,6.0,17.0,1.0,4.0,,,,,,,,,,,,,15.0,31.0,,,4.0,34.0,210.0,4.0,7.0,,,10.0,3.0,8.0,,,2.0,8.0,20.0,10.0,,,6.0,,,2.0,2.0,,2.0,,,1.0,1.0,4.0,4.0,3.0,10.0,14.0,6.0,20.0,1.0,1.0,,3.0,,2.0,1.0,1.0,4.0,2.0,7.0,9.0,,9.0,1.0,,4.0,1.0,,,,8.0,1.0,0.6666666666666666,0.8333333333333334,,,,,,0.4838709677419355,0.5714285714285714,0.375,0.4838709677419355,0.5714285714285714,0.375,0.4857142857142857,0.625,0.4444444444444444,,0.06451612903225806,0.1,18.660287081339714,0.75,0.1694915254237288,0.058823529411764705,0.14285714285714285,0.1625,0.075,0.3,0.17647058823529413,0.2777777777777778,0.08333333333333333,0.16666666666666666,,0.3225806451612903,0.8,0.8888888888888888,0.625,0.5483870967741935,0.35294117647058826,0.375,0.12903225806451613,0.25,0.25,1.0,,,,,,,,,0.5714285714285714,1.0,,,,,,,0.25,0.5,,,,,0.3225806451612903,,0.44699032258064514,0.4935285714285714,0.46668750000000003,0.11764705882352941,0.11764705882352941,0.29411764705882354,0.23529411764705882,6.625806451612903,,-16.0,,,2.0,2.0,1.0,,,,0.058823529411764705,0.5,0.16666666666666666,0.045454545454545456,0.25,,0.6666666666666666,,,,1.0,,,,1.0,,0.125,0.25,True,
417,1610612750,Sam Mitchell,Sam Mitchell,417,MIN,2064.0,67,67,20,7,134,20,0.29850746268656714,34.0,11.0,1.0,1.0,,,,,,2.0,2.0,6.0,,,,,,,,,,,,,3.0,9.0,,,2.0,8.0,72.0,,,,,,,1.0,,,,,6.0,,,,,,,1.0,3.0,,3.0,,1.0,,2.0,6.0,,,2.0,2.0,,2.0,1.0,1.0,,,,,,,,,2.0,5.0,,2.0,,,1.0,,1.0,,1.0,,,1.0,1.0,,,,,,0.3333333333333333,,,0.3333333333333333,,,0.4,,,,0.1111111111111111,,12.5,,0.07142857142857142,,,0.05405405405405406,,,,0.1,0.1,,,0.1111111111111111,1.0,1.0,1.0,0.2222222222222222,,,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,0.1111111111111111,,0.4442111111111111,,0.4122,0.1,0.1,,,14.91111111111111,,2.0,1.0,,,,,,,,0.5,,,,,,,,,,,1.0,,,1.0,,,,True,
