EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,SecondChanceAtRimFGA,SecondChanceFG2A,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,LongMidRangeAssists,DefThreePtRebounds,LostBallSteals,BadPassOutOfBoundsTurnovers,BadPassTurnovers,NonShootingPenaltyNonTakeFouls,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefThreePtReboundPct,OffAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,SecondChanceAtRimFrequency,SecondChanceShotQualityAvg,ShortMidRangeFGM,ShortMidRangeAssists,PenaltyTurnovers,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,OffensiveGoaltends,OffLongMidRangeReboundPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangePctAssisted,LostBallOutOfBoundsTurnovers,DefCorner3ReboundPct,SecondChanceAtRimFGM,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,PtsPutbacks,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,ShortMidRangePctAssisted,SecondChanceAtRimAccuracy,SecondChancePointsPct,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PenaltyFG3A,2pt And 1 Free Throw Trips,BlockedLongMidRange,PenaltyFg3Pct,PenaltyArc3Frequency,PenaltyArc3Accuracy,FTOffRebounds,OffFTReboundPct,Travels,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,on,SecondChanceCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3A,PtsUnassisted3s,HeaveAttempts,Fg3aBlocked,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,Defensive 3 Seconds Violations,FG3APctBlocked,Corner3PctBlocked,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,ThreePtShootingFoulsDrawnPct,OffCorner3ReboundPct,3SecondViolations,LongMidRangePctBlocked,SecondChanceAtRimPctAssisted,Clear Path Fouls,Arc3PctBlocked,SecondChanceCorner3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Accuracy
120,1610612759,Steven Smith,Steven Smith,120,SAS,3406.0,57,-3,105,98,16,14,203,3.0,3.0,1.0,1.0,2.0,2.0,4,2.0,3.0,1.0,5.0,5.0,9,3.0,8.0,11.0,30.0,106,1.0,1.0,3.0,5.0,2.0,8.0,9.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,4.0,2.0,6.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,4,1.0,1.0,11.0,5.0,2.0,1.0,5.0,16,0.2,0.2,1.0,0.375,0.375,0.5555555555555556,1.0,0.5588235294117647,1.0,0.625,1.0,0.47058823529411764,19.327731092436977,0.3333333333333333,0.5,0.07317073170731707,0.022727272727272728,0.125,0.06,0.038461538461538464,0.047619047619047616,0.2,0.16666666666666666,0.07142857142857142,0.2222222222222222,0.17647058823529413,1.0,1.0,0.3333333333333333,0.11764705882352941,0.23529411764705882,0.5,0.5,0.17647058823529413,0.6666666666666666,0.6666666666666666,1.0,0.29411764705882354,0.2,0.2,1.0,1.0,1.0,0.6470588235294118,0.2,0.5237617647058823,0.488,0.10526315789473684,0.18181818181818182,0.16666666666666666,9.233333333333334,24.2875,0.1523809523809524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
1477,1610612759,Bruce Bowen,Bruce Bowen,1477,SAS,3764.0,63,-17,112,113,30,18,225,1.0,3.0,,,4.0,,2,2.0,3.0,,,1.0,9,2.0,3.0,2.0,10.0,119,,1.0,,,2.0,,6.0,,,2.0,4.0,1.0,10.0,,1.0,3.0,2.0,6.0,1.0,7.0,,4.0,2.0,1.0,1.0,,2.0,,1.0,5,,,2.0,,1.0,,,30,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.1111111111111111,,0.3333333333333333,,0.38461538461538464,,0.25,11.538461538461538,0.5,0.4,0.06382978723404255,0.019230769230769232,,0.07272727272727272,0.01694915254237288,,,,0.058823529411764705,,0.25,0.3333333333333333,0.5,1.0,0.3333333333333333,0.16666666666666666,,,0.25,0.6666666666666666,0.6666666666666666,1.0,,,,,,,0.5,,0.4837583333333333,0.4062,0.07692307692307693,0.1,,8.233333333333333,22.900000000000002,0.26785714285714285,18.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.2222222222222222,0.3333333333333333,0.25,0.125,0.1111111111111111,0.11764705882352941,0.16666666666666666,0.5,0.47865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
1495,1610612759,Tim Duncan,Tim Duncan,1495,SAS,2631.0,44,6,80,78,16,11,158,2.0,5.0,,,12.0,2.0,7,,,,,8.0,24,,,6.0,22.0,82,2.0,4.0,,4.0,4.0,12.0,,,,3.0,5.0,2.0,12.0,,3.0,13.0,2.0,15.0,3.0,18.0,2.0,1.0,,5.0,2.0,3.0,7.0,1.0,1.0,2,,1.0,10.0,,5.0,,4.0,16,0.25,0.25,,,,0.3333333333333333,0.5,0.3333333333333333,0.5,0.3793103448275862,0.4,,39.56043956043956,0.7142857142857143,1.0,0.37142857142857144,0.08823529411764706,,0.34210526315789475,0.08108108108108109,0.058823529411764705,,0.3,0.5454545454545454,0.125,0.20833333333333334,0.4,0.4,0.5,0.5,0.2916666666666667,0.2857142857142857,0.2857142857142857,,,,,,,,,,,0.20833333333333334,,0.4294833333333333,0.392,0.1724137931034483,0.1724137931034483,0.18181818181818182,9.270833333333334,,0.2,6.0,1.0,2.0,,2.0,2.0,,,,1.0,,2.0,,,,,,0.2,0.2857142857142857,,0.5,0.472,4.0,1.0,3.0,5.0,4.0,1.0,5.0,3.0,1.0,0.08333333333333333,0.6,0.3333333333333333,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
2225,1610612759,Tony Parker,Tony Parker,2225,SAS,3425.0,57,-1,104,102,24,16,206,5.0,6.0,1.0,1.0,6.0,2.0,4,,1.0,1.0,2.0,9.0,16,1.0,3.0,,21.0,105,2.0,5.0,,4.0,2.0,16.0,3.0,2.0,1.0,2.0,5.0,,13.0,,1.0,1.0,,3.0,1.0,4.0,,2.0,2.0,1.0,3.0,,4.0,2.0,2.0,2,,,,,,,4.0,24,0.1111111111111111,0.1111111111111111,1.0,0.3333333333333333,0.3333333333333333,0.5625,0.4,0.5526315789473685,0.4,0.5526315789473685,0.4,0.15789473684210525,19.166666666666668,0.25,,0.024390243902439025,0.02127659574468085,,0.0625,0.0196078431372549,,,,0.08333333333333333,,0.3157894736842105,0.8333333333333334,0.8333333333333334,,0.3157894736842105,0.21052631578947367,0.5,0.5,0.05263157894736842,,,,0.10526315789473684,0.5,0.5,1.0,0.2,1.0,0.47368421052631576,0.5,0.5182657894736843,0.44846,,,0.19047619047619047,7.706250000000001,24.666666666666668,0.23076923076923078,16.0,,2.0,,3.0,,3.0,2.0,2.0,,2.0,1.0,,,,,0.2857142857142857,,,0.2,,0.3919,2.0,,1.0,1.0,1.0,,1.0,,,0.06666666666666667,,0.3333333333333333,0.3333333333333333,0.5,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
95,1610612759,Mark Bryant,Mark Bryant,95,SAS,5432.0,91,-16,160,159,41,22,319,3.0,8.0,,,5.0,3.0,7,,,,,9.0,20,,,3.0,21.0,170,1.0,2.0,,2.0,12.0,6.0,,,,1.0,1.0,,2.0,1.0,7.0,3.0,,4.0,8.0,12.0,,1.0,,1.0,,1.0,1.0,,3.0,14,5.0,,6.0,,3.0,,2.0,41,0.6666666666666666,1.0,,,,0.45,0.5,0.45,0.5,0.45652173913043476,0.5,,13.114754098360656,1.0,,0.046153846153846156,0.1,0.09090909090909091,0.05063291139240506,0.09876543209876543,0.14814814814814814,0.16666666666666666,0.05555555555555555,,,0.4,0.375,0.6,0.3333333333333333,0.25,0.35,0.42857142857142855,0.42857142857142855,,,,,,,,,,,0.4,,0.47942999999999997,0.45155,0.13043478260869565,0.13043478260869565,0.09523809523809523,8.5,,0.25625,27.0,2.0,4.0,4.0,,,,1.0,1.0,1.0,,,1.0,0.2,0.375,0.2,0.07142857142857142,0.07142857142857142,0.07407407407407407,0.08333333333333333,0.5,0.5112,3.0,,,2.0,2.0,,2.0,1.0,,0.06896551724137931,0.5,0.6,0.75,1.0,,,2.0,3.0,1.0,7.0,6.0,0.75,0.75,0.5833333333333334,0.6666666666666666,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
1498,1610612759,Antonio Daniels,Antonio Daniels,1498,SAS,2697.0,45,-16,77,80,30,8,157,3.0,5.0,1.0,1.0,5.0,,3,,2.0,2.0,2.0,6.0,13,2.0,4.0,5.0,23.0,90,2.0,4.0,3.0,10.0,4.0,8.0,6.0,2.0,2.0,3.0,4.0,,9.0,,,4.0,,6.0,,6.0,,1.0,,,,,,,,2,,,6.0,,3.0,1.0,10.0,30,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,0.46153846153846156,0.5,0.5294117647058824,0.7,0.6052631578947368,0.7142857142857143,0.23529411764705882,22.093023255813954,,,0.12121212121212122,,,0.14285714285714285,,,,,0.2222222222222222,,0.29411764705882354,0.6,0.75,0.3333333333333333,0.29411764705882354,0.17647058823529413,,,0.11764705882352941,,,,0.11764705882352941,1.0,1.0,1.0,0.2,1.0,0.5294117647058824,1.0,0.5003117647058823,0.45664,0.16666666666666666,0.21428571428571427,0.43478260869565216,7.907692307692309,23.849999999999998,0.38961038961038963,24.0,,2.0,1.0,1.0,,1.0,2.0,2.0,1.0,,,1.0,0.07692307692307693,0.2,,0.2222222222222222,,0.13333333333333333,0.2222222222222222,,0.3492,3.0,1.0,,1.0,,,1.0,1.0,,,1.0,0.6,0.6,,,,,1.0,,2.0,,0.5,0.5,0.5,0.3333333333333333,,0.08695652173913043,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.2,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
685,1610612759,Cherokee Parks,Cherokee Parks,685,SAS,871.0,15,-14,26,26,12,3,52,1.0,1.0,,,3.0,,3,,,,,2.0,7,,,,4.0,35,1.0,5.0,,2.0,4.0,,,,,,,,,,1.0,2.0,,2.0,2.0,4.0,,,,2.0,,1.0,2.0,1.0,2.0,4,,,,,,,2.0,12,1.0,1.0,,,,0.2857142857142857,0.2,0.2857142857142857,0.2,0.2857142857142857,0.2,,30.0,1.0,,0.16666666666666666,0.125,,0.13333333333333333,0.09090909090909091,0.5,,,0.3333333333333333,,0.14285714285714285,1.0,1.0,1.0,0.42857142857142855,0.42857142857142855,,,,,,,,,,,,,0.14285714285714285,,0.3978857142857143,0.36878,,,0.5,10.742857142857144,,0.46153846153846156,11.0,,1.0,1.0,,,,,,,,1.0,1.0,0.14285714285714285,,0.3333333333333333,,,0.16666666666666666,,,0.3439,1.0,,1.0,1.0,1.0,,1.0,,,,,0.3333333333333333,0.5,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,0.5,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
990,1610612759,Malik Rose,Malik Rose,990,SAS,1685.0,28,3,46,47,10,7,93,1.0,1.0,1.0,1.0,3.0,,7,,,,,2.0,11,,,3.0,7.0,40,2.0,4.0,2.0,6.0,2.0,2.0,,,,2.0,3.0,2.0,7.0,1.0,2.0,5.0,,5.0,3.0,8.0,,2.0,2.0,,2.0,,2.0,,2.0,2,,,4.0,,2.0,,6.0,10,0.5,0.5,,,,0.18181818181818182,0.5,0.18181818181818182,0.5,0.2692307692307692,0.6,,28.30188679245283,,,0.2777777777777778,0.08695652173913043,0.25,0.19230769230769232,0.1111111111111111,,0.3333333333333333,,0.16666666666666666,,0.09090909090909091,1.0,1.0,1.0,0.2727272727272727,0.6363636363636364,,,,,,,,,,,0.25,1.0,0.09090909090909091,,0.40434545454545445,0.454575,0.15384615384615385,0.15384615384615385,0.8571428571428571,13.527272727272726,,0.21739130434782608,7.0,,1.0,,1.0,1.0,,,,,,,,,,,,0.2,0.5714285714285714,,,0.2911,1.0,,,,,,,,,0.09090909090909091,,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
345,1610612759,Terry Porter,Terry Porter,345,SAS,1274.0,21,-5,34,35,5,3,69,,1.0,,,1.0,,2,1.0,1.0,,1.0,1.0,4,1.0,2.0,1.0,6.0,36,,1.0,,3.0,,2.0,3.0,1.0,,,1.0,,3.0,,,,,1.0,,1.0,,,,,,,,,1.0,4,1.0,,1.0,1.0,,,3.0,5,,,1.0,0.5,0.5,0.25,,0.4166666666666667,0.75,0.4166666666666667,0.75,0.3333333333333333,16.216216216216218,,,,,,0.05555555555555555,,,,,,,0.16666666666666666,,,,0.16666666666666666,0.3333333333333333,,,0.16666666666666666,1.0,1.0,1.0,0.16666666666666666,,,,,,0.5,,0.5053,0.468025,,,0.5,12.25,23.95,0.14705882352941177,,,,,1.0,1.0,,,1.0,,,,,,,,0.25,,,0.25,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,1.0,1.0,0.5,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,
198,1610612759,Danny Ferry,Danny Ferry,198,SAS,1367.0,23,-6,39,40,11,5,79,,,,,1.0,1.0,1,,,1.0,1.0,1.0,2,1.0,1.0,,5.0,43,,,,,2.0,,3.0,1.0,1.0,2.0,2.0,1.0,4.0,,,1.0,1.0,2.0,,2.0,,,,1.0,,1.0,1.0,,2.0,2,,,,,,,,11,1.0,1.0,1.0,1.0,1.0,0.5,,0.8333333333333334,,0.8333333333333334,,0.3333333333333333,8.88888888888889,1.0,0.5,0.08333333333333333,,,0.0625,,,,0.3333333333333333,,,,,,,0.3333333333333333,0.3333333333333333,1.0,1.0,,,,,0.3333333333333333,1.0,1.0,1.0,,,0.3333333333333333,1.0,0.42921666666666675,,,,,17.0,26.2,0.28205128205128205,15.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
