EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2A,PtsUnassisted2s,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,Fouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,EfgPct,TsPct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,LongMidRangeAssists,Steals,BadPassSteals,DefShortMidRangeReboundPct,Arc3FGA,PenaltyArc3FGA,FG3A,PenaltyFG3A,PtsAssisted2s,NonHeaveArc3FGA,ThreePtAssists,Arc3Assists,ShootingFouls,Assisted2sPct,NonPutbacksAssisted2sPct,FG3APct,LongMidRangePctAssisted,Arc3Frequency,PenaltyArc3Frequency,Avg3ptShotDistance,Loose Ball Fouls,Blocked2s,BlockedShortMidRange,Blocks,AtRimPctAssisted,ShortMidRangeFGA,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGM,DefThreePtRebounds,PenaltyPointsExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyEfgPct,PenaltyTsPct,DefThreePtReboundPct,DefArc3ReboundPct,ShortMidRangeFrequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyPointsPct,FTA,TwoPtShootingFoulsDrawn,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,on,FTDefRebounds,LostBallTurnovers,PenaltyTurnovers,DefFTReboundPct,SecondChanceAtRimFGM,PenaltyAtRimFGM,ShortMidRangeFGM,FtPoints,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFtPoints,PtsPutbacks,Corner3Assists,OffTwoPtRebounds,FTOffRebounds,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,BlockedAtRim,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,ShortMidRangePctBlocked,OffFTReboundPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,ShortMidRangeAssists,SelfOReb,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,SecondChanceTurnovers,ThreePtShootingFoulsDrawn,BlockedLongMidRange,DefensiveGoaltends,Defensive 3 Seconds Violations,SecondChanceFg3Pct,DefAtRimReboundPct,DefCorner3ReboundPct,SelfORebPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,LostBallSteals,LostBallOutOfBoundsTurnovers,Travels,SecondChanceCorner3FGA,PtsUnassisted3s,3pt And 1 Free Throw Trips,Technical Free Throw Trips,LongMidRangePctBlocked,SecondChanceCorner3Frequency,OffCorner3ReboundPct
1114,1610612753,Jaren Jackson,Jaren Jackson,1114,ORL,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,1610612753,Patrick Ewing,Patrick Ewing,121,ORL,561.0,9.0,2.0,15.0,16.0,3.0,10.0,1.0,31.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,15.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,0.5,0.5,0.5,0.25,0.3333333333333333,29.41176470588235,1.0,0.2,0.5,0.14285714285714285,0.125,0.5,0.3333333333333333,0.75,0.3333333333333333,0.5,0.25,1.0,1.0,1.0,1.0,0.75,0.54895,0.6648,3.875,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,1610612753,Jud Buechler,Jud Buechler,146,ORL,561.0,9.0,2.0,15.0,16.0,3.0,10.0,1.0,31.0,,,,,,,,,,15.0,,,,,1.0,1.0,,2.0,,1.0,1.0,,1.0,,,,,3.0,,,,,,,,0.2,,0.14285714285714285,,,,,,,,,,,,,,,,0.2,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1607,1610612753,Troy Hudson,Troy Hudson,1607,ORL,561.0,9.0,2.0,15.0,16.0,3.0,10.0,1.0,31.0,1.0,4.0,,,2.0,2.0,3.0,6.0,6.0,15.0,,,4.0,1.0,,1.0,,3.0,,,,,,,,,1.0,3.0,0.5,0.42857142857142855,0.42857142857142855,0.16666666666666666,0.25,41.17647058823529,,,,,,,,0.5714285714285714,0.25,0.3333333333333333,0.2857142857142857,1.0,1.0,,,0.7142857142857143,0.47882142857142856,0.24675,6.3500000000000005,0.2,,,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.14285714285714285,0.5,0.14285714285714285,1.0,33.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,1610612753,Don Reid,Don Reid,690,ORL,484.0,8.0,2.0,14.0,14.0,2.0,9.0,,28.0,1.0,1.0,,,,,1.0,1.0,2.0,15.0,,,,,,,,,,1.0,1.0,,1.0,,,,2.0,2.0,1.0,1.0,1.0,,,6.666666666666667,,0.25,,0.2,,,0.5,1.0,1.0,1.0,,,,,,1.0,0.5966,,,0.14285714285714285,,,,,,,,,2.0,,,,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2034,1610612753,Mike Miller,Mike Miller,2034,ORL,330.0,6.0,-5.0,7.0,9.0,3.0,3.0,1.0,16.0,,,,,,,,1.0,3.0,10.0,,,,,,,,,,1.0,2.0,,2.0,,,,,3.0,,0.5,0.5,,,33.333333333333336,,0.3333333333333333,,0.5,,,1.0,,,,,,,,,0.6666666666666666,0.44215,0.46477500000000005,10.6,0.42857142857142855,,,,,2.0,2.0,2.0,2.0,,2.0,,,,,,0.6666666666666666,,0.6666666666666666,1.0,26.85,,,,,,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,0.5,0.5,0.5,0.75,0.75,1.0,1.0,0.3333333333333333,0.5,0.5,1.0,0.5,0.5,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,1610612753,Andrew DeClercq,Andrew DeClercq,692,ORL,77.0,1.0,,1.0,2.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,50.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,1610612753,Monty Williams,Monty Williams,42,ORL,229.0,4.0,7.0,8.0,7.0,,7.0,,15.0,1.0,1.0,,,,,1.0,1.0,2.0,5.0,,,,,,,,,,,1.0,,1.0,,,,,,1.0,1.0,1.0,,,12.5,,,,0.3333333333333333,,,,1.0,1.0,1.0,,,,,,1.0,0.5189,,,,,,,,,,,,2.0,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114,1610612753,Jaren Jackson,Jaren Jackson,1114,ORL,255.0,4.0,1.0,9.0,10.0,6.0,7.0,1.0,19.0,,,,,,,,,,7.0,,,,,,,,,,,1.0,,1.0,1.0,,1.0,3.0,6.0,,,,,,10.0,1.0,,,,,,,,,,,,,,,,,,,0.6666666666666666,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,1610612753,Patrick Ewing,Patrick Ewing,121,ORL,3490.0,58.0,-29.0,112.0,115.0,50.0,50.0,12.0,227.0,3.0,9.0,3.0,6.0,1.0,6.0,6.0,20.0,22.0,138.0,6.0,11.0,6.0,2.0,1.0,2.0,1.0,5.0,,10.0,16.0,4.0,20.0,1.0,,1.0,11.0,50.0,0.3,0.2857142857142857,0.3793103448275862,0.1,0.1111111111111111,23.62204724409449,1.0,0.23255813953488372,,0.24444444444444444,0.05555555555555555,,0.35,0.42857142857142855,0.3333333333333333,0.375,0.2857142857142857,0.16666666666666666,0.16666666666666666,0.5,0.5,0.47619047619047616,0.47798809523809527,0.49484583333333326,6.404999999999999,0.44642857142857145,,1.0,1.0,0.23076923076923078,1.0,1.0,1.0,1.0,6.0,1.0,1.0,,7.0,0.5,0.6,0.047619047619047616,1.0,0.047619047619047616,0.08333333333333333,24.7,,4.0,1.0,4.0,0.3333333333333333,5.0,,,,,11.0,,,1.0,11.0,,,,,0.25,0.36666666666666664,0.5,0.5,0.23809523809523808,,,,,,0.5,17.0,7.0,0.25925925925925924,0.2692307692307692,False,5.0,1.0,,0.5555555555555556,1.0,2.0,2.0,10.0,2.0,1.0,5.0,3.0,5.0,2.0,1.0,3.0,1.0,1.0,2.0,3.0,3.0,3.0,0.3333333333333333,0.2727272727272727,0.3333333333333333,0.4166666666666667,0.2,0.2,0.06976744186046512,0.0625,0.125,0.05263157894736842,0.75,0.4,0.5,0.5,0.3333333333333333,0.3333333333333333,0.48995999999999995,0.22727272727272727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
