EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceFtPoints,OffThreePtRebounds,FTOffRebounds,DefThreePtRebounds,BadPassOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Offensive Fouls,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,OffensiveGoaltends,Defensive 3 Seconds Violations,OffFTReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ShortMidRangePctBlocked,PtsUnassisted3s,Technical Free Throw Trips,BlockedShortMidRange,LongMidRangePctBlocked,BlockedLongMidRange,SecondChanceAtRimPctAssisted,Fg3aBlocked,Clear Path Fouls,DefensiveGoaltends,FG3APctBlocked,Corner3PctBlocked,on,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,3SecondViolations
1088,1610612765,Chucky Atkins,Chucky Atkins,1088,DET,7008.0,117,31,209,206,130,113,35.0,415,9.0,18.0,1.0,1.0,7.0,13.0,1.0,4.0,2.0,5.0,2.0,4.0,1.0,1.0,1.0,2.0,3.0,13.0,1.0,2.0,2.0,9.0,12.0,27.0,5.0,17.0,3.0,42.0,198,2.0,4.0,2.0,3.0,10.0,9.0,20.0,3.0,11.0,3.0,30.0,8.0,16.0,15.0,2.0,1.0,12.0,3.0,2.0,5.0,6.0,11.0,4.0,2.0,3.0,1.0,1.0,28.0,2.0,6.0,1.0,7.0,2.0,9.0,1.0,2.0,1.0,1.0,7.0,6.0,1.0,1.0,1.0,8.0,5.0,4.0,10.0,1.0,4.0,2.0,30.0,130,3.0,0.3333333333333333,0.36363636363636365,1.0,0.29411764705882354,0.6666666666666666,0.2727272727272727,0.3125,0.4444444444444444,0.5,0.45,0.4431818181818182,0.7142857142857143,0.43548387096774194,0.45652173913043476,0.7142857142857143,0.45454545454545453,0.38636363636363635,0.07407407407407407,0.1111111111111111,21.513944223107572,0.875,0.25,0.07142857142857142,0.02702702702702703,0.058823529411764705,0.019801980198019802,0.05405405405405406,0.038461538461538464,0.05,0.10526315789473684,0.047619047619047616,0.4090909090909091,0.5,0.5625,0.1111111111111111,0.09090909090909091,0.25,0.25,1.0,0.11363636363636363,0.4,0.4,1.0,0.09090909090909091,0.5,0.5,1.0,0.29545454545454547,0.23076923076923078,0.23076923076923078,1.0,0.14285714285714285,1.0,0.14285714285714285,1.0,1.0,0.2857142857142857,0.5,1.0,0.41935483870967744,0.5384615384615384,0.06451612903225806,0.5,0.2903225806451613,0.2222222222222222,0.7954545454545454,0.25,0.4847392857142857,0.42639999999999995,0.4635827586206897,0.23809523809523808,0.7142857142857143,5.0,29.947058823529414,0.6220095693779905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1112,1610612765,Ben Wallace,Ben Wallace,1112,DET,12163.0,203,-6,360,360,148,131,52.0,720,13.0,25.0,5.0,14.0,4.0,9.0,1.0,5.0,1.0,1.0,,,,,,,,,,,,,15.0,31.0,,,13.0,43.0,350,5.0,16.0,,,13.0,6.0,12.0,,,6.0,18.0,14.0,16.0,,10.0,,,,4.0,5.0,3.0,8.0,,3.0,3.0,,2.0,19.0,17.0,48.0,2.0,60.0,28.0,88.0,,11.0,7.0,4.0,6.0,3.0,5.0,,3.0,11.0,5.0,6.0,11.0,1.0,23.0,4.0,18.0,148,,0.4666666666666667,0.7,,,,,,0.4838709677419355,0.3125,0.5,0.4838709677419355,0.3125,0.5,0.5119047619047619,0.34210526315789475,0.5,,0.12903225806451613,0.16,12.649164677804295,0.5454545454545454,0.2,0.2981366459627329,0.1504424778761062,0.29292929292929293,0.15606936416184972,0.10204081632653061,0.16,0.35714285714285715,0.36231884057971014,,0.8064516129032258,0.52,0.6190476190476191,0.46153846153846156,0.16129032258064516,0.2,0.2,1.0,0.03225806451612903,1.0,1.0,,,,,,,,,,0.875,0.35714285714285715,,,,,,,0.75,0.4444444444444444,,,,,0.8064516129032258,,0.5465870967741936,0.5219199999999999,0.5090333333333333,0.3023255813953488,0.4186046511627907,2.3032258064516125,,0.4111111111111111,3.0,10.0,1.0,10.0,1.0,1.0,2.0,1.0,1.0,8.0,12.0,12.0,12.0,4.0,1.0,1.0,0.058823529411764705,0.2702702702702703,0.16666666666666666,0.22857142857142856,0.13793103448275862,0.17073170731707318,0.15789473684210525,0.16666666666666666,0.7142857142857143,0.3333333333333333,0.21052631578947367,0.21052631578947367,,,,,,,,,,,,,True,,,
1442,1610612765,Zeljko Rebraca,Zeljko Rebraca,1442,DET,3582.0,60,-4,103,102,27,17,13.0,205,2.0,3.0,,,,,3.0,7.0,,,,,,,,,,,,,,,5.0,10.0,,,6.0,16.0,108,,,,,,,1.0,,,4.0,4.0,6.0,4.0,,,,,,3.0,,,,,,,,,,,1.0,1.0,2.0,3.0,5.0,,1.0,1.0,,2.0,1.0,1.0,,1.0,3.0,2.0,8.0,14.0,,6.0,2.0,4.0,27,,0.6,0.6,,,,,,0.5,,,0.5,,,0.6153846153846154,,0.6666666666666666,,0.3,0.3333333333333333,13.793103448275863,0.6666666666666666,0.2,0.025,,0.020833333333333332,0.07317073170731707,,,0.125,,,0.3,0.6666666666666666,1.0,1.0,0.7,0.42857142857142855,0.6,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,0.43704,,0.365,,0.25,6.470000000000001,,0.2621359223300971,,3.0,,,,1.0,,,,1.0,1.0,1.0,1.0,,,,,,0.3,,,0.14285714285714285,0.6666666666666666,,,,0.09090909090909091,0.09090909090909091,0.2857142857142857,,,,,,,,,,,,True,,,
468,1610612765,Jon Barry,Jon Barry,468,DET,8443.0,141,-10,250,246,64,60,30.0,496,3.0,5.0,,,1.0,2.0,,2.0,7.0,12.0,3.0,4.0,,,,1.0,10.0,27.0,,,2.0,5.0,10.0,19.0,13.0,31.0,3.0,62.0,248,,,,,,4.0,6.0,2.0,6.0,1.0,15.0,10.0,10.0,27.0,,,27.0,10.0,3.0,13.0,4.0,17.0,2.0,2.0,8.0,2.0,3.0,38.0,2.0,11.0,,13.0,2.0,15.0,,4.0,3.0,1.0,8.0,3.0,6.0,1.0,5.0,14.0,2.0,5.0,12.0,1.0,6.0,1.0,15.0,64,3.0,0.5,0.5,0.6923076923076923,0.41935483870967744,,0.3333333333333333,0.41935483870967744,0.5263157894736842,,0.6666666666666666,0.59,,0.5833333333333334,0.5769230769230769,,0.5384615384615384,0.62,0.15789473684210525,0.2,22.887323943661972,0.5714285714285714,,0.11827956989247312,0.02631578947368421,0.11304347826086956,0.016129032258064516,,0.1,0.14285714285714285,0.11904761904761904,,0.1,0.6,0.75,0.6666666666666666,0.04,,,,0.24,0.5833333333333334,0.6363636363636364,0.42857142857142855,0.08,0.75,0.75,1.0,0.54,0.37037037037037035,0.37037037037037035,0.6,,,,,,,,,0.16666666666666666,0.5,0.08333333333333333,,0.4166666666666667,0.4,0.72,0.37037037037037035,0.476499,,0.46232083333333346,,0.24193548387096775,12.200000000000001,26.412903225806456,0.256,,,,2.0,3.0,,2.0,,,1.0,1.0,,1.0,1.0,,,,0.09090909090909091,,0.07407407407407407,,,,0.13333333333333333,,1.0,0.0196078431372549,0.05,0.5,12.0,3.0,1.0,0.08333333333333333,,,,,,,,True,,,
722,1610612765,Corliss Williamson,Corliss Williamson,722,DET,16197.0,270,25,482,479,183,170,66.0,961,26.0,48.0,5.0,9.0,11.0,22.0,21.0,47.0,5.0,15.0,,2.0,,,,,,,,,,,52.0,110.0,,2.0,29.0,133.0,460,8.0,15.0,,,20.0,17.0,32.0,,,15.0,49.0,66.0,38.0,,6.0,,,,6.0,10.0,,10.0,,,6.0,1.0,3.0,20.0,14.0,23.0,3.0,34.0,19.0,53.0,6.0,9.0,7.0,2.0,8.0,3.0,14.0,1.0,5.0,22.0,8.0,9.0,31.0,3.0,38.0,3.0,49.0,183,6.0,0.6346153846153846,0.673469387755102,,,,,,0.4727272727272727,0.5333333333333333,0.53125,0.4642857142857143,0.5333333333333333,0.53125,0.5155038759689923,0.5882352941176471,0.5975609756097561,0.017857142857142856,0.05454545454545454,0.020833333333333332,27.207207207207208,0.36363636363636365,0.21428571428571427,0.11734693877551021,0.0958904109589041,0.12601626016260162,0.08296943231441048,0.13333333333333333,0.06779661016949153,0.09615384615384616,0.16470588235294117,0.11320754716981132,0.42857142857142855,0.5416666666666666,0.5531914893617021,0.7307692307692307,0.41964285714285715,0.44680851063829785,0.5,0.42857142857142855,0.13392857142857142,0.3333333333333333,0.3333333333333333,1.0,0.017857142857142856,,,,,,,,0.6,0.5555555555555556,,,,,,,0.6875,0.5,,,,,0.44642857142857145,,0.4689241071428572,0.4970166666666666,0.508003125,0.15037593984962405,0.3684210526315789,6.313636363636363,23.75,0.3796680497925311,4.0,5.0,,8.0,4.0,1.0,2.0,8.0,4.0,18.0,2.0,1.0,2.0,1.0,,1.0,,0.16,0.060240963855421686,0.06382978723404255,0.07692307692307693,0.06557377049180328,0.045454545454545456,0.1794871794871795,0.09090909090909091,0.5,0.14285714285714285,0.14516129032258066,0.10638297872340426,,,,,1.0,0.2,,,,,,True,,,
711,1610612765,Jerry Stackhouse,Jerry Stackhouse,711,DET,9235.0,154,39,284,279,154,137,46.0,563,10.0,21.0,1.0,4.0,5.0,11.0,2.0,7.0,2.0,13.0,2.0,6.0,2.0,2.0,2.0,4.0,6.0,19.0,1.0,2.0,1.0,8.0,14.0,41.0,8.0,25.0,24.0,76.0,260,1.0,5.0,3.0,4.0,11.0,8.0,20.0,3.0,12.0,16.0,41.0,14.0,14.0,24.0,,,19.0,6.0,6.0,12.0,9.0,21.0,7.0,2.0,7.0,2.0,3.0,51.0,2.0,5.0,,8.0,2.0,10.0,1.0,2.0,2.0,,7.0,5.0,3.0,,2.0,10.0,4.0,5.0,13.0,,31.0,5.0,41.0,154,4.0,0.5,0.5,1.0,0.32,0.75,0.25,0.32,0.34146341463414637,0.2,0.4,0.3939393939393939,0.6111111111111112,0.390625,0.46875,0.6111111111111112,0.5,0.3787878787878788,0.14634146341463414,0.14285714285714285,26.78571428571429,0.7,,0.0423728813559322,0.022222222222222223,0.05405405405405406,0.014388489208633094,0.05128205128205128,,0.125,0.020833333333333332,0.02702702702702703,0.3181818181818182,0.47619047619047616,0.5555555555555556,0.6,0.10606060606060606,0.2857142857142857,0.3333333333333333,,0.19696969696969696,0.15384615384615385,0.18181818181818182,0.5,0.09090909090909091,0.3333333333333333,0.3333333333333333,1.0,0.2878787878787879,0.3157894736842105,0.3157894736842105,1.0,0.4444444444444444,0.25,0.2222222222222222,1.0,1.0,0.2222222222222222,0.5,1.0,0.34375,0.45454545454545453,0.125,0.5,0.25,0.125,0.696969696969697,0.3157894736842105,0.48903863636363626,0.5299,0.4941375,0.14473684210526316,0.5394736842105263,7.441463414634147,25.776,0.5422535211267606,,,,3.0,1.0,,,2.0,2.0,11.0,3.0,2.0,3.0,2.0,,,,0.1,,,,,,0.041666666666666664,0.3333333333333333,0.6666666666666666,0.14666666666666667,0.22,0.14285714285714285,,1.0,,0.15384615384615385,1.0,1.0,,,,,,True,,,
361,1610612765,Clifford Robinson,Clifford Robinson,361,DET,12301.0,205,41,369,365,145,141,50.0,734,2.0,4.0,,,1.0,3.0,2.0,5.0,5.0,12.0,3.0,7.0,2.0,2.0,1.0,1.0,8.0,22.0,,2.0,3.0,9.0,9.0,21.0,11.0,29.0,13.0,64.0,341,1.0,1.0,2.0,4.0,8.0,2.0,9.0,4.0,10.0,8.0,24.0,10.0,8.0,33.0,,,22.0,8.0,3.0,9.0,7.0,16.0,7.0,,6.0,3.0,,39.0,,10.0,3.0,16.0,3.0,19.0,,10.0,8.0,2.0,5.0,4.0,6.0,,1.0,11.0,3.0,5.0,14.0,,16.0,3.0,24.0,145,2.0,0.5555555555555556,0.5555555555555556,1.0,0.3793103448275862,0.5,0.4,0.3793103448275862,0.42857142857142855,1.0,0.2222222222222222,0.51,0.8,0.42105263157894735,0.5517241379310345,0.8,0.5,0.58,0.14285714285714285,,16.31205673758865,0.45454545454545453,0.3,0.07092198581560284,,0.07065217391304347,0.011428571428571429,,0.06976744186046512,0.025,0.10344827586206896,,0.08,0.5,0.5,0.5,0.1,0.4,0.5,0.5,0.24,0.4166666666666667,0.5,0.6,0.14,0.42857142857142855,0.5,1.0,0.44,0.36363636363636365,0.36363636363636365,1.0,,,0.4,1.0,1.0,0.4,,,0.15789473684210525,0.3333333333333333,0.05263157894736842,1.0,0.47368421052631576,0.3333333333333333,0.66,0.36363636363636365,0.4832039999999999,0.6015,0.4582657894736841,0.125,0.375,12.923809523809522,25.32413793103448,0.39295392953929537,,2.0,1.0,3.0,6.0,,3.0,,,5.0,10.0,6.0,10.0,4.0,,,0.07142857142857142,0.06976744186046512,0.029411764705882353,,,0.04,,0.08571428571428572,,0.4,0.09090909090909091,0.19230769230769232,0.2,,,3.0,0.16666666666666666,1.0,,1.0,1.0,1.0,0.034482758620689655,0.14285714285714285,True,,,
688,1610612765,Michael Curry,Michael Curry,688,DET,2867.0,48,15,80,85,11,24,7.0,165,1.0,1.0,,,,,,,2.0,2.0,,1.0,,,,,3.0,6.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,7.0,2.0,17.0,73,,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,,5.0,6.0,,9.0,,,6.0,3.0,,2.0,1.0,3.0,,1.0,2.0,,,7.0,1.0,1.0,,1.0,1.0,2.0,,1.0,1.0,,1.0,1.0,,,,1.0,,,8.0,,2.0,,5.0,11,,1.0,1.0,1.0,0.42857142857142855,1.0,1.0,0.42857142857142855,1.0,,1.0,0.75,1.5,1.25,0.7727272727272727,1.5,1.25,0.7,,,13.793103448275863,1.0,,0.02857142857142857,0.047619047619047616,0.022222222222222223,0.02857142857142857,,,,0.0625,,0.1,1.0,1.0,1.0,,,,,0.2,1.0,1.0,1.0,0.1,,,,0.6,0.5,0.5,1.0,,,,,,1.0,1.0,1.0,,,,,0.5,1.0,0.8,0.5,0.50241,,0.3373,0.17647058823529413,0.29411764705882354,12.0,25.285714285714285,0.1375,,,,,,,,,,1.0,,,,,,,,,,,0.1111111111111111,,,,,,0.09090909090909091,0.25,,,,,,,,,,,,,True,,,
1800,1610612765,Damon Jones,Damon Jones,1800,DET,9111.0,152,-8,270,270,50,54,31.0,540,4.0,8.0,,,1.0,2.0,,,4.0,7.0,1.0,9.0,1.0,1.0,,2.0,3.0,10.0,,,,2.0,8.0,15.0,4.0,19.0,2.0,30.0,259,1.0,2.0,1.0,1.0,5.0,2.0,3.0,,4.0,,4.0,6.0,10.0,12.0,,,10.0,3.0,1.0,14.0,9.0,23.0,8.0,1.0,4.0,4.0,6.0,55.0,,16.0,1.0,19.0,,19.0,,4.0,3.0,1.0,4.0,1.0,1.0,,3.0,5.0,2.0,1.0,10.0,1.0,2.0,,4.0,50,1.0,0.375,0.375,1.0,0.21052631578947367,1.0,,0.21052631578947367,0.5333333333333333,0.5,0.6666666666666666,0.4117647058823529,0.8333333333333334,0.2857142857142857,0.42857142857142855,0.8333333333333334,0.2857142857142857,0.5588235294117647,0.06666666666666667,0.125,13.2890365448505,0.8,0.1,0.14285714285714285,,0.125,,,0.12121212121212122,0.1875,0.1276595744680851,,0.23529411764705882,0.5,0.5714285714285714,0.25,,,,,0.20588235294117646,0.5714285714285714,0.5714285714285714,0.5,0.2647058823529412,0.1111111111111111,0.1111111111111111,1.0,0.29411764705882354,0.3,0.3,1.0,,,0.3333333333333333,1.0,1.0,,,,0.2857142857142857,0.5,0.2857142857142857,,0.2857142857142857,,0.7941176470588235,0.3,0.5080999999999999,0.528125,0.5310642857142857,0.16666666666666666,0.13333333333333333,8.886666666666665,24.684210526315788,0.18518518518518517,,,,2.0,1.0,,,,,1.0,,,,,,,,0.0625,,,,,,0.038461538461538464,0.16666666666666666,,0.02857142857142857,0.0625,,,,,,,,,,,,,True,,,
344,1610612765,Dana Barros,Dana Barros,344,DET,78.0,1,2,3,3,3,3,,6,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,1.0,,,,1.0,1.0,1.0,,1.0,,2.0,3,,,,,,1.0,1.0,,1.0,,2.0,,2.0,,,,1.0,,,,1.0,1.0,1.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,2.0,3,,,,,,,,,1.0,,1.0,0.5,,0.5,0.5,,0.5,0.5,,,66.66666666666667,,,,,,,,,,,,0.5,1.0,1.0,,,,,,,,,,,,,,0.5,,,,,,,,,,,,0.5,1.0,,,0.5,,1.0,,0.4546,,0.4546,,1.0,2.3,26.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
