EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Corner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3A,PenaltyFG3M,Fg2aBlocked,AtRimAssists,Loose Ball Fouls,Blocked3s,BlockedArc3,BlockedLongMidRange,BlockedShortMidRange,RecoveredBlocks,PenaltyFg3Pct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,BlocksRecoveredPct,ShortMidRangePctAssisted,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyArc3Accuracy,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,HeaveAttempts,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BadPassOutOfBoundsTurnovers,LongMidRangePctBlocked,SecondChanceFtPoints,FTOffRebounds,SelfOReb,LostBallOutOfBoundsTurnovers,Travels,2pt And 1 Free Throw Trips,3SecondViolations,OffFTReboundPct,OffAtRimReboundPct,SelfORebPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,BlockedCorner3,on,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,Technical Free Throw Trips,DefensiveGoaltends,Defensive 3 Seconds Violations,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,SecondChanceAtRimPctAssisted,3pt And 1 Free Throw Trips,OffensiveGoaltends,Corner3PctBlocked
109,1610612747,Robert Horry,Robert Horry,109,LAL,7120.0,119.0,-42,226.0,227,94.0,101.0,34.0,453,3.0,3.0,1.0,1.0,2.0,4.0,1.0,5.0,1.0,1.0,5.0,1.0,6.0,12.0,1.0,6.0,10.0,25.0,236,3.0,3.0,6.0,2.0,5.0,1.0,8.0,12.0,4.0,8.0,3.0,4.0,5.0,1.0,3.0,3.0,6.0,1.0,2.0,2.0,1.0,15.0,2.0,4.0,5.0,13.0,4.0,22.0,6.0,28.0,6.0,1.0,5.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,8.0,14.0,1.0,11.0,1.0,1.0,3.0,1.0,1.0,1.0,12.0,94.0,2.0,0.3333333333333333,0.5,1.0,0.16666666666666666,0.16666666666666666,0.5,1.0,0.4,0.4166666666666667,1.0,0.3333333333333333,0.5434782608695652,1.0,0.6,0.3333333333333333,10.150375939849624,0.5,0.3333333333333333,0.1625,0.045454545454545456,0.21739130434782608,0.05128205128205128,0.17475728155339806,0.047244094488188976,0.02857142857142857,0.08333333333333333,0.03225806451612903,0.125,0.15384615384615385,0.2413793103448276,0.08,0.21428571428571427,0.2222222222222222,0.16666666666666666,1.0,1.0,0.6666666666666666,0.2222222222222222,0.5,0.5,0.2777777777777778,0.2,0.2,0.05555555555555555,0.2777777777777778,0.2,0.2,1.0,0.16666666666666666,1.0,0.16666666666666666,0.5,0.2,0.4822500000000001,0.3932,0.42240000000000005,0.1,0.07692307692307693,0.14285714285714285,0.24,0.48,10.3,24.683333333333334,0.415929203539823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
1904,1610612747,Devean George,Devean George,1904,LAL,6611.0,110.0,-44,207.0,210,77.0,80.0,32.0,417,4.0,8.0,2.0,5.0,1.0,7.0,2.0,4.0,4.0,1.0,6.0,4.0,7.0,19.0,2.0,10.0,4.0,24.0,232,2.0,6.0,4.0,3.0,10.0,7.0,2.0,11.0,8.0,6.0,6.0,4.0,6.0,1.0,4.0,1.0,5.0,1.0,,1.0,1.0,11.0,1.0,4.0,2.0,8.0,1.0,11.0,5.0,16.0,3.0,3.0,,2.0,,1.0,2.0,3.0,1.0,,9.0,21.0,1.0,4.0,1.0,,1.0,4.0,1.0,5.0,11.0,77.0,4.0,0.5714285714285714,0.8,1.0,0.2,0.2,0.3684210526315789,0.3333333333333333,0.3,0.3448275862068966,0.25,0.2647058823529412,0.3870967741935484,0.25,0.3055555555555556,0.3448275862068966,13.709677419354838,0.6666666666666666,0.08333333333333333,0.10666666666666667,0.04597701149425287,0.15384615384615385,0.03125,0.11363636363636363,0.04201680672268908,0.09090909090909091,,0.038461538461538464,,0.05,0.2,0.06666666666666667,0.1111111111111111,0.25,0.27586206896551724,0.5,0.5714285714285714,0.5,0.2413793103448276,0.14285714285714285,0.2,0.13793103448275862,0.5,0.5,0.13793103448275862,0.20689655172413793,0.16666666666666666,0.16666666666666666,1.0,0.29411764705882354,0.4,0.23529411764705882,0.6206896551724138,0.16666666666666666,0.49057931034482755,0.5657000000000001,0.4898676470588235,0.03333333333333333,0.05,,0.16666666666666666,0.4583333333333333,7.647368421052632,24.67,0.3719806763285024,2.0,5.0,1.0,3.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,0.14285714285714285,0.15789473684210525,0.125,0.2857142857142857,0.4,1.0,0.5,0.25,0.25,1.0,0.625,0.4,0.25,0.17647058823529413,0.25,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
216,1610612747,Brian Shaw,Brian Shaw,216,LAL,3236.0,54.0,-28,98.0,100,27.0,40.0,13.0,198,,2.0,,,1.0,2.0,,3.0,,4.0,11.0,3.0,1.0,7.0,4.0,11.0,2.0,16.0,108,,,3.0,,3.0,3.0,2.0,5.0,2.0,,9.0,,9.0,4.0,2.0,1.0,3.0,1.0,,,2.0,7.0,,,3.0,5.0,,8.0,,8.0,1.0,,1.0,1.0,1.0,,,1.0,,,,2.0,,2.0,,,1.0,1.0,1.0,1.0,5.0,27.0,,1.0,1.0,0.75,0.36363636363636365,0.4444444444444444,0.14285714285714285,,,0.3888888888888889,1.5,0.25,0.42105263157894735,1.5,0.35714285714285715,0.6111111111111112,17.69911504424779,1.0,,0.11904761904761904,,0.25,,0.14814814814814814,,,,,,,0.125,0.3333333333333333,0.3,,0.1111111111111111,,,,0.1111111111111111,0.5,0.5,0.16666666666666666,,,,0.6111111111111112,0.36363636363636365,0.36363636363636365,0.75,,,0.5,0.7222222222222222,0.4444444444444444,0.4873624999999999,0.50565,0.35591249999999997,,,,0.1875,0.3125,11.5,28.736363636363635,0.2755102040816326,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,0.3333333333333333,0.14285714285714285,0.5,,,1.0,,,,,,,1.0,,0.3333333333333333,1.0,1.0,3.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
283,1610612747,Lindsey Hunter,Lindsey Hunter,283,LAL,2609.0,43.0,-19,77.0,82,11.0,19.0,11.0,159,,1.0,,,,,2.0,6.0,3.0,,5.0,,2.0,7.0,1.0,8.0,,7.0,93,,,,,,,,,4.0,,3.0,,5.0,,1.0,1.0,2.0,1.0,,,1.0,5.0,,,,1.0,,1.0,,1.0,,,,1.0,1.0,1.0,,2.0,,,3.0,7.0,,,,,,,,,,11.0,1.0,1.0,1.0,1.0,0.125,0.125,0.2857142857142857,,,0.23333333333333334,,,0.23333333333333334,,,0.5333333333333333,18.681318681318682,0.5,,0.037037037037037035,,,,0.03333333333333333,,,,,,,,0.07142857142857142,,,0.06666666666666667,,,,,,,0.4,0.3333333333333333,0.4,0.2,0.3333333333333333,,,,,,,0.6,,0.5014533333333334,0.609,,,,,,,16.642857142857142,24.3375,0.14285714285714285,,,1.0,,1.0,,1.0,,1.0,,,,,,,,,0.14285714285714285,,,,,1.0,0.3333333333333333,0.3333333333333333,1.0,,,1.0,,,,,,,,,,1.0,0.16666666666666666,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
955,1610612747,Samaki Walker,Samaki Walker,955,LAL,14483.0,241.0,-74,448.0,448,134.0,160.0,62.0,896,15.0,25.0,6.0,9.0,4.0,18.0,4.0,8.0,,1.0,1.0,1.0,23.0,51.0,1.0,1.0,13.0,62.0,475,11.0,16.0,28.0,8.0,14.0,1.0,4.0,23.0,20.0,26.0,3.0,18.0,1.0,1.0,4.0,,4.0,,,1.0,1.0,8.0,8.0,23.0,4.0,35.0,7.0,46.0,32.0,78.0,2.0,2.0,,4.0,1.0,8.0,3.0,12.0,1.0,1.0,26.0,42.0,2.0,17.0,8.0,,1.0,6.0,5.0,6.0,23.0,134.0,6.0,0.43478260869565216,0.7142857142857143,1.0,1.0,1.0,0.45098039215686275,0.6875,0.5714285714285714,0.47115384615384615,0.6875,0.6333333333333333,0.5166666666666667,0.7368421052631579,0.6764705882352942,0.019230769230769232,13.793103448275863,0.3333333333333333,0.35,0.17676767676767677,0.12169312169312169,0.10526315789473684,0.14545454545454545,0.1652542372881356,0.12704918032786885,0.13253012048192772,0.1076923076923077,0.1111111111111111,0.3,0.12244897959183673,0.19718309859154928,0.19230769230769232,0.08695652173913043,0.13333333333333333,0.4807692307692308,0.6,0.7894736842105263,0.4,0.34615384615384615,0.2222222222222222,0.26666666666666666,0.15384615384615385,0.5,0.5,,0.019230769230769232,1.0,1.0,1.0,0.6,0.6666666666666666,0.06666666666666667,0.5,1.0,0.4905730769230769,0.5838692307692307,0.4849200000000001,0.13559322033898305,0.13793103448275862,,0.45161290322580644,0.3709677419354839,5.65686274509804,34.0,0.29910714285714285,8.0,10.0,,,,1.0,,1.0,9.0,2.0,4.0,,,,1.0,3.0,1.0,0.17647058823529413,0.24,0.16666666666666666,0.5,,1.0,,,,0.625,0.8,,,1.0,,,,,,,,1.0,,6.0,1.0,3.0,1.0,3.0,1.0,1.0,0.0625,0.12195121951219512,0.15789473684210525,,,,,True,,,,,,,,,,,,,,
296,1610612747,Rick Fox,Rick Fox,296,LAL,8054.0,134.0,-28,251.0,250,69.0,84.0,30.0,501,2.0,5.0,,1.0,4.0,7.0,4.0,9.0,3.0,1.0,6.0,1.0,10.0,21.0,2.0,9.0,5.0,31.0,246,,1.0,,1.0,4.0,1.0,2.0,4.0,8.0,12.0,6.0,,6.0,1.0,8.0,2.0,10.0,2.0,,,3.0,22.0,1.0,,3.0,14.0,,17.0,1.0,18.0,7.0,3.0,4.0,10.0,8.0,4.0,2.0,14.0,1.0,5.0,6.0,15.0,2.0,7.0,1.0,1.0,1.0,2.0,,2.0,4.0,69.0,,0.4,0.4,1.0,0.2222222222222222,0.2222222222222222,0.47619047619047616,,0.25,0.43333333333333335,,0.2,0.4696969696969697,,0.3333333333333333,0.3,16.607773851590107,0.7142857142857143,,0.11023622047244094,,0.125,0.04,0.11258278145695365,0.007633587786259542,,,0.047619047619047616,,0.16129032258064516,0.08333333333333333,0.10416666666666667,0.07142857142857142,0.2,0.16666666666666666,0.4,0.4,1.0,0.23333333333333334,0.5714285714285714,0.8,0.3,0.4444444444444444,0.4444444444444444,0.1,0.2,0.16666666666666666,0.2,1.0,0.2,,0.2,0.4666666666666667,0.16666666666666666,0.4645133333333334,0.5805,0.44984,0.0625,0.045454545454545456,0.1,,0.12903225806451613,10.71904761904762,24.37777777777778,0.2749003984063745,,1.0,1.0,,,,,,2.0,5.0,,,,,2.0,1.0,,0.09523809523809523,,0.2857142857142857,0.5,0.5,,0.3333333333333333,0.3333333333333333,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,0.1111111111111111,0.16666666666666666,,True,,,,,,,,,,,,,,
965,1610612747,Derek Fisher,Derek Fisher,965,LAL,9568.0,159.0,-37,300.0,296,106.0,125.0,44.0,596,1.0,3.0,1.0,2.0,,6.0,4.0,14.0,2.0,8.0,20.0,7.0,5.0,23.0,9.0,22.0,11.0,48.0,313,,1.0,5.0,2.0,8.0,7.0,11.0,21.0,6.0,4.0,27.0,,20.0,8.0,6.0,1.0,7.0,1.0,,1.0,1.0,15.0,1.0,2.0,2.0,10.0,,12.0,3.0,15.0,9.0,3.0,6.0,4.0,2.0,1.0,2.0,5.0,,1.0,4.0,14.0,,12.0,2.0,,4.0,1.0,,1.0,21.0,106.0,6.0,0.6,0.6,1.0,0.4090909090909091,0.4090909090909091,0.21739130434782608,,0.25,0.4111111111111111,0.3,0.3333333333333333,0.47058823529411764,0.4166666666666667,0.5,0.4888888888888889,15.86402266288952,0.8,,0.07142857142857142,0.015625,0.08,0.030303030303030304,0.07272727272727272,0.018633540372670808,0.017857142857142856,,0.03571428571428571,,0.1,0.037037037037037035,0.08928571428571429,0.09090909090909091,0.07142857142857142,0.06666666666666667,0.3333333333333333,0.3333333333333333,,0.13333333333333333,,,0.3111111111111111,0.2857142857142857,0.2857142857142857,0.044444444444444446,0.4444444444444444,0.4,0.4,1.0,0.13333333333333333,0.5,0.4666666666666667,0.5555555555555556,0.4,0.4818522222222222,0.52235,0.46106,0.0425531914893617,0.08,,0.10416666666666667,0.4375,13.778260869565216,25.163636363636364,0.35333333333333333,,,1.0,,4.0,2.0,4.0,2.0,,4.0,,,,,1.0,,0.2857142857142857,,,,,,0.75,0.5,0.5,1.0,,,0.8,,0.2857142857142857,1.0,1.0,,,0.25,0.25,1.0,1.0,,2.0,,1.0,,,,,,0.037037037037037035,0.03225806451612903,,,,,True,,,,,,,,,,,,,,
977,1610612747,Kobe Bryant,Kobe Bryant,977,LAL,13637.0,227.0,-68,420.0,418,120.0,139.0,58.0,838,11.0,23.0,2.0,7.0,18.0,48.0,18.0,53.0,2.0,1.0,12.0,6.0,47.0,124.0,2.0,14.0,21.0,121.0,447,8.0,13.0,19.0,13.0,43.0,6.0,12.0,38.0,18.0,76.0,3.0,4.0,12.0,1.0,10.0,9.0,19.0,7.0,2.0,3.0,2.0,47.0,2.0,5.0,3.0,11.0,,14.0,7.0,21.0,5.0,1.0,4.0,13.0,7.0,6.0,6.0,19.0,1.0,6.0,6.0,14.0,2.0,34.0,13.0,1.0,4.0,5.0,2.0,6.0,38.0,120.0,3.0,0.19148936170212766,0.2,0.5,0.14285714285714285,0.14285714285714285,0.3790322580645161,0.6153846153846154,0.3023255813953488,0.36231884057971014,0.5714285714285714,0.2653061224489796,0.3954248366013072,0.6333333333333333,0.3333333333333333,0.10144927536231885,35.10204081632653,0.6842105263157895,,0.05945945945945946,0.02857142857142857,0.08108108108108109,0.038461538461538464,0.06306306306306306,0.030837004405286344,0.02666666666666667,,0.047619047619047616,,0.13043478260869565,0.015873015873015872,0.05263157894736842,0.09090909090909091,0.06666666666666667,0.16666666666666666,0.4782608695652174,0.5,0.09090909090909091,0.34782608695652173,0.375,0.42857142857142855,0.38405797101449274,0.33962264150943394,0.35294117647058826,0.014492753623188406,0.08695652173913043,0.08333333333333333,0.09090909090909091,1.0,0.14285714285714285,0.2857142857142857,0.12244897959183673,0.26811594202898553,0.08333333333333333,0.43131920289855075,0.47898749999999995,0.406230612244898,0.09395973154362416,0.09701492537313433,0.06666666666666667,0.15702479338842976,0.3140495867768595,11.653225806451612,25.428571428571427,0.2857142857142857,2.0,5.0,1.0,,1.0,,1.0,,9.0,5.0,2.0,1.0,,1.0,2.0,1.0,,0.07258064516129033,0.043478260869565216,0.125,0.16666666666666666,0.16666666666666666,0.2777777777777778,0.5,0.5,,0.35714285714285715,0.4,0.07142857142857142,,,,,3.0,,,,,1.0,0.03773584905660377,3.0,,3.0,2.0,1.0,3.0,,,0.075,0.039473684210526314,1.0,0.07142857142857142,0.08333333333333333,1.0,True,,,,,,,,,,,,,,
2058,1610612747,Mark Madsen,Mark Madsen,2058,LAL,8.0,,-1,,1,,1.0,,1,,,,,,,,,,,1.0,1.0,,,,1.0,,,1,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,59.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
406,1610612747,Shaquille O'Neal,Shaquille O'Neal,406,LAL,6931.0,116.0,-26,209.0,204,32.0,51.0,26.0,413,19.0,26.0,3.0,6.0,8.0,30.0,,,,,,,27.0,56.0,,,12.0,66.0,220,5.0,10.0,13.0,3.0,8.0,,4.0,10.0,20.0,34.0,,10.0,,,7.0,2.0,9.0,2.0,,1.0,3.0,20.0,,8.0,2.0,23.0,2.0,27.0,8.0,35.0,,,,6.0,1.0,4.0,5.0,10.0,1.0,1.0,4.0,11.0,4.0,14.0,6.0,,2.0,3.0,,3.0,10.0,32.0,,0.37037037037037035,0.45454545454545453,,,,0.48214285714285715,0.5,0.375,0.48214285714285715,0.5,0.375,0.532258064516129,0.5416666666666666,0.5,,30.0,0.6,0.3333333333333333,0.2072072072072072,0.08421052631578947,0.13333333333333333,,0.1984126984126984,0.07407407407407407,0.020833333333333332,0.125,,,,0.2619047619047619,0.24,0.2222222222222222,,0.4642857142857143,0.7307692307692307,0.8260869565217391,0.42105263157894735,0.5357142857142857,0.26666666666666666,0.27586206896551724,,,,,,,,,0.75,0.5,,0.4642857142857143,,0.48395714285714286,0.5831500000000001,0.555275,0.1,0.1,,0.19696969696969696,0.15151515151515152,4.353571428571429,,0.15311004784688995,5.0,9.0,,,,,,,4.0,3.0,1.0,,,,3.0,1.0,,0.07142857142857142,0.11538461538461539,0.03333333333333333,0.3333333333333333,0.25,,,,,0.9,0.5555555555555556,,,,,,,,,,,,,3.0,,1.0,,,2.0,,,0.17391304347826086,0.04,,,,,True,,,,,,,,,,,,,,
