EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceFG2A,Fg2aBlocked,LongMidRangeAssists,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,OffRebounds,Steals,BadPassSteals,LostBallSteals,LostBallTurnovers,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,Defensive 3 Seconds Violations,FG2APctBlocked,AtRimPctBlocked,OffFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimPctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,FtPoints,SecondChanceFtPoints,SecondChancePoints,PenaltyFtPoints,OffThreePtRebounds,FTDefRebounds,Travels,NonShootingFoulsDrawn,SecondChanceTsPct,ShortMidRangePctBlocked,DefFTReboundPct,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,ShortMidRangePctAssisted,SecondChancePointsPct,Corner3FGA,SecondChanceArc3FGA,SecondChanceFG3A,Fg3aBlocked,SecondChanceTurnovers,Clear Path Fouls,FG3APctBlocked,Corner3PctBlocked,Corner3Frequency,SecondChanceArc3Frequency,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFG3M,PenaltyFG3M,2pt And 1 Free Throw Trips,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceEfgPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceAtRimFGM,SecondChanceFG2M,PtsUnassisted3s,PtsPutbacks,ShortMidRangeAssists,SecondChanceFg2Pct,LongMidRangePctBlocked,OffShortMidRangeReboundPct,SecondChanceAtRimAccuracy,SelfOReb,Offensive Fouls,SelfORebPct,BadPassOutOfBoundsTurnovers,Loose Ball Fouls,on,SecondChanceArc3FGM,PenaltyArc3FGM,HeaveAttempts,ThreePtShootingFoulsDrawn,BlockedShortMidRange,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,BlocksRecoveredPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,BlockedLongMidRange,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,SecondChanceAtRimPctAssisted,Technical Free Throw Trips
1088,1610612765,Chucky Atkins,Chucky Atkins,1088,DET,1265.0,21,11,39,39,24,22,3.0,78,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,3,1.0,2.0,9.0,35,1.0,1.0,1.0,2.0,2.0,4.0,3.0,2.0,1.0,1.0,3.0,4.0,1.0,2.0,1.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,24,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,1.0,1.0,0.9,0.5,0.9,0.5,0.4,16.666666666666668,0.5,0.07142857142857142,0.058823529411764705,0.2,0.2,1.0,1.0,0.2,1.0,1.0,0.2,1.0,1.0,1.0,0.4,0.5,0.5,1.0,0.5,0.6,0.5,0.48865,0.463,0.2222222222222222,10.333333333333334,26.15,0.6153846153846154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
1112,1610612765,Ben Wallace,Ben Wallace,1112,DET,2261.0,38,-2,66,65,27,21,7.0,131,1.0,4.0,,2.0,1.0,1.0,,,,2.0,7,,,4.0,69,2.0,4.0,,4.0,2.0,2.0,,,,5.0,,5.0,,,3.0,10.0,10.0,12.0,14.0,1.0,,,,1.0,,,,4.0,27,0.5,0.5,,,,0.2857142857142857,0.5,0.2857142857142857,0.5,0.25,0.5,,12.32876712328767,1.0,0.29411764705882354,0.3,0.375,0.5714285714285714,0.25,0.3333333333333333,0.2857142857142857,,,0.14285714285714285,1.0,1.0,,,,,,,0.5714285714285714,,0.45535714285714285,0.4662,1.0,5.185714285714285,,0.4090909090909091,2.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,0.25,0.25,0.0625,0.3333333333333333,0.045454545454545456,0.2,0.125,0.3,0.25,0.5,1.0,0.6666666666666666,0.75,0.3333333333333333,0.348,0.125,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
1442,1610612765,Zeljko Rebraca,Zeljko Rebraca,1442,DET,4122.0,69,-2,122,121,40,30,15.0,243,2.0,3.0,3.0,8.0,,,,,,5.0,11,,,21.0,125,,1.0,,8.0,6.0,4.0,,,,,,,,,,,3.0,6.0,10.0,2.0,1.0,2.0,1.0,4.0,3.0,8.0,14.0,8.0,40,0.6,0.6,,,,0.45454545454545453,,0.45454545454545453,,0.5833333333333334,0.6666666666666666,,16.05839416058394,0.5,0.06818181818181818,0.09090909090909091,0.041666666666666664,0.2727272727272727,0.6666666666666666,1.0,0.7272727272727273,0.375,0.6,,,,,,,,,,0.2727272727272727,,0.43189999999999995,0.365,0.38095238095238093,6.7272727272727275,,0.32786885245901637,,,,,4.0,,1.0,,2.0,4.0,1.0,1.0,,1.0,14.0,4.0,1.0,1.0,1.0,,0.36363636363636365,0.3333333333333333,,0.027777777777777776,0.18181818181818182,0.08333333333333333,,,0.2,0.25,,1.0,,,,,0.26666666666666666,0.26666666666666666,11.0,2.0,2.0,8.0,3.0,1.0,1.0,3.0,1.0,0.375,0.16666666666666666,0.25,0.1111111111111111,0.125,0.5,0.3333333333333333,0.09523809523809523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
361,1610612765,Clifford Robinson,Clifford Robinson,361,DET,1776.0,30,3,51,51,5,4,6.0,102,,,1.0,1.0,1.0,2.0,2.0,4.0,1.0,2.0,3,2.0,5.0,10.0,53,1.0,1.0,1.0,2.0,4.0,,6.0,4.0,2.0,,1.0,1.0,1.0,,,3.0,2.0,4.0,6.0,3.0,2.0,,,3.0,,1.0,2.0,2.0,5,1.0,1.0,1.0,0.4,0.4,0.6666666666666666,1.0,0.625,0.5,0.625,0.5,0.625,19.29824561403509,1.0,0.2222222222222222,0.13333333333333333,0.16666666666666666,,,,0.125,1.0,1.0,0.25,0.5,0.5,1.0,0.5,0.5,0.5,1.0,0.5,0.625,0.5,0.47166874999999997,0.389825,0.2,16.599999999999998,24.880000000000003,0.09803921568627451,,,,,,,,1.0,,2.0,1.0,1.0,,1.0,,,,,,,,,0.5,,,0.047619047619047616,,,1.0,,,,,,,,,,,,,,1.0,2.0,,,,,0.6666666666666666,0.2,,0.25,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,0.125,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
711,1610612765,Jerry Stackhouse,Jerry Stackhouse,711,DET,872.0,15,7,29,27,19,17,2.0,56,2.0,3.0,1.0,1.0,,1.0,,,,3.0,5,1.0,1.0,11.0,26,3.0,5.0,1.0,11.0,6.0,,3.0,,,3.0,1.0,4.0,1.0,,2.0,9.0,,,,2.0,2.0,,,2.0,2.0,1.0,1.0,11.0,19,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.75,0.75,0.7857142857142857,0.7857142857142857,0.16666666666666666,29.032258064516128,1.0,,,,0.5,0.6666666666666666,0.6666666666666666,0.16666666666666666,1.0,1.0,0.16666666666666666,,,,,,,,,0.6666666666666666,,0.5393249999999999,0.5393249999999999,1.0,5.4799999999999995,24.9,0.6551724137931034,,2.0,3.0,,,1.0,,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,1.0,,0.5,0.6666666666666666,0.58305,0.16666666666666666,0.2,2.0,,3.0,2.0,,,,1.0,1.5,,,,,,,1.0,0.2727272727272727,1.0,,1.0,,,,,,0.16666666666666666,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
468,1610612765,Jon Barry,Jon Barry,468,DET,3250.0,54,-9,93,94,21,13,13.0,187,3.0,3.0,,1.0,4.0,5.0,4.0,8.0,,7.0,9,5.0,10.0,29.0,99,3.0,3.0,1.0,6.0,4.0,10.0,9.0,8.0,4.0,5.0,,5.0,,,3.0,10.0,4.0,7.0,9.0,4.0,1.0,2.0,1.0,6.0,1.0,,1.0,6.0,21,0.2857142857142857,0.3333333333333333,0.6,0.5,0.5,0.7777777777777778,1.0,0.7631578947368421,0.75,0.7631578947368421,0.75,0.5263157894736842,23.58490566037736,0.6666666666666666,0.125,0.17073170731707318,0.1,0.15789473684210525,1.0,1.0,0.05263157894736842,,,0.2631578947368421,0.8,1.0,,0.42105263157894735,0.5,0.5,0.5,,0.6842105263157895,0.5,0.47617631578947367,0.444925,0.20689655172413793,10.2,26.72,0.22580645161290322,1.0,1.0,1.0,1.0,1.0,,2.0,,3.0,2.0,1.0,,1.0,3.0,,,,,,,0.1111111111111111,,,0.06666666666666667,0.3333333333333333,0.047619047619047616,,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.25,1.0,0.5053,,,,,2.0,,,,,,1.0,,,,0.14285714285714285,,,,0.06896551724137931,2.0,,,,1.0,,,,0.10526315789473684,,1.0,,,,1.0,,,,,,1.0,0.5,0.5,1.0,,,,0.25,,1.0,1.0,6.0,2.0,2.0,1.0,0.2,0.0625,1.0,,,,,,True,,,,,,,,,,,,,,,,,,
688,1610612765,Michael Curry,Michael Curry,688,DET,313.0,5,5,12,12,9,10,,24,,,,,1.0,1.0,,,,1.0,1,,,2.0,6,,,,,2.0,,,,,1.0,,1.0,,,,2.0,,,,,,,,,,,,,9,1.0,1.0,,,,1.0,,1.0,,1.0,,,8.333333333333334,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,0.4099,,,18.8,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
722,1610612765,Corliss Williamson,Corliss Williamson,722,DET,3582.0,60,-4,103,102,27,17,13.0,205,7.0,11.0,4.0,12.0,2.0,6.0,,,,13.0,29,,1.0,31.0,108,3.0,5.0,,6.0,16.0,10.0,,,,3.0,,3.0,,,2.0,6.0,1.0,2.0,6.0,4.0,1.0,3.0,,7.0,2.0,1.0,5.0,6.0,27,0.6153846153846154,0.6666666666666666,,,,0.4482758620689655,0.6,0.43333333333333335,0.6,0.4696969696969697,0.6,0.03333333333333333,34.48275862068966,0.5714285714285714,0.025,0.041666666666666664,0.045454545454545456,0.36666666666666664,0.6363636363636364,0.6363636363636364,0.4,0.3333333333333333,0.4,0.2,0.3333333333333333,0.3333333333333333,1.0,,,,,,0.4,,0.45499500000000004,0.5769,0.1935483870967742,7.410344827586207,24.4,0.2621359223300971,2.0,2.0,4.0,4.0,2.0,1.0,4.0,,1.0,4.0,1.0,,1.0,3.0,7.0,4.0,,,,,0.06896551724137931,,,0.12903225806451613,0.125,0.0975609756097561,0.2,,,,0.5,0.5714285714285714,0.5,0.8,0.5,0.4804,0.12121212121212122,0.125,5.0,2.0,10.0,,,,,,1.0,0.16666666666666666,,,0.16666666666666666,,,0.5,0.3225806451612903,1.0,,,,1.0,,,,0.03333333333333333,,,,,,,,,1.0,,,1.0,,,,,,,,,2.0,4.0,,2.0,,1.0,,0.06666666666666667,1.0,4.0,3.0,0.26666666666666666,,,True,,,,,,,,,,,,,,,,,,
1800,1610612765,Damon Jones,Damon Jones,1800,DET,2701.0,45,-10,77,76,10,4,10.0,153,3.0,4.0,,,,,,1.0,,3.0,4,,2.0,6.0,83,,,,,2.0,4.0,,1.0,,4.0,2.0,6.0,2.0,,1.0,14.0,3.0,4.0,4.0,,,1.0,,1.0,,,4.0,,10,0.3333333333333333,0.3333333333333333,,,,0.75,,0.5,,0.5,,0.3333333333333333,8.045977011494253,,0.10344827586206896,0.08108108108108109,0.16666666666666666,0.6666666666666666,0.75,0.75,,,,,,,,0.16666666666666666,,,,,1.0,,0.6022666666666666,,,,24.6,0.12987012987012986,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,1.0,,,,,0.2,,,,,,,1.0,,,,,,,,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,1.0,1.0,True,,,,,,,,,,,,,,,,,,
2206,1610612765,Rodney White,Rodney White,2206,DET,156.0,3,-3,6,6,6,4,2.0,12,,,,1.0,,,,,,,1,,,,7,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,,,,6,,,,,,,,,,,,,25.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,0.2553,0.2553,,12.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
