EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PtsPutbacks,OffThreePtRebounds,FTOffRebounds,FTDefRebounds,SelfOReb,Travels,2pt And 1 Free Throw Trips,BlockedShortMidRange,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,DefFTReboundPct,OffFTReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,SelfORebPct,SecondChanceAtRimPctAssisted,LongMidRangePctBlocked,HeaveAttempts,BlockedLongMidRange,ShortMidRangePctBlocked,PenaltyCorner3FGM,PenaltyCorner3Accuracy,OffensiveGoaltends,on
133,1610612766,David Wesley,David Wesley,133,CHH,20379.0,340,16.0,645,646,246,219.0,91.0,1291,15.0,22.0,2.0,4.0,5.0,5.0,1.0,5.0,17.0,52.0,3.0,9.0,1.0,1.0,13.0,26.0,1.0,3.0,7.0,12.0,33.0,79.0,16.0,35.0,16.0,130.0,655,5.0,12.0,1.0,4.0,3.0,16.0,7.0,20.0,7.0,13.0,7.0,42.0,44.0,22.0,45.0,3.0,26.0,13.0,4.0,21.0,6.0,27.0,5.0,1.0,9.0,7.0,5.0,60.0,3.0,5.0,9.0,14.0,3.0,17.0,8.0,5.0,3.0,8.0,3.0,5.0,9.0,2.0,3.0,17.0,2.0,10.0,5.0,28.0,2.0,4.0,17.0,3.0,4.0,3.0,2.0,2.0,2.0,1.0,42.0,246,12.0,0.6666666666666666,0.6666666666666666,0.9375,0.45714285714285713,0.25,0.5384615384615384,0.45714285714285713,0.4177215189873418,0.4166666666666667,0.35,0.5,0.40625,0.5303030303030303,0.5247933884297521,0.4411764705882353,0.5675675675675675,0.30701754385964913,0.05063291139240506,0.18181818181818182,18.32669322709163,0.47058823529411764,0.03643724696356275,0.011450381679389313,0.06578947368421052,0.043343653250773995,0.009523809523809525,0.011494252873563218,0.01904761904761905,0.0379746835443038,0.03571428571428571,0.03571428571428571,0.07575757575757576,0.5,0.19298245614035087,0.6818181818181818,0.8333333333333334,0.5333333333333333,0.043859649122807015,0.2,0.2,1.0,0.45614035087719296,0.3269230769230769,0.3269230769230769,0.7647058823529411,0.07894736842105263,0.3333333333333333,0.3333333333333333,1.0,0.22807017543859648,0.5,0.5,0.9230769230769231,0.25,0.5,0.0625,0.1875,0.3333333333333333,1.0,0.15151515151515152,1.0,0.030303030303030304,0.36363636363636365,0.5833333333333334,0.5,0.5,0.4928021929824561,0.4703714285714286,0.48766212121212116,0.03389830508474576,0.04819277108433735,0.12307692307692308,0.3230769230769231,12.61645569620253,24.857142857142858,0.3813953488372093,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
136,1610612766,P.J. Brown,P.J. Brown,136,CHH,18844.0,314,,586,591,235,175.0,91.0,1177,18.0,34.0,7.0,14.0,9.0,17.0,3.0,13.0,10.0,23.0,,,,,,,,,,,31.0,70.0,,,27.0,89.0,610,9.0,18.0,,,9.0,27.0,14.0,32.0,,,12.0,40.0,42.0,20.0,,,,,3.0,11.0,3.0,14.0,3.0,,3.0,3.0,5.0,31.0,20.0,12.0,36.0,56.0,26.0,82.0,6.0,4.0,2.0,,1.0,,8.0,,,8.0,1.0,5.0,14.0,34.0,4.0,2.0,35.0,1.0,15.0,2.0,11.0,8.0,11.0,6.0,40.0,235,6.0,0.6774193548387096,0.84,,,,,,0.44285714285714284,0.5,0.4375,0.44285714285714284,0.5,0.4375,0.5116279069767442,0.5869565217391305,0.5128205128205128,,0.04285714285714286,0.08823529411764706,13.564213564213565,,0.16589861751152074,0.07936507936507936,0.1935483870967742,0.17204301075268819,0.0802675585284281,0.0875,0.038461538461538464,0.14492753623188406,0.20408163265306123,0.16161616161616163,0.16981132075471697,0.5454545454545454,0.4857142857142857,0.5294117647058824,0.5806451612903226,0.6666666666666666,0.18571428571428572,0.23076923076923078,0.23076923076923078,0.3333333333333333,0.32857142857142857,0.43478260869565216,0.43478260869565216,0.8,,,,,,,,,0.7777777777777778,0.5,,,,,0.53125,0.5294117647058824,,,,0.4857142857142857,,0.48480857142857153,0.5334533333333333,0.47048125,0.17857142857142858,0.17857142857142858,0.30337078651685395,0.449438202247191,7.5128571428571425,,0.40102389078498296,12.0,4.0,2.0,8.0,3.0,2.0,1.0,3.0,1.0,2.0,1.0,0.47058823529411764,0.1,0.0851063829787234,0.1323529411764706,0.08108108108108109,0.1,0.3333333333333333,0.08333333333333333,0.14285714285714285,,,,,,,,True
1714,1610612766,Robert Traylor,Robert Traylor,1714,CHH,2835.0,47,4.0,89,90,20,30.0,14.0,179,1.0,4.0,1.0,3.0,,1.0,2.0,5.0,1.0,4.0,,,,,,1.0,,,,1.0,4.0,13.0,,1.0,2.0,10.0,91,1.0,3.0,,,,2.0,1.0,2.0,,1.0,,2.0,4.0,4.0,,,1.0,,3.0,1.0,1.0,2.0,1.0,,,,1.0,5.0,3.0,3.0,7.0,12.0,4.0,16.0,2.0,2.0,,1.0,,,3.0,,1.0,4.0,,1.0,4.0,10.0,1.0,3.0,2.0,,1.0,,2.0,2.0,2.0,,2.0,20,2.0,0.5,0.6666666666666666,,,,,,0.3076923076923077,0.3333333333333333,0.5,0.2857142857142857,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.07142857142857142,0.23076923076923078,0.5,16.96428571428571,0.25,0.22580645161290322,0.07894736842105263,0.3,0.24390243902439024,0.08695652173913043,0.1111111111111111,0.07692307692307693,0.1,,0.3333333333333333,0.3333333333333333,,0.2857142857142857,0.25,0.5,,0.35714285714285715,0.4,0.4,1.0,0.2857142857142857,0.25,0.3333333333333333,,,,,,0.07142857142857142,,,,1.0,0.3333333333333333,,,,,0.3333333333333333,,,0.3333333333333333,,0.35714285714285715,,0.44225357142857147,0.53465,0.48755,0.06666666666666667,0.07142857142857142,0.2,0.2,8.123076923076923,24.8,0.2247191011235955,2.0,1.0,,2.0,,,,,1.0,,,0.4,,0.125,,0.14285714285714285,,,,,0.25,,,,,,,True
1884,1610612766,Baron Davis,Baron Davis,1884,CHH,24148.0,402,23.0,761,763,291,256.0,112.0,1524,31.0,65.0,3.0,10.0,13.0,24.0,9.0,24.0,10.0,37.0,1.0,5.0,1.0,2.0,20.0,57.0,2.0,4.0,11.0,29.0,50.0,126.0,21.0,62.0,40.0,203.0,775,5.0,17.0,2.0,5.0,4.0,20.0,22.0,47.0,11.0,31.0,26.0,103.0,18.0,82.0,36.0,27.0,55.0,20.0,10.0,61.0,10.0,71.0,7.0,3.0,34.0,10.0,17.0,152.0,14.0,12.0,34.0,47.0,16.0,63.0,32.0,17.0,15.0,20.0,3.0,19.0,7.0,1.0,1.0,27.0,,16.0,13.0,36.0,2.0,3.0,67.0,,23.0,12.0,5.0,4.0,5.0,2.0,103.0,291,6.0,0.18,0.1875,0.5714285714285714,0.3387096774193548,0.4,0.3548387096774194,0.35,0.3968253968253968,0.29411764705882354,0.46808510638297873,0.43351063829787234,0.36363636363636365,0.4935897435897436,0.46136363636363636,0.4166666666666667,0.5202020202020202,0.32978723404255317,0.07936507936507936,0.1076923076923077,27.597765363128495,0.7407407407407407,0.11724137931034483,0.045307443365695796,0.14457831325301204,0.12332439678284182,0.04336043360433604,0.07,0.016260162601626018,0.08695652173913043,0.1044776119402985,0.1450381679389313,0.1232876712328767,0.4,0.34574468085106386,0.47692307692307695,0.5344827586206896,0.1935483870967742,0.1276595744680851,0.375,0.4090909090909091,,0.19680851063829788,0.2702702702702703,0.2777777777777778,0.3,0.026595744680851064,0.2,0.2,1.0,0.30319148936170215,0.3508771929824561,0.3508771929824561,0.55,0.45454545454545453,0.3,0.045454545454545456,0.18181818181818182,0.5,1.0,0.3076923076923077,0.5416666666666666,0.02564102564102564,0.3717948717948718,0.3793103448275862,0.675531914893617,0.36363636363636365,0.4883864864864864,0.49989999999999996,0.47342600000000007,0.11057692307692307,0.15753424657534246,0.09852216748768473,0.5073891625615764,7.150000000000002,27.63709677419355,0.3823915900131406,4.0,2.0,,1.0,3.0,,3.0,,,,1.0,0.037037037037037035,,0.03333333333333333,0.05813953488372093,0.041666666666666664,,0.3,0.029411764705882353,0.3333333333333333,0.02702702702702703,2.0,1.0,0.08333333333333333,,,,True
248,1610612766,George Lynch,George Lynch,248,CHH,15931.0,266,6.0,506,510,185,169.0,77.0,1016,13.0,25.0,8.0,13.0,5.0,5.0,7.0,11.0,7.0,15.0,1.0,3.0,,2.0,1.0,2.0,,,1.0,1.0,27.0,51.0,2.0,5.0,9.0,69.0,510,10.0,18.0,,,4.0,24.0,8.0,10.0,2.0,3.0,5.0,27.0,28.0,26.0,6.0,,2.0,1.0,5.0,12.0,,12.0,,,6.0,1.0,5.0,24.0,24.0,8.0,30.0,40.0,32.0,72.0,9.0,4.0,5.0,4.0,,1.0,2.0,1.0,3.0,6.0,,2.0,12.0,23.0,,,13.0,,3.0,4.0,6.0,4.0,6.0,4.0,27.0,185,3.0,0.5185185185185185,0.7,1.0,0.4,,0.6666666666666666,0.4,0.5294117647058824,0.5555555555555556,0.8,0.5357142857142857,0.5555555555555556,0.8461538461538461,0.5564516129032258,0.6,0.7941176470588235,0.08928571428571429,0.09803921568627451,0.16,11.37123745819398,0.6666666666666666,0.15873015873015872,0.11764705882352941,0.125,0.15019762845849802,0.12549019607843137,0.11428571428571428,0.13924050632911392,0.13432835820895522,0.13333333333333333,0.19480519480519481,0.13793103448275862,0.6666666666666666,0.44642857142857145,0.52,0.6190476190476191,0.38461538461538464,0.19642857142857142,0.6363636363636364,0.7,0.42857142857142855,0.26785714285714285,0.4666666666666667,0.4666666666666667,0.8571428571428571,0.05357142857142857,0.3333333333333333,0.3333333333333333,1.0,0.03571428571428571,0.5,0.5,1.0,0.7222222222222222,0.6153846153846154,,,,,0.38461538461538464,1.0,0.15384615384615385,0.07692307692307693,1.0,0.5357142857142857,0.5,0.49593125,0.5236214285714286,0.49866538461538457,0.05172413793103448,0.05660377358490566,0.34782608695652173,0.391304347826087,7.2784313725490195,24.24,0.36561264822134387,14.0,8.0,,2.0,,,1.0,1.0,,,,0.1111111111111111,,0.1568627450980392,0.09090909090909091,0.15384615384615385,0.16666666666666666,,,0.125,,,1.0,0.09090909090909091,1.0,0.5,,True
1924,1610612766,Lee Nailon,Lee Nailon,1924,CHH,7883.0,131,22.0,254,251,99,105.0,32.0,505,15.0,21.0,5.0,7.0,5.0,9.0,7.0,15.0,4.0,12.0,,,,,,,,,,,26.0,48.0,,,12.0,64.0,251,5.0,7.0,,,,10.0,8.0,15.0,,,6.0,22.0,36.0,16.0,,,,,5.0,3.0,1.0,4.0,1.0,,2.0,,1.0,9.0,4.0,2.0,8.0,10.0,6.0,16.0,3.0,1.0,2.0,3.0,,3.0,3.0,,,6.0,,2.0,5.0,13.0,3.0,1.0,15.0,,7.0,1.0,,,,,22.0,99,3.0,0.6923076923076923,0.8181818181818182,,,,,,0.5416666666666666,0.7142857142857143,0.5333333333333333,0.5416666666666666,0.7142857142857143,0.5333333333333333,0.5818181818181818,0.7142857142857143,0.6111111111111112,,0.10416666666666667,0.19047619047619047,21.03448275862069,0.5,0.07766990291262135,0.04597701149425287,0.08,0.078125,0.0594059405940594,0.03571428571428571,0.03333333333333333,,0.07407407407407407,0.11764705882352941,0.08695652173913043,,0.4375,0.7142857142857143,0.8823529411764706,0.6666666666666666,0.3125,0.4666666666666667,0.5,0.7142857142857143,0.25,0.3333333333333333,0.3333333333333333,0.75,,,,,,,,,1.0,0.7142857142857143,,,,,0.6,0.5555555555555556,,,,0.4375,,0.4753895833333334,0.5544833333333333,0.5089333333333332,0.12962962962962962,0.12962962962962962,0.15625,0.34375,7.279166666666668,,0.38976377952755903,8.0,2.0,,,,,1.0,,,,,,,0.14285714285714285,0.06896551724137931,0.15384615384615385,,,,0.2,,,,0.06666666666666667,,,,True
2048,1610612766,Jamaal Magloire,Jamaal Magloire,2048,CHH,8421.0,140,40.0,276,274,170,135.0,40.0,550,14.0,21.0,3.0,7.0,3.0,7.0,4.0,10.0,1.0,3.0,,,,,,,,,,,19.0,34.0,,,44.0,82.0,271,4.0,8.0,,,11.0,19.0,7.0,15.0,,,26.0,40.0,26.0,12.0,,,,,2.0,2.0,2.0,4.0,2.0,,1.0,,1.0,10.0,7.0,5.0,14.0,24.0,11.0,35.0,,,,4.0,,,10.0,,4.0,14.0,1.0,7.0,7.0,26.0,4.0,7.0,58.0,,17.0,14.0,12.0,8.0,12.0,8.0,40.0,170,7.0,0.6842105263157895,0.7222222222222222,,,,,,0.5588235294117647,0.5,0.4666666666666667,0.5588235294117647,0.5,0.4666666666666667,0.6507936507936508,0.6333333333333333,0.625,,0.058823529411764705,0.047619047619047616,23.510971786833856,0.2857142857142857,0.13592233009708737,0.07954545454545454,0.16666666666666666,0.14285714285714285,0.08571428571428572,0.11538461538461539,,0.18181818181818182,0.1,0.12,0.19230769230769232,0.6666666666666666,0.6176470588235294,0.6666666666666666,0.7,0.8571428571428571,0.29411764705882354,0.4,0.4444444444444444,,0.08823529411764706,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,0.875,0.42857142857142855,,,,,0.4666666666666667,0.42857142857142855,,,,0.6176470588235294,,0.48309411764705895,0.47891666666666666,0.43957999999999997,0.3469387755102041,0.3469387755102041,0.23170731707317074,0.4878048780487805,3.885294117647059,,0.6159420289855072,2.0,2.0,2.0,5.0,,1.0,2.0,4.0,1.0,1.0,,0.4166666666666667,0.125,0.11764705882352941,0.14814814814814814,,0.5,,,0.3333333333333333,,,,0.1,,,1.0,True
922,1610612766,Elden Campbell,Elden Campbell,922,CHH,14670.0,244,-11.0,451,451,97,96.0,65.0,902,18.0,32.0,2.0,6.0,3.0,3.0,17.0,45.0,10.0,26.0,,,,,,1.0,,,,,45.0,103.0,,1.0,24.0,114.0,463,3.0,9.0,,,2.0,8.0,7.0,14.0,,,7.0,21.0,50.0,40.0,,,1.0,,7.0,14.0,2.0,16.0,2.0,,4.0,1.0,9.0,34.0,10.0,5.0,34.0,42.0,12.0,54.0,6.0,3.0,3.0,8.0,1.0,4.0,9.0,1.0,4.0,17.0,2.0,3.0,14.0,33.0,4.0,4.0,34.0,,16.0,2.0,22.0,14.0,22.0,10.0,21.0,97,4.0,0.5555555555555556,0.5952380952380952,,,,,,0.4368932038834951,0.3333333333333333,0.5,0.4326923076923077,0.3333333333333333,0.5,0.475,0.4,0.5833333333333334,0.009615384615384616,0.06796116504854369,0.15625,25.751879699248118,0.47058823529411764,0.19101123595505617,0.04830917874396135,0.10638297872340426,0.17333333333333334,0.048582995951417005,0.057971014492753624,0.03614457831325301,0.19298245614035087,0.09090909090909091,0.24675324675324675,0.07317073170731707,0.45454545454545453,0.3076923076923077,0.5625,0.6666666666666666,0.3888888888888889,0.4326923076923077,0.37777777777777777,0.3953488372093023,0.5882352941176471,0.25,0.38461538461538464,0.38461538461538464,0.8,,,,,0.009615384615384616,,,,0.6666666666666666,0.3333333333333333,,,,,0.21428571428571427,1.0,,,,0.3173076923076923,,0.436045673076923,0.5079875,0.41686428571428574,0.13559322033898305,0.13675213675213677,0.07017543859649122,0.18421052631578946,7.906796116504855,26.2,0.21507760532150777,6.0,2.0,,3.0,3.0,3.0,2.0,6.0,,,2.0,0.21428571428571427,,0.05,0.05454545454545454,0.0625,,0.3333333333333333,0.057692307692307696,,,,2.0,0.044444444444444446,,,,True
278,1610612766,Stacey Augmon,Stacey Augmon,278,CHH,6927.0,115,29.0,214,218,97,93.0,31.0,432,6.0,7.0,1.0,1.0,3.0,3.0,2.0,7.0,4.0,15.0,,,,,,,,,,,12.0,29.0,,,13.0,37.0,220,1.0,3.0,,,,2.0,7.0,16.0,,,8.0,22.0,18.0,6.0,,,,,1.0,7.0,4.0,11.0,3.0,1.0,5.0,,2.0,26.0,4.0,3.0,11.0,14.0,5.0,19.0,9.0,3.0,6.0,3.0,1.0,,6.0,,3.0,9.0,1.0,4.0,5.0,15.0,3.0,1.0,15.0,,5.0,3.0,1.0,1.0,1.0,,22.0,97,3.0,0.75,0.8181818181818182,,,,,,0.41379310344827586,0.3333333333333333,0.4375,0.41379310344827586,0.3333333333333333,0.4375,0.5138888888888888,0.3333333333333333,0.55,,0.034482758620689655,,18.0,0.3333333333333333,0.12941176470588237,0.05,0.16666666666666666,0.13592233009708737,0.0449438202247191,,0.08571428571428572,0.16,0.13636363636363635,0.10526315789473684,0.1875,,0.2413793103448276,0.8571428571428571,0.8571428571428571,0.8333333333333334,0.2413793103448276,0.2857142857142857,0.3333333333333333,,0.5172413793103449,0.26666666666666666,0.26666666666666666,1.0,,,,,,,,,0.3333333333333333,1.0,,,,,0.1875,1.0,,,,0.2413793103448276,,0.4562862068965517,0.49424999999999997,0.43471250000000006,0.15151515151515152,0.15151515151515152,0.05405405405405406,0.5945945945945946,10.510344827586206,,0.4532710280373832,2.0,,1.0,,1.0,1.0,1.0,,,,,,0.14285714285714285,,0.037037037037037035,,,,0.0625,,,,,0.14285714285714285,,,,True
469,1610612766,Jamal Mashburn,Jamal Mashburn,469,CHH,620.0,10,-10.0,19,19,11,,7.0,38,,,,,,,,3.0,,2.0,,,,,,1.0,,,,1.0,,5.0,,1.0,,,25,,,,,,,,3.0,,1.0,,,,,,,1.0,,,1.0,,1.0,,,1.0,,,2.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,0.16666666666666666,,,20.689655172413794,,0.14285714285714285,,,0.14285714285714285,,,,,0.5,,,,,,,,0.5,,,,0.3333333333333333,,,,,,,,0.16666666666666666,,,,,,,,,,,,,0.25,,0.16666666666666666,,0.41677500000000006,,0.4376375,,,,,12.54,26.4,0.5789473684210527,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
