EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,Fg2aBlocked,ThreePtAssists,Assists,Arc3Assists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,Offensive Fouls,Blocked2s,BlockedAtRim,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG3M,FG3A,FtPoints,SecondChanceFtPoints,PenaltyFG3A,PenaltyFtPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,OffTwoPtRebounds,FTDefRebounds,OffRebounds,Steals,BadPassSteals,LostBallTurnovers,SecondChanceTurnovers,FTA,TwoPtShootingFoulsDrawn,Blocked3s,BlockedArc3,RecoveredBlocks,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,DefFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg3ptShotDistance,PenaltyAtRimFGM,TwoPtAssists,AtRimAssists,LongMidRangeAssists,LostBallOutOfBoundsTurnovers,PenaltyAtRimAccuracy,PtsPutbacks,ShortMidRangeAssists,OffThreePtRebounds,SelfOReb,LostBallSteals,Travels,Loose Ball Fouls,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,BlockedShortMidRange,3SecondViolations,ShortMidRangePctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SelfORebPct,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsUnassisted3s,Fg3aBlocked,Corner3Assists,BadPassOutOfBoundsTurnovers,PenaltyTurnovers,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,PenaltyFg3Pct,FG3APctBlocked,Arc3PctBlocked,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,on,PenaltyCorner3FGM,FTOffRebounds,OffFTReboundPct,PenaltyCorner3Accuracy
1500,1610612754,Ron Mercer,Ron Mercer,1500,IND,3986.0,66,4.0,126,131,49.0,50,3.0,257,3.0,4.0,1.0,1.0,1.0,1.0,8.0,18.0,12.0,23.0,24.0,132,1.0,1.0,2.0,2.0,6.0,4.0,14.0,10.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,5.0,5.0,1.0,1.0,1.0,2.0,6.0,8.0,1.0,1.0,1.0,1.0,4.0,49.0,1.0,0.5833333333333334,0.5833333333333334,0.5217391304347826,1.0,0.3333333333333333,0.5217391304347826,1.0,0.3333333333333333,0.5217391304347826,1.0,0.3333333333333333,0.043478260869565216,0.25,18.939393939393938,0.5,0.057692307692307696,0.2222222222222222,0.08196721311475409,0.07692307692307693,0.09523809523809523,0.4,0.17391304347826086,0.75,1.0,0.3333333333333333,0.043478260869565216,1.0,1.0,1.0,0.782608695652174,0.4444444444444444,0.4444444444444444,0.625,1.0,1.0,0.17391304347826086,0.43232608695652175,0.5895,0.37756666666666666,0.08333333333333333,0.16666666666666666,15.18695652173913,0.3888888888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1506,1610612754,Austin Croshere,Austin Croshere,1506,IND,2204.0,37,21.0,69,68,20.0,26,9.0,137,,1.0,,1.0,,2.0,2.0,4.0,2.0,7.0,16.0,48,1.0,2.0,3.0,1.0,2.0,4.0,2.0,2.0,,,,,,1.0,5.0,8.0,11.0,3.0,,1.0,4.0,1.0,4.0,,,,1.0,4.0,20.0,,0.5,0.5,0.2857142857142857,0.5,0.5,0.45454545454545453,0.5,0.25,0.5333333333333333,0.5,0.4,,,24.050632911392405,0.75,0.17857142857142858,0.14285714285714285,0.17142857142857143,0.5,0.2,,0.09090909090909091,,,,0.18181818181818182,,,,0.36363636363636365,0.5,0.5,0.5,0.5,,0.45454545454545453,0.45006363636363633,,0.4698375,0.1875,0.25,14.942857142857141,0.2898550724637681,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,6.0,1.0,2.0,2.0,6.0,2.0,1.0,3.0,2.0,3.0,1.0,1.0,3.0,2.0,8.0,4.0,1.0,1.0,1.0,1.0,0.5,0.5,0.36363636363636365,0.5,0.1,0.08333333333333333,0.1111111111111111,0.09090909090909091,0.1,0.07142857142857142,0.5,1.0,0.18181818181818182,0.5,0.5,1.0,0.18181818181818182,0.5,0.5,1.0,0.25,0.25,0.25,0.5,0.26666666666666666,0.36363636363636365,24.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1563,1610612754,Kevin Ollie,Kevin Ollie,1563,IND,5291.0,88,-5.0,168,164,44.0,53,17.0,332,3.0,10.0,,,1.0,3.0,2.0,5.0,6.0,18.0,16.0,155,,1.0,,1.0,3.0,2.0,10.0,2.0,4.0,4.0,15.0,4.0,34.0,,8.0,8.0,8.0,1.0,1.0,2.0,3.0,1.0,3.0,,,,,2.0,44.0,2.0,0.8333333333333334,0.8333333333333334,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.4,,0.3333333333333333,0.2222222222222222,0.4,12.432432432432432,0.3333333333333333,0.125,,0.10666666666666667,0.14285714285714285,0.1724137931034483,,0.5555555555555556,0.3,0.5,0.6666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.2777777777777778,0.4,0.4,1.0,,,0.5555555555555556,0.5039,0.3586,0.6665,,0.125,7.455555555555557,0.2619047619047619,3.0,,,,,,,,,4.0,,,,,,,,,,2.0,2.0,,,4.0,2.0,,,,,,,,,,,,,,0.047619047619047616,,,,,,,,,,,1.0,,,,0.1,0.1,,1.0,11.0,4.0,7.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1802,1610612754,Brad Miller,Brad Miller,1802,IND,9415.0,157,9.0,294,296,65.0,84,32.0,590,5.0,9.0,1.0,3.0,4.0,10.0,9.0,19.0,18.0,38.0,52.0,288,1.0,3.0,3.0,,5.0,8.0,28.0,8.0,6.0,3.0,6.0,3.0,15.0,4.0,20.0,26.0,41.0,2.0,1.0,2.0,4.0,7.0,15.0,,2.0,1.0,2.0,8.0,65.0,1.0,0.7777777777777778,0.8235294117647058,0.47368421052631576,0.3333333333333333,,0.47368421052631576,0.3333333333333333,,0.5531914893617021,0.375,0.4,0.15789473684210525,0.4444444444444444,15.454545454545455,0.5,0.15625,0.16666666666666666,0.15789473684210525,0.12903225806451613,0.15517241379310345,0.15,0.23684210526315788,0.5555555555555556,1.0,0.8,0.2631578947368421,0.4,0.5,0.5,0.5,0.47368421052631576,0.47368421052631576,0.8888888888888888,1.0,0.3333333333333333,0.23684210526315788,0.41917368421052636,0.4497333333333334,0.36978,0.057692307692307696,0.15384615384615385,11.044736842105264,0.22108843537414966,1.0,,,,,,,,,16.0,1.0,,8.0,,,,9.0,2.0,15.0,4.0,3.0,1.0,1.0,19.0,7.0,,,2.0,,,,,0.2857142857142857,0.08256880733944955,0.1111111111111111,0.043478260869565216,0.09375,0.09259259259259259,0.1794871794871795,0.25,1.0,,,,,,,,,0.2,,,,0.1590909090909091,0.1590909090909091,,,3.0,2.0,,,,2.0,1.0,6.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,0.2,0.23076923076923078,0.25,0.16666666666666666,0.07142857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
397,1610612754,Reggie Miller,Reggie Miller,397,IND,11872.0,198,11.0,377,377,95.0,107,38.0,754,12.0,14.0,1.0,1.0,3.0,8.0,14.0,30.0,29.0,52.0,118.0,363,1.0,4.0,5.0,8.0,12.0,31.0,42.0,16.0,1.0,1.0,14.0,,29.0,4.0,12.0,16.0,16.0,5.0,3.0,9.0,14.0,3.0,10.0,2.0,1.0,1.0,1.0,31.0,95.0,1.0,0.7241379310344828,0.7241379310344828,0.5576923076923077,0.25,0.6666666666666666,0.5843373493975904,0.4166666666666667,0.5789473684210527,0.6195652173913043,0.4166666666666667,0.6458333333333334,0.019230769230769232,0.07142857142857142,25.29832935560859,0.35714285714285715,0.07643312101910828,0.13333333333333333,0.0855614973262032,0.025,0.13043478260869565,0.08695652173913043,0.1686746987951807,0.8571428571428571,0.9230769230769231,0.8333333333333334,0.0963855421686747,0.375,0.375,0.6666666666666666,0.3614457831325301,0.4666666666666667,0.4666666666666667,0.6428571428571429,0.16666666666666666,1.0,0.5421686746987951,0.4719567073170731,0.5004083333333333,0.42219444444444443,0.0423728813559322,0.2627118644067797,12.240384615384615,0.2519893899204244,5.0,,3.0,1.0,13.0,28.0,6.0,13.0,31.0,21.0,,7.0,9.0,33.0,28.0,13.0,,,,8.0,5.0,2.0,2.0,24.0,5.0,,,1.0,0.8461538461538461,0.41935483870967744,0.41935483870967744,0.37349397590361444,,,,,,,0.041666666666666664,0.2857142857142857,1.0,0.03614457831325301,,,,0.3373493975903614,0.4642857142857143,0.5,0.8461538461538461,0.2631578947368421,0.05263157894736842,0.3157894736842105,0.4642857142857143,0.06818181818181818,0.08928571428571429,25.819354838709682,3.0,13.0,5.0,4.0,3.0,0.6,,4.0,,,3.0,,,1.0,4.0,,,,,,,,1.0,1.0,1.0,2.0,1.0,2.0,2.0,6.0,2.0,1.0,3.0,4.0,4.0,1.0,0.5,0.2857142857142857,0.06451612903225806,0.07142857142857142,1.0,0.16666666666666666,0.16666666666666666,1.0,1.0,0.3333333333333333,0.03125,True,,,,
1902,1610612754,Jeff Foster,Jeff Foster,1902,IND,3071.0,51,-13.0,97,103,40.0,54,7.0,200,4.0,5.0,2.0,3.0,,,,1.0,4.0,6.0,14.0,107,2.0,3.0,4.0,1.0,2.0,4.0,4.0,4.0,1.0,,7.0,,14.0,1.0,13.0,15.0,18.0,5.0,3.0,3.0,8.0,2.0,8.0,2.0,1.0,,1.0,4.0,40.0,1.0,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.6111111111111112,0.6666666666666666,0.3333333333333333,0.5833333333333334,0.6666666666666666,0.5,0.16666666666666666,0.2,19.23076923076923,0.625,0.3023255813953488,0.125,0.27450980392156865,0.23076923076923078,0.23529411764705882,,0.5555555555555556,0.8,1.0,0.5,,,,,0.1111111111111111,,,,1.0,0.6666666666666666,0.8888888888888888,0.49105625,0.4861,0.44955,0.2857142857142857,0.2857142857142857,3.5500000000000003,0.41237113402061853,1.0,,,,1.0,3.0,1.0,1.0,3.0,3.0,,1.0,2.0,3.0,3.0,1.0,3.0,1.0,3.0,2.0,,2.0,,6.0,3.0,,,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2,0.10714285714285714,0.09375,0.3333333333333333,,0.0625,0.46153846153846156,0.5,1.0,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,,0.3333333333333333,0.3333333333333333,0.25,0.3333333333333333,29.96666666666667,1.0,7.0,4.0,2.0,1.0,1.0,2.0,1.0,,,2.0,,2.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.5,,,,,,,True,,,,
979,1610612754,Jermaine O'Neal,Jermaine O'Neal,979,IND,9625.0,160,11.0,304,304,68.0,69,33.0,608,10.0,16.0,2.0,2.0,12.0,33.0,4.0,14.0,26.0,63.0,66.0,295,2.0,10.0,6.0,8.0,18.0,24.0,20.0,32.0,10.0,,4.0,,8.0,6.0,21.0,31.0,37.0,4.0,2.0,7.0,11.0,6.0,19.0,5.0,6.0,5.0,6.0,24.0,68.0,1.0,0.38461538461538464,0.4166666666666667,0.4126984126984127,0.2,0.4444444444444444,0.40625,0.2,0.4444444444444444,0.4520547945205479,0.25,0.5,0.15873015873015872,0.25,24.633431085043988,0.36363636363636365,0.16666666666666666,0.24,0.17880794701986755,0.23529411764705882,0.14035087719298245,0.2631578947368421,0.25,0.625,0.8333333333333334,0.4,0.515625,0.36363636363636365,0.4444444444444444,0.3333333333333333,0.21875,0.2857142857142857,0.2857142857142857,0.5,0.2,1.0,0.265625,0.41632734374999997,0.39662,0.41866666666666663,0.09090909090909091,0.36363636363636365,9.022222222222224,0.2236842105263158,6.0,,1.0,,,,,,1.0,14.0,2.0,,8.0,,,,6.0,4.0,6.0,4.0,4.0,2.0,,19.0,5.0,,,3.0,,,,0.015625,0.36363636363636365,0.05263157894736842,0.043478260869565216,0.04,0.08571428571428572,0.037037037037037035,0.14285714285714285,0.16666666666666666,0.5,0.015625,,,,,,,,0.3333333333333333,,,,0.07352941176470588,0.07462686567164178,23.2,5.0,4.0,1.0,3.0,,0.8333333333333334,4.0,,,2.0,,1.0,1.0,1.0,5.0,1.0,1.0,0.18181818181818182,,,,0.07142857142857142,,,,,,,,,,,,5.0,,,,,,,,,,,,,,True,,,,
1886,1610612754,Jonathan Bender,Jonathan Bender,1886,IND,1113.0,19,6.0,42,38,13.0,14,2.0,80,,,,,,1.0,1.0,1.0,1.0,2.0,2.0,32,,,,1.0,1.0,2.0,,2.0,,,1.0,,2.0,,3.0,3.0,3.0,,,,,1.0,2.0,,,,,2.0,13.0,1.0,,,0.5,,1.0,0.3333333333333333,,1.0,0.3333333333333333,,1.0,,,6.818181818181818,,0.1875,,0.15789473684210525,,0.42857142857142855,,,,,,0.3333333333333333,,,,0.3333333333333333,1.0,1.0,,,,0.3333333333333333,0.4355,,0.4075,,1.0,11.299999999999999,0.30952380952380953,,,,,,1.0,,,1.0,,,,,,1.0,,,,,2.0,1.0,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,24.3,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1897,1610612754,Metta World Peace,Metta World Peace,1897,IND,8579.0,143,5.0,273,271,61.0,59,30.0,544,11.0,17.0,1.0,2.0,,4.0,4.0,15.0,15.0,36.0,54.0,265,1.0,3.0,2.0,6.0,8.0,16.0,10.0,20.0,3.0,1.0,13.0,1.0,27.0,1.0,18.0,21.0,26.0,4.0,1.0,4.0,8.0,4.0,15.0,1.0,3.0,1.0,3.0,16.0,61.0,3.0,0.3333333333333333,0.35714285714285715,0.4166666666666667,0.3333333333333333,0.75,0.4897959183673469,0.25,0.75,0.5094339622641509,0.25,0.7272727272727273,0.08333333333333333,0.11764705882352941,20.06578947368421,0.5,0.1565217391304348,0.045454545454545456,0.1386861313868613,0.12903225806451613,0.17307692307692307,0.058823529411764705,0.3469387755102041,0.6470588235294118,0.7333333333333333,0.2727272727272727,0.08163265306122448,,,,0.30612244897959184,0.26666666666666666,0.26666666666666666,0.5,0.5,0.5,0.6122448979591837,0.4911142857142856,0.5159750000000001,0.45766249999999997,0.037037037037037035,0.2962962962962963,8.988888888888889,0.22344322344322345,6.0,1.0,3.0,,5.0,10.0,,6.0,13.0,6.0,,,4.0,9.0,10.0,5.0,5.0,2.0,5.0,12.0,6.0,3.0,,9.0,2.0,,,2.0,0.5,0.46153846153846156,0.46153846153846156,0.2653061224489796,0.4,0.050505050505050504,0.040983606557377046,0.08333333333333333,0.03571428571428571,0.0425531914893617,0.15625,,0.6666666666666666,0.061224489795918366,0.3333333333333333,0.3333333333333333,,0.20408163265306123,0.5,0.5,0.6,0.75,,,0.5,0.04,0.05405405405405406,24.93846153846154,6.0,12.0,5.0,6.0,,1.0,2.0,1.0,,1.0,6.0,1.0,3.0,1.0,3.0,2.0,,0.25,,,,0.04,1.0,,,,,1.0,,9.0,,,2.0,3.0,,,,,,,,0.25,,,,,,True,,,,
2224,1610612754,Jamaal Tinsley,Jamaal Tinsley,2224,IND,4150.0,69,5.0,133,131,20.0,17,18.0,264,3.0,6.0,1.0,1.0,,,2.0,4.0,5.0,10.0,12.0,129,1.0,1.0,2.0,,1.0,,4.0,6.0,,7.0,22.0,7.0,51.0,2.0,4.0,6.0,8.0,6.0,6.0,5.0,11.0,5.0,10.0,1.0,,,,,20.0,1.0,0.4,0.4,0.5,1.0,,0.45454545454545453,1.0,,0.5,1.0,,,,14.935064935064934,0.5454545454545454,0.07272727272727272,0.18181818181818182,0.09090909090909091,,0.04,0.2,0.5454545454545454,0.5,0.5,0.6666666666666666,,,,,0.36363636363636365,0.5,0.5,,1.0,1.0,0.6363636363636364,0.5291545454545455,0.5322,0.5938,0.16666666666666666,,8.7,0.15037593984962405,1.0,,,,,1.0,,,1.0,2.0,,,,,1.0,,2.0,,2.0,2.0,1.0,,1.0,3.0,2.0,,,,,,,0.09090909090909091,,0.03508771929824561,0.02857142857142857,0.1,,0.034482758620689655,0.2,,,,,,,0.09090909090909091,,,,1.0,,,,0.16666666666666666,0.18181818181818182,24.9,,15.0,5.0,7.0,1.0,,,3.0,,1.0,1.0,,,1.0,,,,,,,,0.16666666666666666,,,,,,,,,,,2.0,1.0,,,,,,,1.0,,,,,,,True,,,,
