EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Blocked3s,BlockedArc3,BlockedShortMidRange,Travels,OffensiveGoaltends,3SecondViolations,SecondChanceAtRimPctAssisted,HeaveAttempts,BlockedCorner3,LongMidRangePctBlocked,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,on,3pt And 1 Free Throw Trips,Corner3PctBlocked
109,1610612747,Robert Horry,Robert Horry,109,LAL,30752.0,513,92.0,984,979,355,335,124.0,1963,15.0,22.0,6.0,10.0,6.0,8.0,4.0,12.0,7.0,16.0,10.0,22.0,3.0,5.0,2.0,5.0,10.0,25.0,2.0,3.0,3.0,10.0,26.0,50.0,20.0,47.0,24.0,136.0,974.0,8.0,12.0,5.0,8.0,3.0,34.0,9.0,13.0,5.0,15.0,13.0,46.0,28.0,24.0,51.0,9.0,12.0,25.0,10.0,2.0,31.0,10.0,41.0,6.0,4.0,11.0,13.0,7.0,92.0,9.0,18.0,1.0,26.0,62.0,10.0,98.0,28.0,126.0,2.0,25.0,13.0,12.0,13.0,2.0,8.0,9.0,1.0,5.0,22.0,1.0,7.0,23.0,45.0,1.0,4.0,31.0,1.0,1.0,8.0,1.0,6.0,11.0,10.0,1.0,11.0,7.0,1.0,2.0,46.0,355,7.0,0.5384615384615384,0.7,0.85,0.425531914893617,0.625,0.3333333333333333,0.425531914893617,0.52,0.6666666666666666,0.6923076923076923,0.5773195876288659,0.775,0.5892857142857143,0.6081081081081081,0.7857142857142857,0.6388888888888888,0.4845360824742268,0.04,0.045454545454545456,0.08333333333333333,11.759504862953138,0.5909090909090909,0.25,0.024390243902439025,0.16533333333333333,0.05357142857142857,0.23008849557522124,0.07692307692307693,0.18032786885245902,0.059602649006622516,0.08235294117647059,0.03225806451612903,0.0625,0.06329113924050633,0.10526315789473684,0.10784313725490197,0.2222222222222222,0.1564625850340136,0.2375,0.21212121212121213,0.0425531914893617,0.6363636363636364,0.2268041237113402,0.6818181818181818,0.7142857142857143,0.5333333333333333,0.12371134020618557,0.3333333333333333,0.36363636363636365,0.25,0.16494845360824742,0.4375,0.4375,0.7142857142857143,0.2268041237113402,0.45454545454545453,0.45454545454545453,0.9,0.25773195876288657,0.4,0.4,0.8,0.5,0.6,0.25,0.6,0.6666666666666666,0.15,0.6666666666666666,0.5,0.2857142857142857,0.75,0.17857142857142858,0.4,0.35714285714285715,0.3,0.711340206185567,0.4,0.5087443298969073,0.5253115384615386,0.4891803571428572,0.08571428571428572,0.14035087719298245,0.020833333333333332,0.25,0.3382352941176471,8.43,24.387234042553192,0.36077235772357724,,,,,,,,,,,,,,True,,
1904,1610612747,Devean George,Devean George,1904,LAL,7974.0,133,-7.0,263,264,117,138,38.0,527,7.0,12.0,2.0,5.0,3.0,6.0,4.0,7.0,1.0,8.0,,5.0,,,,3.0,2.0,8.0,,1.0,,3.0,12.0,27.0,2.0,13.0,4.0,34.0,272.0,4.0,7.0,,1.0,,8.0,6.0,12.0,,6.0,,12.0,16.0,8.0,6.0,,8.0,8.0,2.0,2.0,4.0,2.0,6.0,2.0,,,3.0,1.0,14.0,2.0,7.0,,3.0,13.0,2.0,18.0,9.0,27.0,1.0,2.0,2.0,,2.0,2.0,1.0,2.0,,1.0,4.0,,,9.0,14.0,,,5.0,1.0,,3.0,,,4.0,1.0,1.0,5.0,2.0,,,12.0,117,1.0,0.6666666666666666,1.0,1.0,0.15384615384615385,,,0.15384615384615385,0.4444444444444444,0.5714285714285714,0.5,0.375,0.5,0.3333333333333333,0.40476190476190477,0.5,0.3333333333333333,0.325,0.07407407407407407,0.08333333333333333,0.14285714285714285,14.935064935064934,0.5,0.14285714285714285,,0.14606741573033707,0.07865168539325842,0.125,0.05555555555555555,0.1415929203539823,0.072,,0.13043478260869565,0.041666666666666664,0.038461538461538464,0.1,0.05263157894736842,0.24242424242424243,0.10810810810810811,0.11764705882352941,0.14285714285714285,0.043478260869565216,0.4,0.3,0.5833333333333334,0.6363636363636364,0.7142857142857143,0.175,0.5714285714285714,0.6666666666666666,0.5,0.2,0.125,0.125,1.0,0.125,,,,0.2,0.25,0.25,1.0,0.625,0.4,,,,0.125,,,0.3333333333333333,0.5,0.16666666666666666,,0.16666666666666666,,0.625,0.25,0.4841525,0.5410666666666666,0.4753583333333333,0.07142857142857142,0.10344827586206896,,0.23529411764705882,0.35294117647058826,7.8925925925925915,24.346153846153843,0.4448669201520912,1.0,1.0,2.0,,,,,,,,,,,True,,
216,1610612747,Brian Shaw,Brian Shaw,216,LAL,3571.0,60,,118,114,33,51,15.0,232,1.0,2.0,,,,,,2.0,1.0,3.0,,1.0,,,,,2.0,7.0,,,1.0,2.0,2.0,7.0,2.0,8.0,,10.0,122.0,,,,,,,,2.0,1.0,2.0,,3.0,2.0,2.0,3.0,3.0,,7.0,2.0,1.0,5.0,3.0,8.0,2.0,1.0,3.0,1.0,1.0,19.0,,,,,6.0,,6.0,,6.0,,1.0,,1.0,2.0,,1.0,,,1.0,2.0,,,2.0,4.0,,,,,,,,,2.0,2.0,,2.0,1.0,,,3.0,33,1.0,0.5,0.5,0.5,0.25,,0.5,0.25,0.2857142857142857,,,0.3333333333333333,,0.375,0.3333333333333333,,0.375,0.5333333333333333,0.14285714285714285,,0.5,12.781954887218044,1.0,,,0.12244897959183673,,,,0.1,,,,,,,,0.1111111111111111,0.2222222222222222,,,,0.5,0.13333333333333333,0.5,0.5,,0.13333333333333333,,,,0.2,0.3333333333333333,0.3333333333333333,1.0,0.06666666666666667,,,,0.4666666666666667,0.2857142857142857,0.2857142857142857,0.5,,,,,,,,,,,,,0.5,0.5,0.6666666666666666,0.2857142857142857,0.4778133333333333,,0.40236249999999996,,,,,0.3,10.700000000000001,24.674999999999997,0.2796610169491525,,,,,,,,,,,,,,True,,
406,1610612747,Shaquille O'Neal,Shaquille O'Neal,406,LAL,34522.0,575,81.0,1091,1079,333,322,143.0,2170,92.0,123.0,27.0,38.0,27.0,41.0,52.0,162.0,,1.0,,,,,,,,,,,,,144.0,286.0,,,98.0,386.0,1085.0,29.0,44.0,,,18.0,76.0,44.0,92.0,,,40.0,128.0,170.0,118.0,,,44.0,,,18.0,16.0,15.0,31.0,14.0,1.0,8.0,1.0,7.0,77.0,6.0,44.0,,22.0,88.0,11.0,121.0,50.0,171.0,10.0,10.0,5.0,5.0,27.0,1.0,12.0,21.0,1.0,15.0,48.0,5.0,15.0,27.0,48.0,6.0,6.0,157.0,14.0,,65.0,,21.0,38.0,21.0,,38.0,20.0,3.0,2.0,128.0,333,5.0,0.5902777777777778,0.6967213114754098,,,,,,0.5034965034965035,0.6590909090909091,0.4782608695652174,0.5034965034965035,0.6590909090909091,0.4782608695652174,0.5391061452513967,0.6785714285714286,0.5039370078740157,,0.06293706293706294,0.08943089430894309,0.043209876543209874,32.1939586645469,0.5625,0.2972972972972973,,0.19213973799126638,0.11027568922305764,0.18803418803418803,0.05172413793103448,0.19130434782608696,0.0970873786407767,0.18095238095238095,0.09424083769633508,0.06796116504854369,0.0379746835443038,0.08108108108108109,0.15384615384615385,0.17419354838709677,0.23118279569892472,0.19047619047619047,0.18181818181818182,0.08130081300813008,0.5263157894736842,0.43006993006993005,0.7479674796747967,0.8214285714285714,0.5978260869565217,0.5664335664335665,0.32098765432098764,0.33548387096774196,0.5769230769230769,0.0034965034965034965,,,,,,,,,,,,0.8636363636363636,0.7105263157894737,,,,,,,0.44565217391304346,0.6585365853658537,,,,,0.43006993006993005,,0.4711828671328672,0.5509902439024391,0.47247282608695645,0.19287833827893175,0.19287833827893175,,0.19689119170984457,0.3316062176165803,4.631118881118881,,0.30522456461961506,,,17.0,2.0,2.0,7.0,0.14814814814814814,,,,,,,True,,
965,1610612747,Derek Fisher,Derek Fisher,965,LAL,38995.0,650,76.0,1247,1238,436,427,164.0,2485,6.0,19.0,1.0,2.0,1.0,5.0,3.0,15.0,22.0,53.0,5.0,20.0,,,1.0,2.0,24.0,61.0,4.0,7.0,6.0,20.0,31.0,87.0,29.0,81.0,44.0,193.0,1242.0,3.0,7.0,4.0,7.0,3.0,21.0,6.0,23.0,7.0,22.0,34.0,67.0,28.0,34.0,87.0,,2.0,61.0,24.0,4.0,40.0,12.0,52.0,6.0,6.0,30.0,6.0,4.0,116.0,4.0,6.0,,14.0,36.0,2.0,52.0,10.0,62.0,3.0,19.0,6.0,13.0,17.0,2.0,10.0,3.0,1.0,7.0,20.0,3.0,6.0,14.0,49.0,3.0,,56.0,2.0,2.0,11.0,,17.0,1.0,,,1.0,,,,67.0,436,10.0,0.45161290322580644,0.4666666666666667,1.0,0.35802469135802467,0.5714285714285714,0.3181818181818182,0.35802469135802467,0.3563218390804598,0.42857142857142855,0.2608695652173913,0.44345238095238093,0.6428571428571429,0.36666666666666664,0.49226804123711343,0.65625,0.5075757575757576,0.48214285714285715,0.04597701149425287,0.15789473684210525,0.06666666666666667,14.871438498957609,0.85,0.04,,0.07142857142857142,0.013452914798206279,0.10294117647058823,0.02877697841726619,0.078125,0.017094017094017096,0.035398230088495575,0.00966183574879227,,0.020618556701030927,0.047619047619047616,0.07633587786259542,0.06395348837209303,0.07462686567164178,0.11702127659574468,0.07142857142857142,0.02912621359223301,,0.1130952380952381,0.3157894736842105,0.375,0.3333333333333333,0.08928571428571429,0.2,0.21428571428571427,,0.31547619047619047,0.41509433962264153,0.41509433962264153,0.5454545454545454,0.11904761904761904,0.25,0.25,1.0,0.3630952380952381,0.39344262295081966,0.39344262295081966,1.0,0.14285714285714285,0.5,,,,0.5,0.5714285714285714,1.0,0.1111111111111111,0.2,0.044444444444444446,0.5,0.4444444444444444,0.3,0.5952380952380952,0.39344262295081966,0.49277844311377245,0.4797666666666667,0.4576611111111111,0.062146892655367235,0.11458333333333333,,0.10880829015544041,0.3471502590673575,13.388505747126436,25.02592592592593,0.3496391339214114,,,1.0,,,,,,,,,,,True,,
955,1610612747,Samaki Walker,Samaki Walker,955,LAL,9568.0,159,-37.0,300,296,106,125,44.0,596,9.0,15.0,6.0,8.0,4.0,5.0,3.0,15.0,3.0,7.0,,,,,,,1.0,1.0,,,1.0,1.0,15.0,37.0,1.0,1.0,10.0,43.0,313.0,8.0,13.0,,,4.0,20.0,6.0,10.0,1.0,1.0,4.0,19.0,12.0,18.0,3.0,,14.0,1.0,1.0,6.0,4.0,,4.0,,,2.0,1.0,1.0,8.0,5.0,16.0,1.0,2.0,24.0,3.0,29.0,22.0,51.0,2.0,2.0,2.0,,4.0,1.0,1.0,4.0,1.0,3.0,8.0,,1.0,18.0,28.0,1.0,,11.0,1.0,,5.0,,1.0,3.0,2.0,,3.0,1.0,,,19.0,106,5.0,0.4,0.75,1.0,1.0,,1.0,1.0,0.40540540540540543,0.6153846153846154,0.6,0.4342105263157895,0.6153846153846154,0.6818181818181818,0.5,0.6666666666666666,0.7307692307692307,0.02631578947368421,0.16216216216216217,0.26666666666666666,0.13333333333333333,14.44759206798867,0.5,0.3,0.07692307692307693,0.17142857142857143,0.125,0.08,0.15151515151515152,0.15757575757575756,0.13043478260869565,0.07407407407407407,0.16071428571428573,0.1111111111111111,0.10714285714285714,0.4,0.1,0.18518518518518517,0.19642857142857142,,0.14285714285714285,0.125,0.3333333333333333,0.39473684210526316,0.6,0.8181818181818182,0.3333333333333333,0.39473684210526316,0.2,0.23076923076923078,,0.18421052631578946,0.42857142857142855,0.42857142857142855,1.0,,,,,0.02631578947368421,1.0,1.0,1.0,0.6153846153846154,0.75,,,,,,,0.45454545454545453,0.8,,,0.09090909090909091,1.0,0.42105263157894735,1.0,0.4763684210526316,0.5788090909090908,0.4636090909090909,0.11904761904761904,0.12195121951219512,,0.46511627906976744,0.4418604651162791,6.54054054054054,34.0,0.35333333333333333,,,1.0,1.0,,1.0,,,,,,,,True,,
977,1610612747,Kobe Bryant,Kobe Bryant,977,LAL,35672.0,595,78.0,1140,1130,409,379,150.0,2270,44.0,84.0,10.0,19.0,13.0,29.0,45.0,96.0,32.0,96.0,3.0,3.0,1.0,1.0,,,11.0,36.0,1.0,3.0,8.0,23.0,121.0,276.0,14.0,39.0,83.0,367.0,1132.0,17.0,32.0,2.0,4.0,13.0,53.0,36.0,87.0,8.0,23.0,49.0,145.0,66.0,176.0,24.0,18.0,8.0,35.0,11.0,19.0,41.0,15.0,56.0,7.0,8.0,24.0,13.0,4.0,127.0,4.0,18.0,,16.0,41.0,1.0,58.0,22.0,80.0,8.0,20.0,12.0,8.0,19.0,3.0,11.0,14.0,2.0,8.0,33.0,1.0,12.0,18.0,46.0,5.0,4.0,108.0,8.0,10.0,37.0,,16.0,12.0,7.0,2.0,13.0,3.0,,,145.0,409,9.0,0.2727272727272727,0.28205128205128205,0.5714285714285714,0.358974358974359,0.5,0.34782608695652173,0.3684210526315789,0.4384057971014493,0.53125,0.41379310344827586,0.4507936507936508,0.5555555555555556,0.43636363636363634,0.5,0.6190476190476191,0.5144927536231884,0.12380952380952381,0.06884057971014493,0.09523809523809523,0.09375,29.817905918057665,0.5757575757575758,0.022727272727272728,,0.08932461873638345,0.043583535108958835,0.125,0.03278688524590164,0.09710391822827939,0.041121495327102804,0.06481481481481481,0.03208556149732621,0.0423728813559322,0.047619047619047616,,0.13333333333333333,0.038461538461538464,0.10382513661202186,0.15730337078651685,0.05128205128205128,0.05263157894736842,0.23076923076923078,0.26666666666666666,0.5238095238095238,0.5789473684210527,0.3409090909090909,0.3047619047619048,0.46875,0.5172413793103449,0.17777777777777778,0.3047619047619048,0.3333333333333333,0.3404255319148936,0.3125,0.009523809523809525,1.0,1.0,0.3333333333333333,0.11428571428571428,0.3055555555555556,0.3055555555555556,0.6363636363636364,0.5277777777777778,0.5263157894736842,0.027777777777777776,1.0,1.0,0.08333333333333333,0.3333333333333333,1.0,0.2636363636363636,0.4482758620689655,,,0.20909090909090908,0.34782608695652173,0.3904761904761905,0.3142857142857143,0.4558761980830671,0.5259218750000001,0.4482287037037038,0.10755813953488372,0.12131147540983607,,0.1444141689373297,0.39509536784741145,9.57934782608696,26.843589743589746,0.3587719298245614,1.0,,3.0,5.0,,,0.3,1.0,1.0,0.020833333333333332,,,,True,,
283,1610612747,Lindsey Hunter,Lindsey Hunter,283,LAL,404.0,7,-7.0,16,16,10,11,4.0,32,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,1.0,,1.0,,,18.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,2.0,,,,,1.0,,1.0,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,0.5,,,,15.0,1.0,,,1.0,,,,0.4,,,,,,,,,1.0,,,,,,,,,,,,,0.5,,,,0.5,,,,,,,,,,,,,,,,,,1.0,,,,0.5,,0.465075,,0.52215,,,,,,18.6,23.7,0.625,,,,,,,,,,,,,,True,,
296,1610612747,Rick Fox,Rick Fox,296,LAL,32734.0,546,97.0,1052,1044,364,323,133.0,2096,20.0,31.0,2.0,8.0,4.0,8.0,14.0,26.0,6.0,15.0,7.0,15.0,1.0,2.0,1.0,2.0,3.0,20.0,1.0,1.0,,6.0,40.0,72.0,10.0,35.0,35.0,145.0,1029.0,3.0,13.0,2.0,3.0,4.0,16.0,9.0,15.0,1.0,8.0,26.0,47.0,40.0,40.0,30.0,,2.0,20.0,3.0,7.0,42.0,11.0,53.0,9.0,2.0,25.0,9.0,8.0,117.0,5.0,13.0,2.0,15.0,41.0,13.0,69.0,20.0,89.0,2.0,16.0,6.0,10.0,28.0,4.0,21.0,11.0,4.0,7.0,39.0,1.0,12.0,19.0,51.0,5.0,2.0,44.0,1.0,,9.0,1.0,12.0,3.0,1.0,,5.0,2.0,,,47.0,364,8.0,0.5,0.5128205128205128,1.0,0.2857142857142857,0.6666666666666666,0.125,0.2857142857142857,0.5555555555555556,0.23076923076923078,0.6,0.514018691588785,0.375,0.45652173913043476,0.56640625,0.42105263157894735,0.618421052631579,0.32710280373831774,0.09722222222222222,0.0967741935483871,0.15384615384615385,13.84742951907131,0.717948717948718,0.3170731707317073,0.04081632653061224,0.09382151029748284,0.03485254691689008,0.1271186440677966,0.045454545454545456,0.1009009009009009,0.037267080745341616,0.030303030303030304,0.023809523809523808,0.05660377358490566,0.05194805194805195,0.030303030303030304,0.12396694214876033,0.04895104895104895,0.10982658959537572,0.0975609756097561,0.19444444444444445,0.041666666666666664,0.4,0.2897196261682243,0.6451612903225806,0.7142857142857143,0.65,0.24299065420560748,0.5384615384615384,0.6363636363636364,0.42857142857142855,0.14018691588785046,0.4,0.4,0.16666666666666666,0.14018691588785046,0.4666666666666667,0.4666666666666667,1.0,0.18691588785046728,0.15,0.15789473684210525,1.0,0.5,0.25,0.125,0.5,1.0,0.0625,1.0,1.0,0.34782608695652173,0.5,0.08695652173913043,0.5,0.2608695652173913,,0.616822429906542,0.15,0.5048327102803738,0.5338863636363635,0.5135130434782609,0.08620689655172414,0.1125,0.027777777777777776,0.1103448275862069,0.32413793103448274,7.231944444444443,24.39714285714286,0.34600760456273766,2.0,,2.0,1.0,,,0.5,,2.0,,1.0,0.02857142857142857,0.05,True,,
2058,1610612747,Mark Madsen,Mark Madsen,2058,LAL,175.0,3,6.0,5,9,5,8,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,20.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,True,,
