EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,FG2M,FG2A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,DefThreePtRebounds,DefRebounds,Rebounds,Fouls,Loose Ball Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Usage,DefThreePtReboundPct,DefFGReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,LongMidRangeFGM,LongMidRangeFGA,FtPoints,PenaltyFtPoints,PtsUnassisted2s,FTA,TwoPtShootingFoulsDrawn,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,TwoPtAssists,Assists,AtRimAssists,AssistPoints,Steals,BadPassSteals,DefTwoPtRebounds,ShootingFouls,DefTwoPtReboundPct,DefShortMidRangeReboundPct,on,SecondChanceOffPoss,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,ShortMidRangeAssists,LongMidRangeAssists,OffTwoPtRebounds,OffRebounds,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg3ptShotDistance,SecondChanceAtRimFGM,SecondChanceAtRimFGA,FTDefRebounds,RecoveredBlocks,DefFTReboundPct,BlocksRecoveredPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,Corner3Assists,Travels,PenaltyTurnovers,Technical Free Throw Trips,SecondChanceFg3Pct,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PtsPutbacks,OffThreePtRebounds,SelfOReb,LostBallOutOfBoundsTurnovers,Offensive Fouls,BlockedAtRim,DefensiveGoaltends,3SecondViolations,OffThreePtReboundPct,OffArc3ReboundPct,SelfORebPct,ShortMidRangePctAssisted,Blocked3s,BlockedCorner3,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,HeaveAttempts,BlockedLongMidRange,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,Defensive 3 Seconds Violations,Clear Path Fouls
1565,1610612761,Michael Stewart,Michael Stewart,1565,TOR,175.0,3.0,1.0,7,7,4.0,7,14,1.0,1.0,1.0,1.0,1.0,1.0,2.0,6,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.285714285714285,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5671,0.5671,1.0,0.5714285714285714,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983,1610612761,Jermaine Jackson,Jermaine Jackson,1983,TOR,175.0,3.0,1.0,7,7,4.0,7,14,1.0,1.0,1.0,1.0,2.0,2.0,5.0,6,2.0,2.0,5.0,2.0,,,,,,5.0,4.0,,0.5,0.5,1.0,1.0,1.0,1.0,0.625,0.8333333333333334,57.14285714285714,,,,0.5,1.0,1.0,1.0,0.5,1.0,0.5,0.6128,0.6128,1.0,0.5714285714285714,1.0,1.0,1.0,1.0,2.0,4.0,2.0,0.5,1.0,1.0,0.5,0.5,8.2,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2050,1610612761,Morris Peterson,Morris Peterson,2050,TOR,156.0,3.0,3.0,6,6,4.0,6,12,,,,,,,,4,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,1610612761,Dell Curry,Dell Curry,209,TOR,175.0,3.0,1.0,7,7,4.0,7,14,,,,,,1.0,,6,,,,,,,,,,,4.0,,,,,,,,,,14.285714285714285,,,,,,,,,,,0.3584,,,0.5714285714285714,,1.0,,,,,,1.0,,,,,18.8,1.0,1.0,1.0,2.0,1.0,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2214,1610612761,Michael Bradley,Michael Bradley,2214,TOR,175.0,3.0,1.0,7,7,4.0,7,14,,,,,,,,6,,,,,,1.0,1.0,1.0,,,4.0,,,,,,,,,,,,0.25,,,,,,,,,,,,0.5714285714285714,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,,,1.0,1.0,0.3333333333333333,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
966,1610612761,Jerome Williams,Jerome Williams,966,TOR,19.0,,-2.0,1,1,,1,2,,,,,,1.0,,2,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,0.3544,,,,,1.0,,,,,,1.0,,,,,16.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1541,1610612761,Alvin Williams,Alvin Williams,1541,TOR,11788.0,196.0,-7.0,350,345,90.0,100,695,8.0,14.0,2.0,4.0,21.0,61.0,60.0,347,4.0,12.0,17.0,22.0,5.0,22.0,24.0,12.0,,17.0,90.0,1.0,0.5238095238095238,0.5238095238095238,0.3442622950819672,0.3333333333333333,0.34,0.36666666666666664,0.375,0.4722222222222222,21.359223300970875,0.10638297872340426,0.1286549707602339,,0.18666666666666668,0.5714285714285714,0.6153846153846154,0.625,0.26666666666666666,0.5,0.37333333333333335,0.4508279999999999,0.43517,0.2833333333333333,0.2571428571428571,10.0,36.0,9.0,6.0,20.0,11.0,3.0,0.48,0.2777777777777778,0.29411764705882354,0.03896103896103896,0.047619047619047616,12.945901639344264,23.0,28.0,12.0,61.0,6.0,2.0,17.0,5.0,0.13709677419354838,0.14634146341463414,False,50.0,3.0,11.0,3.0,3.0,11.0,1.0,3.0,3.0,14.0,1.0,4.0,2.0,4.0,1.0,3.0,3.0,6.0,11.0,3.0,3.0,5.0,5.0,4.0,7.0,2.0,2.0,4.0,6.0,2.0,5.0,2.0,1.0,8.0,3.0,1.0,3.0,2.0,2.0,2.0,0.3333333333333333,0.21428571428571427,0.3333333333333333,0.21428571428571427,0.25,0.25,0.4,0.18666666666666668,0.04918032786885246,0.07142857142857142,0.05555555555555555,0.75,0.013513513513513514,0.011299435028248588,0.02564102564102564,0.0136986301369863,0.1590909090909091,0.10256410256410256,0.14285714285714285,0.14666666666666667,0.2727272727272727,0.2727272727272727,0.6,0.04,0.14666666666666667,0.2727272727272727,0.2727272727272727,0.3333333333333333,0.2,0.3333333333333333,0.2727272727272727,0.409475,0.06666666666666667,25.585714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1565,1610612761,Michael Stewart,Michael Stewart,1565,TOR,292.0,5.0,-5.0,9,10,6.0,9,19,1.0,1.0,,,1.0,1.0,2.0,11,,,,2.0,1.0,2.0,2.0,1.0,,,6.0,,1.0,1.0,1.0,,1.0,,1.0,,20.0,0.5,0.25,,1.0,1.0,1.0,1.0,,,1.0,0.5559,,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,1.0,,,False,2.0,,,,,,,,,,1.0,1.0,,2.0,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,,1.0,,,,,,,0.5,,,,,,,,,,,,,0.5559,1.0,,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,1610612761,Chris Childs,Chris Childs,164,TOR,9820.0,164.0,2.0,291,291,90.0,117,582,6.0,11.0,1.0,2.0,13.0,37.0,59.0,292,4.0,14.0,26.0,8.0,6.0,17.0,19.0,15.0,,26.0,90.0,3.0,0.3076923076923077,0.3076923076923077,0.35135135135135137,0.2857142857142857,0.46296296296296297,0.5,0.49137931034482757,0.5434782608695652,22.413793103448278,0.1875,0.12686567164179105,0.25,0.2037037037037037,0.5454545454545454,0.6,0.5,0.1,0.5,0.5185185185185185,0.4635972222222222,0.423285,0.4406779661016949,0.30927835051546393,6.0,22.0,9.0,6.0,18.0,10.0,1.0,0.4074074074074074,0.2727272727272727,0.2857142857142857,0.01818181818181818,0.02631578947368421,12.035135135135134,35.0,37.0,12.0,76.0,4.0,2.0,11.0,8.0,0.10784313725490197,0.06060606060606061,False,46.0,1.0,4.0,,8.0,17.0,4.0,6.0,8.0,17.0,1.0,3.0,,5.0,4.0,6.0,21.0,3.0,17.0,8.0,3.0,2.0,1.0,8.0,15.0,2.0,2.0,2.0,10.0,7.0,8.0,10.0,2.0,20.0,1.0,,3.0,,,,0.875,0.47058823529411764,0.6666666666666666,0.47058823529411764,0.3333333333333333,0.625,0.625,0.3148148148148148,0.08108108108108109,0.09090909090909091,0.045454545454545456,0.5,0.015748031496062992,0.013422818791946308,0.02857142857142857,,0.13513513513513514,0.125,0.16666666666666666,0.07407407407407407,0.25,0.3333333333333333,0.16666666666666666,,0.3148148148148148,0.47058823529411764,0.47058823529411764,0.875,0.3,0.6666666666666666,0.47058823529411764,0.4042875,0.0847457627118644,25.78235294117647,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,8.0,2.0,1.0,0.25,0.03333333333333333,0.25,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,1610612761,Hakeem Olajuwon,Hakeem Olajuwon,165,TOR,5151.0,86.0,-7.0,147,146,40.0,50,293,5.0,7.0,3.0,3.0,12.0,22.0,28.0,150,5.0,7.0,14.0,18.0,1.0,10.0,19.0,9.0,,14.0,40.0,1.0,0.75,1.0,0.5454545454545454,0.7142857142857143,0.5454545454545454,0.7142857142857143,0.56,0.7,17.318435754189945,0.05555555555555555,0.15,0.25,0.3181818181818182,0.7142857142857143,0.8333333333333334,0.4,0.42857142857142855,1.0,0.3181818181818182,0.4274136363636364,0.4423142857142857,0.5,0.272108843537415,3.0,5.0,4.0,4.0,6.0,6.0,3.0,0.22727272727272727,0.6,0.6,0.12,0.12,8.927272727272728,2.0,2.0,,4.0,7.0,3.0,8.0,3.0,0.19047619047619047,0.26666666666666666,False,25.0,4.0,10.0,,,,,,,,4.0,4.0,2.0,10.0,,,,,,,1.0,,,,2.0,8.0,9.0,4.0,2.0,,1.0,4.0,1.0,6.0,1.0,,,4.0,2.0,4.0,,,,,1.0,1.0,0.8333333333333334,,0.045454545454545456,0.14285714285714285,,0.3333333333333333,0.13114754098360656,0.11842105263157894,0.2777777777777778,0.03571428571428571,0.06666666666666667,0.25,,0.45454545454545453,0.4,0.4,1.0,,,,,,,,,0.4996333333333333,0.35714285714285715,,3.0,3.0,1.0,3.0,0.5,0.75,0.75,1.0,,,,,,,1.0,,,,,0.13333333333333333,,,,6.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.06666666666666667,0.09090909090909091,0.1111111111111111,1.0,,,,,,,,,,,,,,,,,
