EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,OpponentPoints,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,Offensive Fouls,PenaltyOffPossExcludingTakeFouls,Usage,PenaltyOffPossPct,Loose Ball Fouls,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,BlocksRecoveredPct,ShortMidRangeFGA,FG2A,FtPoints,Points,PenaltyFtPoints,PenaltyPoints,DefTwoPtRebounds,DefRebounds,Rebounds,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,TsPct,PenaltyTsPct,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,ShortMidRangeFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,LongMidRangeFGM,LongMidRangeFGA,FG2M,PenaltyFG2M,PenaltyFG2A,PtsUnassisted2s,BadPassOutOfBoundsTurnovers,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,DefLongMidRangeReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,PenaltyShotQualityAvg,LostBallOutOfBoundsTurnovers,NonShootingFoulsDrawn,on,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PtsAssisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,FTDefRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,2pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedAtRim,BlockedLongMidRange,DefensiveGoaltends,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,Avg3ptShotDistance,Fg3aBlocked,Travels,Blocked3s,BlockedArc3,FG3APctBlocked,Arc3PctBlocked,SecondChanceAtRimPctAssisted,HeaveAttempts,3pt And 1 Free Throw Trips,BlockedCorner3,LongMidRangePctBlocked,OffensiveGoaltends,3SecondViolations,Corner3PctBlocked
109,1610612747,Robert Horry,Robert Horry,109,LAL,117.0,2,-3,5,4,4.0,4.0,9,8,1.0,1.0,1.0,3.0,1.0,4.0,20.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1904,1610612747,Devean George,Devean George,1904,LAL,191.0,3,-3,5,4,,,9,4,,,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,1610612747,Shaquille O'Neal,Shaquille O'Neal,406,LAL,275.0,5,-6,9,8,4.0,4.0,17,12,,,,1.0,,4.0,22.22222222222222,0.4444444444444444,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.25,0.5,0.2,0.2,1.0,1.0,0.4534,0.5,0.5,1.0,7.8,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782,1610612747,Mitch Richmond,Mitch Richmond,782,LAL,275.0,5,-6,9,8,4.0,4.0,17,12,1.0,1.0,,,,4.0,33.333333333333336,0.4444444444444444,,,,,,,,1.0,1.0,3.0,,2.0,1.0,1.0,1.0,2.0,1.0,2.0,0.75,1.0,0.2,0.2,,,0.3523,0.5,0.5,0.6666666666666666,15.8,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,0.3523,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977,1610612747,Kobe Bryant,Kobe Bryant,977,LAL,275.0,5,-6,9,8,4.0,4.0,17,12,1.0,1.0,,,,4.0,22.22222222222222,0.4444444444444444,,,,,,,,,2.0,2.0,2.0,2.0,,,,2.0,,2.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,1610612747,Rick Fox,Rick Fox,296,LAL,84.0,1,-3,4,4,4.0,4.0,8,8,,,,,,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,1610612747,Samaki Walker,Samaki Walker,955,LAL,158.0,3,-3,4,4,,,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,1610612747,Robert Horry,Robert Horry,109,LAL,42121.0,702,65,1342,1342,437.0,439.0,2684,1364,13.0,29.0,33.0,63.0,4.0,437.0,11.772315653298834,0.3256333830104322,1.0,16.0,1.0,16.0,9.0,0.5625,21.0,74.0,30.0,176.0,14.0,52.0,73.0,118.0,154.0,38.0,11.0,52.0,0.5718954248366013,0.6046511627906976,0.14119922630560927,0.15915915915915915,0.19760479041916168,0.15441176470588236,0.5051356617647059,0.0821917808219178,0.13253012048192772,0.29545454545454547,7.9270270270270276,8.0,21.0,37.0,10.0,17.0,32.0,3.0,0.5,0.5882352941176471,0.5367647058823529,0.5588235294117647,0.12745098039215685,0.15441176470588236,0.38095238095238093,0.38095238095238093,0.4903176470588235,2.0,7.0,False,174.0,22.0,32.0,6.0,10.0,7.0,10.0,7.0,11.0,27.0,3.0,5.0,2.0,5.0,13.0,35.0,2.0,3.0,4.0,12.0,24.0,62.0,11.0,15.0,5.0,8.0,5.0,42.0,6.0,17.0,42.0,63.0,9.0,16.0,35.0,13.0,3.0,46.0,15.0,61.0,8.0,7.0,17.0,19.0,10.0,137.0,11.0,23.0,2.0,33.0,12.0,36.0,3.0,33.0,16.0,17.0,16.0,10.0,6.0,2.0,7.0,2.0,1.0,1.0,14.0,1.0,1.0,3.0,9.0,0.5675675675675675,0.7241379310344828,0.875,0.3870967741935484,0.625,0.35294117647058826,0.3870967741935484,0.7333333333333333,0.8043478260869565,0.82,0.45588235294117646,0.04054054054054054,0.0625,0.047619047619047616,0.5517241379310345,0.21818181818181817,0.03773584905660377,0.05,0.2214765100671141,0.06395348837209303,0.05379746835443038,0.06722689075630252,0.04265402843601896,0.046153846153846156,0.05,0.09615384615384616,0.0958904109589041,0.21495327102803738,0.23809523809523808,0.04285714285714286,0.23529411764705882,0.6875,0.7333333333333333,0.6363636363636364,0.3333333333333333,0.35,0.2857142857142857,0.625,0.19852941176470587,0.4074074074074074,0.4074074074074074,0.9090909090909091,0.25735294117647056,0.37142857142857144,0.37142857142857144,0.8461538461538461,0.43478260869565216,0.6,0.21739130434782608,0.6,0.6666666666666666,0.13043478260869565,0.6666666666666666,0.5,0.29411764705882354,0.7,0.14705882352941177,0.4,0.35294117647058826,0.3333333333333333,0.6911764705882353,0.37142857142857144,0.500596875,0.015873015873015872,0.23863636363636365,24.37741935483871,,,,,,,,,,,,,,
1904,1610612747,Devean George,Devean George,1904,LAL,19405.0,323,4,619,623,209.0,231.0,1242,648,6.0,12.0,25.0,49.0,3.0,209.0,16.80327868852459,0.3376413570274637,2.0,8.0,4.0,9.0,4.0,0.4444444444444444,16.0,69.0,11.0,95.0,6.0,31.0,30.0,44.0,68.0,15.0,6.0,31.0,0.42792792792792794,0.3780487804878049,0.13215859030837004,0.127208480565371,0.16216216216216217,0.15384615384615385,0.5037894230769232,0.05504587155963303,0.08108108108108109,0.3263157894736842,7.489855072463769,6.0,20.0,30.0,8.0,23.0,26.0,2.0,0.43478260869565216,0.34782608695652173,0.40384615384615385,0.33783783783783783,0.14893617021276595,0.19230769230769232,0.3,0.3,0.5040972972972971,,2.0,False,89.0,19.0,33.0,8.0,16.0,5.0,13.0,5.0,3.0,15.0,,1.0,,5.0,5.0,20.0,,3.0,3.0,9.0,8.0,35.0,10.0,19.0,,4.0,1.0,21.0,3.0,14.0,34.0,21.0,3.0,18.0,20.0,5.0,5.0,8.0,3.0,11.0,3.0,,3.0,4.0,1.0,25.0,6.0,17.0,1.0,6.0,8.0,24.0,2.0,11.0,7.0,4.0,6.0,4.0,2.0,1.0,,1.0,,,3.0,1.0,1.0,,6.0,0.5666666666666667,0.8095238095238095,0.875,0.22857142857142856,,0.21428571428571427,0.22857142857142856,0.5263157894736842,0.43478260869565216,0.4375,0.33653846153846156,0.07246376811594203,0.06060606060606061,0.1875,0.5,0.22857142857142856,0.041666666666666664,0.07834101382488479,0.10714285714285714,0.0625,0.07348242811501597,,0.13541666666666666,0.06557377049180328,0.07142857142857142,0.038461538461538464,0.06779661016949153,0.1282051282051282,0.058823529411764705,0.03389830508474576,0.3173076923076923,0.5757575757575758,0.6129032258064516,0.5789473684210527,0.3125,0.38461538461538464,0.6,0.5,0.14423076923076922,0.2,0.2,1.0,0.19230769230769232,0.25,0.2631578947368421,0.8,0.6956521739130435,0.5,0.043478260869565216,,,0.13043478260869565,,,0.35135135135135137,0.38461538461538464,0.13513513513513514,,0.24324324324324326,0.3333333333333333,0.6538461538461539,0.25,0.564135294117647,,0.22105263157894736,24.405714285714286,1.0,1.0,1.0,1.0,0.02857142857142857,0.05,0.125,,,,,,,
2058,1610612747,Mark Madsen,Mark Madsen,2058,LAL,393.0,7,6,12,18,7.0,17.0,30,9,,1.0,,1.0,,7.0,16.666666666666668,0.5833333333333334,,,,,,,,,,,,,,2.0,2.0,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,1.0,,,,1.0,0.25,,,0.3333333333333333,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,1.0,,,,,59.2,,,,,,,,1.0,,,,,,
216,1610612747,Brian Shaw,Brian Shaw,216,LAL,14245.0,237,1,457,455,132.0,176.0,912,496,,8.0,7.0,16.0,,132.0,13.904761904761905,0.2888402625820569,,6.0,2.0,6.0,3.0,0.5,5.0,31.0,4.0,55.0,2.0,17.0,21.0,26.0,35.0,4.0,1.0,17.0,0.4230769230769231,0.4722222222222222,0.1206896551724138,0.11607142857142858,0.15789473684210525,0.07936507936507936,0.5195237704918033,0.015625,0.03125,0.3090909090909091,6.948387096774193,4.0,9.0,12.0,3.0,8.0,6.0,,0.3870967741935484,0.375,0.40476190476190477,0.4411764705882353,0.16923076923076924,0.14285714285714285,0.4444444444444444,0.4444444444444444,0.49890333333333337,,1.0,False,59.0,7.0,17.0,1.0,3.0,3.0,4.0,1.0,,3.0,,1.0,,1.0,9.0,29.0,2.0,3.0,3.0,8.0,9.0,32.0,1.0,4.0,2.0,4.0,2.0,10.0,3.0,9.0,18.0,24.0,3.0,2.0,27.0,9.0,3.0,22.0,8.0,30.0,7.0,1.0,13.0,5.0,4.0,68.0,1.0,8.0,,5.0,,9.0,2.0,5.0,3.0,2.0,8.0,6.0,2.0,,2.0,,,,4.0,,,,3.0,0.75,0.8181818181818182,0.8888888888888888,0.28125,0.5,0.3333333333333333,0.3,0.25,0.5,0.5555555555555556,0.5079365079365079,0.0967741935483871,0.11764705882352941,0.2,1.0,,,0.05333333333333334,0.1,0.014925373134328358,0.041474654377880185,0.1276595744680851,0.03125,,0.02127659574468085,,0.019230769230769232,0.08823529411764706,0.125,0.05405405405405406,0.2698412698412698,0.4117647058823529,0.4666666666666667,0.5714285714285714,0.2,0.25,1.0,1.0,0.047619047619047616,,,,0.4603174603174603,0.3103448275862069,0.3103448275862069,0.8888888888888888,0.375,0.3333333333333333,0.125,,,0.375,0.6666666666666666,1.0,0.23529411764705882,0.75,0.058823529411764705,,0.47058823529411764,0.375,0.7777777777777778,0.3333333333333333,0.544475,,0.18181818181818182,26.184375000000003,,,,,,,,2.0,,,,,,
