EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyCorner3FGM,PenaltyCorner3FGA,ShortMidRangeAssists,Travels,AtRimPctBlocked,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceCorner3FGA,LostBallSteals,Offensive Fouls Drawn,SecondChanceCorner3Frequency,PtsUnassisted3s,Transition Take Fouls Drawn,OffShortMidRangeReboundPct,SecondChanceFtPoints,PtsPutbacks,FTOffRebounds,Charge Fouls,DefensiveGoaltends,OffensiveGoaltends,OffFTReboundPct,LongMidRangeFGM,LongMidRangePctBlocked,Corner3PctBlocked,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceCorner3FGM,SecondChanceFG3M,StepOutOfBoundsTurnovers,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedLongMidRange,OffLongMidRangeReboundPct,LostBallOutOfBoundsTurnovers,on,3SecondViolations,OffCorner3ReboundPct,HeaveAttempts,Blocked3s,BlockedArc3
1626157,1610612750,Karl-Anthony Towns,Karl-Anthony Towns,1626157,MIN,7121.0,119,-21,223,225,57.0,55.0,16.0,448,9.0,14.0,1.0,2.0,4.0,4.0,7.0,10.0,2.0,1.0,3.0,3.0,15.0,1.0,1.0,5.0,16.0,26.0,4.0,18.0,10.0,54.0,281,1.0,2.0,1.0,2.0,6.0,7.0,1.0,5.0,5.0,20.0,22.0,10.0,12.0,15.0,3.0,1.0,1.0,4.0,3.0,7.0,1.0,2.0,4.0,17.0,1.0,1.0,11.0,17.0,3.0,31.0,2.0,33.0,1.0,3.0,3.0,8.0,1.0,6.0,3.0,2.0,11.0,1.0,1.0,6.0,14.0,1.0,2.0,15.0,1.0,1.0,15.0,5.0,8.0,2.0,3.0,2.0,1.0,3.0,1.0,20.0,57.0,3.0,2.0,0.6875,0.6875,1.0,0.2222222222222222,0.2,0.2222222222222222,0.6153846153846154,0.5,0.8571428571428571,0.5,0.3333333333333333,0.625,0.5510204081632653,0.3333333333333333,0.7142857142857143,0.4090909090909091,0.05555555555555555,0.038461538461538464,0.1,0.06666666666666667,24.59016393442623,0.7272727272727273,0.5,0.2786885245901639,0.019230769230769232,0.25,0.02564102564102564,0.26666666666666666,0.02197802197802198,0.05,0.03333333333333333,0.1875,0.27586206896551724,0.375,0.20588235294117646,0.4,0.045454545454545456,0.3333333333333333,0.3181818181818182,0.6428571428571429,0.6428571428571429,0.7777777777777778,0.22727272727272727,0.7,0.7777777777777778,0.5714285714285714,0.045454545454545456,0.06818181818181818,0.3333333333333333,0.3333333333333333,1.0,0.3409090909090909,0.2,0.21428571428571427,1.0,0.6666666666666666,0.5,1.0,0.3333333333333333,0.3333333333333333,1.0,0.4166666666666667,0.2,0.7272727272727273,0.2,0.5040056818181818,0.5579,0.5084416666666666,0.1702127659574468,0.27586206896551724,0.037037037037037035,0.37037037037037035,5.607692307692308,25.96666666666666,0.2556053811659193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1627752,1610612750,Taurean Prince,Taurean Prince,1627752,MIN,3781.0,63,-18,129,130,24.0,42.0,8.0,259,1.0,2.0,,,,1.0,1.0,2.0,1.0,4.0,8.0,3.0,8.0,,,1.0,2.0,5.0,7.0,16.0,3.0,28.0,159,,,,,,1.0,1.0,4.0,2.0,5.0,2.0,2.0,21.0,8.0,3.0,1.0,,2.0,1.0,3.0,1.0,,1.0,7.0,,,2.0,,,2.0,,2.0,,1.0,1.0,1.0,1.0,1.0,2.0,,3.0,,2.0,2.0,4.0,,,2.0,,1.0,3.0,1.0,1.0,1.0,1.0,,1.0,1.0,,5.0,24.0,,1.0,0.5,0.5,1.0,0.4375,0.25,0.4375,0.4,,,0.5952380952380952,,0.3,0.6363636363636364,,0.4166666666666667,0.7619047619047619,,0.2,,,17.857142857142858,0.3333333333333333,,,,0.09523809523809523,,0.034482758620689655,,,,,,,0.125,,,,0.09523809523809523,0.5,1.0,,0.09523809523809523,0.5,0.5,1.0,0.047619047619047616,0.38095238095238093,0.5,0.5,1.0,0.38095238095238093,0.375,0.375,1.0,,,,,0.2,,0.2,,0.8571428571428571,0.375,0.5402357142857143,,0.53266,0.047619047619047616,0.2,,0.17857142857142858,8.38,24.324999999999996,0.18604651162790697,1.0,3.0,1.0,1.0,0.5,0.6,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1629638,1610612750,Nickeil Alexander-Walker,Nickeil Alexander-Walker,1629638,MIN,6679.0,111,7,210,212,49.0,41.0,13.0,422,3.0,3.0,,,,,1.0,4.0,1.0,7.0,12.0,2.0,9.0,,,1.0,4.0,8.0,9.0,21.0,2.0,37.0,246,,,1.0,,,,2.0,5.0,1.0,7.0,4.0,4.0,27.0,9.0,2.0,,,4.0,1.0,5.0,,1.0,3.0,11.0,,,2.0,4.0,,6.0,,6.0,,2.0,,,,,1.0,,1.0,,,,7.0,1.0,,6.0,1.0,1.0,3.0,1.0,1.0,1.0,,,,,,7.0,49.0,1.0,1.0,0.5,0.5,1.0,0.42857142857142855,0.4,0.42857142857142855,0.5,,,0.603448275862069,,0.6,0.6166666666666667,,0.5833333333333334,0.7241379310344828,,,,,13.596491228070176,,,0.0625,,0.046511627906976744,,0.056074766355140186,,,,0.0625,0.06060606060606061,0.06666666666666667,0.030303030303030304,0.1,,,0.10344827586206896,1.0,1.0,0.3333333333333333,0.13793103448275862,0.25,0.25,1.0,0.034482758620689655,0.41379310344827586,0.5833333333333334,0.5833333333333334,1.0,0.3103448275862069,0.2222222222222222,0.2222222222222222,1.0,,,,,,,0.2,,0.8275862068965517,0.2222222222222222,0.5405293103448275,0.5088,0.55164,0.034482758620689655,0.125,,0.1891891891891892,7.875,24.285714285714285,0.23333333333333334,2.0,4.0,1.0,1.0,,0.8,0.5,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
201144,1610612750,Mike Conley,Mike Conley,201144,MIN,8451.0,141,-7,273,275,67.0,56.0,20.0,548,,3.0,,,,1.0,6.0,8.0,1.0,2.0,3.0,5.0,10.0,,2.0,2.0,6.0,12.0,7.0,13.0,6.0,39.0,329,1.0,1.0,,2.0,1.0,2.0,3.0,4.0,4.0,15.0,4.0,8.0,18.0,10.0,5.0,2.0,,14.0,12.0,26.0,7.0,5.0,10.0,64.0,1.0,1.0,4.0,4.0,,8.0,2.0,10.0,,2.0,2.0,5.0,,5.0,,,5.0,,1.0,5.0,8.0,,,10.0,,1.0,7.0,,2.0,2.0,,,,,,15.0,67.0,,1.0,0.3333333333333333,0.3333333333333333,0.8571428571428571,0.5384615384615384,0.75,0.5384615384615384,0.5,1.0,0.5,0.66,1.0,0.9166666666666666,0.6724137931034483,1.0,0.9375,0.52,,0.16666666666666666,0.125,,11.073825503355705,1.0,,0.05128205128205128,0.016666666666666666,0.0784313725490196,0.02,0.06201550387596899,0.01818181818181818,,0.027777777777777776,0.045454545454545456,0.05263157894736842,0.05555555555555555,0.075,0.09090909090909091,,,0.12,,,,0.32,0.75,0.8571428571428571,0.3333333333333333,0.04,0.12,0.6666666666666666,0.6666666666666666,1.0,0.4,0.5,0.5,0.8,,,,,0.16666666666666666,,0.3333333333333333,1.0,0.64,0.5,0.4884160000000001,0.4224,0.4928666666666666,0.07407407407407407,0.14285714285714285,0.05128205128205128,0.38461538461538464,7.3500000000000005,25.415384615384614,0.2454212454212454,1.0,2.0,4.0,,0.3333333333333333,0.3333333333333333,0.5,,,3.0,,3.0,1.0,0.038461538461538464,,,,,,,,,,,,,,,,,,,,,,True,,,,,
203497,1610612750,Rudy Gobert,Rudy Gobert,203497,MIN,10607.0,177,-18,344,343,91.0,92.0,26.0,687,27.0,37.0,10.0,14.0,5.0,7.0,2.0,9.0,,,,,,,,,29.0,46.0,,,17.0,75.0,418,11.0,16.0,,23.0,6.0,10.0,,,2.0,14.0,42.0,16.0,,,,3.0,,6.0,4.0,10.0,3.0,1.0,6.0,24.0,2.0,15.0,14.0,23.0,6.0,43.0,18.0,61.0,2.0,2.0,2.0,1.0,1.0,1.0,7.0,,8.0,1.0,1.0,9.0,24.0,3.0,2.0,21.0,1.0,2.0,27.0,1.0,13.0,1.0,5.0,4.0,1.0,5.0,3.0,14.0,91.0,3.0,1.0,0.7241379310344828,1.0,,,,,0.6304347826086957,0.6875,0.6,0.6304347826086957,0.6875,0.6,0.635593220338983,0.6764705882352942,0.5833333333333334,,,0.06521739130434782,0.2222222222222222,,17.819148936170215,0.125,0.6666666666666666,0.23958333333333334,0.19230769230769232,0.21875,0.03125,0.23125,0.11971830985915492,0.25,0.043478260869565216,0.2222222222222222,0.23255813953488372,0.2692307692307692,0.22,0.21428571428571427,0.14285714285714285,0.6,0.8043478260869565,0.7297297297297297,0.75,0.7407407407407407,0.1956521739130435,0.2222222222222222,0.2857142857142857,0.5,,,,,,,,,,0.875,0.7142857142857143,0.3,,0.7,0.7142857142857143,,,0.8043478260869565,,0.6047608695652172,0.6256533333333334,0.5709299999999999,0.22413793103448276,0.22413793103448276,0.30666666666666664,0.18666666666666668,2.2869565217391306,,0.26453488372093026,,,,2.0,0.02702702702702703,,,,,1.0,,,,0.19444444444444445,1.0,16.0,1.0,1.0,2.0,1.0,0.1,,,,,,,,,,,,,,,True,,,,,
1630162,1610612750,Anthony Edwards,Anthony Edwards,1630162,MIN,9499.0,158,-8,307,304,88.0,73.0,25.0,611,17.0,27.0,,1.0,1.0,2.0,6.0,15.0,12.0,1.0,5.0,13.0,28.0,,2.0,6.0,30.0,54.0,14.0,33.0,26.0,128.0,376,,1.0,1.0,,9.0,14.0,2.0,9.0,7.0,31.0,14.0,46.0,21.0,28.0,13.0,1.0,1.0,9.0,11.0,20.0,6.0,5.0,5.0,51.0,2.0,,12.0,5.0,,17.0,2.0,19.0,1.0,6.0,3.0,6.0,1.0,3.0,2.0,3.0,8.0,,2.0,4.0,9.0,,1.0,20.0,,1.0,32.0,,15.0,1.0,6.0,3.0,3.0,6.0,1.0,31.0,88.0,2.0,1.0,0.23333333333333334,0.23333333333333334,0.5,0.42424242424242425,0.2222222222222222,0.42424242424242425,0.5555555555555556,,0.6428571428571429,0.5862068965517241,,0.5217391304347826,0.6213592233009708,,0.5535714285714286,0.3793103448275862,0.030303030303030304,0.018518518518518517,,,33.035714285714285,0.75,,0.05813953488372093,,0.21052631578947367,0.03508771929824561,0.11888111888111888,0.016260162601626018,,0.05,0.041666666666666664,0.02564102564102564,0.13043478260869565,0.17777777777777778,0.3333333333333333,0.02564102564102564,0.16666666666666666,0.3103448275862069,0.6296296296296297,0.6296296296296297,0.35294117647058826,0.1724137931034483,0.4,0.4,0.16666666666666666,0.13793103448275862,0.05747126436781609,0.2,0.25,1.0,0.3218390804597701,0.4642857142857143,0.4642857142857143,0.46153846153846156,0.5,,,,0.08695652173913043,0.5,0.2608695652173913,0.3333333333333333,0.6896551724137931,0.4642857142857143,0.5209298850574712,0.549,0.4710391304347826,0.14705882352941177,0.21739130434782608,,0.2421875,7.488888888888888,25.30606060606061,0.28664495114006516,,3.0,4.0,,,0.13043478260869565,,1.0,3.0,,0.5,21.0,,,,,,,,,,7.0,0.08333333333333333,0.2,0.5833333333333334,0.6363636363636364,,,,,,,,,,True,,,,,
203085,1610612750,Austin Rivers,Austin Rivers,203085,MIN,1046.0,17,-16,37,35,4.0,25.0,4.0,72,,,,,,,1.0,1.0,,1.0,2.0,1.0,1.0,,,,1.0,1.0,2.0,3.0,,8.0,44,,,1.0,3.0,,,,,,,2.0,,6.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,4.0,1.0,,1.0,1.0,1.0,0.6666666666666666,,0.6666666666666666,1.0,,,1.0,1.5,,1.0,1.5,,0.75,,,,,11.904761904761905,,,,,,,,,,,,,,,,,,,,,,0.25,1.0,1.0,1.0,,0.5,0.5,0.5,1.0,0.25,1.0,1.0,1.0,,,,,,,,,0.75,1.0,0.5099125,,,,,0.375,,4.3,23.833333333333332,0.10810810810810811,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,True,,,,,
203937,1610612750,Kyle Anderson,Kyle Anderson,203937,MIN,3732.0,62,-4,125,123,43.0,53.0,10.0,248,7.0,8.0,2.0,2.0,2.0,2.0,2.0,7.0,,1.0,3.0,1.0,2.0,,,,9.0,15.0,2.0,5.0,2.0,26.0,149,2.0,2.0,,6.0,2.0,4.0,1.0,3.0,2.0,9.0,4.0,14.0,6.0,2.0,1.0,1.0,,8.0,4.0,12.0,1.0,3.0,7.0,28.0,1.0,1.0,3.0,6.0,,9.0,2.0,11.0,,5.0,1.0,3.0,,2.0,3.0,1.0,6.0,,2.0,3.0,10.0,,1.0,1.0,,,2.0,,1.0,,1.0,,,1.0,1.0,9.0,43.0,,,0.2222222222222222,0.25,1.0,0.4,0.3333333333333333,0.4,0.6,1.0,0.5,0.6,1.0,0.5,0.6190476190476191,1.0,0.5625,0.25,,0.06666666666666667,,,19.852941176470587,0.5,,0.23076923076923078,0.03225806451612903,0.14285714285714285,0.043478260869565216,0.19148936170212766,0.037037037037037035,,0.0625,0.2,0.25,0.25,0.16666666666666666,,,1.0,0.4,0.875,1.0,0.2857142857142857,0.35,0.2857142857142857,0.2857142857142857,,,0.15,0.3333333333333333,0.3333333333333333,1.0,0.1,0.5,0.5,1.0,1.0,1.0,0.5,,0.2857142857142857,1.0,,,0.65,0.5,0.5852799999999999,0.8089500000000001,0.5939142857142857,0.047619047619047616,0.0625,0.23076923076923078,0.34615384615384615,4.666666666666666,24.520000000000003,0.344,1.0,3.0,1.0,1.0,0.125,0.42857142857142855,0.3333333333333333,,4.0,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,1.0,0.25,,True,,,,,
1629669,1610612750,Jaylen Nowell,Jaylen Nowell,1629669,MIN,1772.0,30,-2,59,55,32.0,18.0,8.0,114,2.0,4.0,,,,1.0,,5.0,1.0,,,,2.0,,,1.0,2.0,10.0,,2.0,1.0,5.0,75,,1.0,,,,5.0,,1.0,1.0,1.0,4.0,,,2.0,,,,1.0,1.0,2.0,1.0,,1.0,5.0,,,1.0,,,1.0,,1.0,,,,1.0,,1.0,1.0,,2.0,,1.0,,,,,2.0,,,2.0,,1.0,,,,,,,1.0,32.0,,,1.0,1.0,,,,,0.2,,,0.16666666666666666,,,0.19230769230769232,,0.07142857142857142,0.16666666666666666,,,,,22.388059701492537,0.5,,,,0.14285714285714285,,0.037037037037037035,,,,,,,0.14285714285714285,,,,0.3333333333333333,0.5,0.5,1.0,0.4166666666666667,,,,0.08333333333333333,,,,,0.16666666666666666,,,,,,,,0.16666666666666666,,0.16666666666666666,,0.5,,0.5005833333333333,,0.48361666666666664,0.07692307692307693,0.09090909090909091,,0.2,6.109999999999999,25.8,0.5423728813559322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,True,,,,,
1629162,1610612750,Jordan McLaughlin,Jordan McLaughlin,1629162,MIN,347.0,6,-3,13,13,,5.0,,26,,,,,,,,1.0,,,1.0,,,,,,,1.0,,1.0,,,13,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.5,,1.0,1.0,,15.384615384615383,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,0.5,,,,,,,,,,,,,,,,0.5,,0.49865,,,,,,,4.8,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
