EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG3A,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2A,PenaltyFG3M,PenaltyPoints,PtsUnassisted2s,PtsUnassisted3s,PtsPutbacks,ShortMidRangeAssists,OffThreePtRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Charge Fouls Drawn,2pt And 1 Free Throw Trips,PenaltyPointsExcludingTakeFouls,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,AtRimPctBlocked,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,SelfORebPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,PenaltyAtRimFGM,PenaltyFG2M,HeaveAttempts,Fg3aBlocked,LostBallSteals,LostBallTurnovers,PenaltyTurnovers,Loose Ball Fouls,PenaltyFg2Pct,FG3APctBlocked,Arc3PctBlocked,OffAtRimReboundPct,OffArc3ReboundPct,SecondChanceAtRimPctAssisted,PenaltyAtRimAccuracy,PenaltyFtPoints,LongMidRangeAssists,PenaltyCorner3FGM,StepOutOfBoundsTurnovers,Travels,Offensive Fouls,Transition Take Fouls,Offensive Fouls Drawn,Technical Free Throw Trips,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyCorner3Accuracy,LostBallOutOfBoundsTurnovers,on,Charge Fouls,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,BlockedShortMidRange,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted
1626224,1610612739,Cedi Osman,Cedi Osman,1626224,CLE,3364.0,56,-20,108,104,26.0,35.0,14.0,212,1.0,1.0,1.0,2.0,2.0,1.0,4.0,10.0,2.0,2.0,3.0,4.0,12.0,1.0,17.0,130,3.0,4.0,12.0,10.0,4.0,1.0,1.0,3.0,4.0,2.0,1.0,1.0,11.0,1.0,3.0,4.0,1.0,8.0,1.0,9.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,7.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,26.0,2.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5333333333333333,0.53125,0.8,0.3333333333333333,0.5,14.049586776859504,1.0,0.3333333333333333,0.14814814814814814,0.038461538461538464,0.13636363636363635,0.14285714285714285,0.02,0.1111111111111111,0.09090909090909091,0.2,0.16666666666666666,0.13333333333333333,0.14285714285714285,1.0,0.06666666666666667,1.0,1.0,1.0,0.13333333333333333,0.5,1.0,1.0,0.13333333333333333,0.6666666666666666,0.4,0.4,1.0,0.3333333333333333,0.6666666666666666,0.8666666666666667,0.4,0.54589,0.52265,0.0625,0.25,6.3,25.649999999999995,0.24074074074074073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
1627747,1610612739,Caris LeVert,Caris LeVert,1627747,CLE,7885.0,131,-5,252,250,54.0,57.0,27.0,502,8.0,10.0,4.0,10.0,10.0,3.0,7.0,17.0,6.0,13.0,23.0,11.0,27.0,7.0,66.0,277,9.0,12.0,27.0,17.0,7.0,1.0,6.0,4.0,10.0,2.0,2.0,4.0,24.0,1.0,8.0,8.0,1.0,17.0,3.0,20.0,,,1.0,1.0,3.0,,6.0,6.0,12.0,1.0,11.0,6.0,1.0,1.0,1.0,1.0,54.0,,0.46153846153846156,0.5454545454545454,0.8181818181818182,0.4074074074074074,0.4074074074074074,0.5652173913043478,0.59,0.6,0.54,0.043478260869565216,,20.714285714285715,0.3333333333333333,0.1111111111111111,0.12307692307692308,0.015625,0.1509433962264151,0.13559322033898305,0.02631578947368421,,0.18518518518518517,0.041666666666666664,0.14285714285714285,0.08823529411764706,0.2631578947368421,1.0,0.2,0.8,0.8888888888888888,0.5,0.2,0.4,0.4,0.25,0.2,0.34,0.4117647058823529,0.4117647058823529,0.7142857142857143,0.25,0.5,0.74,0.4117647058823529,0.533664,0.5361000000000001,0.10909090909090909,0.21428571428571427,6.882608695652174,24.97777777777778,0.21428571428571427,2.0,2.0,1.0,1.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,13.0,3.0,3.0,9.0,14.0,6.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,9.0,1.0,0.3333333333333333,1.0,1.2,0.375,1.3,0.375,0.1,0.04,0.08333333333333333,0.18181818181818182,0.041666666666666664,0.06,0.3333333333333333,0.3333333333333333,1.0,0.4,0.4,1.0,0.4,1.0,0.4,1.0,1.0,0.08333333333333333,0.5,0.4109,0.19696969696969696,0.13636363636363635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
1628378,1610612739,Donovan Mitchell,Donovan Mitchell,1628378,CLE,9723.0,162,-4,309,301,58.0,62.0,37.0,610,11.0,18.0,8.0,16.0,,,8.0,32.0,11.0,25.0,49.0,8.0,32.0,8.0,82.0,338,11.0,12.0,12.0,31.0,8.0,4.0,21.0,7.0,28.0,4.0,3.0,16.0,63.0,1.0,9.0,8.0,,17.0,2.0,19.0,8.0,6.0,13.0,11.0,14.0,4.0,7.0,10.0,11.0,1.0,12.0,7.0,3.0,3.0,3.0,2.0,58.0,,0.24,0.24,0.5,0.25,0.25806451612903225,0.5102040816326531,0.4567901234567901,0.47674418604651164,0.3950617283950617,0.08163265306122448,,28.98550724637681,0.9285714285714286,,0.0975609756097561,0.013333333333333334,0.13432835820895522,0.11409395973154363,0.014705882352941176,,,0.16129032258064516,0.1875,0.11363636363636363,0.17391304347826086,0.6666666666666666,0.2222222222222222,0.6111111111111112,0.7857142857142857,0.18181818181818182,0.19753086419753085,0.5,0.5,0.25,,0.3950617283950617,0.25,0.26666666666666666,0.5,,0.6875,0.6172839506172839,0.25806451612903225,0.520076875,0.46580333333333335,0.08139534883720931,0.12962962962962962,9.465306122448979,26.896875,0.18770226537216828,1.0,1.0,1.0,6.0,15.0,,,3.0,2.0,1.0,2.0,,3.0,1.0,3.0,5.0,2.0,12.0,38.0,12.0,,5.0,1.0,1.0,1.0,1.0,,2.0,12.0,,0.18181818181818182,0.5,0.2,0.375,0.25,0.375,0.2222222222222222,0.01639344262295082,,,0.02631578947368421,0.18518518518518517,0.4,0.4,0.3333333333333333,,,,0.2,1.0,0.6,,,0.0625,0.18181818181818182,0.5450833333333334,0.036585365853658534,0.14634146341463414,1.0,3.0,1.0,2.0,2.0,2.0,4.0,1.0,0.6,0.0625,0.0625,0.04,0.022727272727272728,1.0,1.0,,,,,,,,,,,,,,True,,,,,,,,,
1628386,1610612739,Jarrett Allen,Jarrett Allen,1628386,CLE,9666.0,161,-14,307,304,57.0,59.0,39.0,611,18.0,24.0,3.0,10.0,,,,,,21.0,34.0,,,3.0,45.0,345,,36.0,,,,5.0,5.0,5.0,10.0,5.0,,3.0,25.0,8.0,8.0,8.0,1.0,17.0,13.0,30.0,3.0,1.0,3.0,,3.0,,5.0,8.0,6.0,2.0,4.0,2.0,5.0,5.0,5.0,3.0,57.0,,0.8571428571428571,0.9,,,,0.6176470588235294,0.6176470588235294,0.625,,0.14705882352941177,0.2,11.239193083573486,1.0,0.1111111111111111,0.10126582278481013,0.09411764705882353,0.11764705882352941,0.10884353741496598,0.0896551724137931,0.023809523809523808,0.02857142857142857,0.14814814814814814,0.17647058823529413,0.1111111111111111,0.13043478260869565,0.6,0.7058823529411765,0.75,0.8571428571428571,0.8333333333333334,0.29411764705882354,0.3,0.375,1.0,,,,,,,,0.7058823529411765,,0.622964705882353,0.67768,0.05555555555555555,0.05555555555555555,3.505882352941176,,0.18566775244299674,4.0,8.0,4.0,,,,,,,4.0,9.0,,,,8.0,5.0,,12.0,6.0,,2.0,,5.0,1.0,,,,,12.0,,,0.4444444444444444,0.4444444444444444,1.0,0.4444444444444444,1.0,0.125,0.08333333333333333,0.125,,0.125,,,,,,,,0.8888888888888888,0.5,,,,0.8,,0.5676,0.17777777777777778,0.26666666666666666,4.0,5.0,,,2.0,3.0,,2.0,1.0,,,0.18518518518518517,0.11904761904761904,0.5,1.0,2.0,2.0,,,,,,,,,,,,True,,,,,,,,,
1629636,1610612739,Darius Garland,Darius Garland,1629636,CLE,11310.0,188,-18,362,357,67.0,80.0,43.0,719,9.0,16.0,6.0,17.0,8.0,2.0,9.0,23.0,3.0,23.0,49.0,12.0,31.0,21.0,103.0,393,5.0,22.0,27.0,23.0,9.0,2.0,17.0,8.0,25.0,5.0,3.0,11.0,58.0,,6.0,2.0,1.0,9.0,,9.0,8.0,6.0,10.0,8.0,18.0,1.0,8.0,17.0,22.0,,25.0,10.0,1.0,1.0,1.0,,67.0,2.0,0.4782608695652174,0.4782608695652174,0.75,0.3870967741935484,0.3870967741935484,0.46938775510204084,0.5125,0.5604395604395604,0.3875,0.04081632653061224,0.058823529411764705,26.847290640394093,0.5555555555555556,0.08333333333333333,0.021052631578947368,,0.07692307692307693,0.046242774566473986,,,0.02564102564102564,,0.047619047619047616,0.11538461538461539,,,0.2,0.5625,0.6,0.6666666666666666,0.2125,0.35294117647058826,0.375,0.5,0.1,0.2875,0.391304347826087,0.391304347826087,0.6666666666666666,0.14285714285714285,0.21428571428571427,0.5875,0.391304347826087,0.5277874999999999,0.48410357142857136,0.11363636363636363,0.17543859649122806,9.138775510204082,25.55806451612903,0.1850828729281768,1.0,1.0,3.0,8.0,16.0,3.0,1.0,4.0,2.0,2.0,3.0,1.0,4.0,,7.0,9.0,3.0,32.0,24.0,9.0,,4.0,,,3.0,8.0,1.0,2.0,32.0,0.25,0.6,0.6666666666666666,0.5,0.6785714285714286,0.5,0.7380952380952381,0.0625,,,,,0.2,0.5,0.5,0.25,0.375,0.375,1.0,0.14285714285714285,1.0,0.5714285714285714,0.25,1.0,0.21428571428571427,0.6666666666666666,0.6104999999999999,0.06796116504854369,0.3106796116504854,3.0,5.0,,,2.0,2.0,2.0,,0.5555555555555556,,,,,1.0,1.0,13.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,3.0,0.5,,True,,,,,,,,,
1630596,1610612739,Evan Mobley,Evan Mobley,1630596,CLE,9365.0,156,-2,298,296,41.0,52.0,36.0,594,14.0,20.0,4.0,20.0,1.0,,,,,19.0,41.0,,1.0,3.0,41.0,310,,30.0,,,,3.0,8.0,2.0,10.0,1.0,1.0,6.0,22.0,7.0,15.0,12.0,4.0,31.0,14.0,45.0,3.0,2.0,8.0,7.0,11.0,,10.0,10.0,8.0,1.0,6.0,3.0,4.0,4.0,4.0,3.0,41.0,,0.7894736842105263,0.9375,,,,0.4634146341463415,0.4523809523809524,0.45555555555555555,0.023809523809523808,0.07317073170731707,0.1,16.666666666666668,0.7272727272727273,0.36363636363636365,0.14634146341463414,0.08333333333333333,0.22058823529411764,0.18,0.10071942446043165,0.09090909090909091,0.21212121212121213,0.13333333333333333,0.05263157894736842,0.24444444444444444,0.17391304347826086,0.75,0.47619047619047616,0.7,0.7368421052631579,0.7857142857142857,0.47619047619047616,0.2,0.2222222222222222,0.75,0.023809523809523808,,,,,,,0.5,,0.5356142857142858,0.5059375,0.06666666666666667,0.06818181818181818,5.282926829268293,22.7,0.13758389261744966,4.0,7.0,4.0,1.0,1.0,,,,,5.0,8.0,,,1.0,11.0,8.0,,8.0,8.0,,6.0,1.0,7.0,1.0,,3.0,,,8.0,,,0.625,0.625,0.5,0.6111111111111112,0.5,0.05,0.12727272727272726,0.08333333333333333,0.18181818181818182,0.05,0.023809523809523808,1.0,1.0,1.0,,,,0.875,0.5714285714285714,,,,0.5,,0.55816,0.2682926829268293,0.1951219512195122,2.0,4.0,,,1.0,1.0,,,0.5,,,0.07142857142857142,0.11363636363636363,0.25,0.5,,1.0,,,2.0,,,1.0,,,,,1.0,True,,,,,,,,,
1630171,1610612739,Isaac Okoro,Isaac Okoro,1630171,CLE,2965.0,49,-13,96,95,7.0,20.0,14.0,191,3.0,6.0,,,7.0,,,,,3.0,6.0,2.0,7.0,6.0,18.0,96,,6.0,6.0,,,1.0,3.0,,3.0,,,1.0,6.0,2.0,1.0,1.0,,2.0,3.0,5.0,1.0,,3.0,1.0,4.0,1.0,3.0,9.0,8.0,,6.0,3.0,1.0,1.0,1.0,,7.0,,1.0,1.0,1.0,0.2857142857142857,0.2857142857142857,0.5,0.46153846153846156,0.5625,0.5384615384615384,0.16666666666666666,,18.18181818181818,0.75,,0.047619047619047616,0.06666666666666667,0.047619047619047616,0.047619047619047616,0.061224489795918366,0.09090909090909091,,0.14285714285714285,,0.0625,,,0.46153846153846156,0.5,0.6,1.0,,,,,0.5384615384615384,,,,,,,1.0,,0.6383923076923078,,0.1875,0.3333333333333333,1.25,23.214285714285715,0.07291666666666667,,,,,,2.0,,,,,,,,2.0,2.0,,,,,,,1.0,1.0,1.0,,1.0,3.0,,,,,,,,1.0,,0.16666666666666666,0.05263157894736842,,,0.14285714285714285,,,,,0.2857142857142857,0.2857142857142857,1.0,,,,,,,,,0.1111111111111111,,,,,,1.0,2.0,,,,,,0.09090909090909091,0.09090909090909091,,,,1.0,,,1.0,,,,,,,,,True,,,,,,,,,
201980,1610612739,Danny Green,Danny Green,201980,CLE,1160.0,19,1,38,36,14.0,16.0,3.0,74,,1.0,,,1.0,1.0,,,,,1.0,1.0,1.0,,3.0,36,1.0,,3.0,,,1.0,,,,,,,,1.0,,1.0,2.0,3.0,1.0,4.0,2.0,1.0,,,1.0,,2.0,3.0,,,,,,,,,14.0,,,,1.0,1.0,1.0,,0.75,0.75,0.5,1.0,,7.142857142857143,,1.0,0.1,0.08333333333333333,,0.05263157894736842,0.058823529411764705,,,,0.3333333333333333,,,,0.5,,,,,,,,0.5,,,,,1.0,,1.0,,0.58095,0.5868,,,1.6,23.9,0.3684210526315789,,1.0,,,,1.0,,,,,1.0,,,,,,1.0,3.0,,,,,,,,1.0,,,3.0,,1.0,,,1.5,,1.5,1.0,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,0.5751,,1.0,,,,,1.0,,,1.0,,,,0.16666666666666666,,,,,,1.0,1.0,,,,,,,,1.0,,True,,,,,,,,,
201937,1610612739,Ricky Rubio,Ricky Rubio,201937,CLE,573.0,10,-6,20,21,4.0,10.0,2.0,41,,1.0,,,,,,,,,1.0,,,,,19,,,,,,,,,,,,,,1.0,,2.0,,2.0,1.0,3.0,1.0,,1.0,1.0,1.0,,,2.0,,,,,,,,,4.0,1.0,,,,,,,,,,,,8.695652173913043,1.0,,0.4,0.1,,0.25,0.07692307692307693,0.14285714285714285,,1.0,,,,,1.0,,,,,,,,,,,,,,,1.0,,0.7064,,,,1.4,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
1629731,1610612739,Dean Wade,Dean Wade,1629731,CLE,378.0,6,-11,14,16,7.0,9.0,,30,,,,,,,,1.0,1.0,,,,1.0,,,16,1.0,,,1.0,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,1.0,,,7.142857142857142,,,0.16666666666666666,,,0.14285714285714285,,,0.3333333333333333,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,0.5541,0.5541,,,,26.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
