EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,ShortMidRangeFGA,FG2A,OpponentPoints,Usage,ShortMidRangeFrequency,ShotQualityAvg,Avg2ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,LongMidRangeFGA,Corner3FGA,Arc3FGA,PenaltyArc3FGA,FG3A,PenaltyFG2A,PenaltyFG3A,NonHeaveArc3FGA,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,FoulsDrawn,PenaltyOffPossExcludingTakeFouls,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,LongMidRangeFrequency,Corner3Frequency,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,PenaltyShotQualityAvg,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGA,PenaltyAtRimFGA,LongMidRangeFGM,SecondChanceArc3FGA,FG2M,Points,SecondChanceFG3A,PtsAssisted2s,Fg2aBlocked,BadPassTurnovers,PenaltyTurnovers,Fouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG2APctBlocked,ShortMidRangePctBlocked,AtRimFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,AtRimFGM,PenaltyAtRimFGM,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG2M,PenaltyFG3M,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGM,OffThreePtRebounds,FTDefRebounds,OffRebounds,ShootingFouls,Blocked3s,BlockedCorner3,Blocks,PenaltyPointsExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,DefFTReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyPointsPct,Offensive Fouls,Offensive Fouls Drawn,Blocked2s,BlockedShortMidRange,RecoveredBlocks,BlocksRecoveredPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsUnassisted2s,PtsPutbacks,OffTwoPtRebounds,LostBallSteals,FTA,TwoPtShootingFoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyFtPoints,Corner3Assists,Loose Ball Fouls,DefAtRimReboundPct,DefLongMidRangeReboundPct,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,BlockedArc3,SecondChanceFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,on,SecondChanceFtPoints,FTOffRebounds,SelfOReb,SecondChanceTurnovers,Charge Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,BlockedAtRim,NonShootingPenaltyNonTakeFoulsDrawn,AtRimPctBlocked,OffFTReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,SelfORebPct,PenaltyCorner3FGM,PenaltyCorner3FGA,Travels,OffensiveGoaltends,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,HeaveAttempts,StepOutOfBoundsTurnovers,Defensive 3 Seconds Violations,PtsUnassisted3s,Transition Take Fouls,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,LongMidRangePctBlocked,ThreePtShootingFoulsDrawnPct,Transition Take Fouls Drawn,Technical Free Throw Trips,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked
1626172,1610612744,Kevon Looney,Kevon Looney,1626172,GSW,100.0,2,-2.0,4,4,8,1.0,1.0,2,25.0,1.0,0.3599,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628978,1610612744,Donte DiVincenzo,Donte DiVincenzo,1628978,GSW,1398.0,23,-5.0,48,49,97,,1.0,50,14.545454545454545,,0.47555,15.5,18.0,14.0,7.0,1.0,1.0,3.0,2.0,4.0,1.0,2.0,3.0,5.0,4.0,9.0,4.0,3.0,1.0,1.0,22.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,18.0,0.8,0.3333333333333333,0.06666666666666667,0.07692307692307693,0.07142857142857142,0.14285714285714285,0.1111111111111111,0.2,0.2,0.6,0.6666666666666666,0.8,0.43723333333333336,26.875,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629673,1610612744,Jordan Poole,Jordan Poole,1629673,GSW,725.0,12,-4.0,27,25,52,3.0,5.0,20,31.03448275862069,0.42857142857142855,0.4308714285714285,8.68,17.0,16.0,1.0,1.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,,,,2.0,4.0,2.0,,2.0,2.0,,,1.0,,1.0,1.0,,2.0,,17.0,0.2857142857142857,0.5,,0.2,0.1111111111111111,,0.5,0.14285714285714285,,0.2857142857142857,0.5,0.42857142857142855,0.458075,26.15,0.6296296296296297,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.14285714285714285,0.14285714285714285,0.2,0.3333333333333333,0.14285714285714285,1.0,1.0,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630237,1610612744,Anthony Lamb,Anthony Lamb,1630237,GSW,1888.0,31,-4.0,66,64,130,,1.0,58,9.333333333333334,,0.50277,3.1,34.0,28.0,8.0,,1.0,3.0,3.0,4.0,1.0,3.0,3.0,,,,,,,,,2.0,2.0,5.0,6.0,1.0,1.0,2.0,,,,1.0,2.0,,34.0,0.8,1.0,0.10526315789473684,0.09523809523809523,0.1,0.2222222222222222,0.08333333333333333,,0.2,0.6,0.75,1.0,0.491925,25.0,0.5151515151515151,1.0,1.0,,,1.0,5.0,,2.0,,1.0,2.0,3.0,,1.0,1.0,1.0,0.5,0.5,,,0.2,,,,,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,1.0,0.25,0.3333333333333333,0.25,1.0,0.625,0.625,0.3333333333333333,0.0625,0.029411764705882353,0.07692307692307693,0.1111111111111111,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202691,1610612744,Klay Thompson,Klay Thompson,202691,GSW,100.0,2,-2.0,4,4,8,,,2,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203952,1610612744,Andrew Wiggins,Andrew Wiggins,203952,GSW,215.0,4,4.0,8,7,15,,1.0,6,37.5,,0.48755,14.3,,,,1.0,,1.0,,1.0,,,1.0,,1.0,1.0,1.0,,,,3.0,,,,,,,,,1.0,,,1.0,1.0,,0.5,,,,,,,0.5,,0.5,,0.5,,28.2,,,,1.0,,1.0,5.0,,2.0,,,,2.0,,1.0,1.0,1.0,1.25,1.25,,,,1.0,1.0,1.0,,,,,1.0,,1.0,,,,3.0,1.0,,,,,,,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627780,1610612744,Gary Payton II,Gary Payton II,1627780,GSW,868.0,14,-3.0,30,31,61,2.0,8.0,31,27.027027027027028,0.25,0.6376625,2.1,14.0,12.0,7.0,,,,,,5.0,,,,,,,,,,,2.0,,2.0,6.0,1.0,,1.0,,,,,1.0,1.0,14.0,,1.0,,0.4,0.15384615384615385,,0.25,,,,,0.75,0.62406,,0.4666666666666667,6.0,3.0,,,7.0,15.0,,8.0,,1.0,,1.0,,0.5714285714285714,1.0,0.875,0.875,0.8333333333333334,,,0.75,,,,,0.6,6.0,3.0,,,,4.0,,8.0,,,2.0,,4.0,1.0,,,1.0,8.0,,,,,0.8,0.8,0.8,,0.2222222222222222,0.2222222222222222,0.14285714285714285,1.0,1.0,1.0,0.5,,,,1.0,,,0.5333333333333333,,,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,4.0,4.0,8.0,6.0,6.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.2222222222222222,0.6666666666666666,0.5,0.5,0.5,1.0,1.0,1.0,0.25,0.6505000000000001,0.1111111111111111,0.1111111111111111,0.5333333333333333,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630228,1610612744,Jonathan Kuminga,Jonathan Kuminga,1630228,GSW,1788.0,30,-2.0,62,60,122,3.0,7.0,56,19.71830985915493,0.3,0.4900850000000001,8.785714285714286,34.0,28.0,8.0,2.0,1.0,2.0,,3.0,3.0,,2.0,2.0,1.0,3.0,,1.0,,1.0,7.0,1.0,2.0,4.0,5.0,,,1.0,1.0,1.0,,1.0,2.0,2.0,34.0,0.3,0.5,0.10526315789473684,0.058823529411764705,0.08333333333333333,,0.09090909090909091,0.2,0.1,0.2,,0.5,0.45649999999999996,25.3,0.5483870967741935,2.0,1.0,2.0,,3.0,14.0,,4.0,,,2.0,2.0,,0.6666666666666666,0.6666666666666666,0.42857142857142855,0.6,0.5833333333333334,,,0.2,1.0,1.0,1.0,,0.3333333333333333,1.0,1.0,2.0,,2.0,2.0,,6.0,6.0,2.0,1.0,1.0,1.0,1.0,,,,6.0,1.0,0.6666666666666666,,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,0.3333333333333333,0.0625,0.03125,,,0.5,0.5,,1.0,1.0,1.0,1.0,,1.0,0.42857142857142855,,,,,,,,1.0,,2.0,,1.0,,2.0,,,,4.0,2.0,,,,,,0.3333333333333333,,,,1.0,,,,0.16666666666666666,0.2222222222222222,,2.0,1.0,1.0,0.2,0.2,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630541,1610612744,Moses Moody,Moses Moody,1630541,GSW,1269.0,21,-2.0,42,39,81,2.0,7.0,31,26.53061224489796,0.16666666666666666,0.5030916666666667,5.8,20.0,28.0,6.0,1.0,1.0,4.0,3.0,5.0,3.0,3.0,4.0,,,,,,,,,2.0,2.0,4.0,5.0,,,,,,,,,1.0,20.0,0.4166666666666667,,0.18181818181818182,0.13333333333333333,0.15384615384615385,,0.2,0.08333333333333333,0.08333333333333333,0.3333333333333333,0.5,0.75,0.5447833333333333,24.919999999999998,0.47619047619047616,4.0,2.0,,1.0,,8.0,2.0,,,,,1.0,,,,,0.25,0.3076923076923077,,,0.3333333333333333,,,,0.3333333333333333,0.3333333333333333,,,1.0,1.0,2.0,,1.0,5.0,6.0,1.0,1.0,,1.0,1.0,1.0,,1.0,5.0,1.0,0.4,0.3333333333333333,0.4,,0.25,0.35714285714285715,,0.1,0.041666666666666664,0.125,,,,,0.25,0.25,1.0,,0.3333333333333333,0.25,0.625,,,,,1.0,1.0,,,,2.0,,1.0,6.0,,,,,2.0,1.0,,1.0,1.0,,,,,,,,,,0.504825,0.07692307692307693,0.125,0.75,2.0,,,1.0,0.2,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631116,1610612744,Patrick Baldwin,Patrick Baldwin,1631116,GSW,689.0,11,-4.0,25,24,49,,,26,10.344827586206897,,0.50235,,25.0,7.0,3.0,,,3.0,3.0,3.0,,3.0,3.0,,1.0,1.0,1.0,,,,3.0,2.0,1.0,3.0,3.0,,,,,,,,,,25.0,1.0,,0.14285714285714285,0.3333333333333333,0.23076923076923078,,0.25,,,1.0,1.0,1.0,0.50235,26.733333333333334,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
