EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,TwoPtAssists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,LostBallSteals,DefLongMidRangeReboundPct,AtRimPctAssisted,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,SecondChanceArc3FGA,SecondChanceFG2M,SecondChanceFG2A,OffThreePtRebounds,FTOffRebounds,FTDefRebounds,SecondChanceFg2Pct,DefFTReboundPct,OffFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyFtPoints,SelfOReb,Offensive Fouls,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,OffLongMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,BlockedAtRim,LiveBallTurnovers,LostBallTurnovers,LiveBallTurnoverPct,OffAtRimReboundPct,on,SecondChanceArc3FGM,PtsUnassisted3s,PtsPutbacks,BadPassTurnovers,LostBallOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Clear Path Fouls,Loose Ball Fouls,Transition Take Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,DefCorner3ReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,NonShootingPenaltyNonTakeFouls,Charge Fouls,AtRimPctBlocked,LongMidRangePctBlocked,OffCorner3ReboundPct,Charge Fouls Drawn,Technical Free Throw Trips,DefensiveGoaltends,StepOutOfBoundsTurnovers,Blocked3s,BlockedArc3,BlockedLongMidRange,HeaveAttempts,BlockedCorner3,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,HeaveMakes
1627736,1610612747,Malik Beasley,Malik Beasley,1627736,LAL,1922.0,32,16,71,67,26.0,24.0,9.0,138,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,10.0,1.0,5.0,2.0,5.0,4.0,12.0,4.0,20.0,57.0,1.0,1.0,2.0,5.0,1.0,1.0,2.0,6.0,8.0,2.0,2.0,12.0,10.0,2.0,2.0,1.0,2.0,2.0,2.0,6.0,1.0,2.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,8.0,26.0,0.5,0.5,1.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.4,1.0,0.47058823529411764,1.5,0.5714285714285714,0.5263157894736842,1.25,0.5714285714285714,0.7058823529411765,0.08333333333333333,0.4,0.6666666666666666,0.1,24.691358024691358,0.05263157894736842,0.058823529411764705,0.1111111111111111,0.08108108108108109,0.027777777777777776,0.16666666666666666,0.1,0.125,0.11764705882352941,0.5,0.5,0.17647058823529413,0.3333333333333333,1.0,1.0,0.11764705882352941,1.0,1.0,1.0,0.5882352941176471,0.2,0.2222222222222222,1.0,1.0,1.0,1.0,0.14285714285714285,1.0,0.14285714285714285,1.0,0.7142857142857143,0.2,0.8235294117647058,0.2,0.4829794117647058,0.60885,0.5041357142857142,0.10526315789473684,0.2857142857142857,0.25,0.4,5.38,26.183333333333337,0.36619718309859156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627885,1610612747,Shaquille Harrison,Shaquille Harrison,1627885,LAL,1401.0,23,4,51,48,28.0,25.0,7.0,99,3.0,4.0,,,,1.0,,,,,,,1.0,1.0,,,3.0,5.0,1.0,1.0,,9.0,43.0,,,,,,1.0,,,,2.0,4.0,3.0,1.0,1.0,1.0,,2.0,8.0,1.0,18.0,,,3.0,3.0,,3.0,2.0,,,,,,,1.0,,,,,28.0,0.3333333333333333,0.3333333333333333,1.0,1.0,,,1.0,0.6,,0.75,,,0.75,,,0.16666666666666666,,0.2,1.0,,10.0,0.2727272727272727,,,0.13636363636363635,,,0.16666666666666666,,0.6666666666666666,0.75,0.75,0.16666666666666666,,,,,,,,0.16666666666666666,1.0,1.0,1.0,,,,,,,,,,0.8333333333333334,1.0,0.5614583333333333,,0.4168,,,,,3.18,26.0,0.5490196078431373,6.0,1.0,3.0,1.0,2.0,2.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628972,1610612747,Troy Brown Jr.,Troy Brown Jr.,1628972,LAL,1249.0,21,14,48,46,9.0,20.0,7.0,94,2.0,2.0,2.0,2.0,1.0,1.0,,,,,,,,3.0,,2.0,4.0,6.0,,3.0,,8.0,40.0,,1.0,,2.0,2.0,3.0,,2.0,4.0,6.0,2.0,,3.0,,,,1.0,3.0,1.0,7.0,,2.0,3.0,6.0,2.0,8.0,,,,,,,1.0,1.0,,,,4.0,9.0,0.75,0.75,,,,,,0.6666666666666666,0.6666666666666666,0.4444444444444444,0.5,0.4,0.4444444444444444,0.5,0.4,0.3333333333333333,,,,,15.789473684210527,0.2727272727272727,,0.15384615384615385,0.20833333333333334,0.038461538461538464,,0.14285714285714285,0.15384615384615385,0.2222222222222222,1.0,1.0,0.1111111111111111,1.0,1.0,1.0,,,,,0.3333333333333333,,,,,,,0.4,1.0,,,0.4,,0.5555555555555556,,0.4888333333333334,,0.53257,,,0.25,0.5,10.65,26.166666666666668,0.1875,2.0,,1.0,1.0,,,0.5,0.5,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.07692307692307693,0.08333333333333333,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.5,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629117,1610612747,Wenyen Gabriel,Wenyen Gabriel,1629117,LAL,345.0,6,-2,13,12,9.0,5.0,2.0,25,,1.0,,1.0,,1.0,,,,,,,,,,,,2.0,,,1.0,1.0,11.0,,,1.0,1.0,,2.0,,,1.0,,,,,,,,,,,,3.0,,,,3.0,3.0,,,,1.0,1.0,1.0,,1.0,2.0,2.0,,1.0,9.0,,,,,,,,,,,,,0.16666666666666666,0.16666666666666666,0.16666666666666666,,,,,,25.0,,0.5,,,0.375,0.5,,,0.5,,,0.5,,,,,,,,,,,,,,,0.5,,,,,,0.5,,0.54475,0.54475,0.54475,,,1.0,1.0,2.6,,0.6923076923076923,,,,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,0.5,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.5,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631108,1610612747,Max Christie,Max Christie,1631108,LAL,1982.0,33,16,73,69,28.0,25.0,9.0,142,3.0,3.0,,,,,,3.0,,,,3.0,1.0,1.0,,,4.0,6.0,1.0,4.0,2.0,13.0,57.0,,,,2.0,,1.0,,3.0,,4.0,4.0,3.0,1.0,1.0,,,2.0,3.0,2.0,8.0,,5.0,1.0,6.0,1.0,7.0,,,,,,,,,2.0,4.0,2.0,,28.0,0.5,0.5,1.0,0.25,,,0.25,0.6666666666666666,,0.55,1.0,,0.5416666666666666,1.0,,0.4,,,,,14.457831325301205,0.05263157894736842,,0.2777777777777778,0.16216216216216217,0.027777777777777776,,0.1,0.3125,0.3,1.0,1.0,,,,,0.3,,,,0.1,1.0,1.0,1.0,,,,,,0.75,,,,0.7,1.0,0.48061500000000007,0.4745,0.50045,0.16666666666666666,0.25,0.15384615384615385,,10.4,24.475,0.3835616438356164,1.0,,1.0,,,,,0.6666666666666666,1.0,1.0,1.0,3.0,,1.0,1.0,1.0,,,1.0,,,0.05263157894736842,0.0625,,0.3,0.3333333333333333,0.3333333333333333,,1.0,1.0,1.0,,,,,,1.0,,1.0,1.0,,,,1.0,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202684,1610612747,Tristan Thompson,Tristan Thompson,202684,LAL,1087.0,18,10,40,37,19.0,20.0,6.0,77,1.0,3.0,,,2.0,4.0,,,,,,,,,,,3.0,7.0,,,1.0,7.0,32.0,,,1.0,3.0,,1.0,,,1.0,4.0,2.0,,,,,,1.0,2.0,1.0,5.0,2.0,,4.0,4.0,3.0,7.0,,,,,1.0,,1.0,1.0,2.0,4.0,2.0,1.0,19.0,0.6666666666666666,0.6666666666666666,,,,,,0.42857142857142855,,0.42857142857142855,0.3333333333333333,,0.3888888888888889,0.375,0.16666666666666666,,,,,,21.73913043478261,0.4444444444444444,0.25,,0.19047619047619047,0.17647058823529413,,0.6,,0.42857142857142855,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,0.42857142857142855,,0.47697142857142855,0.5760000000000001,0.4135,0.2222222222222222,0.2222222222222222,0.42857142857142855,0.14285714285714285,3.9,,0.475,1.0,,,,1.0,,,1.0,,2.0,,,,1.0,3.0,1.0,,,0.3333333333333333,,,0.1111111111111111,0.14285714285714285,0.3333333333333333,,,,,0.6666666666666666,,,,1.0,1.0,,,,,,,,,0.25,,,1.0,1.0,1.0,0.5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629022,1610612747,Lonnie Walker IV,Lonnie Walker IV,1629022,LAL,1283.0,21,10,45,43,19.0,5.0,3.0,88,,,,,,,,,,,,,3.0,7.0,1.0,2.0,3.0,4.0,3.0,7.0,,15.0,31.0,,,,,1.0,2.0,1.0,2.0,5.0,6.0,,9.0,7.0,3.0,,,1.0,2.0,,5.0,,1.0,,1.0,,1.0,,,,,,,,,,,,5.0,19.0,1.0,1.0,1.0,0.42857142857142855,,0.5,0.42857142857142855,0.75,0.5,0.6818181818181818,,0.625,0.6818181818181818,,0.625,0.6363636363636364,,,,,23.404255319148938,,,0.09090909090909091,0.037037037037037035,,,,0.1111111111111111,,,,,,,,,,,,0.6363636363636364,0.42857142857142855,0.42857142857142855,1.0,,,,,,,,0.5,0.5,0.6363636363636364,0.42857142857142855,0.45451363636363634,,0.4231125,,,,0.3333333333333333,17.675,27.157142857142855,0.4222222222222222,1.0,1.0,,1.0,,,,,,,3.0,4.0,,,,,,,,,,,,,0.36363636363636365,0.75,0.75,1.0,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628964,1610612747,Mo Bamba,Mo Bamba,1628964,LAL,610.0,10,8,22,22,2.0,1.0,1.0,44,,,,,,,,,,,,,,1.0,,,,1.0,,1.0,,,14.0,,,,,,,,,,,,,1.0,,,,,1.0,,2.0,,2.0,1.0,3.0,,3.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,0.5,,,,,8.695652173913043,0.125,,0.3333333333333333,0.21428571428571427,,,,0.3333333333333333,,,,,,,,,,,,0.5,,,,,,,,,,,,,0.5,,0.4416,,,,,,,17.4,26.6,0.09090909090909091,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629060,1610612747,Rui Hachimura,Rui Hachimura,1629060,LAL,31.0,1,4,2,1,,,1.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626156,1610612747,D'Angelo Russell,D'Angelo Russell,1626156,LAL,28356.0,473,8,975,969,182.0,123.0,106.0,1944,9.0,16.0,2.0,2.0,33.0,53.0,4.0,16.0,,1.0,1.0,2.0,23.0,71.0,3.0,9.0,56.0,108.0,27.0,87.0,20.0,213.0,1117.0,3.0,7.0,2.0,21.0,10.0,20.0,4.0,11.0,39.0,32.0,80.0,72.0,71.0,23.0,3.0,,23.0,74.0,15.0,171.0,6.0,23.0,12.0,37.0,10.0,47.0,11.0,9.0,7.0,11.0,29.0,7.0,15.0,32.0,36.0,26.0,11.0,39.0,181.0,0.2857142857142857,0.2962962962962963,0.8888888888888888,0.3103448275862069,0.42857142857142855,0.36363636363636365,0.3103448275862069,0.5185185185185185,0.5,0.4948717948717949,0.59375,0.5161290322580645,0.5144927536231884,0.6176470588235294,0.5571428571428572,0.4461538461538462,,0.027777777777777776,0.05660377358490566,,21.65137614678899,0.045627376425855515,0.022556390977443608,0.09055118110236221,0.06769825918762089,0.02237136465324385,0.022388059701492536,0.029197080291970802,0.08629441624365482,0.08205128205128205,0.5625,0.5625,0.2717948717948718,0.6226415094339622,0.66,0.2727272727272727,0.08205128205128205,0.25,0.25,1.0,0.3641025641025641,0.323943661971831,0.323943661971831,0.8695652173913043,0.0625,,,0.06451612903225806,1.0,0.06451612903225806,0.5,0.2903225806451613,0.3333333333333333,0.5282051282051282,0.323943661971831,0.4928920512820512,0.44427777777777777,0.46529999999999994,0.05853658536585366,0.09322033898305085,0.09859154929577464,0.18309859154929578,10.987962962962964,25.704597701149428,0.18666666666666668,51.0,8.0,25.0,14.0,12.0,2.0,0.02564102564102564,0.6666666666666666,,,14.0,39.0,6.0,5.0,9.0,4.0,,2.0,0.5555555555555556,0.11764705882352941,,0.022099447513812154,0.029411764705882353,0.08045977011494253,0.2,0.358974358974359,0.358974358974359,0.07142857142857142,,,,0.375,7.0,3.0,2.0,2.0,5.0,2.0,5.0,,2.0,0.05172413793103448,0.027777777777777776,,3.0,18.0,6.0,0.6206896551724138,,False,3.0,9.0,4.0,12.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,0.10526315789473684,0.5,1.0,0.011494252873563218,,,,,,,,,,,,,,,,,,
