EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Clear Path Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,SecondChanceTurnovers,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Corner3FGM,PenaltyCorner3FGA,NonShootingPenaltyNonTakeFouls,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyCorner3Frequency,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,FTOffRebounds,LostBallSteals,LostBallOutOfBoundsTurnovers,Charge Fouls,BlockedShortMidRange,RecoveredBlocks,AtRimPctBlocked,LongMidRangePctBlocked,OffFTReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,LongMidRangePctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,SecondChanceFtPoints,Charge Fouls Drawn,2pt And 1 Free Throw Trips,DefensiveGoaltends,OffAtRimReboundPct,SecondChanceArc3PctAssisted,HeaveAttempts,Technical Free Throw Trips,Blocked3s,BlockedArc3,BlockedLongMidRange,OffensiveGoaltends,Defensive 3 Seconds Violations,Fg3aBlocked,StepOutOfBoundsTurnovers,FG3APctBlocked,Arc3PctBlocked,Transition Take Fouls,on,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,HeaveMakes,BlockedCorner3,3SecondViolations
1626156,1610612747,D'Angelo Russell,D'Angelo Russell,1626156,LAL,9909.0,165,16,344,334,88.0,76.0,37.0,678,3.0,6.0,1.0,1.0,14.0,22.0,1.0,11.0,5.0,4.0,22.0,1.0,1.0,3.0,18.0,39.0,4.0,27.0,5.0,53.0,377.0,2.0,4.0,1.0,4.0,5.0,11.0,1.0,3.0,2.0,15.0,10.0,26.0,12.0,2.0,22.0,4.0,2.0,17.0,11.0,28.0,5.0,6.0,7.0,3.0,7.0,67.0,3.0,3.0,8.0,4.0,2.0,14.0,6.0,20.0,2.0,4.0,4.0,4.0,4.0,3.0,6.0,1.0,1.0,10.0,2.0,5.0,11.0,1.0,1.0,1.0,11.0,1.0,2.0,6.0,2.0,1.0,2.0,2.0,2.0,15.0,88.0,1.0,0.2777777777777778,0.29411764705882354,1.0,0.14814814814814814,0.3333333333333333,0.14814814814814814,0.46153846153846156,0.5,0.45454545454545453,0.36363636363636365,0.4,0.4642857142857143,0.38405797101449274,0.4,0.5,0.4090909090909091,0.05128205128205128,0.09090909090909091,20.789473684210527,0.4,0.2857142857142857,0.039603960396039604,0.030612244897959183,0.08695652173913043,0.05357142857142857,0.06217616580310881,0.03896103896103896,0.020833333333333332,0.08333333333333333,0.06976744186046512,0.0625,0.01818181818181818,0.07142857142857142,0.08695652173913043,0.08695652173913043,0.04878048780487805,0.09090909090909091,0.5,0.5,0.6666666666666666,0.3333333333333333,0.6363636363636364,0.7,0.21428571428571427,0.16666666666666666,0.09090909090909091,0.09090909090909091,0.07575757575757576,0.3333333333333333,0.18181818181818182,0.18181818181818182,1.0,0.2,0.07142857142857142,1.0,0.21428571428571427,0.3333333333333333,0.5,0.18181818181818182,0.4849333333333333,0.43674999999999997,0.42855357142857137,0.029411764705882353,0.04878048780487805,0.07547169811320754,0.2830188679245283,9.476923076923077,25.46296296296296,0.2558139534883721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1627736,1610612747,Malik Beasley,Malik Beasley,1627736,LAL,2711.0,45,-9,91,89,25.0,23.0,9.0,180,1.0,1.0,,,,1.0,,1.0,,3.0,12.0,2.0,,2.0,1.0,3.0,3.0,12.0,2.0,13.0,108.0,,,2.0,3.0,,,,2.0,,,2.0,,6.0,,12.0,3.0,,,,,,,,,,,1.0,1.0,1.0,,,1.0,2.0,3.0,,,,1.0,,1.0,,,,1.0,,2.0,5.0,,2.0,,1.0,,,2.0,1.0,,,,,,25.0,,1.0,1.0,0.6666666666666666,0.25,,0.25,0.3333333333333333,,,0.36666666666666664,0.75,,0.40625,0.75,,0.8,,,16.666666666666668,1.0,,,0.05263157894736842,0.038461538461538464,0.034482758620689655,0.0196078431372549,0.041666666666666664,,0.16666666666666666,0.038461538461538464,,,,0.047619047619047616,,,0.06666666666666667,1.0,1.0,1.0,0.06666666666666667,,,,0.06666666666666667,,,,0.8,0.25,0.25,0.6666666666666666,1.0,,,1.0,,0.8666666666666667,0.25,0.51434,,0.46245,0.0625,0.25,0.23076923076923078,,10.433333333333332,25.416666666666668,0.27472527472527475,1.0,1.0,3.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1628972,1610612747,Troy Brown Jr.,Troy Brown Jr.,1628972,LAL,4962.0,83,-29,164,167,51.0,61.0,14.0,331,3.0,4.0,,,,,,1.0,4.0,1.0,6.0,,,2.0,3.0,5.0,2.0,10.0,,12.0,213.0,1.0,1.0,,2.0,,,,3.0,,,4.0,2.0,6.0,2.0,6.0,1.0,,5.0,3.0,8.0,2.0,1.0,3.0,1.0,1.0,19.0,1.0,1.0,7.0,3.0,,10.0,2.0,12.0,,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,51.0,,0.6666666666666666,1.0,1.0,0.2,,0.2,0.6,1.0,,0.4,1.0,,0.4,1.0,,0.6666666666666666,,,8.379888268156424,,,0.06521739130434782,0.02127659574468085,0.1590909090909091,0.02857142857142857,0.1111111111111111,0.024390243902439025,,0.0625,0.03225806451612903,0.07142857142857142,0.037037037037037035,0.2,0.21212121212121213,,,0.26666666666666666,0.75,0.75,0.6666666666666666,,,,,0.06666666666666667,,,0.26666666666666666,0.4,0.16666666666666666,0.16666666666666666,1.0,,,,0.6666666666666666,,0.9333333333333333,0.16666666666666666,0.5619285714285714,0.6617,0.5547,,,0.16666666666666666,,6.0,26.189999999999998,0.31097560975609756,,,,,,,1.0,1.0,1.0,1.0,1.0,0.25,0.25,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1629060,1610612747,Rui Hachimura,Rui Hachimura,1629060,LAL,23285.0,388,19,786,780,235.0,206.0,75.0,1566,32.0,42.0,12.0,17.0,13.0,31.0,9.0,19.0,11.0,14.0,28.0,3.0,2.0,8.0,54.0,92.0,19.0,39.0,30.0,195.0,879.0,9.0,13.0,4.0,21.0,19.0,28.0,3.0,9.0,9.0,56.0,74.0,34.0,57.0,6.0,28.0,14.0,9.0,7.0,3.0,10.0,3.0,,4.0,3.0,,23.0,4.0,4.0,22.0,26.0,1.0,49.0,9.0,58.0,2.0,8.0,7.0,4.0,,1.0,6.0,3.0,1.0,10.0,6.0,9.0,25.0,,4.0,2.0,24.0,1.0,1.0,34.0,15.0,2.0,4.0,3.0,4.0,56.0,233.0,2.0,0.6851851851851852,0.7254901960784313,1.0,0.48717948717948717,0.3333333333333333,0.48717948717948717,0.5869565217391305,0.6923076923076923,0.6785714285714286,0.6297709923664122,0.6176470588235294,0.6351351351351351,0.6587837837837838,0.6176470588235294,0.6511627906976745,0.29770992366412213,0.09782608695652174,0.1935483870967742,18.223760092272205,0.4,0.058823529411764705,0.11981566820276497,0.019704433497536946,0.11282051282051282,0.027586206896551724,0.11650485436893204,0.022988505747126436,0.042105263157894736,,0.017391304347826087,0.14084507042253522,0.11504424778761062,0.09090909090909091,0.1258741258741259,0.07692307692307693,0.041666666666666664,0.32061068702290074,0.7619047619047619,0.8,0.71875,0.2366412213740458,0.41935483870967744,0.52,0.46153846153846156,0.1450381679389313,0.47368421052631576,0.5,0.08396946564885496,0.21374045801526717,0.5,0.5,1.0,0.17647058823529413,0.4594594594594595,0.7058823529411765,0.21621621621621623,0.25,0.6183206106870229,0.5,0.5246721374045802,0.5232730769230769,0.526354054054054,0.10273972602739725,0.14018691588785046,0.1076923076923077,0.28717948717948716,7.334782608695653,25.069230769230764,0.2989821882951654,,1.0,,,0.25,,6.0,7.0,5.0,1.0,2.0,0.45454545454545453,0.45454545454545453,1.0,0.4117647058823529,0.8571428571428571,0.02702702702702703,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0.047619047619047616,0.05263157894736842,0.045454545454545456,0.06666666666666667,0.5,0.8888888888888888,0.3333333333333333,0.058823529411764705,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,
2544,1610612747,LeBron James,LeBron James,2544,LAL,16259.0,271,-3,545,542,176.0,132.0,46.0,1087,33.0,45.0,8.0,8.0,15.0,26.0,4.0,9.0,3.0,11.0,48.0,3.0,3.0,20.0,52.0,80.0,14.0,51.0,38.0,184.0,621.0,5.0,7.0,3.0,20.0,11.0,17.0,5.0,22.0,14.0,51.0,40.0,64.0,24.0,4.0,48.0,11.0,5.0,30.0,22.0,52.0,15.0,7.0,20.0,7.0,3.0,126.0,2.0,9.0,26.0,20.0,7.0,53.0,11.0,64.0,4.0,4.0,3.0,13.0,4.0,9.0,5.0,4.0,,18.0,4.0,7.0,14.0,,2.0,,39.0,3.0,1.0,49.0,22.0,6.0,6.0,3.0,6.0,51.0,174.0,6.0,0.38461538461538464,0.4,0.5714285714285714,0.27450980392156865,0.22727272727272727,0.27450980392156865,0.65,0.7142857142857143,0.6470588235294118,0.5572519083969466,0.95,0.47435897435897434,0.6052631578947368,0.9090909090909091,0.5425531914893617,0.3893129770992366,0.0625,0.11538461538461539,28.523489932885905,0.7222222222222222,0.5833333333333334,0.13986013986013987,0.06976744186046512,0.2,0.019417475728155338,0.1684981684981685,0.04741379310344827,0.03389830508474576,0.07407407407407407,0.023809523809523808,0.12,0.14084507042253522,0.18181818181818182,0.14583333333333334,0.35294117647058826,0.07142857142857142,0.3435114503816794,0.7333333333333333,0.7674418604651163,0.48484848484848486,0.1984732824427481,0.5769230769230769,0.6521739130434783,0.13333333333333333,0.06870229007633588,0.4444444444444444,0.4444444444444444,0.022900763358778626,0.366412213740458,0.22916666666666666,0.22916666666666666,0.5454545454545454,0.3,0.20512820512820512,1.0,0.5128205128205128,0.15,0.732824427480916,0.22916666666666666,0.5057007633587787,0.5231111111111111,0.48199487179487177,0.1506849315068493,0.23157894736842105,0.10869565217391304,0.27717391304347827,5.41875,26.28235294117647,0.3229357798165138,3.0,3.0,18.0,1.0,1.0,1.0,4.0,6.0,3.0,2.0,2.0,1.0,1.0,0.6666666666666666,0.6,0.6666666666666666,0.05128205128205128,,,2.0,,1.0,1.0,,3.0,4.0,0.044444444444444446,,,,0.6666666666666666,0.5,0.5,,,,1.0,1.0,2.0,7.0,1.0,0.11627906976744186,0.3333333333333333,,,,,,,,,,,,,True,,,,,,
1629020,1610612747,Jarred Vanderbilt,Jarred Vanderbilt,1629020,LAL,2605.0,43,-12,89,88,15.0,24.0,9.0,177,4.0,5.0,1.0,1.0,,,,,2.0,,,,,,4.0,5.0,,2.0,,8.0,107.0,1.0,2.0,,2.0,1.0,1.0,,,,2.0,2.0,6.0,,2.0,,,,,1.0,1.0,1.0,,,,,3.0,1.0,1.0,3.0,4.0,,7.0,2.0,9.0,,3.0,2.0,1.0,,1.0,1.0,,,2.0,,2.0,5.0,,,1.0,2.0,1.0,1.0,,,,1.0,1.0,1.0,2.0,15.0,,0.25,0.3333333333333333,,,,,0.8,0.5,1.0,0.5714285714285714,0.5,1.0,0.5714285714285714,0.5,1.0,0.2857142857142857,,,9.090909090909092,0.5,,0.16666666666666666,0.05555555555555555,0.1875,0.047619047619047616,0.175,0.05128205128205128,,,,,0.16666666666666666,0.5,0.25,,,0.7142857142857143,0.8,0.8,0.25,,,,,,,,0.2857142857142857,,,,,,1.0,1.0,,,1.0,,0.67075,0.7253,0.7253,,,0.25,0.25,1.38,22.75,0.16853932584269662,,,,,,,1.0,2.0,,,,,,,1.0,0.5,,,,,,1.0,,,,,,,,0.25,,,,,,,,,,,1.0,0.14285714285714285,,,,,,,,,,,,,,True,,,,,,
203076,1610612747,Anthony Davis,Anthony Davis,203076,LAL,16367.0,273,52,560,550,191.0,150.0,56.0,1110,32.0,50.0,7.0,11.0,21.0,47.0,8.0,18.0,5.0,1.0,4.0,,1.0,3.0,61.0,115.0,4.0,9.0,51.0,185.0,620.0,10.0,17.0,,25.0,16.0,29.0,1.0,3.0,30.0,65.0,86.0,36.0,12.0,16.0,3.0,1.0,10.0,14.0,3.0,17.0,3.0,,10.0,3.0,1.0,37.0,3.0,12.0,38.0,50.0,4.0,92.0,15.0,107.0,3.0,11.0,9.0,9.0,2.0,5.0,7.0,4.0,,16.0,5.0,9.0,22.0,,2.0,2.0,38.0,5.0,,59.0,22.0,10.0,20.0,4.0,22.0,65.0,189.0,10.0,0.7049180327868853,0.8113207547169812,1.0,0.4444444444444444,0.3333333333333333,0.5,0.5304347826086957,0.5882352941176471,0.5517241379310345,0.5403225806451613,0.5882352941176471,0.546875,0.6133333333333333,0.625,0.6530612244897959,0.07258064516129033,0.08695652173913043,0.0851063829787234,26.817447495961225,0.5625,0.3076923076923077,0.31645569620253167,0.08053691275167785,0.2695035460992908,0.03409090909090909,0.29431438127090304,0.06329113924050633,0.09859154929577464,,0.043478260869565216,0.32,0.3146067415730337,0.3157894736842105,0.29,0.21951219512195122,0.0625,0.4032258064516129,0.64,0.7272727272727273,0.78125,0.3790322580645161,0.44680851063829785,0.4883720930232558,0.5714285714285714,0.14516129032258066,0.4444444444444444,0.4444444444444444,0.04032258064516129,0.03225806451612903,0.25,0.25,1.0,,0.34375,0.6363636363636364,0.09375,0.3333333333333333,0.47580645161290325,0.3333333333333333,0.5077630081300815,0.5771923076923078,0.494083870967742,0.15714285714285714,0.16793893129770993,0.13513513513513514,0.35135135135135137,6.788695652173914,26.688888888888886,0.3410714285714286,,,,,,,8.0,14.0,3.0,,2.0,0.6,0.6,1.0,0.8235294117647058,0.5714285714285714,,,,,,2.0,1.0,1.0,15.0,15.0,0.12,,,,0.6818181818181818,0.75,0.25,,,,,5.0,,6.0,2.0,0.11904761904761904,,1.0,1.0,2.0,2.0,1.0,1.0,3.0,,,,,,True,,,,,,
203471,1610612747,Dennis Schroder,Dennis Schroder,203471,LAL,16867.0,281,22,575,570,182.0,144.0,51.0,1145,6.0,14.0,1.0,4.0,9.0,21.0,4.0,11.0,9.0,5.0,20.0,1.0,,4.0,19.0,46.0,8.0,29.0,17.0,79.0,615.0,,3.0,2.0,3.0,8.0,21.0,1.0,7.0,11.0,30.0,8.0,30.0,21.0,,19.0,5.0,3.0,23.0,9.0,32.0,7.0,2.0,14.0,8.0,1.0,73.0,2.0,,8.0,11.0,,19.0,2.0,21.0,,13.0,6.0,5.0,3.0,4.0,8.0,1.0,,13.0,2.0,9.0,30.0,,2.0,1.0,17.0,,3.0,20.0,6.0,4.0,2.0,,2.0,28.0,180.0,3.0,0.21052631578947367,0.21052631578947367,0.875,0.27586206896551724,0.14285714285714285,0.2857142857142857,0.41304347826086957,,0.38095238095238093,0.41333333333333333,0.3,0.3392857142857143,0.4647058823529412,0.3,0.42857142857142855,0.38666666666666666,0.06521739130434782,0.047619047619047616,15.580286168521463,0.38461538461538464,,0.06470588235294118,,0.056338028169014086,0.02,0.060897435897435896,0.007782101167315175,,,0.02666666666666667,0.05555555555555555,0.07777777777777778,0.038461538461538464,0.06796116504854369,0.02564102564102564,,0.18666666666666668,0.42857142857142855,0.5,0.16666666666666666,0.28,0.42857142857142855,0.45,0.2222222222222222,0.14666666666666667,0.36363636363636365,0.36363636363636365,0.12,0.26666666666666666,0.25,0.2631578947368421,0.8,0.2,0.14285714285714285,0.25,0.14285714285714285,,0.5733333333333334,0.2631578947368421,0.4817777027027027,0.42723750000000005,0.4395444444444444,0.07407407407407407,0.11538461538461539,0.0379746835443038,0.379746835443038,9.165217391304349,25.96551724137931,0.3165217391304348,,1.0,3.0,3.0,0.5,,,,3.0,3.0,3.0,0.3333333333333333,0.3333333333333333,1.0,,,0.10714285714285714,1.0,1.0,1.0,,7.0,2.0,,2.0,1.0,0.14285714285714285,,,,0.5,0.25,,0.2,1.0,1.0,0.3333333333333333,,,,,,,1.0,,,,,,,1.0,1.0,0.034482758620689655,0.05,,True,,,,,,
1630559,1610612747,Austin Reaves,Austin Reaves,1630559,LAL,14843.0,247,58,497,489,141.0,136.0,54.0,986,10.0,14.0,4.0,5.0,11.0,28.0,,3.0,6.0,13.0,28.0,3.0,5.0,9.0,21.0,45.0,16.0,34.0,31.0,121.0,530.0,3.0,6.0,4.0,16.0,6.0,14.0,5.0,10.0,14.0,41.0,20.0,22.0,36.0,,28.0,13.0,9.0,28.0,6.0,34.0,4.0,2.0,22.0,3.0,3.0,74.0,2.0,3.0,15.0,10.0,1.0,26.0,5.0,31.0,1.0,6.0,3.0,7.0,1.0,6.0,3.0,1.0,1.0,10.0,3.0,6.0,21.0,,,,29.0,3.0,,35.0,13.0,4.0,1.0,,1.0,39.0,139.0,3.0,0.47619047619047616,0.47619047619047616,0.75,0.47058823529411764,0.5,0.47058823529411764,0.4666666666666667,0.5,0.42857142857142855,0.569620253164557,0.6,0.5625,0.631578947368421,0.6666666666666666,0.6451612903225806,0.43037974683544306,0.2,0.25,18.884892086330936,0.7,0.07142857142857142,0.07462686567164178,0.02459016393442623,0.12295081967213115,0.02197802197802198,0.09765625,0.023474178403755867,0.047619047619047616,,0.02857142857142857,0.06976744186046512,0.028985507246376812,0.22727272727272727,0.12790697674418605,0.1111111111111111,0.03225806451612903,0.17721518987341772,0.7142857142857143,0.8333333333333334,0.8,0.35443037974683544,0.39285714285714285,0.5238095238095238,0.18181818181818182,0.0379746835443038,,,0.0759493670886076,0.35443037974683544,0.4642857142857143,0.4642857142857143,0.6923076923076923,0.3,0.20833333333333334,0.8,0.375,0.5555555555555556,0.6075949367088608,0.4642857142857143,0.49329430379746825,0.4771142857142857,0.4867958333333333,0.14285714285714285,0.22807017543859648,0.1322314049586777,0.33884297520661155,7.637777777777777,26.194117647058828,0.2837022132796781,1.0,2.0,12.0,,0.5,0.3333333333333333,3.0,3.0,3.0,1.0,3.0,0.5,0.5,1.0,0.3,1.0,0.041666666666666664,1.0,1.0,,,3.0,,,1.0,,0.14285714285714285,,,,,,0.6666666666666666,0.1,1.0,1.0,,4.0,2.0,1.0,,,,,2.0,,,,,,,,,,1.0,True,,,,,,
1629022,1610612747,Lonnie Walker IV,Lonnie Walker IV,1629022,LAL,6455.0,108,-10,212,218,63.0,49.0,14.0,430,3.0,5.0,1.0,1.0,2.0,4.0,1.0,4.0,6.0,4.0,12.0,1.0,1.0,3.0,6.0,13.0,6.0,18.0,5.0,35.0,248.0,,,1.0,,1.0,2.0,1.0,3.0,,5.0,4.0,8.0,15.0,,12.0,4.0,,5.0,4.0,9.0,3.0,1.0,3.0,1.0,1.0,22.0,1.0,,5.0,2.0,,7.0,1.0,8.0,,5.0,3.0,1.0,,1.0,2.0,,,3.0,,4.0,11.0,,,,4.0,,,8.0,4.0,,,,,5.0,63.0,,0.3333333333333333,0.3333333333333333,0.8333333333333334,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.46153846153846156,,0.5,0.4838709677419355,,0.5,0.5,,0.4166666666666667,0.5806451612903226,,,16.593886462882097,0.3333333333333333,,0.04,,0.1111111111111111,0.02564102564102564,0.07368421052631578,0.010869565217391304,,,0.03333333333333333,,0.05555555555555555,0.09090909090909091,0.15151515151515152,,,0.16129032258064516,0.6,0.6,0.3333333333333333,0.12903225806451613,0.5,0.5,0.5,0.12903225806451613,0.25,0.25,0.1935483870967742,0.3870967741935484,0.3333333333333333,0.3333333333333333,0.75,1.0,0.2,1.0,0.6,0.3333333333333333,0.7419354838709677,0.3333333333333333,0.5210064516129032,0.5697,0.54225,0.11428571428571428,0.23529411764705882,,0.14285714285714285,9.546153846153846,24.938888888888886,0.2971698113207547,,,3.0,,,,,,2.0,,1.0,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,True,,,,,,
