EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsUnassisted2s,PtsPutbacks,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,DeadBallTurnovers,Turnovers,Fouls,Charge Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,Usage,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,Arc3FGA,FG3M,FG3A,PtsAssisted3s,NonHeaveArc3FGA,ShootingFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Avg3ptShotDistance,Arc3FGM,NonHeaveArc3FGM,Offensive Fouls,DefShortMidRangeReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PenaltyFG3A,PtsAssisted2s,Corner3Assists,BadPassOutOfBoundsTurnovers,Blocked2s,BlockedShortMidRange,Blocks,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg3Pct,DefArc3ReboundPct,ShortMidRangePctAssisted,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,LongMidRangeFGA,Fg2aBlocked,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeFGM,SecondChanceFtPoints,OffTwoPtRebounds,StepOutOfBoundsTurnovers,OffTwoPtReboundPct,OffShortMidRangeReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Charge Fouls Drawn,OffArc3ReboundPct,on,PenaltyFtPoints,LongMidRangeAssists,FTDefRebounds,SelfOReb,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,Loose Ball Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,NonShootingFoulsDrawn,BlockedAtRim,RecoveredBlocks,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,AtRimPctBlocked,DefFTReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,SelfORebPct,BlocksRecoveredPct,LongMidRangePctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,FTOffRebounds,Blocked3s,BlockedCorner3,BlockedLongMidRange,SecondChanceFg3Pct,OffFTReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,Fg3aBlocked,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedArc3,FG3APctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,Corner3PctBlocked,HeaveAttempts,LongMidRangePctBlocked,Transition Take Fouls Drawn,Defensive 3 Seconds Violations
1628389,1610612748,Bam Adebayo,Bam Adebayo,1628389,MIA,613.0,10,9,25,23,3,7,3,48,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,5.0,1.0,5.0,25,1.0,2.0,2.0,1.0,1.0,2.0,4.0,2.0,2.0,3.0,5.0,3.0,1.0,1.0,13.0,1.0,1.0,2.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3,0.4,0.5,1.0,0.4,0.5,1.0,0.5,0.5,1.0,22.22222222222222,0.6666666666666666,0.2,0.3333333333333333,0.375,0.125,1.0,1.0,0.5,0.2,1.0,1.0,0.8,0.25,0.25,0.5,1.0,1.0,1.0,0.2,0.49642,0.3982,0.7555,0.2,0.2,0.4,0.4,8.780000000000001,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628997,1610612748,Caleb Martin,Caleb Martin,1628997,MIA,390.0,6,2,14,15,1,5,1,29,,,,,,,,,,,,3.0,17,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,2.0,,,,,,,1,,,,0.75,,,0.75,,,13.333333333333334,0.5,,,0.14285714285714285,,,1.0,,,,,,,,,,,,1.0,0.5809500000000001,,,,,,,,0.07142857142857142,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.5,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629622,1610612748,Max Strus,Max Strus,1629622,MIA,1049.0,17,12,39,39,3,20,4,78,,,,,,,,,,,,6.0,41,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,1.0,1.0,2.0,,,,,,,3,,,,0.75,,,0.75,,,11.627906976744185,0.25,,,0.05555555555555555,,,,,,,,,,,,,,,1.0,0.5447625,,,,,,,,0.07692307692307693,,,4.0,2.0,4.0,6.0,4.0,1.0,1.0,0.5,0.5,1.0,,,,,1.0,26.075,2.0,2.0,1.0,1.0,0.5,0.5,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629639,1610612748,Tyler Herro,Tyler Herro,1629639,MIA,1168.0,19,13,43,44,5,23,4,87,,1.0,,,,1.0,3.0,4.0,3.0,5.0,,12.0,44,,,,1.0,2.0,5.0,4.0,,1.0,1.0,2.0,,1.0,,5.0,,2.0,,2.0,,2.0,,,1.0,1.0,1.0,,,,,,5.0,5,0.6,,0.5,0.6666666666666666,,0.625,0.6666666666666666,,0.625,21.27659574468085,,0.14285714285714285,,0.1,,,,,0.1111111111111111,,,0.4444444444444444,0.75,0.75,,,0.25,,0.5555555555555556,0.5013222222222222,,0.5284125,,,,0.4166666666666667,8.7,0.11627906976744186,,1.0,3.0,2.0,4.0,6.0,3.0,1.0,1.0,0.5,0.5,0.4444444444444444,0.1111111111111111,,,,0.3333333333333333,25.425,2.0,2.0,,,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,0.2857142857142857,0.3333333333333333,0.25,0.25,1.0,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200768,1610612748,Kyle Lowry,Kyle Lowry,200768,MIA,304.0,5,-5,10,12,2,3,1,22,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,,,,,,,2,,,,,,,,,,9.090909090909092,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202710,1610612748,Jimmy Butler,Jimmy Butler,202710,MIA,935.0,16,14,35,36,4,22,3,71,4.0,4.0,,,,,4.0,8.0,8.0,14.0,1.0,17.0,33,,,,1.0,1.0,2.0,8.0,,,3.0,3.0,3.0,,,9.0,,1.0,,1.0,,1.0,3.0,2.0,1.0,2.0,1.0,,3.0,1.0,1.0,1.0,2.0,4,0.5714285714285714,,1.0,0.5714285714285714,,1.0,0.6071428571428571,,1.0,42.10526315789474,,0.08333333333333333,,0.058823529411764705,,,,0.2,0.2857142857142857,1.0,1.0,0.5714285714285714,0.5,0.6666666666666666,,,,,0.2857142857142857,0.5340142857142858,,0.3487,0.07142857142857142,0.07142857142857142,,0.11764705882352941,6.264285714285713,0.11428571428571428,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,8.0,,,,,,0.5,0.5,,,0.25,,,,2.0,2.0,1.0,1.0,1.0,0.14285714285714285,0.25,0.5,0.75,0.14285714285714285,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629216,1610612748,Gabe Vincent,Gabe Vincent,1629216,MIA,826.0,14,16,31,30,5,19,3,61,,,,,,,,,1.0,1.0,1.0,6.0,24,,,1.0,,,,2.0,,1.0,1.0,2.0,1.0,1.0,,5.0,,,,,1.0,1.0,,,1.0,1.0,2.0,,1.0,2.0,,1.0,,5,1.0,,,1.25,,,1.0,0.5,,11.76470588235294,,,,,0.09090909090909091,,,,,,,,,,,,,,0.5,0.5381,,,0.3333333333333333,0.5,0.16666666666666666,,15.3,0.16129032258064516,,,1.0,1.0,1.0,3.0,1.0,,1.0,1.0,1.0,0.5,,,,,0.5,24.7,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,0.5,1.0,1.0,1.0,1.0,0.1111111111111111,0.14285714285714285,1.0,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201567,1610612748,Kevin Love,Kevin Love,201567,MIA,555.0,9,4,18,21,2,16,1,39,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,8.0,19,1.0,1.0,2.0,,,,2.0,2.0,1.0,,1.0,,,1.0,2.0,1.0,3.0,1.0,4.0,1.0,5.0,,,,,1.0,,1.0,,,,,2,1.0,1.0,,1.3333333333333333,1.0,,1.3333333333333333,1.0,,15.0,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,0.125,,0.5,0.4,0.3333333333333333,1.0,1.0,,,,1.0,1.0,,,1.0,0.57375,,,,,0.25,,,0.1111111111111111,,,2.0,2.0,2.0,6.0,2.0,1.0,1.0,1.0,1.0,0.6666666666666666,,,,,0.6666666666666666,27.8,2.0,2.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628389,1610612748,Bam Adebayo,Bam Adebayo,1628389,MIA,50363.0,839,33,1633,1628,311,396,171,3261,77.0,121.0,15.0,37.0,12.0,15.0,66.0,166.0,165.0,339.0,77.0,407.0,1825,19.0,54.0,51.0,25.0,51.0,81.0,116.0,30.0,40.0,40.0,80.0,33.0,35.0,4.0,200.0,14.0,78.0,71.0,161.0,62.0,223.0,18.0,15.0,32.0,61.0,70.0,,110.0,94.0,12.0,43.0,79.0,301,0.48672566371681414,0.35185185185185186,0.49019607843137253,0.4824561403508772,0.35185185185185186,0.4716981132075472,0.5327225130890052,0.4112903225806452,0.5869565217391305,23.945945945945947,0.1868421052631579,0.20207253886010362,0.041176470588235294,0.19451697127937337,0.07616707616707617,0.03571428571428571,0.1780821917808219,0.19047619047619047,0.3538011695906433,0.6363636363636364,0.719626168224299,0.4853801169590643,0.39759036144578314,0.4177215189873418,0.6851851851851852,0.40540540540540543,0.2830188679245283,0.8,0.36257309941520466,0.4970163742690058,0.5365155555555555,0.4764462264150944,0.11528150134048257,0.11621621621621622,0.12530712530712532,0.19901719901719903,7.54424778761062,0.1904470300061237,,,3.0,,3.0,,3.0,28.0,,,,0.008771929824561403,,,,,0.008771929824561403,27.0,,,11.0,0.24561403508771928,,,,,,,2.0,,2.0,214.0,7.0,8.0,15.0,9.0,15.0,0.6484848484848484,0.7133333333333334,,0.20640569395017794,0.696969696969697,,0.03773584905660377,,52.0,22.0,3.0,29.0,10.0,0.06489675516224189,0.04819277108433735,0.47540983606557374,0.5974025974025974,0.15204678362573099,22.0,13.0,48.0,1.0,0.10126582278481013,0.09170305676855896,0.4230769230769231,0.4230769230769231,,0.04296875,False,31.0,1.0,12.0,8.0,2.0,19.0,5.0,4.0,7.0,6.0,11.0,6.0,9.0,6.0,9.0,6.0,1.0,1.0,10.0,8.0,0.11570247933884298,0.22641509433962265,0.1342281879194631,0.07291666666666667,0.11764705882352941,0.05263157894736842,0.6,0.6818181818181818,0.13333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628997,1610612748,Caleb Martin,Caleb Martin,1628997,MIA,41273.0,688,94,1327,1319,357,421,147,2646,43.0,58.0,5.0,7.0,10.0,12.0,9.0,24.0,65.0,102.0,29.0,288.0,1475,7.0,10.0,29.0,15.0,20.0,78.0,40.0,4.0,15.0,21.0,36.0,17.0,10.0,3.0,93.0,13.0,55.0,33.0,97.0,27.0,124.0,20.0,12.0,8.0,24.0,53.0,,32.0,35.0,5.0,17.0,77.0,350,0.6372549019607843,0.7,0.75,0.6348039215686274,0.6052631578947368,0.7666666666666667,0.6575342465753424,0.6590909090909091,0.78,16.135458167330675,0.1166077738515901,0.15988372093023256,0.04924242424242424,0.14035087719298245,0.04180064308681672,,0.14583333333333334,0.12871287128712872,0.28431372549019607,0.7413793103448276,0.8113207547169812,0.11764705882352941,0.375,0.5625,0.3684210526315789,0.7142857142857143,0.26666666666666666,0.8333333333333334,0.7843137254901961,0.5390894607843135,0.5423500000000001,0.5698855555555554,0.0787037037037037,0.14912280701754385,0.10069444444444445,0.2708333333333333,6.805882352941177,0.2690278824415976,18.0,45.0,57.0,43.0,102.0,126.0,57.0,25.0,0.9767441860465116,0.4215686274509804,0.4215686274509804,0.5,0.22058823529411764,0.4,0.4,1.0,0.27941176470588236,24.835294117647063,25.0,25.0,4.0,0.1328125,0.43859649122807015,0.43859649122807015,0.96,0.43859649122807015,13.0,7.0,12.0,13.0,25.0,90.0,4.0,1.0,8.0,2.0,9.0,0.6923076923076923,0.7142857142857143,0.52,0.1728395061728395,0.3333333333333333,0.28888888888888886,0.26666666666666666,0.5833333333333334,20.0,13.0,8.0,16.0,13.0,0.12745098039215685,0.3333333333333333,0.6666666666666666,0.7906976744186046,0.09803921568627451,13.0,6.0,13.0,,0.036312849162011177,0.03428571428571429,0.65,0.65,3.0,0.06914893617021277,False,9.0,2.0,9.0,4.0,1.0,3.0,2.0,3.0,7.0,6.0,1.0,4.0,3.0,5.0,7.0,,,,6.0,1.0,0.08620689655172414,0.1956521739130435,0.03508771929824561,0.043478260869565216,0.08411214953271028,0.04878048780487805,0.7777777777777778,0.6153846153846154,0.4,1.0,4.0,6.0,2.0,5.0,3.0,9.0,3.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.034482758620689655,0.21052631578947367,0.25,1.0,0.2631578947368421,0.4,1.0,0.46153846153846156,,,,,,,,,,,,,
