EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceCorner3FGA,HeaveAttempts,BlockedLongMidRange,SecondChanceCorner3Frequency,FTDefRebounds,Travels,3pt And 1 Free Throw Trips,DefensiveGoaltends,DefFTReboundPct,FTOffRebounds,OffFTReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Clear Path Fouls,Defensive 3 Seconds Violations,Fg3aBlocked,Charge Fouls Drawn,FG3APctBlocked,Arc3PctBlocked,BlockedCorner3,on,Corner3PctBlocked,Transition Take Fouls,3SecondViolations
1627750,1610612743,Jamal Murray,Jamal Murray,1627750,DEN,31692.0,528.0,92.0,1050,1041,281,219.0,110.0,2091,27.0,50.0,4.0,10.0,4.0,8.0,36.0,74.0,29.0,53.0,4.0,6.0,1.0,2.0,30.0,92.0,1.0,4.0,10.0,29.0,92.0,177.0,34.0,98.0,46.0,332.0,1174.0,7.0,18.0,1.0,4.0,3.0,20.0,18.0,38.0,11.0,31.0,23.0,92.0,58.0,126.0,54.0,48.0,4.0,92.0,30.0,15.0,65.0,31.0,96.0,23.0,8.0,31.0,30.0,4.0,223.0,4.0,9.0,33.0,27.0,60.0,13.0,73.0,7.0,18.0,13.0,5.0,22.0,1.0,17.0,9.0,1.0,5.0,2.0,31.0,1.0,11.0,11.0,22.0,1.0,2.0,3.0,50.0,1.0,2.0,50.0,5.0,4.0,13.0,1.0,11.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,90.0,276,1.0,9.0,0.31521739130434784,0.32222222222222224,0.5294117647058824,0.3469387755102041,0.25,0.3548387096774194,0.3469387755102041,0.519774011299435,0.3888888888888889,0.47368421052631576,0.52,0.38636363636363635,0.5,0.5559322033898305,0.43478260869565216,0.5609756097560976,0.3563636363636364,0.0847457627118644,0.12,0.10810810810810811,0.018867924528301886,27.394957983193276,0.7096774193548387,0.09152542372881356,0.03169014084507042,0.16336633663366337,0.019138755980861243,0.12072434607645875,0.02636916835699797,0.06493506493506493,0.02040816326530612,0.016666666666666666,0.018292682926829267,0.022222222222222223,0.06521739130434782,0.0821917808219178,0.15789473684210525,0.12949640287769784,0.23809523809523808,0.0546875,0.25,0.18181818181818182,0.54,0.6136363636363636,0.4074074074074074,0.2690909090909091,0.4864864864864865,0.5454545454545454,0.3888888888888889,0.19272727272727272,0.5471698113207547,0.5576923076923077,0.13793103448275862,0.02181818181818182,0.6666666666666666,0.6666666666666666,1.0,0.33454545454545453,0.32608695652173914,0.32608695652173914,0.4666666666666667,0.45454545454545453,0.4,0.25,0.18181818181818182,0.25,1.0,0.11594202898550725,0.5,0.028985507246376812,0.5,0.42028985507246375,0.3448275862068966,0.5381818181818182,0.32608695652173914,0.48287200000000036,0.5046166666666667,0.4472231884057971,0.04929577464788732,0.07027027027027027,0.010101010101010102,0.060240963855421686,0.27710843373493976,9.345197740112996,26.052040816326528,0.26761904761904765,,,,,,,,,,,,,,,,,,,,,,True,,,
1628971,1610612743,Bruce Brown,Bruce Brown,1628971,DEN,14977.0,250.0,13.0,483,494,154,122.0,52.0,977,21.0,28.0,3.0,4.0,6.0,6.0,11.0,27.0,1.0,2.0,1.0,7.0,,3.0,5.0,18.0,1.0,2.0,2.0,5.0,33.0,57.0,6.0,25.0,25.0,109.0,549.0,6.0,8.0,1.0,4.0,2.0,17.0,11.0,16.0,2.0,8.0,13.0,41.0,26.0,40.0,12.0,6.0,10.0,16.0,5.0,7.0,6.0,12.0,18.0,10.0,2.0,4.0,1.0,1.0,48.0,6.0,4.0,13.0,13.0,26.0,10.0,36.0,1.0,8.0,4.0,4.0,11.0,,6.0,2.0,2.0,5.0,,13.0,1.0,6.0,12.0,23.0,,4.0,,21.0,,1.0,31.0,3.0,,13.0,,4.0,4.0,1.0,1.0,1.0,2.0,5.0,3.0,39.0,150,2.0,3.0,0.3939393939393939,0.4642857142857143,0.6666666666666666,0.24,0.25,0.25,0.2608695652173913,0.5789473684210527,0.75,0.6875,0.5121951219512195,0.625,0.5833333333333334,0.5677083333333334,0.6538461538461539,0.640625,0.3048780487804878,0.12280701754385964,0.07142857142857142,0.18518518518518517,,20.0,0.8461538461538461,0.1015625,0.031746031746031744,0.12264150943396226,0.06521739130434782,0.1111111111111111,0.045871559633027525,0.06060606060606061,0.014285714285714285,0.043478260869565216,0.07462686567164178,0.04,0.0967741935483871,0.07142857142857142,0.18518518518518517,0.10294117647058823,0.15789473684210525,0.029411764705882353,0.6,0.34146341463414637,0.75,0.8076923076923077,0.3333333333333333,0.32926829268292684,0.4074074074074074,0.5,0.5454545454545454,0.024390243902439025,0.5,0.5,,0.08536585365853659,0.14285714285714285,0.14285714285714285,1.0,0.21951219512195122,0.2777777777777778,0.2777777777777778,0.6,0.3333333333333333,0.75,,0.16666666666666666,0.5,1.0,0.25,1.0,0.125,,0.20833333333333334,0.4,0.6463414634146342,0.3125,0.5260581249999999,0.49109375,0.5133113636363636,0.14130434782608695,0.19402985074626866,,0.1559633027522936,0.3761467889908257,4.642105263157895,28.048,0.3188405797101449,2.0,2.0,1.0,0.16666666666666666,,,,,,,,,,,,,,,,,,True,,,
1629008,1610612743,Michael Porter Jr.,Michael Porter Jr.,1629008,DEN,31127.0,519.0,68.0,1032,1024,245,186.0,112.0,2056,29.0,39.0,4.0,9.0,8.0,11.0,7.0,22.0,6.0,25.0,8.0,31.0,4.0,11.0,26.0,75.0,2.0,5.0,5.0,13.0,42.0,86.0,34.0,106.0,23.0,209.0,1176.0,4.0,15.0,2.0,10.0,,14.0,9.0,20.0,9.0,24.0,6.0,51.0,60.0,24.0,99.0,3.0,4.0,75.0,26.0,7.0,14.0,9.0,23.0,5.0,4.0,7.0,6.0,1.0,55.0,4.0,11.0,37.0,59.0,104.0,15.0,119.0,1.0,8.0,7.0,1.0,4.0,,3.0,2.0,,1.0,,6.0,2.0,1.0,15.0,32.0,1.0,2.0,,21.0,1.0,,29.0,3.0,,15.0,2.0,,11.0,,,4.0,6.0,11.0,9.0,51.0,244,1.0,,0.7142857142857143,0.75,0.9705882352941176,0.32075471698113206,0.2,0.375,0.32075471698113206,0.4883720930232558,0.26666666666666666,0.45,0.484375,0.28,0.5113636363636364,0.5122549019607843,0.28,0.5425531914893617,0.5520833333333334,0.08139534883720931,0.10256410256410256,0.13636363636363635,,17.94871794871795,0.6666666666666666,0.2,0.040740740740740744,0.2,0.01834862385321101,0.2,0.030737704918032786,0.038461538461538464,0.045112781954887216,0.03389830508474576,0.018072289156626505,0.019230769230769232,0.13253012048192772,0.18064516129032257,0.3508771929824561,0.2459016393442623,0.1111111111111111,0.009259259259259259,0.8181818181818182,0.203125,0.7435897435897436,0.8285714285714286,0.7931034482758621,0.11458333333333333,0.3181818181818182,0.3684210526315789,0.5714285714285714,0.13020833333333334,0.24,0.24,0.5,0.16145833333333334,0.25806451612903225,0.25806451612903225,1.0,0.390625,0.3466666666666667,0.3466666666666667,0.9615384615384616,0.36,0.4444444444444444,0.25,0.2,0.4,1.0,0.25,0.7272727272727273,0.25,0.36363636363636365,0.29545454545454547,0.38461538461538464,0.7552083333333334,0.3466666666666667,0.5329007812500001,0.5283275,0.54725,0.08333333333333333,0.15306122448979592,0.018867924528301886,0.06698564593301436,0.24401913875598086,8.411627906976744,25.154716981132076,0.2374031007751938,5.0,,1.0,0.2,8.0,1.0,2.0,2.0,0.4444444444444444,,,,,,,,,,,,,True,,,
203484,1610612743,Kentavious Caldwell-Pope,Kentavious Caldwell-Pope,203484,DEN,40240.0,671.0,82.0,1323,1327,355,271.0,142.0,2650,16.0,26.0,2.0,4.0,2.0,4.0,8.0,21.0,15.0,23.0,14.0,30.0,4.0,9.0,21.0,62.0,2.0,4.0,3.0,14.0,39.0,70.0,35.0,92.0,29.0,212.0,1500.0,2.0,9.0,2.0,4.0,2.0,12.0,7.0,15.0,7.0,23.0,20.0,55.0,66.0,12.0,99.0,6.0,2.0,62.0,21.0,5.0,23.0,8.0,31.0,2.0,6.0,9.0,13.0,1.0,70.0,7.0,6.0,23.0,27.0,51.0,14.0,65.0,,26.0,16.0,10.0,8.0,,3.0,7.0,,5.0,1.0,15.0,1.0,1.0,21.0,48.0,2.0,1.0,3.0,39.0,3.0,9.0,35.0,2.0,,11.0,2.0,6.0,13.0,,,2.0,10.0,13.0,5.0,51.0,350,6.0,2.0,0.8461538461538461,0.868421052631579,0.9428571428571428,0.3804347826086957,0.5,0.30434782608695654,0.3804347826086957,0.5571428571428572,0.2222222222222222,0.4666666666666667,0.5648148148148148,0.38461538461538464,0.4605263157894737,0.5955056179775281,0.4,0.5729166666666666,0.5679012345679012,0.07142857142857142,0.11538461538461539,0.09523809523809523,,12.81708945260347,0.5333333333333333,0.072,0.017191977077363897,0.09090909090909091,0.026615969581749048,0.07961783439490445,0.021241830065359478,0.031578947368421054,0.01092896174863388,0.014084507042253521,0.03482587064676617,,0.05714285714285714,0.08629441624365482,0.0547945205479452,0.07100591715976332,0.13095238095238096,,0.38461538461538464,0.16049382716049382,0.6153846153846154,0.6956521739130435,0.875,0.12962962962962962,0.38095238095238093,0.42105263157894735,0.875,0.1419753086419753,0.6521739130434783,0.6521739130434783,0.8,0.18518518518518517,0.4666666666666667,0.4666666666666667,1.0,0.38271604938271603,0.3387096774193548,0.3387096774193548,0.9047619047619048,0.3076923076923077,0.5,0.5,0.3076923076923077,0.5,1.0,0.10526315789473684,0.5,0.23684210526315788,0.4444444444444444,0.3684210526315789,0.21428571428571427,0.7283950617283951,0.3387096774193548,0.5330478395061727,0.48869375000000004,0.5298184210526315,0.0755813953488372,0.13924050632911392,0.021505376344086023,0.05660377358490566,0.25943396226415094,9.081428571428571,24.936956521739138,0.26832955404383974,,,1.0,,1.0,,1.0,,0.05,1.0,0.038461538461538464,,,,,,,,,,,True,,,
203932,1610612743,Aaron Gordon,Aaron Gordon,203932,DEN,32988.0,550.0,114.0,1077,1088,276,195.0,117.0,2165,49.0,72.0,9.0,16.0,13.0,16.0,10.0,32.0,3.0,9.0,7.0,17.0,3.0,4.0,7.0,18.0,1.0,1.0,2.0,6.0,62.0,113.0,14.0,35.0,35.0,201.0,1195.0,11.0,19.0,4.0,4.0,4.0,38.0,14.0,23.0,5.0,10.0,8.0,51.0,82.0,42.0,42.0,,16.0,17.0,7.0,17.0,25.0,17.0,42.0,16.0,1.0,16.0,4.0,5.0,101.0,7.0,26.0,29.0,23.0,52.0,33.0,85.0,1.0,8.0,6.0,2.0,4.0,3.0,4.0,9.0,2.0,,,13.0,1.0,2.0,22.0,39.0,3.0,3.0,1.0,46.0,3.0,2.0,55.0,3.0,,24.0,,5.0,6.0,1.0,1.0,2.0,4.0,7.0,5.0,51.0,271,3.0,5.0,0.6612903225806451,0.7592592592592593,1.0,0.4,1.0,0.5,0.4117647058823529,0.5486725663716814,0.5789473684210527,0.6086956521739131,0.5608108108108109,0.7391304347826086,0.6515151515151515,0.5775862068965517,0.7307692307692307,0.6375,0.23648648648648649,0.1504424778761062,0.1388888888888889,0.21875,,15.26530612244898,0.3076923076923077,0.071875,0.08873720136518772,0.13744075829383887,0.03286384976525822,0.09792843691148775,0.06521739130434782,0.06578947368421052,0.12422360248447205,0.017857142857142856,0.024242424242424242,0.0625,0.11702127659574468,0.05421686746987952,0.05,0.1527777777777778,0.1044776119402985,0.018518518518518517,0.7142857142857143,0.4864864864864865,0.6805555555555556,0.7903225806451613,0.6938775510204082,0.21621621621621623,0.3125,0.4,0.4,0.060810810810810814,0.3333333333333333,0.3333333333333333,1.0,0.11486486486486487,0.4117647058823529,0.4117647058823529,1.0,0.12162162162162163,0.3888888888888889,0.3888888888888889,1.0,0.6956521739130435,0.5625,0.1111111111111111,0.043478260869565216,1.0,1.0,0.48484848484848486,0.8125,0.12121212121212122,0.75,0.18181818181818182,0.3333333333333333,0.722972972972973,0.4117647058823529,0.5685159863945577,0.57412,0.5782296875,0.14201183431952663,0.1791044776119403,,0.1890547263681592,0.2537313432835821,4.646902654867257,25.49142857142857,0.2562674094707521,3.0,1.0,,0.13043478260869565,,,,,,,,3.0,1.0,1.0,,,,,,,,True,,,
203999,1610612743,Nikola Jokic,Nikola Jokic,203999,DEN,36663.0,611.0,85.0,1218,1206,329,232.0,130.0,2424,56.0,75.0,15.0,24.0,11.0,16.0,85.0,160.0,9.0,24.0,,,,,28.0,59.0,3.0,6.0,7.0,11.0,150.0,259.0,28.0,59.0,82.0,466.0,1376.0,22.0,39.0,3.0,6.0,16.0,69.0,36.0,68.0,7.0,11.0,37.0,130.0,162.0,138.0,66.0,18.0,36.0,58.0,28.0,10.0,101.0,50.0,151.0,35.0,15.0,58.0,27.0,16.0,352.0,12.0,37.0,53.0,102.0,161.0,49.0,210.0,13.0,16.0,8.0,8.0,29.0,5.0,20.0,22.0,2.0,9.0,,51.0,5.0,12.0,27.0,48.0,2.0,3.0,8.0,92.0,8.0,1.0,102.0,12.0,,39.0,2.0,16.0,18.0,,,7.0,11.0,18.0,10.0,129.0,325,3.0,13.0,0.54,0.6136363636363636,0.7857142857142857,0.4745762711864407,0.5,0.6363636363636364,0.4827586206896552,0.5791505791505791,0.5641025641025641,0.5294117647058824,0.6037735849056604,0.5888888888888889,0.5886075949367089,0.6418732782369146,0.6388888888888888,0.65,0.18553459119496854,0.03861003861003861,0.06666666666666667,0.03125,,29.941860465116278,0.5686274509803921,0.2982456140350877,0.115625,0.2324561403508772,0.04979253112033195,0.2719298245614035,0.0873440285204991,0.1797752808988764,0.09523809523809523,0.07936507936507936,0.04395604395604396,0.06779661016949153,0.3125,0.32571428571428573,0.2112676056338028,0.23225806451612904,0.2328767123287671,0.10236220472440945,0.5555555555555556,0.2358490566037736,0.7466666666666667,0.8,0.5178571428571429,0.5031446540880503,0.53125,0.5483870967741935,0.5411764705882353,0.07547169811320754,0.375,0.375,0.6666666666666666,,,,,0.18553459119496854,0.4745762711864407,0.4745762711864407,0.7857142857142857,0.5333333333333333,0.625,0.06666666666666667,0.13333333333333333,0.5,0.6666666666666666,0.20253164556962025,0.6875,,,0.13924050632911392,0.6363636363636364,0.42138364779874216,0.4827586206896552,0.46935630914826504,0.47897647058823517,0.44557499999999994,0.11815561959654179,0.13636363636363635,0.03278688524590164,0.148068669527897,0.27896995708154504,6.576447876447875,26.589830508474577,0.27011494252873564,,1.0,,,6.0,3.0,,,0.375,,,,,,1.0,1.0,,,,,,True,,,
1631128,1610612743,Christian Braun,Christian Braun,1631128,DEN,4443.0,74.0,-10.0,141,152,60,38.0,17.0,293,3.0,5.0,2.0,3.0,2.0,2.0,,1.0,,,,1.0,,1.0,1.0,3.0,,,,1.0,3.0,6.0,1.0,4.0,5.0,14.0,162.0,2.0,3.0,,,,4.0,2.0,2.0,,2.0,2.0,6.0,4.0,2.0,3.0,,2.0,2.0,1.0,,1.0,,1.0,,,,1.0,,2.0,1.0,3.0,3.0,5.0,8.0,4.0,12.0,,3.0,1.0,2.0,1.0,,,2.0,,1.0,1.0,3.0,,1.0,3.0,10.0,1.0,1.0,,6.0,1.0,,8.0,,,3.0,,1.0,,,,,,,,6.0,60,,1.0,0.6666666666666666,1.0,1.0,0.25,,,0.3333333333333333,0.5,0.6666666666666666,1.0,0.45,0.6666666666666666,0.5,0.5,0.6666666666666666,0.5,0.4,,,,,10.559006211180124,0.3333333333333333,0.10416666666666667,0.09090909090909091,0.10344827586206896,0.047619047619047616,0.1038961038961039,0.07407407407407407,,0.15789473684210525,,0.07142857142857142,,,0.11428571428571428,0.14285714285714285,0.11764705882352941,0.08333333333333333,,,0.5,0.6,0.6,0.6666666666666666,0.1,,,,,,,,0.1,,,,0.3,0.3333333333333333,0.5,1.0,1.0,0.6666666666666666,0.5,,,,0.5,1.0,0.25,,0.25,,0.9,0.5,0.48942777777777774,0.5740000000000001,0.5082333333333333,0.23076923076923078,0.3333333333333333,,0.2857142857142857,0.42857142857142855,3.4166666666666665,35.175,0.425531914893617,,1.0,,,,,,,,,,,,,,,1.0,1.0,0.25,0.3333333333333333,,True,,,
201145,1610612743,Jeff Green,Jeff Green,201145,DEN,8956.0,149.0,-42.0,288,299,72,89.0,29.0,587,8.0,9.0,,,,1.0,1.0,6.0,,,2.0,7.0,1.0,1.0,2.0,5.0,,,,1.0,9.0,15.0,4.0,12.0,6.0,36.0,368.0,,3.0,,,2.0,2.0,,2.0,1.0,2.0,4.0,7.0,18.0,,12.0,,,5.0,2.0,,3.0,3.0,6.0,2.0,1.0,3.0,,,15.0,1.0,1.0,4.0,6.0,10.0,2.0,12.0,1.0,3.0,2.0,1.0,1.0,,,4.0,,1.0,,5.0,,1.0,10.0,21.0,,2.0,2.0,12.0,3.0,2.0,6.0,,,1.0,,2.0,3.0,1.0,,2.0,1.0,4.0,2.0,7.0,71,3.0,2.0,1.0,1.0,1.0,0.3333333333333333,,0.5,0.3333333333333333,0.6,,,0.5555555555555556,,0.375,0.6,0.25,0.5833333333333334,0.4444444444444444,,,,,10.903426791277258,0.2,0.08450704225352113,0.014492753623188406,0.08163265306122448,0.017241379310344827,0.08333333333333333,0.015748031496062992,,0.030303030303030304,,0.021739130434782608,,0.16666666666666666,0.075,,0.06666666666666667,0.10526315789473684,0.07142857142857142,0.5,0.3333333333333333,0.8888888888888888,0.8888888888888888,1.0,0.2222222222222222,0.16666666666666666,0.16666666666666666,1.0,,,,,0.25925925925925924,0.2857142857142857,0.2857142857142857,1.0,0.18518518518518517,0.4,0.4,1.0,,,,,,,0.25,,0.25,1.0,0.25,,0.7777777777777778,0.4,0.5628166666666666,0.39405,0.5752625,0.03571428571428571,0.0625,,0.05555555555555555,0.19444444444444445,3.773333333333333,24.25,0.25,,,,,,2.0,,,,,,,,,,,,2.0,,,1.0,True,,,
201599,1610612743,DeAndre Jordan,DeAndre Jordan,201599,DEN,79.0,1.0,5.0,2,3,2,3.0,1.0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,True,,,
202704,1610612743,Reggie Jackson,Reggie Jackson,202704,DEN,35.0,1.0,3.0,1,1,1,,,2,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,1.0,1.0,,3.0,,,,,,,,,,1.0,1.0,,3.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1,,,,,1.0,1.0,,1.0,1.0,,,,1.5,,1.5,1.5,,1.5,1.0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,1.0,,0.55335,,0.55335,,,,,1.0,,23.7,1.0,,,,,,,,,,,,,,,,,,,,,,True,,,
