EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,Transition Take Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,NonShootingPenaltyNonTakeFouls,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,FTDefRebounds,Travels,Charge Fouls,RecoveredBlocks,AtRimPctBlocked,LongMidRangePctBlocked,DefFTReboundPct,BlocksRecoveredPct,SecondChanceAtRimPctAssisted,Charge Fouls Drawn,Technical Free Throw Trips,DefensiveGoaltends,OffAtRimReboundPct,SecondChanceCorner3FGM,StepOutOfBoundsTurnovers,Blocked3s,BlockedArc3,BlockedLongMidRange,OffCorner3ReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedCorner3,3SecondViolations,Defensive 3 Seconds Violations,HeaveAttempts,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,HeaveMakes,on,Clear Path Fouls,FTOffRebounds,OffFTReboundPct,OffensiveGoaltends
1626156,1610612747,D'Angelo Russell,D'Angelo Russell,1626156,LAL,22878.0,381,10.0,783,781,140.0,76,79,1564,8.0,14.0,1.0,1.0,24.0,40.0,14.0,31.0,4.0,13.0,1.0,1.0,2.0,20.0,54.0,3.0,5.0,3.0,8.0,46.0,85,24.0,67.0,17.0,181.0,904,4.0,7.0,3.0,6.0,2.0,19.0,7.0,15.0,4.0,10.0,5.0,31.0,26.0,66.0,63.0,9.0,4.0,54.0,20.0,2.0,37.0,17.0,54.0,13.0,4.0,18.0,11.0,8.0,125.0,2.0,6.0,17.0,10.0,27.0,8.0,35,2.0,9.0,7.0,2.0,16.0,5.0,10.0,7.0,1.0,6.0,23.0,1.0,6.0,12.0,26.0,2.0,1.0,1.0,29.0,1.0,2.0,22.0,1.0,1.0,10.0,1.0,1.0,5.0,3.0,2.0,5.0,31.0,139.0,1.0,0.2826086956521739,0.29545454545454547,0.875,0.3582089552238806,0.5,0.4,0.3582089552238806,0.5411764705882353,0.5714285714285714,0.4666666666666667,0.5394736842105263,0.6538461538461539,0.52,0.558641975308642,0.6785714285714286,0.5535714285714286,0.4407894736842105,0.023529411764705882,0.05,21.239954075774968,0.6956521739130435,0.04878048780487805,0.0297029702970297,0.08374384236453201,0.013793103448275862,0.0661764705882353,0.023054755043227664,0.02912621359223301,0.075,0.01834862385321101,0.08450704225352113,0.02912621359223301,0.03225806451612903,0.08024691358024691,0.0975609756097561,0.02531645569620253,0.09210526315789473,0.5714285714285714,0.5714285714285714,0.75,0.2631578947368421,0.6,0.631578947368421,0.25,0.20394736842105263,0.45161290322580644,0.45161290322580644,0.07142857142857142,0.08552631578947369,0.3076923076923077,0.3076923076923077,1.0,0.35526315789473684,0.37037037037037035,0.37037037037037035,0.85,0.07692307692307693,0.38461538461538464,0.6,1.0,0.04,1.0,0.08,0.5,0.32,0.375,0.5328947368421053,0.37037037037037035,0.49668717105263155,0.45048571428571427,0.47634,0.06832298136645963,0.10638297872340426,0.014925373134328358,0.10497237569060773,0.1712707182320442,11.269411764705882,25.698507462686567,0.17879948914431673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1627736,1610612747,Malik Beasley,Malik Beasley,1627736,LAL,2483.0,41,-26.0,86,84,18.0,11,6,170,1.0,1.0,,,,,,1.0,,,,,,3.0,13.0,1.0,2.0,,2.0,1.0,2,3.0,13.0,2.0,13.0,111,,,1.0,2.0,,3.0,,,,2.0,,,2.0,,6.0,3.0,,13.0,3.0,,,,,,,,,,,1.0,1.0,1.0,,1.0,2.0,3,,,,,1.0,,1.0,,,,1.0,1.0,,1.0,3.0,2.0,,,1.0,,,2.0,,,1.0,,,,,,,,18.0,,1.0,1.0,0.6666666666666666,0.23076923076923078,0.5,,0.23076923076923078,0.5,,,0.36666666666666664,0.75,,0.40625,0.75,,0.8666666666666667,,,17.708333333333336,1.0,,0.05555555555555555,0.0625,0.04,0.023809523809523808,0.046511627906976744,,0.16666666666666666,0.043478260869565216,,,,0.07142857142857142,,,0.06666666666666667,1.0,1.0,1.0,,,,,0.06666666666666667,,,,,,,,0.8666666666666667,0.23076923076923078,0.23076923076923078,0.6666666666666666,,1.0,0.5,,,,,,1.0,,0.9333333333333333,0.23076923076923078,0.51439,,0.46245,0.0625,0.3333333333333333,,0.23076923076923078,,11.1,25.569230769230767,0.20930232558139536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1628972,1610612747,Troy Brown Jr.,Troy Brown Jr.,1628972,LAL,3995.0,67,-26.0,133,137,33.0,29,13,270,4.0,5.0,,,,1.0,,,,3.0,,,1.0,,5.0,,1.0,,1.0,4.0,6,,8.0,,8.0,169,1.0,1.0,,1.0,,2.0,,1.0,,2.0,,,4.0,4.0,,,2.0,5.0,,,2.0,2.0,4.0,2.0,,2.0,,,10.0,,1.0,8.0,3.0,11.0,1.0,12,,2.0,2.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,1.0,,1.0,1.0,,33.0,,0.5,0.6666666666666666,,,,,,0.6666666666666666,1.0,,0.2857142857142857,0.5,,0.2857142857142857,0.5,,0.5714285714285714,,,9.523809523809524,,0.075,0.02702702702702703,0.24242424242424243,,0.1506849315068493,0.015384615384615385,,0.1111111111111111,,0.0625,0.05263157894736842,0.2,0.2857142857142857,0.16666666666666666,,0.35714285714285715,0.8,0.8,0.5,0.07142857142857142,,,,,,,,0.21428571428571427,,,,0.35714285714285715,,,,,0.5,,,,,0.3333333333333333,,0.3333333333333333,,0.9285714285714286,,0.5576615384615384,0.5803,0.5089166666666666,,,,0.25,,3.233333333333334,26.4375,0.24812030075187969,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1629060,1610612747,Rui Hachimura,Rui Hachimura,1629060,LAL,16259.0,271,-3.0,545,542,176.0,132,46,1087,17.0,24.0,7.0,11.0,6.0,19.0,4.0,13.0,2.0,6.0,,1.0,1.0,9.0,17.0,,2.0,2.0,7.0,27.0,56,11.0,23.0,18.0,105.0,621,5.0,7.0,,2.0,,10.0,12.0,19.0,3.0,8.0,6.0,39.0,42.0,12.0,33.0,,2.0,17.0,9.0,7.0,6.0,1.0,7.0,1.0,,4.0,2.0,,15.0,2.0,3.0,16.0,14.0,31.0,5.0,36,2.0,5.0,4.0,1.0,3.0,,1.0,5.0,1.0,2.0,8.0,,5.0,5.0,17.0,3.0,2.0,,16.0,1.0,1.0,20.0,,,10.0,,,4.0,3.0,1.0,4.0,39.0,174.0,,0.7777777777777778,0.8076923076923077,1.0,0.4782608695652174,,0.375,0.4782608695652174,0.48214285714285715,0.7142857142857143,0.631578947368421,0.5506329113924051,0.5555555555555556,0.6111111111111112,0.5898876404494382,0.5555555555555556,0.6290322580645161,0.2911392405063291,0.125,0.21052631578947367,16.2751677852349,0.375,0.0979020979020979,0.023255813953488372,0.12307692307692308,0.019417475728155338,0.10989010989010989,0.021551724137931036,0.05084745762711865,,0.023809523809523808,0.08,0.09859154929577464,0.13636363636363635,0.13541666666666666,0.08823529411764706,0.06060606060606061,0.3037974683544304,0.7083333333333334,0.7727272727272727,0.7647058823529411,0.24050632911392406,0.3157894736842105,0.4,0.6666666666666666,0.16455696202531644,0.3076923076923077,0.3333333333333333,1.0,0.0759493670886076,0.3333333333333333,0.3333333333333333,1.0,0.21518987341772153,0.5294117647058824,0.5294117647058824,1.0,,0.2222222222222222,,,0.4074074074074074,0.6363636363636364,0.037037037037037035,1.0,0.25925925925925924,0.2857142857142857,0.5949367088607594,0.5294117647058824,0.5168044303797469,0.53541875,0.518187037037037,0.11235955056179775,0.15151515151515152,,0.09523809523809523,0.37142857142857144,7.417857142857143,25.11304347826087,0.3229357798165138,3.0,3.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,2.0,0.08333333333333333,0.07692307692307693,0.08333333333333333,0.5,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,True,,,,
2544,1610612747,LeBron James,LeBron James,2544,LAL,37157.0,619,12.0,1259,1261,289.0,191,127,2520,74.0,101.0,13.0,14.0,33.0,60.0,12.0,28.0,5.0,6.0,,2.0,2.0,23.0,100.0,4.0,4.0,6.0,31.0,119.0,189,28.0,106.0,70.0,392.0,1430,14.0,19.0,4.0,4.0,6.0,46.0,19.0,31.0,8.0,33.0,25.0,87.0,104.0,134.0,66.0,18.0,16.0,100.0,23.0,8.0,58.0,46.0,104.0,32.0,14.0,34.0,16.0,8.0,254.0,8.0,17.0,68.0,53.0,133.0,25.0,158,8.0,17.0,14.0,3.0,28.0,7.0,19.0,12.0,3.0,9.0,40.0,1.0,8.0,15.0,28.0,2.0,,,71.0,4.0,2.0,92.0,9.0,,40.0,,9.0,18.0,9.0,9.0,18.0,87.0,285.0,9.0,0.4369747899159664,0.46846846846846846,0.7857142857142857,0.2641509433962264,1.0,0.24242424242424243,0.2641509433962264,0.6296296296296297,0.7368421052631579,0.6129032258064516,0.5457627118644067,0.8695652173913043,0.484375,0.5835820895522388,0.8518518518518519,0.5512820512820513,0.3593220338983051,0.042328042328042326,0.06666666666666667,26.728439059158948,0.7,0.16158536585365854,0.05362776025236593,0.21518987341772153,0.032520325203252036,0.18788819875776397,0.04440497335701599,0.039735099337748346,0.029850746268656716,0.041237113402061855,0.14814814814814814,0.16463414634146342,0.17857142857142858,0.20491803278688525,0.25,0.05925925925925926,0.3423728813559322,0.7326732673267327,0.7628865979381443,0.5405405405405406,0.2033898305084746,0.55,0.5892857142857143,0.15151515151515152,0.09491525423728814,0.42857142857142855,0.42857142857142855,0.5833333333333334,0.020338983050847456,0.8333333333333334,0.8333333333333334,0.8,0.3389830508474576,0.23,0.23,0.782608695652174,,0.17391304347826086,1.0,0.5,0.21875,0.9285714285714286,0.03125,1.0,0.484375,0.1935483870967742,0.7016949152542373,0.23,0.5168298305084746,0.5210764705882353,0.48704140625,0.12269938650306748,0.18181818181818182,,0.11734693877551021,0.22193877551020408,6.22063492063492,26.29433962264151,0.22954725972994441,10.0,14.0,2.0,0.6086956521739131,0.7142857142857143,12.0,1.0,,12.0,0.039603960396039604,,0.5454545454545454,0.6666666666666666,0.2,3.0,1.0,1.0,0.09090909090909091,,,,,,,,,,,,,,,,,True,,,,
1629020,1610612747,Jarred Vanderbilt,Jarred Vanderbilt,1629020,LAL,13217.0,220,-19.0,459,461,30.0,36,50,920,13.0,18.0,1.0,1.0,1.0,9.0,2.0,2.0,7.0,26.0,1.0,,1.0,,1.0,,,,1.0,16.0,29,7.0,27.0,14.0,67.0,514,4.0,9.0,1.0,1.0,5.0,16.0,1.0,1.0,,2.0,,2.0,24.0,8.0,21.0,,4.0,1.0,,2.0,6.0,5.0,11.0,5.0,,4.0,2.0,,27.0,7.0,10.0,12.0,6.0,21.0,17.0,38,3.0,10.0,7.0,3.0,4.0,1.0,4.0,8.0,1.0,,12.0,2.0,1.0,12.0,30.0,,2.0,,22.0,5.0,4.0,20.0,,,10.0,,,11.0,7.0,3.0,12.0,2.0,30.0,,0.75,0.8571428571428571,1.0,0.25925925925925924,1.0,,0.25925925925925924,0.5517241379310345,0.4444444444444444,1.0,0.4732142857142857,0.55,0.3333333333333333,0.5075757575757576,0.6153846153846154,0.3333333333333333,0.48214285714285715,0.06896551724137931,0.1111111111111111,15.175097276264593,0.3333333333333333,0.05042016806722689,0.08771929824561403,0.10344827586206896,0.0707070707070707,0.07659574468085106,0.07981220657276995,0.08,0.06666666666666667,0.08108108108108109,0.024390243902439025,0.04918032786885246,0.11764705882352941,0.11827956989247312,0.043478260869565216,0.1,0.32142857142857145,0.7222222222222222,0.7647058823529411,0.6923076923076923,0.16071428571428573,0.1111111111111111,0.125,1.0,0.03571428571428571,1.0,1.0,1.0,0.4642857142857143,0.2692307692307692,0.2692307692307692,1.0,0.017857142857142856,,,,0.1,,,,0.3333333333333333,1.0,0.3333333333333333,,0.3333333333333333,,0.8035714285714286,,0.5732294642857143,0.5112833333333333,0.46976666666666667,0.15151515151515152,0.2564102564102564,,0.23880597014925373,0.029850746268656716,4.23448275862069,23.588888888888885,0.06535947712418301,3.0,6.0,2.0,0.6,0.5,3.0,1.0,2.0,6.0,0.05555555555555555,,0.3333333333333333,0.5,0.3333333333333333,1.0,,,0.11764705882352941,1.0,1.0,1.0,1.0,1.0,0.04,1.0,1.0,,,,,,,,,True,,,,
203076,1610612747,Anthony Davis,Anthony Davis,203076,LAL,29954.0,499,41.0,1020,1019,248.0,145,105,2039,53.0,83.0,9.0,12.0,32.0,71.0,13.0,24.0,2.0,5.0,,,,2.0,7.0,,,1.0,1.0,98.0,178,4.0,12.0,66.0,274.0,1152,18.0,29.0,,,6.0,42.0,14.0,21.0,1.0,1.0,25.0,56.0,150.0,46.0,12.0,,26.0,7.0,2.0,12.0,22.0,12.0,34.0,9.0,3.0,13.0,7.0,2.0,80.0,8.0,22.0,65.0,76.0,145.0,30.0,175,1.0,17.0,12.0,5.0,12.0,3.0,5.0,17.0,4.0,7.0,29.0,,7.0,24.0,40.0,1.0,6.0,,65.0,10.0,1.0,80.0,4.0,,33.0,,9.0,38.0,16.0,21.0,42.0,56.0,244.0,9.0,0.7653061224489796,0.8823529411764706,1.0,0.3333333333333333,,1.0,0.3333333333333333,0.550561797752809,0.6206896551724138,0.6666666666666666,0.5473684210526316,0.6206896551724138,0.7045454545454546,0.6008771929824561,0.6176470588235294,0.7567567567567568,0.06315789473684211,0.06741573033707865,0.04225352112676056,22.56365232660228,0.41379310344827586,0.2814814814814815,0.08461538461538462,0.25096525096525096,0.0425531914893617,0.2665406427221172,0.06696428571428571,0.0859375,0.05555555555555555,0.04794520547945205,0.2696629213483146,0.3049645390070922,0.225,0.23383084577114427,0.3103448275862069,0.013157894736842105,0.4368421052631579,0.6385542168674698,0.7162162162162162,0.7547169811320755,0.3736842105263158,0.4507042253521127,0.47058823529411764,0.75,0.12631578947368421,0.5416666666666666,0.5416666666666666,0.8461538461538461,0.02631578947368421,0.4,0.4,1.0,0.03684210526315789,0.2857142857142857,0.2857142857142857,1.0,,,,,0.5454545454545454,0.75,,,0.045454545454545456,1.0,0.5,0.2857142857142857,0.5221707894736842,0.5822416666666667,0.5303249999999999,0.1506849315068493,0.15942028985507245,,0.15328467153284672,0.20437956204379562,6.58820224719101,25.100000000000005,0.24313725490196078,16.0,25.0,2.0,0.8620689655172413,0.64,4.0,1.0,1.0,28.0,0.10843373493975904,,0.2222222222222222,0.6666666666666666,0.25,1.0,,1.0,0.10256410256410256,,,4.0,3.0,1.0,0.023809523809523808,,,1.0,2.0,3.0,,,,,,True,,,,
203471,1610612747,Dennis Schroder,Dennis Schroder,203471,LAL,19990.0,333,23.0,668,674,209.0,132,67,1342,5.0,12.0,1.0,4.0,12.0,25.0,5.0,11.0,3.0,8.0,1.0,1.0,2.0,10.0,26.0,,,2.0,6.0,22.0,48,13.0,34.0,15.0,98.0,741,,1.0,1.0,1.0,1.0,4.0,9.0,19.0,3.0,8.0,12.0,39.0,4.0,40.0,33.0,6.0,,25.0,10.0,5.0,21.0,11.0,32.0,8.0,3.0,14.0,5.0,2.0,75.0,1.0,,10.0,12.0,22.0,1.0,23,,15.0,7.0,8.0,6.0,6.0,5.0,9.0,2.0,1.0,15.0,3.0,3.0,13.0,33.0,2.0,,,21.0,,7.0,20.0,,,6.0,,3.0,3.0,,3.0,3.0,35.0,205.0,1.0,0.09090909090909091,0.09090909090909091,0.8461538461538461,0.38235294117647056,1.0,0.375,0.3939393939393939,0.4583333333333333,,0.47368421052631576,0.5060975609756098,0.75,0.5,0.532967032967033,0.6666666666666666,0.5588235294117647,0.4146341463414634,0.10416666666666667,0.12,14.190093708165998,0.4,0.06857142857142857,,0.060240963855421686,0.007692307692307693,0.06451612903225806,0.0033112582781456954,,,0.009615384615384616,0.06,0.09090909090909091,0.02702702702702703,0.06349206349206349,0.05,,0.14634146341463414,0.4166666666666667,0.5,,0.3048780487804878,0.48,0.5454545454545454,0.08333333333333333,0.13414634146341464,0.45454545454545453,0.45454545454545453,0.2,0.0975609756097561,0.375,0.375,1.0,0.3170731707317073,0.38461538461538464,0.4,0.8,0.5,,,,0.14814814814814814,0.25,0.07407407407407407,0.5,0.2222222222222222,0.3333333333333333,0.5609756097560976,0.4,0.48654197530864196,0.46,0.459225,0.06818181818181818,0.1111111111111111,,0.04081632653061224,0.3979591836734694,8.781250000000002,25.905882352941177,0.312874251497006,,,3.0,,,,,,1.0,0.16666666666666666,,,0.3333333333333333,,,2.0,,,1.0,,,,,,1.0,1.0,,,,1.0,1.0,0.029411764705882353,0.038461538461538464,,True,,,,
1630559,1610612747,Austin Reaves,Austin Reaves,1630559,LAL,30464.0,508,55.0,1034,1032,226.0,152,114,2066,16.0,26.0,5.0,7.0,24.0,55.0,6.0,14.0,7.0,13.0,3.0,1.0,2.0,29.0,69.0,1.0,5.0,6.0,11.0,46.0,95,36.0,82.0,40.0,240.0,1144,8.0,14.0,4.0,8.0,,28.0,8.0,21.0,7.0,13.0,15.0,52.0,28.0,64.0,93.0,15.0,6.0,66.0,28.0,12.0,45.0,19.0,64.0,12.0,7.0,33.0,6.0,6.0,147.0,13.0,6.0,22.0,21.0,45.0,19.0,64,4.0,9.0,5.0,4.0,12.0,3.0,10.0,10.0,3.0,2.0,22.0,1.0,5.0,11.0,36.0,2.0,1.0,2.0,41.0,2.0,3.0,43.0,3.0,,14.0,,7.0,1.0,1.0,,2.0,50.0,222.0,6.0,0.30434782608695654,0.32558139534883723,0.8611111111111112,0.43902439024390244,0.5,0.5384615384615384,0.4375,0.4842105263157895,0.5714285714285714,0.38095238095238093,0.5649717514124294,0.6363636363636364,0.5441176470588235,0.6102564102564103,0.6363636363636364,0.6071428571428571,0.4632768361581921,0.12631578947368421,0.12727272727272726,18.642611683848795,0.5454545454545454,0.08015267175572519,0.022727272727272728,0.08148148148148149,0.06280193236714976,0.08082706766917293,0.040339702760084924,0.03816793893129771,,0.055900621118012424,0.07228915662650602,0.05343511450381679,0.16666666666666666,0.0825242718446602,0.078125,0.05063291139240506,0.14689265536723164,0.6153846153846154,0.7619047619047619,0.5,0.3107344632768362,0.43636363636363634,0.5,0.20833333333333334,0.07909604519774012,0.42857142857142855,0.42857142857142855,0.16666666666666666,0.07344632768361582,0.5384615384615384,0.5384615384615384,1.0,0.3898305084745763,0.42028985507246375,0.42028985507246375,0.8275862068965517,0.13636363636363635,0.22727272727272727,0.2,1.0,0.20588235294117646,0.7142857142857143,0.058823529411764705,0.5,0.3235294117647059,0.5454545454545454,0.6101694915254238,0.42424242424242425,0.4946448571428573,0.48048888888888885,0.48163750000000005,0.07446808510638298,0.1320754716981132,,0.11666666666666667,0.21666666666666667,8.470526315789472,26.83292682926829,0.218568665377176,5.0,5.0,3.0,0.22727272727272727,1.0,2.0,2.0,1.0,2.0,0.19230769230769232,,0.1,1.0,0.2,2.0,2.0,,0.0125,3.0,,1.0,1.0,,0.08695652173913043,1.0,1.0,,,,2.0,,,,1.0,True,,,,
1629022,1610612747,Lonnie Walker IV,Lonnie Walker IV,1629022,LAL,7392.0,123,,241,247,73.0,43,16,488,2.0,4.0,1.0,1.0,6.0,9.0,2.0,3.0,3.0,6.0,,2.0,3.0,5.0,13.0,,1.0,2.0,5.0,10.0,16,8.0,19.0,7.0,51.0,289,1.0,1.0,,1.0,,2.0,4.0,4.0,4.0,8.0,2.0,22.0,8.0,12.0,24.0,,,13.0,5.0,,4.0,4.0,8.0,3.0,1.0,2.0,,2.0,20.0,1.0,,5.0,2.0,7.0,1.0,8,,3.0,1.0,2.0,2.0,,2.0,2.0,,,4.0,,,6.0,15.0,1.0,,,5.0,,1.0,8.0,,,3.0,,1.0,1.0,,1.0,1.0,20.0,72.0,,0.4,0.4,1.0,0.42105263157894735,,0.5,0.42105263157894735,0.625,1.0,1.0,0.6285714285714286,0.5,0.8333333333333334,0.6538461538461539,0.5,0.8461538461538461,0.5428571428571428,,,16.731517509727627,0.5,0.03389830508474576,,0.09615384615384616,0.024390243902439025,0.06306306306306306,0.010638297872340425,,,0.029411764705882353,0.045454545454545456,,0.06666666666666667,0.11363636363636363,,,0.11428571428571428,0.5,0.5,,0.2571428571428571,0.6666666666666666,0.6666666666666666,0.5,0.08571428571428572,0.6666666666666666,0.6666666666666666,0.5,0.17142857142857143,0.5,0.5,1.0,0.37142857142857144,0.38461538461538464,0.38461538461538464,1.0,,0.5,,,0.08333333333333333,1.0,0.25,0.6666666666666666,0.4166666666666667,0.4,0.6571428571428571,0.38461538461538464,0.5025857142857143,0.4728,0.5198666666666667,0.07894736842105263,0.15789473684210525,,0.0392156862745098,0.43137254901960786,9.468749999999998,25.005263157894735,0.3029045643153527,,,1.0,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,True,,,,
