EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,OpponentPoints,Fouls,PenaltyOffPossExcludingTakeFouls,PenaltyOffPossPct,Arc3FGA,FG3A,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,FG3APct,Usage,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg3ptShotDistance,AtRimFGM,AtRimFGA,FG2M,FG2A,Points,PtsAssisted2s,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Avg2ptShotDistance,ShootingFouls,SecondChanceOffPoss,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,FG3M,FtPoints,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGM,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceTsPct,PenaltyTsPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,SecondChanceFG2M,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PtsUnassisted2s,PtsPutbacks,DefThreePtRebounds,FTDefRebounds,DefensiveGoaltends,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,DefFTReboundPct,DefThreePtReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,LongMidRangeFGM,LongMidRangeFGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3A,PenaltyFG3M,PtsUnassisted3s,ThreePtAssists,Arc3Assists,ShortMidRangeAssists,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,PenaltyTurnovers,2pt And 1 Free Throw Trips,Technical Free Throw Trips,PenaltyFg3Pct,LiveBallTurnoverPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceArc3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,Corner3Assists,SelfOReb,NonShootingPenaltyNonTakeFouls,DefAtRimReboundPct,SelfORebPct,LostBallSteals,Loose Ball Fouls,on,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,HeaveAttempts,Fg2aBlocked,Fg3aBlocked,LongMidRangeAssists,FTOffRebounds,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,SecondChanceTurnovers,Charge Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,SecondChanceFg3Pct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,OffFTReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,LongMidRangePctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,SecondChanceShotQualityAvg,HeaveMakes,Blocked3s,BlockedArc3,BlockedLongMidRange,Corner3PctBlocked,StepOutOfBoundsTurnovers,Clear Path Fouls,ThreePtShootingFoulsDrawn,BlockedCorner3,ThreePtShootingFoulsDrawnPct,Transition Take Fouls,Charge Fouls Drawn,3SecondViolations,OffensiveGoaltends,Defensive 3 Seconds Violations,Transition Take Fouls Drawn
1627759,1610612738,Jaylen Brown,Jaylen Brown,1627759,BOS,82.0,1,-5.0,3,4,1.0,1.0,7,7,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627763,1610612738,Malcolm Brogdon,Malcolm Brogdon,1627763,BOS,77.0,1,-3.0,2,3,,,5,5,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,50.0,0.5,0.5,1.0,1.0,1.0,0.55425,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628401,1610612738,Derrick White,Derrick White,1628401,BOS,77.0,1,-3.0,2,3,,,5,5,,,,,,,,,,,,,,,50.0,,,,,1.0,0.8026,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629057,1610612738,Robert Williams III,Robert Williams III,1629057,BOS,77.0,1,-3.0,2,3,,,5,5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203488,1610612738,Mike Muscala,Mike Muscala,203488,BOS,1274.0,21,11.0,45,48,23.0,30.0,93,54,1.0,23.0,0.5111111111111111,2.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,13.20754716981132,0.1111111111111111,0.06666666666666667,,0.5,1.0,0.520125,25.725,,,,,9.0,,,,,0.75,0.75,,,,,,1.0,6.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,6.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.75,0.25,0.2,0.15384615384615385,0.16666666666666666,0.5,0.18181818181818182,0.25,0.5,0.5,0.5,1.0,0.5,0.5,1.0,1.0,0.5,0.5415,0.2,1.0,0.3333333333333333,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628436,1610612738,Luke Kornet,Luke Kornet,1628436,BOS,1197.0,20,14.0,43,45,23.0,30.0,88,49,1.0,23.0,0.5348837209302325,,1.0,,,,,,1.0,4.0,7.0,0.14285714285714285,15.686274509803921,0.14285714285714285,0.23076923076923078,,,0.8571428571428571,0.6393928571428571,23.7,4.0,5.0,5.0,6.0,15.0,6.0,0.6,1.0,0.8333333333333334,0.9285714285714286,0.9375,0.7142857142857143,0.8,0.8,0.5,2.1333333333333333,,6.0,1.0,1.0,,,1.0,2.0,,4.0,,2.0,6.0,3.0,,3.0,,3.0,,,,2.0,2.0,,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.25,0.17647058823529413,,0.2,0.25,0.14285714285714285,1.0,1.0,1.0,,,,,,0.7032,,,0.26666666666666666,0.4,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.4,0.14285714285714285,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630202,1610612738,Payton Pritchard,Payton Pritchard,1630202,BOS,1197.0,20,14.0,43,45,23.0,30.0,88,49,1.0,23.0,0.5348837209302325,5.0,5.0,5.0,3.0,7.0,2.0,18.0,,1.0,1.0,0.3333333333333333,37.254901960784316,,0.07692307692307693,,0.3333333333333333,0.8,0.5616,28.3,6.0,7.0,7.0,10.0,26.0,4.0,0.2857142857142857,0.2857142857142857,0.7,0.7666666666666667,0.78125,0.4666666666666667,0.8571428571428571,0.8571428571428571,0.3333333333333333,6.57,1.0,6.0,,,,3.0,3.0,3.0,,,4.0,2.0,19.0,3.0,3.0,,,,2.0,2.0,3.0,2.0,4.0,1.0,1.0,19.0,,0.3333333333333333,0.6,0.6,,0.7916666666666666,,,,,,,,,,,0.6,0.6,0.3333333333333333,,0.6,0.5473499999999999,0.06666666666666667,0.1,,0.7307692307692307,,,3.0,4.0,,1.0,,,4.0,7.0,10.0,,1.0,,,,0.5714285714285714,,0.7727272727272727,,0.16666666666666666,,0.2,0.06666666666666667,,,,,,0.36363636363636365,0.75,1.0,2.0,1.0,3.0,4.0,1.0,3.0,6.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.75,0.3333333333333333,0.13333333333333333,0.5,0.5,1.0,0.36363636363636365,0.75,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630573,1610612738,Sam Hauser,Sam Hauser,1630573,BOS,1197.0,20,14.0,43,45,23.0,30.0,88,49,2.0,23.0,0.5348837209302325,5.0,5.0,5.0,,1.0,,3.0,2.0,2.0,4.0,0.7142857142857143,15.686274509803921,0.2857142857142857,0.15384615384615385,1.0,0.7142857142857143,0.7142857142857143,0.4648214285714286,26.580000000000002,,,1.0,2.0,7.0,,,,0.5,0.35714285714285715,0.4375,,,,,7.6,1.0,6.0,,,,1.0,1.0,2.0,,2.0,2.0,2.0,5.0,3.0,1.0,2.0,,2.0,,,,1.0,2.0,1.0,,5.0,,1.0,0.2,0.2,0.3333333333333333,0.8333333333333334,,0.16666666666666666,0.11764705882352941,,0.1,,,,,,0.2,0.2,1.0,,0.2,0.482325,0.125,0.3333333333333333,0.2857142857142857,0.7142857142857143,,,,,1.0,2.0,1.0,2.0,,,2.0,2.0,,,,0.5,,0.3333333333333333,0.75,,,0.5,,0.2857142857142857,0.5,0.5,,,,,,,,1.0,1.0,2.0,1.0,1.0,,1.0,,,1.0,1.0,,,,,,0.5,,,,,0.3333333333333333,1.0,0.5,1.0,1.0,1.0,0.5,0.2,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629684,1610612738,Grant Williams,Grant Williams,1629684,BOS,831.0,14,10.0,30,31,16.0,23.0,61,35,,16.0,0.5333333333333333,4.0,4.0,4.0,1.0,3.0,1.0,8.0,1.0,1.0,1.0,1.0,13.513513513513514,0.14285714285714285,0.125,,1.0,1.0,0.4873125,26.5,,,,,6.0,,,,,0.75,0.75,,,,,,,5.0,,,,2.0,2.0,,,,1.0,,,6.0,2.0,,,,1.0,1.0,1.0,,,,,,,1.0,0.5,0.5,,,,,,,,0.25,,,,,0.5,0.5,1.0,,0.5,0.4938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,1.0,,1.0,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630551,1610612738,Justin Champagnie,Justin Champagnie,1630551,BOS,361.0,6,6.0,12,13,6.0,6.0,25,12,1.0,6.0,0.5,1.0,2.0,1.0,,,,,,,,1.0,15.384615384615383,,,,0.5,1.0,0.511575,25.85,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
