EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3A,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PtsPutbacks,OffThreePtRebounds,BadPassSteals,ShootingFouls,Loose Ball Fouls Drawn,DefensiveGoaltends,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,AtRimPctBlocked,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChancePointsPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,HeaveAttempts,SecondChanceFg3Pct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3FGA,AtRimAssists,LongMidRangeAssists,Offensive Fouls,Charge Fouls Drawn,BlockedLongMidRange,RecoveredBlocks,OffLongMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,PenaltyCorner3Frequency,Fg3aBlocked,Loose Ball Fouls,BlockedAtRim,FG3APctBlocked,Arc3PctBlocked,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,PenaltyArc3Accuracy,FTOffRebounds,OffFTReboundPct,on,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,FTDefRebounds,DefFTReboundPct,SecondChanceCorner3FGM,PenaltyCorner3FGM,Charge Fouls,Offensive Fouls Drawn,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Blocked3s,BlockedArc3
1626181,1610612746,Norman Powell,Norman Powell,1626181,LAC,2608.0,43,-10.0,94,91,24.0,35,12.0,185,3.0,3.0,2.0,5.0,1.0,3.0,4.0,9.0,1.0,3.0,6.0,11.0,4.0,9.0,6.0,30.0,107,1.0,2.0,3.0,3.0,3.0,6.0,6.0,9.0,3.0,9.0,4.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,10.0,1.0,1.0,3.0,4.0,1.0,5.0,1.0,1.0,1.0,5.0,1.0,3.0,2.0,2.0,1.0,7.0,1.0,1.0,4.0,4.0,7.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,24.0,2.0,2.0,0.5,0.5,0.75,0.4444444444444444,0.4444444444444444,0.5454545454545454,0.6,0.6521739130434783,0.21428571428571427,0.45,0.09090909090909091,0.2,28.30188679245283,0.7142857142857143,0.13043478260869565,0.058823529411764705,0.08333333333333333,0.11428571428571428,0.02564102564102564,0.1,0.5,0.09090909090909091,0.09090909090909091,0.125,0.15,1.0,1.0,0.6666666666666666,0.25,0.4,0.5,0.15,0.3333333333333333,0.3333333333333333,1.0,0.45,0.4444444444444444,0.4444444444444444,0.75,1.0,0.6,0.6,0.4444444444444444,0.48112249999999984,0.50925,0.36677,0.09523809523809523,0.16666666666666666,0.1,9.2,27.122222222222224,0.2553191489361702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
1627826,1610612746,Ivica Zubac,Ivica Zubac,1627826,LAC,3703.0,62,-25.0,127,126,20.0,33,17.0,253,5.0,9.0,3.0,6.0,,,,,,,8.0,15.0,,,4.0,20.0,158,,5.0,,,6.0,12.0,4.0,,,,,2.0,,,,,,,,5.0,3.0,9.0,12.0,9.0,21.0,,2.0,1.0,5.0,,1.0,2.0,4.0,2.0,7.0,2.0,2.0,4.0,5.0,6.0,,3.0,,,,,6.0,20.0,1.0,,0.75,0.8571428571428571,,,,0.5333333333333333,0.5333333333333333,0.5555555555555556,0.6,,0.13333333333333333,,17.123287671232877,0.7142857142857143,0.28125,0.14285714285714285,0.2,0.2553191489361702,0.14754098360655737,0.15789473684210525,,0.25,0.2727272727272727,,0.6,0.5555555555555556,0.7142857142857143,0.8,0.4,0.5,0.5,,,,,,,,,,,0.6,,0.5340466666666667,0.60285,0.64146,0.16666666666666666,0.16666666666666666,0.3,3.8866666666666663,,0.15748031496062992,1.0,5.0,3.0,4.0,1.0,5.0,2.0,4.0,3.0,2.0,4.0,1.0,3.0,2.0,1.0,0.2,0.6,0.2,0.6,0.3333333333333333,0.2222222222222222,0.15384615384615385,0.2222222222222222,0.1111111111111111,0.25,0.35714285714285715,0.6666666666666666,1.0,0.2,0.8,0.75,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
1629611,1610612746,Terance Mann,Terance Mann,1629611,LAC,2286.0,38,-6.0,80,80,34.0,35,20.0,160,3.0,3.0,2.0,3.0,,,1.0,4.0,1.0,1.0,5.0,6.0,2.0,6.0,,16.0,100,2.0,3.0,1.0,,6.0,8.0,2.0,6.0,,3.0,1.0,,,2.0,2.0,2.0,,,6.0,1.0,2.0,1.0,3.0,4.0,7.0,,,,2.0,,1.0,,1.0,,2.0,,2.0,3.0,2.0,2.0,,1.0,,,,,6.0,33.0,,,0.8,0.8,1.0,0.3333333333333333,0.4,0.8333333333333334,0.6666666666666666,0.6153846153846154,0.6,0.5,,,15.0,1.0,0.05,0.047619047619047616,0.18181818181818182,0.0967741935483871,0.09090909090909091,0.06666666666666667,,0.09090909090909091,0.2,,0.25,1.0,1.0,1.0,0.25,0.6666666666666666,0.6666666666666666,,,,,0.3333333333333333,0.25,0.25,1.0,0.3333333333333333,0.25,0.75,0.3333333333333333,0.5515636363636365,0.6132,0.5772666666666667,0.07692307692307693,0.14285714285714285,0.375,4.933333333333333,28.86666666666667,0.425,1.0,1.0,2.0,2.0,1.0,1.0,,5.0,3.0,,3.0,,1.0,1.0,,1.0,1.0,0.8333333333333334,0.75,0.8333333333333334,,0.13043478260869565,,0.15789473684210525,,,0.5,0.3333333333333333,1.0,0.5,1.0,0.3125,1.0,2.0,1.0,1.0,1.0,1.0,0.5,0.16666666666666666,0.5,0.5,1.0,1.0,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
201566,1610612746,Russell Westbrook,Russell Westbrook,201566,LAC,4281.0,71,-6.0,146,144,20.0,34,17.0,290,4.0,7.0,3.0,14.0,,3.0,4.0,12.0,1.0,1.0,7.0,24.0,5.0,15.0,6.0,35.0,181,1.0,4.0,2.0,,4.0,2.0,12.0,12.0,3.0,12.0,4.0,2.0,10.0,7.0,17.0,7.0,,2.0,41.0,3.0,2.0,8.0,10.0,3.0,13.0,1.0,2.0,1.0,5.0,2.0,4.0,3.0,1.0,,8.0,,1.0,6.0,8.0,7.0,1.0,4.0,,4.0,3.0,4.0,4.0,19.0,,,0.14285714285714285,0.14285714285714285,0.8,0.3333333333333333,0.3333333333333333,0.2916666666666667,0.3717948717948718,0.4166666666666667,0.3333333333333333,0.38461538461538464,0.08333333333333333,0.14285714285714285,29.940119760479043,0.625,0.2222222222222222,0.08333333333333333,0.1,0.17857142857142858,0.045454545454545456,0.1,,0.3,0.058823529411764705,0.04,0.1794871794871795,0.5714285714285714,0.5714285714285714,,0.358974358974359,0.21428571428571427,0.25,0.07692307692307693,,,,0.3076923076923077,0.3333333333333333,0.3333333333333333,0.75,0.3333333333333333,0.16666666666666666,0.5641025641025641,0.3333333333333333,0.5244833333333333,0.499575,0.5964166666666667,0.09523809523809523,0.14814814814814814,0.11428571428571428,7.941666666666666,25.973333333333336,0.136986301369863,,1.0,1.0,3.0,,2.0,,3.0,2.0,,,1.0,2.0,,,,0.5,0.5,0.3333333333333333,0.5,,,,,,0.15384615384615385,0.3333333333333333,0.3333333333333333,,0.5,0.3333333333333333,0.08571428571428572,1.0,3.0,,1.0,1.0,,1.0,0.07692307692307693,0.3333333333333333,0.3333333333333333,1.0,,,1.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,3.0,0.14285714285714285,0.3333333333333333,0.75,0.16666666666666666,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
201587,1610612746,Nicolas Batum,Nicolas Batum,201587,LAC,5500.0,92,-28.0,189,188,45.0,59,30.0,377,1.0,1.0,1.0,1.0,,,6.0,10.0,2.0,3.0,2.0,2.0,6.0,17.0,,22.0,239,4.0,1.0,4.0,,2.0,2.0,2.0,18.0,,10.0,6.0,,3.0,3.0,6.0,2.0,1.0,1.0,15.0,,3.0,7.0,10.0,1.0,11.0,,2.0,1.0,2.0,,2.0,,,,2.0,,,10.0,1.0,,,,,2.0,1.0,2.0,2.0,44.0,1.0,,0.5,1.0,1.0,0.35294117647058826,0.35294117647058826,1.0,0.5789473684210527,0.5789473684210527,0.2,0.8947368421052632,,,9.459459459459458,1.0,0.15217391304347827,,0.125,0.14285714285714285,0.010869565217391304,,,0.16666666666666666,0.1,,0.05263157894736842,1.0,1.0,,0.05263157894736842,1.0,1.0,,,,,0.5263157894736842,0.6,0.6666666666666666,1.0,0.3333333333333333,0.6,0.9473684210526315,0.6,0.5261394736842104,0.47293,0.48199,,,0.09090909090909091,4.0,24.870588235294118,0.23809523809523808,1.0,1.0,,,2.0,2.0,,10.0,1.0,2.0,1.0,1.0,3.0,,,1.0,1.0,0.8333333333333334,0.2,0.8333333333333334,,0.023255813953488372,,,0.1,0.16666666666666666,1.0,0.16666666666666666,1.0,,,0.45454545454545453,,7.0,2.0,2.0,2.0,,0.5,0.3684210526315789,,,,,0.3333333333333333,1.0,1.0,1.0,2.0,,,,,2.0,,0.25,1.0,0.2,1.0,1.0,1.0,0.058823529411764705,0.1,,,,,,,True,,,,,,,,,,,,,,,,,
202694,1610612746,Marcus Morris Sr.,Marcus Morris Sr.,202694,LAC,249.0,4,-6.0,10,9,5.0,5,3.0,19,,,1.0,1.0,,1.0,,2.0,,1.0,1.0,2.0,,2.0,,2.0,11,,1.0,1.0,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,0.5,0.25,0.25,,0.5,,,33.333333333333336,,,,,,,,,,,,,,,,0.25,1.0,1.0,0.25,,,,0.5,,,,,0.5,0.5,,0.4465,,0.396725,,,,16.85,25.8,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
201569,1610612746,Eric Gordon,Eric Gordon,201569,LAC,3625.0,60,-31.0,126,126,23.0,36,15.0,252,1.0,2.0,3.0,4.0,1.0,2.0,6.0,12.0,4.0,4.0,5.0,8.0,6.0,12.0,3.0,31.0,161,4.0,,4.0,2.0,8.0,6.0,4.0,18.0,,12.0,6.0,,3.0,1.0,4.0,1.0,,2.0,9.0,,1.0,1.0,2.0,1.0,3.0,,2.0,,2.0,,1.0,,1.0,,2.0,,,6.0,3.0,4.0,,1.0,1.0,,,,6.0,22.0,2.0,,0.6,0.6,1.0,0.5,0.5,0.625,0.7,0.7045454545454546,0.8,0.6,,,16.783216783216783,1.0,0.03333333333333333,,0.06666666666666667,0.044444444444444446,0.01694915254237288,,,,0.09090909090909091,,0.1,0.5,0.5,1.0,0.2,0.75,0.75,0.1,0.5,0.5,1.0,0.6,0.5,0.5,1.0,1.0,1.0,0.7,0.5,0.49107,0.47175,0.50745,0.047619047619047616,0.1111111111111111,0.25806451612903225,9.5375,28.09166666666667,0.18253968253968253,,,,,,,,6.0,,,1.0,2.0,3.0,,,,,0.75,0.75,0.75,,0.041666666666666664,,0.058823529411764705,,0.07692307692307693,0.3333333333333333,,,,,0.1935483870967742,,,,2.0,2.0,,0.5,,,,,,,0.5,1.0,,1.0,,,,,,,,,,,,,,,2.0,2.0,0.5,0.5,,,True,,,,,,,,,,,,,,,,,
202695,1610612746,Kawhi Leonard,Kawhi Leonard,202695,LAC,2423.0,40,-25.0,81,83,21.0,23,11.0,164,,2.0,8.0,14.0,1.0,3.0,,2.0,,,9.0,19.0,,2.0,6.0,24.0,115,,4.0,,2.0,4.0,6.0,12.0,,,2.0,,,2.0,5.0,7.0,5.0,,,19.0,,4.0,,4.0,2.0,6.0,,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,,1.0,3.0,7.0,7.0,1.0,4.0,,1.0,1.0,1.0,4.0,20.0,1.0,,0.3333333333333333,0.3333333333333333,,,,0.47368421052631576,0.42857142857142855,0.5,0.4,0.09523809523809523,,,29.47368421052632,0.5,,,0.5,0.14814814814814814,0.047619047619047616,,,,0.4,,0.09523809523809523,,,,0.6666666666666666,0.5714285714285714,0.5714285714285714,0.14285714285714285,0.3333333333333333,0.3333333333333333,1.0,0.09523809523809523,,,,,,0.19047619047619047,,0.4721261904761905,,0.403175,0.16666666666666666,0.18181818181818182,0.16666666666666666,10.352631578947367,26.6,0.25925925925925924,,,,,,1.0,,,1.0,,2.0,,1.0,,,,0.25,,0.25,,,0.13333333333333333,,0.1,0.2,,0.25,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,0.6666666666666666,1.0,,,2.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,
1630538,1610612746,Bones Hyland,Bones Hyland,1630538,LAC,1085.0,18,,35,34,13.0,12,12.0,69,1.0,1.0,1.0,6.0,1.0,1.0,1.0,6.0,1.0,1.0,3.0,8.0,1.0,6.0,,9.0,46,1.0,2.0,1.0,,,4.0,2.0,,3.0,6.0,1.0,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,1.0,,,1.0,,,,,,,,,,13.0,,,0.6666666666666666,0.6666666666666666,,0.16666666666666666,0.16666666666666666,0.375,0.32142857142857145,0.32142857142857145,,0.42857142857142855,,,31.25,1.0,,,,,,,,,,,0.07142857142857142,1.0,1.0,1.0,0.42857142857142855,0.16666666666666666,0.16666666666666666,0.07142857142857142,1.0,1.0,1.0,0.42857142857142855,0.16666666666666666,0.16666666666666666,,1.0,0.3333333333333333,0.5,0.16666666666666666,0.47321785714285713,,0.46715,,,,8.075,27.55,0.37142857142857144,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
203486,1610612746,Mason Plumlee,Mason Plumlee,203486,LAC,1740.0,29,-3.0,57,59,20.0,23,13.0,116,4.0,5.0,3.0,3.0,,,,,,,7.0,8.0,,,8.0,22.0,77,,2.0,,4.0,8.0,,14.0,,,,,,3.0,1.0,4.0,1.0,,1.0,9.0,4.0,1.0,3.0,4.0,8.0,12.0,,1.0,,1.0,,1.0,,,,1.0,,,5.0,8.0,9.0,3.0,5.0,1.0,,,,8.0,20.0,2.0,1.0,,,,,,0.875,0.875,1.0,1.0,,,,16.901408450704228,1.0,0.23076923076923078,0.3076923076923077,0.1111111111111111,0.18181818181818182,0.2413793103448276,0.3,,0.42857142857142855,0.1111111111111111,,0.625,0.8,0.8,,0.375,1.0,1.0,,,,,,,,,,,0.625,,0.48743749999999997,0.35225,0.39625,0.5,0.5,0.36363636363636365,3.7,,0.3508771929824561,3.0,3.0,2.0,2.0,4.0,4.0,5.0,13.0,2.0,8.0,3.0,1.0,1.0,3.0,,1.0,1.0,1.0,1.0,1.0833333333333333,,0.1875,,0.21428571428571427,,,,0.75,1.0,1.0,1.0,0.5909090909090909,,,,,,,,,,,,,,,,,2.0,,,,,,1.0,,,,,1.0,,,,,,,,1.0,0.5,True,,,,,,,,,,,,,,,,,
