EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGA,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,DeadBallTurnovers,Turnovers,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,TsPct,SecondChanceTsPct,PenaltyTsPct,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,SelfORebPct,ShortMidRangeFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGA,LongMidRangeFGA,Arc3FGA,FG3A,NonHeaveArc3FGA,Fg2aBlocked,BadPassOutOfBoundsTurnovers,ShootingFouls,FG3APct,FG2APctBlocked,AtRimPctBlocked,AtRimFrequency,LongMidRangeFrequency,Arc3Frequency,AtRimFG3AFrequency,Avg3ptShotDistance,SecondChanceAtRimFGA,Corner3FGA,Arc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG2A,PenaltyFG3M,PenaltyFG3A,PtsUnassisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Offensive Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,PenaltyEfgPct,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceAtRimFrequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyCorner3FGA,PtsAssisted3s,AtRimAssists,FTDefRebounds,Charge Fouls Drawn,Assisted3sPct,DefFTReboundPct,DefArc3ReboundPct,Arc3PctAssisted,PenaltyCorner3Frequency,LiveBallTurnovers,LostBallTurnovers,BlockedShortMidRange,LiveBallTurnoverPct,AtRimFGM,SecondChanceAtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,SecondChanceArc3FGM,SecondChanceArc3FGA,FG2M,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG2M,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Steals,BadPassSteals,LostBallSteals,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,DefShortMidRangeReboundPct,on,ShortMidRangeAssists,BadPassTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,RecoveredBlocks,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,Corner3Assists,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Charge Fouls,Blocked3s,BlockedArc3,ShortMidRangePctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,HeaveAttempts,FTOffRebounds,ThreePtShootingFoulsDrawn,OffFTReboundPct,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,BlockedCorner3,Technical Free Throw Trips,ThreePtShootingFoulsDrawnPct,Transition Take Fouls Drawn,DefensiveGoaltends,3SecondViolations
1628392,1610612752,Isaiah Hartenstein,Isaiah Hartenstein,1628392,NYK,942.0,16,-3,29,33,17,14,6.0,62,3.0,3.0,1.0,1.0,28,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,17,1.0,0.125,0.5,0.25,14.285714285714286,0.2,0.07142857142857142,0.4,0.16666666666666666,0.3,0.1,0.14285714285714285,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,0.412,0.4268,0.25,0.25,1.0,1.0,9.5,0.5862068965517241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628404,1610612752,Josh Hart,Josh Hart,1628404,NYK,516.0,9,-12,14,19,4,6,3.0,33,1.0,3.0,,,16,,,1.0,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,4,,,,,29.41176470588235,0.2,,,,0.14285714285714285,,,,0.25,,,0.25,0.4996625,0.3326,,,,,12.833333333333334,0.2857142857142857,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.3333333333333333,1.0,0.25,0.25,0.25,0.5,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628973,1610612752,Jalen Brunson,Jalen Brunson,1628973,NYK,91.0,2,4,4,5,4,4,,9,,,2.0,2.0,1,,,,2.0,2.0,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,,,,2.0,4,,1.0,,1.0,25.0,,,,,,,,,,,,,,,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630193,1610612752,Immanuel Quickley,Immanuel Quickley,1630193,NYK,553.0,9,4,16,20,9,7,3.0,36,2.0,3.0,2.0,5.0,12,,,1.0,2.0,5.0,,1.0,,3.0,,,,,,,,,,,,,,2.0,2.0,,,,,5.0,9,,0.4166666666666667,,0.8333333333333334,31.57894736842105,,,,,,,,,,,,0.4,0.50461,0.4455,,,,1.0,8.700000000000001,0.5625,1.0,,1.0,2.0,1.0,,,,0.4,,,0.2,,0.2,0.6,27.45,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.3,0.75,0.2,1.0,1.0,1.0,0.5,1.0,1.0,0.6404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630540,1610612752,Miles McBride,Miles McBride,1630540,NYK,1215.0,20,-9,39,45,22,20,6.0,84,,1.0,,3.0,36,,,,,,1.0,1.0,,2.0,,,1.0,,2.0,,2.0,,,,1.0,,,2.0,,,1.0,1.0,1.0,,22,1.0,0.375,,,8.88888888888889,,,0.14285714285714285,,0.06666666666666667,,,,,,,,0.4646125,0.500325,,,,,18.6,0.5641025641025641,,1.0,2.0,3.0,2.0,,,,0.75,,,,0.25,0.5,0.75,25.466666666666665,,1.0,1.0,,1.0,1.0,,,2.0,,1.0,,,,,,0.3333333333333333,,0.3333333333333333,0.375,,0.25,0.5,0.5,,0.5,,0.5,,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629628,1610612752,RJ Barrett,RJ Barrett,1629628,NYK,752.0,13,-4,23,24,8,8,5.0,47,3.0,4.0,2.0,2.0,25,,,1.0,,,,1.0,,3.0,,,1.0,,1.0,,1.0,,,1.0,1.0,,,1.0,2.0,1.0,1.0,,1.0,,8,,0.16666666666666666,,,24.999999999999996,,,0.25,,0.1111111111111111,,,,,,,0.6,0.44993,0.4485,0.16666666666666666,0.2,,,10.049999999999999,0.34782608695652173,,1.0,1.0,1.0,1.0,,,1.0,0.2,,,,0.2,0.2,0.2,25.6,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,0.4339,,,,,,,,0.3333333333333333,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630167,1610612752,Obi Toppin,Obi Toppin,1630167,NYK,1022.0,17,-11,32,35,16,13,6.0,67,1.0,4.0,,11.0,33,,7.0,2.0,,4.0,,,,,,2.0,,,,2.0,2.0,,,,1.0,,,,,,,,,4.0,16,,0.6875,1.1666666666666667,0.5,21.05263157894737,,0.13333333333333333,,,,0.08695652173913043,0.2857142857142857,,,,,0.125,0.5742,0.6120125,,,0.6363636363636364,0.36363636363636365,6.0,0.5,2.0,1.0,3.0,4.0,3.0,,,,0.5,,,0.25,0.125,0.375,0.75,25.0,1.0,1.0,1.0,,1.0,1.0,2.0,,2.0,,1.0,,,,,,0.25,,0.25,0.6875,0.5,0.125,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,,0.3333333333333333,0.5342,1.0,3.0,,,,1.0,,,1.0,0.25,,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,6.0,2.0,2.0,2.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.1666666666666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.25,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629656,1610612752,Quentin Grimes,Quentin Grimes,1629656,NYK,207.0,3,4,8,10,6,8,,18,,,,,1,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,6,,,,,12.5,,,0.5,,0.3333333333333333,,,,,0.5,,,0.3471,0.3471,,,,,,0.75,,,,1.0,,,,,1.0,,,,,,1.0,25.6,,1.0,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203944,1610612752,Julius Randle,Julius Randle,203944,NYK,133.0,2,1,4,6,3,4,,10,,,,3.0,2,,,,,3.0,,,,,,,1.0,1.0,2.0,,2.0,,,,,,,,,,,,,3.0,3,,1.5,,1.5,25.0,1.0,,1.0,,1.0,,,,,1.0,,,0.44955,0.44955,,,,1.0,,0.75,,,1.0,1.0,1.0,,,,1.0,,,,,1.0,1.0,25.3,,,1.0,1.0,1.0,1.0,,1.0,1.0,3.0,1.0,,,,,,1.0,1.0,1.0,1.5,1.5,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629610,1610612752,DaQuan Jeffries,DaQuan Jeffries,1629610,NYK,275.0,5,-6,11,11,11,7,1.0,22,,,,,9,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
