EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,OffPoss,DefPoss,TotalPoss,ShortMidRangeFGA,FG2A,OpponentPoints,DefThreePtRebounds,DefRebounds,Rebounds,Usage,DefThreePtReboundPct,DefFGReboundPct,DefCorner3ReboundPct,ShortMidRangeFrequency,ShotQualityAvg,Avg2ptShotDistance,PlusMinus,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG3M,FG3A,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,ShortMidRangeAssists,AssistPoints,DefTwoPtRebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,FtPoints,SecondChanceFtPoints,PenaltyFG2M,PenaltyFtPoints,PtsUnassisted3s,PtsPutbacks,Arc3Assists,AtRimAssists,LongMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,FTDefRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,Travels,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,BlockedAtRim,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg2Pct,AtRimPctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,SelfORebPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Charge Fouls,StepOutOfBoundsTurnovers,Loose Ball Fouls,2pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,ThreePtShootingFoulsDrawnPct,BlockedLongMidRange,Arc3PctBlocked,Technical Free Throw Trips,DefensiveGoaltends,on,Transition Take Fouls Drawn,HeaveAttempts,Transition Take Fouls
1626149,1610612755,Montrezl Harrell,Montrezl Harrell,1626149,PHI,292.0,5,9,9,18,2.0,2.0,10.0,1.0,1.0,1.0,22.22222222222222,0.3333333333333333,0.3333333333333333,1.0,1.0,0.377,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1627777,1610612755,Georges Niang,Georges Niang,1627777,PHI,8132.0,136,254,255,509,4.0,8.0,293.0,2.0,4.0,4.0,12.367491166077738,0.03225806451612903,0.03571428571428571,,0.13333333333333333,0.5299616666666667,7.15,-15.0,62.0,53.0,26.0,3.0,3.0,2.0,1.0,3.0,7.0,1.0,1.0,7.0,15.0,2.0,3.0,2.0,4.0,5.0,10.0,22.0,40.0,1.0,1.0,2.0,3.0,8.0,1.0,3.0,5.0,9.0,8.0,2.0,30.0,15.0,7.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,3.0,1.0,2.0,2.0,1.0,5.0,1.0,5.0,14.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,9.0,62.0,2.0,0.8,0.8,1.0,0.45454545454545453,0.6666666666666666,0.6,0.45454545454545453,0.625,1.0,0.6666666666666666,1.0,0.75,0.6666666666666666,1.0,0.75,0.7333333333333333,0.045454545454545456,0.125,1.0,0.14285714285714285,0.6,0.04,0.03125,0.2,0.04081632653061224,1.0,0.1,1.0,1.0,1.0,0.5,0.5,0.5,0.03333333333333333,0.23333333333333334,0.42857142857142855,0.5,1.0,0.5,0.4666666666666667,0.4666666666666667,1.0,0.75,0.6666666666666666,1.0,0.16666666666666666,1.0,0.6666666666666666,0.5,0.8333333333333334,0.4666666666666667,0.56445,0.5135833333333334,0.2,0.225,25.427272727272733,0.2440944881889764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1629001,1610612755,De'Anthony Melton,De'Anthony Melton,1629001,PHI,16449.0,274,520,526,1046,9.0,32.0,574.0,11.0,22.0,36.0,15.682967959527826,0.08527131782945736,0.0846774193548387,0.11538461538461539,0.1111111111111111,0.5436592592592593,4.734375,4.0,135.0,128.0,58.0,9.0,20.0,1.0,3.0,6.0,18.0,2.0,4.0,13.0,31.0,3.0,5.0,2.0,5.0,12.0,19.0,49.0,87.0,4.0,5.0,4.0,6.0,22.0,11.0,4.0,9.0,30.0,14.0,10.0,51.0,31.0,13.0,6.0,,7.0,11.0,18.0,5.0,3.0,47.0,10.0,4.0,3.0,3.0,4.0,1.0,8.0,2.0,12.0,20.0,,10.0,,9.0,5.0,9.0,7.0,30.0,133.0,1.0,0.5833333333333334,0.7777777777777778,0.8947368421052632,0.3877551020408163,0.6666666666666666,0.4444444444444444,0.3877551020408163,0.375,0.8,0.5,0.9090909090909091,0.65,0.5117647058823529,0.9166666666666666,0.6818181818181818,0.6049382716049383,,0.1875,,,0.5,0.08403361344537816,0.09090909090909091,0.11764705882352941,0.07766990291262135,0.7777777777777778,0.24691358024691357,0.45,0.6,0.5555555555555556,0.1111111111111111,0.125,,0.037037037037037035,0.2222222222222222,0.3333333333333333,0.3333333333333333,1.0,0.38271604938271603,0.41935483870967744,0.41935483870967744,0.8461538461538461,0.45454545454545453,0.6,0.6666666666666666,0.2,0.5,0.25,0.4,0.8518518518518519,0.41935483870967744,0.5357136363636363,0.5645975,0.25287356321839083,0.3448275862068966,25.12448979591837,0.25961538461538464,4.0,4.0,5.0,8.0,2.0,1.0,1.0,6.0,2.0,7.0,4.0,6.0,6.0,6.0,3.0,1.0,5.0,9.0,1.0,14.0,2.0,13.0,4.0,9.0,1.0,1.0,3.0,8.0,2.0,2.0,4.0,2.0,0.6363636363636364,0.25,0.1111111111111111,0.07692307692307693,0.0625,0.042735042735042736,0.05363984674329502,0.038461538461538464,0.06153846153846154,0.1111111111111111,0.046511627906976744,0.03225806451612903,0.05555555555555555,0.045454545454545456,0.6666666666666666,0.6666666666666666,1.0,0.36363636363636365,1.0,0.25,0.09090909090909091,1.0,1.0,0.4,0.625,0.024096385542168676,0.058823529411764705,,,,,,,,,,,,,True,,,
1629667,1610612755,Jalen McDaniels,Jalen McDaniels,1629667,PHI,4584.0,76,136,144,280,2.0,9.0,152.0,2.0,7.0,9.0,11.875,0.05405405405405406,0.1111111111111111,,0.11764705882352941,0.5596529411764706,4.288888888888889,-1.0,35.0,30.0,17.0,3.0,6.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,4.0,,1.0,,2.0,5.0,3.0,8.0,19.0,2.0,2.0,,1.0,4.0,2.0,1.0,4.0,3.0,6.0,4.0,9.0,4.0,1.0,,,2.0,2.0,4.0,,,10.0,5.0,,1.0,,2.0,,2.0,,1.0,7.0,,,,,,,,3.0,35.0,,0.6,0.75,1.0,0.375,,0.25,0.375,0.5555555555555556,1.0,0.5588235294117647,0.6666666666666666,0.25,0.5588235294117647,0.6666666666666666,0.25,0.47058823529411764,,,,,,0.19230769230769232,0.08333333333333333,0.25,0.06666666666666667,,0.35294117647058826,0.5,0.5,0.6666666666666666,0.5,0.5,1.0,0.058823529411764705,0.23529411764705882,0.5,0.5,1.0,0.23529411764705882,0.25,0.25,1.0,0.3333333333333333,,,0.3333333333333333,0.5,0.3333333333333333,,0.8235294117647058,0.25,0.4976833333333333,0.5344083333333334,0.21052631578947367,0.15789473684210525,25.025,0.25735294117647056,1.0,1.0,,2.0,1.0,,,,,,,,2.0,2.0,2.0,,,2.0,,2.0,,1.0,,1.0,,,,,,,,,,,,,0.05263157894736842,,0.029850746268656716,0.1111111111111111,,,,,0.3,,1.0,1.0,,0.3333333333333333,1.0,,,,,0.3333333333333333,,,,1.0,,,,,,,,,,,,True,,,
1630178,1610612755,Tyrese Maxey,Tyrese Maxey,1630178,PHI,11032.0,184,357,355,712,28.0,58.0,375.0,14.0,20.0,23.0,24.876847290640395,0.15730337078651685,0.11299435028248588,0.15,0.30434782608695654,0.5175923913043478,7.167241379310345,24.0,112.0,92.0,41.0,12.0,22.0,15.0,8.0,2.0,3.0,1.0,2.0,14.0,31.0,1.0,1.0,3.0,9.0,28.0,16.0,34.0,119.0,3.0,7.0,2.0,2.0,12.0,12.0,4.0,11.0,24.0,18.0,38.0,33.0,31.0,14.0,8.0,,7.0,6.0,13.0,2.0,2.0,32.0,6.0,,1.0,,2.0,,2.0,,9.0,14.0,,10.0,,3.0,3.0,3.0,2.0,24.0,110.0,,0.32142857142857145,0.32142857142857145,0.6875,0.47058823529411764,1.0,0.36363636363636365,0.47058823529411764,0.4827586206896552,0.42857142857142855,0.5652173913043478,0.6666666666666666,0.4782608695652174,0.601010101010101,0.6666666666666666,0.5,0.3695652173913043,,0.13793103448275862,0.125,,,0.06818181818181818,0.0625,0.07142857142857142,0.15942028985507245,0.6666666666666666,0.2391304347826087,0.5454545454545454,0.6666666666666666,0.4166666666666667,0.5357142857142857,0.6,0.26666666666666666,0.08695652173913043,0.03260869565217391,0.6666666666666666,0.6666666666666666,1.0,0.33695652173913043,0.45161290322580644,0.45161290322580644,0.6428571428571429,0.1111111111111111,1.0,,0.08695652173913043,0.5,0.391304347826087,0.3333333333333333,0.6086956521739131,0.45161290322580644,0.5082249999999999,0.5210130434782608,0.10084033613445378,0.20168067226890757,26.094117647058823,0.3137254901960784,1.0,2.0,4.0,8.0,1.0,1.0,1.0,15.0,,5.0,2.0,15.0,,4.0,4.0,1.0,2.0,1.0,,3.0,1.0,5.0,4.0,1.0,,1.0,,16.0,7.0,,,,0.4166666666666667,0.18181818181818182,0.10714285714285714,,0.010101010101010102,0.025,0.01675977653631285,,0.02127659574468085,,0.037037037037037035,,0.07692307692307693,0.02631578947368421,0.125,0.14285714285714285,,0.2222222222222222,0.5,1.0,0.1111111111111111,1.0,1.0,0.34782608695652173,0.5,0.07142857142857142,0.109375,,1.0,1.0,1.0,1.0,,,,,,,,True,,,
201935,1610612755,James Harden,James Harden,201935,PHI,11113.0,185,352,347,699,25.0,47.0,390.0,9.0,24.0,25.0,28.817733990147786,0.10465116279069768,0.13125,0.13333333333333333,0.30120481927710846,0.4856156626506025,7.861702127659575,-17.0,71.0,79.0,41.0,4.0,14.0,9.0,8.0,2.0,2.0,,,8.0,34.0,,,2.0,10.0,15.0,10.0,36.0,87.0,2.0,4.0,1.0,1.0,9.0,5.0,2.0,10.0,17.0,,30.0,15.0,34.0,8.0,3.0,,28.0,16.0,44.0,5.0,3.0,104.0,12.0,10.0,3.0,7.0,10.0,3.0,20.0,5.0,3.0,13.0,2.0,26.0,1.0,3.0,2.0,3.0,,15.0,70.0,,,,0.5,0.2777777777777778,1.0,0.2,0.2777777777777778,0.3191489361702128,0.5,0.3614457831325301,0.7,0.26666666666666666,0.4484536082474227,0.75,0.425,0.43373493975903615,,0.06382978723404255,,,0.5,0.16216216216216217,0.1,0.4,0.09859154929577464,,0.1686746987951807,0.2857142857142857,0.36363636363636365,,0.36,0.36,,0.0963855421686747,0.024096385542168676,1.0,1.0,1.0,0.40963855421686746,0.23529411764705882,0.23529411764705882,0.375,,,,,,0.6666666666666666,0.2,0.6024096385542169,0.23529411764705882,0.45055,0.5085633333333334,0.10344827586206896,0.19540229885057472,26.78611111111111,0.20170454545454544,1.0,1.0,1.0,3.0,2.0,1.0,1.0,27.0,2.0,1.0,9.0,15.0,2.0,11.0,23.0,2.0,,1.0,3.0,1.0,1.0,10.0,7.0,3.0,1.0,,2.0,30.0,10.0,2.0,1.0,1.0,0.2,0.21428571428571427,,0.375,0.009433962264150943,,0.005434782608695652,,0.023255813953488372,,,,0.16666666666666666,0.019230769230769232,0.25,0.25,,0.2,1.0,,0.2,1.0,1.0,0.2,0.3333333333333333,0.12631578947368421,0.17543859649122806,1.0,,1.0,,2.0,1.0,2.0,0.05263157894736842,,,,,True,,,
202699,1610612755,Tobias Harris,Tobias Harris,202699,PHI,9573.0,160,308,311,619,21.0,39.0,342.0,14.0,31.0,35.0,18.69688385269122,0.175,0.1895424836601307,0.1875,0.3442622950819672,0.48625,7.4461538461538455,12.0,85.0,68.0,35.0,10.0,13.0,9.0,5.0,3.0,6.0,1.0,2.0,6.0,16.0,3.0,4.0,2.0,5.0,21.0,9.0,22.0,75.0,2.0,4.0,4.0,6.0,18.0,8.0,3.0,7.0,20.0,10.0,32.0,27.0,16.0,6.0,2.0,1.0,3.0,6.0,9.0,3.0,1.0,24.0,15.0,1.0,,1.0,2.0,,3.0,,8.0,14.0,,4.0,,3.0,1.0,3.0,1.0,20.0,83.0,1.0,0.23809523809523808,0.25,1.0,0.4090909090909091,0.6666666666666666,0.42857142857142855,0.4090909090909091,0.5384615384615384,0.5,0.5655737704918032,0.8,0.6333333333333333,0.5952380952380952,0.8181818181818182,0.6666666666666666,0.36065573770491804,0.045454545454545456,0.05128205128205128,,,0.3333333333333333,0.2054794520547945,0.175,0.18181818181818182,0.171875,0.3333333333333333,0.21311475409836064,0.7692307692307693,0.7692307692307693,0.3,0.42857142857142855,0.47368421052631576,0.1111111111111111,0.08196721311475409,0.09836065573770492,0.5,0.5,1.0,0.26229508196721313,0.375,0.4,1.0,0.4,0.75,1.0,0.13333333333333333,0.5,0.3333333333333333,0.4,0.5737704918032787,0.375,0.5429,0.43406,0.24,0.26666666666666666,25.345454545454547,0.275974025974026,1.0,2.0,2.0,2.0,2.0,1.0,2.0,6.0,2.0,5.0,1.0,,2.0,3.0,1.0,1.0,2.0,2.0,2.0,4.0,,3.0,,3.0,,,,6.0,4.0,,1.0,,0.625,,0.09523809523809523,0.2222222222222222,0.021505376344086023,0.028985507246376812,0.024691358024691357,,0.046511627906976744,,0.0392156862745098,,0.2727272727272727,,0.4,0.4,0.5,0.2,0.5,,0.2,0.5,1.0,0.13333333333333333,1.0,0.06349206349206349,0.0975609756097561,1.0,,,2.0,,1.0,,,1.0,0.0625,,,True,,,
1627863,1610612755,Danuel House Jr.,Danuel House Jr.,1627863,PHI,1275.0,21,42,47,89,3.0,6.0,56.0,4.0,8.0,8.0,29.545454545454547,0.8,0.47058823529411764,1.0,0.25,0.5153875,4.383333333333334,-24.0,11.0,17.0,2.0,2.0,3.0,2.0,,1.0,4.0,,,,2.0,,,,,4.0,1.0,6.0,11.0,,,,1.0,,1.0,,,2.0,4.0,4.0,3.0,2.0,,1.0,,,,,,,,4.0,1.0,,,,1.0,1.0,,2.0,2.0,,,,,,,,2.0,11.0,,0.5,0.5,1.0,0.16666666666666666,,,0.16666666666666666,0.6666666666666666,,0.4583333333333333,,1.0,0.4583333333333333,,1.0,0.5,,0.16666666666666666,,,1.0,0.3333333333333333,0.375,,0.75,,0.25,0.6666666666666666,1.0,1.0,0.6666666666666666,0.6666666666666666,,,0.3333333333333333,0.25,0.25,1.0,0.16666666666666666,,,,,,,,,,,0.75,,,0.3625,,0.18181818181818182,23.683333333333337,0.2619047619047619,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,0.3333333333333333,,,,,,,,,,,0.25,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,True,,,
203954,1610612755,Joel Embiid,Joel Embiid,203954,PHI,8746.0,146,286,282,568,15.0,52.0,295.0,19.0,36.0,42.0,30.914826498422713,0.2835820895522388,0.23943661971830985,0.3125,0.23809523809523808,0.5074309523809524,8.428846153846154,21.0,96.0,80.0,28.0,16.0,21.0,6.0,16.0,,1.0,,,1.0,10.0,,2.0,,2.0,28.0,1.0,11.0,100.0,4.0,8.0,,2.0,11.0,21.0,,2.0,44.0,26.0,30.0,3.0,10.0,1.0,5.0,,4.0,8.0,12.0,2.0,1.0,32.0,15.0,7.0,2.0,,7.0,7.0,14.0,5.0,5.0,8.0,2.0,30.0,,10.0,6.0,10.0,7.0,44.0,95.0,,0.4642857142857143,0.5,1.0,0.09090909090909091,,,0.09090909090909091,0.5384615384615384,0.5,0.46825396825396826,0.4,0.6086956521739131,0.5892857142857143,0.4583333333333333,0.7096774193548387,0.1746031746031746,,0.09615384615384616,,,0.5,0.2,0.225,0.07142857142857142,0.27450980392156865,0.7,0.3333333333333333,0.7619047619047619,0.8421052631578947,0.4375,0.4,0.5,0.5,0.25396825396825395,0.015873015873015872,,,,0.15873015873015872,0.1,0.1,1.0,0.2,,,,,0.08695652173913043,,0.5079365079365079,0.1,0.514775,0.5077826086956522,0.11,0.44,26.29090909090909,0.3356643356643357,3.0,5.0,7.0,9.0,6.0,,,41.0,3.0,14.0,16.0,,4.0,6.0,3.0,,3.0,3.0,2.0,6.0,1.0,3.0,2.0,1.0,1.0,1.0,,46.0,20.0,4.0,4.0,4.0,0.6666666666666666,0.09523809523809523,0.2,0.2857142857142857,0.04285714285714286,0.04411764705882353,0.043478260869565216,0.07692307692307693,0.03333333333333333,,0.046511627906976744,0.04,0.23809523809523808,0.038461538461538464,0.375,0.375,0.5,0.5,0.6,,,,,0.391304347826087,0.7777777777777778,0.25,0.2898550724637681,1.0,,,3.0,,,,,,,1.0,1.0,True,,,
1630194,1610612755,Paul Reed,Paul Reed,1630194,PHI,6312.0,105,190,200,390,4.0,27.0,234.0,15.0,27.0,48.0,13.777777777777779,0.2830188679245283,0.2777777777777778,,0.14814814814814814,0.6031481481481481,1.8925925925925926,-12.0,34.0,43.0,23.0,13.0,23.0,2.0,,,,,,,,,,,,15.0,,,33.0,2.0,11.0,,,4.0,3.0,,,6.0,26.0,4.0,,,,,,2.0,3.0,5.0,2.0,,13.0,10.0,2.0,,1.0,1.0,1.0,3.0,1.0,6.0,8.0,1.0,4.0,,3.0,2.0,3.0,3.0,6.0,33.0,,0.8666666666666667,1.0,,,,,,0.5555555555555556,0.18181818181818182,0.5555555555555556,0.18181818181818182,0.6666666666666666,0.5892857142857143,0.18181818181818182,0.75,,,,,,0.6666666666666666,0.2702702702702703,0.30434782608695654,,0.3333333333333333,1.0,0.8518518518518519,0.5652173913043478,0.5652173913043478,0.8461538461538461,0.5,0.5,1.0,,,,,,,,,,,,,,,,,0.8518518518518519,,0.5428625,0.5325000000000001,0.12121212121212122,0.18181818181818182,,0.17894736842105263,2.0,10.0,2.0,3.0,,,,3.0,,2.0,2.0,,4.0,1.0,1.0,1.0,5.0,16.0,2.0,21.0,6.0,6.0,6.0,,,1.0,,3.0,1.0,1.0,1.0,1.0,0.6666666666666666,,,0.4,0.2711864406779661,0.1282051282051282,0.21428571428571427,0.4782608695652174,0.2,,0.08823529411764706,0.4,0.25,0.5454545454545454,,,,0.9090909090909091,0.2,,,,,1.0,0.6666666666666666,0.037037037037037035,0.037037037037037035,,,,1.0,,,,,,,,,True,,,
