EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,OffPoss,DefPoss,TotalPoss,ShortMidRangeFGA,FG2A,OpponentPoints,DefThreePtRebounds,DefRebounds,Rebounds,Usage,DefThreePtReboundPct,DefFGReboundPct,DefCorner3ReboundPct,ShortMidRangeFrequency,ShotQualityAvg,Avg2ptShotDistance,PlusMinus,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FG2M,FG3M,FG3A,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,ShortMidRangeAssists,AssistPoints,DefTwoPtRebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,SecondChancePointsPct,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FtPoints,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted3s,Fg2aBlocked,Arc3Assists,AtRimAssists,OffThreePtRebounds,OffRebounds,Steals,BadPassSteals,LostBallSteals,Travels,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,PenaltyEfgPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,PtsPutbacks,OffTwoPtRebounds,FTDefRebounds,Charge Fouls,DefFTReboundPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFGM,PenaltyFG2M,SelfOReb,StepOutOfBoundsTurnovers,Loose Ball Fouls Drawn,Transition Take Fouls Drawn,2pt And 1 Free Throw Trips,NonShootingPenaltyNonTakeFouls,PenaltyFg2Pct,ShortMidRangePctBlocked,LongMidRangePctBlocked,OffShortMidRangeReboundPct,SelfORebPct,PenaltyAtRimAccuracy,LongMidRangePctAssisted,Loose Ball Fouls,SecondChanceFtPoints,LostBallTurnovers,SecondChanceTurnovers,LongMidRangeAssists,on,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawn,Fg3aBlocked,LostBallOutOfBoundsTurnovers,Technical Free Throw Trips,FG3APctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,BlockedLongMidRange,Corner3PctBlocked,HeaveAttempts,Transition Take Fouls,DefensiveGoaltends
1626149,1610612755,Montrezl Harrell,Montrezl Harrell,1626149,PHI,284.0,5,9,9,18,2.0,2.0,10,1.0,1.0,1.0,22.22222222222222,0.3333333333333333,0.3333333333333333,1.0,1.0,0.377,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
1627777,1610612755,Georges Niang,Georges Niang,1627777,PHI,3837.0,64,115,116,231,3.0,5.0,128,1.0,2.0,2.0,12.977099236641221,0.03333333333333333,0.04,,0.23076923076923078,0.5231153846153846,6.38,4.0,24.0,21.0,15.0,2.0,2.0,3.0,1.0,2.0,4.0,6.0,1.0,2.0,5.0,5.0,8.0,25.0,1.0,1.0,1.0,2.0,5.0,8.0,2.0,15.0,6.0,4.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,1.0,2.0,2.0,4.0,1.0,1.0,6.0,1.0,1.0,1.0,24.0,0.8,0.8,1.0,0.625,0.5,0.625,1.0,1.0,0.9615384615384616,0.8333333333333334,0.9615384615384616,0.8333333333333334,0.6153846153846154,0.5,0.05,0.3333333333333333,0.043478260869565216,0.15384615384615385,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.15384615384615385,0.5,0.5,1.0,0.46153846153846156,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.5,1.0,0.7692307692307693,0.6666666666666666,0.2,25.6625,0.20869565217391303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
1629001,1610612755,De'Anthony Melton,De'Anthony Melton,1629001,PHI,4584.0,76,136,144,280,3.0,7.0,152,5.0,8.0,10.0,17.5,0.13513513513513514,0.12698412698412698,0.2857142857142857,0.13636363636363635,0.5379772727272727,5.028571428571429,-1.0,35.0,30.0,17.0,,4.0,,3.0,6.0,3.0,9.0,,1.0,,6.0,15.0,22.0,,,,1.0,,,,15.0,9.0,3.0,4.0,5.0,9.0,2.0,2.0,23.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,3.0,,4.0,,35.0,,,0.8333333333333334,0.4,,0.4,,,0.4090909090909091,,0.44,,0.6818181818181818,0.3333333333333333,0.11538461538461539,,0.1,0.18181818181818182,,,,,,,0.2727272727272727,0.5,0.5,1.0,0.4090909090909091,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,,,0.8636363636363636,0.3333333333333333,,25.073333333333334,0.25735294117647056,1.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,3.0,2.0,8.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,6.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,8.0,1.0,0.6666666666666666,0.75,0.8,0.2857142857142857,0.5,0.06896551724137931,0.029850746268656716,0.09090909090909091,0.1,0.16666666666666666,0.6666666666666666,0.25,0.25,1.0,0.5,0.5,0.54165,0.538,0.08333333333333333,0.2222222222222222,0.36363636363636365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
1629667,1610612755,Jalen McDaniels,Jalen McDaniels,1629667,PHI,6090.0,102,184,191,375,3.0,11.0,196,4.0,13.0,16.0,10.648148148148147,0.07547169811320754,0.13793103448275862,,0.15,0.5399999999999999,5.618181818181818,14.0,55.0,45.0,24.0,3.0,6.0,1.0,2.0,4.0,1.0,5.0,,1.0,5.0,3.0,9.0,19.0,2.0,2.0,,1.0,4.0,6.0,4.0,9.0,5.0,1.0,2.0,3.0,5.0,,,13.0,8.0,,2.0,,3.0,3.0,,1.0,8.0,,1.0,,55.0,0.6,0.75,1.0,0.3333333333333333,,0.3333333333333333,0.45454545454545453,1.0,0.475,0.6666666666666666,0.475,0.6666666666666666,0.45,,0.23529411764705882,0.2,0.09523809523809523,0.3,0.5,0.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.2,0.5,0.5,1.0,0.25,0.2,0.2,1.0,0.3333333333333333,,,0.75,0.2,0.21052631578947367,25.17777777777778,0.29891304347826086,2.0,1.0,2.0,,2.0,,2.0,1.0,4.0,,3.0,,,3.0,2.0,,3.0,1.0,,1.0,,,,,,,,,,,3.0,,0.25,0.25,0.25,,,,0.03409090909090909,,0.3076923076923077,0.1875,,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,,0.4976833333333333,0.5344083333333334,,,0.15789473684210525,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,0.3333333333333333,0.06382978723404255,0.09523809523809523,0.25,0.1,0.5,0.5,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
1630178,1610612755,Tyrese Maxey,Tyrese Maxey,1630178,PHI,3328.0,55,104,106,210,10.0,21.0,108,7.0,9.0,11.0,30.76923076923077,0.22580645161290322,0.16981132075471697,0.2,0.30303030303030304,0.5097333333333334,7.590476190476192,17.0,48.0,28.0,12.0,6.0,8.0,5.0,2.0,2.0,3.0,10.0,,,11.0,5.0,12.0,41.0,,1.0,,,,8.0,14.0,15.0,10.0,3.0,2.0,1.0,3.0,,1.0,7.0,2.0,,1.0,,2.0,2.0,,2.0,4.0,,5.0,,48.0,0.36363636363636365,0.36363636363636365,1.0,0.4166666666666667,,0.4166666666666667,0.5238095238095238,,0.5606060606060606,,0.5857142857142857,,0.36363636363636365,,0.09090909090909091,,0.23809523809523808,0.24242424242424243,0.75,0.8571428571428571,0.5,0.5,0.5555555555555556,0.2,0.06060606060606061,1.0,1.0,1.0,0.30303030303030304,0.3,0.3,1.0,,,,0.6060606060606061,0.3,,27.09166666666667,0.46153846153846156,5.0,2.0,2.0,1.0,7.0,4.0,7.0,3.0,9.0,2.0,21.0,,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,,,4.0,2.0,1.0,2.0,,2.0,2.0,1.0,21.0,,0.3333333333333333,0.59375,0.6176470588235294,0.14285714285714285,0.125,0.047619047619047616,0.046511627906976744,0.0625,0.125,0.1,0.5,0.3125,0.125,1.0,0.4375,0.14285714285714285,0.2222,0.561534375,0.058823529411764705,0.09090909090909091,0.5121951219512195,,,,3.0,,1.0,,,,0.045454545454545456,,,0.09090909090909091,,,,,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,0.1,0.3333333333333333,0.09090909090909091,0.07692307692307693,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,,
1630194,1610612755,Paul Reed,Paul Reed,1630194,PHI,2654.0,44,76,82,158,2.0,16.0,79,8.0,11.0,21.0,19.35483870967742,0.3076923076923077,0.2894736842105263,,0.125,0.599375,2.40625,2.0,6.0,19.0,10.0,9.0,13.0,1.0,,,,,,,11.0,,,23.0,3.0,7.0,,,6.0,16.0,6.0,,,,,,,,,,3.0,1.0,,1.0,1.0,2.0,,1.0,3.0,1.0,3.0,,6.0,0.7272727272727273,1.0,,,,,0.6875,0.42857142857142855,0.6875,0.42857142857142855,0.71875,0.42857142857142855,,0.5,0.25,,0.3333333333333333,0.8125,0.6923076923076923,0.6923076923076923,0.6666666666666666,0.5,0.5,1.0,,,,,,,,,,,,0.8125,,0.2608695652173913,,0.07894736842105263,,,,,,1.0,,,,,,,,,,2.0,10.0,,,,,,1.0,1.0,,1.0,1.0,,1.0,1.0,,,,,,,,0.1,0.24390243902439024,0.125,0.25,0.3333333333333333,1.0,,,,,,0.5441333333333334,,0.0625,0.0625,,3.0,6.0,1.0,1.0,6.0,8.0,,,,0.38095238095238093,0.5833333333333334,0.5,0.0625,1.0,1.0,0.8571428571428571,0.5,,,3.0,,1.0,,1.0,,,,,,0.6,,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,
200782,1610612755,P.J. Tucker,P.J. Tucker,200782,PHI,1170.0,20,33,38,71,,,45,3.0,4.0,4.0,2.564102564102564,0.5,0.4,,,0.567,,-9.0,10.0,14.0,5.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,4.0,,2.0,,10.0,,,,,,,,,,,,,1.0,,0.25,,0.75,,,,,,,,1.0,,,,,,,,,,,1.0,,,23.4,0.30303030303030304,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,True,,,,,,,,,,,,,,,,,,,
203954,1610612755,Joel Embiid,Joel Embiid,203954,PHI,2063.0,34,67,66,133,3.0,11.0,62,5.0,9.0,12.0,36.0,0.2631578947368421,0.23684210526315788,0.16666666666666666,0.25,0.5394583333333333,7.081818181818182,26.0,41.0,15.0,8.0,4.0,6.0,2.0,,1.0,,,,,8.0,,1.0,32.0,2.0,3.0,,,9.0,6.0,10.0,,,,,4.0,4.0,3.0,,12.0,4.0,4.0,1.0,,2.0,6.0,4.0,,2.0,1.0,9.0,,41.0,0.375,0.5,,,,,0.7272727272727273,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7619047619047619,0.75,0.08333333333333333,0.6666666666666666,0.21052631578947367,0.3333333333333333,0.3076923076923077,0.5,0.6666666666666666,0.6666666666666666,0.25,0.6666666666666666,1.0,1.0,0.08333333333333333,,,,,,,,,,,0.5833333333333334,,0.28125,22.4,0.6119402985074627,3.0,,,,,16.0,7.0,,,13.0,23.0,,1.0,1.0,,,3.0,1.0,1.0,,,,18.0,5.0,4.0,5.0,3.0,2.0,5.0,4.0,23.0,4.0,,0.7142857142857143,0.8214285714285714,0.09090909090909091,,,0.13043478260869565,,0.125,0.25,0.8,0.42857142857142855,,,,,0.5371,0.49758571428571435,0.29411764705882354,0.3125,0.71875,2.0,2.0,2.0,2.0,4.0,3.0,,,,0.3,0.3333333333333333,,0.16666666666666666,1.0,1.0,0.6666666666666666,1.0,2.0,5.0,1.0,,,,,,0.7142857142857143,0.3333333333333333,,0.25,0.3333333333333333,0.6666666666666666,,,5.0,4.0,1.0,,True,,,,,,,,,,,,,,,,,,,
1630531,1610612755,Jaden Springer,Jaden Springer,1630531,PHI,338.0,6,10,11,21,,1.0,7,,,,8.333333333333334,,,,,0.3837,15.4,4.0,,1.0,1.0,,,,,,,,,,1.0,,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
201935,1610612755,James Harden,James Harden,201935,PHI,3923.0,65,121,121,242,7.0,18.0,126,1.0,5.0,6.0,31.972789115646258,0.029411764705882353,0.07407407407407407,,0.2,0.5098342857142857,6.577777777777778,8.0,36.0,27.0,19.0,4.0,8.0,2.0,,,5.0,17.0,1.0,1.0,9.0,5.0,17.0,36.0,2.0,3.0,1.0,1.0,7.0,,18.0,3.0,17.0,5.0,14.0,5.0,19.0,2.0,4.0,43.0,3.0,6.0,2.0,4.0,4.0,10.0,4.0,1.0,5.0,,9.0,1.0,36.0,,,0.2,0.29411764705882354,1.0,0.29411764705882354,0.5,0.6666666666666666,0.4714285714285714,0.875,0.4864864864864865,0.875,0.4857142857142857,0.6,0.15,0.3333333333333333,0.03571428571428571,0.22857142857142856,0.5,0.6666666666666666,,0.2857142857142857,0.2857142857142857,,,,,,0.4857142857142857,0.29411764705882354,0.29411764705882354,0.2,0.25,1.0,,0.7142857142857143,0.29411764705882354,0.19444444444444445,26.782352941176466,0.2975206611570248,2.0,,,2.0,7.0,3.0,2.0,2.0,7.0,,8.0,12.0,2.0,3.0,9.0,,1.0,5.0,2.0,3.0,1.0,1.0,4.0,2.0,,,,,,,8.0,,0.2857142857142857,0.4444444444444444,0.4444444444444444,0.1111111111111111,0.25,,0.015873015873015872,,0.125,0.1111111111111111,,0.2222222222222222,,,0.7777777777777778,0.2857142857142857,0.5698,0.5303166666666667,0.05405405405405406,0.1,0.2222222222222222,1.0,2.0,3.0,3.0,2.0,1.0,1.0,,0.3333333333333333,0.029411764705882353,,,0.08571428571428572,1.0,1.0,0.5,0.5,1.0,1.0,1.0,,,,,,0.5,,,0.0625,0.05555555555555555,0.5,,1.0,,2.0,2.0,1.0,True,,,,,,,,,,,,,,,,,,,
