EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,Arc3FGA,SecondChanceArc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,LiveBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,LongMidRangeFGA,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,PenaltyArc3FGA,FG3M,FtPoints,SecondChanceFG2M,SecondChanceFG3M,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PtsAssisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Corner3Assists,Steals,BadPassSteals,BadPassTurnovers,PenaltyTurnovers,FoulsDrawn,FTA,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,OffCorner3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,ShortMidRangePctAssisted,LongMidRangeFrequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,SecondChanceFtPoints,Fg3aBlocked,Arc3Assists,OffTwoPtRebounds,FTDefRebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,FG3APctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,DefFTReboundPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,BlocksRecoveredPct,TwoPtShootingFoulsDrawnPct,AtRimAssists,LongMidRangeAssists,Travels,Charge Fouls,Offensive Fouls Drawn,AtRimPctAssisted,DefCorner3ReboundPct,Offensive Fouls,LongMidRangeFGM,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,HeaveAttempts,PenaltyArc3FGM,PenaltyArc3Accuracy,on,LostBallSteals,Charge Fouls Drawn,SecondChanceCorner3FGM,FTOffRebounds,OffFTReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,DefensiveGoaltends,3SecondViolations,Corner3PctBlocked,StepOutOfBoundsTurnovers,Transition Take Fouls Drawn,LongMidRangePctBlocked,SecondChanceAtRimPctAssisted
1626145,1610612763,Tyus Jones,Tyus Jones,1626145,MEM,1933.0,32,-16,63,64,12,11,14,127,2.0,4.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,3,7,4,6,69,1.0,2.0,1.0,2.0,2.0,6.0,2.0,3.0,3,3.0,6,1.0,2.0,1.0,3.0,1.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,12,0.42857142857142855,0.5,0.2727272727272727,0.5,0.2727272727272727,0.5,0.36363636363636365,16.666666666666668,1.0,0.043478260869565216,0.2,0.041666666666666664,0.09090909090909091,0.02,0.07142857142857142,0.2,0.2,0.125,0.36363636363636365,0.5,0.5,0.2727272727272727,0.3333333333333333,0.3333333333333333,0.18181818181818182,0.18181818181818182,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.5,0.7272727272727273,0.5383499999999999,0.5637,0.5680000000000001,0.3333333333333333,5.057142857142857,24.425,0.19047619047619047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
1628379,1610612763,Luke Kennard,Luke Kennard,1628379,MEM,2426.0,40,-12,87,84,31,26,16,171,1.0,2.0,1.0,,,1.0,2.0,3.0,,5.0,1.0,2,5,8,20,96,1.0,1.0,,,5.0,2.0,5.0,,1,,3,2.0,1.0,6.0,7.0,2.0,9.0,,1.0,,1.0,,,2.0,5.0,31,0.4,,0.6153846153846154,0.5,0.6785714285714286,0.625,0.6153846153846154,14.423076923076923,1.0,0.25,0.07692307692307693,0.07407407407407407,0.1891891891891892,0.03333333333333333,0.05555555555555555,0.09090909090909091,0.09090909090909091,,0.15384615384615385,0.5,1.0,0.15384615384615385,0.5,0.5,0.23076923076923078,0.38461538461538464,0.5,,0.5,,,0.7692307692307693,0.5612807692307693,,0.56975,0.25,8.74,24.887500000000003,0.3563218390804598,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,4.0,4.0,1.0,1.0,5.0,1.0,3.0,2.0,2.0,9.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.75,0.5,1.0,0.3333333333333333,0.5,1.0,1.25,1.25,0.2,0.5,0.1111111111111111,0.3333333333333333,0.5,1.0,0.07692307692307693,0.3333333333333333,0.3333333333333333,1.0,0.6,0.6,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,0.5,0.3333333333333333,0.6,0.07692307692307693,0.125,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
1628991,1610612763,Jaren Jackson Jr.,Jaren Jackson Jr.,1628991,MEM,2724.0,45,5,93,92,30,29,18,185,5.0,9.0,6.0,2.0,4.0,5.0,12.0,2.0,,2.0,,10,21,4,29,95,6.0,,4.0,8.0,11.0,16.0,2.0,,2,,6,3.0,,6.0,7.0,8.0,15.0,1.0,1.0,,2.0,,2.0,4.0,11.0,30,0.47619047619047616,0.5,0.46,0.6111111111111112,0.5,0.6111111111111112,0.16,27.678571428571427,0.5,0.2,,0.11538461538461539,0.13043478260869565,0.14035087719298245,0.17647058823529413,0.25,,0.1,0.36,0.5555555555555556,0.625,0.48,0.4166666666666667,0.5,0.08,0.08,1.0,,,0.4444444444444444,0.5,0.52,0.503528,0.6697,0.5099555555555555,0.3793103448275862,4.109523809523809,24.6,0.3225806451612903,4.0,,1.0,1.0,1.0,,,,1.0,6.0,4.0,,10.0,1.0,1.0,,4.0,3.0,,4.0,,3.0,2.0,1.0,1.0,1.0,1.0,,8.0,9.0,,,,,,,0.2,0.25,1.0,0.25,,1.0,0.25,0.6666666666666666,0.6666666666666666,0.625,0.14285714285714285,0.1111111111111111,,0.16666666666666666,0.16666666666666666,0.4,,0.5,0.5,1.0,,,,0.6666666666666666,,,0.1111111111111111,1.0,,,0.1724137931034483,,0.3448275862068966,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,3.0,2.0,5.0,5.0,0.25,0.16666666666666666,0.5,0.5,0.16129032258064516,0.14285714285714285,0.125,1.0,1.0,0.2,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
1629630,1610612763,Ja Morant,Ja Morant,1629630,MEM,1711.0,29,-3,63,61,40,26,12,124,4.0,6.0,1.0,4.0,4.0,2.0,5.0,1.0,1.0,4.0,,6,12,5,12,72,1.0,1.0,6.0,10.0,12.0,10.0,4.0,3.0,6,,15,1.0,1.0,1.0,2.0,3.0,5.0,1.0,1.0,1.0,3.0,,,2.0,12.0,40,0.5,0.6,0.35294117647058826,0.5,0.35294117647058826,0.5,0.29411764705882354,26.31578947368421,0.3333333333333333,0.07142857142857142,0.14285714285714285,0.05555555555555555,0.09523809523809523,0.07692307692307693,,,0.16666666666666666,0.09090909090909091,0.35294117647058826,0.6666666666666666,0.6666666666666666,0.29411764705882354,0.4,0.4,0.058823529411764705,0.23529411764705882,0.5,0.5,,0.3333333333333333,1.0,0.6470588235294118,0.5186852941176471,0.5259,0.5061083333333333,1.0,6.625,25.2,0.6349206349206349,,1.0,,,,,,2.0,,,,,,,2.0,,2.0,,,,,,3.0,2.0,1.0,1.0,,2.0,2.0,,,,,,1.0,,0.16666666666666666,0.16666666666666666,,,,,,,,,,,0.16666666666666666,,1.0,,0.058823529411764705,,,,,,,,,,,,0.16666666666666666,,,,,,,1.0,2.0,,,2.0,,,,,,,,,,,,,0.09523809523809523,,0.18181818181818182,,,,1.0,2.0,1.0,1.0,1.0,0.25,,,,,,,,,,,,True,,,,,,,,,,,,,,
1631223,1610612763,David Roddy,David Roddy,1631223,MEM,4536.0,76,-32,157,156,47,42,31,313,1.0,5.0,,1.0,1.0,1.0,4.0,9.0,,11.0,2.0,2,9,20,23,176,1.0,2.0,1.0,1.0,5.0,,11.0,2.0,4,1.0,10,2.0,5.0,8.0,13.0,4.0,17.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,5.0,47,0.2222222222222222,1.0,0.3793103448275862,0.625,0.39655172413793105,0.625,0.6896551724137931,15.789473684210527,1.0,0.19047619047619047,0.18518518518518517,0.041666666666666664,0.18840579710144928,0.037383177570093455,0.058823529411764705,0.125,0.16,0.05263157894736842,0.1724137931034483,0.2,0.25,0.13793103448275862,0.25,0.3333333333333333,0.3103448275862069,0.3793103448275862,,,0.6666666666666666,0.25,1.0,0.8620689655172413,0.5458758620689655,0.450675,0.6000375,0.21739130434782608,4.133333333333334,24.88,0.29936305732484075,,,4.0,1.0,2.0,2.0,1.0,1.0,6.0,1.0,,1.0,3.0,1.0,3.0,,4.0,18.0,,,2.0,2.0,2.0,1.0,,,,,1.0,1.0,,,,,2.0,,1.0,1.0,1.0,0.3,0.5,0.3333333333333333,0.3,,0.5,0.5,0.2222222222222222,0.2,,0.2777777777777778,0.125,1.0,,0.4444444444444444,0.4444444444444444,1.0,0.18181818181818182,0.18181818181818182,1.0,,0.5,1.0,0.5,0.5,0.25,0.18181818181818182,0.034482758620689655,,0.13043478260869565,,,1.0,2.0,,,,,1.0,1.0,2.0,,2.0,2.0,1.0,,0.25,,,0.03389830508474576,0.08695652173913043,,,0.5,0.1111111111111111,1.0,,,,,1.0,0.5,,,,,,,,,,,True,,,,,,,,,,,,,,
1629723,1610612763,John Konchar,John Konchar,1629723,MEM,1239.0,21,-16,43,46,10,13,7,89,1.0,2.0,1.0,,,,,,,1.0,,1,2,1,2,50,1.0,,,,,2.0,1.0,3.0,3,3.0,6,,,1.0,1.0,1.0,2.0,,,,1.0,,1.0,2.0,,10,0.5,,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,7.8431372549019605,,0.14285714285714285,,,0.058823529411764705,0.037037037037037035,,0.3333333333333333,,,0.6666666666666666,0.5,1.0,,,,,0.3333333333333333,1.0,,,,,1.0,0.59055,0.6097,,,1.0,25.9,0.23255813953488372,1.0,,,,,,,,,,1.0,,2.0,,,,,,,2.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,1.0,,1.0,1.0,,,,,,,,,,,,,0.0625,,0.125,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
1630214,1610612763,Xavier Tillman,Xavier Tillman,1630214,MEM,1830.0,30,-31,58,61,9,11,15,119,2.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,,,,3,8,1,7,79,1.0,,1.0,2.0,2.0,,,,3,,9,2.0,1.0,1.0,3.0,4.0,7.0,,,,1.0,,2.0,3.0,2.0,9,0.375,0.5,0.3333333333333333,0.5,0.35,0.5,0.1111111111111111,14.864864864864865,,0.05,0.2,0.08695652173913043,0.08,0.08888888888888889,0.14285714285714285,0.16666666666666666,0.2,,0.4444444444444444,0.5,0.5,0.4444444444444444,0.25,0.5,0.1111111111111111,,1.0,,,0.5,1.0,0.5555555555555556,0.5143444444444444,0.6093,0.4222,0.2857142857142857,5.375,24.2,0.15517241379310345,,,,,,,,,,1.0,,,,,,,6.0,,,,,2.0,3.0,1.0,,,,,1.0,2.0,,,,,,,1.0,1.0,,,,,,,,,0.25,,,,,1.0,,,,,,,,,,,,,,,0.1,,,,,2.0,2.0,1.0,,1.0,,,1.0,1.0,1.0,,1.0,,,0.5,,1.0,0.09090909090909091,,0.18181818181818182,,,0.1111111111111111,,,,,,1.0,,1.0,,,,,,,,,,True,,,,,,,,,,,,,,
1630217,1610612763,Desmond Bane,Desmond Bane,1630217,MEM,2228.0,37,-10,76,76,22,24,18,152,3.0,8.0,2.0,,2.0,2.0,7.0,3.0,1.0,4.0,,8,18,7,24,90,3.0,1.0,2.0,5.0,5.0,10.0,4.0,2.0,3,,7,1.0,3.0,2.0,6.0,2.0,8.0,,2.0,1.0,3.0,1.0,3.0,5.0,5.0,22,0.4444444444444444,0.4,0.44,0.3333333333333333,0.44,0.3333333333333333,0.28,29.47368421052632,0.6666666666666666,0.08,0.2727272727272727,0.045454545454545456,0.1388888888888889,0.04,0.07142857142857142,,0.2,,0.32,0.375,0.42857142857142855,0.28,0.2857142857142857,0.3333333333333333,0.12,0.16,0.5,0.25,,0.3333333333333333,,0.6,0.529908,0.5276666666666666,0.5437333333333334,0.20833333333333334,7.188888888888889,25.514285714285716,0.2894736842105263,1.0,3.0,2.0,,1.0,,,,2.0,2.0,1.0,,2.0,,1.0,1.0,6.0,6.0,,2.0,,2.0,1.0,1.0,1.0,1.0,1.0,,,2.0,,2.0,,,,,0.375,0.42857142857142855,1.0,0.2857142857142857,,,0.2857142857142857,0.3333333333333333,0.25,0.25,0.1111111111111111,0.125,,0.18181818181818182,,,0.12,0.6666666666666666,0.6666666666666666,1.0,,,,0.5,,,0.16666666666666666,,,,,,0.08333333333333333,,,,1.0,1.0,,1.0,,,,,,,,,,0.14285714285714285,,1.0,0.03571428571428571,,0.05555555555555555,,,,2.0,,,,,0.3333333333333333,1.0,,3.0,1.0,1.0,1.0,1.0,0.6666666666666666,,,,True,,,,,,,,,,,,,,
1630583,1610612763,Santi Aldama,Santi Aldama,1630583,MEM,2008.0,33,-26,70,69,16,14,13,139,2.0,3.0,1.0,,,,4.0,,,5.0,1.0,2,7,5,4,79,2.0,1.0,,2.0,,4.0,4.0,1.0,1,,2,,5.0,2.0,7.0,1.0,8.0,1.0,,,1.0,,,1.0,,16,0.2857142857142857,,0.16666666666666666,,0.16666666666666666,,0.4166666666666667,15.66265060240964,,0.13333333333333333,0.3125,,0.22580645161290322,0.0196078431372549,,0.16666666666666666,0.3333333333333333,0.1111111111111111,0.25,0.6666666666666666,0.6666666666666666,0.3333333333333333,,,,0.4166666666666667,0.3333333333333333,,0.3333333333333333,,,0.6666666666666666,0.5044727272727273,0.5248833333333334,0.4191833333333334,,5.1000000000000005,30.940000000000005,0.22857142857142856,1.0,,,,,,,1.0,,,1.0,,2.0,,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,0.5,0.3333333333333333,0.3333333333333333,,,,,0.5,,,,,,,,,1.0,,,,,0.3333333333333333,,,,0.5,,,,1.0,,,1.0,1.0,,,,,,,,,,,,0.03333333333333333,,0.0625,,,,1.0,,,,,,,1.0,,,,,,,1.0,,,True,,,,,,,,,,,,,,
1628415,1610612763,Dillon Brooks,Dillon Brooks,1628415,MEM,618.0,10,-1,23,21,10,6,5,44,,,,,,1.0,2.0,1.0,1.0,3.0,,1,2,4,5,24,1.0,1.0,,,3.0,,3.0,,2,,6,,,,,,,,,,,,,,3.0,10,0.5,,0.4166666666666667,0.5,0.4166666666666667,0.5,0.6666666666666666,20.689655172413794,,,,,,,,,,,,,,0.3333333333333333,0.5,1.0,0.16666666666666666,0.5,,0.5,,,,0.6666666666666666,0.49720000000000003,0.47725,0.5172,0.6,10.7,25.55,0.43478260869565216,,,,,,1.0,,3.0,1.0,,,,,1.0,3.0,,2.0,3.0,,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,1.0,1.0,1.0,0.25,,0.3333333333333333,0.25,,,,0.5,,,,,1.0,,,,,0.3333333333333333,0.3333333333333333,1.0,,,,,,1.0,0.3333333333333333,,,,,,1.0,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.3333333333333333,True,,,,,,,,,,,,,,
