EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyCorner3FGA,Travels,AtRimPctBlocked,PenaltyCorner3Frequency,LongMidRangeFGM,SecondChanceCorner3FGA,PtsUnassisted3s,HeaveAttempts,LostBallSteals,Blocked3s,BlockedArc3,LongMidRangePctBlocked,Corner3PctBlocked,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceCorner3Frequency,PenaltyCorner3FGM,SecondChanceFtPoints,BlockedLongMidRange,OffLongMidRangeReboundPct,PenaltyCorner3Accuracy,Offensive Fouls Drawn,SecondChanceCorner3FGM,SecondChanceFG3M,SecondChanceFg3Pct,OffShortMidRangeReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Transition Take Fouls Drawn,FTOffRebounds,Charge Fouls,DefensiveGoaltends,OffFTReboundPct,on,OffCorner3ReboundPct,StepOutOfBoundsTurnovers,OffensiveGoaltends
1626157,1610612750,Karl-Anthony Towns,Karl-Anthony Towns,1626157,MIN,8897.0,148.0,-26,283,285.0,96.0,81.0,20.0,568,14.0,20.0,2.0,3.0,7.0,7.0,7.0,12.0,3.0,1.0,3.0,4.0,17.0,1.0,1.0,6.0,21.0,35.0,5.0,20.0,15.0,72.0,356.0,2.0,3.0,1.0,4.0,9.0,11.0,1.0,6.0,8.0,29.0,30.0,12.0,15.0,2.0,17.0,4.0,1.0,1.0,5.0,4.0,9.0,2.0,2.0,4.0,1.0,22.0,1.0,2.0,13.0,17.0,2.0,32.0,3.0,35.0,1.0,3.0,3.0,9.0,1.0,7.0,5.0,1.0,2.0,14.0,1.0,4.0,10.0,19.0,1.0,2.0,21.0,1.0,2.0,19.0,5.0,9.0,3.0,3.0,2.0,1.0,3.0,1.0,1.0,29.0,96.0,3.0,3.0,0.7142857142857143,0.75,1.0,0.25,0.16666666666666666,0.25,0.6,0.6666666666666666,0.8181818181818182,0.5181818181818182,0.5,0.6176470588235294,0.5806451612903226,0.5,0.6904761904761905,0.36363636363636365,0.05,0.02857142857142857,0.08333333333333333,0.058823529411764705,24.91803278688525,0.6428571428571429,0.4,0.2537313432835821,0.03076923076923077,0.22413793103448276,0.0196078431372549,0.24,0.02586206896551724,0.08,0.02631578947368421,0.1,0.3,0.35294117647058826,0.2127659574468085,0.2727272727272727,0.037037037037037035,0.3333333333333333,0.36363636363636365,0.7,0.7,0.7142857142857143,0.21818181818181817,0.5833333333333334,0.6363636363636364,0.7142857142857143,0.05454545454545454,0.05454545454545454,0.3333333333333333,0.3333333333333333,1.0,0.3090909090909091,0.23529411764705882,0.25,1.0,0.75,0.6666666666666666,0.5,0.25,0.4117647058823529,1.0,0.35294117647058826,0.16666666666666666,0.7272727272727273,0.23529411764705882,0.5142736363636364,0.5490333333333334,0.530464705882353,0.15254237288135594,0.23076923076923078,0.05555555555555555,0.4027777777777778,5.388571428571429,26.014999999999997,0.3392226148409894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1627752,1610612750,Taurean Prince,Taurean Prince,1627752,MIN,4036.0,67.0,-12,137,139.0,38.0,36.0,9.0,276,1.0,2.0,,,,1.0,2.0,3.0,,3.0,7.0,3.0,8.0,,,2.0,3.0,5.0,6.0,15.0,3.0,27.0,174.0,,,,,,1.0,,3.0,2.0,2.0,4.0,2.0,18.0,,8.0,3.0,1.0,,1.0,2.0,3.0,1.0,1.0,1.0,,8.0,,,2.0,,,2.0,,2.0,,2.0,2.0,1.0,1.0,1.0,2.0,,,3.0,,2.0,2.0,3.0,,,2.0,,1.0,3.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,2.0,37.0,,1.0,0.6666666666666666,0.6666666666666666,1.0,0.4,,0.4,0.6,,,0.6,,,0.6428571428571429,,0.2,0.75,,0.2,,,16.3265306122449,0.3333333333333333,,,,0.09523809523809523,,0.03333333333333333,,,,,,,0.14285714285714285,,,,0.1,0.5,1.0,,0.15,0.6666666666666666,0.6666666666666666,1.0,,0.35,0.42857142857142855,0.42857142857142855,1.0,0.4,0.375,0.375,1.0,,,,,0.25,,0.5,,0.85,0.375,0.53518,,0.49167500000000003,0.05,0.2,,0.07407407407407407,6.5200000000000005,24.18,0.2773722627737226,1.0,1.0,0.5,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1629162,1610612750,Jordan McLaughlin,Jordan McLaughlin,1629162,MIN,349.0,6.0,-7,12,11.0,,3.0,,23,,,,,,,,,,,2.0,,,,,,,,,2.0,,,13.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,16.666666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,0.603675,,,,,,,,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1630162,1610612750,Anthony Edwards,Anthony Edwards,1630162,MIN,11918.0,199.0,-15,387,386.0,129.0,100.0,30.0,773,23.0,36.0,,2.0,6.0,9.0,8.0,20.0,15.0,1.0,6.0,14.0,37.0,,2.0,12.0,40.0,71.0,15.0,43.0,33.0,158.0,472.0,1.0,3.0,1.0,2.0,17.0,25.0,2.0,15.0,8.0,48.0,18.0,62.0,24.0,2.0,36.0,14.0,2.0,1.0,12.0,14.0,26.0,8.0,6.0,6.0,6.0,66.0,3.0,,15.0,7.0,,22.0,3.0,25.0,1.0,9.0,4.0,6.0,1.0,3.0,2.0,,3.0,8.0,,2.0,5.0,13.0,,1.0,25.0,,1.0,39.0,1.0,18.0,1.0,9.0,6.0,3.0,10.0,2.0,,48.0,128.0,2.0,1.0,0.225,0.23076923076923078,0.5333333333333333,0.3488372093023256,0.13333333333333333,0.35714285714285715,0.5633802816901409,0.3333333333333333,0.68,0.5482456140350878,0.25,0.5,0.5984848484848485,0.25,0.5333333333333333,0.37719298245614036,0.023255813953488372,0.028169014084507043,0.05,,33.33333333333333,0.75,,0.06930693069306931,,0.20270270270270271,0.04,0.12571428571428572,0.018867924528301886,,0.05660377358490566,0.0967741935483871,0.022727272727272728,0.11538461538461539,0.1694915254237288,0.3333333333333333,0.019230769230769232,0.2,0.3157894736842105,0.6388888888888888,0.6388888888888888,0.34782608695652173,0.17543859649122806,0.4,0.42105263157894735,0.125,0.13157894736842105,0.05263157894736842,0.16666666666666666,0.2,1.0,0.32456140350877194,0.3783783783783784,0.3783783783783784,0.5,0.5,,,,0.225,0.6666666666666666,0.3,0.16666666666666666,0.6929824561403509,0.3888888888888889,0.5142269911504425,0.44265,0.4783423076923077,0.13740458015267176,0.20454545454545456,0.012658227848101266,0.3037974683544304,7.256338028169013,25.91860465116279,0.3333333333333333,3.0,,,0.075,9.0,1.0,21.0,1.0,5.0,1.0,1.0,0.06666666666666667,0.16666666666666666,0.6,0.6428571428571429,0.25,,,,,,,,,,,,,,,,,,True,,,
203937,1610612750,Kyle Anderson,Kyle Anderson,203937,MIN,4920.0,82.0,-8,165,162.0,73.0,54.0,13.0,327,6.0,7.0,1.0,1.0,1.0,2.0,5.0,9.0,,1.0,4.0,,1.0,,,,11.0,16.0,1.0,5.0,2.0,27.0,196.0,1.0,1.0,,4.0,3.0,7.0,1.0,3.0,2.0,11.0,12.0,10.0,3.0,,1.0,,1.0,,9.0,4.0,13.0,1.0,3.0,7.0,2.0,30.0,1.0,1.0,6.0,6.0,,12.0,2.0,14.0,,6.0,3.0,3.0,,2.0,3.0,,1.0,6.0,,2.0,5.0,12.0,,1.0,1.0,,,2.0,,1.0,,1.0,,,1.0,1.0,,11.0,73.0,1.0,,0.5454545454545454,0.5454545454545454,1.0,0.2,0.3333333333333333,0.2,0.6875,1.0,0.42857142857142855,0.5952380952380952,1.0,0.45,0.6136363636363636,1.0,0.5,0.23809523809523808,,0.0625,,,15.730337078651685,0.5,,0.18181818181818182,0.025,0.2,0.029411764705882353,0.19047619047619047,0.02702702702702703,,0.045454545454545456,0.15384615384615385,0.25,0.125,0.24,,,1.0,0.3333333333333333,0.8571428571428571,1.0,0.3333333333333333,0.42857142857142855,0.5555555555555556,0.5555555555555556,0.8,,0.19047619047619047,0.25,0.25,1.0,0.047619047619047616,,,,1.0,1.0,1.0,,0.2,0.5,,,0.5714285714285714,,0.5759904761904762,0.9197,0.53346,0.045454545454545456,0.058823529411764705,0.14814814814814814,0.4074074074074074,5.4624999999999995,23.86,0.44242424242424244,3.0,1.0,0.14285714285714285,0.3,,,,,3.0,,,,,,,,1.0,2.0,1.0,0.2,0.3333333333333333,,,,,,,,,,,,,True,,,
1629638,1610612750,Nickeil Alexander-Walker,Nickeil Alexander-Walker,1629638,MIN,6935.0,116.0,17,224,223.0,73.0,49.0,17.0,447,3.0,4.0,,,,1.0,2.0,5.0,1.0,7.0,11.0,1.0,6.0,,,1.0,5.0,10.0,8.0,17.0,2.0,36.0,256.0,,,1.0,,1.0,2.0,2.0,5.0,1.0,9.0,6.0,4.0,24.0,,6.0,1.0,,,6.0,1.0,7.0,,1.0,4.0,2.0,15.0,,,3.0,4.0,,7.0,,7.0,,2.0,,,,,1.0,,,1.0,,,,9.0,1.0,,5.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,9.0,72.0,1.0,1.0,0.6,0.6,1.0,0.47058823529411764,0.4,0.47058823529411764,0.5,,0.5,0.6296296296296297,,0.5714285714285714,0.6428571428571429,,0.5625,0.6296296296296297,,,,,11.934156378600822,,,0.06451612903225806,,0.06,,0.0625,,,,0.07142857142857142,0.058823529411764705,0.07142857142857142,0.04878048780487805,0.1111111111111111,,1.0,0.14814814814814814,0.75,0.75,0.3333333333333333,0.18518518518518517,0.4,0.4,1.0,0.037037037037037035,0.4074074074074074,0.6363636363636364,0.6363636363636364,1.0,0.2222222222222222,0.16666666666666666,0.16666666666666666,1.0,,,,,0.14285714285714285,,0.14285714285714285,,0.7777777777777778,0.16666666666666666,0.5317129629629629,0.5088,0.5155285714285714,0.037037037037037035,0.1,,0.25,7.1899999999999995,24.058823529411764,0.32589285714285715,4.0,1.0,,0.5714285714285714,,1.0,,,2.0,,,,,,,1.0,2.0,,,,0.5,1.0,,,,,,,,,,,,True,,,
1629669,1610612750,Jaylen Nowell,Jaylen Nowell,1629669,MIN,2449.0,41.0,-6,77,75.0,42.0,11.0,8.0,152,1.0,3.0,,,,1.0,1.0,5.0,,1.0,1.0,,2.0,,,1.0,2.0,8.0,1.0,3.0,1.0,8.0,102.0,,1.0,1.0,3.0,,5.0,1.0,2.0,1.0,4.0,4.0,,3.0,,2.0,,,,2.0,,2.0,,,1.0,1.0,4.0,,1.0,1.0,,,1.0,1.0,2.0,,,,,,,1.0,1.0,,1.0,,1.0,3.0,3.0,,,2.0,,,2.0,,1.0,,,,,,,,4.0,42.0,,,1.0,1.0,1.0,0.3333333333333333,0.5,0.3333333333333333,0.25,,,0.3181818181818182,0.75,0.21428571428571427,0.3333333333333333,0.75,0.25,0.2727272727272727,,,,,15.294117647058824,,,,0.05555555555555555,0.09090909090909091,,0.02857142857142857,0.030303030303030304,,,,,,0.1,,,,0.2727272727272727,0.3333333333333333,0.3333333333333333,1.0,0.45454545454545453,0.2,0.2,1.0,,0.09090909090909091,1.0,1.0,1.0,0.18181818181818182,,,,,,,,0.14285714285714285,,0.14285714285714285,,0.5454545454545454,,0.5215681818181818,0.5394,0.48929999999999996,0.08333333333333333,0.1111111111111111,0.375,0.5,4.7125,24.866666666666664,0.5454545454545454,1.0,,,0.14285714285714285,,1.0,,,,,,,,,,0.5,1.0,,,,1.0,,1.0,1.0,1.0,0.1,1.0,1.0,,,,,,True,,,
203085,1610612750,Austin Rivers,Austin Rivers,203085,MIN,1375.0,23.0,-4,41,42.0,11.0,22.0,4.0,83,,,,,,,1.0,1.0,,1.0,2.0,,,,,,1.0,1.0,1.0,2.0,,5.0,52.0,,,1.0,3.0,,,,,,,2.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,10.0,1.0,,1.0,1.0,1.0,0.5,,0.5,1.0,,,0.8333333333333334,1.5,,0.8333333333333334,1.5,,0.6666666666666666,,,,,6.521739130434782,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,1.0,1.0,1.0,,0.6666666666666666,0.5,0.5,1.0,,,,,,,,,,,,,0.6666666666666666,,0.48523333333333335,,,,,0.6,,4.3,23.2,0.2682926829268293,,,,,,1.0,,,,,,,,,,1.0,,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,True,,,
201144,1610612750,Mike Conley,Mike Conley,201144,MIN,9184.0,153.0,-8,301,303.0,94.0,71.0,23.0,604,1.0,3.0,,,1.0,2.0,8.0,10.0,2.0,2.0,4.0,8.0,15.0,1.0,3.0,4.0,9.0,15.0,10.0,19.0,10.0,58.0,363.0,1.0,1.0,1.0,2.0,3.0,5.0,4.0,7.0,8.0,26.0,6.0,12.0,24.0,,15.0,8.0,,,17.0,9.0,26.0,6.0,3.0,10.0,7.0,61.0,1.0,1.0,5.0,5.0,,10.0,2.0,12.0,,3.0,2.0,6.0,,6.0,,,,6.0,,2.0,5.0,10.0,,,14.0,,1.0,11.0,,2.0,4.0,,,,,,,24.0,93.0,1.0,2.0,0.3333333333333333,0.3333333333333333,0.8,0.5263157894736842,0.5714285714285714,0.5263157894736842,0.6,1.0,0.6,0.7058823529411765,0.5,0.75,0.725,0.5,0.8125,0.5588235294117647,,,,,13.803680981595093,1.0,,0.06493506493506493,0.015384615384615385,0.0847457627118644,0.01818181818181818,0.07352941176470588,0.016666666666666666,,0.024390243902439025,0.045454545454545456,0.07692307692307693,0.0625,0.08333333333333333,0.09090909090909091,,,0.08823529411764706,0.3333333333333333,0.3333333333333333,,0.29411764705882354,0.8,0.8,0.375,0.058823529411764705,0.11764705882352941,0.5,0.5,1.0,0.4411764705882353,0.5333333333333333,0.5333333333333333,0.75,,,,0.5,0.16666666666666666,0.5,0.3333333333333333,0.75,0.6470588235294118,0.5333333333333333,0.491535294117647,0.488625,0.488125,0.05555555555555555,0.11764705882352941,0.034482758620689655,0.4482758620689655,8.540000000000001,25.273684210526312,0.3122923588039867,3.0,,,0.25,,,6.0,,1.0,,,,,,,,1.0,,,,0.3333333333333333,5.0,,,,0.038461538461538464,,,1.0,,,,,True,,,
203497,1610612750,Rudy Gobert,Rudy Gobert,203497,MIN,9499.0,158.0,-8,307,304.0,88.0,73.0,25.0,611,25.0,35.0,10.0,14.0,5.0,7.0,1.0,7.0,,,,,,,,,26.0,42.0,,,14.0,66.0,376.0,11.0,16.0,,23.0,6.0,10.0,,,2.0,14.0,36.0,16.0,,16.0,,,3.0,,6.0,4.0,10.0,3.0,1.0,6.0,,24.0,2.0,15.0,9.0,19.0,5.0,33.0,18.0,51.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,,,7.0,1.0,1.0,6.0,21.0,3.0,2.0,17.0,1.0,2.0,22.0,,10.0,1.0,5.0,4.0,1.0,5.0,3.0,,14.0,88.0,3.0,1.0,0.6923076923076923,1.0,,,,,0.6190476190476191,0.6875,0.6,0.6190476190476191,0.6875,0.6,0.6226415094339622,0.6764705882352942,0.5833333333333334,,,0.07142857142857142,0.2857142857142857,,17.857142857142858,0.14285714285714285,0.7142857142857143,0.22093023255813954,0.22727272727272727,0.15789473684210525,0.03508771929824561,0.1958041958041958,0.13821138211382114,0.26666666666666666,0.05,0.20833333333333334,0.1794871794871795,0.30434782608695654,0.15555555555555556,0.16666666666666666,0.15384615384615385,0.6,0.8333333333333334,0.7142857142857143,0.7352941176470589,0.72,0.16666666666666666,0.14285714285714285,0.2,,,,,,,,,,,0.875,0.7142857142857143,0.3,,0.7,0.7142857142857143,,,0.8333333333333334,,0.6092142857142857,0.6256533333333334,0.5709299999999999,0.19230769230769232,0.19230769230769232,0.3484848484848485,0.21212121212121213,2.2404761904761905,,0.28664495114006516,,2.0,0.02857142857142857,,,,,,,,,,,,,,,1.0,,,,1.0,,,,0.25,,,,1.0,1.0,2.0,0.125,True,,,
