EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LostBallSteals,Travels,AtRimPctBlocked,OffShortMidRangeReboundPct,LongMidRangeFGM,PenaltyCorner3FGA,PtsUnassisted3s,HeaveAttempts,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,PenaltyCorner3Frequency,PenaltyCorner3FGM,OffLongMidRangeReboundPct,PenaltyCorner3Accuracy,SecondChanceCorner3FGA,Offensive Fouls Drawn,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,FTOffRebounds,DefensiveGoaltends,OffFTReboundPct,on,OffensiveGoaltends,BlockedLongMidRange,Blocked3s,BlockedArc3,Corner3PctBlocked,Transition Take Fouls Drawn,StepOutOfBoundsTurnovers
1626157,1610612750,Karl-Anthony Towns,Karl-Anthony Towns,1626157,MIN,10799.0,180,-46.0,344,349,103.0,88.0,26.0,693,15.0,21.0,2.0,3.0,7.0,7.0,11.0,21.0,4.0,1.0,3.0,5.0,21.0,1.0,1.0,6.0,26.0,46.0,6.0,24.0,21.0,91.0,421,2.0,3.0,1.0,3.0,7.0,9.0,11.0,1.0,6.0,11.0,32.0,38.0,14.0,18.0,2.0,21.0,5.0,3.0,1.0,6.0,4.0,10.0,2.0,2.0,5.0,1.0,24.0,4.0,2.0,16.0,25.0,4.0,45.0,6.0,51.0,1.0,3.0,3.0,11.0,1.0,7.0,7.0,1.0,4.0,18.0,1.0,5.0,10.0,21.0,2.0,1.0,2.0,33.0,1.0,3.0,28.0,8.0,15.0,3.0,4.0,3.0,1.0,4.0,2.0,1.0,32.0,103.0,3.0,3.0,0.7307692307692307,0.76,1.0,0.25,0.16666666666666666,0.25,0.5652173913043478,0.6666666666666666,0.8181818181818182,0.5,0.5,0.6176470588235294,0.56875,0.5833333333333334,0.6956521739130435,0.34285714285714286,0.041666666666666664,0.06521739130434782,0.09523809523809523,0.25,0.047619047619047616,25.857519788918207,0.6111111111111112,0.5714285714285714,0.2840909090909091,0.022222222222222223,0.23529411764705882,0.058823529411764705,0.26282051282051283,0.0379746835443038,0.058823529411764705,0.04081632653061224,0.10526315789473684,0.1111111111111111,0.3333333333333333,0.42105263157894735,0.2037037037037037,0.35714285714285715,0.029411764705882353,0.5,0.3,0.7142857142857143,0.7142857142857143,0.7333333333333333,0.3,0.5238095238095238,0.5789473684210527,0.7272727272727273,0.05714285714285714,0.04285714285714286,0.3333333333333333,0.3333333333333333,1.0,0.3,0.23809523809523808,0.25,1.0,0.75,0.6666666666666666,0.5,0.25,0.4117647058823529,1.0,0.35294117647058826,0.16666666666666666,0.6428571428571429,0.23809523809523808,0.5010771428571429,0.5490333333333334,0.530464705882353,0.19480519480519481,0.2830188679245283,0.07692307692307693,0.3516483516483517,5.882608695652174,26.1875,0.29941860465116277,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1627752,1610612750,Taurean Prince,Taurean Prince,1627752,MIN,3557.0,59,-34.0,116,121,25.0,29.0,9.0,237,2.0,6.0,,3.0,,1.0,2.0,3.0,,2.0,5.0,1.0,3.0,,,,4.0,9.0,3.0,8.0,7.0,24.0,149,,3.0,,1.0,1.0,,2.0,,,3.0,3.0,4.0,4.0,9.0,,3.0,1.0,1.0,,,1.0,1.0,,1.0,,,3.0,,3.0,1.0,2.0,,3.0,3.0,6.0,2.0,2.0,1.0,2.0,,,1.0,,2.0,3.0,,1.0,3.0,7.0,,1.0,,5.0,,1.0,9.0,1.0,4.0,1.0,,,,,,,3.0,25.0,,1.0,0.5,0.5,1.0,0.375,,0.375,0.4444444444444444,,,0.5,,,0.5714285714285714,0.125,0.375,0.47058823529411764,,0.1111111111111111,,,,18.18181818181818,0.6666666666666666,,0.0625,0.08333333333333333,0.06666666666666667,,0.06382978723404255,0.04838709677419355,0.15384615384615385,,,,0.15384615384615385,,0.09090909090909091,,0.2222222222222222,,0.35294117647058826,0.3333333333333333,0.4,,0.17647058823529413,0.6666666666666666,0.6666666666666666,1.0,,0.29411764705882354,0.4,0.4,1.0,0.17647058823529413,0.3333333333333333,0.3333333333333333,1.0,1.0,,,,0.5,,,,0.8235294117647058,0.3333333333333333,0.537035294117647,0.5878,0.48045,0.2,0.3333333333333333,0.041666666666666664,0.125,3.6222222222222222,24.224999999999998,0.21551724137931033,1.0,1.0,0.16666666666666666,0.05,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1629162,1610612750,Jordan McLaughlin,Jordan McLaughlin,1629162,MIN,103.0,2,-4.0,3,3,,3.0,,6,,,,,,,,,,,1.0,,,,,,,,,1.0,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,33.333333333333336,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,0.61635,,,,,,,,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1630162,1610612750,Anthony Edwards,Anthony Edwards,1630162,MIN,8897.0,148,-26.0,283,285,96.0,81.0,20.0,568,16.0,24.0,,2.0,5.0,8.0,7.0,17.0,12.0,1.0,3.0,9.0,27.0,,1.0,9.0,29.0,53.0,10.0,30.0,23.0,111.0,356,,2.0,,,,12.0,19.0,1.0,10.0,5.0,32.0,12.0,46.0,18.0,,26.0,9.0,2.0,,10.0,10.0,20.0,6.0,4.0,5.0,5.0,50.0,,,10.0,5.0,,15.0,,15.0,,6.0,3.0,4.0,1.0,2.0,1.0,,2.0,5.0,,2.0,4.0,9.0,,,,17.0,,1.0,27.0,1.0,12.0,1.0,4.0,3.0,1.0,4.0,1.0,,32.0,96.0,2.0,1.0,0.20689655172413793,0.20689655172413793,0.6,0.3333333333333333,0.1,0.3448275862068966,0.5471698113207547,,0.631578947368421,0.5301204819277109,,0.46551724137931033,0.5842105263157895,,0.5,0.3614457831325301,,0.03773584905660377,0.058823529411764705,0.08333333333333333,,32.786885245901644,0.8,,0.07462686567164178,,0.1724137931034483,,0.12,,,,,0.15,,0.11764705882352941,0.1702127659574468,0.18181818181818182,,0.25,0.2891566265060241,0.6666666666666666,0.6666666666666666,0.3125,0.20481927710843373,0.4117647058823529,0.4375,0.14285714285714285,0.14457831325301204,0.03614457831325301,0.3333333333333333,0.3333333333333333,1.0,0.3253012048192771,0.3333333333333333,0.3333333333333333,0.5555555555555556,1.0,,,,0.27586206896551724,0.625,0.3103448275862069,0.1111111111111111,0.6506024096385542,0.34615384615384615,0.5046176829268294,0.3363,0.4795232142857143,0.1276595744680851,0.1875,,0.2882882882882883,7.756603773584905,26.353333333333335,0.3392226148409894,3.0,,,,6.0,1.0,12.0,1.0,0.5,0.5454545454545454,0.034482758620689655,,,,,,,,,,,,,,,True,,,,,,,
203937,1610612750,Kyle Anderson,Kyle Anderson,203937,MIN,3791.0,63,-26.0,125,128,58.0,49.0,7.0,253,2.0,4.0,,,,1.0,4.0,10.0,,1.0,2.0,1.0,1.0,,,,6.0,14.0,2.0,3.0,2.0,20.0,152,,,,2.0,2.0,2.0,5.0,1.0,1.0,2.0,9.0,10.0,2.0,6.0,,1.0,1.0,1.0,,8.0,4.0,12.0,2.0,2.0,5.0,3.0,28.0,1.0,1.0,3.0,2.0,,5.0,2.0,7.0,,4.0,2.0,1.0,,1.0,,,,1.0,,1.0,2.0,6.0,,,,2.0,,,2.0,,1.0,,1.0,1.0,,1.0,,,9.0,58.0,1.0,,0.8333333333333334,0.8333333333333334,1.0,0.6666666666666666,1.0,0.6666666666666666,0.42857142857142855,,0.4,0.5294117647058824,,0.5833333333333334,0.5555555555555556,1.0,0.6428571428571429,0.17647058823529413,,0.07142857142857142,,,,14.50381679389313,1.0,,0.09090909090909091,0.02857142857142857,0.11538461538461539,0.04,0.10416666666666667,0.03333333333333333,,0.058823529411764705,,0.1111111111111111,0.1,,0.13043478260869565,,,,0.23529411764705882,0.5,0.6666666666666666,0.5,0.5882352941176471,0.4,0.4,1.0,,0.11764705882352941,0.5,0.5,1.0,0.058823529411764705,1.0,1.0,1.0,,,,,0.16666666666666666,,,,0.4117647058823529,1.0,0.5118735294117647,,0.4680416666666667,0.05555555555555555,0.06666666666666667,0.1,0.45,6.064285714285715,24.899999999999995,0.464,2.0,,0.25,,,1.0,,,,,0.16666666666666666,1.0,0.2,1.0,,,,,,,,,,,,True,,,,,,,
1629638,1610612750,Nickeil Alexander-Walker,Nickeil Alexander-Walker,1629638,MIN,7407.0,123,-11.0,233,235,67.0,48.0,21.0,468,2.0,3.0,,,,1.0,1.0,4.0,1.0,5.0,11.0,1.0,7.0,,1.0,2.0,3.0,8.0,6.0,18.0,2.0,26.0,269,,,2.0,,,1.0,2.0,2.0,6.0,1.0,9.0,2.0,4.0,18.0,,7.0,1.0,,,5.0,1.0,6.0,,1.0,3.0,2.0,13.0,,1.0,3.0,5.0,,8.0,1.0,9.0,,3.0,,2.0,,2.0,1.0,,,3.0,,,,9.0,,1.0,,6.0,,1.0,3.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,9.0,67.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.375,,0.5,0.46153846153846156,,0.5,0.48148148148148145,,0.5,0.6923076923076923,,,,,,11.406844106463879,0.6666666666666666,,0.07246376811594203,0.016129032258064516,0.057692307692307696,,0.06611570247933884,0.008928571428571428,0.037037037037037035,,,0.11764705882352941,0.05263157894736842,0.07142857142857142,0.047619047619047616,0.1,,1.0,0.11538461538461539,0.6666666666666666,0.6666666666666666,,0.15384615384615385,0.25,0.25,1.0,0.038461538461538464,0.4230769230769231,0.45454545454545453,0.45454545454545453,1.0,0.2692307692307692,0.14285714285714285,0.14285714285714285,1.0,,,,,0.125,,0.25,0.5,0.8076923076923077,0.14285714285714285,0.5265596153846154,0.564675,0.49659374999999994,0.038461538461538464,0.125,,0.34615384615384615,7.0375,24.111111111111114,0.2875536480686695,3.0,1.0,,,,4.0,,,,,0.5,1.0,,0.25,2.0,3.0,1.0,,,,,,,,,True,,,,,,,
1629669,1610612750,Jaylen Nowell,Jaylen Nowell,1629669,MIN,1704.0,28,-20.0,53,56,23.0,9.0,6.0,109,,4.0,,3.0,,4.0,1.0,4.0,,1.0,1.0,,2.0,,,,1.0,8.0,1.0,3.0,,5.0,75,,3.0,1.0,,3.0,,6.0,1.0,1.0,,3.0,2.0,,3.0,,2.0,,,,2.0,,2.0,,,1.0,1.0,4.0,,4.0,,,,,4.0,4.0,3.0,,,,,,,,,,,,4.0,4.0,,,,,,,,,,,,,,,,,3.0,23.0,,,1.0,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.125,,,0.22727272727272727,0.375,0.21428571428571427,0.22727272727272727,0.375,0.21428571428571427,0.2727272727272727,,,,,,17.46031746031746,,,,0.2,,,,0.13793103448275862,0.2222222222222222,,,,,,,,0.3333333333333333,,0.36363636363636365,,,,0.36363636363636365,0.25,0.25,1.0,,0.09090909090909091,1.0,1.0,1.0,0.18181818181818182,,,,0.75,,,,0.5714285714285714,,,,0.6363636363636364,,0.5162227272727272,0.5716,0.5250857142857143,,,0.6,0.6,4.1,24.599999999999998,0.4339622641509434,,,,0.18181818181818182,,1.0,,,,,0.14285714285714285,1.0,,1.0,1.0,,0.25,1.0,1.0,1.0,1.0,1.0,,,,True,,,,,,,
201144,1610612750,Mike Conley,Mike Conley,201144,MIN,8840.0,147,-35.0,282,285,79.0,62.0,23.0,567,1.0,4.0,,,1.0,2.0,9.0,14.0,2.0,2.0,5.0,6.0,12.0,1.0,2.0,4.0,10.0,20.0,8.0,17.0,5.0,49.0,337,1.0,1.0,2.0,,2.0,3.0,5.0,3.0,7.0,4.0,19.0,6.0,14.0,18.0,,12.0,6.0,2.0,,16.0,6.0,22.0,4.0,2.0,7.0,9.0,50.0,1.0,1.0,5.0,3.0,,8.0,2.0,10.0,,2.0,1.0,7.0,,7.0,,,,7.0,,2.0,5.0,9.0,,,,11.0,,,6.0,,2.0,1.0,,,,,,,19.0,79.0,,1.0,0.3,0.3,0.75,0.47058823529411764,0.42857142857142855,0.47058823529411764,0.5,1.0,0.6,0.5945945945945946,0.3333333333333333,0.625,0.6125,0.3333333333333333,0.6785714285714286,0.4594594594594595,,0.1,0.07142857142857142,,,14.968152866242038,1.0,,0.03896103896103896,0.012987012987012988,0.08771929824561403,0.01818181818181818,0.05970149253731343,0.015151515151515152,,0.024390243902439025,,,0.05,0.0625,0.08695652173913043,0.09090909090909091,,,0.10810810810810811,0.25,0.3333333333333333,,0.3783783783783784,0.6428571428571429,0.6923076923076923,0.3333333333333333,0.05405405405405406,0.13513513513513514,0.4,0.4,1.0,0.32432432432432434,0.5,0.5,0.6666666666666666,,,,0.3333333333333333,0.16666666666666666,0.5,0.3333333333333333,0.5,0.5675675675675675,0.5,0.48504729729729734,0.488625,0.5029,0.05128205128205128,0.09090909090909091,0.04081632653061224,0.3877551020408163,8.000000000000002,24.75294117647059,0.2801418439716312,1.0,,0.25,0.02857142857142857,,3.0,6.0,,,,0.25,1.0,,0.3333333333333333,1.0,6.0,0.3333333333333333,,,,,,,,,True,,,,,,,
203085,1610612750,Austin Rivers,Austin Rivers,203085,MIN,1776.0,30,-7.0,58,58,7.0,16.0,2.0,116,,,,,,,2.0,2.0,,,2.0,,1.0,,,,2.0,2.0,,3.0,,4.0,61,,,,,,,,,,,,2.0,2.0,,,1.0,,,,,1.0,1.0,1.0,,,,3.0,,1.0,1.0,,,1.0,1.0,2.0,,1.0,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,7.0,1.0,,0.5,0.5,,,,,1.0,,,0.4,,,0.4,,,0.6,,,,,,8.19672131147541,,,,0.08333333333333333,0.08333333333333333,,0.041666666666666664,0.037037037037037035,,,,,,,0.16666666666666666,,,,,,,,0.4,1.0,1.0,0.5,,0.4,,,,0.2,,,,,,,,,,,,0.6,,0.47984,,,,,,,4.199999999999999,23.733333333333334,0.1206896551724138,1.0,,,0.1,,,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,
203497,1610612750,Rudy Gobert,Rudy Gobert,203497,MIN,7121.0,119,-21.0,223,225,57.0,55.0,16.0,448,16.0,22.0,6.0,9.0,3.0,4.0,,6.0,,,,,,,,,16.0,28.0,,,13.0,45.0,281,6.0,10.0,,1.0,13.0,3.0,6.0,,,,6.0,24.0,8.0,,8.0,,,2.0,,3.0,3.0,6.0,2.0,1.0,3.0,,15.0,2.0,8.0,8.0,17.0,3.0,28.0,11.0,39.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,,,5.0,1.0,1.0,8.0,19.0,1.0,2.0,2.0,17.0,1.0,2.0,21.0,1.0,11.0,,2.0,2.0,,2.0,2.0,,6.0,57.0,1.0,,0.75,1.0,,,,,0.5714285714285714,0.6,0.5,0.5714285714285714,0.6,0.5,0.5921052631578947,0.5909090909090909,0.5,,,0.07142857142857142,0.16666666666666666,,,17.62295081967213,0.2,0.5,0.2786885245901639,0.15384615384615385,0.18181818181818182,0.05128205128205128,0.23809523809523808,0.10989010989010989,0.25,0.06666666666666667,,0.3125,0.27586206896551724,0.25,0.17647058823529413,0.2,0.1,1.0,0.7857142857142857,0.7272727272727273,0.7619047619047619,0.75,0.21428571428571427,,,,,,,,,,,,,0.9,0.6666666666666666,0.3333333333333333,,0.6666666666666666,0.75,,,0.7857142857142857,,0.5977857142857141,0.6308333333333334,0.5555833333333333,0.2894736842105263,0.2894736842105263,0.28888888888888886,0.13333333333333333,2.1678571428571427,,0.2556053811659193,,,0.045454545454545456,0.125,,,,,,,,,,,,1.0,,,,,,,1.0,2.0,0.125,True,,,,,,,
