EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,Corner3FGM,PtsPutbacks,FTOffRebounds,DeadBallTurnovers,Travels,Offensive Fouls,Loose Ball Fouls Drawn,Blocked2s,BlockedShortMidRange,Blocks,OffFTReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,AtRimPctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceFtPoints,PenaltyFtPoints,HeaveAttempts,Fg3aBlocked,Corner3Assists,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Charge Fouls Drawn,Offensive Fouls Drawn,Technical Free Throw Trips,NonShootingFoulsDrawn,BlockedAtRim,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,BlocksRecoveredPct,LongMidRangePctAssisted,FTDefRebounds,SecondChanceTurnovers,DefFTReboundPct,SecondChanceAtRimPctAssisted,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,Loose Ball Fouls,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,Charge Fouls,DefensiveGoaltends,OffLongMidRangeReboundPct,on,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,StepOutOfBoundsTurnovers
1627749,1610612737,Dejounte Murray,Dejounte Murray,1627749,ATL,4340.0,72,5,152,151,11.0,20.0,24.0,303,4.0,9.0,1.0,1.0,1.0,11.0,20.0,2.0,5.0,2.0,7.0,15.0,1.0,1.0,1.0,17.0,34.0,7.0,17.0,6.0,61.0,178,1.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,7.0,2.0,32.0,12.0,9.0,15.0,7.0,5.0,14.0,4.0,18.0,4.0,5.0,5.0,4.0,40.0,3.0,2.0,6.0,3.0,9.0,5.0,14.0,3.0,5.0,4.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,4.0,6.0,2.0,4.0,7.0,11.0,0.058823529411764705,0.058823529411764705,0.5714285714285714,0.4117647058823529,1.0,0.4117647058823529,0.5,0.5,0.6666666666666666,0.5392156862745098,0.3333333333333333,0.875,0.5754716981132075,0.3333333333333333,0.875,0.3333333333333333,0.14705882352941177,0.2222222222222222,0.15,31.11111111111111,1.0,0.1111111111111111,0.047619047619047616,0.23076923076923078,0.075,0.16981132075471697,0.06097560975609756,0.1,0.1,0.09090909090909091,0.09090909090909091,0.2,0.20833333333333334,0.5,0.13636363636363635,0.17647058823529413,0.4444444444444444,0.5714285714285714,0.39215686274509803,0.55,0.6470588235294118,0.09090909090909091,0.09803921568627451,0.4,0.4,0.0392156862745098,0.29411764705882354,0.4666666666666667,0.4666666666666667,0.5714285714285714,0.3333333333333333,0.3333333333333333,0.25,1.0,0.25,1.0,0.5098039215686274,0.4666666666666667,0.5011676470588236,0.676275,0.528075,0.07547169811320754,0.1111111111111111,0.03278688524590164,0.11475409836065574,8.264705882352942,26.41764705882353,0.07236842105263158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1628381,1610612737,John Collins,John Collins,1628381,ATL,3674.0,61,42,125,123,18.0,19.0,14.0,248,3.0,3.0,1.0,,,3.0,8.0,,1.0,5.0,1.0,9.0,,,,6.0,12.0,4.0,14.0,,24.0,113,1.0,3.0,,2.0,,1.0,,,,8.0,4.0,12.0,,9.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,,,5.0,1.0,2.0,1.0,3.0,4.0,4.0,8.0,,1.0,1.0,,1.0,1.0,,3.0,,1.0,3.0,2.0,,,,,18.0,0.6666666666666666,0.8,1.0,0.2857142857142857,,0.2857142857142857,0.5,0.3333333333333333,,0.46153846153846156,0.3333333333333333,,0.46153846153846156,0.3333333333333333,,0.5384615384615384,0.25,,0.375,20.27972027972028,0.3333333333333333,0.09090909090909091,0.05714285714285714,0.038461538461538464,0.03571428571428571,0.06779661016949153,0.047619047619047616,0.0625,,0.1111111111111111,0.13333333333333333,,0.045454545454545456,,,0.11538461538461539,1.0,1.0,0.3076923076923077,0.375,0.6,0.6666666666666666,0.038461538461538464,,,0.19230769230769232,0.34615384615384615,0.1111111111111111,0.1111111111111111,1.0,0.3333333333333333,,,,,,0.6538461538461539,0.1111111111111111,0.5219519230769231,0.45659999999999995,0.41,,,0.08333333333333333,,6.5,25.342857142857138,0.144,1.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.25,0.07692307692307693,0.14285714285714285,0.6666666666666666,0.6,0.6,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1629027,1610612737,Trae Young,Trae Young,1629027,ATL,5929.0,99,11,204,207,46.0,27.0,22.0,411,4.0,10.0,,,2.0,4.0,12.0,5.0,11.0,,12.0,28.0,2.0,5.0,10.0,13.0,33.0,12.0,28.0,16.0,78.0,227,,,2.0,2.0,2.0,9.0,5.0,10.0,26.0,4.0,22.0,9.0,27.0,27.0,12.0,5.0,8.0,15.0,23.0,10.0,7.0,1.0,,61.0,1.0,1.0,3.0,4.0,7.0,2.0,9.0,1.0,5.0,4.0,1.0,8.0,6.0,2.0,11.0,3.0,,3.0,16.0,19.0,1.0,7.0,26.0,46.0,0.15384615384615385,0.15384615384615385,0.25,0.42857142857142855,0.5,0.4444444444444444,0.3939393939393939,,0.2222222222222222,0.5081967213114754,,0.5,0.5579710144927537,0.3333333333333333,0.5681818181818182,0.45901639344262296,0.15151515151515152,0.1,0.16666666666666666,34.18803418803419,0.7272727272727273,0.09090909090909091,0.017543859649122806,0.06521739130434782,0.02040816326530612,0.07777777777777778,0.018867924528301886,,0.023809523809523808,0.07142857142857142,0.09523809523809523,0.1111111111111111,0.05263157894736842,0.125,0.034482758620689655,0.16393442622950818,0.4,0.4444444444444444,0.19672131147540983,0.3333333333333333,0.4,0.25,0.18032786885245902,0.45454545454545453,0.5555555555555556,,0.45901639344262296,0.42857142857142855,0.4444444444444444,0.25,,1.0,0.10526315789473684,,0.5263157894736842,0.5,0.6229508196721312,0.4444444444444444,0.48594482758620694,0.5625,0.45885588235294117,0.1044776119402985,0.1794871794871795,0.02564102564102564,0.3333333333333333,9.457575757575759,28.614285714285717,0.22549019607843138,,,,,3.0,,,,2.0,1.0,2.0,,0.05,,,,,,,2.0,7.0,1.0,1.0,5.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,0.03571428571428571,0.18181818181818182,0.03571428571428571,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1629631,1610612737,De'Andre Hunter,De'Andre Hunter,1629631,ATL,6044.0,101,29,206,207,31.0,28.0,27.0,413,5.0,8.0,2.0,2.0,3.0,2.0,6.0,6.0,9.0,8.0,4.0,9.0,,,,13.0,23.0,6.0,17.0,3.0,47.0,240,2.0,2.0,,4.0,2.0,4.0,,,4.0,16.0,10.0,15.0,3.0,9.0,4.0,2.0,,2.0,2.0,1.0,,,,6.0,2.0,1.0,8.0,6.0,15.0,3.0,18.0,1.0,2.0,1.0,1.0,1.0,1.0,,3.0,1.0,4.0,7.0,10.0,4.0,,2.0,4.0,31.0,0.6153846153846154,0.6666666666666666,0.8333333333333334,0.35294117647058826,,0.35294117647058826,0.5652173913043478,1.0,0.5,0.55,1.0,0.5,0.5595238095238095,1.0,0.5,0.425,0.08695652173913043,0.25,,18.75,0.3333333333333333,0.14634146341463414,0.017543859649122806,0.1951219512195122,0.04081632653061224,0.17073170731707318,0.02830188679245283,0.034482758620689655,0.05263157894736842,0.23076923076923078,0.10526315789473684,0.1111111111111111,0.14285714285714285,0.5,0.05263157894736842,0.2,0.625,0.8333333333333334,0.15,0.3333333333333333,0.3333333333333333,0.5,0.225,0.6666666666666666,0.6666666666666666,0.2,0.225,0.4444444444444444,0.4444444444444444,0.75,1.0,,0.75,0.6666666666666666,,,0.625,0.4444444444444444,0.54892125,0.8702,0.7546499999999999,0.047619047619047616,0.08,0.0851063829787234,0.0851063829787234,9.995652173913042,24.905882352941177,0.15048543689320387,2.0,2.0,2.0,,2.0,,1.0,3.0,,,,,,,0.6,0.25,0.25,1.0,1.0,,,,,1.0,1.0,,,3.0,,,,,,,,,,,0.6666666666666666,1.0,2.0,0.16666666666666666,0.5,,,,,,,,,,,,,,,,,,True,,,,,,
203992,1610612737,Bogdan Bogdanovic,Bogdan Bogdanovic,203992,ATL,9404.0,157,16,323,326,51.0,39.0,40.0,649,5.0,7.0,3.0,1.0,1.0,9.0,10.0,1.0,4.0,7.0,11.0,26.0,5.0,2.0,3.0,15.0,21.0,15.0,33.0,5.0,80.0,378,3.0,6.0,5.0,12.0,2.0,2.0,3.0,5.0,13.0,12.0,18.0,39.0,6.0,26.0,11.0,,9.0,6.0,15.0,4.0,4.0,4.0,1.0,36.0,,2.0,7.0,5.0,16.0,2.0,18.0,,6.0,3.0,3.0,3.0,3.0,,3.0,,8.0,16.0,7.0,7.0,1.0,1.0,13.0,51.0,0.4,0.4,0.8666666666666667,0.45454545454545453,0.6,0.45454545454545453,0.7142857142857143,0.5,1.0,0.6944444444444444,0.5454545454545454,0.9285714285714286,0.7142857142857143,0.5454545454545454,0.9285714285714286,0.6111111111111112,,,,15.817694369973191,1.0,0.07246376811594203,0.022222222222222223,0.10606060606060606,,0.08888888888888889,0.011976047904191617,0.023809523809523808,,0.08333333333333333,0.06451612903225806,0.07142857142857142,0.08928571428571429,0.2,,0.12962962962962962,0.7142857142857143,0.7142857142857143,0.18518518518518517,0.9,0.9,0.4444444444444444,0.07407407407407407,0.25,0.25,0.12962962962962962,0.48148148148148145,0.4230769230769231,0.4230769230769231,0.8181818181818182,0.2727272727272727,0.45454545454545453,0.14285714285714285,1.0,0.42857142857142855,0.6666666666666666,0.7407407407407407,0.4230769230769231,0.5282764150943398,0.5461285714285714,0.5094214285714286,0.05357142857142857,0.047619047619047616,0.15,0.1625,7.880952380952381,26.17575757575758,0.15789473684210525,1.0,4.0,,,,,,,4.0,2.0,5.0,,0.03571428571428571,,0.2,0.5714285714285714,0.5714285714285714,1.0,0.3333333333333333,,,,,2.0,,,,1.0,,,2.0,3.0,,,,,,0.6,1.0,4.0,2.0,0.4,,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.4,0.4,0.5,0.2857142857142857,0.5,0.05714285714285714,,,,True,,,,,,
1630168,1610612737,Onyeka Okongwu,Onyeka Okongwu,1630168,ATL,6595.0,110,-12,227,231,42.0,23.0,29.0,458,10.0,16.0,6.0,2.0,2.0,3.0,6.0,,1.0,,,,,,,13.0,23.0,,,5.0,31.0,290,4.0,6.0,,12.0,2.0,2.0,,,6.0,18.0,8.0,,,,,2.0,3.0,2.0,5.0,2.0,1.0,2.0,,12.0,6.0,11.0,9.0,5.0,14.0,17.0,31.0,2.0,2.0,2.0,,1.0,1.0,,5.0,1.0,9.0,14.0,7.0,8.0,2.0,4.0,6.0,42.0,0.6923076923076923,1.0,,,,,0.5652173913043478,0.6666666666666666,1.0,0.5652173913043478,0.6666666666666666,1.0,0.5961538461538461,0.75,1.0,,0.08695652173913043,0.0625,0.16666666666666666,11.787072243346008,0.2,0.1111111111111111,0.1774193548387097,0.20454545454545456,0.10526315789473684,0.15730337078651685,0.14285714285714285,0.1111111111111111,0.10204081632653061,0.10526315789473684,0.10526315789473684,0.14285714285714285,0.24324324324324326,,0.25,0.6956521739130435,0.625,0.6666666666666666,0.2608695652173913,0.5,0.6,1.0,0.043478260869565216,,,,,,,,1.0,,1.0,1.0,,,0.6956521739130435,,0.605808695652174,0.683325,0.6980999999999999,0.16,0.16,0.3870967741935484,0.1935483870967742,3.5782608695652174,,0.18502202643171806,4.0,,8.0,,4.0,1.0,2.0,2.0,5.0,4.0,5.0,,0.3684210526315789,0.125,0.6,,,,0.6666666666666666,4.0,2.0,,,,,,,,,1.0,1.0,4.0,,1.0,,,,0.8,,,1.0,,,,,,,2.0,,,,,,,,,,1.0,1.0,0.0625,True,,,,,,
203991,1610612737,Clint Capela,Clint Capela,203991,ATL,2469.0,41,18,82,81,2.0,8.0,9.0,163,8.0,11.0,4.0,,,1.0,5.0,,,,,,,,,9.0,16.0,,,,18.0,84,2.0,5.0,,4.0,,,,,,14.0,4.0,,,,,3.0,1.0,1.0,2.0,1.0,,1.0,,5.0,,4.0,6.0,5.0,11.0,4.0,15.0,,1.0,,1.0,,,,,,,,1.0,,,,,2.0,0.7777777777777778,1.0,,,,,0.5625,0.4,,0.5625,0.4,,0.5625,0.4,,,0.1875,0.09090909090909091,0.4,17.204301075268816,,0.20833333333333334,0.16,0.3,,0.25,0.09523809523809523,0.14285714285714285,,,0.08333333333333333,0.5714285714285714,0.3333333333333333,,,0.6875,0.7272727272727273,0.8,0.3125,0.2,0.3333333333333333,1.0,,,,,,,,,0.8,,,,,,0.6875,,0.496225,0.55738,,,,0.2222222222222222,,3.6125000000000003,,0.024390243902439025,2.0,,4.0,,,,,1.0,1.0,,1.0,,0.2857142857142857,,0.75,,,,0.5,,,,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1630180,1610612737,Saddiq Bey,Saddiq Bey,1630180,ATL,5412.0,90,-19,187,193,36.0,23.0,26.0,380,3.0,4.0,1.0,,,2.0,6.0,,2.0,4.0,4.0,9.0,1.0,2.0,2.0,5.0,12.0,6.0,13.0,6.0,34.0,243,1.0,4.0,1.0,3.0,1.0,3.0,3.0,3.0,11.0,6.0,4.0,18.0,,9.0,4.0,1.0,2.0,4.0,6.0,3.0,1.0,,1.0,16.0,2.0,1.0,6.0,3.0,10.0,3.0,13.0,,1.0,1.0,,1.0,1.0,,1.0,,1.0,3.0,5.0,7.0,1.0,4.0,11.0,36.0,0.6,0.75,1.0,0.46153846153846156,1.0,0.46153846153846156,0.4166666666666667,0.25,0.3333333333333333,0.56,0.2,0.9166666666666666,0.6071428571428571,0.25,0.9166666666666666,0.52,0.08333333333333333,,0.16666666666666666,13.242009132420092,1.0,0.08333333333333333,0.018867924528301886,0.15384615384615385,0.0425531914893617,0.12,0.03,,0.05,0.07142857142857142,0.0625,0.16666666666666666,0.15151515151515152,0.16666666666666666,,0.16,0.75,0.75,0.24,0.3333333333333333,0.4,0.5,0.08,,,0.16,0.36,0.4444444444444444,0.4444444444444444,1.0,0.2,0.2,,,0.3333333333333333,1.0,0.68,0.4444444444444444,0.539356,0.3712,0.49804166666666666,0.14285714285714285,0.26666666666666666,0.08823529411764706,0.3235294117647059,8.191666666666666,25.192307692307693,0.1925133689839572,1.0,2.0,2.0,,,,,,,,,,,,0.6666666666666666,0.5,0.5,1.0,1.0,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,1.0,,0.14285714285714285,,1.0,1.0,,,,,,,,,,0.16666666666666666,1.0,,,,0.07142857142857142,True,,,,,,
1630552,1610612737,Jalen Johnson,Jalen Johnson,1630552,ATL,2920.0,49,-7,102,103,18.0,8.0,9.0,205,4.0,6.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,,3.0,9.0,1.0,,2.0,6.0,13.0,3.0,9.0,,21.0,123,,2.0,1.0,,1.0,1.0,,2.0,2.0,8.0,4.0,9.0,,9.0,3.0,1.0,6.0,2.0,8.0,1.0,3.0,2.0,1.0,18.0,1.0,1.0,5.0,5.0,13.0,2.0,15.0,,3.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,3.0,4.0,,,,,2.0,18.0,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,,0.3333333333333333,0.46153846153846156,,1.0,0.4772727272727273,,0.3333333333333333,0.4772727272727273,,0.3333333333333333,0.4090909090909091,0.07692307692307693,,0.2,23.008849557522126,0.5,0.20833333333333334,0.037037037037037035,0.23809523809523808,0.047619047619047616,0.2222222222222222,0.041666666666666664,,,0.2222222222222222,0.09090909090909091,0.5,0.23529411764705882,0.25,,0.2727272727272727,0.6666666666666666,0.6666666666666666,0.22727272727272727,0.2,0.25,1.0,0.09090909090909091,0.5,0.5,,0.4090909090909091,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,,0.6818181818181818,0.3333333333333333,0.5039681818181818,0.494275,0.52465,,,,0.09523809523809523,6.846153846153846,26.055555555555557,0.17647058823529413,,,,,2.0,1.0,1.0,,,,,,0.125,0.25,0.5,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,3.0,,0.75,,,,,,,,,,,,,,,,,,,True,,,,,,
1628988,1610612737,Aaron Holiday,Aaron Holiday,1628988,ATL,233.0,4,-3,7,8,,,,15,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,3.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
