EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3A,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,ShootingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGA,LongMidRangeAssists,OffArc3ReboundPct,LongMidRangeFrequency,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGA,PenaltyFtPoints,Corner3Assists,StepOutOfBoundsTurnovers,SecondChanceTurnovers,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,ShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,LongMidRangeFGM,PtsUnassisted3s,AtRimAssists,OffTwoPtRebounds,BadPassSteals,BadPassTurnovers,PenaltyTurnovers,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ShortMidRangePctBlocked,OffTwoPtReboundPct,OffShortMidRangeReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceShotQualityAvg,TwoPtShootingFoulsDrawnPct,Corner3FGM,PenaltyCorner3FGA,Charge Fouls,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyAtRimFGM,PenaltyFG2M,PenaltyFg2Pct,OffAtRimReboundPct,PenaltyAtRimAccuracy,BadPassOutOfBoundsTurnovers,Charge Fouls Drawn,LongMidRangePctAssisted,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,Offensive Fouls,Loose Ball Fouls Drawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,BlocksRecoveredPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChancePointsPct,on,PtsPutbacks,HeaveAttempts,Loose Ball Fouls,BlockedShortMidRange,DefensiveGoaltends,NonShootingPenaltyNonTakeFouls,DefLongMidRangeReboundPct,FTOffRebounds,OffFTReboundPct,LostBallOutOfBoundsTurnovers,LongMidRangePctBlocked,SelfOReb,OffLongMidRangeReboundPct,SelfORebPct,3pt And 1 Free Throw Trips,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceFG3M,BlockedLongMidRange,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy
1626220,1610612751,Royce O'Neale,Royce O'Neale,1626220,BKN,2168.0,36,14,69,63,15.0,6.0,6.0,132,2.0,4.0,2.0,2.0,6.0,1.0,1.0,2.0,2.0,4.0,2.0,6.0,2.0,12.0,60,1.0,2.0,1.0,2.0,3.0,2.0,2.0,6.0,6.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,15.0,0.5,0.5,1.0,0.3333333333333333,0.5,0.3333333333333333,0.5,0.5,0.375,0.6,0.375,0.6,0.25,0.25,15.584415584415584,0.5,1.0,0.10526315789473684,0.2,0.043478260869565216,0.13793103448275862,0.029411764705882353,0.16666666666666666,0.125,0.09090909090909091,0.14285714285714285,0.3333333333333333,0.4,0.5,0.6666666666666666,0.5,0.6,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.5,0.5,1.0,0.3333333333333333,0.571045,0.5594250000000001,0.25,2.1,26.683333333333334,0.21739130434782608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
1627827,1610612751,Dorian Finney-Smith,Dorian Finney-Smith,1627827,BKN,420.0,7,7,13,13,2.0,3.0,1.0,26,,,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,3.0,11,,,1.0,1.0,3.0,,,3.0,1.0,1.0,,1.0,,1.0,,,2.0,1.0,,1.0,,1.0,1.0,2.0,,,,1.0,,1.0,1.0,,,,,,3.0,2.0,,,1.0,1.0,1.0,1.0,,0.75,1.5,0.75,1.5,0.5,,,21.428571428571427,,,0.14285714285714285,,0.2,0.14285714285714285,0.16666666666666666,,0.25,,,,,,,,0.5,1.0,1.0,1.0,,,1.0,1.0,0.5,1.0,0.426175,0.53685,1.0,22.2,25.5,0.15384615384615385,1.0,1.0,0.2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
1628969,1610612751,Mikal Bridges,Mikal Bridges,1628969,BKN,1113.0,19,3,36,31,13.0,4.0,5.0,67,1.0,2.0,,,2.0,,,2.0,3.0,5.0,,3.0,5.0,11.0,30,,,,2.0,2.0,2.0,4.0,,2.0,,,1.0,2.0,3.0,1.0,1.0,8.0,,,1.0,,1.0,,1.0,,,,1.0,,,1.0,,1.0,4.0,1.0,5.0,2.0,13.0,0.3333333333333333,0.3333333333333333,,,,,0.6,0.375,,0.55,0.3333333333333333,0.375,,,25.58139534883721,,,0.125,,,0.07692307692307693,,,,0.2,,,0.25,0.5,0.5,,0.25,,,,,,1.0,,0.625,,0.4866625,0.441075,0.18181818181818182,6.0,25.233333333333334,0.3611111111111111,,,,,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.375,0.6666666666666666,0.6666666666666666,0.5,0.125,0.1111111111111111,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
203915,1610612751,Spencer Dinwiddie,Spencer Dinwiddie,203915,BKN,2092.0,35,14,67,64,17.0,4.0,6.0,131,2.0,2.0,,2.0,5.0,1.0,,1.0,3.0,6.0,2.0,5.0,2.0,14.0,57,1.0,,,1.0,,2.0,4.0,,5.0,2.0,1.0,6.0,2.0,8.0,1.0,1.0,18.0,,1.0,2.0,,3.0,1.0,4.0,2.0,1.0,4.0,,1.0,,4.0,,1.0,5.0,,5.0,,17.0,0.3333333333333333,0.3333333333333333,,0.4,,0.4,0.5,0.5454545454545454,,0.5384615384615384,,0.45454545454545453,0.16666666666666666,,23.28767123287671,1.0,,0.08333333333333333,0.09090909090909091,,0.08571428571428572,0.03333333333333333,,0.1111111111111111,0.06666666666666667,0.125,,0.18181818181818182,1.0,1.0,0.5,0.45454545454545453,0.4,0.4,,1.0,,1.0,,0.6363636363636364,0.4,0.4684999999999999,0.52185,,6.916666666666667,25.96,0.2537313432835821,1.0,1.0,,0.09090909090909091,,3.0,,,1.0,,,,,,0.2727272727272727,,,,,0.23076923076923078,,1.0,6.0,4.0,1.0,1.0,3.0,1.0,1.0,3.0,0.3333333333333333,0.1,0.16666666666666666,1.0,1.0,0.5262,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
203925,1610612751,Joe Harris,Joe Harris,203925,BKN,2622.0,44,15,84,78,22.0,6.0,8.0,162,1.0,1.0,,,9.0,2.0,,2.0,1.0,1.0,1.0,12.0,2.0,7.0,73,2.0,,,3.0,2.0,2.0,,3.0,9.0,,,,,,,,,,,5.0,,5.0,,5.0,2.0,1.0,2.0,1.0,1.0,,3.0,1.0,5.0,1.0,,2.0,2.0,22.0,1.0,1.0,1.0,0.08333333333333333,,0.08333333333333333,1.0,0.19230769230769232,,0.25,0.25,0.9230769230769231,,,18.279569892473116,0.6666666666666666,,0.19230769230769232,,,0.125,,,0.18181818181818182,0.2,,,0.07692307692307693,1.0,1.0,1.0,0.6923076923076923,,,,1.0,,0.6666666666666666,,1.0,,0.550823076923077,0.5515,0.2857142857142857,2.5,25.125,0.2619047619047619,,,,,,,3.0,2.0,,,,,1.0,1.0,,,,,0.23076923076923078,,,,,,,1.0,1.0,1.0,,,,,,,,0.5157,,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
1629661,1610612751,Cameron Johnson,Cameron Johnson,1629661,BKN,1238.0,21,15,43,37,16.0,2.0,6.0,80,2.0,4.0,2.0,1.0,3.0,1.0,,,5.0,8.0,2.0,6.0,1.0,17.0,29,1.0,4.0,,1.0,7.0,8.0,2.0,6.0,3.0,1.0,2.0,1.0,,1.0,,,2.0,1.0,3.0,1.0,,4.0,2.0,6.0,,,,,,,,,,2.0,,1.0,7.0,16.0,0.8,0.8,1.0,0.3333333333333333,,0.3333333333333333,0.625,0.5714285714285714,0.6,0.6071428571428571,0.7,0.42857142857142855,0.25,0.5,29.166666666666668,,,0.06666666666666667,0.3,0.05555555555555555,0.16,0.08,,,0.1,0.2,0.4,0.2857142857142857,0.5,1.0,1.0,0.21428571428571427,0.3333333333333333,0.3333333333333333,1.0,1.0,0.4,,,0.7142857142857143,0.3333333333333333,0.5139142857142857,0.6091,0.4117647058823529,5.6875,25.849999999999998,0.37209302325581395,,,0.07142857142857142,,3.0,4.0,3.0,1.0,,,,,,,0.2857142857142857,0.75,0.75,0.6666666666666666,0.21428571428571427,0.07142857142857142,,,,1.0,1.0,,,,1.0,1.0,,0.14285714285714285,,,,0.4581,0.125,1.0,1.0,,0.3333333333333333,0.3333333333333333,1.0,0.2,2.0,3.0,0.75,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
203552,1610612751,Seth Curry,Seth Curry,203552,BKN,1648.0,27,10,54,50,15.0,3.0,4.0,104,,,,1.0,2.0,,,1.0,6.0,7.0,1.0,3.0,,15.0,47,,,,1.0,,8.0,4.0,3.0,2.0,1.0,,3.0,,3.0,,,6.0,,1.0,1.0,,2.0,,2.0,,,,1.0,,,1.0,,,2.0,,,,15.0,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,,0.3333333333333333,0.8571428571428571,0.75,,0.75,,0.3,,,18.965517241379313,,,0.06666666666666667,0.125,,0.08695652173913043,,,0.14285714285714285,,0.16666666666666666,,,,,,0.2,0.5,0.5,1.0,,,1.0,,0.3,0.5,0.46384499999999995,0.52155,,15.157142857142857,25.233333333333334,0.2777777777777778,4.0,,,0.4,2.0,3.0,1.0,,,,,,,,0.3,0.6666666666666666,0.6666666666666666,0.5,0.1,,,4.0,,3.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,0.75,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
1629651,1610612751,Nic Claxton,Nic Claxton,1629651,BKN,1329.0,22,-7,39,40,7.0,2.0,4.0,79,2.0,2.0,2.0,,,,,,2.0,2.0,,,3.0,7.0,42,,2.0,,,6.0,4.0,,,,,,1.0,,1.0,,1.0,2.0,,3.0,2.0,,5.0,,5.0,,,1.0,1.0,,,2.0,1.0,2.0,4.0,,5.0,6.0,7.0,1.0,1.0,,,,,1.0,1.0,1.0,0.875,1.0,,,,14.285714285714286,0.5,,0.2,0.2727272727272727,,0.23809523809523808,,,0.2,0.2,0.16666666666666666,0.4,1.0,1.0,1.0,1.0,,,,,,1.0,,,1.0,,0.7023,0.7023,0.8571428571428571,1.65,,0.1794871794871795,,,,,,,,2.0,,,,,1.0,1.0,,,,,,0.6666666666666666,,,,,,,1.0,,1.0,2.0,,,,,,0.596,0.6666666666666666,,,,,,,,2.0,2.0,1.0,,1.0,,,,1.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5714285714285714,True,,,,,,,,,,,,,,,,,,,,,,,,,
1630549,1610612751,Day'Ron Sharpe,Day'Ron Sharpe,1630549,BKN,342.0,6,7,11,10,,,,21,1.0,2.0,,,,,,,1.0,2.0,,,,2.0,11,,,,,,2.0,,,,,,1.0,1.0,2.0,1.0,,5.0,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,0.5,0.5,,0.5,,,,,16.666666666666668,,,0.3333333333333333,,,0.25,,,0.3333333333333333,,,,1.0,0.5,0.5,1.0,,,,,,,,,1.0,,0.56145,,,2.6500000000000004,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
201988,1610612751,Patty Mills,Patty Mills,201988,BKN,138.0,2,-3,4,4,3.0,,,8,,,,,,,,,,,,1.0,,,5,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,3.0,,,,,,,,,,,,1.0,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.49995,0.49995,,,22.9,0.75,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
