EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG3A,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,Fouls,FoulsDrawn,Charge Fouls Drawn,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,Usage,LiveBallTurnoverPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,ShortMidRangeFGA,PtsAssisted2s,Fg2aBlocked,DefTwoPtRebounds,ShootingFouls,Assisted2sPct,NonPutbacksAssisted2sPct,FG2APctBlocked,AtRimPctBlocked,DefTwoPtReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsPutbacks,Fg3aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,OffThreePtRebounds,FTDefRebounds,SelfOReb,DeadBallTurnovers,LostBallTurnovers,PenaltyTurnovers,Offensive Fouls,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG3APctBlocked,ShortMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,DefFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,BadPassOutOfBoundsTurnovers,OffCorner3ReboundPct,AtRimPctAssisted,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,PenaltyFtPoints,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Loose Ball Fouls,Technical Free Throw Trips,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyArc3FGA,PenaltyFG3A,PenaltyArc3Frequency,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,PtsUnassisted3s,LongMidRangeAssists,SecondChanceAtRimPctAssisted,HeaveAttempts,SecondChanceFtPoints,on,SecondChanceCorner3FGA,PenaltyCorner3FGA,NonShootingFoulsDrawn,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,SecondChanceCorner3FGM,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,PenaltyFG3M,FTOffRebounds,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,PenaltyFg3Pct,OffFTReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,PenaltyArc3FGM,Travels,PenaltyArc3Accuracy,Charge Fouls,DefensiveGoaltends,3SecondViolations,OffLongMidRangeReboundPct,StepOutOfBoundsTurnovers,Transition Take Fouls Drawn,LongMidRangePctBlocked
1626145,1610612763,Tyus Jones,Tyus Jones,1626145,MEM,1266.0,21,-4,42,44,2.0,2.0,8,86,1.0,1,2.0,2.0,5.0,1.0,1,1,2.0,7.0,8,40,1.0,2.0,6.0,5.0,2.0,4.0,4,3.0,1.0,8,2.0,2.0,2.0,2.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.2857142857142857,0.2857142857142857,1.0,0.5,0.5,0.875,17.307692307692307,1.0,0.1111111111111111,0.2857142857142857,0.1,0.06451612903225806,0.2,0.125,0.2,0.5,0.125,1.0,1.0,0.25,0.625,0.4,0.4,1.0,1.0,1.0,0.4,0.56668125,0.5259,1.9,24.82857142857143,0.047619047619047616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628379,1610612763,Luke Kennard,Luke Kennard,1628379,MEM,707.0,12,-13,23,25,,,3,48,,1,,,,,1,2,,,2,32,,,,,,1.0,1,1.0,,2,,,3.0,,3.0,1.0,1.0,,,,,2.0,,,,,,,,0.5,0.5,0.5,,7.142857142857142,,,,0.3333333333333333,,,,,,0.5,,,,,,,,,0.5,,0.64575,,6.7,,,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,0.5,1.0,0.375,0.3333333333333333,0.6666666666666666,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628991,1610612763,Jaren Jackson Jr.,Jaren Jackson Jr.,1628991,MEM,1576.0,26,-20,51,57,5.0,13.0,9,108,3.0,4,1.0,,3.0,,5,10,,4.0,11,63,,6.0,,3.0,,,2,,,6,2.0,1.0,5.0,3.0,8.0,1.0,,1.0,2.0,,3.0,2.0,3.0,,5.0,,,,,0.5,0.35714285714285715,0.36666666666666664,0.2857142857142857,29.032258064516128,0.6666666666666666,0.1,0.14285714285714285,0.2,0.08333333333333333,0.3333333333333333,,0.2,,0.2857142857142857,0.75,0.75,0.07142857142857142,0.21428571428571427,,,,,0.5714285714285714,,0.5195285714285715,0.60485,4.2,25.099999999999998,0.09803921568627451,2.0,6.0,4.0,1.0,3.0,,0.4,0.5,0.1,,0.23076923076923078,0.2857142857142857,,0.42857142857142855,0.3333333333333333,0.4,1.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,0.6666666666666666,0.5,0.6666666666666666,0.5,0.6666666666666666,0.5,0.5,0.16666666666666666,1.0,0.3333333333333333,1.0,0.0625,0.1111111111111111,0.3333333333333333,0.16666666666666666,0.5,1.0,0.6666666666666666,0.5,1.0,0.49245000000000005,0.06666666666666667,0.09090909090909091,0.36363636363636365,0.18181818181818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629723,1610612763,John Konchar,John Konchar,1629723,MEM,2919.0,49,-23,98,104,12.0,21.0,16,202,2.0,5,3.0,,1.0,,2,5,,4.0,4,106,,2.0,,1.0,,4.0,4,,4.0,8,2.0,1.0,6.0,4.0,10.0,2.0,1.0,1.0,,,1.0,6.0,,,12.0,2.0,,,,0.4,0.2222222222222222,0.2222222222222222,0.4444444444444444,8.474576271186441,,0.05,0.058823529411764705,0.1282051282051282,0.06060606060606061,,0.1,0.06666666666666667,,0.5555555555555556,0.4,0.5,0.3333333333333333,0.1111111111111111,,,,,1.0,,0.5636166666666668,0.59795,1.6799999999999997,23.625,0.12244897959183673,,,2.0,1.0,4.0,3.0,0.5,1.0,0.2,0.2,0.18181818181818182,0.2222222222222222,,,,,,1.0,2.0,,1.0,,1.0,2.0,2.0,,1.0,,2.0,,,,,2.0,1.0,,1.0,,,,,,,2.0,2.0,,2.0,,,0.5,,0.5,,0.5,,,,,,0.5,0.07692307692307693,0.05263157894736842,0.2857142857142857,,,1.0,0.5,1.0,,0.5862,,,0.5,,1.0,0.14285714285714285,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630217,1610612763,Desmond Bane,Desmond Bane,1630217,MEM,1520.0,25,-14,50,55,6.0,15.0,7,105,1.0,1,1.0,,3.0,1.0,2,7,1.0,4.0,10,61,1.0,,3.0,3.0,,1.0,3,1.0,,8,,,,,,,,,2.0,1.0,4.0,3.0,1.0,,6.0,,1.0,0.25,0.25,0.2857142857142857,0.3181818181818182,0.375,0.36363636363636365,27.118644067796613,0.5,,,,,,,,,0.09090909090909091,1.0,1.0,0.09090909090909091,0.2727272727272727,,,,0.3333333333333333,0.45454545454545453,,0.51335,0.41200000000000003,10.742857142857142,25.85,0.12,,3.0,4.0,,,1.0,1.0,1.0,,,,,,0.2727272727272727,,,,,,,,3.0,,2.0,,1.0,1.0,3.0,,,2.0,2.0,,,,,2.0,1.0,,,,3.0,1.0,,,,,,3.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,0.4527,0.08333333333333333,0.125,,0.3,1.0,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2727272727272727,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631223,1610612763,David Roddy,David Roddy,1631223,MEM,1239.0,21,-16,43,46,10.0,13.0,7,89,1.0,2,,,3.0,1.0,1,4,,3.0,2,50,1.0,,,3.0,,,1,,,3,,4.0,5.0,2.0,7.0,,,,1.0,,1.0,1.0,,,10.0,,,,,0.25,0.14285714285714285,0.14285714285714285,0.42857142857142855,15.686274509803921,1.0,,0.4,0.29411764705882354,0.07407407407407407,,,0.4,,0.2857142857142857,0.5,0.5,,0.42857142857142855,,,,1.0,0.7142857142857143,,0.5314857142857142,,5.3,26.2,0.23255813953488372,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.25,,0.14285714285714285,,0.3333333333333333,0.2857142857142857,,,,,,1.0,1.0,,,,,1.0,1.0,2.0,,,1.0,1.0,,2.0,,,,1.0,,,,,,1.0,,1.0,1.0,,2.0,,1.0,,0.5,,0.5,,0.5,,,,0.18181818181818182,0.18181818181818182,,,,,,0.5,1.0,0.6684,,,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,1.0,1.0,0.5,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628415,1610612763,Dillon Brooks,Dillon Brooks,1628415,MEM,1268.0,21,7,41,43,,2.0,6,84,1.0,4,,1.0,2.0,,3,11,1.0,2.0,9,31,,,3.0,2.0,1.0,1.0,1,1.0,,2,1.0,1.0,1.0,1.0,2.0,,,,,,,4.0,2.0,,,,1.0,0.5,0.5,0.2727272727272727,0.34615384615384615,0.34615384615384615,0.15384615384615385,26.53061224489796,,0.05555555555555555,0.16666666666666666,0.058823529411764705,0.03571428571428571,0.25,,,0.5,0.3076923076923077,0.25,0.25,,0.15384615384615385,0.5,0.5,1.0,,0.46153846153846156,0.5,0.5070846153846154,0.4267,7.854545454545454,26.75,,1.0,4.0,6.0,2.0,,2.0,1.0,1.0,0.18181818181818182,,,,,0.3076923076923077,0.25,0.5,1.0,,1.0,,,,1.0,3.0,2.0,,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,,,0.5,,,,,,,0.14285714285714285,,0.3333333333333333,,,,,0.07692307692307693,0.09090909090909091,0.2222222222222222,,,,1.0,1.0,3.0,,,,,,,0.23076923076923078,0.3333333333333333,0.3333333333333333,1.0,,,,,,,1.0,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629630,1610612763,Ja Morant,Ja Morant,1629630,MEM,787.0,13,-8,28,31,8.0,13.0,7,59,3.0,3,,2.0,3.0,,3,10,2.0,3.0,13,36,,2.0,3.0,3.0,2.0,4.0,4,3.0,,8,,,1.0,1.0,2.0,1.0,1.0,,,,,1.0,3.0,,8.0,,0.5,0.6666666666666666,0.6666666666666666,0.3,0.46153846153846156,0.5,0.23076923076923078,34.21052631578947,,,,0.16666666666666666,0.043478260869565216,,,,,0.23076923076923078,1.0,1.0,,0.23076923076923078,0.6666666666666666,0.6666666666666666,0.5,,0.46153846153846156,0.6666666666666666,0.5175961538461539,0.8503,8.75,26.233333333333334,0.2857142857142857,,6.0,4.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.1,,0.2,,1.0,0.46153846153846156,,,,2.0,2.0,,,1.0,2.0,2.0,4.0,,1.0,,2.0,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,1.0,,1.0,,1.0,,,0.16666666666666666,,,,0.14285714285714285,0.2,,,,1.0,1.0,,,0.444025,0.07692307692307693,0.1,0.3076923076923077,,,,0.6666666666666666,,1.0,,,,,,,0.07692307692307693,,,,,,,1.0,1.0,0.5,,1.0,3.0,1.0,0.5,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630214,1610612763,Xavier Tillman,Xavier Tillman,1630214,MEM,915.0,15,1,29,33,3.0,12.0,6,62,4.0,5,1.0,,,,4,5,,1.0,8,30,,2.0,,,,,1,,,3,2.0,,,2.0,2.0,,,,,,,,,,3.0,,,,,0.8,0.6666666666666666,0.6666666666666666,0.16666666666666666,16.216216216216218,,0.18181818181818182,,,0.1,,0.3333333333333333,,,0.8333333333333334,0.8,0.8,0.16666666666666666,,,,,,1.0,,0.60265,0.7947,2.3,23.0,0.10344827586206896,,,6.0,,,,0.75,0.75,,,,,,,,,,,1.0,1.0,1.0,,,1.0,,1.0,1.0,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,2.0,,1.0,,1.0,,1.0,,,,,,,,,,,1.0,,1.0,1.0,0.4056,,,,0.25,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630583,1610612763,Santi Aldama,Santi Aldama,1630583,MEM,971.0,16,-7,33,32,6.0,6.0,5,65,2.0,2,,,1.0,,2,3,,1.0,4,31,,4.0,,,,1.0,1,,,2,1.0,2.0,5.0,1.0,6.0,,,,,,,,,,6.0,,,,,0.6666666666666666,0.5,0.5,0.25,10.526315789473685,,0.07692307692307693,0.2,0.3125,0.05,,0.2,0.2,,0.5,1.0,1.0,,0.25,,,,,0.75,,0.5758666666666666,0.6884,2.733333333333333,47.1,0.18181818181818182,,1.0,,,3.0,,,,,,0.5,,0.5,0.25,,,,1.0,1.0,,,,1.0,1.0,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,0.6666666666666666,1.0,,1.0,1.0,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
