EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,Arc3FGA,PenaltyArc3FGA,FG3A,OpponentPoints,PenaltyFG3A,NonHeaveArc3FGA,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,PenaltyOffPossExcludingTakeFouls,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg3ptShotDistance,PenaltyOffPossPct,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,Fouls,DefThreePtRebounds,DefThreePtReboundPct,DefCorner3ReboundPct,SecondChanceOffPoss,Corner3FGA,FtPoints,Points,PenaltyFtPoints,PenaltyPoints,AtRimAssists,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,FoulsDrawn,Loose Ball Fouls Drawn,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,TsPct,PenaltyTsPct,Corner3Frequency,PenaltyPointsPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PtsAssisted2s,PtsUnassisted2s,OffTwoPtRebounds,OffRebounds,ShootingFouls,Offensive Fouls,TwoPtShootingFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,AtRimPctAssisted,FTDefRebounds,DefFTReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,on,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,FG3M,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,Steals,BadPassSteals,Travels,SecondChanceTurnovers,Charge Fouls,Loose Ball Fouls,ThreePtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG2APctBlocked,ShortMidRangePctBlocked,DefAtRimReboundPct,BlocksRecoveredPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,LongMidRangeFGM,LongMidRangeFGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PtsUnassisted3s,PtsPutbacks,OffThreePtRebounds,SelfOReb,LostBallSteals,Charge Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,SecondChanceFg3Pct,AtRimPctBlocked,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SelfORebPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,HeaveAttempts,Fg3aBlocked,LostBallTurnovers,FG3APctBlocked,Arc3PctBlocked,OffAtRimReboundPct,SecondChanceAtRimPctAssisted,LongMidRangeAssists,StepOutOfBoundsTurnovers,Transition Take Fouls,Technical Free Throw Trips,SecondChanceCorner3FGM,SecondChanceCorner3FGA,BlockedShortMidRange,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,LostBallOutOfBoundsTurnovers
1626224,1610612739,Cedi Osman,Cedi Osman,1626224,CLE,193.0,3,-10,7,7,7.0,7.0,14,1.0,1.0,1.0,14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,28.57142857142857,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5118,0.5118,26.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627747,1610612739,Caris LeVert,Caris LeVert,1627747,CLE,193.0,3,-10,7,7,7.0,7.0,14,,,,14,,,,,,1.0,1.0,1.0,1.0,7.0,,14.285714285714285,1.0,,,,,,,,,,1.0,2.0,2.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628386,1610612739,Jarrett Allen,Jarrett Allen,1628386,CLE,51.0,1,-7,2,2,2.0,2.0,4,,,,7,,,,,,,,,,2.0,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201980,1610612739,Danny Green,Danny Green,201980,CLE,193.0,3,-10,7,7,7.0,7.0,14,,,,14,,,,1.0,1.0,,,,,7.0,,,,,0.5,,,,,,,,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203526,1610612739,Raul Neto,Raul Neto,203526,CLE,414.0,7,-4,16,16,12.0,16.0,32,,,1.0,17,,,,,,1.0,1.0,2.0,1.0,12.0,1.0,23.52941176470588,0.5,,,,,,1.0,0.58515,,23.0,0.75,1.0,1.0,,2.0,2.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.25,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201577,1610612739,Robin Lopez,Robin Lopez,201577,CLE,363.0,6,3,14,14,10.0,14.0,28,,,,10,,,,,1.0,,,1.0,1.0,10.0,,33.333333333333336,,,,,,,0.3333333333333333,0.39443333333333336,0.39443333333333336,,0.7142857142857143,,,,,2.0,,,,1.0,,2.0,8.0,,6.0,,,1.0,1.0,,2.0,,6.0,,,1.0,1.0,,0.75,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.475,0.25,0.25,0.25,6.166666666666667,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629731,1610612739,Dean Wade,Dean Wade,1629731,CLE,221.0,4,6,9,9,5.0,9.0,18,,,,3,,,2.0,2.0,2.0,,,,,5.0,,,,0.4,0.2857142857142857,1.0,,,,,,,0.5555555555555556,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630171,1610612739,Isaac Okoro,Isaac Okoro,1630171,CLE,221.0,4,6,9,9,5.0,9.0,18,,,,3,,,,1.0,1.0,,,,,5.0,,10.0,,,0.14285714285714285,,,,1.0,0.9232,0.9232,,0.5555555555555556,,,,,,1.0,0.5,1.0,1.0,,,2.0,,2.0,,,,,,,,2.0,,,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,,,1.0,1.0,,,,1.0,1.0,2.0,,,,,,,1.0,1.0,1.0,,1.0,1.0,,1.0,,,,,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,0.7,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630205,1610612739,Lamar Stevens,Lamar Stevens,1630205,CLE,221.0,4,6,9,9,5.0,9.0,18,,,,3,,,1.0,3.0,3.0,,,,,5.0,,20.0,,0.2,0.2857142857142857,,,,,0.4864,0.4864,,0.5555555555555556,,,,,,1.0,0.5,,1.0,,2.0,2.0,,,,,,1.0,,2.0,,,,,0.5,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,0.5,0.5,,11.2,,1.0,1.0,0.5,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626224,1610612739,Cedi Osman,Cedi Osman,1626224,CLE,5397.0,90,-16,172,169,50.0,76.0,341,13.0,2.0,19.0,193,5.0,13.0,6.0,13.0,14.0,2.0,2.0,4.0,1.0,50.0,0.7916666666666666,16.580310880829018,0.5,0.12,0.1411764705882353,0.14285714285714285,0.5416666666666666,0.4,0.9166666666666666,0.5347604166666666,0.53109,25.64736842105263,0.29069767441860467,1.0,5.0,,14.0,12.0,6.0,0.17142857142857143,0.1111111111111111,21.0,6.0,6.0,30.0,3.0,6.0,1.0,,2.0,6.0,1.0,9.0,1.0,6.0,2.0,1.0,0.5357142857142857,0.42857142857142855,0.25,0.2,2.0,3.0,,,,,1.0,2.0,3.0,5.0,,,,,,6.0,,1.0,1.0,6.0,,2.0,1.0,1.0,0.6,,,0.5,,0.3,,0.029411764705882353,0.012658227848101266,0.07692307692307693,0.125,0.6666666666666666,0.6666666666666666,0.08333333333333333,0.5,1.0,1.0,,,,,,0.1111111111111111,0.2857142857142857,,4.64,1.0,1.0,0.2,0.17391304347826086,0.19230769230769232,False,2.0,1.0,3.0,4.0,6.0,1.0,18.0,4.0,1.0,4.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3157894736842105,0.2,0.3157894736842105,0.2,0.5,0.05,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3076923076923077,0.3076923076923077,1.0,0.6,0.3333333333333333,0.3076923076923077,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
