EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,ShortMidRangeFGA,FG2A,OpponentPoints,DeadBallTurnovers,Turnovers,Fouls,Offensive Fouls,Usage,ShortMidRangeFrequency,ShotQualityAvg,Avg2ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,SecondChanceTurnovers,PenaltyTurnovers,PenaltyOffPossExcludingTakeFouls,LiveBallTurnoverPct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,PenaltyOffPossPct,AtRimFGM,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,FG2M,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,ShootingFouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,PenaltyAtRimFrequency,AtRimFG3AFrequency,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Corner3FGA,Arc3FGA,PenaltyArc3FGA,FG3A,PenaltyFG3A,NonHeaveArc3FGA,ThreePtAssists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,LostBallTurnovers,Technical Free Throw Trips,BlockedShortMidRange,FG3APct,ShortMidRangePctBlocked,DefLongMidRangeReboundPct,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,PenaltyArc3Frequency,Avg3ptShotDistance,Corner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,HeaveAttempts,NonHeaveArc3FGM,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyAtRimFGM,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyAtRimAccuracy,SecondChanceAtRimFGA,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,Charge Fouls Drawn,Offensive Fouls Drawn,SecondChanceFg3Pct,OffLongMidRangeReboundPct,SecondChanceAtRimFrequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,LostBallSteals,SelfOReb,Loose Ball Fouls,SelfORebPct,SecondChanceAtRimFGM,OffAtRimReboundPct,OffArc3ReboundPct,SecondChanceAtRimAccuracy,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,PenaltyCorner3FGM,PenaltyCorner3Accuracy,on,SecondChanceCorner3FGM,LostBallOutOfBoundsTurnovers,LongMidRangePctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceFtPoints,FTOffRebounds,Travels,ThreePtShootingFoulsDrawn,OffFTReboundPct,SecondChanceAtRimPctAssisted,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,Charge Fouls,DefensiveGoaltends,Blocked3s,BlockedArc3,OffensiveGoaltends,3SecondViolations
101108,1610612756,Chris Paul,Chris Paul,101108,PHX,254.0,4,-1.0,9,8,17,1.0,1.0,8,1.0,1.0,1.0,1.0,22.22222222222222,1.0,0.4117,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
1629006,1610612756,Josh Okogie,Josh Okogie,1629006,PHX,392.0,7,,14,13,27,,,15,,1.0,1.0,,6.25,,,,4.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,0.3333333333333333,0.2,0.5,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
1629028,1610612756,Deandre Ayton,Deandre Ayton,1629028,PHX,1624.0,27,12.0,58,58,116,6.0,10.0,67,,,5.0,,18.0327868852459,0.6,0.48582000000000003,6.890000000000001,24.0,11.0,2.0,,,,,,2.0,9.0,,,,,24.0,,,0.1,,0.41379310344827586,2.0,3.0,1.0,4.0,1.0,1.0,7.0,2.0,16.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,10.0,4.0,2.0,1.0,2.0,3.0,3.0,1.0,7.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,0.7142857142857143,0.8333333333333334,0.7,1.0,0.3333333333333333,0.7,1.0,0.3333333333333333,0.7272727272727273,1.0,0.375,0.1,0.3333333333333333,0.3333333333333333,0.21428571428571427,0.3,0.2857142857142857,0.25,0.5,0.5,0.2857142857142857,0.2857142857142857,0.3333333333333333,1.0,0.3,0.6666666666666666,1.0,1.0,0.6666666666666666,0.6666666666666666,0.75,0.1,1.0,1.0,0.3333333333333333,0.3,0.5469333333333334,0.18181818181818182,0.18181818181818182,0.125,0.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
201142,1610612756,Kevin Durant,Kevin Durant,201142,PHX,3162.0,53,5.0,114,107,221,14.0,27.0,133,1.0,7.0,1.0,,33.6,0.4827586206896552,0.4220706896551724,12.762962962962964,38.0,49.0,8.0,6.0,12.0,1.0,30.0,,,10.0,6.0,4.0,,1.0,38.0,0.8571428571428571,,,,0.3333333333333333,1.0,1.0,,5.0,7.0,12.0,13.0,12.0,38.0,,1.0,,7.0,12.0,5.0,19.0,6.0,20.0,,2.0,,3.0,6.0,1.0,10.0,1.0,9.0,14.0,1.0,7.0,3.0,1.0,3.0,3.0,19.0,0.23076923076923078,0.23076923076923078,0.48148148148148145,,0.5833333333333334,0.4482758620689655,,0.5384615384615384,0.5285714285714286,,0.6,0.07407407407407407,,0.3333333333333333,0.23076923076923078,0.21428571428571427,,0.225,,0.25,0.17647058823529413,0.2222222222222222,0.2,1.0,0.034482758620689655,1.0,1.0,,0.35714285714285715,0.4166666666666667,0.2,0.41379310344827586,0.5833333333333334,0.5833333333333334,,0.10344827586206896,0.38645769230769234,0.2,0.21212121212121213,,0.5,1.0,1.0,1.0,2.0,1.0,1.0,6.0,4.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,0.06896551724137931,0.14285714285714285,0.4,0.2857142857142857,0.034482758620689655,0.034482758620689655,0.07692307692307693,24.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
203082,1610612756,Terrence Ross,Terrence Ross,203082,PHX,4150.0,69,-6.0,149,143,292,,5.0,177,,1.0,6.0,,16.867469879518072,,0.5387365384615385,16.619999999999997,58.0,71.0,13.0,1.0,1.0,1.0,2.0,,,8.0,1.0,1.0,1.0,,58.0,1.0,,,,0.38926174496644295,,,,,2.0,5.0,2.0,,22.0,,,,,2.0,,9.0,,4.0,,,,2.0,6.0,,8.0,4.0,,,,,2.0,,2.0,2.0,9.0,,,0.4,,,0.4074074074074074,,0.34615384615384615,0.4074074074074074,,0.34615384615384615,,,,0.17142857142857143,0.09090909090909091,,0.14035087719298245,,0.2,0.125,0.14285714285714285,,1.0,,,,,,,,0.18518518518518517,0.4,0.4,,0.8148148148148148,0.5201541666666667,,,,0.4090909090909091,10.0,12.0,8.0,22.0,11.0,11.0,,,,,,1.0,1.0,,,,2.0,0.8148148148148148,,0.3333333333333333,,0.37037037037037035,0.4444444444444444,0.6153846153846154,27.25454545454545,1.0,1.0,3.0,5.0,1.0,3.0,6.0,2.0,3.0,18.0,1.0,5.0,1.0,1.0,0.2727272727272727,0.2727272727272727,0.2857142857142857,0.1,0.1,1.0,0.4166666666666667,0.4166666666666667,1.0,0.5,0.5,0.23076923076923078,0.375,0.45454545454545453,0.489825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
202687,1610612756,Bismack Biyombo,Bismack Biyombo,202687,PHX,399.0,7,-26.0,15,14,29,1.0,1.0,29,,,1.0,,11.76470588235294,1.0,0.3839,4.5,6.0,9.0,3.0,,,,,1.0,1.0,1.0,,,,,6.0,,0.1111111111111111,0.09090909090909091,0.125,0.4,,,,1.0,,,1.0,1.0,3.0,1.0,1.0,2.0,,,,,,2.0,2.0,,,,,,,,1.0,2.0,,1.0,1.0,,1.0,,,,,1.0,1.0,,1.0,1.0,,0.75,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,0.5,0.5,0.6666666666666666,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
1629013,1610612756,Landry Shamet,Landry Shamet,1629013,PHX,1919.0,32,1.0,68,67,135,2.0,4.0,75,,1.0,4.0,,9.333333333333334,0.4,0.47557,5.225,20.0,45.0,6.0,1.0,2.0,,5.0,,1.0,4.0,1.0,1.0,,,20.0,1.0,,0.034482758620689655,,0.29411764705882354,1.0,2.0,1.0,1.0,,,2.0,1.0,5.0,,,,1.0,1.0,1.0,3.0,2.0,2.0,,1.0,1.0,1.0,2.0,,3.0,,1.0,2.0,,,1.0,,1.0,1.0,3.0,0.5,0.5,0.5,,1.0,0.4,,0.5,0.4166666666666667,,0.5,0.25,,,0.09523809523809523,0.1111111111111111,0.07692307692307693,0.1,0.1,,0.13333333333333333,,0.2,1.0,0.4,0.5,0.5,1.0,0.5,1.0,,,,,0.5,0.6,0.5582750000000001,,,,0.6,1.0,,,1.0,1.0,,1.0,1.0,,,1.0,,,,,,1.0,0.2,0.5,,,0.2,,,22.8,,,1.0,,,,,,,,,,3.0,,,,,,,,,,,,,0.5,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
1626164,1610612756,Devin Booker,Devin Booker,1626164,PHX,3488.0,58,-8.0,128,122,250,16.0,25.0,160,2.0,6.0,7.0,1.0,30.49645390070922,0.4444444444444444,0.489701388888889,8.688,48.0,71.0,10.0,6.0,8.0,1.0,18.0,1.0,1.0,6.0,4.0,4.0,1.0,2.0,48.0,0.6666666666666666,0.03225806451612903,0.019230769230769232,,0.375,3.0,5.0,4.0,9.0,3.0,4.0,15.0,3.0,60.0,,2.0,3.0,5.0,10.0,1.0,20.0,8.0,22.0,,2.0,,3.0,2.0,,5.0,3.0,9.0,5.0,2.0,3.0,,,,,20.0,0.26666666666666666,0.26666666666666666,0.6,,0.5,0.7916666666666666,0.5,0.7307692307692307,0.7894736842105263,0.375,0.7142857142857143,0.08,,,0.0625,0.2727272727272727,,0.11627906976744186,,0.2,0.047619047619047616,0.3333333333333333,0.2,,0.1388888888888889,0.6,0.6,0.3333333333333333,0.5625,0.6428571428571429,0.1111111111111111,0.1111111111111111,0.75,0.75,0.3076923076923077,0.4444444444444444,0.5235153846153846,0.08108108108108109,0.11538461538461539,0.05,0.3333333333333333,,11.0,3.0,11.0,3.0,11.0,2.0,2.0,,3.0,2.0,,,1.0,,,,0.3055555555555556,0.125,,0.6666666666666666,,0.3055555555555556,0.23076923076923078,25.50909090909091,,,,9.0,1.0,3.0,9.0,1.0,3.0,15.0,,9.0,1.0,0.5555555555555556,0.8181818181818182,1.0,0.8181818181818182,,,,0.8181818181818182,0.8181818181818182,0.5555555555555556,,0.3333333333333333,,1.0,0.8181818181818182,0.5366500000000001,2.0,1.0,1.0,,0.5,1.0,1.0,1.0,12.0,1.0,1.0,1.0,0.16666666666666666,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
1626166,1610612756,Cameron Payne,Cameron Payne,1626166,PHX,1537.0,26,-5.0,53,49,102,2.0,4.0,65,1.0,1.0,1.0,,18.333333333333336,0.2,0.5294049999999999,6.925,21.0,19.0,5.0,1.0,4.0,,11.0,,,4.0,,,,,21.0,,,,,0.39622641509433965,2.0,2.0,1.0,1.0,,,3.0,,12.0,,,,1.0,2.0,,5.0,2.0,4.0,,,,3.0,1.0,,4.0,,,,,,1.0,1.0,1.0,,5.0,0.3333333333333333,0.3333333333333333,0.75,,0.5,0.6,,0.625,0.6,,0.625,,,,0.1,0.3333333333333333,,0.21052631578947367,,,0.14285714285714285,0.3333333333333333,0.3333333333333333,,0.2,1.0,1.0,0.5,0.5,0.5,,,,,0.25,0.8,0.4660625,,,,0.4166666666666667,2.0,4.0,2.0,6.0,2.0,4.0,3.0,2.0,1.0,1.0,,1.0,,1.0,,,,0.6,,,,0.2,0.4,0.5,25.533333333333335,1.0,,,1.0,,1.0,2.0,,1.0,6.0,,1.0,1.0,1.0,0.3333333333333333,0.5,0.3333333333333333,0.5,0.5,1.0,0.25,0.25,1.0,,,,0.5,0.25,,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
1628470,1610612756,Torrey Craig,Torrey Craig,1628470,PHX,344.0,6,-19.0,13,14,27,,,25,,1.0,1.0,,13.333333333333334,,0.5712,,4.0,14.0,2.0,,,,,,1.0,2.0,1.0,1.0,1.0,,4.0,1.0,,0.1111111111111111,,0.3076923076923077,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.3333333333333333,0.2,1.0,,,,1.0,,,,,,,,,,,,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,1.0,,,,1.0,,,23.5,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
