EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,OpponentPoints,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,PenaltyOffPossExcludingTakeFouls,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,Steals,BadPassSteals,DeadBallTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,3SecondViolations,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyAtRimFGA,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,PenaltyFG3M,PenaltyFG3A,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyAtRimFrequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,Fg2aBlocked,FG2APctBlocked,AtRimPctBlocked,FTDefRebounds,DefFTReboundPct,PtsAssisted3s,Offensive Fouls Drawn,Technical Free Throw Trips,Assisted3sPct,Arc3PctAssisted,LostBallSteals,ThreePtAssists,Arc3Assists,NonShootingPenaltyNonTakeFouls,ShortMidRangePctBlocked,on,PenaltyAtRimFGM,HeaveAttempts,Corner3Assists,OffThreePtRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,LostBallTurnovers,Loose Ball Fouls,Loose Ball Fouls Drawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimPctAssisted,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,PenaltyAtRimAccuracy,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3A,AtRimAssists,ShortMidRangeAssists,FTOffRebounds,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Offensive Fouls,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,RecoveredBlocks,LongMidRangePctBlocked,OffFTReboundPct,OffArc3ReboundPct,BlocksRecoveredPct,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyCorner3Frequency,ThreePtShootingFoulsDrawnPct,Corner3FGM,SecondChanceCorner3FGM,PenaltyCorner3FGM,SecondChanceFG3M,BlockedCorner3,Defensive 3 Seconds Violations,SecondChanceFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,StepOutOfBoundsTurnovers,Travels,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,DefensiveGoaltends
101120,1610612742,Antoine Wright,Antoine Wright,101120,DAL,449.0,7,4,13,13,13.0,12.0,1,26,14.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,13.0,14.285714285714285,1.0,0.16666666666666666,0.14285714285714285,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101138,1610612742,Brandon Bass,Brandon Bass,101138,DAL,645.0,11,-4,18,17,7.0,6.0,4,35,22.0,2.0,3.0,6.0,,,1.0,,7.0,31.818181818181817,,0.5,0.6,,0.3888888888888889,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,5.0,3.0,11.0,1.0,1.0,2.0,4.0,2.0,2.0,3.0,7.0,2.0,6.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,7.0,0.25,0.3333333333333333,0.8,1.0,1.0,0.8,1.0,1.0,0.9166666666666666,1.0,1.1666666666666667,0.3333333333333333,1.0,0.3,0.6666666666666666,0.16666666666666666,0.5,1.0,0.2,1.0,1.0,0.2,1.0,1.0,0.6,0.6666666666666666,0.6666666666666666,0.5,1.0,1.0,0.2,0.41722000000000004,0.591,0.38175,0.3333333333333333,0.3333333333333333,0.36363636363636365,0.6363636363636364,12.040000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1891,1610612742,Jason Terry,Jason Terry,1891,DAL,569.0,9,-6,16,15,7.0,6.0,3,31,22.0,2.0,2.0,2.0,1.0,1.0,1.0,,7.0,36.8421052631579,1.0,0.5,0.4,,0.4375,1.0,2.0,1.0,1.0,,,,1.0,1.0,3.0,2.0,7.0,1.0,1.0,,2.0,,1.0,2.0,5.0,,2.0,,,,,,,,,1.0,1.0,2.0,,,,5.0,,,0.3333333333333333,1.0,,0.5,1.0,0.75,0.5833333333333334,1.0,0.8333333333333334,,,,,,0.5,,0.4,0.5,0.5,,,,0.2,,,,1.0,1.0,0.8,0.48609,0.516,0.473775,,,0.2857142857142857,0.7142857142857143,5.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,0.4,0.2,0.2,1.0,1.0,0.5,0.5,1.0,1.0,24.9,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1904,1610612742,Devean George,Devean George,1904,DAL,608.0,10,7,18,18,11.0,17.0,1,36,17.0,1.0,1.0,1.0,,,,,11.0,21.05263157894737,,0.2,0.16666666666666666,,0.6111111111111112,,1.0,,1.0,,,1.0,3.0,1.0,4.0,,2.0,,1.0,,,1.0,2.0,,2.0,,2.0,,,,,,,,,,,,,,,2.0,,,0.25,,0.5,0.25,,0.5,0.25,,0.5,,,,,,0.3333333333333333,,0.25,,,,,,0.75,0.3333333333333333,0.3333333333333333,,1.0,,0.25,0.3852,0.436,0.35605,,,,1.0,13.825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.25,1.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2124,1610612742,Malik Allen,Malik Allen,2124,DAL,1084.0,18,3,31,30,13.0,19.0,5,61,32.0,,,,,,,,13.0,2.7777777777777777,,,,,0.41935483870967744,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.4031,,,,,,,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,1610612742,Jerry Stackhouse,Jerry Stackhouse,711,DAL,476.0,8,-4,13,12,2.0,2.0,4,25,15.0,,1.0,1.0,,,,,2.0,11.76470588235294,,,,,0.15384615384615385,,1.0,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,0.5,,,,,,0.5,0.451,,,,,,,9.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5,1.0,1.0,0.3333333333333333,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,1610612742,Eddie Jones,Eddie Jones,224,DAL,439.0,7,7,13,13,6.0,13.0,1,26,10.0,,,,,,,,6.0,21.428571428571427,,,,,0.46153846153846156,,,,,1.0,1.0,,,1.0,1.0,1.0,6.0,,,,,1.0,1.0,1.0,3.0,,2.0,,,,,,,,,,1.0,1.0,,,,3.0,,,1.0,,1.0,0.8333333333333334,,1.0,0.8333333333333334,,1.0,,,,,,,,,,,0.3333333333333333,1.0,1.0,,,,,,,0.6666666666666666,0.43546666666666667,,0.3752,,,,0.5,6.0,,,1.0,2.0,,,1.0,2.0,,,,2.0,1.0,,,,,,,0.5,,0.5,0.6666666666666666,,0.6666666666666666,0.5,0.5,,,,0.5,24.9,,,,,,3.0,1.0,1.0,1.0,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,1610612742,Juwan Howard,Juwan Howard,436,DAL,382.0,6,5,11,11,6.0,11.0,1,22,9.0,,,,,,,,6.0,25.0,,,,,0.5454545454545454,,,,,,1.0,,,,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,2.0,4.0,,,,1.0,,,,,,,,,0.16666666666666666,,0.16666666666666666,,,,,,,,,,,1.0,,,,,,,,,,0.4404,,0.4404,,,,1.0,7.4,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2572,1610612742,Josh Howard,Josh Howard,2572,DAL,474.0,8,-5,13,12,,2.0,3,25,14.0,,2.0,3.0,,,,,,18.75,,,,,,,1.0,,,,,,2.0,,3.0,,,,1.0,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.125,,0.1111111111111111,0.5,,,,0.3333333333333333,,,,,,0.6666666666666666,,,,,,0.3333333333333333,0.4355,0.3308,,,,,,11.766666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,1610612742,Jason Kidd,Jason Kidd,467,DAL,76.0,1,2,2,2,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
