EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,PenaltyTsPct,Usage,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,FG3M,FG3A,SecondChanceFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,ShortMidRangeFrequency,LongMidRangeFrequency,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,Avg3ptShotDistance,PenaltyAtRimFGM,ShortMidRangeFGM,LongMidRangeFGM,Corner3FGM,SecondChanceCorner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChancePoints,PenaltyFG2M,PenaltyFG3M,PenaltyFG3A,PtsUnassisted2s,PtsUnassisted3s,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls,Technical Free Throw Trips,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,LiveBallTurnoverPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,SecondChancePointsPct,SecondChanceAtRimFGA,SecondChanceFtPoints,Fg2aBlocked,Arc3Assists,FTOffRebounds,Steals,BadPassSteals,Travels,FG2APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,OffFTReboundPct,DefCorner3ReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimFGM,PtsPutbacks,HeaveAttempts,SelfOReb,LostBallSteals,Loose Ball Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,AtRimPctBlocked,OffAtRimReboundPct,OffCorner3ReboundPct,SelfORebPct,ShortMidRangePctAssisted,SecondChanceAtRimAccuracy,PenaltyArc3FGM,PenaltyArc3Accuracy,Fg3aBlocked,BlockedLongMidRange,BlockedShortMidRange,FG3APctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,SecondChanceAtRimPctAssisted,on,LostBallOutOfBoundsTurnovers,DefensiveGoaltends,BlockedCorner3,Defensive 3 Seconds Violations,Clear Path Fouls,3SecondViolations
101204,1610612739,Dwayne Jones,Dwayne Jones,101204,CLE,945.0,16,-6,34,33,19.0,29,4,67,1.0,2.0,1.0,1.0,2.0,1.0,3.0,35,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,6.0,1.0,1.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,19.0,1.0,1.0,0.5,0.5,0.5,0.25,10.526315789473685,0.2,0.2,0.08333333333333333,0.3333333333333333,0.2,0.23076923076923078,0.11764705882352941,0.2,0.2,0.5,0.14285714285714285,0.3333333333333333,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.6517,0.6614,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.5588235294117647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1800,1610612739,Damon Jones,Damon Jones,1800,CLE,1090.0,18,-19,35,31,10.0,16,7,66,,,,,3.0,,3.0,42,,,,,,,,,,,,,,,,1.0,,,,,,,,,10.0,,,,0.25,0.25,,13.953488372093023,,,,,,,,,,,,,,,,,,,0.5,0.4541916666666667,,,,,16.5,0.2857142857142857,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,0.5895,23.900000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1887,1610612739,Wally Szczerbiak,Wally Szczerbiak,1887,CLE,6761.0,113,5,209,200,88.0,71,20,409,3.0,3.0,3.0,10.0,17.0,11.0,49.0,218,8.0,8.0,21.0,14.0,,1.0,1.0,4.0,,5.0,1.0,6.0,3.0,5.0,6.0,13.0,8.0,11.0,2.0,,,,,21.0,88.0,0.7,0.7,0.5882352941176471,0.5,0.5581395348837209,0.5833333333333334,20.689655172413794,,0.06557377049180328,0.017543859649122806,0.043478260869565216,,0.05952380952380952,0.011494252873563218,,,0.047619047619047616,0.1,0.0625,,0.07894736842105263,1.0,1.0,1.0,0.21428571428571427,0.631578947368421,0.4973078947368421,0.5358214285714286,0.05,0.10526315789473684,0.42857142857142855,14.870588235294118,0.42105263157894735,4.0,10.0,6.0,1.0,3.0,15.0,6.0,21.0,5.0,15.0,15.0,3.0,,0.8333333333333334,0.2857142857142857,0.2857142857142857,0.5526315789473685,0.10526315789473684,0.2631578947368421,0.15789473684210525,0.39473684210526316,0.2,0.2,0.6666666666666666,0.14285714285714285,0.2,0.5057214285714285,24.509523809523813,3.0,2.0,5.0,3.0,1.0,1.0,3.0,1.0,4.0,3.0,1.0,2.0,2.0,8.0,5.0,1.0,6.0,6.0,3.0,6.0,1.0,7.0,1.0,2.0,2.0,2.0,15.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,0.4,0.16666666666666666,0.5,0.625,0.5714285714285714,0.4642857142857143,0.5714285714285714,0.4,0.029411764705882353,0.05,0.5,0.5,0.5,0.5,0.8,0.5,0.5,1.0,1.0,1.0,0.5714285714285714,0.25,1.0,1.0,0.21428571428571427,0.3333333333333333,0.21428571428571427,0.16326530612244897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2484,1610612739,Devin Brown,Devin Brown,2484,CLE,3392.0,57,-10,104,100,44.0,64,19,204,1.0,3.0,2.0,3.0,12.0,5.0,17.0,117,5.0,2.0,7.0,2.0,,1.0,3.0,3.0,1.0,7.0,2.0,9.0,1.0,4.0,2.0,6.0,3.0,6.0,3.0,,,,,7.0,44.0,0.3333333333333333,0.3333333333333333,0.25,0.3,0.3695652173913043,0.35,20.454545454545453,0.1111111111111111,0.1111111111111111,0.025,0.3,,0.16216216216216217,0.017241379310344827,0.08333333333333333,,,0.2,0.25,,0.15,0.3333333333333333,0.3333333333333333,,0.2222222222222222,0.55,0.45127500000000004,0.4232777777777777,0.13043478260869565,0.2,0.4117647058823529,12.616666666666667,0.4230769230769231,3.0,6.0,4.0,,1.0,4.0,2.0,8.0,1.0,6.0,4.0,1.0,1.0,1.0,0.25,0.25,0.4,0.15,0.3,0.2,0.2,0.25,0.25,1.0,,0.25,0.47086249999999996,24.675,,1.0,1.0,1.0,,1.0,2.0,,1.0,2.0,,3.0,,2.0,1.0,1.0,4.0,4.0,,7.0,2.0,9.0,,3.0,1.0,3.0,20.0,3.0,,1.0,2.0,,2.0,,,,,,,0.25,,0.2,,0.2777777777777778,0.2,0.75,,0.1,0.3333333333333333,0.5,0.16666666666666666,0.2,1.0,0.25,0.25,1.0,,,0.25,,,,0.2222222222222222,0.5,0.2222222222222222,0.11764705882352941,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
693,1610612739,Joe Smith,Joe Smith,693,CLE,15792.0,263,16,479,468,200.0,207,71,947,10.0,17.0,8.0,36.0,73.0,14.0,86.0,494,28.0,10.0,40.0,56.0,7.0,11.0,9.0,29.0,2.0,40.0,20.0,60.0,3.0,6.0,16.0,41.0,21.0,22.0,10.0,6.0,6.0,7.0,6.0,40.0,200.0,0.7777777777777778,0.8235294117647058,0.4931506849315068,0.4864864864864865,0.5119047619047619,0.5882352941176471,15.985790408525755,0.10526315789473684,0.1870967741935484,0.06748466257668712,0.16363636363636364,0.1,0.18095238095238095,0.07725321888412018,0.11363636363636363,0.09090909090909091,0.15217391304347827,0.20754716981132076,0.18604651162790697,0.8571428571428571,0.22972972972972974,0.5882352941176471,0.6666666666666666,0.7,0.27586206896551724,0.24324324324324326,0.4112794520547945,0.4042428571428571,0.12195121951219512,0.12345679012345678,0.46511627906976744,10.243835616438357,0.4175365344467641,32.0,24.0,,,,1.0,,1.0,,,,,15.0,,,,0.013513513513513514,0.43243243243243246,0.32432432432432434,,0.013513513513513514,,,,,,0.4705875,63.9,5.0,15.0,11.0,,,,,,,1.0,4.0,10.0,,12.0,15.0,,1.0,16.0,,2.0,4.0,6.0,1.0,1.0,,1.0,16.0,3.0,1.0,1.0,2.0,4.0,4.0,4.0,1.0,,2.0,2.0,,,0.4,0.5357142857142857,0.4,0.5172413793103449,0.5,0.5,0.04054054054054054,0.19642857142857142,0.46875,0.4838709677419355,0.4583333333333333,0.4583333333333333,0.8181818181818182,,,,,,,,,0.625,,,0.034482758620689655,0.13953488372093023,6.0,4.0,3.0,3.0,2.0,5.0,2.0,1.0,0.0410958904109589,0.03125,,0.1111111111111111,0.08333333333333333,0.6,3.0,4.0,1.0,1.0,3.0,5.0,1.0,2.0,1.0,1.0,0.11764705882352941,0.06666666666666667,0.13333333333333333,0.030303030303030304,0.8,0.5,,,,,,,,,,,,True,,,,,,
2562,1610612739,Sasha Pavlovic,Sasha Pavlovic,2562,CLE,3848.0,64,-16,120,117,56.0,53,21,237,3.0,8.0,2.0,4.0,12.0,3.0,23.0,127,3.0,,12.0,2.0,,5.0,,3.0,,3.0,5.0,8.0,,1.0,3.0,12.0,4.0,3.0,2.0,,,,,12.0,56.0,0.25,0.3333333333333333,0.3333333333333333,0.5,0.5476190476190477,1.0,15.602836879432624,,0.06666666666666667,0.11627906976744186,,,0.057692307692307696,0.08333333333333333,,,,,,,0.4,0.375,0.6,0.3333333333333333,0.3333333333333333,0.8,0.5111825,0.5033500000000001,0.09523809523809523,0.15384615384615385,0.5217391304347826,4.908333333333333,0.4666666666666667,2.0,2.0,3.0,1.0,2.0,5.0,4.0,8.0,2.0,12.0,5.0,2.0,3.0,1.0,0.5,0.5,0.4,0.1,0.1,0.15,0.25,0.4,0.4,1.0,0.16666666666666666,0.4,0.4205583333333333,24.55,2.0,,1.0,2.0,1.0,1.0,1.0,,1.0,2.0,1.0,4.0,1.0,5.0,3.0,2.0,3.0,6.0,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,0.5,0.6666666666666666,0.25,1.0,0.4166666666666667,1.0,0.4166666666666667,1.0,0.17647058823529413,0.2,,,0.5,0.5,,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.16666666666666666,,,1.0,0.16666666666666666,1.0,0.3333333333333333,0.21739130434782608,1.0,,3.0,,,1.0,,,0.25,,,,,0.16666666666666666,1.0,2.0,,,1.0,1.0,,1.0,,,0.375,0.18181818181818182,,,,1.0,1.0,0.5,,,,,,,,,,True,,,,,,
2753,1610612739,Delonte West,Delonte West,2753,CLE,7944.0,132,4,243,240,96.0,93,34,483,2.0,6.0,2.0,2.0,9.0,14.0,33.0,241,5.0,7.0,18.0,4.0,,2.0,3.0,7.0,,10.0,2.0,12.0,6.0,11.0,2.0,7.0,11.0,14.0,6.0,2.0,,2.0,1.0,18.0,96.0,1.0,1.0,0.2222222222222222,0.41304347826086957,0.5689655172413793,0.5294117647058824,14.388489208633095,,0.08139534883720931,0.023529411764705882,0.09090909090909091,,0.08403361344537816,0.017543859649122806,0.04,,0.05,0.09375,0.08,0.5,0.2608695652173913,0.3333333333333333,0.6666666666666666,1.0,0.14285714285714285,0.8695652173913043,0.5066227272727273,0.4852923076923077,0.2222222222222222,0.46153846153846156,0.5454545454545454,5.277777777777778,0.3950617283950617,1.0,2.0,2.0,,4.0,12.0,5.0,14.0,1.0,12.0,11.0,4.0,2.0,0.8,0.35714285714285715,0.38461538461538464,0.6086956521739131,0.043478260869565216,0.08695652173913043,0.08695652173913043,0.5217391304347826,0.3333333333333333,0.36363636363636365,0.75,,0.36363636363636365,0.61785,27.28571428571428,1.0,,,1.0,,1.0,2.0,1.0,1.0,7.0,,,1.0,3.0,1.0,3.0,9.0,,3.0,5.0,4.0,9.0,1.0,2.0,,3.0,22.0,5.0,4.0,3.0,2.0,1.0,2.0,1.0,1.0,,2.0,2.0,1.0,0.3333333333333333,,0.2,1.5,0.39285714285714285,1.5,0.45454545454545453,,0.08823529411764706,,,,,,0.5,0.5,1.0,,,1.0,1.0,1.0,0.5,0.14285714285714285,0.5,0.5,0.09090909090909091,,,4.0,3.0,,2.0,1.0,,0.4444444444444444,1.0,,,0.125,,,,1.0,,1.0,,1.0,2.0,,,0.5,0.04,,,,,2.0,0.2857142857142857,1.0,1.0,1.0,0.07142857142857142,0.08333333333333333,,,,,True,,,,,,
2873,1610612739,Billy Thomas,Billy Thomas,2873,CLE,226.0,4,3,8,9,,8,1,17,,,,,,,3.0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,1.5,,11.11111111111111,,,,,,,,,,,,,,,,,,,1.0,0.4797,,,,,,,,,,,1.0,1.0,1.0,1.0,,3.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,1.0,,25.5,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
200789,1610612739,Daniel Gibson,Daniel Gibson,200789,CLE,11207.0,187,53,336,332,153.0,160,49,668,3.0,7.0,2.0,11.0,27.0,6.0,64.0,335,10.0,3.0,21.0,14.0,1.0,3.0,2.0,8.0,,10.0,4.0,14.0,6.0,13.0,6.0,9.0,11.0,10.0,1.0,2.0,,2.0,,21.0,153.0,0.6363636363636364,0.6363636363636364,0.4074074074074074,0.5576923076923077,0.5714285714285714,0.45652173913043476,17.293233082706767,,0.06837606837606838,0.02608695652173913,0.046511627906976744,0.02127659574468085,0.0625,0.024691358024691357,,0.02857142857142857,0.10810810810810811,0.08823529411764706,,,0.1346153846153846,0.42857142857142855,0.6,0.3333333333333333,0.09523809523809523,0.6153846153846154,0.47071826923076926,0.4663595238095239,0.037037037037037035,0.03571428571428571,0.328125,13.644444444444442,0.45535714285714285,4.0,16.0,10.0,1.0,8.0,15.0,12.0,25.0,5.0,33.0,15.0,8.0,,0.9166666666666666,0.48,0.48,0.4807692307692308,0.07692307692307693,0.3076923076923077,0.19230769230769232,0.28846153846153844,0.5333333333333333,0.6153846153846154,0.875,0.1,0.5333333333333333,0.48696666666666666,24.888,,1.0,7.0,4.0,1.0,2.0,7.0,2.0,4.0,4.0,1.0,5.0,3.0,11.0,3.0,4.0,11.0,8.0,3.0,14.0,1.0,15.0,,9.0,3.0,2.0,31.0,7.0,4.0,6.0,1.0,1.0,3.0,,1.0,1.0,2.0,2.0,0.6,0.36363636363636365,0.2,0.3,0.55,0.42857142857142855,0.55,0.5384615384615384,0.02,0.021739130434782608,0.25,0.25,0.4375,0.4375,0.8571428571428571,0.4,0.4,1.0,1.0,1.0,0.4,0.5,1.0,,0.3333333333333333,0.2857142857142857,0.19047619047619047,0.171875,2.0,,2.0,1.0,,4.0,1.0,1.0,0.07407407407407407,,,,0.2222222222222222,0.2,,,,,3.0,,4.0,,,,0.2857142857142857,0.05405405405405406,,,,,2.0,0.5,2.0,1.0,1.0,0.08,0.13333333333333333,1.0,0.038461538461538464,,,True,,,,,,
1112,1610612739,Ben Wallace,Ben Wallace,1112,CLE,2399.0,40,8,77,82,53.0,30,14,159,,1.0,1.0,,2.0,1.0,1.0,68,2.0,1.0,1.0,,1.0,4.0,3.0,4.0,1.0,8.0,5.0,13.0,,1.0,5.0,9.0,6.0,6.0,,3.0,3.0,3.0,,1.0,53.0,,,,,0.1,0.1,6.382978723404256,0.5,0.13793103448275862,0.13333333333333333,0.16666666666666666,0.1111111111111111,0.14893617021276595,0.1282051282051282,0.2,0.125,0.2727272727272727,0.1111111111111111,0.15384615384615385,,0.5,,,,0.5,0.5,0.45885,0.45885,,,1.0,5.4,0.6883116883116883,1.0,,,,,,,,,,,,4.0,,,,,0.5,,,,,,,,,0.5853,,,,,,,,,,,,,1.0,,1.0,,,,,,2.0,3.0,5.0,,,1.0,1.0,13.0,1.0,,1.0,,,,,,,3.0,3.0,,,,,,,0.25,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,3.0,,2.0,,,,,,,0.2,1.0,,,,1.0,2.0,2.0,1.0,,,,,0.2857142857142857,,0.5,,,,,,,,,,,,,,True,,,,,,
