EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Arc3FGA,FG3A,NonHeaveArc3FGA,FG3APct,Arc3Frequency,Avg3ptShotDistance,PenaltyAtRimFGM,ThreePtAssists,Arc3Assists,Corner3Assists,AtRimAssists,FTDefRebounds,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Loose Ball Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,BlockedShortMidRange,NonShootingPenaltyNonTakeFouls,LongMidRangePctBlocked,DefFTReboundPct,OffArc3ReboundPct,AtRimPctAssisted,SecondChanceAtRimPctAssisted,PenaltyAtRimAccuracy,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,LostBallSteals,ThreePtShootingFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,ShortMidRangePctBlocked,DefCorner3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedArc3,DefensiveGoaltends,ShortMidRangeAssists,3SecondViolations,HeaveAttempts,BlockedLongMidRange,on
101107,1610612737,Marvin Williams,Marvin Williams,101107,ATL,9439.0,157,-91.0,280,278,65.0,44,36.0,558,3.0,10.0,3.0,5.0,1.0,3.0,4.0,12.0,31.0,18.0,45,23.0,59.0,345,3.0,7.0,4.0,10.0,1.0,6.0,11.0,13.0,26.0,10.0,6.0,2.0,3.0,3.0,3.0,6.0,1.0,6.0,1.0,3.0,12.0,15.0,8.0,23.0,1.0,2.0,2.0,6.0,2.0,3.0,5.0,2.0,3.0,11.0,4.0,6.0,16.0,1.0,1.0,16.0,25.0,1.0,10.0,2.0,2.0,2.0,2.0,1.0,1.0,13.0,65.0,2.0,0.7222222222222222,0.8666666666666667,0.4,0.42857142857142855,0.16666666666666666,0.4,0.42857142857142855,0.16666666666666666,0.5087719298245614,0.5,0.5454545454545454,0.044444444444444446,0.2,21.05263157894737,0.5454545454545454,0.25,0.1111111111111111,0.05309734513274336,0.0967741935483871,0.041666666666666664,0.1079136690647482,0.051094890510948905,0.10344827586206896,0.05,0.03125,0.16666666666666666,0.13157894736842105,0.05714285714285714,0.14285714285714285,0.10714285714285714,0.04,0.5,0.2222222222222222,0.3,0.375,0.08888888888888889,0.75,0.75,0.3333333333333333,0.6888888888888889,0.3870967741935484,0.3870967741935484,1.0,0.7142857142857143,0.6,0.16666666666666666,0.2222222222222222,0.4376333333333333,0.53022,0.45708333333333334,0.18181818181818182,0.18181818181818182,0.1694915254237288,0.22033898305084745,14.48,0.23214285714285715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
101136,1610612737,Salim Stoudamire,Salim Stoudamire,101136,ATL,624.0,10,-7.0,20,20,6.0,6,4.0,40,,,,,,,,1.0,2.0,1.0,2,,2.0,26,,,,,,,,,,2.0,,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,,,,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,6.0,,,,0.5,,,0.25,,,0.25,,,,,19.23076923076923,1.0,,0.14285714285714285,,,,0.1,,,,,,0.2,,,,,,,,,,,,,0.5,0.5,0.5,,,,,0.5,0.468425,,,,,,,20.4,0.3,2.0,2.0,2.0,0.5,0.5,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
201143,1610612737,Al Horford,Al Horford,201143,ATL,14468.0,241,-77.0,426,421,110.0,67,52.0,847,16.0,25.0,5.0,9.0,9.0,5.0,13.0,7.0,23.0,28.0,61,17.0,73.0,500,5.0,12.0,3.0,13.0,6.0,16.0,8.0,20.0,38.0,18.0,8.0,5.0,15.0,22.0,5.0,51.0,3.0,17.0,,7.0,33.0,43.0,20.0,63.0,4.0,2.0,2.0,7.0,,2.0,6.0,,5.0,13.0,4.0,11.0,19.0,2.0,2.0,17.0,23.0,,9.0,3.0,6.0,4.0,6.0,5.0,,20.0,110.0,2.0,0.6785714285714286,0.7916666666666666,0.45901639344262296,0.4166666666666667,0.375,0.45901639344262296,0.4166666666666667,0.375,0.5069444444444444,0.4642857142857143,0.45454545454545453,0.08196721311475409,0.16,16.935483870967744,0.5384615384615384,,0.2129032258064516,0.10493827160493827,0.12962962962962962,0.06976744186046512,0.19138755980861244,0.0975609756097561,0.1568627450980392,0.125,0.06329113924050633,,0.20689655172413793,0.22727272727272727,0.20754716981132076,0.1590909090909091,0.14814814814814814,0.8333333333333334,0.4098360655737705,0.64,0.7619047619047619,0.21311475409836064,0.38461538461538464,0.38461538461538464,0.4,0.3770491803278688,0.30434782608695654,0.3181818181818182,0.7142857142857143,0.75,0.5555555555555556,0.5625,0.4098360655737705,0.4646704918032787,0.5325249999999999,0.51365625,0.13043478260869565,0.13043478260869565,0.1780821917808219,0.273972602739726,9.077049180327867,0.25821596244131456,,,,,,,5.0,7.0,5.0,2.0,10.0,3.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,3.0,0.043478260869565216,0.42857142857142855,0.08823529411764706,0.75,0.2,0.5555555555555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2207,1610612737,Joe Johnson,Joe Johnson,2207,ATL,16513.0,275,-73.0,487,485,140.0,97,63.0,972,9.0,16.0,4.0,5.0,4.0,10.0,26.0,12.0,37.0,31.0,79,30.0,140.0,565,6.0,12.0,3.0,18.0,8.0,19.0,15.0,49.0,18.0,44.0,6.0,9.0,21.0,28.0,13.0,63.0,1.0,8.0,,7.0,11.0,18.0,9.0,27.0,3.0,2.0,1.0,13.0,1.0,8.0,3.0,,5.0,16.0,5.0,5.0,16.0,1.0,2.0,25.0,33.0,3.0,8.0,6.0,,,,,,49.0,140.0,5.0,0.2903225806451613,0.32142857142857145,0.3924050632911392,0.5,0.42105263157894735,0.4782608695652174,0.5357142857142857,0.5,0.5310077519379846,0.5625,0.5714285714285714,0.11392405063291139,0.125,25.57319223985891,0.8125,,0.061452513966480445,0.04371584699453552,0.109375,0.02127659574468085,0.07407407407407407,0.0391304347826087,0.034482758620689655,0.05405405405405406,0.045454545454545456,,0.07575757575757576,0.04081632653061224,0.0625,0.1111111111111111,0.05357142857142857,,0.1391304347826087,0.5625,0.6428571428571429,0.22608695652173913,0.38461538461538464,0.47619047619047616,0.1,0.3217391304347826,0.32432432432432434,0.34285714285714286,0.3333333333333333,0.35714285714285715,0.8,0.11764705882352941,0.45217391304347826,0.45062391304347826,0.484976923076923,0.44842352941176467,0.07317073170731707,0.09302325581395349,0.12857142857142856,0.35,11.637974683544302,0.2874743326488706,26.0,36.0,26.0,0.3130434782608696,0.22608695652173913,25.34444444444444,2.0,7.0,6.0,1.0,8.0,,,,2.0,1.0,,1.0,,2.0,0.05405405405405406,,0.027777777777777776,0.4444444444444444,,0.5,4.0,10.0,1.0,1.0,2.0,4.0,12.0,1.0,4.0,11.0,16.0,1.0,2.0,6.0,15.0,39.0,9.0,12.0,1.0,1.0,0.8125,0.4444444444444444,0.5,0.4,0.4444444444444444,0.19230769230769232,0.1,0.08695652173913043,0.4,0.4,1.0,0.46153846153846156,0.46153846153846156,0.75,0.07142857142857142,1.0,1.0,0.07142857142857142,0.11764705882352941,0.5,0.3235294117647059,0.36363636363636365,0.46153846153846156,0.02702702702702703,,,,,,,,True
2735,1610612737,Josh Childress,Josh Childress,2735,ATL,9237.0,154,-5.0,267,271,86.0,66,35.0,538,13.0,24.0,3.0,6.0,10.0,1.0,3.0,,,14.0,27,3.0,31.0,295,3.0,6.0,,6.0,6.0,10.0,,12.0,16.0,12.0,6.0,6.0,5.0,5.0,,10.0,5.0,6.0,,5.0,12.0,17.0,11.0,28.0,,1.0,1.0,1.0,,,1.0,,1.0,2.0,,2.0,6.0,1.0,1.0,8.0,7.0,,4.0,,4.0,4.0,5.0,4.0,,12.0,86.0,,0.5714285714285714,0.7272727272727273,0.5185185185185185,0.5,0.6,0.4827586206896552,0.5,0.5454545454545454,0.484375,0.5,0.5454545454545454,0.2222222222222222,0.25,10.828025477707007,0.5,,0.12631578947368421,0.06060606060606061,0.13157894736842105,0.1724137931034483,0.12781954887218044,0.0859375,,0.16666666666666666,0.05405405405405406,,0.08108108108108109,0.047619047619047616,0.21621621621621623,0.13333333333333333,,0.8,0.8275862068965517,0.5416666666666666,0.7222222222222222,0.10344827586206896,0.3333333333333333,0.3333333333333333,,,,,,1.0,0.5,0.9090909090909091,0.896551724137931,0.5757839285714285,0.5615,0.5746954545454546,0.125,0.13333333333333333,0.1935483870967742,0.3870967741935484,1.5999999999999999,0.32209737827715357,1.0,2.0,1.0,0.06896551724137931,0.034482758620689655,31.700000000000003,6.0,,,,5.0,,,,,,3.0,1.0,,,,,0.20833333333333334,0.6153846153846154,,0.6,,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,0.125,0.034482758620689655,,,,,,,,,,,0.09090909090909091,,,,,,1.0,1.0,1.0,,,,,True
1710,1610612737,Mike Bibby,Mike Bibby,1710,ATL,13777.0,230,-41.0,412,407,123.0,78,52.0,819,5.0,8.0,1.0,2.0,3.0,3.0,5.0,6.0,21.0,14.0,34,16.0,62.0,465,4.0,5.0,1.0,9.0,7.0,12.0,10.0,30.0,10.0,18.0,,1.0,17.0,20.0,6.0,43.0,1.0,2.0,,5.0,11.0,16.0,3.0,19.0,,4.0,3.0,8.0,1.0,5.0,3.0,1.0,3.0,11.0,1.0,6.0,11.0,,1.0,23.0,26.0,,6.0,7.0,2.0,2.0,2.0,,,30.0,123.0,8.0,0.35714285714285715,0.35714285714285715,0.4117647058823529,0.8,0.5833333333333334,0.41818181818181815,0.5,0.5882352941176471,0.45588235294117646,0.5,0.5555555555555556,0.029411764705882353,0.125,16.63157894736842,0.7272727272727273,,0.07333333333333333,0.013793103448275862,0.09433962264150944,0.023255813953488372,0.07881773399014778,0.015957446808510637,0.022222222222222223,,0.014285714285714285,0.09090909090909091,0.05263157894736842,0.07317073170731707,0.09615384615384616,0.1111111111111111,,,0.14545454545454545,0.625,0.7142857142857143,0.09090909090909091,0.6,0.6,,0.38181818181818183,0.2857142857142857,0.2857142857142857,0.3333333333333333,0.25,0.5,0.17647058823529413,0.5272727272727272,0.48838999999999994,0.56043,0.4829235294117647,0.09836065573770492,0.15,0.14516129032258066,0.4838709677419355,13.847058823529412,0.29854368932038833,18.0,21.0,18.0,0.38181818181818183,0.32727272727272727,26.02857142857143,2.0,3.0,2.0,1.0,9.0,,,,1.0,,2.0,,,,,,,0.6,1.0,0.6666666666666666,1.0,3.0,,1.0,,,5.0,2.0,2.0,5.0,6.0,,3.0,2.0,5.0,18.0,,5.0,1.0,,1.0,0.2857142857142857,,0.4,0.2857142857142857,,,0.05454545454545454,0.3333333333333333,0.3333333333333333,1.0,0.2777777777777778,0.2777777777777778,1.0,0.125,,,0.25,,,0.29411764705882354,0.4,0.2777777777777778,,,,,2.0,,,,True
200780,1610612737,Solomon Jones,Solomon Jones,200780,ATL,483.0,8,-8.0,15,16,15.0,15,1.0,31,,,,,,,1.0,,1.0,,2,,,17,,1.0,,,,2.0,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,2.0,2.0,2.0,,,,15.0,,,,,,,,,,,,,,,13.333333333333334,,,0.16666666666666666,,,,0.1,,,,,,0.2,,,,,,,,,0.5,,,,0.5,,,,,,,,0.3848,0.3581,0.3848,,,,,15.049999999999999,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2585,1610612737,Zaza Pachulia,Zaza Pachulia,2585,ATL,4033.0,67,5.0,116,115,56.0,48,22.0,231,1.0,7.0,1.0,4.0,5.0,1.0,2.0,1.0,3.0,3.0,12,13.0,19.0,130,1.0,4.0,3.0,5.0,2.0,7.0,12.0,16.0,6.0,,,3.0,,1.0,,3.0,,7.0,,3.0,4.0,8.0,7.0,15.0,1.0,1.0,,3.0,1.0,1.0,5.0,,2.0,8.0,2.0,8.0,15.0,1.0,2.0,14.0,16.0,,3.0,6.0,,,,,,16.0,56.0,4.0,1.0,1.0,0.25,0.25,0.2857142857142857,0.23076923076923078,0.25,0.25,0.4318181818181818,0.4166666666666667,0.5,0.25,0.42857142857142855,19.178082191780824,0.375,,0.0851063829787234,0.13725490196078433,0.2,,0.11290322580645161,0.1206896551724138,0.2777777777777778,,0.08695652173913043,,0.08333333333333333,0.1,0.08,0.21428571428571427,0.16666666666666666,,0.5384615384615384,0.14285714285714285,0.25,0.15384615384615385,0.5,0.5,1.0,0.23076923076923078,0.3333333333333333,0.3333333333333333,1.0,1.0,0.25,0.625,0.6153846153846154,0.5282038461538462,0.625475,0.55231875,0.1875,0.2,0.2631578947368421,0.8421052631578947,5.441666666666666,0.4827586206896552,1.0,1.0,1.0,0.07692307692307693,0.07692307692307693,24.0,1.0,1.0,1.0,,,1.0,,1.0,2.0,3.0,2.0,,,1.0,,0.5,,1.0,1.0,0.2,,,,,,,,,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,1.0,,,True
2746,1610612737,Josh Smith,Josh Smith,2746,ATL,12559.0,209,-60.0,372,372,96.0,58,47.0,744,18.0,33.0,6.0,7.0,4.0,2.0,8.0,9.0,21.0,29.0,62,33.0,100.0,439,6.0,7.0,2.0,14.0,8.0,12.0,11.0,30.0,38.0,20.0,4.0,6.0,12.0,16.0,4.0,36.0,1.0,4.0,,11.0,20.0,33.0,5.0,38.0,1.0,10.0,7.0,11.0,5.0,6.0,13.0,1.0,5.0,24.0,7.0,11.0,23.0,,5.0,34.0,38.0,,15.0,5.0,16.0,12.0,16.0,9.0,,30.0,96.0,4.0,0.6551724137931034,0.7037037037037037,0.46774193548387094,0.8571428571428571,0.6666666666666666,0.43506493506493504,0.8571428571428571,0.59375,0.5263157894736842,0.875,0.7142857142857143,0.0967741935483871,0.15151515151515152,27.80373831775701,0.4583333333333333,,0.15037593984962405,0.03007518796992481,0.21153846153846154,0.027777777777777776,0.16756756756756758,0.029585798816568046,0.023809523809523808,0.07407407407407407,0.015625,,0.14583333333333334,0.15384615384615385,0.15217391304347827,0.17777777777777778,0.02702702702702703,0.5625,0.42857142857142855,0.5454545454545454,0.6428571428571429,0.1038961038961039,0.25,0.2857142857142857,,0.2727272727272727,0.42857142857142855,0.42857142857142855,0.7777777777777778,1.0,0.8571428571428571,0.25,0.6233766233766234,0.5059119999999999,0.6188,0.46952666666666665,0.16666666666666666,0.2,0.14,0.3,7.877419354838709,0.25806451612903225,13.0,15.0,12.0,0.19480519480519481,0.16883116883116883,28.113333333333333,2.0,4.0,3.0,1.0,6.0,2.0,1.0,1.0,2.0,1.0,6.0,2.0,3.0,1.0,,0.25,0.037037037037037035,0.6666666666666666,0.5,0.5,,2.0,,,,1.0,3.0,,1.0,3.0,3.0,,,1.0,4.0,9.0,,3.0,3.0,,1.0,0.2,,0.25,0.21428571428571427,0.125,0.42857142857142855,0.025974025974025976,,,,0.23076923076923078,0.23076923076923078,1.0,,,,,0.0625,,0.1875,0.3333333333333333,0.25,,,,1.0,2.0,,1.0,1.0,True
201238,1610612737,Mario West,Mario West,201238,ATL,59.0,1,-2.0,1,4,,3,,5,,,,,,,,,1.0,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,0.2224,,,,,,,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
