EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Arc3FGA,FG3A,NonHeaveArc3FGA,3SecondViolations,FG3APct,Arc3Frequency,Avg3ptShotDistance,Corner3FGM,Corner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,BadPassOutOfBoundsTurnovers,Technical Free Throw Trips,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,LongMidRangePctBlocked,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Travels,ShortMidRangePctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,StepOutOfBoundsTurnovers,OffCorner3ReboundPct,Blocked3s,BlockedArc3,Defensive 3 Seconds Violations,PenaltyCorner3FGA,PenaltyCorner3Frequency,HeaveAttempts,on,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,PenaltyCorner3FGM,PenaltyCorner3Accuracy,OffensiveGoaltends
101131,1610612765,Jason Maxiell,Jason Maxiell,101131,DET,22268.0,371,57.0,659,668,144.0,234.0,73.0,1327,20.0,29.0,5.0,7.0,1.0,3.0,9.0,18.0,11.0,17.0,40.0,64.0,15.0,95.0,669.0,8.0,10.0,5.0,21.0,2.0,6.0,5.0,9.0,68.0,12.0,8.0,5.0,12.0,4.0,16.0,3.0,1.0,5.0,1.0,6.0,36.0,2.0,18.0,1.0,10.0,30.0,7.0,47.0,21.0,68.0,1.0,15.0,8.0,7.0,6.0,1.0,5.0,1.0,5.0,11.0,1.0,1.0,22.0,48.0,7.0,4.0,34.0,7.0,4.0,32.0,2.0,13.0,4.0,22.0,14.0,2.0,6.0,22.0,17.0,1.0,9.0,144.0,10.0,3.0,0.85,0.9444444444444444,0.625,0.8,0.3333333333333333,0.625,0.8,0.3333333333333333,0.6012658227848101,0.75,0.4090909090909091,0.078125,0.1724137931034483,12.129380053908356,0.5454545454545454,0.28,0.041666666666666664,0.12048192771084337,0.07860262008733625,0.14492753623188406,0.037037037037037035,0.12578616352201258,0.0706713780918728,0.17647058823529413,0.03225806451612903,0.0603448275862069,0.04878048780487805,0.09782608695652174,0.1323529411764706,0.1348314606741573,0.16071428571428573,0.07692307692307693,0.05263157894736842,0.7727272727272727,0.453125,0.6896551724137931,0.8333333333333334,0.75,0.28125,0.5,0.5,0.8888888888888888,0.265625,0.6470588235294118,0.6470588235294118,1.0,0.7,0.7142857142857143,0.2,0.5,0.3333333333333333,0.453125,0.47086249999999996,0.48618999999999996,0.4313666666666667,0.17333333333333334,0.17333333333333334,0.22105263157894736,0.09473684210526316,7.5265625,0.21851289833080426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
101161,1610612765,Amir Johnson,Amir Johnson,101161,DET,1517.0,25,-1.0,49,51,24.0,36.0,6.0,100,3.0,4.0,,,1.0,1.0,1.0,2.0,,,4.0,6.0,3.0,11.0,53.0,1.0,1.0,,2.0,1.0,2.0,1.0,3.0,6.0,2.0,,,1.0,,1.0,,,,1.0,,2.0,,,1.0,1.0,5.0,,6.0,1.0,7.0,,,,,,,1.0,,,1.0,,1.0,4.0,6.0,,,4.0,1.0,,6.0,,3.0,,2.0,1.0,,1.0,2.0,2.0,,3.0,24.0,,,0.75,0.75,0.6666666666666666,1.0,0.5,0.5714285714285714,1.0,0.5,0.55,1.0,0.5,,,19.642857142857142,,,0.3333333333333333,0.21739130434782608,,0.5,,0.24,,,,,,0.1,0.5,0.2222222222222222,0.5,,,1.0,0.5714285714285714,0.75,0.75,1.0,0.2857142857142857,0.5,0.5,,,,,,,,,0.5,1.0,0.7142857142857143,0.4863642857142857,0.3217,0.4744,0.3,0.3333333333333333,0.18181818181818182,0.2727272727272727,3.75,0.4897959183673469,1.0,1.0,1.0,1.0,0.14285714285714285,0.14285714285714285,26.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1497,1610612765,Chauncey Billups,Chauncey Billups,1497,DET,11895.0,198,31.0,351,355,75.0,140.0,38.0,706,7.0,15.0,1.0,2.0,,2.0,3.0,7.0,10.0,25.0,20.0,47.0,36.0,106.0,375.0,1.0,2.0,8.0,16.0,2.0,10.0,20.0,30.0,8.0,32.0,,3.0,31.0,6.0,37.0,6.0,,5.0,10.0,16.0,80.0,,2.0,,3.0,11.0,1.0,15.0,2.0,17.0,1.0,5.0,2.0,3.0,8.0,3.0,3.0,1.0,5.0,11.0,,,7.0,12.0,1.0,,28.0,,1.0,43.0,1.0,13.0,8.0,,,,,,,,30.0,75.0,1.0,7.0,0.2,0.2,0.425531914893617,0.5,0.2,0.4666666666666667,0.8,0.29411764705882354,0.5473684210526316,0.8888888888888888,0.48333333333333334,0.06382978723404255,0.06666666666666667,26.582278481012658,0.7272727272727273,0.08333333333333333,,0.0859375,0.018018018018018018,0.08108108108108109,,0.08484848484848485,0.0136986301369863,0.034482758620689655,,0.019230769230769232,,0.06818181818181818,0.11627906976744186,0.07317073170731707,0.1,,0.023809523809523808,,0.2,0.4666666666666667,0.5,0.2857142857142857,0.09333333333333334,0.42857142857142855,0.42857142857142855,,0.3333333333333333,0.4,0.43478260869565216,0.2,0.4,0.5,,0.11764705882352941,,0.5733333333333334,0.472014,0.5660000000000001,0.43799705882352946,0.14942528735632185,0.22033898305084745,0.1509433962264151,0.2830188679245283,11.034042553191487,0.21367521367521367,24.0,28.0,24.0,,0.37333333333333335,0.32,25.575000000000006,1.0,4.0,9.0,2.0,3.0,2.0,7.0,10.0,2.0,3.0,2.0,7.0,12.0,18.0,9.0,2.0,2.0,0.4,0.35714285714285715,0.6666666666666666,0.2857142857142857,0.35714285714285715,0.08,0.05333333333333334,0.25,0.25,1.0,0.375,0.375,0.3333333333333333,0.6,0.6666666666666666,0.5,0.4117647058823529,0.2857142857142857,0.375,,,,,,,,,,,,,,,,True,,,,,
1888,1610612765,Richard Hamilton,Richard Hamilton,1888,DET,17140.0,286,64.0,516,514,98.0,157.0,55.0,1030,19.0,30.0,,,2.0,3.0,13.0,27.0,31.0,72.0,63.0,129.0,43.0,178.0,517.0,5.0,10.0,3.0,16.0,11.0,18.0,21.0,43.0,86.0,40.0,2.0,7.0,26.0,3.0,29.0,,3.0,12.0,4.0,10.0,61.0,2.0,6.0,,11.0,19.0,,30.0,8.0,38.0,2.0,8.0,4.0,4.0,19.0,11.0,5.0,,8.0,24.0,,8.0,7.0,22.0,1.0,2.0,37.0,,4.0,45.0,2.0,12.0,10.0,2.0,,1.0,1.0,2.0,2.0,,43.0,98.0,4.0,10.0,0.6825396825396826,0.6935483870967742,0.4883720930232558,0.5,0.6111111111111112,0.4927007299270073,0.5,0.5789473684210527,0.5573248407643312,0.5357142857142857,0.7166666666666667,0.05426356589147287,0.1,31.42361111111111,0.7916666666666666,,,0.0979381443298969,0.034482758620689655,0.20754716981132076,0.05405405405405406,0.1214574898785425,0.037914691943127965,,,0.06451612903225806,0.07407407407407407,0.09859154929577464,0.11666666666666667,0.07936507936507936,0.20930232558139536,0.2,0.03125,1.0,0.21897810218978103,0.6333333333333333,0.7037037037037037,0.5263157894736842,0.19708029197080293,0.48148148148148145,0.5,0.6923076923076923,0.5255474452554745,0.4305555555555556,0.4492753623188406,0.7741935483870968,,,,0.15789473684210525,0.6666666666666666,0.2773722627737226,0.4497135036496351,0.4402863636363636,0.41620526315789474,0.08163265306122448,0.08633093525179857,0.0898876404494382,0.24157303370786518,12.224031007751938,0.18992248062015504,4.0,8.0,4.0,,0.058394160583941604,0.029197080291970802,24.1625,2.0,4.0,1.0,,1.0,,1.0,3.0,1.0,3.0,,1.0,9.0,,1.0,1.0,3.0,1.0,0.375,0.3333333333333333,,0.375,0.041666666666666664,0.029197080291970802,0.5,0.5,1.0,0.25,0.25,1.0,0.07692307692307693,,,0.05263157894736842,,0.25,1.0,2.0,2.0,0.037037037037037035,0.15384615384615385,0.5,1.0,,,,,,,,,True,,,,,
201155,1610612765,Rodney Stuckey,Rodney Stuckey,201155,DET,11289.0,188,13.0,334,340,97.0,121.0,36.0,674,10.0,22.0,,4.0,1.0,5.0,5.0,11.0,9.0,18.0,24.0,51.0,20.0,68.0,340.0,1.0,7.0,,2.0,8.0,16.0,13.0,29.0,18.0,30.0,,3.0,27.0,3.0,30.0,2.0,1.0,9.0,2.0,16.0,63.0,1.0,3.0,,2.0,7.0,,9.0,4.0,13.0,1.0,8.0,3.0,5.0,9.0,3.0,4.0,1.0,6.0,13.0,1.0,3.0,10.0,21.0,2.0,3.0,20.0,,2.0,22.0,4.0,11.0,2.0,2.0,2.0,,,2.0,2.0,,29.0,97.0,3.0,2.0,0.375,0.375,0.47058823529411764,0.14285714285714285,0.5,0.46153846153846156,0.14285714285714285,0.5,0.5573770491803278,0.14285714285714285,0.6304347826086957,0.058823529411764705,0.13636363636363635,19.680851063829788,0.6923076923076923,,,0.05426356589147287,0.025423728813559324,0.05263157894736842,0.04,0.05389221556886228,0.027972027972027972,0.037037037037037035,,0.031746031746031744,0.045454545454545456,0.038461538461538464,0.08333333333333333,0.05660377358490566,0.0625,,0.041666666666666664,1.0,0.4230769230769231,0.45454545454545453,0.5263157894736842,0.2,0.21153846153846154,0.45454545454545453,0.45454545454545453,0.4,0.34615384615384615,0.5,0.5,0.5555555555555556,0.5714285714285714,,,0.3125,0.2,0.4423076923076923,0.4724884615384614,0.5144833333333333,0.43219374999999993,0.1864406779661017,0.1896551724137931,0.029411764705882353,0.4264705882352941,8.78627450980392,0.2904191616766467,1.0,1.0,1.0,,0.019230769230769232,0.019230769230769232,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
201167,1610612765,Arron Afflalo,Arron Afflalo,201167,DET,2974.0,50,8.0,91,94,22.0,39.0,10.0,185,,,,,,,,,4.0,6.0,4.0,6.0,,8.0,87.0,,1.0,,,1.0,1.0,,2.0,8.0,,,,1.0,1.0,2.0,1.0,,1.0,,,5.0,,,,,4.0,,4.0,,4.0,,2.0,1.0,1.0,,,,,,,,,1.0,3.0,,,1.0,,1.0,,,,,,,,,,,,2.0,22.0,2.0,,1.0,1.0,0.6666666666666666,,1.0,0.5,,0.5,0.5,,0.5,,,7.8431372549019605,,,,0.12903225806451613,,,,0.1111111111111111,,,,,,0.15384615384615385,0.2,0.07692307692307693,,,,,,,,,,,,,0.75,0.6666666666666666,0.6666666666666666,1.0,,,,,,0.25,0.38785,,0.3811,,,,0.25,19.433333333333334,0.24175824175824176,2.0,2.0,2.0,,0.25,0.25,26.3,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,True,,,,,
2553,1610612765,Jarvis Hayes,Jarvis Hayes,2553,DET,2249.0,37,-11.0,72,76,29.0,44.0,9.0,148,1.0,3.0,,1.0,1.0,1.0,,3.0,2.0,7.0,3.0,13.0,,15.0,77.0,1.0,3.0,,5.0,2.0,5.0,,10.0,6.0,,,1.0,2.0,,2.0,,,1.0,,1.0,4.0,1.0,,,,3.0,,3.0,1.0,4.0,,1.0,1.0,,,,2.0,,,2.0,,,2.0,7.0,,1.0,,,,,,,,,,,,,,,10.0,29.0,1.0,,1.0,1.0,0.23076923076923078,0.3333333333333333,0.4,0.375,0.625,0.5,0.375,0.625,0.5,0.07692307692307693,0.3333333333333333,26.506024096385545,,,,0.1,,,0.1111111111111111,0.1,0.03125,,,,0.125,0.18181818181818182,0.25,,,,,,0.15,0.3333333333333333,0.5,1.0,0.15,,,,0.35,0.2857142857142857,0.2857142857142857,1.0,0.25,,,0.1,1.0,0.5,0.4772724999999999,0.4942125,0.49076000000000003,,,0.3333333333333333,0.6666666666666666,12.546153846153846,0.4027777777777778,5.0,7.0,5.0,,0.35,0.25,24.842857142857138,1.0,2.0,2.0,1.0,1.0,2.0,5.0,3.0,1.0,1.0,2.0,5.0,9.0,,2.0,,,1.0,0.42857142857142855,1.0,0.4,0.42857142857142855,,0.1,0.5,0.5,1.0,0.4,0.4,1.0,0.25,1.0,1.0,0.5,0.4,0.4,,,,,,,,1.0,,,,,,,,True,,,,,
686,1610612765,Antonio McDyess,Antonio McDyess,686,DET,6395.0,107,29.0,189,189,40.0,63.0,23.0,378,4.0,5.0,1.0,1.0,,1.0,,2.0,12.0,21.0,16.0,28.0,3.0,35.0,180.0,1.0,1.0,,2.0,1.0,5.0,1.0,3.0,32.0,,,1.0,4.0,1.0,5.0,1.0,,1.0,1.0,2.0,11.0,2.0,3.0,,4.0,15.0,3.0,22.0,5.0,27.0,,3.0,3.0,,2.0,1.0,2.0,,1.0,4.0,,,13.0,23.0,2.0,1.0,10.0,3.0,,4.0,,2.0,,2.0,2.0,,,2.0,1.0,1.0,3.0,40.0,4.0,,1.0,1.0,0.5714285714285714,1.0,0.2,0.5714285714285714,1.0,0.2,0.5833333333333334,1.0,0.25,0.03571428571428571,,15.887850467289718,0.5,0.2727272727272727,,0.24193548387096775,0.046153846153846156,0.21052631578947367,0.18181818181818182,0.2345679012345679,0.06578947368421052,,,0.08108108108108109,0.1111111111111111,0.2,0.3125,0.23809523809523808,0.2222222222222222,,,0.5,0.17857142857142858,0.8,0.8,1.0,0.07142857142857142,,,,0.75,0.5714285714285714,0.6,1.0,1.0,1.0,1.0,0.2,,0.17857142857142858,0.4266035714285713,0.5858,0.42363999999999996,0.06666666666666667,0.06666666666666667,0.05714285714285714,0.08571428571428572,15.05714285714286,0.21164021164021163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.047619047619047616,,,,,,,,,,,,,,,,1.0,,,,,,0.5,,,,,,,True,,,,,
689,1610612765,Theo Ratliff,Theo Ratliff,689,DET,1956.0,33,7.0,60,61,18.0,25.0,7.0,121,2.0,2.0,1.0,1.0,1.0,1.0,,1.0,,,2.0,3.0,2.0,6.0,57.0,1.0,1.0,,2.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,,,,,,,,,,,,3.0,,3.0,1.0,,4.0,3.0,7.0,,,,,1.0,1.0,1.0,,,2.0,1.0,,,6.0,,1.0,3.0,,1.0,2.0,,,1.0,2.0,1.0,,1.0,3.0,2.0,,4.0,18.0,1.0,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,1.0,0.75,1.0,1.0,,,8.955223880597014,0.5,,,0.045454545454545456,0.14285714285714285,0.23076923076923078,,0.11428571428571428,0.13043478260869565,0.2,,0.2222222222222222,,0.1,,,0.3333333333333333,,,0.6666666666666666,0.6666666666666666,1.0,1.0,0.5,0.3333333333333333,,,,,,,,1.0,1.0,,1.0,1.0,0.6666666666666666,0.49989999999999996,0.5564,0.5895,,,0.3333333333333333,0.6666666666666666,3.233333333333333,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,True,,,,,
739,1610612765,Rasheed Wallace,Rasheed Wallace,739,DET,12308.0,205,23.0,360,363,61.0,106.0,36.0,723,7.0,11.0,2.0,3.0,2.0,2.0,12.0,25.0,7.0,18.0,26.0,54.0,12.0,88.0,376.0,5.0,8.0,1.0,11.0,4.0,6.0,4.0,15.0,26.0,26.0,4.0,4.0,12.0,1.0,13.0,,1.0,4.0,3.0,5.0,27.0,3.0,6.0,,7.0,15.0,2.0,24.0,9.0,33.0,,7.0,4.0,3.0,5.0,3.0,5.0,2.0,2.0,10.0,1.0,3.0,14.0,26.0,2.0,1.0,13.0,,,15.0,1.0,6.0,2.0,21.0,13.0,2.0,6.0,21.0,9.0,,15.0,61.0,2.0,1.0,0.5,0.5416666666666666,0.48148148148148145,0.625,0.6666666666666666,0.4935064935064935,0.5,0.39285714285714285,0.5238095238095238,0.5,0.46875,0.07407407407407407,0.09090909090909091,23.325062034739453,0.5,0.18181818181818182,,0.10638297872340426,0.046153846153846156,0.2,0.08571428571428572,0.125,0.05454545454545454,0.09375,,0.046153846153846156,0.11538461538461539,0.10869565217391304,0.11363636363636363,0.09803921568627451,0.2222222222222222,0.125,,0.42857142857142855,0.14285714285714285,0.6363636363636364,0.7,0.42857142857142855,0.3246753246753247,0.48,0.5454545454545454,0.5,0.23376623376623376,0.3888888888888889,0.3888888888888889,0.5714285714285714,0.3,0.6666666666666666,,0.14285714285714285,1.0,0.44155844155844154,0.4448772727272726,0.4535833333333334,0.4726571428571429,0.07317073170731707,0.1016949152542373,0.125,0.17045454545454544,10.824074074074074,0.16944444444444445,21.0,23.0,21.0,,0.2987012987012987,0.2727272727272727,25.59130434782609,1.0,2.0,7.0,,2.0,1.0,8.0,8.0,,2.0,1.0,8.0,24.0,,7.0,2.0,,1.0,0.34782608695652173,,0.125,0.34782608695652173,,0.025974025974025976,0.5,0.5,1.0,0.3333333333333333,0.3333333333333333,1.0,0.2,,,0.5714285714285714,0.125,0.3333333333333333,,,,0.12,,,,,,,,,,,,True,,,,,
