EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,ShootingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Fg2aBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangeFGM,ShortMidRangeFGA,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,LostBallSteals,NonShootingPenaltyNonTakeFouls,DefShortMidRangeReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceAtRimFGA,SecondChanceFG2A,OffTwoPtRebounds,OffRebounds,SelfOReb,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,SelfORebPct,SecondChanceAtRimFrequency,AtRimFGM,PenaltyAtRimFGM,PtsAssisted2s,OffThreePtRebounds,FTDefRebounds,Blocked2s,BlockedShortMidRange,Blocks,Assisted2sPct,NonPutbacksAssisted2sPct,DefFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,PenaltyAtRimAccuracy,SecondChanceFtPoints,DefThreePtRebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,LiveBallTurnoverPct,DefThreePtReboundPct,OffAtRimReboundPct,DefArc3ReboundPct,LongMidRangePctAssisted,SecondChanceAtRimFGM,SecondChanceFG2M,PtsPutbacks,SecondChanceFg2Pct,SecondChanceAtRimAccuracy,on,Corner3FGA,Corner3Assists,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Travels,Offensive Fouls,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,ShortMidRangePctBlocked,OffLongMidRangeReboundPct,Corner3Frequency,HeaveAttempts,BadPassTurnovers,StepOutOfBoundsTurnovers,LongMidRangePctBlocked,ShortMidRangePctAssisted,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,BlockedLongMidRange,RecoveredBlocks,BlocksRecoveredPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceTurnovers,Loose Ball Fouls,DefensiveGoaltends,BlockedAtRim,OffensiveGoaltends,3SecondViolations,OffCorner3ReboundPct,DefCorner3ReboundPct,FTOffRebounds,OffFTReboundPct,PtsUnassisted3s,SecondChanceAtRimPctAssisted
101150,1610612755,Lou Williams,Lou Williams,101150,PHI,1110.0,18.0,4.0,38.0,37,29.0,9.0,7.0,75,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,3.0,5.0,10.0,30,1.0,1.0,3.0,1.0,3.0,1.0,3.0,5.0,10.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,6.0,2.0,6.0,3.0,10.0,29.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.25,0.3333333333333333,0.35714285714285715,1.5,0.4166666666666667,0.5,1.5,0.5555555555555556,0.42857142857142855,21.73913043478261,0.08333333333333333,0.07692307692307693,0.25,0.2857142857142857,0.2857142857142857,0.5,0.5,0.42857142857142855,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,0.16666666666666666,0.5,0.3333333333333333,0.7142857142857143,0.3333333333333333,0.47671428571428576,0.5844,0.4475,0.3,0.42857142857142855,0.3,1.0,9.225,26.433333333333334,0.7631578947368421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101183,1610612755,Shavlik Randolph,Shavlik Randolph,101183,PHI,240.0,4.0,,10.0,9,10.0,5.0,,19,1.0,1.0,,,,,,,,,,1.0,,,3.0,3.0,5,,,,,1.0,,,3.0,3.0,,,,,,,,,,1.0,1.0,2.0,,4.0,2.0,3.0,10.0,,,,,,,,,,,0.5,,0.5,,30.0,,,,1.0,,,,,,,,,,,1.0,,,1.0,,0.6362,,0.6362,0.6666666666666666,0.6666666666666666,,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1563,1610612755,Kevin Ollie,Kevin Ollie,1563,PHI,1124.0,19.0,2.0,38.0,38,29.0,10.0,7.0,76,1.0,1.0,,1.0,,,,,,,1.0,4.0,,,2.0,4.0,32,,,,1.0,4.0,,,,2.0,2.0,,,,1.0,1.0,1.0,2.0,,,1.0,1.0,,2.0,1.0,2.0,29.0,,,,,,0.25,0.25,0.25,,0.25,0.4,,0.25,,10.869565217391305,0.08333333333333333,0.07692307692307693,,0.25,0.25,,,,,,,,,,0.25,,,0.25,,0.444075,,0.444075,0.2,0.2,,0.5,10.925,,0.7631578947368421,,,,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,7.0,2.0,1.0,0.3333333333333333,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200760,1610612755,Rodney Carney,Rodney Carney,200760,PHI,853.0,14.0,3.0,28.0,27,21.0,4.0,5.0,55,1.0,1.0,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,,5.0,25,1.0,1.0,3.0,,6.0,1.0,1.0,,3.0,2.0,3.0,1.0,1.0,,,1.0,1.0,,,,,,,,3.0,21.0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,,0.3125,0.75,0.21428571428571427,0.3125,0.75,0.21428571428571427,0.125,23.52941176470588,,,,0.125,0.375,,,0.125,1.0,1.0,1.0,0.5,1.0,1.0,0.14285714285714285,0.14285714285714285,1.0,0.25,1.0,0.43295000000000006,0.5546,0.4475857142857143,,,0.6,0.6,12.014285714285714,25.7,0.75,,,,1.0,3.0,,,,,,,,1.0,,,0.375,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,0.07142857142857142,0.0625,0.3333333333333333,0.16666666666666666,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201160,1610612755,Jason Smith,Jason Smith,201160,PHI,1004.0,17.0,2.0,36.0,34,27.0,9.0,6.0,70,1.0,1.0,,2.0,,1.0,,,,,1.0,3.0,,1.0,,2.0,28,,,,1.0,2.0,,,,2.0,,,1.0,,3.0,4.0,5.0,,,,1.0,1.0,,,,2.0,27.0,,,,,,0.3333333333333333,0.5,0.25,,0.5,0.25,,0.5,0.25,9.30232558139535,0.2727272727272727,0.25,0.5,0.25,0.5,,,0.25,,,,,,,0.5,,,0.5,,0.4306,,0.4455,,,,1.0,12.333333333333334,24.9,0.75,,,,,,,1.0,1.0,1.0,,,3.0,,,,,,,,,,1.0,,,0.045454545454545456,,,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.2,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201152,1610612755,Thaddeus Young,Thaddeus Young,201152,PHI,563.0,9.0,,18.0,19,11.0,1.0,2.0,37,2.0,2.0,1.0,1.0,,,,,,,1.0,3.0,,,3.0,5.0,18,,,2.0,,2.0,,,,,,,,,,1.0,2.0,,,,,2.0,,4.0,2.0,,11.0,,,,,,0.3333333333333333,,0.3333333333333333,,,0.5,1.0,,,30.0,,0.2,,0.6666666666666666,0.3333333333333333,1.0,1.0,,,,,,,,1.0,,,0.6666666666666666,,0.5785333333333333,,0.6673,0.4,0.4,0.4,,5.8,,0.6111111111111112,2.0,0.6666666666666666,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,0.125,0.1111111111111111,,,,,,2.0,,,,,,1.0,1.0,,,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200811,1610612755,Lou Amundson,Lou Amundson,200811,PHI,407.0,7.0,7.0,12.0,13,12.0,,4.0,25,3.0,3.0,,,,,,,,,1.0,3.0,,,,2.0,8,,,2.0,1.0,3.0,,,,2.0,2.0,,,,2.0,2.0,5.0,,,1.0,1.0,1.0,1.0,,,2.0,12.0,,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,,17.64705882352941,0.25,0.25,0.5,1.0,,,,,,,,,,,1.0,,,1.0,,0.6253666666666667,0.68545,0.6253666666666667,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,2.0,2.0,3.0,3.0,,0.3333333333333333,0.3,0.3333333333333333,,1.0,1.0,1.0,,,,,,,,,,,,0.2,0.3333333333333333,0.3333333333333333,,0.3333333333333333,,,,,,,,,0.5,,,1.0,1.0,2.0,0.5,0.5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738,1610612755,Andre Iguodala,Andre Iguodala,2738,PHI,164.0,3.0,-3.0,5.0,6,3.0,5.0,2.0,11,,,,,,1.0,,,,,,,,1.0,1.0,1.0,6,,,,,,,,,,,,1.0,,,,,1.0,,,,1.0,,2.0,1.0,,3.0,,,,,,,,,,,0.25,,,1.0,28.57142857142857,,,,,,,,1.0,,,,,,,,,,1.0,,0.5271,,,0.5,1.0,,,,24.1,0.6,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501,1610612755,Reggie Evans,Reggie Evans,2501,PHI,127.0,2.0,-1.0,5.0,5,3.0,5.0,2.0,10,2.0,1.0,,,,,,,,,1.0,2.0,,,,2.0,4,,,2.0,1.0,1.0,,,,2.0,2.0,,,,,,2.0,1.0,1.0,,,,,,,2.0,3.0,,,,,,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,,28.57142857142857,,,,1.0,,,,,,,,,,,1.0,,,1.0,,0.53335,0.4228,0.4228,,,1.0,1.0,,,0.6,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,2.0,,0.3333333333333333,0.5,,,1.0,1.0,1.0,,1.0,,,,,,,,1.0,1.0,,0.5,0.5,,1.0,,,,,,,,,0.5,,,1.0,1.0,2.0,0.5,0.5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1889,1610612755,Andre Miller,Andre Miller,1889,PHI,14.0,,-2.0,,1,,1.0,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
