EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,LongMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Corner3Assists,ShortMidRangeAssists,FTOffRebounds,LostBallSteals,DeadBallTurnovers,LostBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Offensive Fouls,NonShootingPenaltyNonTakeFouls,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,OffFTReboundPct,OffShortMidRangeReboundPct,DefCorner3ReboundPct,LongMidRangeFrequency,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,LongMidRangeFGM,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,PtsAssisted3s,BadPassOutOfBoundsTurnovers,BlockedShortMidRange,Defensive 3 Seconds Violations,Assisted3sPct,LongMidRangePctBlocked,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceAtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFtPoints,SecondChancePoints,PtsUnassisted2s,PtsPutbacks,FTDefRebounds,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,SecondChanceFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefFTReboundPct,OffLongMidRangeReboundPct,Arc3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Travels,ShortMidRangePctBlocked,SecondChanceCorner3FGM,Technical Free Throw Trips,DefensiveGoaltends,SecondChanceCorner3Accuracy,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,on,BlockedLongMidRange,3SecondViolations,3pt And 1 Free Throw Trips,SecondChanceCorner3PctAssisted,SecondChanceArc3PctAssisted,HeaveAttempts
101177,1610612759,Fabricio Oberto,Fabricio Oberto,101177,SAS,4112.0,69,-7.0,124,129,26.0,44,10,253,3.0,6.0,1.0,4.0,4.0,7.0,10.0,2.0,16.0,138,1.0,1.0,1.0,2.0,4.0,14.0,1.0,4.0,1.0,5.0,1.0,3.0,1.0,11.0,2.0,1.0,2.0,9.0,11.0,3.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,12.0,2.0,5.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,26.0,1.0,1.0,1.0,0.7,1.0,0.7,1.0,0.7272727272727273,1.0,0.1,0.16666666666666666,9.022556390977444,1.0,0.225,0.02564102564102564,0.14285714285714285,0.1,0.2037037037037037,0.05084745762711865,0.08333333333333333,0.07142857142857142,0.16666666666666666,0.13333333333333333,0.25,0.29411764705882354,0.15384615384615385,0.5,1.0,0.6,0.5,0.6,1.0,0.4,1.0,1.0,1.0,1.0,0.6,0.48742,0.5883,0.3637,0.25,4.970000000000001,0.20967741935483872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
109,1610612759,Robert Horry,Robert Horry,109,SAS,3070.0,51,10.0,94,95,37.0,29,10,189,,,,,1.0,,6.0,,3.0,92,,,,,3.0,,,3.0,1.0,4.0,,1.0,1.0,9.0,2.0,1.0,3.0,2.0,5.0,4.0,9.0,,1.0,,1.0,,2.0,3.0,9.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,3.0,37.0,,,,,,0.125,0.5,0.125,0.5,,,13.20754716981132,0.5,0.058823529411764705,0.037037037037037035,0.2727272727272727,0.10526315789473684,0.1111111111111111,0.06521739130434782,,,0.3333333333333333,,,0.125,0.2857142857142857,,1.0,,,,,0.08333333333333333,,,,,0.5,0.42657083333333334,,0.4658,1.0,16.416666666666668,0.39361702127659576,5.0,2.0,1.0,1.0,4.0,1.0,3.0,1.0,6.0,1.0,1.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.5,0.5,0.14285714285714285,0.25,0.4166666666666667,0.16666666666666666,0.3333333333333333,0.25,0.25,1.0,1.0,0.3333333333333333,0.25,24.583333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1477,1610612759,Bruce Bowen,Bruce Bowen,1477,SAS,5329.0,89,33.0,156,165,54.0,81,18,321,1.0,1.0,,,2.0,2.0,9.0,3.0,22.0,136,1.0,,3.0,3.0,6.0,4.0,1.0,4.0,2.0,6.0,1.0,,3.0,14.0,1.0,,1.0,5.0,6.0,1.0,7.0,,2.0,1.0,1.0,,2.0,2.0,9.0,,3.0,1.0,1.0,4.0,2.0,1.0,,1.0,,6.0,54.0,2.0,1.0,1.0,0.2222222222222222,,0.5,0.21428571428571427,0.5238095238095238,0.3333333333333333,0.1111111111111111,,12.92134831460674,0.5,0.06493506493506493,,0.047619047619047616,0.041666666666666664,0.061224489795918366,0.013513513513513514,,0.06666666666666667,,,0.16666666666666666,0.08,,,,0.05263157894736842,1.0,1.0,1.0,0.10526315789473684,,,,,0.5789473684210527,0.4821868421052631,0.63045,0.4606285714285714,0.2727272727272727,14.011111111111111,0.34615384615384615,6.0,9.0,1.0,,1.0,,,5.0,10.0,1.0,1.0,4.0,,1.0,,1.0,1.0,,1.0,1.0,1.0,,1.0,,2.0,0.5,0.25,0.5,0.5263157894736842,,,0.2,0.3157894736842105,0.47368421052631576,0.05263157894736842,,,0.5,,,,23.6,1.0,5.0,1.0,4.0,15.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.16666666666666666,0.2,1.0,0.5555555555555556,0.5555555555555556,1.0,0.5714285714285714,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1938,1610612759,Manu Ginobili,Manu Ginobili,1938,SAS,7603.0,127,1.0,239,242,77.0,88,26,481,6.0,12.0,1.0,4.0,12.0,13.0,36.0,20.0,88.0,248,3.0,2.0,12.0,14.0,30.0,8.0,3.0,12.0,5.0,17.0,1.0,6.0,1.0,39.0,3.0,3.0,2.0,9.0,13.0,6.0,19.0,1.0,1.0,,11.0,10.0,19.0,4.0,13.0,2.0,21.0,2.0,,22.0,7.0,2.0,1.0,2.0,1.0,30.0,77.0,7.0,0.3076923076923077,0.3333333333333333,0.3611111111111111,0.16666666666666666,0.5666666666666667,0.4,0.6285714285714286,0.5555555555555556,0.08333333333333333,0.16666666666666666,33.08550185873606,0.5789473684210527,0.10112359550561797,0.0410958904109589,0.09090909090909091,0.075,0.0990990990990991,0.05309734513274336,,0.08695652173913043,0.058823529411764705,0.06666666666666667,0.041666666666666664,0.17142857142857143,,0.03333333333333333,0.5,0.2,0.5,0.6,0.5,0.2,0.3333333333333333,0.3333333333333333,,0.25,0.6,0.5002166666666668,0.5472666666666667,0.46408249999999995,0.3409090909090909,9.091666666666667,0.32217573221757323,12.0,5.0,,10.0,19.0,1.0,5.0,14.0,24.0,1.0,4.0,8.0,12.0,19.0,10.0,4.0,5.0,,1.0,8.0,1.0,,11.0,2.0,1.0,0.5833333333333334,0.5,0.5833333333333334,0.4,,,0.25,0.2,0.08333333333333333,0.31666666666666665,0.5263157894736842,0.5263157894736842,,0.25,0.2,0.5263157894736842,24.454166666666662,3.0,4.0,3.0,3.0,30.0,2.0,1.0,,0.7142857142857143,0.08333333333333333,0.25,0.2727272727272727,0.3333333333333333,0.8,0.8,1.0,0.15,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,9.0,18.0,2.0,2.0,3.0,1.0,2.0,5.0,1.0,0.6666666666666666,0.875,0.9,0.18181818181818182,0.09090909090909091,0.6,1.0,1.0,0.25,1.0,0.15,0.3333333333333333,0.07936507936507936,0.1282051282051282,0.10227272727272728,,,,,,,,,True,,,,,,
2137,1610612759,Ime Udoka,Ime Udoka,2137,SAS,14162.0,236,-10.0,435,442,129.0,166,46,877,12.0,17.0,2.0,2.0,7.0,17.0,31.0,5.0,87.0,446,3.0,4.0,9.0,3.0,20.0,18.0,6.0,9.0,8.0,17.0,3.0,5.0,3.0,42.0,2.0,5.0,9.0,27.0,40.0,7.0,47.0,,11.0,7.0,8.0,6.0,11.0,7.0,25.0,,7.0,1.0,1.0,7.0,1.0,2.0,2.0,2.0,1.0,20.0,129.0,1.0,0.5294117647058824,0.6,0.5483870967741935,0.4444444444444444,0.5774647887323944,0.4473684210526316,0.5878378378378378,0.47619047619047616,0.1935483870967742,0.29411764705882354,17.52577319587629,0.7272727272727273,0.16666666666666666,0.034482758620689655,0.18,0.02857142857142857,0.16981132075471697,0.03255813953488372,0.027777777777777776,0.041666666666666664,,0.1694915254237288,0.14634146341463414,0.1774193548387097,0.22857142857142856,,0.5,0.23943661971830985,0.7058823529411765,1.0,0.5833333333333334,0.09859154929577464,0.2857142857142857,0.3333333333333333,0.5,0.2857142857142857,0.8028169014084507,0.5267697183098592,0.5484166666666667,0.4999236842105263,0.22988505747126436,6.787096774193547,0.296551724137931,7.0,22.0,2.0,5.0,18.0,2.0,6.0,16.0,40.0,4.0,3.0,10.0,,18.0,5.0,5.0,1.0,,4.0,3.0,2.0,4.0,3.0,1.0,8.0,0.4,0.3,0.4,0.5633802816901409,,,0.06666666666666667,0.09859154929577464,0.30985915492957744,0.2535211267605634,0.2777777777777778,0.2777777777777778,0.2857142857142857,0.3157894736842105,0.3333333333333333,0.2777777777777778,23.85,3.0,11.0,1.0,4.0,48.0,,,,1.0,,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.5,0.5,1.0,0.21052631578947367,0.25,2.0,2.0,3.0,,2.0,2.0,,,4.0,16.0,4.0,4.0,1.0,,1.0,3.0,,0.6666666666666666,0.2857142857142857,0.2857142857142857,0.2222222222222222,0.0625,1.0,1.0,,0.2857142857142857,,0.15789473684210525,0.6666666666666666,0.0410958904109589,0.09090909090909091,0.04597701149425287,1.0,0.14285714285714285,,,,,,,True,,,,,,
2225,1610612759,Tony Parker,Tony Parker,2225,SAS,8030.0,134,-4.0,244,246,60.0,85,26,490,18.0,27.0,4.0,4.0,14.0,31.0,64.0,12.0,74.0,252,5.0,7.0,14.0,3.0,17.0,16.0,5.0,11.0,5.0,16.0,2.0,8.0,2.0,37.0,1.0,2.0,2.0,8.0,10.0,3.0,13.0,1.0,2.0,1.0,5.0,2.0,6.0,8.0,13.0,,22.0,,2.0,18.0,,,,,,17.0,60.0,,0.25806451612903225,0.26666666666666666,0.484375,0.5,0.4696969696969697,0.5,0.5068493150684932,0.53125,0.078125,0.14814814814814814,29.15129151291513,0.8333333333333334,0.08888888888888889,0.021739130434782608,0.08333333333333333,0.027777777777777776,0.08771929824561403,0.0234375,,0.04,,0.06451612903225806,0.08,0.11764705882352941,0.058823529411764705,0.03333333333333333,,0.4090909090909091,0.6666666666666666,0.782608695652174,0.3888888888888889,0.21212121212121213,0.2857142857142857,0.3076923076923077,,0.8,0.4393939393939394,0.487630303030303,0.51705,0.4139214285714286,0.22972972972972974,8.709375,0.2459016393442623,23.0,2.0,,,,,,,2.0,,,,,,,3.0,1.0,,1.0,1.0,3.0,,3.0,,1.0,,,,0.030303030303030304,,,0.14285714285714285,0.3484848484848485,0.030303030303030304,,,,,,,,22.85,9.0,,,,,,,,,,0.391304347826087,0.391304347826087,0.1111111111111111,,,,,,2.0,4.0,5.0,,,2.0,,,4.0,46.0,2.0,,,,4.0,11.0,,0.4,0.4,0.4,,0.05555555555555555,,0.5,,,,0.35714285714285715,0.8,0.1506849315068493,0.15492957746478872,0.05405405405405406,1.0,0.07142857142857142,,,,,,,True,,,,,,
1521,1610612759,Jacque Vaughn,Jacque Vaughn,1521,SAS,3088.0,51,-28.0,93,96,21.0,38,10,189,1.0,6.0,1.0,,,2.0,11.0,,4.0,106,3.0,,2.0,,,,,2.0,2.0,4.0,2.0,1.0,1.0,10.0,1.0,1.0,,4.0,4.0,2.0,6.0,,1.0,,1.0,1.0,4.0,1.0,10.0,,3.0,,,,,,,,,,21.0,,,,0.18181818181818182,,0.18181818181818182,,0.18181818181818182,,,,14.563106796116504,0.25,0.13793103448275862,0.03125,,0.06666666666666667,0.09302325581395349,0.0425531914893617,,0.07692307692307693,,0.1111111111111111,0.125,0.16666666666666666,,,,0.5454545454545454,0.16666666666666666,0.16666666666666666,,,,,,0.3333333333333333,0.5454545454545454,0.4772636363636364,0.44906666666666667,0.3679,,8.463636363636363,0.22580645161290322,5.0,,,,,,,,,,,,,,,,,,1.0,3.0,,,1.0,1.0,3.0,,,,,,,,0.45454545454545453,,,,,,,,,,1.0,,,,,1.0,,,,,0.2,0.2,,,,,,,,,,,,,,,,4.0,,,,1.0,,,,,,,,0.05555555555555555,,,,,,,,,,,,,,,,,,,True,,,,,,
699,1610612759,Brent Barry,Brent Barry,699,SAS,5115.0,85,-28.0,163,163,51.0,61,15,326,3.0,3.0,,,2.0,4.0,6.0,6.0,29.0,175,,1.0,2.0,5.0,13.0,8.0,1.0,1.0,4.0,5.0,2.0,1.0,,14.0,1.0,1.0,1.0,2.0,3.0,2.0,5.0,,2.0,2.0,5.0,3.0,5.0,1.0,7.0,,5.0,,,9.0,4.0,,,,,13.0,51.0,3.0,1.0,1.0,0.6666666666666666,0.5,0.5,0.5,0.5370370370370371,0.5909090909090909,0.16666666666666666,,17.415730337078653,1.0,0.038461538461538464,0.02040816326530612,0.05263157894736842,0.03125,0.04225352112676056,0.024691358024691357,0.07142857142857142,0.043478260869565216,,0.1,,,,,,0.13043478260869565,1.0,1.0,1.0,0.08695652173913043,,,,,0.8695652173913043,0.5359630434782608,0.7323,0.53436875,0.4482758620689655,6.066666666666666,0.3128834355828221,1.0,3.0,1.0,3.0,14.0,1.0,5.0,5.0,17.0,3.0,2.0,6.0,3.0,14.0,3.0,2.0,,,,,2.0,,1.0,,2.0,0.29411764705882354,0.3333333333333333,0.29411764705882354,0.7391304347826086,,,0.25,0.043478260869565216,0.13043478260869565,0.6086956521739131,0.21428571428571427,0.21428571428571427,0.3333333333333333,0.625,0.2,0.21428571428571427,25.129411764705882,1.0,2.0,1.0,1.0,12.0,,,,0.8,,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.125,1.0,,1.0,1.0,,2.0,,1.0,,3.0,,,,,,1.0,1.0,0.3333333333333333,,0.5,0.5,,,1.0,,,0.6666666666666666,,0.125,1.0,0.043478260869565216,0.16666666666666666,0.10344827586206896,,0.5,1.0,1.0,1.0,1.0,,,True,,,,,,
1495,1610612759,Tim Duncan,Tim Duncan,1495,SAS,9092.0,152,12.0,280,283,88.0,104,29,563,12.0,16.0,3.0,11.0,26.0,26.0,53.0,15.0,67.0,286,7.0,5.0,12.0,,10.0,26.0,3.0,8.0,6.0,14.0,4.0,8.0,,34.0,3.0,7.0,11.0,38.0,55.0,10.0,65.0,1.0,4.0,2.0,4.0,1.0,10.0,5.0,11.0,3.0,17.0,1.0,,23.0,,12.0,9.0,12.0,5.0,10.0,88.0,,0.5,0.5652173913043478,0.49056603773584906,0.4166666666666667,0.48148148148148145,0.4166666666666667,0.5234375,0.4166666666666667,0.05660377358490566,0.125,23.642172523961662,0.4,0.3392857142857143,0.07692307692307693,0.34375,0.06976744186046512,0.3402777777777778,0.07462686567164178,0.20833333333333334,0.037037037037037035,0.125,0.37209302325581395,0.3125,0.32432432432432434,0.45,0.041666666666666664,0.4166666666666667,0.2962962962962963,0.75,0.8571428571428571,0.5833333333333334,0.48148148148148145,0.4230769230769231,0.44,0.2727272727272727,0.42857142857142855,0.3148148148148148,0.44560462962962966,0.43453333333333327,0.4365583333333333,0.14925373134328357,8.052830188679243,0.3142857142857143,11.0,,,,1.0,,,,1.0,,,,,1.0,,2.0,,,2.0,6.0,3.0,1.0,3.0,3.0,1.0,,,,0.018518518518518517,,0.06666666666666667,0.16666666666666666,0.2037037037037037,,0.018518518518518517,,,,,,,25.1,3.0,,,,,2.0,3.0,,,,0.2727272727272727,0.2727272727272727,1.0,,,,,,3.0,3.0,3.0,,,3.0,,3.0,9.0,26.0,6.0,6.0,1.0,,3.0,13.0,,0.42857142857142855,0.42857142857142855,0.5,0.46153846153846156,,,1.0,,,,0.25,1.0,0.203125,0.20634920634920634,0.13432835820895522,,0.038461538461538464,,,,,,,True,,,,,,
703,1610612759,Kurt Thomas,Kurt Thomas,703,SAS,3499.0,58,-6.0,104,109,32.0,54,15,213,2.0,5.0,2.0,3.0,4.0,7.0,16.0,,14.0,96,5.0,2.0,3.0,,4.0,10.0,,,1.0,1.0,,,,3.0,2.0,3.0,3.0,4.0,9.0,5.0,14.0,,,,,,1.0,4.0,7.0,,2.0,,1.0,,,,,,,4.0,32.0,,0.7142857142857143,1.0,0.4375,0.6666666666666666,0.4375,0.6666666666666666,0.4375,0.6666666666666666,,,13.821138211382115,,0.10526315789473684,0.06818181818181818,0.25,0.11764705882352941,0.14,0.08196721311475409,,0.07692307692307693,0.25,0.18181818181818182,0.2,,0.2857142857142857,,,0.3125,0.4,0.4,,0.25,0.75,0.75,1.0,0.4,0.3125,0.45395625,0.5135666666666666,0.4425333333333333,0.2857142857142857,10.456249999999999,0.3076923076923077,7.0,,,,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,1.0,,,,,,0.06666666666666667,0.2,0.4375,,,,,,,,,,2.0,,,,,,,,,,0.2857142857142857,0.2857142857142857,1.0,,,,,,2.0,,1.0,,,4.0,,,8.0,4.0,4.0,2.0,,,,,,0.8,0.8,0.8,0.4,0.09090909090909091,,1.0,,,,0.3333333333333333,,,,0.5714285714285714,,,,,,,,,True,,,,,,
