EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,AtRimFrequency,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,PenaltyAtRimFGM,ShortMidRangeFGM,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,FG3M,SecondChanceFG2M,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PtsAssisted2s,PtsAssisted3s,ShortMidRangeAssists,FTDefRebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Offensive Fouls Drawn,Defensive 3 Seconds Violations,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,LiveBallTurnoverPct,DefFTReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChancePointsPct,SecondChanceAtRimFGM,PtsPutbacks,OffTwoPtRebounds,Blocked2s,BlockedAtRim,Blocks,LongMidRangePctBlocked,OffTwoPtReboundPct,OffAtRimReboundPct,SecondChanceAtRimAccuracy,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3A,PtsUnassisted3s,NonHeaveArc3FGM,BadPassSteals,DeadBallTurnovers,Offensive Fouls,BlockedShortMidRange,RecoveredBlocks,BlocksRecoveredPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,BadPassOutOfBoundsTurnovers,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,SecondChanceFg3Pct,OffLongMidRangeReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceFtPoints,HeaveAttempts,SelfOReb,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Loose Ball Fouls,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,NonShootingPenaltyNonTakeFouls,OffShortMidRangeReboundPct,OffCorner3ReboundPct,SelfORebPct,PenaltyFtPoints,Technical Free Throw Trips,on,SecondChanceArc3FGM,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Travels,ShortMidRangePctBlocked,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct
101181,1610612761,Jose Calderon,Jose Calderon,101181,TOR,1317.0,22,-10.0,39,38,10.0,8,4.0,77,3.0,1.0,2.0,1.0,4.0,7.0,1.0,4.0,11.0,1.0,2.0,10.0,50.0,1.0,1.0,5.0,2.0,8.0,1.0,1.0,4.0,3.0,7.0,1.0,2.0,2.0,2.0,17.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,2.0,10.0,0.36363636363636365,0.2,0.3333333333333333,0.2,0.38461538461538464,0.2,0.08333333333333333,0.09090909090909091,0.3333333333333333,29.545454545454547,0.1111111111111111,0.14285714285714285,0.16666666666666666,0.125,0.045454545454545456,0.16666666666666666,0.3333333333333333,0.25,0.25,0.08333333333333333,0.5833333333333334,0.5714285714285714,0.5714285714285714,0.08333333333333333,1.0,0.4,0.3333333333333333,0.43825833333333325,0.4498,0.42684,0.07692307692307693,0.08333333333333333,0.2,13.572727272727274,25.8,0.2564102564102564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
1515,1610612761,Anthony Parker,Anthony Parker,1515,TOR,5874.0,98,-36.0,186,187,25.0,26,25.0,373,6.0,,1.0,1.0,7.0,16.0,3.0,10.0,23.0,6.0,5.0,34.0,232.0,2.0,2.0,3.0,7.0,2.0,3.0,2.0,6.0,,6.0,,,2.0,3.0,12.0,,4.0,5.0,11.0,,11.0,5.0,8.0,6.0,3.0,7.0,25.0,0.43478260869565216,0.6666666666666666,0.5,0.875,0.53125,0.875,0.20689655172413793,0.08695652173913043,0.3333333333333333,16.037735849056602,0.125,0.09302325581395349,,0.10843373493975904,,,0.15384615384615385,0.125,0.20689655172413793,0.034482758620689655,0.5517241379310345,0.4375,0.4375,0.10344827586206896,,0.25,0.41379310344827586,0.4821155172413793,0.3969,0.45528749999999996,0.09375,0.11538461538461539,0.20588235294117646,14.03913043478261,24.149999999999995,0.13440860215053763,2.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,2.0,4.0,1.0,1.0,18.0,9.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,0.9,0.9,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.047619047619047616,0.3333333333333333,0.07407407407407407,0.3333333333333333,0.5,1.0,1.0,1.0,1.0,0.8571428571428571,0.10344827586206896,1.0,1.0,1.0,1.0,0.25,1.0,0.11764705882352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
1725,1610612761,Rasho Nesterovic,Rasho Nesterovic,1725,TOR,1669.0,28,-15.0,53,52,4.0,4,7.0,105,4.0,1.0,,4.0,2.0,4.0,,8.0,12.0,,,16.0,73.0,3.0,,,,2.0,,1.0,1.0,,1.0,,,,1.0,2.0,,2.0,2.0,4.0,1.0,5.0,4.0,,,,,4.0,0.6666666666666666,,0.6666666666666666,,0.6666666666666666,,,0.08333333333333333,,19.672131147540984,0.2,0.2,,0.2,0.037037037037037035,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,,0.3333333333333333,,0.3333333333333333,0.4561,0.4535,,,,,8.433333333333334,,0.07547169811320754,3.0,,3.0,,,,,,3.0,6.0,,,14.0,,,,,,,,,,2.0,,,0.875,1.0,,,,,1.0,1.0,1.0,,,,1.0,0.3333333333333333,0.75,0.75,0.6666666666666666,0.75,0.75,1.0,1.0,,,,,,,,0.375,1.0,2.0,1.0,1.0,1.0,1.0,0.25,0.043478260869565216,0.125,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
200745,1610612761,Andrea Bargnani,Andrea Bargnani,200745,TOR,6234.0,104,-39.0,196,197,25.0,26,27.0,393,6.0,1.0,,1.0,6.0,16.0,15.0,9.0,23.0,16.0,2.0,32.0,245.0,2.0,1.0,4.0,5.0,4.0,15.0,2.0,1.0,1.0,2.0,,1.0,,1.0,5.0,,4.0,2.0,6.0,1.0,7.0,15.0,2.0,2.0,1.0,5.0,25.0,0.391304347826087,0.25,0.38461538461538464,0.4166666666666667,0.4,0.4166666666666667,0.41025641025641024,0.08695652173913043,0.3333333333333333,18.666666666666668,0.04878048780487805,0.08695652173913043,,0.06896551724137931,0.009615384615384616,,0.07692307692307693,0.1111111111111111,0.15384615384615385,0.02564102564102564,0.41025641025641024,0.375,0.375,0.38461538461538464,0.25,,0.5641025641025641,0.505223076923077,0.5199,0.46881666666666666,0.025,0.041666666666666664,0.15625,13.173913043478262,24.8125,0.12755102040816327,3.0,,,,1.0,,,4.0,1.0,2.0,1.0,2.0,14.0,9.0,,,4.0,2.0,,,,2.0,6.0,,,0.7777777777777778,0.7777777777777778,0.75,0.25,0.5,0.25,0.5,0.25,0.25,,,0.045454545454545456,,0.07142857142857142,0.5,0.75,1.0,,,,0.6666666666666666,0.02564102564102564,,,,,,,0.0625,1.0,,1.0,3.0,1.0,3.0,,0.012658227848101266,0.041666666666666664,1.0,4.0,2.0,1.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,1.0,0.26666666666666666,0.26666666666666666,0.75,1.0,0.5,0.3333333333333333,0.5,0.26666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
2574,1610612761,Jason Kapono,Jason Kapono,2574,TOR,1601.0,27,-10.0,48,48,10.0,8,5.0,96,,,,,1.0,2.0,3.0,1.0,2.0,4.0,,8.0,62.0,1.0,1.0,2.0,2.0,2.0,3.0,,,,,,,,,,,1.0,1.0,2.0,,2.0,2.0,,,,2.0,10.0,0.5,0.5,0.6666666666666666,0.5,0.6666666666666666,0.5,0.6666666666666666,,,12.962962962962962,0.09090909090909091,0.1111111111111111,,0.1,,,0.3333333333333333,,,,0.3333333333333333,0.5,0.5,0.5,,,0.6666666666666666,0.45915833333333333,0.255,0.33025,,,0.25,18.55,25.099999999999998,0.20833333333333334,,,,1.0,1.0,,,2.0,,,,,,6.0,,,,,,,,1.0,2.0,,,,,1.0,0.5,,0.5,,,,,,,,0.25,,,,,,,,0.16666666666666666,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,1.0,,1.0,,,,,0.3333333333333333,0.3333333333333333,1.0,,0.5,,,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
200081,1610612761,Jamario Moon,Jamario Moon,200081,TOR,3442.0,57,-22.0,108,109,10.0,13,19.0,217,7.0,3.0,,1.0,,3.0,,6.0,11.0,5.0,,21.0,128.0,4.0,,,,6.0,,,4.0,,4.0,,,,3.0,8.0,1.0,2.0,4.0,7.0,4.0,11.0,5.0,,,,,10.0,0.5454545454545454,,0.65625,,0.65625,,0.3125,,,14.0625,0.18181818181818182,0.06896551724137931,0.05555555555555555,0.11764705882352941,0.0625,0.06666666666666667,0.3,0.08333333333333333,0.4375,0.0625,0.1875,,,,0.6,,0.75,0.548528125,0.5280199999999999,,,,,6.263636363636365,23.44,0.09259259259259259,5.0,,1.0,3.0,5.0,,,3.0,2.0,7.0,,,6.0,9.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,2.0,,,0.5,0.75,1.0,0.6,,0.6,0.5,0.7,0.7,0.5,0.5,0.1111111111111111,,0.058823529411764705,0.7142857142857143,0.7142857142857143,0.4,1.0,1.0,1.0,,0.3125,0.6,0.6,1.0,,,,0.3333333333333333,2.0,4.0,3.0,2.0,1.0,2.0,,0.06521739130434782,0.06666666666666667,0.6666666666666666,,,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.07692307692307693,0.2,1.0,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
2547,1610612761,Chris Bosh,Chris Bosh,2547,TOR,5495.0,92,-45.0,175,177,21.0,22,23.0,352,11.0,3.0,2.0,7.0,6.0,16.0,2.0,16.0,34.0,2.0,13.0,45.0,222.0,4.0,2.0,5.0,4.0,10.0,1.0,2.0,8.0,2.0,10.0,1.0,1.0,2.0,3.0,22.0,4.0,5.0,3.0,8.0,11.0,19.0,7.0,11.0,13.0,7.0,4.0,21.0,0.47058823529411764,0.4,0.4444444444444444,0.3333333333333333,0.5357142857142857,0.3333333333333333,0.05555555555555555,0.058823529411764705,0.09090909090909091,24.623115577889447,0.08108108108108109,0.12195121951219512,0.19047619047619047,0.10256410256410256,0.11827956989247312,0.17647058823529413,,0.13333333333333333,0.3055555555555556,0.19444444444444445,0.4444444444444444,0.375,0.4,0.05555555555555555,0.75,0.3333333333333333,0.3611111111111111,0.4681842857142857,0.5364333333333333,0.51136,0.16666666666666666,0.175,0.08888888888888889,10.6,40.400000000000006,0.12,7.0,2.0,3.0,,,,,,1.0,4.0,,1.0,22.0,,3.0,,5.0,,5.0,2.0,3.0,7.0,4.0,1.0,,0.6875,0.7333333333333333,,,,,0.25,0.25,0.4,0.7142857142857143,,0.15,,0.11538461538461539,0.6363636363636364,0.7,0.7142857142857143,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.8333333333333334,,,,,1.0,,,0.08888888888888889,1.0,2.0,7.0,1.0,,1.0,0.0625,0.09722222222222222,0.05,0.3333333333333333,,,,1.0,,,,5.0,2.0,,1.0,1.0,1.0,,,,,,0.16666666666666666,,,,,,,,0.0975609756097561,,,,2.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,0.18181818181818182,0.25,0.17647058823529413,,,True,,,,,,,,,,,,
2568,1610612761,Carlos Delfino,Carlos Delfino,2568,TOR,621.0,10,11.0,18,18,5.0,5,2.0,36,,,,1.0,,,1.0,,1.0,1.0,,,18.0,,,,,,1.0,,1.0,1.0,2.0,1.0,,,,5.0,,2.0,,3.0,,3.0,1.0,,,,,5.0,,,,,,,0.5,,,9.523809523809524,,0.3333333333333333,,0.2222222222222222,,,,0.5,,0.5,,,,0.5,,,0.5,0.44515000000000005,,,,,,9.0,25.8,0.2777777777777778,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,1.0,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
2551,1610612761,T.J. Ford,T.J. Ford,2551,TOR,4917.0,82,-29.0,157,159,15.0,18,23.0,316,11.0,1.0,1.0,5.0,9.0,16.0,4.0,14.0,32.0,5.0,9.0,40.0,195.0,2.0,5.0,5.0,12.0,24.0,4.0,,14.0,5.0,19.0,2.0,3.0,9.0,5.0,43.0,,9.0,2.0,12.0,1.0,13.0,6.0,5.0,9.0,4.0,12.0,15.0,0.4375,1.0,0.4189189189189189,1.0,0.475,1.1,0.13513513513513514,,,26.519337016574585,0.0625,0.23076923076923078,,0.15492957746478872,0.012195121951219513,,0.1,0.35714285714285715,0.2972972972972973,0.13513513513513514,0.43243243243243246,0.5625,0.5625,0.10810810810810811,0.5,0.2,0.43243243243243246,0.49069594594594595,0.4967,0.46512000000000003,0.1,0.11428571428571428,0.3,10.434375000000001,24.98,0.09554140127388536,4.0,1.0,1.0,,1.0,,,1.0,1.0,3.0,,,4.0,3.0,,1.0,4.0,2.0,7.0,5.0,2.0,8.0,2.0,,,0.14285714285714285,0.14285714285714285,1.0,0.2,,0.2,0.5,0.5,0.5,0.875,0.5,0.058823529411764705,,0.16,0.36363636363636365,0.36363636363636365,0.25,0.2,0.2,,0.1111111111111111,0.02702702702702703,,,,1.0,,,0.075,,,1.0,,,,,0.015873015873015872,,,1.0,,,,,,1.0,2.0,1.0,,,,,0.25,0.25,1.0,,,,,0.25,1.0,,,,,0.02857142857142857,,,,1.0,,,,1.0,,,,1.0,,,,,2.0,2.0,True,,,,,,,,,,,,
101121,1610612761,Joey Graham,Joey Graham,101121,TOR,107.0,2,-3.0,3,4,2.0,4,1.0,7,,,,,,1.0,,,1.0,1.0,,,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,0.5,,,50.0,,,,,,,,,,,0.5,,,,,,0.5,0.41407499999999997,0.44025,0.41407499999999997,,,,19.7,23.1,0.6666666666666666,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,0.5,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,
