EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,Arc3FGA,FG3A,OpponentPoints,NonHeaveArc3FGA,Fouls,FG3APct,Usage,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg3ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FtPoints,Points,SecondChanceFG2A,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Fg3aBlocked,OffThreePtRebounds,FTDefRebounds,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Clear Path Fouls,Technical Free Throw Trips,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,FG3APctBlocked,Corner3PctBlocked,DefFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,BlocksRecoveredPct,AtRimPctAssisted,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,BadPassOutOfBoundsTurnovers,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,ShortMidRangePctBlocked,OffAtRimReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChancePointsPct,Corner3Assists,Loose Ball Fouls,ShortMidRangePctAssisted,FTOffRebounds,Offensive Fouls,OffFTReboundPct,PtsPutbacks,Defensive 3 Seconds Violations,DefCorner3ReboundPct,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,OffCorner3ReboundPct,on,Travels,HeaveAttempts,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedLongMidRange,PenaltyCorner3FGM,PenaltyCorner3Accuracy,StepOutOfBoundsTurnovers
101129,1610612745,Luther Head,Luther Head,101129,HOU,213.0,4,-5.0,7,7,14,2.0,2.0,8,2.0,1.0,1.0,28.57142857142857,1.0,1.0,0.579525,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
1747,1610612745,Rafer Alston,Rafer Alston,1747,HOU,7551.0,126,-10.0,224,227,451,23.0,25.0,242,23.0,7.0,0.5208333333333334,21.705426356589147,0.4791666666666667,0.7083333333333334,0.5143197916666667,25.16,72.0,84.0,26.0,5.0,9.0,3.0,5.0,3.0,9.0,2.0,5.0,1.0,2.0,1.0,10.0,1.0,1.0,4.0,10.0,23.0,11.0,4.0,57.0,1.0,1.0,4.0,11.0,1.0,5.0,1.0,12.0,2.0,18.0,24.0,9.0,10.0,2.0,17.0,1.0,18.0,1.0,6.0,1.0,10.0,37.0,2.0,1.0,3.0,4.0,2.0,6.0,1.0,4.0,2.0,2.0,6.0,2.0,4.0,6.0,1.0,2.0,3.0,4.0,1.0,5.0,1.0,3.0,12.0,72.0,2.0,0.1,0.1,0.7272727272727273,0.44,0.2,0.44,0.43478260869565216,0.36363636363636365,0.5520833333333334,0.34375,0.57,0.375,0.08695652173913043,0.1111111111111111,0.2,1.0,0.03488372093023256,0.024390243902439025,0.045454545454545456,0.037037037037037035,0.017241379310344827,0.047619047619047616,0.029411764705882353,0.037037037037037035,0.043478260869565216,0.027777777777777776,0.05263157894736842,0.04,0.1875,0.5555555555555556,0.625,0.1875,0.3333333333333333,0.3333333333333333,0.10416666666666667,0.4,0.5,0.5,0.041666666666666664,0.5,0.5,1.0,0.43478260869565216,0.43478260869565216,0.7,0.5,0.3125,0.6,0.0625,0.25,0.25,0.43478260869565216,0.498725,0.47869999999999996,0.06,0.12,0.21052631578947367,7.85217391304348,0.32142857142857145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
2203,1610612745,Shane Battier,Shane Battier,2203,HOU,6828.0,114,-3.0,204,205,409,5.0,9.0,220,5.0,9.0,0.5294117647058824,9.322033898305085,0.29411764705882354,0.7647058823529411,0.5215647058823529,24.17777777777778,64.0,76.0,24.0,2.0,4.0,,1.0,,2.0,,2.0,1.0,4.0,,2.0,,1.0,1.0,2.0,8.0,3.0,1.0,14.0,,,,2.0,1.0,1.0,,3.0,4.0,,9.0,,2.0,,,,,,,,,,,,5.0,7.0,1.0,8.0,,3.0,1.0,2.0,3.0,1.0,2.0,5.0,,,4.0,1.0,,1.0,,,3.0,64.0,3.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.25,,0.38235294117647056,0.5,0.38235294117647056,0.5,,,,0.6,0.06097560975609756,,,0.05,0.009345794392523364,,,0.037037037037037035,0.045454545454545456,0.09090909090909091,,,0.23529411764705882,0.5,0.5,0.11764705882352941,,,0.11764705882352941,,,,0.23529411764705882,0.25,0.3333333333333333,1.0,0.4,0.4,1.0,,0.3333333333333333,,,0.3333333333333333,1.0,0.4,,0.4603333333333333,,,0.21428571428571427,5.887499999999999,0.3137254901960784,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,0.1111111111111111,0.25,0.2,0.03333333333333333,0.04,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
2449,1610612745,Luis Scola,Luis Scola,2449,HOU,5915.0,99,-15.0,174,174,348,,,194,,10.0,,20.707070707070706,,0.5172413793103449,0.49585517241379307,,50.0,51.0,17.0,8.0,15.0,,2.0,1.0,6.0,4.0,8.0,,,,,,,,13.0,29.0,,12.0,38.0,6.0,,1.0,5.0,,,9.0,11.0,24.0,2.0,,,,5.0,4.0,3.0,7.0,3.0,2.0,,2.0,17.0,8.0,1.0,16.0,17.0,9.0,26.0,2.0,,,,3.0,,3.0,5.0,1.0,2.0,4.0,14.0,1.0,15.0,1.0,7.0,11.0,50.0,1.0,0.9230769230769231,0.9230769230769231,,,,,0.4482758620689655,0.2,0.4482758620689655,0.2,0.5277777777777778,0.5,0.1724137931034483,0.2,,0.6,0.2191780821917808,0.125,0.0625,0.19101123595505617,0.10112359550561797,0.15789473684210525,0.08333333333333333,0.19230769230769232,0.2,0.25,0.07142857142857142,0.18181818181818182,0.5172413793103449,0.5333333333333333,0.6666666666666666,0.20689655172413793,0.16666666666666666,0.25,0.27586206896551724,0.5,0.5,1.0,,,,,,,,,0.4,,,,,,0.518175,0.43328000000000005,0.2,0.2,0.2894736842105263,6.5793103448275865,0.28735632183908044,,1.0,,2.0,1.0,,,,,,,,,,,0.04,0.047619047619047616,,1.0,3.0,4.0,3.0,4.0,10.0,1.0,1.0,1.0,1.0,0.5,0.5,0.625,0.3333333333333333,0.14285714285714285,0.6666666666666666,0.75,1.0,0.2631578947368421,,,,,,,,,,,,,True,,,,,,,,,,,,,
87,1610612745,Dikembe Mutombo,Dikembe Mutombo,87,HOU,3926.0,65,4.0,115,115,230,,,126,,7.0,,8.0,,0.5,0.482575,,9.0,20.0,9.0,4.0,4.0,,,1.0,3.0,,1.0,,,,,,,,5.0,8.0,,3.0,13.0,1.0,,,,,,2.0,2.0,10.0,,,,,,,1.0,1.0,,,,,3.0,1.0,3.0,13.0,19.0,2.0,21.0,,1.0,1.0,,,,,,,,5.0,4.0,,5.0,,2.0,2.0,9.0,,1.0,1.0,,,,,0.625,,0.625,,0.5909090909090909,0.5,,,,,0.2549019607843137,0.02857142857142857,0.2727272727272727,0.25806451612903225,0.04,,0.05555555555555555,0.2,0.4,0.23076923076923078,0.3,,0.5,1.0,1.0,0.375,0.3333333333333333,0.3333333333333333,0.125,,,,,,,,,,,,,,,,,,,,0.2,0.2,0.15384615384615385,4.925000000000001,0.0782608695652174,,1.0,3.0,,,,,5.0,3.0,2.0,5.0,4.0,,,0.5,0.06666666666666667,0.07142857142857142,0.8,1.0,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,True,,,,,,,,,,,,,
101236,1610612745,Chuck Hayes,Chuck Hayes,101236,HOU,2356.0,39,-14.0,68,72,140,,,79,,7.0,,3.5714285714285716,,1.0,0.5214,,31.0,34.0,12.0,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,,,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,1.0,3.0,4.0,2.0,6.0,,3.0,1.0,2.0,,,,2.0,1.0,1.0,2.0,,,,,,,31.0,3.0,1.0,1.0,,,,,1.0,,1.0,,1.0,,,,,,0.13636363636363635,0.034482758620689655,0.16666666666666666,0.14285714285714285,0.025,,,,0.16666666666666666,0.2857142857142857,0.25,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45588235294117646,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,0.09090909090909091,,,,,,,,1.0,1.0,0.25,,,,,,,True,,,,,,,,,,,,,
1503,1610612745,Tracy McGrady,Tracy McGrady,1503,HOU,6995.0,117,1.0,207,209,416,8.0,8.0,222,8.0,5.0,0.10526315789473684,39.83402489626556,0.10526315789473684,0.35526315789473684,0.4578940789473684,24.9625,72.0,84.0,26.0,11.0,19.0,4.0,6.0,6.0,12.0,17.0,37.0,,,,1.0,2.0,,2.0,34.0,68.0,1.0,15.0,86.0,7.0,2.0,11.0,23.0,,2.0,12.0,34.0,22.0,46.0,3.0,,1.0,5.0,12.0,7.0,19.0,6.0,9.0,1.0,2.0,45.0,4.0,6.0,12.0,19.0,4.0,23.0,2.0,2.0,1.0,1.0,6.0,4.0,2.0,8.0,,3.0,2.0,21.0,,25.0,,6.0,34.0,72.0,,0.3235294117647059,0.3548387096774194,1.0,0.125,,0.125,0.5,0.4782608695652174,0.46710526315789475,0.44,0.48314606741573035,0.5,0.07352941176470588,0.10526315789473684,0.02702702702702703,0.75,0.15,0.05263157894736842,0.2857142857142857,0.1782178217821782,0.038461538461538464,0.15,,,0.25,0.2,0.2777777777777778,0.05555555555555555,0.25,0.5789473684210527,0.6470588235294118,0.15789473684210525,0.5,0.6,0.4868421052631579,0.4594594594594595,0.4722222222222222,0.5294117647058824,,,,,0.125,0.125,1.0,0.2222222222222222,0.24,0.6666666666666666,,0.08,,0.125,0.4957944444444445,0.44317799999999996,0.07317073170731707,0.08108108108108109,0.3953488372093023,12.458823529411765,0.34782608695652173,,,1.0,2.0,,,,3.0,3.0,,3.0,2.0,,,0.09090909090909091,,,0.6666666666666666,0.09090909090909091,3.0,4.0,3.0,,6.0,,,7.0,6.0,0.42857142857142855,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.04,0.4444444444444444,0.75,,0.06976744186046512,1.0,,0.16666666666666666,,2.0,,6.0,1.0,0.3333333333333333,,,,True,,,,,,,,,,,,,
1517,1610612745,Bobby Jackson,Bobby Jackson,1517,HOU,1079.0,18,-15.0,32,35,67,3.0,5.0,38,3.0,1.0,0.38461538461538464,38.88888888888889,0.23076923076923078,0.7692307692307693,0.5046423076923078,24.1,10.0,10.0,4.0,2.0,5.0,,2.0,,,,3.0,,2.0,2.0,,,,1.0,2.0,8.0,,2.0,6.0,,1.0,,2.0,,3.0,,,,4.0,,,,1.0,,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,1.0,1.0,,2.0,,1.0,,10.0,,,,,,,,0.25,,0.15384615384615385,,0.21428571428571427,,0.125,0.2,,,0.14285714285714285,,,0.09090909090909091,,,,,0.25,,,,0.38461538461538464,0.4,0.5,,,,0.23076923076923078,,,,0.15384615384615385,,,,,,,,0.4,,0.4,0.2,,,0.59985,0.48568999999999996,0.07142857142857142,0.1111111111111111,,7.387499999999999,0.3125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,True,,,,,,,,,,,,,
201171,1610612745,Carl Landry,Carl Landry,201171,HOU,2892.0,48,7.0,89,91,180,,,81,,2.0,,13.333333333333332,,0.7777777777777778,0.5138444444444443,,52.0,61.0,12.0,3.0,7.0,3.0,6.0,1.0,1.0,,1.0,,,,,,,,4.0,9.0,,8.0,16.0,4.0,,4.0,7.0,,,5.0,13.0,2.0,6.0,,,,4.0,,,,,,,,,6.0,1.0,3.0,6.0,10.0,16.0,,4.0,4.0,,,,,1.0,1.0,1.0,2.0,10.0,,10.0,1.0,4.0,13.0,52.0,,0.25,0.5,,,,,0.4444444444444444,0.5714285714285714,0.4444444444444444,0.5714285714285714,0.5714285714285714,0.65,0.4444444444444444,0.5714285714285714,,,0.11538461538461539,0.17647058823529413,0.09090909090909091,0.10810810810810811,0.2,0.2857142857142857,0.1875,0.25,0.13333333333333333,,0.1,,0.7777777777777778,0.42857142857142855,1.0,0.1111111111111111,1.0,1.0,0.1111111111111111,,,,,,,,,,,,0.8571428571428571,0.5,,,,,0.58615,0.5180142857142858,0.3333333333333333,0.3333333333333333,0.8125,2.711111111111111,0.5842696629213483,,4.0,2.0,1.0,,,,2.0,,2.0,2.0,2.0,,,0.3333333333333333,0.25,0.23076923076923078,1.0,0.3333333333333333,1.0,3.0,2.0,2.0,6.0,,,2.0,1.0,0.5,0.5,0.6,,0.09090909090909091,0.75,0.3333333333333333,,0.375,,,,,,,4.0,,,,,0.3333333333333333,True,,,,,,,,,,,,,
101129,1610612745,Luther Head,Luther Head,101129,HOU,2451.0,41,8.0,76,79,155,3.0,4.0,70,3.0,2.0,0.3333333333333333,17.02127659574468,0.25,1.0,0.575775,24.825000000000003,15.0,24.0,12.0,1.0,8.0,,1.0,,,,,,1.0,,,1.0,,1.0,1.0,8.0,,2.0,4.0,1.0,1.0,,1.0,,1.0,,,,2.0,,,,2.0,2.0,2.0,4.0,1.0,2.0,,,10.0,1.0,,1.0,1.0,1.0,2.0,,2.0,,2.0,2.0,2.0,,4.0,1.0,1.0,,1.0,,2.0,1.0,1.0,,15.0,,,,,,,,0.125,,0.08333333333333333,,0.125,,0.25,0.25,,0.5,0.034482758620689655,0.034482758620689655,,0.02857142857142857,0.022727272727272728,,,,,0.07692307692307693,,,0.6666666666666666,0.125,0.16666666666666666,,,,,,,,0.08333333333333333,,,,,,,0.5,0.5,,,0.5,,,0.549575,0.520175,0.08333333333333333,0.125,,,0.19736842105263158,,,,2.0,,,1.0,1.0,,1.0,1.0,1.0,,,,,,1.0,,,1.0,,,,1.0,,,,,,,,0.05,0.5,,,,1.0,,,,,,,,,,,,False,1.0,,,,,,,,,,,,
