EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,Arc3PctBlocked,Usage,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PlusMinus,LongMidRangeFGM,LongMidRangeFGA,ThreePtAssists,Arc3Assists,LiveBallTurnovers,BadPassTurnovers,SecondChanceTurnovers,Blocked2s,BlockedLongMidRange,Blocks,RecoveredBlocks,LiveBallTurnoverPct,BlocksRecoveredPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3A,Corner3Assists,LongMidRangeAssists,LostBallSteals,Offensive Fouls,Offensive Fouls Drawn,BlockedShortMidRange,OffAtRimReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyFtPoints,PtsUnassisted3s,LostBallTurnovers,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,BlockedAtRim,SecondChanceFtPoints,SelfOReb,Technical Free Throw Trips,ShortMidRangePctBlocked,SelfORebPct,SecondChanceAtRimPctAssisted,FTOffRebounds,OffFTReboundPct,ShortMidRangeAssists,on,LostBallOutOfBoundsTurnovers,DefensiveGoaltends,3SecondViolations,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,PenaltyCorner3FGM,LongMidRangePctBlocked,PenaltyCorner3Accuracy
101132,1610612743,Linas Kleiza,Linas Kleiza,101132,DEN,2863.0,48,103,101,43,37,14.0,204,5.0,9.0,1.0,2.0,2.0,5.0,3.0,4.0,1.0,3.0,1.0,2.0,6.0,1.0,3.0,8.0,13.0,3.0,9.0,3.0,28.0,110.0,2.0,4.0,4.0,2.0,6.0,1.0,4.0,7.0,8.0,8.0,9.0,4.0,6.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,9.0,4.0,13.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,6.0,1.0,5.0,1.0,3.0,7.0,43,1.0,0.5,0.6666666666666666,1.0,0.3333333333333333,0.25,0.3333333333333333,0.6153846153846154,0.5,0.3333333333333333,0.5681818181818182,0.5,0.35,0.5833333333333334,0.5,0.35,0.4090909090909091,0.2222222222222222,0.07692307692307693,0.1111111111111111,0.3333333333333333,21.666666666666668,0.4,0.15625,0.06060606060606061,0.14285714285714285,0.1111111111111111,0.15217391304347827,0.0784313725490196,0.1,0.1,0.07142857142857142,0.25,0.3125,0.2,0.4090909090909091,0.5555555555555556,0.625,0.6,0.18181818181818182,0.75,0.75,0.3333333333333333,0.13636363636363635,0.3333333333333333,0.3333333333333333,1.0,0.2727272727272727,0.3333333333333333,0.5,1.0,0.5,0.5,0.5,0.4,0.1,0.3,0.3333333333333333,0.8181818181818182,0.3333333333333333,0.5268613636363637,0.36524999999999996,0.5082199999999999,0.125,0.2,0.14285714285714285,0.25,3.0461538461538464,25.188888888888886,0.4174757281553398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
1853,1610612743,Anthony Carter,Anthony Carter,1853,DEN,1562.0,26,54,52,16,12,7.0,106,1.0,1.0,,,,,,,,,,,2.0,,1.0,2.0,3.0,,2.0,,4.0,59.0,,,,,1.0,,1.0,,4.0,,,,2.0,,,,4.0,5.0,4.0,11.0,,1.0,,2.0,1.0,3.0,1.0,4.0,,,,,,2.0,,1.0,1.0,,,,,,,,16,,1.0,1.0,,,,,0.6666666666666666,,,0.4,,,0.4,,,0.4,,,,,11.290322580645162,0.5,0.16666666666666666,0.058823529411764705,,,0.1111111111111111,0.034482758620689655,,0.14285714285714285,,,0.2857142857142857,,0.2,1.0,1.0,1.0,,,,,,,,,0.4,,,,,,,,,0.5,,0.6,,0.49663,,0.439325,,,,,12.766666666666666,24.450000000000003,0.2962962962962963,-9.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
200821,1610612743,Yakhouba Diawara,Yakhouba Diawara,200821,DEN,158.0,3,6,8,6,8,,14,,,,,,,1.0,1.0,,,,,,,,1.0,2.0,,,,2.0,7.0,,,,1.0,2.0,,,2.0,,2.0,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,2.0,6,,,,,,,,0.5,,0.5,0.5,,0.5,0.5,,0.5,,,,,,33.333333333333336,,0.5,,,,0.5,,,,,,0.5,,,,,,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,0.4109,,0.4109,,,,1.0,14.35,,1.0,-1.0,,1.0,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
2059,1610612743,Eduardo Najera,Eduardo Najera,2059,DEN,4700.0,78,163,162,55,53,21.0,325,5.0,8.0,1.0,3.0,1.0,2.0,,,,2.0,,2.0,3.0,1.0,1.0,5.0,9.0,2.0,5.0,,16.0,191.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,5.0,6.0,4.0,6.0,2.0,3.0,2.0,1.0,,3.0,6.0,1.0,15.0,1.0,4.0,3.0,5.0,,8.0,5.0,13.0,3.0,2.0,,2.0,,4.0,2.0,4.0,15.0,,4.0,1.0,,,,5.0,55,1.0,0.6,0.75,1.0,0.4,1.0,0.4,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.2,0.625,0.5714285714285714,0.2,0.625,0.35714285714285715,,0.1111111111111111,0.125,,9.67741935483871,,0.10638297872340426,0.0851063829787234,0.14285714285714285,0.03571428571428571,0.11764705882352941,0.06666666666666667,0.25,,0.041666666666666664,,0.08333333333333333,0.14285714285714285,0.5714285714285714,0.625,0.7142857142857143,0.6,,,,,0.14285714285714285,,,,0.21428571428571427,0.6666666666666666,0.6666666666666666,1.0,0.6,0.3333333333333333,0.5,0.5,,0.25,1.0,0.9285714285714286,0.6666666666666666,0.5765928571428571,0.5635666666666667,0.5170250000000001,,,0.125,0.3125,2.1222222222222222,25.18,0.3374233128834356,-13.0,,1.0,3.0,1.0,2.0,2.0,1.0,1.0,,1.0,,0.5,,0.07142857142857142,,,,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,0.05263157894736842,0.2222222222222222,0.07142857142857142,0.14285714285714285,0.2,0.2,,,,,,,,,,,,,,,,True,,,,,,,,
2747,1610612743,JR Smith,JR Smith,2747,DEN,3928.0,65,137,136,38,45,15.0,273,10.0,12.0,,,,,,,,,,5.0,18.0,,6.0,11.0,13.0,5.0,18.0,11.0,48.0,161.0,1.0,1.0,2.0,,,,6.0,4.0,6.0,16.0,9.0,,18.0,5.0,1.0,,4.0,5.0,3.0,11.0,,1.0,2.0,3.0,,5.0,1.0,6.0,1.0,1.0,,2.0,,4.0,2.0,5.0,7.0,,11.0,,13.0,3.0,7.0,4.0,38,,0.2727272727272727,0.2727272727272727,0.6,0.2777777777777778,,0.2777777777777778,0.8461538461538461,1.0,,0.5967741935483871,1.0,,0.6666666666666666,1.0,0.25,0.5806451612903226,,0.07692307692307693,0.08333333333333333,,26.31578947368421,,0.07692307692307693,0.02702702702702703,0.13333333333333333,,0.09259259259259259,0.01694915254237288,,,,,0.05263157894736842,0.2222222222222222,0.3870967741935484,0.8333333333333334,0.9090909090909091,0.3,,,,,,,,,0.5806451612903226,0.2777777777777778,0.2777777777777778,0.6,,,,,,1.0,,0.967741935483871,0.2777777777777778,0.5502096774193548,0.3677,0.46805,0.2,0.4117647058823529,0.041666666666666664,0.08333333333333333,1.276923076923077,25.944444444444443,0.2773722627737226,-8.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,0.5,,0.03225806451612903,1.0,1.0,,,,,,1.0,,1.0,1.0,,0.0625,0.125,0.08333333333333333,,,,4.0,6.0,1.0,1.0,1.0,,,,,,,,,,,True,,,,,,,,
2030,1610612743,Kenyon Martin,Kenyon Martin,2030,DEN,831.0,14,27,26,9,6,4.0,53,,,,,,,,,,,,,,,,,1.0,,,,,29.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,1.0,,,1.0,,1.0,,4.0,5.0,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,6.25,,,,0.16666666666666666,,0.0625,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,0.4045,,,,,,,16.6,,0.3333333333333333,3.0,,1.0,,,,,,1.0,,1.0,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,
2546,1610612743,Carmelo Anthony,Carmelo Anthony,2546,DEN,2694.0,45,89,92,26,22,16.0,181,4.0,10.0,2.0,5.0,2.0,3.0,2.0,7.0,,,,1.0,2.0,,,7.0,23.0,1.0,2.0,10.0,27.0,113.0,2.0,5.0,8.0,3.0,6.0,,,12.0,4.0,10.0,3.0,2.0,2.0,1.0,2.0,,1.0,2.0,1.0,5.0,4.0,2.0,1.0,8.0,,9.0,6.0,15.0,,,,1.0,,3.0,1.0,2.0,5.0,,7.0,,13.0,,4.0,12.0,26,1.0,0.2857142857142857,0.3333333333333333,1.0,0.5,,0.5,0.30434782608695654,0.4,0.5,0.34,0.4,0.5,0.41935483870967744,0.5714285714285714,0.6,0.08,,0.08695652173913043,0.1,,31.775700934579437,,0.25806451612903225,0.07142857142857142,0.08333333333333333,0.25,0.20930232558139536,0.13636363636363635,,,0.16666666666666666,0.5,0.21052631578947367,0.125,0.4,0.4,0.4444444444444444,0.5,0.28,0.2857142857142857,0.3333333333333333,,,,,,0.08,0.5,0.5,1.0,1.0,0.4,0.5,0.6666666666666666,,,,0.48,0.5,0.49706000000000006,0.61595,0.5489999999999999,0.13793103448275862,0.14814814814814814,0.2962962962962963,0.4444444444444444,7.608695652173912,24.6,0.29213483146067415,-12.0,1.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,0.6666666666666666,1.0,0.24,0.16666666666666666,0.16666666666666666,,,,,,,,1.0,,,0.18181818181818182,0.14285714285714285,0.6,,,,6.0,,1.0,2.0,2.0,1.0,4.0,1.0,1.0,0.14285714285714285,0.06666666666666667,0.5,,,,True,,,,,,,,
2403,1610612743,Nene,Nene,2403,DEN,1291.0,22,42,41,9,8,4.0,83,2.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,3.0,6.0,,,3.0,9.0,52.0,1.0,1.0,3.0,1.0,1.0,,,3.0,4.0,2.0,,2.0,,,1.0,,,1.0,,3.0,,1.0,1.0,,1.0,2.0,2.0,4.0,1.0,1.0,,,,,,1.0,2.0,,5.0,1.0,3.0,1.0,2.0,3.0,9,,0.6666666666666666,1.0,,,,,0.5,1.0,1.0,0.5,1.0,1.0,0.6428571428571429,1.5,1.5,,,0.16666666666666666,0.3333333333333333,,14.893617021276597,0.3333333333333333,,0.1,0.25,,0.07692307692307693,0.05263157894736842,,,,,,0.25,0.5,0.6666666666666666,1.0,0.5,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,0.5,,0.4410333333333334,0.4289,0.4289,0.2857142857142857,0.2857142857142857,0.3333333333333333,0.3333333333333333,8.583333333333334,,0.21428571428571427,-9.0,1.0,3.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,1.0,0.5,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,0.25,,,,,,1.0,,,,,,1.0,,,,,,1.0,1.0,,True,,,,,,,,
947,1610612743,Allen Iverson,Allen Iverson,947,DEN,3575.0,60,125,123,41,41,15.0,248,5.0,7.0,1.0,1.0,1.0,1.0,4.0,9.0,1.0,1.0,,1.0,5.0,1.0,4.0,14.0,25.0,2.0,6.0,8.0,42.0,147.0,2.0,2.0,4.0,4.0,10.0,1.0,4.0,16.0,4.0,24.0,6.0,4.0,5.0,1.0,,,5.0,8.0,4.0,19.0,,2.0,2.0,2.0,,4.0,2.0,6.0,2.0,1.0,,2.0,1.0,4.0,,,2.0,,10.0,,11.0,1.0,6.0,16.0,41,1.0,0.14285714285714285,0.16666666666666666,1.0,0.3333333333333333,0.25,0.3333333333333333,0.56,1.0,0.4,0.5483870967741935,1.0,0.39285714285714285,0.5833333333333334,1.0,0.47058823529411764,0.1935483870967742,,,,,28.571428571428573,,0.05263157894736842,0.06060606060606061,0.1111111111111111,,0.07142857142857142,0.038461538461538464,,0.09090909090909091,,,,0.08333333333333333,0.22580645161290322,0.7142857142857143,0.7142857142857143,0.2,0.2903225806451613,0.4444444444444444,0.4444444444444444,,0.03225806451612903,1.0,1.0,1.0,0.16129032258064516,0.2,0.2,1.0,0.5,1.0,0.07142857142857142,1.0,,0.2857142857142857,0.25,0.41935483870967744,0.2,0.4664612903225807,0.52185,0.429925,0.16666666666666666,0.2,0.09523809523809523,0.38095238095238093,10.6,25.25,0.328,-6.0,5.0,9.0,3.0,3.0,2.0,1.0,,,,,,0.5,,0.2903225806451613,0.5555555555555556,0.5555555555555556,0.2,,,,,,1.0,1.0,1.0,,0.08333333333333333,0.1111111111111111,0.08333333333333333,0.16666666666666666,,,5.0,,1.0,,,,,,,,,,,,1.0,True,,,,,,,,
948,1610612743,Marcus Camby,Marcus Camby,948,DEN,1806.0,30,66,65,29,29,9.0,131,1.0,2.0,,,,1.0,,1.0,,,,,,,,1.0,4.0,,,,2.0,86.0,,,,,1.0,,,,2.0,,,,,,,,1.0,2.0,1.0,5.0,,,4.0,6.0,2.0,12.0,,12.0,2.0,,1.0,2.0,,3.0,1.0,1.0,2.0,,2.0,,2.0,,1.0,,29,,1.0,1.0,,,,,0.25,,,0.25,,,0.2,,,,,,,,10.666666666666666,0.6666666666666666,0.42857142857142855,,0.4444444444444444,,0.43478260869565216,,,,,,0.2857142857142857,0.2,0.5,0.5,0.5,1.0,0.25,,,,,,,,,,,,,,1.0,,,,,0.5,,0.471225,,0.5081,0.2,0.2,,,6.9,,0.4393939393939394,-14.0,,1.0,1.0,1.0,1.0,,,3.0,,3.0,2.0,0.3333333333333333,0.6666666666666666,0.25,,,,,,,,,2.0,1.0,,,,0.3333333333333333,0.75,0.75,,,,,1.0,,,3.0,,,,,,,,,,True,,,,,,,,
